calibration,alpha,method,baseline,scope,gained_tp,lost_tp,added_fp,removed_fp,shared_tp,earlier,same,later,median_query_delta
task_init,0.005,v82_integrated,v82_reference,all,0,164,0,9,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_goal,0,28,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_long,0,114,0,6,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_object,0,7,0,1,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_spatial,0,15,0,2,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,9,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_goal/put_the_bowl_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_goal/put_the_bowl_on_the_stove,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,16,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_goal/put_the_cream_cheese_in_the_bowl,0,2,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_goal/put_the_wine_bottle_on_the_rack,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,1,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_goal/turn_on_the_stove,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,2,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,1,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,0,0,1,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,74,0,3,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,0,16,0,1,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,8,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,1,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,5,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,6,0,1,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,1,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,1,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,1,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0,2,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,0,1,0,1,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0,2,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0,1,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,0,0,0,1,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0,8,0,1,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,3,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,3,0,0,0,0,0,0,
task_init,0.005,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,all,9,164,3,9,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_goal,0,28,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_long,8,114,3,6,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_object,0,7,0,1,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_spatial,1,15,0,2,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,9,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_goal/put_the_bowl_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_goal/put_the_bowl_on_the_stove,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,16,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_goal/put_the_cream_cheese_in_the_bowl,0,2,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_goal/put_the_wine_bottle_on_the_rack,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,1,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_goal/turn_on_the_stove,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,2,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,1,1,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,0,0,1,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,74,0,3,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,4,16,1,1,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,8,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,1,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,5,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,2,6,1,1,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,2,1,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,1,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,1,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0,2,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,0,1,0,1,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0,2,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0,1,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,1,0,0,1,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0,8,0,1,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,3,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,3,0,0,0,0,0,0,
task_init,0.005,dynamics_only,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,all,0,0,3,0,475,3,472,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_goal,0,0,0,0,87,0,87,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_long,0,0,3,0,239,3,236,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_object,0,0,0,0,30,0,30,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_spatial,0,0,0,0,119,0,119,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,0,0,0,0,0,
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,0,0,0,39,0,39,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_goal/push_the_plate_to_the_front_of_the_stove,0,0,0,0,1,0,1,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_bowl_on_the_plate,0,0,0,0,11,0,11,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_bowl_on_the_stove,0,0,0,0,9,0,9,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,0,0,0,16,0,16,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_cream_cheese_in_the_bowl,0,0,0,0,9,0,9,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_wine_bottle_on_the_rack,0,0,0,0,1,0,1,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,0,0,0,1,0,1,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_goal/turn_on_the_stove,0,0,0,0,0,0,0,0,
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,0,0,4,0,4,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,0,1,0,1,0,1,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,0,0,0,1,0,1,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,0,0,0,123,0,123,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,0,0,1,0,29,2,27,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,0,0,8,0,8,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,0,0,3,0,3,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,0,0,17,0,17,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,0,1,0,47,1,46,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,0,0,6,0,6,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,0,0,2,0,2,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,0,0,9,0,9,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,0,0,5,0,5,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,0,0,1,0,1,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0,0,0,0,6,0,6,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,0,0,0,0,1,0,1,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,0,0,3,0,3,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,0,0,0,0,3,0,3,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,0,0,0,3,0,3,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0,0,0,0,10,0,10,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0,0,0,0,1,0,1,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,0,0,0,0,18,0,18,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,0,0,7,0,7,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0,0,0,0,13,0,13,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,0,0,0,10,0,10,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,0,0,0,38,0,38,0,0.0
task_init,0.005,v82_frozen_plus_dynamics,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,0,0,19,0,19,0,0.0
task_init,0.01,v82_integrated,v82_reference,all,35,108,13,15,166,14,8,144,2.0
task_init,0.01,v82_integrated,v82_reference,libero_goal,8,18,1,0,30,4,4,22,1.0
task_init,0.01,v82_integrated,v82_reference,libero_long,22,46,12,15,115,9,3,103,2.0
task_init,0.01,v82_integrated,v82_reference,libero_object,0,8,0,0,6,0,0,6,3.0
task_init,0.01,v82_integrated,v82_reference,libero_spatial,5,36,0,0,15,1,1,13,1.0
task_init,0.01,v82_integrated,v82_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,0,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,12,1,0,9,0,3,6,1.0
task_init,0.01,v82_integrated,v82_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,0,1,0,0,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_goal/put_the_bowl_on_the_plate,0,1,0,0,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_goal/put_the_bowl_on_the_stove,3,2,0,0,2,2,0,0,-2.0
task_init,0.01,v82_integrated,v82_reference,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,0,0,0,16,0,0,16,2.0
task_init,0.01,v82_integrated,v82_reference,libero_goal/put_the_cream_cheese_in_the_bowl,5,1,0,0,2,2,0,0,-3.0
task_init,0.01,v82_integrated,v82_reference,libero_goal/put_the_wine_bottle_on_the_rack,0,1,0,0,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,0,0,0,1,0,1,0,0.0
task_init,0.01,v82_integrated,v82_reference,libero_goal/turn_on_the_stove,0,0,0,0,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,2,0,0,2,0,0,2,3.0
task_init,0.01,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,0,3,1,1,0,0,1,2.0
task_init,0.01,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,1,0,2,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,22,0,4,67,0,3,64,2.0
task_init,0.01,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,4,8,2,1,15,3,0,12,2.0
task_init,0.01,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,1,0,8,0,0,8,2.0
task_init,0.01,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,1,0,2,0,2,0,0,2,10.0
task_init,0.01,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,5,0,0,5,0,0,5,2.0
task_init,0.01,v82_integrated,v82_reference,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,14,8,3,3,11,4,0,7,2.0
task_init,0.01,v82_integrated,v82_reference,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,2,0,1,4,4,2,0,2,1.5
task_init,0.01,v82_integrated,v82_reference,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,1,0,0,1,0,0,1,1.0
task_init,0.01,v82_integrated,v82_reference,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,2,0,0,1,0,0,1,3.0
task_init,0.01,v82_integrated,v82_reference,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,0,0,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,1,0,0,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_object/pick_up_the_milk_and_place_it_in_the_basket,0,1,0,0,2,0,0,2,4.5
task_init,0.01,v82_integrated,v82_reference,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,0,0,0,0,1,0,0,1,1.0
task_init,0.01,v82_integrated,v82_reference,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0,1,0,0,1,0,0,1,3.0
task_init,0.01,v82_integrated,v82_reference,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,0,2,0,0,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,1,0,0,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0,4,0,0,1,0,0,1,1.0
task_init,0.01,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0,0,0,0,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,1,0,0,0,2,1,1,0,-0.5
task_init,0.01,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,2,0,0,0,0,0,0,
task_init,0.01,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,1,2,0,0,8,0,0,8,1.0
task_init,0.01,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,3,0,0,2,0,0,2,1.5
task_init,0.01,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,21,0,0,2,0,0,2,1.0
task_init,0.01,v82_integrated,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,1,3,0,0,0,0,0,0,
task_init,0.01,dynamics_only,v82_reference,all,48,241,24,18,33,14,4,15,0.0
task_init,0.01,dynamics_only,v82_reference,libero_goal,10,41,1,0,7,4,2,1,-1.0
task_init,0.01,dynamics_only,v82_reference,libero_long,24,139,22,16,22,9,1,12,2.5
task_init,0.01,dynamics_only,v82_reference,libero_object,2,13,1,1,1,0,0,1,1.0
task_init,0.01,dynamics_only,v82_reference,libero_spatial,12,48,0,1,3,1,1,1,0.0
