cohort,group,detector,episodes,risk_n,timely_n,late_n,persistent_n,alarms,tp,fp,fn,tn,risk_recall,timely_fpr,precision,late_recall,persistent_recall,detected_risk_lead_median,early2_risk_recall,early4_risk_recall,early8_risk_recall,early12_risk_recall,representation,width,confirmations,quantile,long_risk_n,long_tp,long_fp,long_recall,long_early4_recall,long_early8_recall,long_fpr,long_precision,long_max_task_fpr,long_worst_task_recall_min_risk5,eligible
development_main,all,candidate,14800,487,14313,30,457,358,341,17,146,14296,0.7002053388090349,0.0011877314329630407,0.952513966480447,0.6666666666666666,0.7024070021881839,7.0,0.6324435318275154,0.5626283367556468,0.3470225872689938,0.28542094455852157,all_median,2,8,0.6,222,127,10,0.5720720720720721,0.5630630630630631,0.5315315315315315,0.003878975950349108,0.927007299270073,0.0196078431372549,0.47058823529411764,True
development_main,all,candidate,14800,487,14313,30,457,353,336,17,151,14296,0.6899383983572895,0.0011877314329630407,0.9518413597733711,0.6666666666666666,0.6914660831509847,7.0,0.6180698151950719,0.5462012320328542,0.3326488706365503,0.2731006160164271,all_median,2,8,0.7,222,122,10,0.5495495495495496,0.527027027027027,0.5,0.003878975950349108,0.9242424242424242,0.0196078431372549,0.463768115942029,True
development_main,all,candidate,14800,487,14313,30,457,348,331,17,156,14296,0.6796714579055442,0.0011877314329630407,0.9511494252873564,0.6666666666666666,0.6805251641137856,7.0,0.6098562628336756,0.5400410677618069,0.3203285420944558,0.25256673511293637,all_median,2,8,0.75,222,117,10,0.527027027027027,0.5135135135135135,0.47297297297297297,0.003878975950349108,0.9212598425196851,0.0196078431372549,0.4420289855072464,True
development_main,all,candidate,14800,487,14313,30,457,320,303,17,184,14296,0.62217659137577,0.0011877314329630407,0.946875,0.6,0.6236323851203501,5.0,0.5544147843942505,0.46406570841889117,0.22381930184804927,0.17864476386036962,all_median,2,8,0.8,222,89,10,0.4009009009009009,0.34684684684684686,0.26126126126126126,0.003878975950349108,0.898989898989899,0.0196078431372549,0.2608695652173913,True
development_main,all,candidate,14800,487,14313,30,457,273,262,11,225,14302,0.5379876796714579,0.0007685321036819675,0.9597069597069597,0.43333333333333335,0.5448577680525164,5.0,0.4722792607802875,0.4004106776180698,0.188911704312115,0.14784394250513347,all_median,2,8,0.85,222,48,4,0.21621621621621623,0.2072072072072072,0.18468468468468469,0.0015515903801396431,0.9230769230769231,0.0056022408963585435,0.007246376811594203,True
development_main,all,candidate,14800,487,14313,30,457,261,250,11,237,14302,0.5133470225872689,0.0007685321036819675,0.9578544061302682,0.43333333333333335,0.5185995623632386,5.0,0.44763860369609854,0.37782340862423,0.1704312114989733,0.13347022587268995,all_median,2,8,0.9,222,36,4,0.16216216216216217,0.15765765765765766,0.14414414414414414,0.0015515903801396431,0.9,0.0056022408963585435,0.0,True
development_main,all,candidate,14800,487,14313,30,457,255,246,9,241,14304,0.5051334702258727,0.0006287989939216097,0.9647058823529412,0.36666666666666664,0.5142231947483589,5.0,0.4394250513347023,0.36960985626283366,0.1601642710472279,0.1273100616016427,all_median,2,8,0.925,222,32,2,0.14414414414414414,0.13963963963963963,0.12162162162162163,0.0007757951900698216,0.9411764705882353,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,250,241,9,246,14304,0.4948665297741273,0.0006287989939216097,0.964,0.36666666666666664,0.5032822757111597,5.0,0.43121149897330596,0.3593429158110883,0.15195071868583163,0.11704312114989733,all_median,2,8,0.95,222,27,2,0.12162162162162163,0.11711711711711711,0.1036036036036036,0.0007757951900698216,0.9310344827586207,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,247,238,9,249,14304,0.4887063655030801,0.0006287989939216097,0.9635627530364372,0.36666666666666664,0.49671772428884026,5.0,0.42505133470225875,0.351129363449692,0.14784394250513347,0.11498973305954825,all_median,2,8,0.96,222,24,2,0.10810810810810811,0.0990990990990991,0.0945945945945946,0.0007757951900698216,0.9230769230769231,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,242,233,9,254,14304,0.4784394250513347,0.0006287989939216097,0.9628099173553719,0.36666666666666664,0.48577680525164113,5.0,0.41478439425051333,0.34496919917864477,0.13963039014373715,0.10472279260780287,all_median,2,8,0.975,222,19,2,0.08558558558558559,0.08558558558558559,0.07657657657657657,0.0007757951900698216,0.9047619047619048,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,238,230,8,257,14305,0.4722792607802875,0.0005589324390414309,0.9663865546218487,0.36666666666666664,0.47921225382932164,4.5,0.406570841889117,0.33675564681724846,0.13347022587268995,0.10061601642710473,all_median,2,8,0.98,222,16,1,0.07207207207207207,0.06756756756756757,0.06306306306306306,0.0003878975950349108,0.9411764705882353,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,232,224,8,263,14305,0.459958932238193,0.0005589324390414309,0.9655172413793104,0.36666666666666664,0.4660831509846827,4.0,0.3942505133470226,0.32238193018480493,0.11909650924024641,0.08624229979466119,all_median,2,8,0.99,222,10,1,0.04504504504504504,0.036036036036036036,0.03153153153153153,0.0003878975950349108,0.9090909090909091,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,228,220,8,267,14305,0.4517453798767967,0.0005589324390414309,0.9649122807017544,0.36666666666666664,0.4573304157549234,4.0,0.3860369609856263,0.3162217659137577,0.11498973305954825,0.08213552361396304,all_median,2,8,0.995,222,6,1,0.02702702702702703,0.02252252252252252,0.02252252252252252,0.0003878975950349108,0.8571428571428571,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,350,336,14,151,14299,0.6899383983572895,0.000978131768322504,0.96,0.6666666666666666,0.6914660831509847,7.0,0.6262833675564682,0.5503080082135524,0.33675564681724846,0.2402464065708419,all_median,2,10,0.5,222,122,7,0.5495495495495496,0.536036036036036,0.509009009009009,0.0027152831652443757,0.9457364341085271,0.011204481792717087,0.463768115942029,True
development_main,all,candidate,14800,487,14313,30,457,345,331,14,156,14299,0.6796714579055442,0.000978131768322504,0.9594202898550724,0.6666666666666666,0.6805251641137856,7.0,0.6160164271047228,0.5400410677618069,0.32854209445585214,0.2299794661190965,all_median,2,10,0.6,222,117,7,0.527027027027027,0.5135135135135135,0.49099099099099097,0.0027152831652443757,0.9435483870967742,0.011204481792717087,0.45652173913043476,True
development_main,all,candidate,14800,487,14313,30,457,341,328,13,159,14300,0.6735112936344969,0.0009082652134423251,0.9618768328445748,0.6666666666666666,0.6739606126914661,7.0,0.6078028747433265,0.5338809034907598,0.3182751540041068,0.21149897330595482,all_median,2,10,0.7,222,114,6,0.5135135135135135,0.5,0.46846846846846846,0.0023273855702094647,0.95,0.011204481792717087,0.4492753623188406,True
development_main,all,candidate,14800,487,14313,30,457,336,323,13,164,14300,0.6632443531827515,0.0009082652134423251,0.9613095238095238,0.6333333333333333,0.6652078774617067,6.0,0.5995893223819302,0.5236139630390144,0.2997946611909651,0.18275154004106775,all_median,2,10,0.75,222,109,6,0.49099099099099097,0.4774774774774775,0.42792792792792794,0.0023273855702094647,0.9478260869565217,0.011204481792717087,0.42028985507246375,True
development_main,all,candidate,14800,487,14313,30,457,295,283,12,204,14301,0.5811088295687885,0.0008383986585621463,0.9593220338983051,0.5,0.5864332603938731,5.0,0.5092402464065708,0.4271047227926078,0.2032854209445585,0.1540041067761807,all_median,2,10,0.8,222,69,5,0.3108108108108108,0.26576576576576577,0.21621621621621623,0.001939487975174554,0.9324324324324325,0.008403361344537815,0.15217391304347827,True
development_main,all,candidate,14800,487,14313,30,457,266,255,11,232,14302,0.5236139630390144,0.0007685321036819675,0.9586466165413534,0.4,0.5317286652078774,5.0,0.459958932238193,0.3860369609856263,0.17453798767967146,0.1375770020533881,all_median,2,10,0.85,222,41,4,0.18468468468468469,0.17567567567567569,0.15315315315315314,0.0015515903801396431,0.9111111111111111,0.0056022408963585435,0.0,True
development_main,all,candidate,14800,487,14313,30,457,255,245,10,242,14303,0.5030800821355236,0.0006986655488017886,0.9607843137254902,0.4,0.5098468271334792,5.0,0.4394250513347023,0.3675564681724846,0.1601642710472279,0.12114989733059549,all_median,2,10,0.9,222,31,3,0.13963963963963963,0.13513513513513514,0.12162162162162163,0.0011636927851047323,0.9117647058823529,0.0028011204481792717,0.0,True
development_main,all,candidate,14800,487,14313,30,457,251,242,9,245,14304,0.49691991786447637,0.0006287989939216097,0.9641434262948207,0.36666666666666664,0.5054704595185996,5.0,0.433264887063655,0.3613963039014374,0.15605749486652978,0.11704312114989733,all_median,2,10,0.925,222,28,2,0.12612612612612611,0.12162162162162163,0.11261261261261261,0.0007757951900698216,0.9333333333333333,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,246,237,9,250,14304,0.486652977412731,0.0006287989939216097,0.9634146341463414,0.36666666666666664,0.49452954048140046,5.0,0.4209445585215606,0.351129363449692,0.1457905544147844,0.11088295687885011,all_median,2,10,0.95,222,23,2,0.1036036036036036,0.0990990990990991,0.09009009009009009,0.0007757951900698216,0.92,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,245,236,9,251,14304,0.48459958932238195,0.0006287989939216097,0.963265306122449,0.36666666666666664,0.4923413566739606,5.0,0.41683778234086244,0.3470225872689938,0.1437371663244353,0.10472279260780287,all_median,2,10,0.96,222,22,2,0.0990990990990991,0.09009009009009009,0.08558558558558559,0.0007757951900698216,0.9166666666666666,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,238,229,9,258,14304,0.4702258726899384,0.0006287989939216097,0.9621848739495799,0.36666666666666664,0.47702407002188185,4.0,0.406570841889117,0.3347022587268994,0.13347022587268995,0.09650924024640657,all_median,2,10,0.975,222,15,2,0.06756756756756757,0.06306306306306306,0.06306306306306306,0.0007757951900698216,0.8823529411764706,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,235,227,8,260,14305,0.46611909650924027,0.0005589324390414309,0.9659574468085106,0.36666666666666664,0.4726477024070022,4.0,0.4024640657084189,0.3326488706365503,0.1293634496919918,0.0944558521560575,all_median,2,10,0.98,222,13,1,0.05855855855855856,0.05855855855855856,0.05405405405405406,0.0003878975950349108,0.9285714285714286,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,231,223,8,264,14305,0.45790554414784396,0.0005589324390414309,0.9653679653679653,0.36666666666666664,0.4638949671772429,4.0,0.3921971252566735,0.32238193018480493,0.11909650924024641,0.08418891170431211,all_median,2,10,0.99,222,9,1,0.04054054054054054,0.036036036036036036,0.03153153153153153,0.0003878975950349108,0.9,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,227,219,8,268,14305,0.44969199178644764,0.0005589324390414309,0.9647577092511013,0.36666666666666664,0.4551422319474836,4.0,0.3860369609856263,0.3162217659137577,0.11498973305954825,0.08213552361396304,all_median,2,10,0.995,222,5,1,0.02252252252252252,0.02252252252252252,0.02252252252252252,0.0003878975950349108,0.8333333333333334,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,342,330,12,157,14301,0.6776180698151951,0.0008383986585621463,0.9649122807017544,0.6333333333333333,0.6805251641137856,7.0,0.6098562628336756,0.5338809034907598,0.3182751540041068,0.1601642710472279,all_median,2,12,0.5,222,116,5,0.5225225225225225,0.5,0.46846846846846846,0.001939487975174554,0.9586776859504132,0.008403361344537815,0.4492753623188406,True
development_main,all,candidate,14800,487,14313,30,457,340,328,12,159,14301,0.6735112936344969,0.0008383986585621463,0.9647058823529412,0.6333333333333333,0.6761487964989059,6.0,0.6036960985626283,0.5256673511293635,0.30390143737166325,0.14989733059548255,all_median,2,12,0.6,222,114,5,0.5135135135135135,0.481981981981982,0.4369369369369369,0.001939487975174554,0.957983193277311,0.008403361344537815,0.4420289855072464,True
development_main,all,candidate,14800,487,14313,30,457,336,324,12,163,14301,0.6652977412731006,0.0008383986585621463,0.9642857142857143,0.6333333333333333,0.6673960612691466,6.0,0.5975359342915811,0.5195071868583162,0.29568788501026694,0.1437371663244353,all_median,2,12,0.7,222,110,5,0.4954954954954955,0.46846846846846846,0.4189189189189189,0.001939487975174554,0.9565217391304348,0.008403361344537815,0.43478260869565216,True
development_main,all,candidate,14800,487,14313,30,457,330,318,12,169,14301,0.6529774127310062,0.0008383986585621463,0.9636363636363636,0.6,0.6564551422319475,6.0,0.5852156057494866,0.5030800821355236,0.27104722792607805,0.1375770020533881,all_median,2,12,0.75,222,104,5,0.46846846846846846,0.43243243243243246,0.36486486486486486,0.001939487975174554,0.9541284403669725,0.008403361344537815,0.4057971014492754,True
development_main,all,candidate,14800,487,14313,30,457,278,267,11,220,14302,0.5482546201232033,0.0007685321036819675,0.960431654676259,0.4666666666666667,0.5536105032822757,5.0,0.47433264887063653,0.39014373716632444,0.1806981519507187,0.12114989733059549,all_median,2,12,0.8,222,53,4,0.23873873873873874,0.18468468468468469,0.16666666666666666,0.0015515903801396431,0.9298245614035088,0.0056022408963585435,0.07971014492753623,True
development_main,all,candidate,14800,487,14313,30,457,261,250,11,237,14302,0.5133470225872689,0.0007685321036819675,0.9578544061302682,0.4,0.5207877461706784,5.0,0.4455852156057495,0.37166324435318276,0.16632443531827515,0.11909650924024641,all_median,2,12,0.85,222,36,4,0.16216216216216217,0.14414414414414414,0.13513513513513514,0.0015515903801396431,0.9,0.0056022408963585435,0.0,True
development_main,all,candidate,14800,487,14313,30,457,251,242,9,245,14304,0.49691991786447637,0.0006287989939216097,0.9641434262948207,0.4,0.5032822757111597,5.0,0.43121149897330596,0.3593429158110883,0.15605749486652978,0.10882956878850103,all_median,2,12,0.9,222,28,2,0.12612612612612611,0.11711711711711711,0.11261261261261261,0.0007757951900698216,0.9333333333333333,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,249,240,9,247,14304,0.4928131416837782,0.0006287989939216097,0.963855421686747,0.36666666666666664,0.5010940919037199,5.0,0.4271047227926078,0.35523613963039014,0.15195071868583163,0.10677618069815195,all_median,2,12,0.925,222,26,2,0.11711711711711711,0.10810810810810811,0.1036036036036036,0.0007757951900698216,0.9285714285714286,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,245,236,9,251,14304,0.48459958932238195,0.0006287989939216097,0.963265306122449,0.36666666666666664,0.4923413566739606,5.0,0.4209445585215606,0.3470225872689938,0.1457905544147844,0.10472279260780287,all_median,2,12,0.95,222,22,2,0.0990990990990991,0.09009009009009009,0.09009009009009009,0.0007757951900698216,0.9166666666666666,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,241,232,9,255,14304,0.47638603696098564,0.0006287989939216097,0.9626556016597511,0.36666666666666664,0.48358862144420134,5.0,0.4127310061601643,0.3408624229979466,0.13963039014373715,0.10061601642710473,all_median,2,12,0.96,222,18,2,0.08108108108108109,0.07657657657657657,0.07657657657657657,0.0007757951900698216,0.9,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,236,227,9,260,14304,0.46611909650924027,0.0006287989939216097,0.961864406779661,0.36666666666666664,0.4726477024070022,4.0,0.4004106776180698,0.33059548254620125,0.1273100616016427,0.09240246406570841,all_median,2,12,0.975,222,13,2,0.05855855855855856,0.05405405405405406,0.04954954954954955,0.0007757951900698216,0.8666666666666667,0.0025380710659898475,0.0,True
development_main,all,candidate,14800,487,14313,30,457,234,226,8,261,14305,0.46406570841889117,0.0005589324390414309,0.9658119658119658,0.36666666666666664,0.47045951859956237,4.0,0.4004106776180698,0.32854209445585214,0.1273100616016427,0.09240246406570841,all_median,2,12,0.98,222,12,1,0.05405405405405406,0.04954954954954955,0.04954954954954955,0.0003878975950349108,0.9230769230769231,0.0025380710659898475,0.0,True
