task,init_state_id,success_cell_n,success_cell_weight,threshold_static_pre90,threshold_eef_reversal,threshold_late_activity_min,threshold_late_path_efficiency_low,threshold_late_goal_progress_low,threshold_gripper_flip_rate,threshold_goal_regression_m,threshold_goal_approach_exits,threshold_lift_onsets_per_target,threshold_lift_losses_per_target,threshold_midlate_activity_q25
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,31,0.7948717948717948,0.15,0.08,0.07581838186505371,0.21355811080009235,0.3199292618510796,0.11245181833417128,0.05,0.25,1.25,0.25,0.068516802055612
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,5,0.38461538461538464,0.15,0.09643665158371041,0.07663519647812392,0.19353384841725138,0.3428180571815194,0.11513323278029161,0.05,0.25,1.25,0.25,0.06948480858715429
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,32,0.8,0.15,0.08,0.07678485271335336,0.29490708808025823,0.3638440278462657,0.11764705882352941,0.05,0.25,1.25,0.25,0.06513291440306519
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,23,32,0.8,0.15,0.12352941176470589,0.08097257621579212,0.19173430611430267,0.34901349272744636,0.11764705882352941,0.05,0.25,1.25,0.25,0.07279623194794144
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,26,29,0.7837837837837838,0.15,0.08,0.07579173135308549,0.18295301277971393,0.3350557972938757,0.11764705882352941,0.05,0.25,1.25,0.25,0.0728514111497296
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,29,27,0.7714285714285715,0.15,0.10488445378151257,0.07920793753599008,0.1909562098186576,0.36369660535903087,0.11764705882352941,0.05,0.25,1.25,0.25,0.0720756274215108
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,33,32,0.8,0.15,0.08,0.07836080096517925,0.25075461220456163,0.3352910134134223,0.11241830065359476,0.05,0.25,1.25,0.25,0.07360894225055155
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,36,31,0.7948717948717948,0.15,0.08,0.07154048642290542,0.2212309593407899,0.33933864814728554,0.10780344526474556,0.05,0.25,1.25,0.25,0.0617211824498599
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,32,0.8,0.15,0.08,0.07792344060224315,0.32589020095659693,0.3589676963219911,0.11241830065359476,0.05,0.25,1.25,0.25,0.07187997912745099
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,42,32,0.8,0.15,0.08,0.08127049478726889,0.2030122145374649,0.34411512427594154,0.11764705882352941,0.05,0.25,1.25,0.25,0.07408668113000821
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,46,32,0.8,0.15,0.11764705882352941,0.07844657514502884,0.28484942083403364,0.3533113579985231,0.11241830065359476,0.05,0.25,1.25,0.25,0.06989145267559872
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,49,32,0.8,0.15,0.08,0.07331275286117486,0.22630840524648824,0.34118152461499307,0.10773993808049534,0.05,0.25,1.25,0.25,0.06519169392212244
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,14,0.6363636363636364,0.15,0.08472943722943722,0.0644627990902945,0.0980723354803079,0.15455576358279616,0.11001911001911002,0.05,0.25,1.25,0.25,0.06274338057921652
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,5,0.38461538461538464,0.15,0.08,0.060194199620231995,0.09370328764558766,0.1531647573268659,0.10788926578400262,0.05,0.25,1.25,0.25,0.05876236708119412
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,7,29,0.7837837837837838,0.15,0.08571428571428572,0.06043648453810343,0.09406434058324623,0.15150033653266967,0.11046181316451587,0.05,0.25,1.25,0.25,0.05764410104257724
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,10,9,0.5294117647058824,0.15,0.08521008403361345,0.06284914091338215,0.11164121083275033,0.16093516631934668,0.10272525857395962,0.05,0.25,1.25,0.25,0.06160768084948168
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,13,9,0.5294117647058824,0.15,0.08326141267317738,0.055514149935284564,0.08055013531220466,0.1570354060729926,0.09574835339541223,0.05,0.25,1.25,0.25,0.05153216641093655
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,16,28,0.7777777777777778,0.15,0.08506613756613757,0.0644496884206077,0.09464477159470076,0.15513460196592815,0.1120487153820487,0.05,0.25,1.25,0.25,0.06312694320724924
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,20,23,0.7419354838709677,0.15,0.08394777265745007,0.06128342807937615,0.09056248931050032,0.14931747395904543,0.10399481367223302,0.05,0.25,1.25,0.25,0.05877896973207504
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,23,29,0.7837837837837838,0.15,0.08426171345090264,0.06214546149457428,0.08499143263215414,0.15184022867519634,0.1058782822651955,0.05,0.25,1.25,0.25,0.06068096618098807
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,26,9,0.5294117647058824,0.15,0.08571428571428572,0.062216022874458446,0.08339075050458877,0.15722297526950058,0.10603039333689489,0.05,0.25,1.25,0.25,0.059117618273721875
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,29,28,0.7777777777777778,0.15,0.08211068211068212,0.06357468225852737,0.07834669838138301,0.14843800912304422,0.10589536905326379,0.05,0.25,1.25,0.25,0.062016180043981246
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,33,32,0.8,0.15,0.08,0.06160518389225182,0.0988157454076135,0.15465957519532444,0.10685633001422476,0.05,0.25,1.25,0.25,0.06010562113163064
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,36,32,0.8,0.15,0.09071326966063807,0.06442189632145927,0.09699695903327434,0.1531798189833698,0.1058321479374111,0.05,0.25,1.25,0.25,0.06308451072051996
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,39,4,0.3333333333333333,0.15,0.08268772893772894,0.05343665558000834,0.11170338636834502,0.16729133498770182,0.10125725725725726,0.05,0.25,1.25,0.25,0.048626696287838625
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,42,14,0.6363636363636364,0.15,0.09362062180243998,0.06398645481703938,0.10279009726330525,0.1567475351415737,0.10877695877695878,0.05,0.25,1.25,0.25,0.06237411959620064
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,46,31,0.7948717948717948,0.15,0.08,0.06114266191652334,0.09001556944914178,0.15405780659281004,0.10584673742568479,0.05,0.25,1.25,0.25,0.0607288728604989
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,49,0,0.0,0.15,0.08571428571428572,0.06187875714072124,0.0891445620791436,0.15272332663774682,0.10810810810810811,0.05,0.25,1.25,0.25,0.05995009649127543
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,32,0.8,0.15,0.14285714285714285,0.09114553141673225,0.4659436082808807,0.44713724453720693,0.20444444444444446,0.05,0.25,1.25,1.0,0.08322247410534583
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,3,32,0.8,0.15,0.14285714285714285,0.08964984515236941,0.48948686173998834,0.4963173168997587,0.2222222222222222,0.05,0.25,1.25,1.0,0.08234573754490632
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,7,32,0.8,0.15,0.14285714285714285,0.08032458271586065,0.6015351086142203,0.5477274484905431,0.2222222222222222,0.05,0.25,1.25,0.25,0.07483765177882644
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,10,31,0.7948717948717948,0.15,0.14285714285714285,0.09012861188703625,0.5105722787622666,0.4956609384593476,0.2222222222222222,0.05,0.25,1.25,0.25,0.08357415249214933
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,13,31,0.7948717948717948,0.15,0.14285714285714285,0.09160933070357424,0.5111958308125805,0.5095435399743593,0.2222222222222222,0.05,0.25,1.25,1.0,0.08301987501715802
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,16,30,0.7894736842105263,0.15,0.1287593984962406,0.07914140071315287,0.5933213444648306,0.5846215862960265,0.13450292397660818,0.05,0.25,1.25,0.6447368421052608,0.07370344322914488
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,20,31,0.7948717948717948,0.15,0.08,0.08508852344403399,0.563959243170546,0.5233196163745468,0.1339031339031339,0.05,0.25,1.25,0.25,0.07927894189339844
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,23,32,0.8,0.15,0.14285714285714285,0.09774494053387964,0.5079696081000025,0.48524437707618806,0.2222222222222222,0.05,0.25,1.25,1.0,0.09246170370357115
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,26,31,0.7948717948717948,0.15,0.14285714285714285,0.08555099680259348,0.5406257182898133,0.5298255838261913,0.13942307692307693,0.05,0.25,1.25,0.25,0.07929623639712695
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,29,32,0.8,0.15,0.14285714285714285,0.09265071167449673,0.5050658282109322,0.4934026461803681,0.14444444444444443,0.05,0.25,1.25,0.5599999999999994,0.08198624717976497
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,33,32,0.8,0.15,0.12857142857142856,0.08624162370562853,0.5300177060359367,0.5139246632826452,0.20444444444444446,0.05,0.25,1.25,0.25,0.08021218254053664
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,36,32,0.8,0.15,0.14285714285714285,0.09016286133776627,0.5136837063815776,0.5009410363678658,0.14444444444444443,0.05,0.25,1.25,1.0,0.08160050815783976
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,39,31,0.7948717948717948,0.15,0.14285714285714285,0.08416965291731869,0.6700767015786707,0.6016796483541834,0.18358262108262108,0.05,0.25,1.25,0.25,0.07633351228886097
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,42,31,0.7948717948717948,0.15,0.17382617382617382,0.08105213633124894,0.423509261128717,0.46849996443724623,0.3105413105413105,0.05,0.25,1.25,1.0,0.07498454637565911
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,46,28,0.7777777777777778,0.15,0.14285714285714285,0.08574247292708281,0.5967652437321072,0.5364931217213985,0.19575617283950605,0.05,0.25,1.25,0.25,0.07758270906732206
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,49,32,0.8,0.15,0.14285714285714285,0.08809021605599297,0.5418666498143979,0.5132627897867553,0.2222222222222222,0.05,0.25,1.25,0.25,0.08448584664145958
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,31,0.7948717948717948,0.15,0.10883190883190884,0.0983917351395971,0.7452152145766702,0.5725905581798172,0.13742653358037935,0.05,0.25,1.25,0.25,0.10393165621250733
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,3,31,0.7948717948717948,0.15,0.1,0.09561636837001383,0.7522423831715312,0.6718148769327261,0.09768294383678959,0.05,0.25,1.25,0.25,0.09917041797996681
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,31,0.7948717948717948,0.15,0.1,0.10065227279003514,0.7283254302606412,0.6656908623150557,0.09768294383678959,0.05,0.25,1.25,0.25,0.10543902081919804
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,10,30,0.7894736842105263,0.15,0.09282296650717703,0.09995132170357929,0.7109125395758485,0.6564216526287511,0.09188034188034147,0.05,0.25,1.25,0.25,0.10484334276976359
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,13,30,0.7894736842105263,0.15,0.09282296650717703,0.09637678554919907,0.745330946707124,0.5917558770236693,0.13236617183985555,0.05,0.25,1.25,0.25,0.10092496654729444
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,16,32,0.8,0.15,0.1,0.09994368171367901,0.7117420296124847,0.6364793234732291,0.09751359751359713,0.05,0.25,1.25,0.25,0.10426016063568402
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,20,25,0.7575757575757576,0.15,0.1,0.10024533206573588,0.7315671565067257,0.6383240413482133,0.15630665630665583,0.05,0.25,1.25,0.25,0.10456539726776577
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,23,30,0.7894736842105263,0.15,0.1,0.09695118642946682,0.7294543661007384,0.6560711012225924,0.1307559399664657,0.05,0.25,1.25,0.25,0.1002106221777761
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,26,31,0.7948717948717948,0.15,0.1,0.10008615645032037,0.726459984344457,0.6285628758881852,0.09768294383678959,0.05,0.25,1.25,0.25,0.10669247729662898
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,29,30,0.7894736842105263,0.15,0.1,0.0985908789438387,0.7151257725740263,0.6482675658127163,0.1307559399664657,0.05,0.25,1.25,0.25,0.10219705926218109
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,33,16,0.6666666666666666,0.15,0.10185185185185185,0.09831989123660162,0.7503555760921679,0.6582773828673463,0.10343175343175279,0.05,0.25,1.25,0.25,0.10297295291480439
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,36,31,0.7948717948717948,0.15,0.1,0.09833403889916405,0.7649272750267786,0.6449375857749007,0.09768294383678959,0.05,0.25,1.25,0.25,0.10254058324632029
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,39,32,0.8,0.15,0.1,0.09587910186134617,0.7512036834543087,0.622993142834053,0.09751359751359713,0.05,0.25,1.25,0.25,0.09923243850479582
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,42,31,0.7948717948717948,0.15,0.09277389277389278,0.09818405764598381,0.710485151050086,0.6634284225752887,0.11968551391628274,0.05,0.25,1.25,0.25,0.10228108624124471
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,46,32,0.8,0.15,0.09272727272727274,0.10012117957395099,0.7441319308311333,0.6827411078374382,0.09418026418026378,0.05,0.25,1.25,0.25,0.10524269803346165
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,49,32,0.8,0.15,0.09272727272727274,0.10075432773141695,0.6999232927085434,0.6486820317642676,0.09145299145299106,0.05,0.25,1.25,0.25,0.10536193396507484
