task,episode,init_state_id,probability_stagnation,probability_active_retry,probability_eef_oscillation,probability_gripper_cycling,probability_goal_regression,probability_goal_approach_leave,probability_subtask_undo,probability_regrasp_or_drop
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,173,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,174,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,176,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,177,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,178,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,179,16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,180,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,181,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,182,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,183,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,184,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,185,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,186,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,187,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,190,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,191,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,265,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,266,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,277,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,288,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,291,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,292,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,301,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,308,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,371,36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,23,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,27,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,32,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,33,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,34,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,35,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,36,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,37,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,38,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,40,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,41,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,42,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,44,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,45,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,46,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,48,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,49,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,50,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,52,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,53,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,54,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,55,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,56,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,57,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,58,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,60,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,61,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,62,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,63,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,66,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,69,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,74,7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,96,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,97,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,98,10,0.0,0.015,0.0,0.345,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,99,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,101,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,102,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,105,10,0.0,0.015,0.0,0.345,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,106,10,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,107,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,109,10,0.0,0.04,0.0,0.345,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,110,10,0.0,0.09,0.0,0.345,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,113,10,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,114,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,116,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,117,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,118,10,0.0,0.015,0.0,0.345,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,119,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,121,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,122,10,0.0,0.015,0.0,0.345,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,124,10,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,125,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,126,10,0.0,0.015,0.0,0.345,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,127,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,129,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,130,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,131,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,132,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,133,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,135,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,137,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,138,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,140,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,141,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,142,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,143,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,144,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,145,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,146,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,147,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,150,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,152,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,153,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,154,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,155,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,158,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,159,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,161,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,167,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,172,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,177,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,198,20,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,201,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,203,20,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,204,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,211,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,213,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,218,20,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,220,20,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,221,20,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,226,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,240,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,243,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,257,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,258,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,259,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,260,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,261,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,262,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,266,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,268,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,269,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,270,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,271,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,273,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,274,26,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,275,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,277,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,278,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,280,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,281,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,282,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,283,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,284,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,286,26,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,287,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,291,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,293,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,314,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,315,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,384,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,386,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,387,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,388,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,389,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,390,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,391,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,392,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,393,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,394,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,395,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,396,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,399,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,401,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,403,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,404,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,405,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,406,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
