check,cohort,channel,arm,threshold,alarms,tp_lead4,fp_lead4,baseline_tp_at_same_fp,excess_tp_lead4
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.32198036221525417,5226,192,5013,564,-372
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.32198036221525417,5226,172,5042,564,-392
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.3472619226891661,5024,183,4820,564,-381
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.3472619226891661,5024,180,4830,564,-384
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.3740739249858372,4826,171,4632,564,-393
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.3740739249858372,4826,164,4651,564,-400
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.40214669684617926,4629,166,4432,564,-398
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.40214669684617926,4629,169,4454,564,-395
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.43117149018184586,4426,163,4245,564,-401
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.43117149018184586,4426,157,4262,564,-407
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.4586343560774487,4231,149,4057,564,-415
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.4586343560774487,4231,133,4092,564,-431
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.4843345008311058,4027,144,3854,564,-420
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.4843345008311058,4027,140,3878,564,-424
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.5147092467003718,3826,135,3670,564,-429
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.5147092467003718,3826,141,3680,564,-423
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.5481815722370816,3625,128,3485,564,-436
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.5481815722370816,3625,150,3467,564,-414
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.5804932034786774,3430,122,3295,564,-442
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.5804932034786774,3430,120,3305,564,-444
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.6137913241641172,3228,107,3108,424,-317
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.6137913241641172,3228,114,3110,424,-310
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.6451519200091421,3029,97,2913,424,-327
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.6451519200091421,3029,112,2911,424,-312
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.6752584832135698,2825,91,2713,424,-333
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.6752584832135698,2825,96,2724,424,-328
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.7135595055328949,2621,82,2528,424,-342
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.7135595055328949,2621,111,2509,424,-313
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.7486150175889295,2424,78,2331,424,-346
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.7486150175889295,2424,85,2337,424,-339
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.7887582795604073,2225,73,2135,424,-351
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.7887582795604073,2225,77,2148,424,-347
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.8299380387319427,2025,69,1939,424,-355
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.8299380387319427,2025,81,1939,424,-343
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.8753588507088811,1821,65,1751,424,-359
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.8753588507088811,1821,56,1764,424,-368
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.9239794989213668,1622,56,1554,424,-368
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.9239794989213668,1622,59,1561,424,-365
null_arm,external_8b,ctrl_episode_const_rand,control_channel,0.979549322402987,1425,55,1361,424,-369
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,0.979549322402987,1425,54,1370,424,-370
null_arm,external_8b,ctrl_episode_const_rand,control_channel,1.0401905866313692,1220,45,1167,424,-379
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,1.0401905866313692,1220,45,1174,424,-379
null_arm,external_8b,ctrl_episode_const_rand,control_channel,1.111616418848833,1022,36,976,424,-388
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,1.111616418848833,1022,42,979,424,-382
null_arm,external_8b,ctrl_episode_const_rand,control_channel,1.1897006159839503,822,28,788,424,-396
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,1.1897006159839503,822,31,790,424,-393
null_arm,external_8b,ctrl_episode_const_rand,control_channel,1.3003965367088703,621,22,596,424,-402
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,1.3003965367088703,621,22,599,424,-402
null_arm,external_8b,ctrl_episode_const_rand,control_channel,1.4260107830688036,419,12,402,380,-368
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,1.4260107830688036,419,19,400,380,-361
null_arm,external_8b,ctrl_episode_const_rand,control_channel,1.6222394542862648,218,5,211,274,-269
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,1.6222394542862648,218,10,208,274,-264
null_arm,external_8b,ctrl_episode_const_rand,control_channel,2.3165786415715317,17,0,16,0,0
null_arm,external_8b,ctrl_episode_const_rand,rate_matched_null,2.3165786415715317,17,1,16,0,1
null_arm,external_8b,ctrl_flow_noise_seed,control_channel,0.07142857142857142,7800,287,7513,564,-277
null_arm,external_8b,ctrl_flow_noise_seed,rate_matched_null,0.07142857142857142,7800,290,7510,564,-274
null_arm,external_8b,ctrl_flow_noise_seed,control_channel,0.14285714285714285,7800,287,7513,564,-277
null_arm,external_8b,ctrl_flow_noise_seed,rate_matched_null,0.14285714285714285,7800,266,7534,564,-298
null_arm,external_8b,ctrl_flow_noise_seed,control_channel,0.25,7783,287,6978,564,-277
null_arm,external_8b,ctrl_flow_noise_seed,rate_matched_null,0.25,7783,279,7027,564,-285
null_arm,external_8b,ctrl_flow_noise_seed,control_channel,0.3076923076923077,6320,273,5840,564,-291
null_arm,external_8b,ctrl_flow_noise_seed,rate_matched_null,0.3076923076923077,6320,246,6026,564,-318
null_arm,external_8b,ctrl_flow_noise_seed,control_channel,0.42857142857142855,5850,223,5627,564,-341
null_arm,external_8b,ctrl_flow_noise_seed,rate_matched_null,0.42857142857142855,5850,214,5636,564,-350
null_arm,external_8b,ctrl_flow_noise_seed,control_channel,0.5,5831,223,5092,564,-341
null_arm,external_8b,ctrl_flow_noise_seed,rate_matched_null,0.5,5831,208,5092,564,-356
null_arm,external_8b,ctrl_flow_noise_seed,control_channel,0.6153846153846154,4376,200,3973,564,-364
null_arm,external_8b,ctrl_flow_noise_seed,rate_matched_null,0.6153846153846154,4376,154,4174,564,-410
null_arm,external_8b,ctrl_flow_noise_seed,control_channel,0.7142857142857143,3900,142,3758,564,-422
null_arm,external_8b,ctrl_flow_noise_seed,rate_matched_null,0.7142857142857143,3900,157,3743,564,-407
null_arm,external_8b,ctrl_flow_noise_seed,control_channel,0.75,3881,142,3225,564,-422
null_arm,external_8b,ctrl_flow_noise_seed,rate_matched_null,0.75,3881,125,3236,564,-439
null_arm,external_8b,ctrl_flow_noise_seed,control_channel,0.9230769230769231,2425,122,2100,424,-302
null_arm,external_8b,ctrl_flow_noise_seed,rate_matched_null,0.9230769230769231,2425,102,2277,424,-322
null_arm,external_8b,ctrl_flow_noise_seed,control_channel,1.0,2062,107,1920,424,-317
null_arm,external_8b,ctrl_flow_noise_seed,rate_matched_null,1.0,2062,61,2001,424,-363
null_arm,external_8b,ctrl_flow_noise_seed,control_channel,1.2307692307692308,465,50,209,274,-224
null_arm,external_8b,ctrl_flow_noise_seed,rate_matched_null,1.2307692307692308,465,57,211,274,-217
null_arm,external_8b,ctrl_flow_noise_seed,control_channel,1.3333333333333333,108,38,37,274,-236
null_arm,external_8b,ctrl_flow_noise_seed,rate_matched_null,1.3333333333333333,108,28,45,274,-246
