cohort,pool,arm,mode,fp_budget,tp,n_mode,fp,baseline_tp,channel,sign,stat,n_ops_searched,excess_over_baseline,null_ceiling,floor,excess_over_floor
external_8b,flagged,any,drop,57,122,241,44,50,state_mobility_d0|L12,-1,change_point,66096,72,50,50,72
external_8b,flagged,any,drop,80,146,241,80,50,state_mobility_d0|L14,-1,change_point,66096,96,53,53,93
external_8b,flagged,any,drop,120,161,241,86,50,state_mobility_d0|L15,-1,change_point,66096,111,53,53,108
external_8b,flagged,any,drop,200,177,241,177,50,state_mobility_d0|L15,-1,change_point,66096,127,63,63,114
external_8b,flagged,any,drop,400,189,241,398,131,query_hard_churn|L12,-1,change_point,66096,58,131,131,58
external_8b,flagged,any,grasp,0,76,143,0,0,set_dwell|L15,1,persist_run|g900,66096,76,29,29,47
external_8b,flagged,any,grasp,10,76,143,0,0,set_dwell|L15,1,persist_run|g900,66096,76,76,76,0
external_8b,flagged,any,grasp,20,112,143,14,0,set_dwell|L2,1,persist_run|g900,66096,112,112,112,0
external_8b,flagged,any,grasp,38,112,143,14,112,set_dwell|L2,1,persist_run|g900,66096,0,112,112,0
external_8b,flagged,any,grasp,57,112,143,14,112,set_dwell|L2,1,persist_run|g900,66096,0,112,112,0
external_8b,flagged,any,grasp,80,112,143,14,112,set_dwell|L2,1,persist_run|g900,66096,0,112,112,0
external_8b,flagged,any,grasp,120,112,143,14,112,set_dwell|L2,1,persist_run|g900,66096,0,112,112,0
external_8b,flagged,any,grasp,200,112,143,14,112,set_dwell|L2,1,persist_run|g900,66096,0,113,113,-1
external_8b,flagged,any,grasp,400,117,143,389,117,set_dwell|L2,1,persist_run|g900,66096,0,117,117,0
external_8b,flagged,any,all,0,145,564,0,0,set_dwell|L15,1,persist_run|g900,66096,145,65,65,80
external_8b,flagged,any,all,10,174,564,5,0,set_dwell|L15,1,persist_cycles|g900,66096,174,180,180,-6
external_8b,flagged,any,all,20,274,564,14,0,set_dwell|L2,1,persist_run|g900,66096,274,274,274,0
external_8b,flagged,any,all,38,274,564,14,274,set_dwell|L2,1,persist_run|g900,66096,0,274,274,0
external_8b,flagged,any,all,57,274,564,14,274,set_dwell|L2,1,persist_run|g900,66096,0,274,274,0
external_8b,flagged,any,all,80,274,564,14,274,set_dwell|L2,1,persist_run|g900,66096,0,274,274,0
external_8b,flagged,any,all,120,281,564,86,274,state_mobility_d0|L15,-1,change_point,66096,7,274,274,7
external_8b,flagged,any,all,200,345,564,166,274,set_dwell|L12,1,change_point,66096,71,290,290,55
external_8b,flagged,any,all,400,405,564,312,380,set_dwell|L12,1,change_point,66096,25,380,380,25
external_8b,null_noise,threshold,drop,0,0,241,0,0,,0,,272,0,14,14,-14
external_8b,null_noise,threshold,drop,10,2,241,2,0,ctrl_white_noise|L14,1,threshold,272,2,32,32,-30
external_8b,null_noise,threshold,drop,20,3,241,20,0,ctrl_white_noise|L14,1,threshold,272,3,50,50,-47
external_8b,null_noise,threshold,drop,38,4,241,38,50,ctrl_white_noise|L13,1,threshold,272,-46,50,50,-46
external_8b,null_noise,threshold,drop,57,5,241,53,50,ctrl_white_noise|L13,1,threshold,272,-45,50,50,-45
external_8b,null_noise,threshold,drop,80,7,241,74,50,ctrl_white_noise|L13,1,threshold,272,-43,53,53,-46
external_8b,null_noise,threshold,drop,120,10,241,103,50,ctrl_white_noise|L13,1,threshold,272,-40,53,53,-43
external_8b,null_noise,threshold,drop,200,10,241,196,50,ctrl_white_noise|L3,-1,threshold,272,-40,63,63,-53
external_8b,null_noise,threshold,drop,400,17,241,293,131,ctrl_white_noise|L5,-1,threshold,272,-114,131,131,-114
external_8b,null_noise,threshold,grasp,0,0,143,0,0,,0,,272,0,29,29,-29
external_8b,null_noise,threshold,grasp,10,3,143,6,0,ctrl_white_noise|L12,1,threshold,272,3,76,76,-73
external_8b,null_noise,threshold,grasp,20,4,143,18,0,ctrl_white_noise|L12,1,threshold,272,4,112,112,-108
external_8b,null_noise,threshold,grasp,38,4,143,35,112,ctrl_white_noise|L4,-1,threshold,272,-108,112,112,-108
external_8b,null_noise,threshold,grasp,57,5,143,53,112,ctrl_white_noise|L5,-1,threshold,272,-107,112,112,-107
external_8b,null_noise,threshold,grasp,80,7,143,74,112,ctrl_white_noise|L5,-1,threshold,272,-105,112,112,-105
external_8b,null_noise,threshold,grasp,120,9,143,104,112,ctrl_white_noise|L5,-1,threshold,272,-103,112,112,-103
external_8b,null_noise,threshold,grasp,200,11,143,149,112,ctrl_white_noise|L13,1,threshold,272,-101,113,113,-102
external_8b,null_noise,threshold,grasp,400,20,143,297,117,ctrl_white_noise|L13,1,threshold,272,-97,117,117,-97
external_8b,null_noise,threshold,all,0,0,564,0,0,,0,,272,0,65,65,-65
external_8b,null_noise,threshold,all,10,4,564,6,0,ctrl_white_noise|L12,1,threshold,272,4,180,180,-176
external_8b,null_noise,threshold,all,20,5,564,18,0,ctrl_white_noise|L12,1,threshold,272,5,274,274,-269
external_8b,null_noise,threshold,all,38,7,564,35,274,ctrl_white_noise|L4,-1,threshold,272,-267,274,274,-267
external_8b,null_noise,threshold,all,57,11,564,53,274,ctrl_white_noise|L5,-1,threshold,272,-263,274,274,-263
external_8b,null_noise,threshold,all,80,15,564,79,274,ctrl_white_noise|L3,1,threshold,272,-259,274,274,-259
external_8b,null_noise,threshold,all,120,22,564,103,274,ctrl_white_noise|L13,1,threshold,272,-252,274,274,-252
external_8b,null_noise,threshold,all,200,31,564,196,274,ctrl_white_noise|L3,-1,threshold,272,-243,290,290,-259
external_8b,null_noise,threshold,all,400,48,564,297,380,ctrl_white_noise|L13,1,threshold,272,-332,380,380,-332
external_8b,null_noise,change_point,drop,0,1,241,0,0,ctrl_white_noise|L3,-1,self_baseline,544,1,14,14,-13
external_8b,null_noise,change_point,drop,10,4,241,10,0,ctrl_white_noise|L5,-1,change_point,544,4,32,32,-28
external_8b,null_noise,change_point,drop,20,4,241,10,0,ctrl_white_noise|L5,-1,change_point,544,4,50,50,-46
external_8b,null_noise,change_point,drop,38,5,241,30,50,ctrl_white_noise|L5,-1,change_point,544,-45,50,50,-45
external_8b,null_noise,change_point,drop,57,7,241,40,50,ctrl_white_noise|L13,-1,change_point,544,-43,50,50,-43
external_8b,null_noise,change_point,drop,80,10,241,59,50,ctrl_white_noise|L13,-1,change_point,544,-40,53,53,-43
external_8b,null_noise,change_point,drop,120,11,241,84,50,ctrl_white_noise|L13,-1,change_point,544,-39,53,53,-42
external_8b,null_noise,change_point,drop,200,17,241,178,50,ctrl_white_noise|L13,-1,change_point,544,-33,63,63,-46
external_8b,null_noise,change_point,drop,400,29,241,367,131,ctrl_white_noise|L13,-1,change_point,544,-102,131,131,-102
external_8b,null_noise,change_point,grasp,0,0,143,0,0,ctrl_white_noise|L3,-1,self_baseline,544,0,29,29,-29
external_8b,null_noise,change_point,grasp,10,3,143,5,0,ctrl_white_noise|L12,-1,change_point,544,3,76,76,-73
external_8b,null_noise,change_point,grasp,20,4,143,15,0,ctrl_white_noise|L13,1,change_point,544,4,112,112,-108
external_8b,null_noise,change_point,grasp,38,5,143,30,112,ctrl_white_noise|L13,1,change_point,544,-107,112,112,-107
external_8b,null_noise,change_point,grasp,57,7,143,43,112,ctrl_white_noise|L13,1,change_point,544,-105,112,112,-105
external_8b,null_noise,change_point,grasp,80,8,143,64,112,ctrl_white_noise|L13,1,change_point,544,-104,112,112,-104
external_8b,null_noise,change_point,grasp,120,12,143,85,112,ctrl_white_noise|L14,-1,change_point,544,-100,112,112,-100
external_8b,null_noise,change_point,grasp,200,19,143,184,112,ctrl_white_noise|L14,-1,change_point,544,-93,113,113,-94
external_8b,null_noise,change_point,grasp,400,30,143,374,117,ctrl_white_noise|L14,-1,change_point,544,-87,117,117,-87
external_8b,null_noise,change_point,all,0,1,564,0,0,ctrl_white_noise|L3,-1,self_baseline,544,1,65,65,-64
external_8b,null_noise,change_point,all,10,6,564,8,0,ctrl_white_noise|L3,1,change_point,544,6,180,180,-174
external_8b,null_noise,change_point,all,20,10,564,19,0,ctrl_white_noise|L3,1,change_point,544,10,274,274,-264
external_8b,null_noise,change_point,all,38,12,564,30,274,ctrl_white_noise|L3,1,change_point,544,-262,274,274,-262
external_8b,null_noise,change_point,all,57,18,564,40,274,ctrl_white_noise|L3,1,change_point,544,-256,274,274,-256
external_8b,null_noise,change_point,all,80,19,564,64,274,ctrl_white_noise|L3,1,change_point,544,-255,274,274,-255
external_8b,null_noise,change_point,all,120,30,564,118,274,ctrl_white_noise|L2,1,change_point,544,-244,274,274,-244
external_8b,null_noise,change_point,all,200,44,564,175,274,ctrl_white_noise|L13,1,change_point,544,-230,290,290,-246
external_8b,null_noise,change_point,all,400,75,564,356,380,ctrl_white_noise|L13,1,change_point,544,-305,380,380,-305
external_8b,null_noise,persistence,drop,0,7,241,0,0,ctrl_white_noise|L4,1,persist_cycles|g900,1632,7,14,14,-7
external_8b,null_noise,persistence,drop,10,14,241,5,0,ctrl_white_noise|L15,-1,persist_cycles|g900,1632,14,32,32,-18
external_8b,null_noise,persistence,drop,20,14,241,5,0,ctrl_white_noise|L15,-1,persist_cycles|g900,1632,14,50,50,-36
external_8b,null_noise,persistence,drop,38,22,241,27,50,ctrl_white_noise|L15,-1,persist_cycles|g900,1632,-28,50,50,-28
external_8b,null_noise,persistence,drop,57,22,241,27,50,ctrl_white_noise|L15,-1,persist_cycles|g900,1632,-28,50,50,-28
external_8b,null_noise,persistence,drop,80,22,241,27,50,ctrl_white_noise|L15,-1,persist_cycles|g900,1632,-28,53,53,-31
external_8b,null_noise,persistence,drop,120,35,241,120,50,ctrl_white_noise|L14,1,persist_cycles|g900,1632,-15,53,53,-18
external_8b,null_noise,persistence,drop,200,39,241,121,50,ctrl_white_noise|L15,-1,persist_cycles|g900,1632,-11,63,63,-24
external_8b,null_noise,persistence,drop,400,39,241,121,131,ctrl_white_noise|L15,-1,persist_cycles|g900,1632,-92,131,131,-92
external_8b,null_noise,persistence,grasp,0,7,143,0,0,ctrl_white_noise|L4,1,persist_cycles|g900,1632,7,29,29,-22
external_8b,null_noise,persistence,grasp,10,18,143,10,0,ctrl_white_noise|L2,1,persist_cycles|g900,1632,18,76,76,-58
external_8b,null_noise,persistence,grasp,20,19,143,11,0,ctrl_white_noise|L3,-1,persist_cycles|g900,1632,19,112,112,-93
external_8b,null_noise,persistence,grasp,38,42,143,38,112,ctrl_white_noise|L2,1,persist_cycles|g900,1632,-70,112,112,-70
external_8b,null_noise,persistence,grasp,57,42,143,38,112,ctrl_white_noise|L2,1,persist_cycles|g900,1632,-70,112,112,-70
external_8b,null_noise,persistence,grasp,80,42,143,38,112,ctrl_white_noise|L2,1,persist_cycles|g900,1632,-70,112,112,-70
external_8b,null_noise,persistence,grasp,120,55,143,120,112,ctrl_white_noise|L14,1,persist_cycles|g900,1632,-57,112,112,-57
external_8b,null_noise,persistence,grasp,200,62,143,134,112,ctrl_white_noise|L2,1,persist_cycles|g900,1632,-50,113,113,-51
external_8b,null_noise,persistence,grasp,400,62,143,134,117,ctrl_white_noise|L2,1,persist_cycles|g900,1632,-55,117,117,-55
external_8b,null_noise,persistence,all,0,24,564,0,0,ctrl_white_noise|L4,1,persist_cycles|g900,1632,24,65,65,-41
external_8b,null_noise,persistence,all,10,43,564,9,0,ctrl_white_noise|L14,1,persist_cycles|g900,1632,43,180,180,-137
external_8b,null_noise,persistence,all,20,46,564,12,0,ctrl_white_noise|L4,1,persist_cycles|g900,1632,46,274,274,-228
external_8b,null_noise,persistence,all,38,91,564,38,274,ctrl_white_noise|L2,1,persist_cycles|g900,1632,-183,274,274,-183
external_8b,null_noise,persistence,all,57,91,564,38,274,ctrl_white_noise|L2,1,persist_cycles|g900,1632,-183,274,274,-183
external_8b,null_noise,persistence,all,80,91,564,38,274,ctrl_white_noise|L2,1,persist_cycles|g900,1632,-183,274,274,-183
external_8b,null_noise,persistence,all,120,149,564,120,274,ctrl_white_noise|L14,1,persist_cycles|g900,1632,-125,274,274,-125
external_8b,null_noise,persistence,all,200,155,564,134,274,ctrl_white_noise|L2,1,persist_cycles|g900,1632,-119,290,290,-135
external_8b,null_noise,persistence,all,400,155,564,134,380,ctrl_white_noise|L2,1,persist_cycles|g900,1632,-225,380,380,-225
external_8b,null_noise,any,drop,0,7,241,0,0,ctrl_white_noise|L4,1,persist_cycles|g900,2448,7,14,14,-7
external_8b,null_noise,any,drop,10,14,241,5,0,ctrl_white_noise|L15,-1,persist_cycles|g900,2448,14,32,32,-18
external_8b,null_noise,any,drop,20,14,241,5,0,ctrl_white_noise|L15,-1,persist_cycles|g900,2448,14,50,50,-36
external_8b,null_noise,any,drop,38,22,241,27,50,ctrl_white_noise|L15,-1,persist_cycles|g900,2448,-28,50,50,-28
external_8b,null_noise,any,drop,57,22,241,27,50,ctrl_white_noise|L15,-1,persist_cycles|g900,2448,-28,50,50,-28
external_8b,null_noise,any,drop,80,22,241,27,50,ctrl_white_noise|L15,-1,persist_cycles|g900,2448,-28,53,53,-31
external_8b,null_noise,any,drop,120,35,241,120,50,ctrl_white_noise|L14,1,persist_cycles|g900,2448,-15,53,53,-18
external_8b,null_noise,any,drop,200,39,241,121,50,ctrl_white_noise|L15,-1,persist_cycles|g900,2448,-11,63,63,-24
external_8b,null_noise,any,drop,400,39,241,121,131,ctrl_white_noise|L15,-1,persist_cycles|g900,2448,-92,131,131,-92
external_8b,null_noise,any,grasp,0,7,143,0,0,ctrl_white_noise|L4,1,persist_cycles|g900,2448,7,29,29,-22
external_8b,null_noise,any,grasp,10,18,143,10,0,ctrl_white_noise|L2,1,persist_cycles|g900,2448,18,76,76,-58
external_8b,null_noise,any,grasp,20,19,143,11,0,ctrl_white_noise|L3,-1,persist_cycles|g900,2448,19,112,112,-93
external_8b,null_noise,any,grasp,38,42,143,38,112,ctrl_white_noise|L2,1,persist_cycles|g900,2448,-70,112,112,-70
external_8b,null_noise,any,grasp,57,42,143,38,112,ctrl_white_noise|L2,1,persist_cycles|g900,2448,-70,112,112,-70
external_8b,null_noise,any,grasp,80,42,143,38,112,ctrl_white_noise|L2,1,persist_cycles|g900,2448,-70,112,112,-70
external_8b,null_noise,any,grasp,120,55,143,120,112,ctrl_white_noise|L14,1,persist_cycles|g900,2448,-57,112,112,-57
external_8b,null_noise,any,grasp,200,62,143,134,112,ctrl_white_noise|L2,1,persist_cycles|g900,2448,-50,113,113,-51
external_8b,null_noise,any,grasp,400,62,143,134,117,ctrl_white_noise|L2,1,persist_cycles|g900,2448,-55,117,117,-55
external_8b,null_noise,any,all,0,24,564,0,0,ctrl_white_noise|L4,1,persist_cycles|g900,2448,24,65,65,-41
external_8b,null_noise,any,all,10,43,564,9,0,ctrl_white_noise|L14,1,persist_cycles|g900,2448,43,180,180,-137
external_8b,null_noise,any,all,20,46,564,12,0,ctrl_white_noise|L4,1,persist_cycles|g900,2448,46,274,274,-228
external_8b,null_noise,any,all,38,91,564,38,274,ctrl_white_noise|L2,1,persist_cycles|g900,2448,-183,274,274,-183
external_8b,null_noise,any,all,57,91,564,38,274,ctrl_white_noise|L2,1,persist_cycles|g900,2448,-183,274,274,-183
external_8b,null_noise,any,all,80,91,564,38,274,ctrl_white_noise|L2,1,persist_cycles|g900,2448,-183,274,274,-183
external_8b,null_noise,any,all,120,149,564,120,274,ctrl_white_noise|L14,1,persist_cycles|g900,2448,-125,274,274,-125
external_8b,null_noise,any,all,200,155,564,134,274,ctrl_white_noise|L2,1,persist_cycles|g900,2448,-119,290,290,-135
external_8b,null_noise,any,all,400,155,564,134,380,ctrl_white_noise|L2,1,persist_cycles|g900,2448,-225,380,380,-225
external_8b,null_elapsed,threshold,drop,0,0,241,0,0,,0,,272,0,14,14,-14
external_8b,null_elapsed,threshold,drop,10,0,241,0,0,,0,,272,0,32,32,-32
external_8b,null_elapsed,threshold,drop,20,0,241,0,0,,0,,272,0,50,50,-50
external_8b,null_elapsed,threshold,drop,38,0,241,0,50,,0,,272,-50,50,50,-50
external_8b,null_elapsed,threshold,drop,57,0,241,0,50,,0,,272,-50,50,50,-50
external_8b,null_elapsed,threshold,drop,80,0,241,0,50,,0,,272,-50,53,53,-53
external_8b,null_elapsed,threshold,drop,120,0,241,0,50,,0,,272,-50,53,53,-53
external_8b,null_elapsed,threshold,drop,200,0,241,0,50,,0,,272,-50,63,63,-63
external_8b,null_elapsed,threshold,drop,400,0,241,0,131,,0,,272,-131,131,131,-131
external_8b,null_elapsed,threshold,grasp,0,0,143,0,0,,0,,272,0,29,29,-29
external_8b,null_elapsed,threshold,grasp,10,0,143,0,0,,0,,272,0,76,76,-76
external_8b,null_elapsed,threshold,grasp,20,0,143,0,0,,0,,272,0,112,112,-112
external_8b,null_elapsed,threshold,grasp,38,0,143,0,112,,0,,272,-112,112,112,-112
external_8b,null_elapsed,threshold,grasp,57,0,143,0,112,,0,,272,-112,112,112,-112
external_8b,null_elapsed,threshold,grasp,80,0,143,0,112,,0,,272,-112,112,112,-112
external_8b,null_elapsed,threshold,grasp,120,0,143,0,112,,0,,272,-112,112,112,-112
external_8b,null_elapsed,threshold,grasp,200,0,143,0,112,,0,,272,-112,113,113,-113
external_8b,null_elapsed,threshold,grasp,400,0,143,0,117,,0,,272,-117,117,117,-117
external_8b,null_elapsed,threshold,all,0,0,564,0,0,,0,,272,0,65,65,-65
external_8b,null_elapsed,threshold,all,10,0,564,0,0,,0,,272,0,180,180,-180
external_8b,null_elapsed,threshold,all,20,0,564,0,0,,0,,272,0,274,274,-274
external_8b,null_elapsed,threshold,all,38,0,564,0,274,,0,,272,-274,274,274,-274
external_8b,null_elapsed,threshold,all,57,0,564,0,274,,0,,272,-274,274,274,-274
external_8b,null_elapsed,threshold,all,80,0,564,0,274,,0,,272,-274,274,274,-274
external_8b,null_elapsed,threshold,all,120,0,564,0,274,,0,,272,-274,274,274,-274
external_8b,null_elapsed,threshold,all,200,0,564,0,274,,0,,272,-274,290,290,-290
external_8b,null_elapsed,threshold,all,400,0,564,0,380,,0,,272,-380,380,380,-380
external_8b,null_elapsed,change_point,drop,0,0,241,0,0,,0,,544,0,14,14,-14
external_8b,null_elapsed,change_point,drop,10,0,241,0,0,,0,,544,0,32,32,-32
external_8b,null_elapsed,change_point,drop,20,0,241,0,0,,0,,544,0,50,50,-50
external_8b,null_elapsed,change_point,drop,38,0,241,0,50,,0,,544,-50,50,50,-50
external_8b,null_elapsed,change_point,drop,57,0,241,0,50,,0,,544,-50,50,50,-50
external_8b,null_elapsed,change_point,drop,80,0,241,0,50,,0,,544,-50,53,53,-53
external_8b,null_elapsed,change_point,drop,120,0,241,0,50,,0,,544,-50,53,53,-53
external_8b,null_elapsed,change_point,drop,200,0,241,0,50,,0,,544,-50,63,63,-63
external_8b,null_elapsed,change_point,drop,400,0,241,0,131,,0,,544,-131,131,131,-131
external_8b,null_elapsed,change_point,grasp,0,0,143,0,0,,0,,544,0,29,29,-29
external_8b,null_elapsed,change_point,grasp,10,0,143,0,0,,0,,544,0,76,76,-76
external_8b,null_elapsed,change_point,grasp,20,0,143,0,0,,0,,544,0,112,112,-112
external_8b,null_elapsed,change_point,grasp,38,0,143,0,112,,0,,544,-112,112,112,-112
external_8b,null_elapsed,change_point,grasp,57,0,143,0,112,,0,,544,-112,112,112,-112
external_8b,null_elapsed,change_point,grasp,80,0,143,0,112,,0,,544,-112,112,112,-112
external_8b,null_elapsed,change_point,grasp,120,0,143,0,112,,0,,544,-112,112,112,-112
external_8b,null_elapsed,change_point,grasp,200,0,143,0,112,,0,,544,-112,113,113,-113
external_8b,null_elapsed,change_point,grasp,400,0,143,0,117,,0,,544,-117,117,117,-117
external_8b,null_elapsed,change_point,all,0,0,564,0,0,,0,,544,0,65,65,-65
external_8b,null_elapsed,change_point,all,10,0,564,0,0,,0,,544,0,180,180,-180
external_8b,null_elapsed,change_point,all,20,0,564,0,0,,0,,544,0,274,274,-274
external_8b,null_elapsed,change_point,all,38,0,564,0,274,,0,,544,-274,274,274,-274
external_8b,null_elapsed,change_point,all,57,0,564,0,274,,0,,544,-274,274,274,-274
external_8b,null_elapsed,change_point,all,80,0,564,0,274,,0,,544,-274,274,274,-274
external_8b,null_elapsed,change_point,all,120,0,564,0,274,,0,,544,-274,274,274,-274
external_8b,null_elapsed,change_point,all,200,0,564,0,274,,0,,544,-274,290,290,-290
external_8b,null_elapsed,change_point,all,400,0,564,0,380,,0,,544,-380,380,380,-380
external_8b,null_elapsed,persistence,drop,0,0,241,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,14,14,-14
external_8b,null_elapsed,persistence,drop,10,0,241,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,32,32,-32
external_8b,null_elapsed,persistence,drop,20,50,241,14,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,50,50,50,0
external_8b,null_elapsed,persistence,drop,38,50,241,14,50,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,50,50,0
external_8b,null_elapsed,persistence,drop,57,50,241,14,50,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,50,50,0
external_8b,null_elapsed,persistence,drop,80,50,241,14,50,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,53,53,-3
external_8b,null_elapsed,persistence,drop,120,50,241,14,50,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,53,53,-3
external_8b,null_elapsed,persistence,drop,200,50,241,14,50,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,63,63,-13
external_8b,null_elapsed,persistence,drop,400,131,241,389,131,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,131,131,0
external_8b,null_elapsed,persistence,grasp,0,0,143,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,29,29,-29
external_8b,null_elapsed,persistence,grasp,10,0,143,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,76,76,-76
external_8b,null_elapsed,persistence,grasp,20,112,143,14,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,112,112,112,0
external_8b,null_elapsed,persistence,grasp,38,112,143,14,112,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,112,112,0
external_8b,null_elapsed,persistence,grasp,57,112,143,14,112,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,112,112,0
external_8b,null_elapsed,persistence,grasp,80,112,143,14,112,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,112,112,0
external_8b,null_elapsed,persistence,grasp,120,112,143,14,112,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,112,112,0
external_8b,null_elapsed,persistence,grasp,200,112,143,14,112,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,113,113,-1
external_8b,null_elapsed,persistence,grasp,400,117,143,389,117,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,117,117,0
external_8b,null_elapsed,persistence,all,0,0,564,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,65,65,-65
external_8b,null_elapsed,persistence,all,10,0,564,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,180,180,-180
external_8b,null_elapsed,persistence,all,20,274,564,14,0,ctrl_const_elapsed|L2,1,persist_run|g900,1632,274,274,274,0
external_8b,null_elapsed,persistence,all,38,274,564,14,274,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,274,274,0
external_8b,null_elapsed,persistence,all,57,274,564,14,274,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,274,274,0
external_8b,null_elapsed,persistence,all,80,274,564,14,274,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,274,274,0
external_8b,null_elapsed,persistence,all,120,274,564,14,274,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,274,274,0
external_8b,null_elapsed,persistence,all,200,274,564,14,274,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,290,290,-16
external_8b,null_elapsed,persistence,all,400,380,564,389,380,ctrl_const_elapsed|L2,1,persist_run|g900,1632,0,380,380,0
external_8b,null_elapsed,any,drop,0,0,241,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,14,14,-14
external_8b,null_elapsed,any,drop,10,0,241,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,32,32,-32
external_8b,null_elapsed,any,drop,20,50,241,14,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,50,50,50,0
external_8b,null_elapsed,any,drop,38,50,241,14,50,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,50,50,0
external_8b,null_elapsed,any,drop,57,50,241,14,50,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,50,50,0
external_8b,null_elapsed,any,drop,80,50,241,14,50,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,53,53,-3
external_8b,null_elapsed,any,drop,120,50,241,14,50,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,53,53,-3
external_8b,null_elapsed,any,drop,200,50,241,14,50,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,63,63,-13
external_8b,null_elapsed,any,drop,400,131,241,389,131,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,131,131,0
external_8b,null_elapsed,any,grasp,0,0,143,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,29,29,-29
external_8b,null_elapsed,any,grasp,10,0,143,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,76,76,-76
external_8b,null_elapsed,any,grasp,20,112,143,14,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,112,112,112,0
external_8b,null_elapsed,any,grasp,38,112,143,14,112,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,112,112,0
external_8b,null_elapsed,any,grasp,57,112,143,14,112,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,112,112,0
external_8b,null_elapsed,any,grasp,80,112,143,14,112,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,112,112,0
external_8b,null_elapsed,any,grasp,120,112,143,14,112,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,112,112,0
external_8b,null_elapsed,any,grasp,200,112,143,14,112,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,113,113,-1
external_8b,null_elapsed,any,grasp,400,117,143,389,117,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,117,117,0
external_8b,null_elapsed,any,all,0,0,564,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,65,65,-65
external_8b,null_elapsed,any,all,10,0,564,0,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,180,180,-180
external_8b,null_elapsed,any,all,20,274,564,14,0,ctrl_const_elapsed|L2,1,persist_run|g900,2448,274,274,274,0
external_8b,null_elapsed,any,all,38,274,564,14,274,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,274,274,0
external_8b,null_elapsed,any,all,57,274,564,14,274,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,274,274,0
external_8b,null_elapsed,any,all,80,274,564,14,274,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,274,274,0
external_8b,null_elapsed,any,all,120,274,564,14,274,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,274,274,0
external_8b,null_elapsed,any,all,200,274,564,14,274,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,290,290,-16
external_8b,null_elapsed,any,all,400,380,564,389,380,ctrl_const_elapsed|L2,1,persist_run|g900,2448,0,380,380,0
external_8b,null_epconst,threshold,drop,0,0,241,0,0,,0,,816,0,14,14,-14
external_8b,null_epconst,threshold,drop,10,1,241,8,0,ctrl_episode_const_rand|L2,-1,threshold,816,1,32,32,-31
external_8b,null_epconst,threshold,drop,20,2,241,16,0,ctrl_episode_const_rand|L2,-1,threshold,816,2,50,50,-48
external_8b,null_epconst,threshold,drop,38,2,241,16,50,ctrl_episode_const_rand|L2,-1,threshold,816,-48,50,50,-48
