detector,cohort,budget_dev_fp_lead4,arm,config,n_drop,n_grasp,n_risk,alarms,median_lead_at_lead4,tp_lead0,fp_lead0,tp_drop_lead0,tp_grasp_lead0,tp_other_lead0,tp_lead2,fp_lead2,tp_drop_lead2,tp_grasp_lead2,tp_other_lead2,tp_lead4,fp_lead4,tp_drop_lead4,tp_grasp_lead4,tp_other_lead4,tp_lead8,fp_lead8,tp_drop_lead8,tp_grasp_lead8,tp_other_lead8,tp_lead12,fp_lead12,tp_drop_lead12,tp_grasp_lead12,tp_other_lead12,base_protocol_tp_all,excess_protocol_tp_all,base_protocol_tp_drop,excess_protocol_tp_drop,base_protocol_tp_grasp,excess_protocol_tp_grasp
single_undifferentiated,development_main,76,persistence,flow_endpoint|L3|sign+1|persist_cycles|g900|k152,218,116,487,368,16.0,201,167,58,75,68,198,90,58,73,67,192,62,56,70,66,164,48,48,61,55,112,10,26,45,41,222,-30,41,15,89,-19
drop_head_only,development_main,76,persistence,flow_path|L13|sign+1|persist_run|g900|k215,218,116,487,261,10.0,187,74,111,26,50,186,54,111,26,49,177,36,105,25,47,141,26,89,12,40,48,8,22,4,22,222,-45,41,64,89,-64
grasp_head_only,development_main,76,persistence,token_entropy_d0|L2|sign+1|persist_cycles|g975|k108,218,116,487,199,10.0,139,60,48,63,28,139,53,48,63,28,129,37,47,58,24,78,24,13,46,19,44,21,5,25,14,222,-93,41,6,89,-31
union_of_two_mode_heads,development_main,76,persistence,flow_path|L13|sign+1|persist_run|g900|k215 OR token_entropy_d0|L2|sign+1|persist_cycles|g975|k108,218,116,487,460,10.0,326,134,159,89,78,325,107,159,89,77,306,73,152,83,71,219,50,102,58,59,92,29,27,29,36,222,84,41,111,89,-6
union_of_two_undifferentiated_heads,development_main,76,persistence,flow_path|L13|sign+1|persist_run|g900|k215 OR flow_path|L15|sign+1|persist_run|g900|k215,218,116,487,294,10.0,209,85,115,29,65,207,65,115,27,65,200,42,110,26,64,163,32,94,13,56,64,12,24,5,35,222,-22,41,69,89,-63
single_undifferentiated,external_8b,76,persistence,flow_endpoint|L3|sign+1|persist_cycles|g900|k152,241,143,564,216,17.0,166,50,42,59,65,164,34,42,58,64,160,21,40,58,62,136,11,31,51,54,116,5,26,46,44,0,160,0,40,0,58
drop_head_only,external_8b,76,persistence,flow_path|L13|sign+1|persist_run|g900|k215,241,143,564,251,9.0,203,48,118,30,55,201,37,116,30,55,192,29,110,30,52,137,23,89,8,40,52,8,23,4,25,274,-82,50,60,112,-82
grasp_head_only,external_8b,76,persistence,token_entropy_d0|L2|sign+1|persist_cycles|g975|k108,241,143,564,152,10.0,126,26,34,56,36,107,23,26,49,32,97,19,25,44,28,70,5,8,40,22,34,1,0,25,9,0,97,0,25,0,44
union_of_two_mode_heads,external_8b,76,persistence,flow_path|L13|sign+1|persist_run|g900|k215 OR token_entropy_d0|L2|sign+1|persist_cycles|g975|k108,241,143,564,402,9.0,328,74,151,86,91,307,60,141,79,87,288,48,134,74,80,206,28,96,48,62,86,9,23,29,34,274,14,50,84,112,-38
union_of_two_undifferentiated_heads,external_8b,76,persistence,flow_path|L13|sign+1|persist_run|g900|k215 OR flow_path|L15|sign+1|persist_run|g900|k215,241,143,564,284,9.0,229,55,125,34,70,227,44,123,34,70,220,36,118,34,68,161,30,96,10,55,74,10,30,6,38,274,-54,50,68,112,-78
single_undifferentiated,development_main,76,any,token_differentiation_d0|L2|sign-1|change_point|k304,218,116,487,304,9.0,227,77,99,61,67,227,57,99,61,67,226,34,99,60,67,186,11,81,49,56,66,8,10,30,26,222,4,41,58,89,-29
drop_head_only,development_main,76,any,flow_path|L13|sign+1|persist_run|g900|k215,218,116,487,261,10.0,187,74,111,26,50,186,54,111,26,49,177,36,105,25,47,141,26,89,12,40,48,8,22,4,22,222,-45,41,64,89,-64
grasp_head_only,development_main,76,any,token_differentiation_d0|L2|sign-1|change_point|k304,218,116,487,304,9.0,227,77,99,61,67,227,57,99,61,67,226,34,99,60,67,186,11,81,49,56,66,8,10,30,26,222,4,41,58,89,-29
union_of_two_mode_heads,development_main,76,any,flow_path|L13|sign+1|persist_run|g900|k215 OR token_differentiation_d0|L2|sign-1|change_point|k304,218,116,487,534,10.0,385,149,198,81,106,385,109,198,81,106,376,68,192,79,105,315,37,164,60,91,104,16,27,33,44,222,154,41,151,89,-10
union_of_two_undifferentiated_heads,development_main,76,any,token_differentiation_d0|L2|sign-1|change_point|k304 OR flow_path|L13|sign+1|persist_run|g900|k215,218,116,487,534,10.0,385,149,198,81,106,385,109,198,81,106,376,68,192,79,105,315,37,164,60,91,104,16,27,33,44,222,154,41,151,89,-10
single_undifferentiated,external_8b,76,any,token_differentiation_d0|L2|sign-1|change_point|k304,241,143,564,304,9.0,207,97,64,73,70,199,74,64,68,67,192,43,61,66,65,175,10,53,65,57,60,1,12,29,19,274,-82,50,11,112,-46
drop_head_only,external_8b,76,any,flow_path|L13|sign+1|persist_run|g900|k215,241,143,564,251,9.0,203,48,118,30,55,201,37,116,30,55,192,29,110,30,52,137,23,89,8,40,52,8,23,4,25,274,-82,50,60,112,-82
grasp_head_only,external_8b,76,any,token_differentiation_d0|L2|sign-1|change_point|k304,241,143,564,304,9.0,207,97,64,73,70,199,74,64,68,67,192,43,61,66,65,175,10,53,65,57,60,1,12,29,19,274,-82,50,11,112,-46
union_of_two_mode_heads,external_8b,76,any,flow_path|L13|sign+1|persist_run|g900|k215 OR token_differentiation_d0|L2|sign-1|change_point|k304,241,143,564,529,9.0,386,143,172,102,112,376,109,170,97,109,363,70,163,95,105,294,33,134,72,88,106,9,33,32,41,274,89,50,113,112,-17
union_of_two_undifferentiated_heads,external_8b,76,any,token_differentiation_d0|L2|sign-1|change_point|k304 OR flow_path|L13|sign+1|persist_run|g900|k215,241,143,564,529,9.0,386,143,172,102,112,376,109,170,97,109,363,70,163,95,105,294,33,134,72,88,106,9,33,32,41,274,89,50,113,112,-17
single_undifferentiated,development_main,100,threshold,token_differentiation_d0|L2|sign-1|threshold|k304,218,116,487,304,10.0,196,108,91,50,55,196,81,91,50,55,196,58,91,50,55,171,21,84,42,45,59,15,14,21,24,222,-26,41,50,89,-39
drop_head_only,development_main,100,threshold,selected_mass|L2|sign+1|threshold|k860,218,116,487,860,12.0,173,687,106,27,40,168,75,101,27,40,166,45,99,27,40,155,17,93,25,37,84,9,50,15,19,222,-56,41,58,89,-62
grasp_head_only,development_main,100,threshold,mobility_d0|L5|sign-1|threshold|k215,218,116,487,215,10.0,163,52,82,43,38,162,47,81,43,38,161,26,81,43,37,142,9,73,34,35,44,3,17,11,16,222,-61,41,40,89,-46
union_of_two_mode_heads,development_main,100,threshold,selected_mass|L2|sign+1|threshold|k860 OR mobility_d0|L5|sign-1|threshold|k215,218,116,487,1071,11.0,332,739,185,70,77,328,122,181,70,77,326,71,180,70,76,296,26,166,59,71,128,12,67,26,35,222,104,41,139,89,-19
union_of_two_undifferentiated_heads,development_main,100,threshold,token_differentiation_d0|L2|sign-1|threshold|k215 OR selected_mass|L2|sign+1|threshold|k860,218,116,487,1070,11.0,335,735,191,64,80,331,99,187,64,80,329,60,185,64,80,297,22,172,55,70,117,13,55,28,34,222,107,41,144,89,-25
single_undifferentiated,external_8b,100,threshold,token_differentiation_d0|L2|sign-1|threshold|k304,241,143,564,304,10.0,200,104,85,59,56,200,70,85,59,56,199,49,85,58,56,192,16,81,58,53,72,3,14,37,21,274,-75,50,35,112,-54
drop_head_only,external_8b,100,threshold,selected_mass|L2|sign+1|threshold|k860,241,143,564,860,11.0,223,637,117,39,67,222,217,116,39,67,218,170,115,39,64,204,52,104,38,62,94,28,41,15,38,274,-56,50,65,112,-73
grasp_head_only,external_8b,100,threshold,mobility_d0|L5|sign-1|threshold|k215,241,143,564,215,10.0,189,26,94,48,47,188,18,94,48,46,170,7,89,39,42,137,1,73,28,36,38,1,19,8,11,0,170,0,89,0,39
union_of_two_mode_heads,external_8b,100,threshold,selected_mass|L2|sign+1|threshold|k860 OR mobility_d0|L5|sign-1|threshold|k215,241,143,564,1069,10.0,406,663,209,86,111,404,235,208,86,110,382,177,202,77,103,338,53,176,66,96,132,29,60,23,49,274,108,50,152,112,-35
union_of_two_undifferentiated_heads,external_8b,100,threshold,token_differentiation_d0|L2|sign-1|threshold|k215 OR selected_mass|L2|sign+1|threshold|k860,241,143,564,1055,11.0,373,682,186,83,104,372,245,185,83,104,368,189,184,83,101,348,58,170,82,96,139,28,50,41,48,274,94,50,134,112,-29
single_undifferentiated,development_main,100,change_point,state_mobility_d0|L15|sign-1|change_point|k430,218,116,487,430,9.0,288,142,179,48,61,281,128,174,47,60,265,93,167,41,57,169,55,101,25,43,96,34,44,23,29,222,43,41,126,89,-48
drop_head_only,development_main,100,change_point,state_mobility_d0|L15|sign-1|change_point|k304,218,116,487,304,8.0,238,66,164,28,46,231,60,158,28,45,198,48,143,18,37,123,34,87,6,30,65,22,40,6,19,222,-24,41,102,89,-71
grasp_head_only,development_main,100,change_point,token_differentiation_d0|L2|sign-1|change_point|k304,218,116,487,304,9.0,227,77,99,61,67,227,57,99,61,67,226,34,99,60,67,186,11,81,49,56,66,8,10,30,26,222,4,41,58,89,-29
union_of_two_mode_heads,development_main,100,change_point,state_mobility_d0|L15|sign-1|change_point|k304 OR token_differentiation_d0|L2|sign-1|change_point|k304,218,116,487,506,9.0,368,138,194,79,95,362,113,189,79,94,336,78,178,72,86,250,43,125,52,73,116,28,44,33,39,222,114,41,137,89,-17
union_of_two_undifferentiated_heads,development_main,100,change_point,token_differentiation_d0|L2|sign-1|change_point|k304 OR state_mobility_d0|L15|sign-1|change_point|k304,218,116,487,506,9.0,368,138,194,79,95,362,113,189,79,94,336,78,178,72,86,250,43,125,52,73,116,28,44,33,39,222,114,41,137,89,-17
single_undifferentiated,external_8b,100,change_point,state_mobility_d0|L15|sign-1|change_point|k430,241,143,564,430,9.0,318,112,182,57,79,311,108,178,55,78,281,86,161,47,73,194,63,106,27,61,123,43,47,26,50,274,7,50,111,112,-65
drop_head_only,external_8b,100,change_point,state_mobility_d0|L15|sign-1|change_point|k304,241,143,564,304,9.0,250,54,156,41,53,235,52,149,35,51,183,45,118,20,45,123,38,72,12,39,74,25,32,11,31,274,-91,50,68,112,-92
grasp_head_only,external_8b,100,change_point,token_differentiation_d0|L2|sign-1|change_point|k304,241,143,564,304,9.0,207,97,64,73,70,199,74,64,68,67,192,43,61,66,65,175,10,53,65,57,60,1,12,29,19,274,-82,50,11,112,-46
union_of_two_mode_heads,external_8b,100,change_point,state_mobility_d0|L15|sign-1|change_point|k304 OR token_differentiation_d0|L2|sign-1|change_point|k304,241,143,564,544,9.0,397,147,186,106,105,376,123,179,96,101,320,86,146,80,94,250,48,97,71,82,120,26,40,37,43,274,46,50,96,112,-32
union_of_two_undifferentiated_heads,external_8b,100,change_point,token_differentiation_d0|L2|sign-1|change_point|k304 OR state_mobility_d0|L15|sign-1|change_point|k304,241,143,564,544,9.0,397,147,186,106,105,376,123,179,96,101,320,86,146,80,94,250,48,97,71,82,120,26,40,37,43,274,46,50,96,112,-32
single_undifferentiated,development_main,100,persistence,flow_path|L15|sign+1|persist_run|g900|k304,218,116,487,322,10.0,215,107,118,26,71,212,98,118,26,68,206,81,114,25,67,163,62,81,22,60,79,17,34,7,38,222,-16,41,73,89,-64
drop_head_only,development_main,100,persistence,flow_path|L13|sign+1|persist_run|g900|k215,218,116,487,261,10.0,187,74,111,26,50,186,54,111,26,49,177,36,105,25,47,141,26,89,12,40,48,8,22,4,22,222,-45,41,64,89,-64
grasp_head_only,development_main,100,persistence,token_differentiation_d0|L2|sign-1|persist_cycles|g900|k152,218,116,487,287,11.0,183,104,68,68,47,178,72,67,66,45,150,49,51,61,38,103,29,37,39,27,48,17,8,24,16,222,-72,41,10,89,-28
union_of_two_mode_heads,development_main,100,persistence,flow_path|L13|sign+1|persist_run|g900|k215 OR token_differentiation_d0|L2|sign-1|persist_cycles|g900|k152,218,116,487,545,10.0,367,178,179,93,95,363,126,178,91,94,326,85,156,85,85,243,55,126,50,67,96,25,30,28,38,222,104,41,115,89,-4
union_of_two_undifferentiated_heads,development_main,100,persistence,flow_path|L15|sign+1|persist_run|g975|k215 OR flow_path|L13|sign+1|persist_run|g900|k215,218,116,487,312,10.0,215,97,117,32,66,214,79,117,32,65,208,60,113,30,65,178,34,97,23,58,74,19,28,6,40,222,-14,41,72,89,-59
single_undifferentiated,external_8b,100,persistence,flow_path|L15|sign+1|persist_run|g900|k304,241,143,564,422,10.0,263,159,130,46,87,259,141,129,45,85,247,119,122,43,82,203,94,92,36,75,110,27,41,17,52,274,-27,50,72,112,-69
drop_head_only,external_8b,100,persistence,flow_path|L13|sign+1|persist_run|g900|k215,241,143,564,251,9.0,203,48,118,30,55,201,37,116,30,55,192,29,110,30,52,137,23,89,8,40,52,8,23,4,25,274,-82,50,60,112,-82
grasp_head_only,external_8b,100,persistence,token_differentiation_d0|L2|sign-1|persist_cycles|g900|k152,241,143,564,251,10.0,187,64,54,70,63,161,54,44,61,56,130,24,28,55,47,108,4,16,47,45,60,0,2,33,25,0,130,0,28,0,55
union_of_two_mode_heads,external_8b,100,persistence,flow_path|L13|sign+1|persist_run|g900|k215 OR token_differentiation_d0|L2|sign-1|persist_cycles|g900|k152,241,143,564,493,10.0,381,112,167,100,114,354,91,155,91,108,315,53,134,85,96,238,27,101,55,82,109,8,24,37,48,274,41,50,84,112,-27
union_of_two_undifferentiated_heads,external_8b,100,persistence,flow_path|L15|sign+1|persist_run|g975|k215 OR flow_path|L13|sign+1|persist_run|g900|k215,241,143,564,343,10.0,251,92,128,40,83,249,79,126,40,83,245,68,125,39,81,199,48,111,23,65,96,27,37,9,50,274,-29,50,75,112,-73
single_undifferentiated,development_main,100,any,state_mobility_d0|L15|sign-1|change_point|k430,218,116,487,430,9.0,288,142,179,48,61,281,128,174,47,60,265,93,167,41,57,169,55,101,25,43,96,34,44,23,29,222,43,41,126,89,-48
drop_head_only,development_main,100,any,state_mobility_d0|L15|sign-1|change_point|k304,218,116,487,304,8.0,238,66,164,28,46,231,60,158,28,45,198,48,143,18,37,123,34,87,6,30,65,22,40,6,19,222,-24,41,102,89,-71
grasp_head_only,development_main,100,any,token_differentiation_d0|L2|sign-1|persist_cycles|g900|k152,218,116,487,287,11.0,183,104,68,68,47,178,72,67,66,45,150,49,51,61,38,103,29,37,39,27,48,17,8,24,16,222,-72,41,10,89,-28
union_of_two_mode_heads,development_main,100,any,state_mobility_d0|L15|sign-1|change_point|k304 OR token_differentiation_d0|L2|sign-1|persist_cycles|g900|k152,218,116,487,530,10.0,361,169,187,91,83,352,131,182,89,81,309,96,164,77,68,203,62,106,43,54,107,39,45,28,34,222,87,41,123,89,-12
union_of_two_undifferentiated_heads,development_main,100,any,token_differentiation_d0|L2|sign-1|change_point|k304 OR state_mobility_d0|L15|sign-1|change_point|k304,218,116,487,506,9.0,368,138,194,79,95,362,113,189,79,94,336,78,178,72,86,250,43,125,52,73,116,28,44,33,39,222,114,41,137,89,-17
single_undifferentiated,external_8b,100,any,state_mobility_d0|L15|sign-1|change_point|k430,241,143,564,430,9.0,318,112,182,57,79,311,108,178,55,78,281,86,161,47,73,194,63,106,27,61,123,43,47,26,50,274,7,50,111,112,-65
drop_head_only,external_8b,100,any,state_mobility_d0|L15|sign-1|change_point|k304,241,143,564,304,9.0,250,54,156,41,53,235,52,149,35,51,183,45,118,20,45,123,38,72,12,39,74,25,32,11,31,274,-91,50,68,112,-92
grasp_head_only,external_8b,100,any,token_differentiation_d0|L2|sign-1|persist_cycles|g900|k152,241,143,564,251,10.0,187,64,54,70,63,161,54,44,61,56,130,24,28,55,47,108,4,16,47,45,60,0,2,33,25,0,130,0,28,0,55
union_of_two_mode_heads,external_8b,100,any,state_mobility_d0|L15|sign-1|change_point|k304 OR token_differentiation_d0|L2|sign-1|persist_cycles|g900|k152,241,143,564,512,10.0,395,117,185,103,107,362,105,174,89,99,291,68,134,70,87,216,42,81,56,79,130,25,34,43,53,274,17,50,84,112,-42
union_of_two_undifferentiated_heads,external_8b,100,any,token_differentiation_d0|L2|sign-1|change_point|k304 OR state_mobility_d0|L15|sign-1|change_point|k304,241,143,564,544,9.0,397,147,186,106,105,376,123,179,96,101,320,86,146,80,94,250,48,97,71,82,120,26,40,37,43,274,46,50,96,112,-32
single_undifferentiated,development_main,150,threshold,token_differentiation_d0|L2|sign-1|threshold|k430,218,116,487,430,10.0,211,219,96,54,61,211,167,96,54,61,211,110,96,54,61,187,45,90,46,51,76,31,25,23,28,222,-11,41,55,89,-35
drop_head_only,development_main,150,threshold,selected_mass|L2|sign+1|threshold|k1216,218,116,487,1216,12.0,190,1026,108,33,49,186,143,105,33,48,183,70,102,33,48,176,25,101,33,42,108,13,59,24,25,222,-39,41,61,89,-56
grasp_head_only,development_main,150,threshold,token_differentiation_d0|L2|sign-1|threshold|k304,218,116,487,304,10.0,196,108,91,50,55,196,81,91,50,55,196,58,91,50,55,171,21,84,42,45,59,15,14,21,24,222,-26,41,50,89,-39
union_of_two_mode_heads,development_main,150,threshold,selected_mass|L2|sign+1|threshold|k1216 OR token_differentiation_d0|L2|sign-1|threshold|k304,218,116,487,1509,11.0,376,1133,195,81,100,373,224,193,81,99,370,128,190,81,99,341,46,183,73,85,162,28,72,43,47,222,148,41,149,89,-8
union_of_two_undifferentiated_heads,development_main,150,threshold,token_differentiation_d0|L2|sign-1|threshold|k304 OR selected_mass|L2|sign+1|threshold|k1216,218,116,487,1509,11.0,376,1133,195,81,100,373,224,193,81,99,370,128,190,81,99,341,46,183,73,85,162,28,72,43,47,222,148,41,149,89,-8
single_undifferentiated,external_8b,150,threshold,token_differentiation_d0|L2|sign-1|threshold|k430,241,143,564,430,11.0,249,181,97,83,69,245,134,96,83,66,239,101,95,78,66,232,26,91,78,63,110,6,27,53,30,274,-35,50,45,112,-34
drop_head_only,external_8b,150,threshold,selected_mass|L2|sign+1|threshold|k1216,241,143,564,1216,12.0,242,974,122,43,77,242,307,122,43,77,236,233,119,43,74,226,66,113,42,71,129,32,59,24,46,274,-38,50,69,112,-69
grasp_head_only,external_8b,150,threshold,token_differentiation_d0|L2|sign-1|threshold|k304,241,143,564,304,10.0,200,104,85,59,56,200,70,85,59,56,199,49,85,58,56,192,16,81,58,53,72,3,14,37,21,274,-75,50,35,112,-54
union_of_two_mode_heads,external_8b,150,threshold,selected_mass|L2|sign+1|threshold|k1216 OR token_differentiation_d0|L2|sign-1|threshold|k304,241,143,564,1493,11.0,418,1075,201,96,121,418,375,201,96,121,411,281,198,95,118,394,82,188,94,112,184,35,69,55,60,274,137,50,148,112,-17
union_of_two_undifferentiated_heads,external_8b,150,threshold,token_differentiation_d0|L2|sign-1|threshold|k304 OR selected_mass|L2|sign+1|threshold|k1216,241,143,564,1493,11.0,418,1075,201,96,121,418,375,201,96,121,411,281,198,95,118,394,82,188,94,112,184,35,69,55,60,274,137,50,148,112,-17
single_undifferentiated,development_main,150,change_point,state_mobility_d0|L15|sign-1|change_point|k430,218,116,487,430,9.0,288,142,179,48,61,281,128,174,47,60,265,93,167,41,57,169,55,101,25,43,96,34,44,23,29,222,43,41,126,89,-48
drop_head_only,development_main,150,change_point,state_mobility_d0|L15|sign-1|change_point|k304,218,116,487,304,8.0,238,66,164,28,46,231,60,158,28,45,198,48,143,18,37,123,34,87,6,30,65,22,40,6,19,222,-24,41,102,89,-71
grasp_head_only,development_main,150,change_point,token_differentiation_d0|L2|sign-1|change_point|k304,218,116,487,304,9.0,227,77,99,61,67,227,57,99,61,67,226,34,99,60,67,186,11,81,49,56,66,8,10,30,26,222,4,41,58,89,-29
union_of_two_mode_heads,development_main,150,change_point,state_mobility_d0|L15|sign-1|change_point|k304 OR token_differentiation_d0|L2|sign-1|change_point|k304,218,116,487,506,9.0,368,138,194,79,95,362,113,189,79,94,336,78,178,72,86,250,43,125,52,73,116,28,44,33,39,222,114,41,137,89,-17
union_of_two_undifferentiated_heads,development_main,150,change_point,token_differentiation_d0|L2|sign-1|change_point|k304 OR selected_mass|L2|sign+1|change_point|k304,218,116,487,563,9.0,410,153,201,95,114,407,111,198,95,114,402,82,196,94,112,326,42,148,83,95,117,21,29,42,46,222,180,41,155,89,5
single_undifferentiated,external_8b,150,change_point,state_mobility_d0|L15|sign-1|change_point|k430,241,143,564,430,9.0,318,112,182,57,79,311,108,178,55,78,281,86,161,47,73,194,63,106,27,61,123,43,47,26,50,274,7,50,111,112,-65
drop_head_only,external_8b,150,change_point,state_mobility_d0|L15|sign-1|change_point|k304,241,143,564,304,9.0,250,54,156,41,53,235,52,149,35,51,183,45,118,20,45,123,38,72,12,39,74,25,32,11,31,274,-91,50,68,112,-92
grasp_head_only,external_8b,150,change_point,token_differentiation_d0|L2|sign-1|change_point|k304,241,143,564,304,9.0,207,97,64,73,70,199,74,64,68,67,192,43,61,66,65,175,10,53,65,57,60,1,12,29,19,274,-82,50,11,112,-46
union_of_two_mode_heads,external_8b,150,change_point,state_mobility_d0|L15|sign-1|change_point|k304 OR token_differentiation_d0|L2|sign-1|change_point|k304,241,143,564,544,9.0,397,147,186,106,105,376,123,179,96,101,320,86,146,80,94,250,48,97,71,82,120,26,40,37,43,274,46,50,96,112,-32
union_of_two_undifferentiated_heads,external_8b,150,change_point,token_differentiation_d0|L2|sign-1|change_point|k304 OR selected_mass|L2|sign+1|change_point|k304,241,143,564,560,9.0,403,157,177,105,121,396,119,177,100,119,378,83,169,95,114,275,32,101,81,93,122,11,34,38,50,274,104,50,119,112,-17
single_undifferentiated,development_main,150,persistence,token_differentiation_d0|L2|sign-1|persist_cycles|g900|k304,218,116,487,712,12.0,233,479,82,79,72,227,361,79,78,70,223,140,77,78,68,180,59,69,61,50,145,37,61,46,38,222,1,41,36,89,-11
drop_head_only,development_main,150,persistence,selected_mass|L13|sign+1|persist_run|g900|k304,218,116,487,382,11.0,176,206,107,25,44,175,116,106,25,44,175,72,106,25,44,149,34,85,24,40,52,2,29,5,18,222,-47,41,65,89,-64
grasp_head_only,development_main,150,persistence,flow_endpoint|L3|sign+1|persist_cycles|g900|k152,218,116,487,368,16.0,201,167,58,75,68,198,90,58,73,67,192,62,56,70,66,164,48,48,61,55,112,10,26,45,41,222,-30,41,15,89,-19
union_of_two_mode_heads,development_main,150,persistence,selected_mass|L13|sign+1|persist_run|g900|k304 OR flow_endpoint|L3|sign+1|persist_cycles|g900|k152,218,116,487,669,11.0,314,355,131,84,99,311,193,130,82,99,309,128,130,80,99,270,76,110,76,84,153,11,50,49,54,222,87,41,89,89,-9
union_of_two_undifferentiated_heads,development_main,150,persistence,flow_endpoint|L3|sign+1|persist_cycles|g900|k152 OR action_consensus|L2|sign-1|persist_cycles|g900|k215,218,116,487,809,13.0,281,528,105,84,92,276,199,105,82,89,266,113,103,80,83,234,64,85,75,74,153,15,42,59,52,222,44,41,62,89,-9
single_undifferentiated,external_8b,150,persistence,token_differentiation_d0|L2|sign-1|persist_cycles|g900|k304,241,143,564,410,12.0,241,169,74,85,82,224,135,68,83,73,199,97,55,75,69,171,53,41,68,62,121,32,26,50,45,274,-75,50,5,112,-37
drop_head_only,external_8b,150,persistence,selected_mass|L13|sign+1|persist_run|g900|k304,241,143,564,404,11.0,187,217,109,28,50,187,128,109,28,50,184,74,106,28,50,165,45,91,28,46,71,12,40,4,27,274,-90,50,56,112,-84
grasp_head_only,external_8b,150,persistence,flow_endpoint|L3|sign+1|persist_cycles|g900|k152,241,143,564,216,17.0,166,50,42,59,65,164,34,42,58,64,160,21,40,58,62,136,11,31,51,54,116,5,26,46,44,0,160,0,40,0,58
union_of_two_mode_heads,external_8b,150,persistence,selected_mass|L13|sign+1|persist_run|g900|k304 OR flow_endpoint|L3|sign+1|persist_cycles|g900|k152,241,143,564,572,12.0,312,260,133,83,96,310,155,133,82,95,305,92,129,82,94,274,56,113,76,85,165,17,59,48,58,274,31,50,79,112,-30
union_of_two_undifferentiated_heads,external_8b,150,persistence,flow_endpoint|L3|sign+1|persist_cycles|g900|k152 OR action_consensus|L2|sign-1|persist_cycles|g900|k215,241,143,564,353,16.0,249,104,70,83,96,245,57,68,82,95,217,29,58,74,85,176,19,40,64,72,137,5,31,48,58,274,-57,50,8,112,-38
single_undifferentiated,development_main,150,any,state_mobility_d0|L15|sign-1|change_point|k430,218,116,487,430,9.0,288,142,179,48,61,281,128,174,47,60,265,93,167,41,57,169,55,101,25,43,96,34,44,23,29,222,43,41,126,89,-48
drop_head_only,development_main,150,any,state_mobility_d0|L15|sign-1|change_point|k304,218,116,487,304,8.0,238,66,164,28,46,231,60,158,28,45,198,48,143,18,37,123,34,87,6,30,65,22,40,6,19,222,-24,41,102,89,-71
grasp_head_only,development_main,150,any,flow_endpoint|L3|sign+1|persist_cycles|g900|k152,218,116,487,368,16.0,201,167,58,75,68,198,90,58,73,67,192,62,56,70,66,164,48,48,61,55,112,10,26,45,41,222,-30,41,15,89,-19
union_of_two_mode_heads,development_main,150,any,state_mobility_d0|L15|sign-1|change_point|k304 OR flow_endpoint|L3|sign+1|persist_cycles|g900|k152,218,116,487,594,10.0,369,225,182,85,102,363,142,179,83,101,338,105,167,77,94,258,79,115,63,80,156,30,52,48,56,222,116,41,126,89,-12
union_of_two_undifferentiated_heads,development_main,150,any,token_differentiation_d0|L2|sign-1|change_point|k304 OR selected_mass|L2|sign+1|change_point|k304,218,116,487,563,9.0,410,153,201,95,114,407,111,198,95,114,402,82,196,94,112,326,42,148,83,95,117,21,29,42,46,222,180,41,155,89,5
single_undifferentiated,external_8b,150,any,state_mobility_d0|L15|sign-1|change_point|k430,241,143,564,430,9.0,318,112,182,57,79,311,108,178,55,78,281,86,161,47,73,194,63,106,27,61,123,43,47,26,50,274,7,50,111,112,-65
drop_head_only,external_8b,150,any,state_mobility_d0|L15|sign-1|change_point|k304,241,143,564,304,9.0,250,54,156,41,53,235,52,149,35,51,183,45,118,20,45,123,38,72,12,39,74,25,32,11,31,274,-91,50,68,112,-92
grasp_head_only,external_8b,150,any,flow_endpoint|L3|sign+1|persist_cycles|g900|k152,241,143,564,216,17.0,166,50,42,59,65,164,34,42,58,64,160,21,40,58,62,136,11,31,51,54,116,5,26,46,44,0,160,0,40,0,58
union_of_two_mode_heads,external_8b,150,any,state_mobility_d0|L15|sign-1|change_point|k304 OR flow_endpoint|L3|sign+1|persist_cycles|g900|k152,241,143,564,463,13.0,364,99,175,90,99,348,82,169,83,96,300,64,143,69,88,222,47,90,57,75,156,29,46,51,59,274,26,50,93,112,-43
union_of_two_undifferentiated_heads,external_8b,150,any,token_differentiation_d0|L2|sign-1|change_point|k304 OR selected_mass|L2|sign+1|change_point|k304,241,143,564,560,9.0,403,157,177,105,121,396,119,177,100,119,378,83,169,95,114,275,32,101,81,93,122,11,34,38,50,274,104,50,119,112,-17
single_undifferentiated,development_main,220,threshold,token_differentiation_d0|L2|sign-1|threshold|k430,218,116,487,430,10.0,211,219,96,54,61,211,167,96,54,61,211,110,96,54,61,187,45,90,46,51,76,31,25,23,28,222,-11,41,55,89,-35
drop_head_only,development_main,220,threshold,selected_mass|L2|sign+1|threshold|k1216,218,116,487,1216,12.0,190,1026,108,33,49,186,143,105,33,48,183,70,102,33,48,176,25,101,33,42,108,13,59,24,25,222,-39,41,61,89,-56
grasp_head_only,development_main,220,threshold,token_differentiation_d0|L2|sign-1|threshold|k430,218,116,487,430,10.0,211,219,96,54,61,211,167,96,54,61,211,110,96,54,61,187,45,90,46,51,76,31,25,23,28,222,-11,41,55,89,-35
