cohort,quantity,layer,frac_within_episode_constant,median_distinct_values,bit_constant
development_main,conditional_energy,L5,0.0,13.0,False
development_main,conditional_energy,L12,0.0,13.0,False
development_main,conditional_energy,L13,0.0,13.0,False
development_main,conditional_energy,L14,0.0,13.0,False
development_main,conditional_energy,L15,0.0,13.0,False
development_main,conditional_effective_rank,L2,0.0,13.0,False
development_main,conditional_effective_rank,L3,0.0,13.0,False
development_main,conditional_effective_rank,L4,0.0,13.0,False
development_main,conditional_effective_rank,L5,0.0,13.0,False
development_main,conditional_effective_rank,L12,0.0,13.0,False
development_main,conditional_effective_rank,L13,0.0,13.0,False
development_main,conditional_effective_rank,L14,0.0,13.0,False
development_main,conditional_effective_rank,L15,0.0,13.0,False
development_main,partial_edge_std,L2,0.0,13.0,False
development_main,partial_edge_std,L3,0.0,13.0,False
development_main,partial_edge_std,L4,0.0,13.0,False
development_main,partial_edge_std,L5,0.0,13.0,False
development_main,partial_edge_std,L12,0.0,13.0,False
development_main,partial_edge_std,L13,0.0,13.0,False
development_main,partial_edge_std,L14,0.0,13.0,False
development_main,partial_edge_std,L15,0.0,13.0,False
development_main,conditional_query_d1,L2,0.0,13.0,False
development_main,conditional_query_d1,L3,0.0,13.0,False
development_main,conditional_query_d1,L4,0.0,13.0,False
development_main,conditional_query_d1,L5,0.0,13.0,False
development_main,conditional_query_d1,L12,0.0,13.0,False
development_main,conditional_query_d1,L13,0.0,13.0,False
development_main,conditional_query_d1,L14,0.0,13.0,False
development_main,conditional_query_d1,L15,0.0,13.0,False
development_main,partial_query_d1,L2,0.0,13.0,False
development_main,partial_query_d1,L3,0.0,13.0,False
development_main,partial_query_d1,L4,0.0,13.0,False
development_main,partial_query_d1,L5,0.0,13.0,False
development_main,partial_query_d1,L12,0.0,13.0,False
development_main,partial_query_d1,L13,0.0,13.0,False
development_main,partial_query_d1,L14,0.0,13.0,False
development_main,partial_query_d1,L15,0.0,13.0,False
development_main,query_hard_churn,L2,0.0,12.5,False
development_main,query_hard_churn,L3,0.0,13.0,False
development_main,query_hard_churn,L4,0.0,13.0,False
development_main,query_hard_churn,L5,0.0,13.0,False
development_main,query_hard_churn,L12,0.0,13.0,False
development_main,query_hard_churn,L13,0.0,12.0,False
development_main,query_hard_churn,L14,0.0,12.0,False
development_main,query_hard_churn,L15,0.0,12.5,False
development_main,query_hard_churn_d9,L2,0.0,12.0,False
development_main,query_hard_churn_d9,L3,0.0,12.0,False
development_main,query_hard_churn_d9,L4,0.0,12.0,False
development_main,query_hard_churn_d9,L5,0.0,12.0,False
development_main,query_hard_churn_d9,L12,0.0,12.0,False
development_main,query_hard_churn_d9,L13,0.0,12.0,False
development_main,query_hard_churn_d9,L14,0.0,12.0,False
development_main,query_hard_churn_d9,L15,0.0,12.0,False
development_main,query_top1_churn,L2,0.0,9.0,False
development_main,query_top1_churn,L3,0.0,9.0,False
development_main,query_top1_churn,L4,0.0,9.0,False
development_main,query_top1_churn,L5,0.0,9.0,False
development_main,query_top1_churn,L12,0.0,9.0,False
development_main,query_top1_churn,L13,0.0002027027027027027,9.0,False
development_main,query_top1_churn,L14,0.0,9.0,False
development_main,query_top1_churn,L15,6.756756756756757e-05,9.0,False
development_main,denoise_hard_churn,L2,0.0,12.0,False
development_main,denoise_hard_churn,L3,0.0,12.0,False
development_main,denoise_hard_churn,L4,0.0,12.0,False
development_main,denoise_hard_churn,L5,0.0,12.0,False
development_main,denoise_hard_churn,L12,0.0,12.0,False
development_main,denoise_hard_churn,L13,0.0,12.0,False
development_main,denoise_hard_churn,L14,0.0,12.0,False
development_main,denoise_hard_churn,L15,0.0,12.0,False
development_main,set_dwell,L2,0.46878378378378377,1.0,False
development_main,set_dwell,L3,0.6549324324324325,1.0,False
development_main,set_dwell,L4,0.6088513513513514,1.0,False
development_main,set_dwell,L5,0.6306081081081081,1.0,False
development_main,set_dwell,L12,0.8655405405405405,1.0,False
development_main,set_dwell,L13,0.8706081081081081,1.0,False
development_main,set_dwell,L14,0.8852702702702703,1.0,False
development_main,set_dwell,L15,0.8789189189189189,1.0,False
development_main,tie_margin,L2,0.0,12.0,False
development_main,tie_margin,L3,0.0,12.0,False
development_main,tie_margin,L4,0.0,12.0,False
development_main,tie_margin,L5,0.0,12.0,False
development_main,tie_margin,L12,0.0,12.0,False
development_main,tie_margin,L13,0.0,12.0,False
development_main,tie_margin,L14,0.0,12.0,False
development_main,tie_margin,L15,0.0,12.0,False
development_main,selected_mass,L2,0.0,13.0,False
development_main,selected_mass,L3,0.0,13.0,False
development_main,selected_mass,L4,0.0,13.0,False
development_main,selected_mass,L5,0.0,13.0,False
development_main,selected_mass,L12,0.0,13.0,False
development_main,selected_mass,L13,0.0,13.0,False
development_main,selected_mass,L14,0.0,13.0,False
development_main,selected_mass,L15,0.0,13.0,False
development_main,hb_entropy_action,L2,0.0,11.0,False
development_main,hb_entropy_action,L3,0.0,12.0,False
development_main,hb_entropy_action,L4,0.0,11.0,False
development_main,hb_entropy_action,L5,0.0,12.0,False
development_main,hb_entropy_action,L12,0.0,12.0,False
development_main,hb_entropy_action,L13,0.0,12.0,False
development_main,hb_entropy_action,L14,0.0,12.0,False
development_main,hb_entropy_action,L15,0.0,12.0,False
development_main,mobility_d0,L2,0.0,13.0,False
development_main,mobility_d0,L3,0.0,13.0,False
development_main,mobility_d0,L4,0.0,13.0,False
development_main,mobility_d0,L5,0.0,13.0,False
development_main,mobility_d0,L12,0.0,13.0,False
development_main,mobility_d0,L13,0.0,13.0,False
development_main,mobility_d0,L14,0.0,13.0,False
development_main,mobility_d0,L15,0.0,13.0,False
development_main,state_mobility_d0,L2,0.0,13.0,False
development_main,state_mobility_d0,L3,0.0,13.0,False
development_main,state_mobility_d0,L4,0.0,13.0,False
development_main,state_mobility_d0,L5,0.0,13.0,False
development_main,state_mobility_d0,L12,0.0,13.0,False
development_main,state_mobility_d0,L13,0.0,13.0,False
development_main,state_mobility_d0,L14,0.0,13.0,False
development_main,state_mobility_d0,L15,0.0,13.0,False
development_main,mobility_d0_minus_d9,L2,0.0,13.0,False
development_main,mobility_d0_minus_d9,L3,0.0,13.0,False
development_main,mobility_d0_minus_d9,L4,0.0,13.0,False
development_main,mobility_d0_minus_d9,L5,0.0,13.0,False
development_main,mobility_d0_minus_d9,L12,0.0,13.0,False
development_main,mobility_d0_minus_d9,L13,0.0,13.0,False
development_main,mobility_d0_minus_d9,L14,0.0,13.0,False
development_main,mobility_d0_minus_d9,L15,0.0,13.0,False
development_main,token_entropy_d0,L2,0.0,12.0,False
development_main,token_entropy_d0,L3,0.0,12.0,False
development_main,token_entropy_d0,L4,0.0,12.0,False
development_main,token_entropy_d0,L5,0.0,13.0,False
development_main,token_entropy_d0,L12,0.0,13.0,False
development_main,token_entropy_d0,L13,0.0,12.5,False
development_main,token_entropy_d0,L14,0.0,13.0,False
development_main,token_entropy_d0,L15,0.0,13.0,False
development_main,token_differentiation_d0,L2,0.0,13.0,False
development_main,token_differentiation_d0,L3,0.0,12.5,False
development_main,token_differentiation_d0,L4,0.0,13.0,False
development_main,token_differentiation_d0,L5,0.0,13.0,False
development_main,token_differentiation_d0,L12,0.0,13.0,False
development_main,token_differentiation_d0,L13,0.0,13.0,False
development_main,token_differentiation_d0,L14,0.0,13.0,False
development_main,token_differentiation_d0,L15,0.0,13.0,False
development_main,flow_speed_d1,L2,0.0,13.0,False
development_main,flow_speed_d1,L3,0.0,13.0,False
development_main,flow_speed_d1,L4,0.0,13.0,False
development_main,flow_speed_d1,L5,0.0,13.0,False
development_main,flow_speed_d1,L12,0.0,13.0,False
development_main,flow_speed_d1,L13,0.0,13.0,False
development_main,flow_speed_d1,L14,0.0,13.0,False
development_main,flow_speed_d1,L15,0.0,13.0,False
development_main,ctrl_const_elapsed,L2,0.0,13.0,False
development_main,ctrl_const_elapsed,L3,0.0,13.0,False
development_main,ctrl_const_elapsed,L4,0.0,13.0,False
development_main,ctrl_const_elapsed,L5,0.0,13.0,False
development_main,ctrl_const_elapsed,L12,0.0,13.0,False
development_main,ctrl_const_elapsed,L13,0.0,13.0,False
development_main,ctrl_const_elapsed,L14,0.0,13.0,False
development_main,ctrl_const_elapsed,L15,0.0,13.0,False
development_main,ctrl_episode_const_rand,L2,1.0,1.0,True
development_main,ctrl_episode_const_rand,L3,1.0,1.0,True
development_main,ctrl_episode_const_rand,L4,1.0,1.0,True
development_main,ctrl_episode_const_rand,L5,1.0,1.0,True
development_main,ctrl_episode_const_rand,L12,1.0,1.0,True
development_main,ctrl_episode_const_rand,L13,1.0,1.0,True
development_main,ctrl_episode_const_rand,L14,1.0,1.0,True
development_main,ctrl_episode_const_rand,L15,1.0,1.0,True
development_main,ctrl_episode_const_rand2,L2,1.0,1.0,True
development_main,ctrl_episode_const_rand2,L3,1.0,1.0,True
development_main,ctrl_episode_const_rand2,L4,1.0,1.0,True
development_main,ctrl_episode_const_rand2,L5,1.0,1.0,True
development_main,ctrl_episode_const_rand2,L12,1.0,1.0,True
development_main,ctrl_episode_const_rand2,L13,1.0,1.0,True
development_main,ctrl_episode_const_rand2,L14,1.0,1.0,True
development_main,ctrl_episode_const_rand2,L15,1.0,1.0,True
development_main,ctrl_flow_noise_seed,L2,1.0,1.0,True
development_main,ctrl_flow_noise_seed,L3,1.0,1.0,True
development_main,ctrl_flow_noise_seed,L4,1.0,1.0,True
development_main,ctrl_flow_noise_seed,L5,1.0,1.0,True
development_main,ctrl_flow_noise_seed,L12,1.0,1.0,True
development_main,ctrl_flow_noise_seed,L13,1.0,1.0,True
development_main,ctrl_flow_noise_seed,L14,1.0,1.0,True
development_main,ctrl_flow_noise_seed,L15,1.0,1.0,True
development_main,ctrl_white_noise,L2,0.0,13.0,False
development_main,ctrl_white_noise,L3,0.0,13.0,False
development_main,ctrl_white_noise,L4,0.0,13.0,False
development_main,ctrl_white_noise,L5,0.0,13.0,False
development_main,ctrl_white_noise,L12,0.0,13.0,False
development_main,ctrl_white_noise,L13,0.0,13.0,False
development_main,ctrl_white_noise,L14,0.0,13.0,False
development_main,ctrl_white_noise,L15,0.0,13.0,False
development_main,token_entropy_d9,L2,0.0,13.0,False
development_main,token_entropy_d9,L3,0.0,13.0,False
development_main,token_entropy_d9,L4,0.0,13.0,False
development_main,token_entropy_d9,L5,0.0,13.0,False
development_main,token_entropy_d9,L12,0.0,13.0,False
development_main,token_entropy_d9,L13,0.0,13.0,False
development_main,token_entropy_d9,L14,0.0,13.0,False
development_main,token_entropy_d9,L15,0.0,13.0,False
development_main,token_differentiation_d9,L2,0.0,13.0,False
development_main,token_differentiation_d9,L3,0.0,13.0,False
development_main,token_differentiation_d9,L4,0.0,13.0,False
development_main,token_differentiation_d9,L5,0.0,13.0,False
development_main,token_differentiation_d9,L12,0.0,13.0,False
development_main,token_differentiation_d9,L13,0.0,13.0,False
development_main,token_differentiation_d9,L14,0.0,13.0,False
development_main,token_differentiation_d9,L15,0.0,13.0,False
external_8b,mobility,L2,0.0,13.0,False
external_8b,mobility,L3,0.0,13.0,False
external_8b,mobility,L4,0.0,13.0,False
external_8b,mobility,L5,0.0,13.0,False
external_8b,mobility,L12,0.0,13.0,False
external_8b,mobility,L13,0.0,13.0,False
external_8b,mobility,L14,0.0,13.0,False
external_8b,mobility,L15,0.0,13.0,False
external_8b,flow_path,L2,0.0,13.0,False
external_8b,flow_path,L3,0.0,13.0,False
external_8b,flow_path,L4,0.0,13.0,False
external_8b,flow_path,L5,0.0,13.0,False
external_8b,flow_path,L12,0.0,13.0,False
external_8b,flow_path,L13,0.0,13.0,False
external_8b,flow_path,L14,0.0,13.0,False
external_8b,flow_path,L15,0.0,13.0,False
external_8b,flow_settling_log_ratio,L2,0.0,13.0,False
external_8b,flow_settling_log_ratio,L3,0.0,13.0,False
external_8b,flow_settling_log_ratio,L4,0.0,13.0,False
external_8b,flow_settling_log_ratio,L5,0.0,13.0,False
external_8b,flow_settling_log_ratio,L12,0.0,13.0,False
external_8b,flow_settling_log_ratio,L13,0.0,13.0,False
external_8b,flow_settling_log_ratio,L14,0.0,13.0,False
external_8b,flow_settling_log_ratio,L15,0.0,13.0,False
external_8b,flow_endpoint,L2,0.0,13.0,False
external_8b,flow_endpoint,L3,0.0,13.0,False
external_8b,flow_endpoint,L4,0.0,13.0,False
external_8b,flow_endpoint,L5,0.0,13.0,False
external_8b,flow_endpoint,L12,0.0,13.0,False
external_8b,flow_endpoint,L13,0.0,13.0,False
external_8b,flow_endpoint,L14,0.0,13.0,False
external_8b,flow_endpoint,L15,0.0,13.0,False
external_8b,action_consensus,L2,0.0,13.0,False
external_8b,action_consensus,L3,0.0,13.0,False
external_8b,action_consensus,L4,0.0,13.0,False
external_8b,action_consensus,L5,0.0,13.0,False
external_8b,action_consensus,L12,0.0,13.0,False
external_8b,action_consensus,L13,0.0,13.0,False
external_8b,action_consensus,L14,0.0,13.0,False
external_8b,action_consensus,L15,0.0,13.0,False
external_8b,state_action_alignment,L2,0.0,13.0,False
external_8b,state_action_alignment,L3,0.0,13.0,False
external_8b,state_action_alignment,L4,0.0,13.0,False
external_8b,state_action_alignment,L5,0.0,13.0,False
external_8b,state_action_alignment,L12,0.0,13.0,False
external_8b,state_action_alignment,L13,0.0,13.0,False
external_8b,state_action_alignment,L14,0.0,13.0,False
external_8b,state_action_alignment,L15,0.0,13.0,False
external_8b,conditional_energy,L2,0.0,13.0,False
external_8b,conditional_energy,L3,0.0,13.0,False
external_8b,conditional_energy,L4,0.0,13.0,False
external_8b,conditional_energy,L5,0.0,13.0,False
external_8b,conditional_energy,L12,0.0,13.0,False
external_8b,conditional_energy,L13,0.0,13.0,False
external_8b,conditional_energy,L14,0.0,13.0,False
external_8b,conditional_energy,L15,0.0,13.0,False
external_8b,conditional_effective_rank,L2,0.0,13.0,False
external_8b,conditional_effective_rank,L3,0.0,13.0,False
external_8b,conditional_effective_rank,L4,0.0,13.0,False
external_8b,conditional_effective_rank,L5,0.0,13.0,False
external_8b,conditional_effective_rank,L12,0.0,13.0,False
external_8b,conditional_effective_rank,L13,0.0,13.0,False
external_8b,conditional_effective_rank,L14,0.0,13.0,False
external_8b,conditional_effective_rank,L15,0.0,13.0,False
external_8b,partial_edge_std,L2,0.0,13.0,False
external_8b,partial_edge_std,L3,0.0,13.0,False
external_8b,partial_edge_std,L4,0.0,13.0,False
external_8b,partial_edge_std,L5,0.0,13.0,False
external_8b,partial_edge_std,L12,0.0,13.0,False
external_8b,partial_edge_std,L13,0.0,13.0,False
external_8b,partial_edge_std,L14,0.0,13.0,False
external_8b,partial_edge_std,L15,0.0,13.0,False
external_8b,conditional_query_d1,L2,0.0,13.0,False
external_8b,conditional_query_d1,L3,0.0,13.0,False
external_8b,conditional_query_d1,L4,0.0,13.0,False
external_8b,conditional_query_d1,L5,0.0,13.0,False
external_8b,conditional_query_d1,L12,0.0,13.0,False
external_8b,conditional_query_d1,L13,0.0,13.0,False
external_8b,conditional_query_d1,L14,0.0,13.0,False
external_8b,conditional_query_d1,L15,0.0,13.0,False
external_8b,partial_query_d1,L2,0.0,13.0,False
external_8b,partial_query_d1,L3,0.0,13.0,False
external_8b,partial_query_d1,L4,0.0,13.0,False
external_8b,partial_query_d1,L5,0.0,13.0,False
external_8b,partial_query_d1,L12,0.0,13.0,False
external_8b,partial_query_d1,L13,0.0,13.0,False
external_8b,partial_query_d1,L14,0.0,13.0,False
external_8b,partial_query_d1,L15,0.0,13.0,False
external_8b,query_hard_churn,L2,0.0,13.0,False
external_8b,query_hard_churn,L3,0.0,13.0,False
external_8b,query_hard_churn,L4,0.0,13.0,False
external_8b,query_hard_churn,L5,0.0,13.0,False
external_8b,query_hard_churn,L12,0.0,13.0,False
external_8b,query_hard_churn,L13,0.0,13.0,False
external_8b,query_hard_churn,L14,0.0,13.0,False
external_8b,query_hard_churn,L15,0.0,13.0,False
external_8b,query_hard_churn_d9,L2,0.0,12.0,False
external_8b,query_hard_churn_d9,L3,0.0,12.0,False
external_8b,query_hard_churn_d9,L4,0.0,12.0,False
external_8b,query_hard_churn_d9,L5,0.0,12.0,False
external_8b,query_hard_churn_d9,L12,0.0,12.0,False
external_8b,query_hard_churn_d9,L13,0.0,12.0,False
external_8b,query_hard_churn_d9,L14,0.0,12.0,False
external_8b,query_hard_churn_d9,L15,0.0,12.0,False
external_8b,query_top1_churn,L2,0.0,10.0,False
external_8b,query_top1_churn,L3,0.0,10.0,False
external_8b,query_top1_churn,L4,0.0,10.0,False
external_8b,query_top1_churn,L5,0.0,10.0,False
external_8b,query_top1_churn,L12,0.0,9.0,False
external_8b,query_top1_churn,L13,6.41025641025641e-05,9.0,False
external_8b,query_top1_churn,L14,0.0,9.0,False
external_8b,query_top1_churn,L15,0.0,9.0,False
external_8b,denoise_hard_churn,L2,0.0,12.0,False
external_8b,denoise_hard_churn,L3,0.0,12.0,False
external_8b,denoise_hard_churn,L4,0.0,12.0,False
external_8b,denoise_hard_churn,L5,0.0,12.0,False
external_8b,denoise_hard_churn,L12,0.0,12.0,False
external_8b,denoise_hard_churn,L13,0.0,12.0,False
external_8b,denoise_hard_churn,L14,0.0,12.0,False
external_8b,denoise_hard_churn,L15,0.0,12.0,False
external_8b,set_dwell,L2,0.4623076923076923,1.0,False
external_8b,set_dwell,L3,0.6171794871794872,1.0,False
external_8b,set_dwell,L4,0.5848076923076924,1.0,False
external_8b,set_dwell,L5,0.5939102564102564,1.0,False
external_8b,set_dwell,L12,0.857051282051282,1.0,False
external_8b,set_dwell,L13,0.8587179487179487,1.0,False
external_8b,set_dwell,L14,0.8741025641025642,1.0,False
external_8b,set_dwell,L15,0.8678205128205129,1.0,False
external_8b,tie_margin,L2,0.0,12.0,False
external_8b,tie_margin,L3,0.0,12.0,False
external_8b,tie_margin,L4,0.0,12.0,False
external_8b,tie_margin,L5,0.0,12.0,False
external_8b,tie_margin,L12,0.0,12.0,False
external_8b,tie_margin,L13,0.0,12.0,False
external_8b,tie_margin,L14,0.0,12.0,False
external_8b,tie_margin,L15,0.0,12.0,False
external_8b,selected_mass,L2,0.0,13.0,False
external_8b,selected_mass,L3,0.0,13.0,False
external_8b,selected_mass,L4,0.0,13.0,False
external_8b,selected_mass,L5,0.0,13.0,False
external_8b,selected_mass,L12,0.0,13.0,False
external_8b,selected_mass,L13,0.0,13.0,False
external_8b,selected_mass,L14,0.0,13.0,False
external_8b,selected_mass,L15,0.0,13.0,False
external_8b,hb_entropy_action,L2,0.0,11.0,False
external_8b,hb_entropy_action,L3,0.0,12.0,False
external_8b,hb_entropy_action,L4,0.0,12.0,False
external_8b,hb_entropy_action,L5,0.0,12.0,False
external_8b,hb_entropy_action,L12,0.0,12.0,False
external_8b,hb_entropy_action,L13,0.0,12.0,False
external_8b,hb_entropy_action,L14,0.0,12.0,False
external_8b,hb_entropy_action,L15,0.0,12.0,False
external_8b,mobility_d0,L2,0.0,13.0,False
external_8b,mobility_d0,L3,0.0,13.0,False
external_8b,mobility_d0,L4,0.0,13.0,False
external_8b,mobility_d0,L5,0.0,13.0,False
external_8b,mobility_d0,L12,0.0,13.0,False
external_8b,mobility_d0,L13,0.0,13.0,False
external_8b,mobility_d0,L14,0.0,13.0,False
external_8b,mobility_d0,L15,0.0,13.0,False
external_8b,state_mobility_d0,L2,0.0,13.0,False
external_8b,state_mobility_d0,L3,0.0,13.0,False
external_8b,state_mobility_d0,L4,0.0,13.0,False
external_8b,state_mobility_d0,L5,0.0,13.0,False
external_8b,state_mobility_d0,L12,0.0,13.0,False
external_8b,state_mobility_d0,L13,0.0,13.0,False
external_8b,state_mobility_d0,L14,0.0,13.0,False
external_8b,state_mobility_d0,L15,0.0,13.0,False
external_8b,mobility_d0_minus_d9,L2,0.0,13.0,False
external_8b,mobility_d0_minus_d9,L3,0.0,13.0,False
external_8b,mobility_d0_minus_d9,L4,0.0,13.0,False
external_8b,mobility_d0_minus_d9,L5,0.0,13.0,False
external_8b,mobility_d0_minus_d9,L12,0.0,13.0,False
external_8b,mobility_d0_minus_d9,L13,0.0,13.0,False
external_8b,mobility_d0_minus_d9,L14,0.0,13.0,False
external_8b,mobility_d0_minus_d9,L15,0.0,13.0,False
external_8b,token_entropy_d0,L2,0.0,13.0,False
external_8b,token_entropy_d0,L3,0.0,13.0,False
external_8b,token_entropy_d0,L4,0.0,13.0,False
external_8b,token_entropy_d0,L5,0.0,13.0,False
external_8b,token_entropy_d0,L12,0.0,13.0,False
external_8b,token_entropy_d0,L13,0.0,13.0,False
external_8b,token_entropy_d0,L14,0.0,13.0,False
external_8b,token_entropy_d0,L15,0.0,13.0,False
external_8b,token_differentiation_d0,L2,0.0,13.0,False
external_8b,token_differentiation_d0,L3,0.0,13.0,False
external_8b,token_differentiation_d0,L4,0.0,13.0,False
external_8b,token_differentiation_d0,L5,0.0,13.0,False
external_8b,token_differentiation_d0,L12,0.0,13.0,False
external_8b,token_differentiation_d0,L13,0.0,13.0,False
external_8b,token_differentiation_d0,L14,0.0,13.0,False
external_8b,token_differentiation_d0,L15,0.0,13.0,False
external_8b,flow_speed_d1,L2,0.0,13.0,False
external_8b,flow_speed_d1,L3,0.0,13.0,False
external_8b,flow_speed_d1,L4,0.0,13.0,False
external_8b,flow_speed_d1,L5,0.0,13.0,False
external_8b,flow_speed_d1,L12,0.0,13.0,False
external_8b,flow_speed_d1,L13,0.0,13.0,False
external_8b,flow_speed_d1,L14,0.0,13.0,False
external_8b,flow_speed_d1,L15,0.0,13.0,False
external_8b,ctrl_const_elapsed,L2,0.0,13.0,False
external_8b,ctrl_const_elapsed,L3,0.0,13.0,False
external_8b,ctrl_const_elapsed,L4,0.0,13.0,False
external_8b,ctrl_const_elapsed,L5,0.0,13.0,False
external_8b,ctrl_const_elapsed,L12,0.0,13.0,False
external_8b,ctrl_const_elapsed,L13,0.0,13.0,False
external_8b,ctrl_const_elapsed,L14,0.0,13.0,False
external_8b,ctrl_const_elapsed,L15,0.0,13.0,False
external_8b,ctrl_episode_const_rand,L2,1.0,1.0,True
external_8b,ctrl_episode_const_rand,L3,1.0,1.0,True
external_8b,ctrl_episode_const_rand,L4,1.0,1.0,True
external_8b,ctrl_episode_const_rand,L5,1.0,1.0,True
external_8b,ctrl_episode_const_rand,L12,1.0,1.0,True
external_8b,ctrl_episode_const_rand,L13,1.0,1.0,True
external_8b,ctrl_episode_const_rand,L14,1.0,1.0,True
external_8b,ctrl_episode_const_rand,L15,1.0,1.0,True
external_8b,ctrl_episode_const_rand2,L2,1.0,1.0,True
external_8b,ctrl_episode_const_rand2,L3,1.0,1.0,True
external_8b,ctrl_episode_const_rand2,L4,1.0,1.0,True
external_8b,ctrl_episode_const_rand2,L5,1.0,1.0,True
external_8b,ctrl_episode_const_rand2,L12,1.0,1.0,True
external_8b,ctrl_episode_const_rand2,L13,1.0,1.0,True
external_8b,ctrl_episode_const_rand2,L14,1.0,1.0,True
external_8b,ctrl_episode_const_rand2,L15,1.0,1.0,True
external_8b,ctrl_flow_noise_seed,L2,1.0,1.0,True
external_8b,ctrl_flow_noise_seed,L3,1.0,1.0,True
external_8b,ctrl_flow_noise_seed,L4,1.0,1.0,True
external_8b,ctrl_flow_noise_seed,L5,1.0,1.0,True
external_8b,ctrl_flow_noise_seed,L12,1.0,1.0,True
external_8b,ctrl_flow_noise_seed,L13,1.0,1.0,True
external_8b,ctrl_flow_noise_seed,L14,1.0,1.0,True
external_8b,ctrl_flow_noise_seed,L15,1.0,1.0,True
external_8b,ctrl_white_noise,L2,0.0,13.0,False
external_8b,ctrl_white_noise,L3,0.0,13.0,False
external_8b,ctrl_white_noise,L4,0.0,13.0,False
external_8b,ctrl_white_noise,L5,0.0,13.0,False
external_8b,ctrl_white_noise,L12,0.0,13.0,False
external_8b,ctrl_white_noise,L13,0.0,13.0,False
external_8b,ctrl_white_noise,L14,0.0,13.0,False
external_8b,ctrl_white_noise,L15,0.0,13.0,False
external_8b,token_entropy_d9,L2,0.0,13.0,False
external_8b,token_entropy_d9,L3,0.0,13.0,False
external_8b,token_entropy_d9,L4,0.0,13.0,False
external_8b,token_entropy_d9,L5,0.0,13.0,False
external_8b,token_entropy_d9,L12,0.0,13.0,False
external_8b,token_entropy_d9,L13,0.0,13.0,False
external_8b,token_entropy_d9,L14,0.0,13.0,False
external_8b,token_entropy_d9,L15,0.0,13.0,False
external_8b,token_differentiation_d9,L2,0.0,13.0,False
external_8b,token_differentiation_d9,L3,0.0,13.0,False
external_8b,token_differentiation_d9,L4,0.0,13.0,False
external_8b,token_differentiation_d9,L5,0.0,13.0,False
external_8b,token_differentiation_d9,L12,0.0,13.0,False
external_8b,token_differentiation_d9,L13,0.0,13.0,False
external_8b,token_differentiation_d9,L14,0.0,13.0,False
external_8b,token_differentiation_d9,L15,0.0,13.0,False
