lead,step,risk_branches,positives,snapshots,workers,rate_brier,control_brier,moe_only_brier,control_plus_moe_brier,moe_increment,control_gain_vs_rate,workers_positive,worker_gain_min,worker_gain_max
0,22,261,81,22,4,0.21403091557669443,0.27465987026506156,0.27533697393236567,0.2722634313286647,0.0023964389363968497,-0.060628954688367126,2,-0.0026339881835796275,0.006880055087471609
0,23,247,67,22,4,0.1976757527577898,0.24443335234566424,0.2534476529758444,0.2536583320597843,-0.009224979714120035,-0.04675759958787443,2,-0.12455622126417842,0.024699818116754813
0,24,238,58,22,4,0.1843090177247369,0.21605563865041372,0.22914212287543265,0.2286887188330287,-0.01263308018261497,-0.031746620925676816,1,-0.10075788373467065,0.00667689920354024
0,25,225,45,22,4,0.16000000000000006,0.1884541367018279,0.19005182989830474,0.1904098590307051,-0.0019557223288771963,-0.028454136701827837,2,-0.06943615421666216,0.01658072977037245
0,26,215,35,21,4,0.13628988642509465,0.1568821463343694,0.16906794882494203,0.1666706941770159,-0.009788547842646517,-0.02059225990927474,0,-0.09977629966983104,-0.0006586956586869253
0,27,213,33,21,4,0.13092640349137075,0.14719375141546603,0.15244209398324388,0.15647492968469337,-0.009281178269227336,-0.016267347924095288,0,-0.07905983277364287,-0.0026734461841177587
0,28,212,32,21,4,0.12815948736205052,0.15394601558668428,0.1532462670797275,0.15238790086365417,0.0015581147230301073,-0.02578652822463376,2,-0.017677821756969414,0.008459970633166655
0,29,209,29,20,4,0.11950275863647809,0.14521096690029706,0.1549598615008584,0.14187980382552012,0.0033311630747769327,-0.025708208263818963,2,-0.013907629643839792,0.02378596033207475
0,30,208,28,20,4,0.1164940828402367,0.13661550045898638,0.14199319448377945,0.13963876654566798,-0.003023266086681603,-0.02012141761874968,2,-0.06104097683728532,0.033850856190633744
0,31,208,28,20,4,0.1164940828402367,0.1357557797072862,0.1366210743022762,0.125130813531418,0.010624966175868195,-0.019261696867049496,2,-0.0527966340473729,0.07309635124254402
0,32,204,24,20,4,0.1038062283737024,0.12100602511800715,0.11235082564509145,0.10410537411307412,0.01690065100493303,-0.017199796744304746,1,-0.04050801488182176,0.0741266822132316
0,33,201,22,20,4,0.09747283483082106,0.10943757284123865,0.1066341136617015,0.09762632286045742,0.01181124998078123,-0.011964738010417586,2,-0.03769032137737077,0.04548954178332085
0,34,191,19,20,4,0.08958087771716787,0.08816983359215484,0.08896714727882482,0.07852019123682513,0.00964964235532971,0.001411044125013028,2,-0.04175079592366679,0.07087125371423969
0,35,177,17,20,4,0.08682051773117559,0.08400942652529854,0.09715993868272141,0.0846480918358561,-0.0006386653105575624,0.002811091205877053,2,-0.06615368317141818,0.04407637347431918
0,36,155,16,20,4,0.09257023933402707,0.09282682878080788,0.09298282010283496,0.08252322445907134,0.010303604321736534,-0.0002565894467808083,2,-0.04403557336046367,0.046301555493299944
0,37,137,16,20,4,0.10314880920667056,0.10961417133553239,0.09000635601879066,0.08096297985660535,0.028651191478927043,-0.006465362128861826,3,-0.03801257815513115,0.04433570066853627
0,38,118,15,20,4,0.11095949439816144,0.12980387901066417,0.09896925007728953,0.10087226420475738,0.028931614805906794,-0.018844384612502735,3,-0.03360766449605235,0.08931062804485039
0,39,103,13,20,4,0.1102837213686493,0.15582426085610523,0.1241158540503443,0.12888562513266588,0.026938635723439353,-0.04554053948745593,2,-0.02809129528405374,0.13710519966883983
0,40,94,11,20,4,0.10332729741964693,0.13820624661251815,0.12980773401799656,0.13101117587854447,0.007195070733973685,-0.034878949192871225,2,-0.023471085564310934,0.11720459117440607
5,3,352,172,22,4,0.24987086776859507,0.3427631876662486,0.34755376057153564,0.35069880823578364,-0.007935620569535062,-0.09289231989765351,1,-0.025268696549119507,0.01700030413979109
5,4,352,172,22,4,0.24987086776859507,0.346228462420807,0.34437988492471006,0.34925786888903493,-0.003029406468227913,-0.09635759465221194,2,-0.04460240672991178,0.03184816466064627
5,5,352,171,22,4,0.2497982308884297,0.34956188753464196,0.3320261499826486,0.3332072552442287,0.016354632290413285,-0.09976365664621226,2,-0.024545825983502967,0.07338142685154284
5,6,352,171,22,4,0.2497982308884297,0.36651679686690614,0.33504622441078463,0.34134909273938585,0.025167704127520285,-0.11671856597847644,2,-0.015423234454285839,0.0930324276037629
5,7,352,169,22,4,0.2496045325413223,0.3570060519462601,0.3421148640474204,0.3454957404519399,0.011510311494320191,-0.1074015194049378,2,-0.013074554831047469,0.05837167836082882
5,8,352,167,22,4,0.24934626807851243,0.34965467371958997,0.3263408458381893,0.3302009385651315,0.019453735154458474,-0.10030840564107754,2,-0.023383949599713905,0.09397865326557814
5,9,352,166,22,4,0.24919292355371894,0.3360102571110476,0.33694055832174086,0.33586367214398916,0.0001465849670584385,-0.08681733355732865,1,-0.026057726399908554,0.03617081175250397
5,10,351,165,22,4,0.24910512089999273,0.3247158601794928,0.33859582419470335,0.33711330237804676,-0.012397442198553987,-0.07561073927950004,1,-0.04094607190771157,0.018659308682548004
5,11,351,165,22,4,0.24910512089999273,0.3171782448377391,0.3315290163939195,0.33389978762008393,-0.016721542782344834,-0.06807312393774637,1,-0.04327335824452627,0.010631951497682646
5,12,349,157,22,4,0.2474856528271525,0.32812985228251335,0.3315134245770982,0.3290975114404692,-0.0009676591579558802,-0.08064419945536083,2,-0.02199315471421287,0.011987887695651539
5,13,347,152,22,4,0.24616100125405907,0.3277269320762264,0.32007447784146853,0.3178571942151308,0.009869737861095573,-0.08156593082216732,3,-0.013825819131528472,0.03168972610265111
5,14,346,144,22,4,0.24297504093020145,0.33621452797050577,0.32627534163688326,0.3253239220099821,0.010890605960523658,-0.09323948704030433,4,0.0007507594410708918,0.019263993092865195
5,15,345,125,22,4,0.23104389834068464,0.28474670758075865,0.2811244987731958,0.28119017971397786,0.00355652786678079,-0.053702809240074006,2,-0.004119804067034161,0.012885262110019585
5,16,345,105,22,4,0.21172022684310018,0.24665396618694674,0.2473466353260386,0.2469923117575021,-0.0003383455705553706,-0.034933739343846554,1,-0.007410138356497842,0.014502612751754157
5,17,337,81,22,4,0.18258503640958357,0.2268356860071439,0.20949897261833575,0.20983564193102847,0.01700004407611544,-0.04425064959756034,3,-0.002869217309147576,0.06142460373183789
5,18,332,67,22,4,0.16108107127304397,0.18206282815475214,0.1788867973856484,0.179948928710099,0.00211389944465315,-0.02098175688170817,3,-0.0075629888199426065,0.011928881354571041
5,19,324,58,22,4,0.14696692577351012,0.15882328932695447,0.15408924740554017,0.15501312749017113,0.0038101618367833434,-0.011856363553444355,2,-0.025538054160444898,0.028940519598527226
5,20,305,45,22,4,0.12577264176296693,0.13210300405922432,0.12445844770708299,0.1246692438895138,0.007433760169710521,-0.006330362296257386,4,0.00384907939350862,0.0176782711419608
5,21,285,35,22,4,0.10772545398584182,0.11226179824351372,0.11280526589226574,0.11216308818827052,9.871005524320076e-05,-0.004536344257671895,3,-0.025000189573592665,0.009064469585496893
5,22,261,33,22,4,0.11045052186550403,0.11794819608745384,0.11941951006172778,0.12274145887106665,-0.004793262783612806,-0.0074976742219498155,3,-0.10217411135417465,0.04209479002991587
5,23,247,32,22,4,0.11277024701273583,0.12609614993449286,0.11027213070878185,0.11250561344841839,0.013590536486074473,-0.013325902921757032,4,0.0022640292849989974,0.03646171621699079
5,24,238,29,22,4,0.1070016241790834,0.1207875838118579,0.11633586008707696,0.11787210015213191,0.0029154836597259925,-0.0137859596327745,3,-0.01080068347328432,0.012315622106163951
5,25,225,28,22,4,0.108958024691358,0.12699371723020528,0.11438230585790868,0.11366939928336386,0.013324317946841413,-0.01803569253884728,3,-0.000856548532154569,0.05057275234705189
5,26,215,28,21,4,0.11327203893996755,0.13120853954459463,0.12687453376678523,0.12600107229255914,0.005207467252035497,-0.01793650060462708,2,-0.0033424318156996674,0.04471115043844649
5,27,213,24,21,4,0.09998016266613768,0.10827417926304678,0.11023666134867598,0.11573891173499432,-0.007464732471947538,-0.008294016596909093,0,-0.01578787362031534,-0.0026099974418283545
5,28,212,22,21,4,0.09300462798148809,0.10250331258324522,0.11215692892753945,0.10519916073209676,-0.002695848148851543,-0.009498684601757124,1,-0.0053387621428242354,0.0019406687240844933
5,29,209,19,20,4,0.08264462809917354,0.0954789659483615,0.1021628278018739,0.09880199211796611,-0.003323026169604615,-0.012834337849187957,2,-0.02875274792311862,0.007597590635611773
5,30,208,17,20,4,0.07505085059171596,0.08237154328208901,0.10316283301466642,0.10279438536741028,-0.020422842085321274,-0.007320692690373054,1,-0.06576128290115907,0.0015795238506790266
5,31,208,16,20,4,0.07100591715976333,0.07359199721436295,0.0847546087930236,0.08450357049528102,-0.010911573280918074,-0.002586080054599621,0,-0.031333959750438234,-0.0005403843493335947
5,32,204,16,20,4,0.0722798923490965,0.07182503730680022,0.08178784329010798,0.0780272679102998,-0.006202230603499587,0.0004548550422962816,1,-0.02161958238077244,0.006503885292608466
5,33,201,15,20,4,0.06905769659166854,0.06449319851037175,0.07773543466280437,0.0659551214497796,-0.0014619229394078476,0.004564498081296789,1,-0.01821175608553921,0.005109751031254647
5,34,191,13,20,4,0.06343027877525288,0.06285883949462646,0.07888201545989375,0.07541150615003629,-0.012552666655409828,0.0005714392806264179,0,-0.016766395145651335,-0.00880317107499326
5,35,177,11,20,4,0.058284656388649506,0.05755724038210918,0.09064235737344424,0.07684554529244504,-0.01928830491033586,0.0007274160065403254,0,-0.05315489467961694,-0.0014774698960070276
5,36,155,11,20,4,0.06593132154006243,0.07319287754390714,0.08923034986992784,0.07331337444724786,-0.00012049690334071939,-0.0072615560038447186,1,-0.020413189979302526,0.017510388217170755
