cohort,representation,suite,chunk,auc_const_elapsed,se_const_elapsed,auc_full_length_leak
development_main,tm4,libero_long,16,0.5,0.0,1.0
development_main,tm4,libero_long,17,0.5,0.0,1.0
development_main,tm4,libero_long,18,0.5,0.0,1.0
development_main,tm4,libero_long,19,0.5,0.0,1.0
development_main,tm4,libero_long,20,0.5,0.0,1.0
development_main,tm4,libero_long,21,0.5,0.0,1.0
development_main,tm4,libero_long,22,0.5,0.0,1.0
development_main,tm4,libero_long,23,0.5,0.0,1.0
development_main,tm4,libero_long,24,0.5,0.0,1.0
development_main,tm4,libero_long,25,0.5,0.0,1.0
development_main,tm4,libero_long,26,0.5,0.0,1.0
development_main,tm4,libero_long,27,0.5,0.0,1.0
development_main,tm4,libero_long,28,0.5,0.0,1.0
development_main,tm4,libero_long,29,0.5,0.0,1.0
development_main,tm4,libero_long,30,0.5,0.0,1.0
development_main,tm4,libero_long,31,0.5,0.0,1.0
development_main,tm4,libero_long,32,0.5,0.0,1.0
development_main,tm4,libero_long,33,0.5,0.0,1.0
development_main,tm4,libero_long,34,0.5,0.0,1.0
development_main,raw,libero_object,4,0.5,0.0,1.0
development_main,raw,libero_object,5,0.5,0.0,1.0
development_main,raw,libero_object,6,0.5,0.0,1.0
development_main,raw,libero_object,7,0.5,0.0,1.0
development_main,raw,libero_object,8,0.5,0.0,1.0
development_main,raw,libero_object,9,0.5,0.0,1.0
development_main,raw,libero_object,10,0.5,0.0,1.0
development_main,raw,libero_object,11,0.5,0.0,1.0
development_main,raw,libero_object,12,0.5,0.0,1.0
development_main,raw,libero_object,13,0.5,0.0,1.0
development_main,raw,libero_object,14,0.5,0.0,1.0
development_main,raw,libero_object,15,0.5,0.0,1.0
development_main,raw,libero_object,16,0.5,0.0,1.0
development_main,raw,libero_object,17,0.5,0.0,1.0
development_main,raw,libero_object,18,,,
development_main,raw,libero_object,19,,,
development_main,raw,libero_object,20,,,
development_main,raw,libero_object,21,,,
development_main,raw,libero_object,22,,,
development_main,tm4,libero_object,4,0.5,0.0,1.0
development_main,tm4,libero_object,5,0.5,0.0,1.0
development_main,tm4,libero_object,6,0.5,0.0,1.0
development_main,tm4,libero_object,7,0.5,0.0,1.0
development_main,tm4,libero_object,8,0.5,0.0,1.0
development_main,tm4,libero_object,9,0.5,0.0,1.0
development_main,tm4,libero_object,10,0.5,0.0,1.0
development_main,tm4,libero_object,11,0.5,0.0,1.0
development_main,tm4,libero_object,12,0.5,0.0,1.0
development_main,tm4,libero_object,13,0.5,0.0,1.0
development_main,tm4,libero_object,14,0.5,0.0,1.0
development_main,tm4,libero_object,15,0.5,0.0,1.0
development_main,tm4,libero_object,16,0.5,0.0,1.0
development_main,tm4,libero_object,17,0.5,0.0,1.0
development_main,tm4,libero_object,18,,,
development_main,tm4,libero_object,19,,,
development_main,tm4,libero_object,20,,,
development_main,tm4,libero_object,21,,,
development_main,tm4,libero_object,22,,,
development_main,raw,libero_spatial,4,0.5,0.0,1.0
development_main,raw,libero_spatial,5,0.5,0.0,1.0
development_main,raw,libero_spatial,6,0.5,0.0,1.0
development_main,raw,libero_spatial,7,0.5,0.0,1.0
development_main,raw,libero_spatial,8,0.5,0.0,1.0
development_main,raw,libero_spatial,9,0.5,0.0,1.0
development_main,raw,libero_spatial,10,0.5,0.0,1.0
development_main,raw,libero_spatial,11,0.5,0.0,1.0
development_main,raw,libero_spatial,12,0.5,0.0,1.0
development_main,raw,libero_spatial,13,0.5,0.0,1.0
development_main,raw,libero_spatial,14,,,
development_main,raw,libero_spatial,15,,,
development_main,raw,libero_spatial,16,,,
development_main,raw,libero_spatial,17,,,
development_main,raw,libero_spatial,18,,,
development_main,tm4,libero_spatial,4,0.5,0.0,1.0
development_main,tm4,libero_spatial,5,0.5,0.0,1.0
development_main,tm4,libero_spatial,6,0.5,0.0,1.0
development_main,tm4,libero_spatial,7,0.5,0.0,1.0
development_main,tm4,libero_spatial,8,0.5,0.0,1.0
development_main,tm4,libero_spatial,9,0.5,0.0,1.0
development_main,tm4,libero_spatial,10,0.5,0.0,1.0
development_main,tm4,libero_spatial,11,0.5,0.0,1.0
development_main,tm4,libero_spatial,12,0.5,0.0,1.0
development_main,tm4,libero_spatial,13,0.5,0.0,1.0
development_main,tm4,libero_spatial,14,,,
development_main,tm4,libero_spatial,15,,,
development_main,tm4,libero_spatial,16,,,
development_main,tm4,libero_spatial,17,,,
development_main,tm4,libero_spatial,18,,,
external_8b,raw,libero_goal,4,0.5,0.0,0.9993264125525002
external_8b,raw,libero_goal,5,0.5,0.0,0.9993264125525002
external_8b,raw,libero_goal,6,0.5,0.0,0.9993264125525002
external_8b,raw,libero_goal,7,0.5,0.0,0.9993228710268461
external_8b,raw,libero_goal,8,0.5,0.0,0.9991456141526502
external_8b,raw,libero_goal,9,0.5,0.0,0.998723659842835
external_8b,raw,libero_goal,10,0.5,0.0,0.998567335243553
external_8b,raw,libero_goal,11,0.5,0.0,0.998567335243553
external_8b,raw,libero_goal,12,0.5,0.0,0.998567335243553
external_8b,raw,libero_goal,13,0.5,0.0,0.998567335243553
external_8b,raw,libero_goal,14,0.5,0.0,0.998567335243553
external_8b,raw,libero_goal,15,0.5,0.0,0.998567335243553
external_8b,raw,libero_goal,16,0.5,0.0,0.998567335243553
external_8b,raw,libero_goal,17,0.5,0.0,0.9984756097560976
external_8b,raw,libero_goal,18,0.5,0.0,0.9972826086956522
external_8b,raw,libero_goal,19,0.5,0.0,0.9895833333333334
external_8b,raw,libero_goal,20,0.5,0.0,0.9
external_8b,raw,libero_goal,21,0.5,0.0,0.875
external_8b,raw,libero_goal,22,0.5,0.0,0.875
external_8b,raw,libero_goal,23,0.5,0.0,0.875
external_8b,raw,libero_goal,24,0.5,0.0,0.8333333333333334
external_8b,tm4,libero_goal,4,0.5,0.0,0.9993264125525002
external_8b,tm4,libero_goal,5,0.5,0.0,0.9993264125525002
external_8b,tm4,libero_goal,6,0.5,0.0,0.9993264125525002
external_8b,tm4,libero_goal,7,0.5,0.0,0.9993228710268461
external_8b,tm4,libero_goal,8,0.5,0.0,0.9991456141526502
external_8b,tm4,libero_goal,9,0.5,0.0,0.998723659842835
external_8b,tm4,libero_goal,10,0.5,0.0,0.998567335243553
external_8b,tm4,libero_goal,11,0.5,0.0,0.998567335243553
external_8b,tm4,libero_goal,12,0.5,0.0,0.998567335243553
external_8b,tm4,libero_goal,13,0.5,0.0,0.998567335243553
external_8b,tm4,libero_goal,14,0.5,0.0,0.998567335243553
external_8b,tm4,libero_goal,15,0.5,0.0,0.998567335243553
external_8b,tm4,libero_goal,16,0.5,0.0,0.998567335243553
external_8b,tm4,libero_goal,17,0.5,0.0,0.9984756097560976
external_8b,tm4,libero_goal,18,0.5,0.0,0.9972826086956522
external_8b,tm4,libero_goal,19,0.5,0.0,0.9895833333333334
external_8b,tm4,libero_goal,20,0.5,0.0,0.9
external_8b,tm4,libero_goal,21,0.5,0.0,0.875
external_8b,tm4,libero_goal,22,0.5,0.0,0.875
external_8b,tm4,libero_goal,23,0.5,0.0,0.875
external_8b,tm4,libero_goal,24,0.5,0.0,0.8333333333333334
external_8b,raw,libero_long,4,0.5,0.0,1.0
external_8b,raw,libero_long,5,0.5,0.0,1.0
external_8b,raw,libero_long,6,0.5,0.0,1.0
external_8b,raw,libero_long,7,0.5,0.0,1.0
external_8b,raw,libero_long,8,0.5,0.0,1.0
external_8b,raw,libero_long,9,0.5,0.0,1.0
external_8b,raw,libero_long,10,0.5,0.0,1.0
external_8b,raw,libero_long,11,0.5,0.0,1.0
external_8b,raw,libero_long,12,0.5,0.0,1.0
external_8b,raw,libero_long,13,0.5,0.0,1.0
external_8b,raw,libero_long,14,0.5,0.0,1.0
external_8b,raw,libero_long,15,0.5,0.0,1.0
external_8b,raw,libero_long,16,0.5,0.0,1.0
external_8b,raw,libero_long,17,0.5,0.0,1.0
external_8b,raw,libero_long,18,0.5,0.0,1.0
external_8b,raw,libero_long,19,0.5,0.0,1.0
external_8b,raw,libero_long,20,0.5,0.0,1.0
external_8b,raw,libero_long,21,0.5,0.0,1.0
external_8b,raw,libero_long,22,0.5,0.0,1.0
external_8b,raw,libero_long,23,0.5,0.0,1.0
external_8b,raw,libero_long,24,0.5,0.0,1.0
external_8b,raw,libero_long,25,0.5,0.0,1.0
external_8b,raw,libero_long,26,0.5,0.0,1.0
external_8b,raw,libero_long,27,0.5,0.0,1.0
external_8b,raw,libero_long,28,0.5,0.0,1.0
external_8b,raw,libero_long,29,0.5,0.0,1.0
external_8b,raw,libero_long,30,0.5,0.0,1.0
external_8b,raw,libero_long,31,0.5,0.0,1.0
external_8b,raw,libero_long,32,0.5,0.0,1.0
external_8b,raw,libero_long,33,0.5,0.0,1.0
external_8b,raw,libero_long,34,0.5,0.0,1.0
external_8b,tm4,libero_long,4,0.5,0.0,1.0
external_8b,tm4,libero_long,5,0.5,0.0,1.0
external_8b,tm4,libero_long,6,0.5,0.0,1.0
external_8b,tm4,libero_long,7,0.5,0.0,1.0
external_8b,tm4,libero_long,8,0.5,0.0,1.0
external_8b,tm4,libero_long,9,0.5,0.0,1.0
external_8b,tm4,libero_long,10,0.5,0.0,1.0
external_8b,tm4,libero_long,11,0.5,0.0,1.0
external_8b,tm4,libero_long,12,0.5,0.0,1.0
external_8b,tm4,libero_long,13,0.5,0.0,1.0
external_8b,tm4,libero_long,14,0.5,0.0,1.0
external_8b,tm4,libero_long,15,0.5,0.0,1.0
external_8b,tm4,libero_long,16,0.5,0.0,1.0
external_8b,tm4,libero_long,17,0.5,0.0,1.0
external_8b,tm4,libero_long,18,0.5,0.0,1.0
external_8b,tm4,libero_long,19,0.5,0.0,1.0
external_8b,tm4,libero_long,20,0.5,0.0,1.0
external_8b,tm4,libero_long,21,0.5,0.0,1.0
external_8b,tm4,libero_long,22,0.5,0.0,1.0
external_8b,tm4,libero_long,23,0.5,0.0,1.0
external_8b,tm4,libero_long,24,0.5,0.0,1.0
external_8b,tm4,libero_long,25,0.5,0.0,1.0
external_8b,tm4,libero_long,26,0.5,0.0,1.0
external_8b,tm4,libero_long,27,0.5,0.0,1.0
external_8b,tm4,libero_long,28,0.5,0.0,1.0
external_8b,tm4,libero_long,29,0.5,0.0,1.0
external_8b,tm4,libero_long,30,0.5,0.0,1.0
external_8b,tm4,libero_long,31,0.5,0.0,1.0
external_8b,tm4,libero_long,32,0.5,0.0,1.0
external_8b,tm4,libero_long,33,0.5,0.0,1.0
external_8b,tm4,libero_long,34,0.5,0.0,1.0
external_8b,raw,libero_object,4,0.5,0.0,0.9999112583565047
external_8b,raw,libero_object,5,0.5,0.0,0.9999112583565047
external_8b,raw,libero_object,6,0.5,0.0,0.9999112583565047
external_8b,raw,libero_object,7,0.5,0.0,0.9999112583565047
external_8b,raw,libero_object,8,0.5,0.0,0.9999112583565047
external_8b,raw,libero_object,9,0.5,0.0,0.9999112583565047
external_8b,raw,libero_object,10,0.5,0.0,0.9999112583565047
external_8b,raw,libero_object,11,0.5,0.0,0.9999107036551971
external_8b,raw,libero_object,12,0.5,0.0,0.999890885284062
external_8b,raw,libero_object,13,0.5,0.0,0.9997057669674382
external_8b,raw,libero_object,14,0.5,0.0,0.9993288590604027
external_8b,raw,libero_object,15,0.5,0.0,0.9990717821782178
external_8b,raw,libero_object,16,0.5,0.0,1.0
external_8b,raw,libero_object,17,0.5,0.0,1.0
external_8b,raw,libero_object,18,,,
external_8b,raw,libero_object,19,,,
external_8b,raw,libero_object,20,,,
external_8b,raw,libero_object,21,,,
external_8b,raw,libero_object,22,,,
external_8b,tm4,libero_object,4,0.5,0.0,0.9999112583565047
external_8b,tm4,libero_object,5,0.5,0.0,0.9999112583565047
external_8b,tm4,libero_object,6,0.5,0.0,0.9999112583565047
external_8b,tm4,libero_object,7,0.5,0.0,0.9999112583565047
external_8b,tm4,libero_object,8,0.5,0.0,0.9999112583565047
external_8b,tm4,libero_object,9,0.5,0.0,0.9999112583565047
external_8b,tm4,libero_object,10,0.5,0.0,0.9999112583565047
external_8b,tm4,libero_object,11,0.5,0.0,0.9999107036551971
external_8b,tm4,libero_object,12,0.5,0.0,0.999890885284062
external_8b,tm4,libero_object,13,0.5,0.0,0.9997057669674382
external_8b,tm4,libero_object,14,0.5,0.0,0.9993288590604027
external_8b,tm4,libero_object,15,0.5,0.0,0.9990717821782178
external_8b,tm4,libero_object,16,0.5,0.0,1.0
external_8b,tm4,libero_object,17,0.5,0.0,1.0
external_8b,tm4,libero_object,18,,,
external_8b,tm4,libero_object,19,,,
external_8b,tm4,libero_object,20,,,
external_8b,tm4,libero_object,21,,,
external_8b,tm4,libero_object,22,,,
external_8b,raw,libero_spatial,4,0.5,0.0,0.9997706027412973
external_8b,raw,libero_spatial,5,0.5,0.0,0.9997706027412973
external_8b,raw,libero_spatial,6,0.5,0.0,0.9997706027412973
external_8b,raw,libero_spatial,7,0.5,0.0,0.9997706027412973
external_8b,raw,libero_spatial,8,0.5,0.0,0.9997688796440747
external_8b,raw,libero_spatial,9,0.5,0.0,0.9997238522609596
external_8b,raw,libero_spatial,10,0.5,0.0,0.9996412127010704
external_8b,raw,libero_spatial,11,0.5,0.0,0.9995833188652383
external_8b,raw,libero_spatial,12,0.5,0.0,0.9990764968446976
external_8b,raw,libero_spatial,13,0.5,0.0,0.996390977443609
external_8b,raw,libero_spatial,14,,,
external_8b,raw,libero_spatial,15,,,
external_8b,raw,libero_spatial,16,,,
external_8b,raw,libero_spatial,17,,,
external_8b,raw,libero_spatial,18,,,
external_8b,tm4,libero_spatial,4,0.5,0.0,0.9997706027412973
external_8b,tm4,libero_spatial,5,0.5,0.0,0.9997706027412973
external_8b,tm4,libero_spatial,6,0.5,0.0,0.9997706027412973
external_8b,tm4,libero_spatial,7,0.5,0.0,0.9997706027412973
external_8b,tm4,libero_spatial,8,0.5,0.0,0.9997688796440747
external_8b,tm4,libero_spatial,9,0.5,0.0,0.9997238522609596
external_8b,tm4,libero_spatial,10,0.5,0.0,0.9996412127010704
external_8b,tm4,libero_spatial,11,0.5,0.0,0.9995833188652383
external_8b,tm4,libero_spatial,12,0.5,0.0,0.9990764968446976
external_8b,tm4,libero_spatial,13,0.5,0.0,0.996390977443609
external_8b,tm4,libero_spatial,14,,,
external_8b,tm4,libero_spatial,15,,,
external_8b,tm4,libero_spatial,16,,,
external_8b,tm4,libero_spatial,17,,,
external_8b,tm4,libero_spatial,18,,,
legacy_main16x32,raw,libero_goal,4,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,5,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,6,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,7,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,8,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,9,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,10,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,11,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,12,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,13,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,14,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,15,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,16,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,17,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,18,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,19,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,20,0.5,0.0,1.0
legacy_main16x32,raw,libero_goal,21,,,
legacy_main16x32,raw,libero_goal,22,,,
legacy_main16x32,raw,libero_goal,23,,,
legacy_main16x32,raw,libero_goal,24,,,
legacy_main16x32,tm4,libero_goal,4,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,5,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,6,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,7,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,8,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,9,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,10,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,11,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,12,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,13,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,14,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,15,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,16,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,17,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,18,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,19,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,20,0.5,0.0,1.0
legacy_main16x32,tm4,libero_goal,21,,,
legacy_main16x32,tm4,libero_goal,22,,,
legacy_main16x32,tm4,libero_goal,23,,,
legacy_main16x32,tm4,libero_goal,24,,,
legacy_main16x32,raw,libero_long,4,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,5,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,6,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,7,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,8,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,9,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,10,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,11,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,12,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,13,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,14,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,15,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,16,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,17,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,18,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,19,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,20,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,21,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,22,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,23,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,24,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,25,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,26,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,27,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,28,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,29,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,30,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,31,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,32,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,33,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_long,34,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,4,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,5,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,6,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,7,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,8,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,9,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,10,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,11,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,12,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,13,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,14,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,15,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,16,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,17,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,18,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,19,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,20,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,21,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,22,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,23,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,24,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,25,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,26,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,27,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,28,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,29,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,30,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,31,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,32,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,33,0.5,0.0,0.9983108108108109
legacy_main16x32,tm4,libero_long,34,0.5,0.0,0.9983108108108109
legacy_main16x32,raw,libero_spatial,4,0.5,0.0,0.999745493107105
legacy_main16x32,raw,libero_spatial,5,0.5,0.0,0.999745493107105
legacy_main16x32,raw,libero_spatial,6,0.5,0.0,0.999745493107105
legacy_main16x32,raw,libero_spatial,7,0.5,0.0,0.999745493107105
legacy_main16x32,raw,libero_spatial,8,0.5,0.0,0.999745493107105
legacy_main16x32,raw,libero_spatial,9,0.5,0.0,0.9997132342398317
legacy_main16x32,raw,libero_spatial,10,0.5,0.0,0.9996672397537574
legacy_main16x32,raw,libero_spatial,11,0.5,0.0,0.9996615523465704
legacy_main16x32,raw,libero_spatial,12,0.5,0.0,0.9993275050437121
legacy_main16x32,raw,libero_spatial,13,0.5,0.0,1.0
legacy_main16x32,raw,libero_spatial,14,0.5,0.0,1.0
legacy_main16x32,raw,libero_spatial,15,0.5,0.0,1.0
legacy_main16x32,raw,libero_spatial,16,,,
legacy_main16x32,raw,libero_spatial,17,,,
legacy_main16x32,raw,libero_spatial,18,,,
legacy_main16x32,tm4,libero_spatial,4,0.5,0.0,0.999745493107105
legacy_main16x32,tm4,libero_spatial,5,0.5,0.0,0.999745493107105
legacy_main16x32,tm4,libero_spatial,6,0.5,0.0,0.999745493107105
legacy_main16x32,tm4,libero_spatial,7,0.5,0.0,0.999745493107105
legacy_main16x32,tm4,libero_spatial,8,0.5,0.0,0.999745493107105
legacy_main16x32,tm4,libero_spatial,9,0.5,0.0,0.9997132342398317
legacy_main16x32,tm4,libero_spatial,10,0.5,0.0,0.9996672397537574
legacy_main16x32,tm4,libero_spatial,11,0.5,0.0,0.9996615523465704
legacy_main16x32,tm4,libero_spatial,12,0.5,0.0,0.9993275050437121
