calibration,alpha,method,scope,tp,fp,failures,successes,recall,fpr,median_failure_q,tp_by_cap_50,fp_by_cap_50,tp_by_cap_60,fp_by_cap_60,recall_lo,recall_hi,fpr_lo,fpr_hi
episode,0.05,relative_state,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1,1,1,399,1.0,0.002506265664160401,13.0,0,0,1,1,,,,
episode,0.05,relative_state,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,15.0,0,0,1,0,,,,
episode,0.05,relative_state,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,14,0,14,386,1.0,0.0,18.0,0,0,0,0,,,,
episode,0.05,relative_state,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,17.0,0,0,0,0,,,,
episode,0.05,relative_state,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,24,3,24,376,1.0,0.007978723404255319,16.0,2,1,3,2,,,,
episode,0.05,relative_state,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,0,8,392,1.0,0.0,17.5,0,0,1,0,,,,
episode,0.05,relative_state,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,14.0,0,0,3,0,,,,
episode,0.05,relative_state,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,15.0,3,0,4,0,,,,
episode,0.05,relative_state,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,41,0,41,359,1.0,0.0,17.0,2,0,6,0,,,,
episode,0.05,relative_state,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,21,1,21,379,1.0,0.002638522427440633,17.0,0,0,0,0,,,,
episode,0.05,relative_both,all,553,756,564,15436,0.9804964539007093,0.04897641876133713,20.0,139,614,295,655,0.9665714819252734,0.9904540288669167,0.020785435870690955,0.08575842605394418
episode,0.05,relative_both,libero_goal,105,157,106,3894,0.9905660377358491,0.04031843862352337,20.0,35,151,50,156,,,,
episode,0.05,relative_both,libero_long,272,564,274,3726,0.9927007299270073,0.15136876006441224,29.5,86,455,198,481,,,,
episode,0.05,relative_both,libero_object,37,28,44,3956,0.8409090909090909,0.007077856420626896,17.0,11,7,17,17,,,,
episode,0.05,relative_both,libero_spatial,139,7,140,3860,0.9928571428571429,0.0018134715025906736,15.0,7,1,30,1,,,,
episode,0.05,relative_both,libero_goal/open_the_middle_drawer_of_the_cabinet,0,2,0,400,,0.005,,0,2,0,2,,,,
episode,0.05,relative_both,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,51,3,51,349,1.0,0.008595988538681949,23.0,0,2,10,3,,,,
episode,0.05,relative_both,libero_goal/push_the_plate_to_the_front_of_the_stove,1,145,1,399,1.0,0.3634085213032581,11.0,1,142,1,145,,,,
episode,0.05,relative_both,libero_goal/put_the_bowl_on_the_plate,17,1,18,382,0.9444444444444444,0.002617801047120419,16.0,5,0,9,1,,,,
episode,0.05,relative_both,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,14.0,9,0,9,0,,,,
episode,0.05,relative_both,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,15,0,16,0,,,,
episode,0.05,relative_both,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,4,5,4,5,,,,
episode,0.05,relative_both,libero_goal/put_the_wine_bottle_on_the_rack,1,1,1,399,1.0,0.002506265664160401,22.0,0,0,0,0,,,,
episode,0.05,relative_both,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,1,0,1,0,,,,
episode,0.05,relative_both,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,0,0,0,0,,,,
episode,0.05,relative_both,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,18,4,396,1.0,0.045454545454545456,22.5,2,18,4,18,,,,
episode,0.05,relative_both,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,31,1,399,1.0,0.07769423558897243,18.0,1,31,1,31,,,,
episode,0.05,relative_both,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,34,1,399,1.0,0.08521303258145363,31.0,0,32,1,34,,,,
episode,0.05,relative_both,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,149,110,151,249,0.9867549668874173,0.44176706827309237,31.0,10,12,84,28,,,,
episode,0.05,relative_both,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,22,30,370,1.0,0.05945945945945946,11.0,27,22,27,22,,,,
episode,0.05,relative_both,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,10,5,10,390,1.0,0.01282051282051282,10.0,8,4,9,5,,,,
episode,0.05,relative_both,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,19,4,396,1.0,0.047979797979797977,20.5,3,19,3,19,,,,
episode,0.05,relative_both,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,20,30,20,380,1.0,0.07894736842105263,29.0,7,29,19,29,,,,
episode,0.05,relative_both,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,49,47,353,1.0,0.1388101983002833,27.0,22,42,44,49,,,,
episode,0.05,relative_both,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,246,6,394,1.0,0.6243654822335025,13.0,6,246,6,246,,,,
episode,0.05,relative_both,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,10,3,397,0.6666666666666666,0.02518891687657431,17.5,1,2,1,9,,,,
episode,0.05,relative_both,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,1,10,390,0.9,0.002564102564102564,19.0,2,1,3,1,,,,
episode,0.05,relative_both,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,0,2,0,2,,,,
episode,0.05,relative_both,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,4,0,400,,0.01,,0,1,0,2,,,,
episode,0.05,relative_both,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,2,7,393,0.7142857142857143,0.005089058524173028,24.0,0,0,0,0,,,,
episode,0.05,relative_both,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,0,0,0,0,,,,
episode,0.05,relative_both,libero_object/pick_up_the_milk_and_place_it_in_the_basket,7,5,7,393,1.0,0.01272264631043257,16.0,0,0,5,2,,,,
episode,0.05,relative_both,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,4,3,5,395,0.8,0.007594936708860759,12.0,4,1,4,1,,,,
episode,0.05,relative_both,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,4,0,4,396,1.0,0.0,18.5,1,0,1,0,,,,
episode,0.05,relative_both,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,5,1,7,393,0.7142857142857143,0.002544529262086514,14.0,3,0,3,0,,,,
episode,0.05,relative_both,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1,1,1,399,1.0,0.002506265664160401,13.0,0,0,1,0,,,,
episode,0.05,relative_both,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,14.0,0,0,1,0,,,,
episode,0.05,relative_both,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,14,0,14,386,1.0,0.0,17.0,0,0,0,0,,,,
episode,0.05,relative_both,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,19.0,0,0,0,0,,,,
episode,0.05,relative_both,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,24,3,24,376,1.0,0.007978723404255319,14.5,2,1,8,1,,,,
episode,0.05,relative_both,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,0,8,392,1.0,0.0,16.5,0,0,1,0,,,,
episode,0.05,relative_both,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,13.0,0,0,7,0,,,,
episode,0.05,relative_both,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,1,12,388,1.0,0.002577319587628866,14.0,3,0,4,0,,,,
episode,0.05,relative_both,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,41,1,41,359,1.0,0.002785515320334262,16.0,2,0,8,0,,,,
episode,0.05,relative_both,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,21,0,21,379,1.0,0.0,17.0,0,0,0,0,,,,
episode,0.05,relative_soft,all,554,788,564,15436,0.9822695035460993,0.05104949468774294,20.0,144,624,273,683,0.9638228850690934,0.9935693530782619,0.024624860591217424,0.08638359654537435
episode,0.05,relative_soft,libero_goal,105,76,106,3894,0.9905660377358491,0.019517205957883924,20.0,34,70,47,74,,,,
episode,0.05,relative_soft,libero_long,274,684,274,3726,1.0,0.18357487922705315,30.0,91,548,192,595,,,,
episode,0.05,relative_soft,libero_object,37,22,44,3956,0.8409090909090909,0.005561172901921132,18.0,11,5,15,13,,,,
episode,0.05,relative_soft,libero_spatial,138,6,140,3860,0.9857142857142858,0.0015544041450777201,16.0,8,1,19,1,,,,
episode,0.05,relative_soft,libero_goal/open_the_middle_drawer_of_the_cabinet,0,3,0,400,,0.0075,,0,3,0,3,,,,
episode,0.05,relative_soft,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,50,3,51,349,0.9803921568627451,0.008595988538681949,24.0,1,2,7,3,,,,
episode,0.05,relative_soft,libero_goal/push_the_plate_to_the_front_of_the_stove,1,63,1,399,1.0,0.15789473684210525,12.0,1,60,1,62,,,,
episode,0.05,relative_soft,libero_goal/put_the_bowl_on_the_plate,18,1,18,382,1.0,0.002617801047120419,18.5,5,0,9,1,,,,
episode,0.05,relative_soft,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,15.0,8,0,9,0,,,,
episode,0.05,relative_soft,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,15,0,16,0,,,,
episode,0.05,relative_soft,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,3,5,4,5,,,,
episode,0.05,relative_soft,libero_goal/put_the_wine_bottle_on_the_rack,1,1,1,399,1.0,0.002506265664160401,22.0,0,0,0,0,,,,
episode,0.05,relative_soft,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,1,0,1,0,,,,
episode,0.05,relative_soft,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,0,0,0,0,,,,
episode,0.05,relative_soft,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,42,4,396,1.0,0.10606060606060606,24.0,2,42,4,42,,,,
episode,0.05,relative_soft,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,24,1,399,1.0,0.06015037593984962,18.0,1,24,1,24,,,,
episode,0.05,relative_soft,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,58,1,399,1.0,0.14536340852130325,32.0,0,56,0,57,,,,
episode,0.05,relative_soft,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,151,166,151,249,1.0,0.6666666666666666,31.0,19,42,82,79,,,,
episode,0.05,relative_soft,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,24,30,370,1.0,0.06486486486486487,11.0,27,24,27,24,,,,
episode,0.05,relative_soft,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,10,4,10,390,1.0,0.010256410256410256,10.0,8,2,9,4,,,,
episode,0.05,relative_soft,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,24,4,396,1.0,0.06060606060606061,20.0,4,24,4,24,,,,
episode,0.05,relative_soft,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,20,41,20,380,1.0,0.10789473684210527,30.0,6,39,17,40,,,,
episode,0.05,relative_soft,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,49,47,353,1.0,0.1388101983002833,28.0,18,43,42,49,,,,
episode,0.05,relative_soft,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,252,6,394,1.0,0.6395939086294417,15.0,6,252,6,252,,,,
episode,0.05,relative_soft,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,8,3,397,0.6666666666666666,0.020151133501259445,21.5,0,0,0,7,,,,
episode,0.05,relative_soft,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,1,10,390,0.9,0.002564102564102564,20.0,2,1,3,1,,,,
episode,0.05,relative_soft,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,0,2,0,2,,,,
episode,0.05,relative_soft,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,3,0,400,,0.0075,,0,1,0,1,,,,
episode,0.05,relative_soft,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,1,7,393,0.7142857142857143,0.002544529262086514,24.0,0,0,0,0,,,,
episode,0.05,relative_soft,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,0,0,0,0,,,,
episode,0.05,relative_soft,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,3,7,393,0.8571428571428571,0.007633587786259542,16.5,0,0,3,1,,,,
episode,0.05,relative_soft,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,5,3,5,395,1.0,0.007594936708860759,13.0,5,1,5,1,,,,
episode,0.05,relative_soft,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,4,0,4,396,1.0,0.0,19.5,1,0,1,0,,,,
episode,0.05,relative_soft,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,5,1,7,393,0.7142857142857143,0.002544529262086514,14.0,3,0,3,0,,,,
episode,0.05,relative_soft,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1,1,1,399,1.0,0.002506265664160401,15.0,0,0,0,0,,,,
episode,0.05,relative_soft,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,15.0,0,0,1,0,,,,
episode,0.05,relative_soft,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,14,0,14,386,1.0,0.0,18.0,0,0,0,0,,,,
episode,0.05,relative_soft,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,18.0,0,0,0,0,,,,
episode,0.05,relative_soft,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,24,3,24,376,1.0,0.007978723404255319,15.5,2,1,4,1,,,,
episode,0.05,relative_soft,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,0,8,392,1.0,0.0,17.5,0,0,1,0,,,,
episode,0.05,relative_soft,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,14.0,0,0,2,0,,,,
episode,0.05,relative_soft,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,15.0,3,0,4,0,,,,
episode,0.05,relative_soft,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,41,0,41,359,1.0,0.0,17.0,3,0,7,0,,,,
episode,0.05,relative_soft,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,21,1,21,379,1.0,0.002638522427440633,17.0,0,0,0,0,,,,
episode,0.05,layer_consensus,all,546,718,564,15436,0.9680851063829787,0.04651464109873024,21.0,124,581,236,621,0.9512195121951219,0.9828852756980383,0.0195471609201856,0.0822787682468465
episode,0.05,layer_consensus,libero_goal,104,183,106,3894,0.9811320754716981,0.04699537750385208,21.0,34,172,44,182,,,,
episode,0.05,layer_consensus,libero_long,268,504,274,3726,0.9781021897810219,0.13526570048309178,31.0,73,401,144,418,,,,
episode,0.05,layer_consensus,libero_object,37,25,44,3956,0.8409090909090909,0.006319514661274014,17.0,11,6,17,17,,,,
episode,0.05,layer_consensus,libero_spatial,137,6,140,3860,0.9785714285714285,0.0015544041450777201,15.0,6,2,31,4,,,,
episode,0.05,layer_consensus,libero_goal/open_the_middle_drawer_of_the_cabinet,0,1,0,400,,0.0025,,0,1,0,1,,,,
episode,0.05,layer_consensus,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,49,2,51,349,0.9607843137254902,0.0057306590257879654,23.0,1,1,4,2,,,,
episode,0.05,layer_consensus,libero_goal/push_the_plate_to_the_front_of_the_stove,1,173,1,399,1.0,0.43358395989974935,11.0,1,165,1,173,,,,
episode,0.05,layer_consensus,libero_goal/put_the_bowl_on_the_plate,18,1,18,382,1.0,0.002617801047120419,18.0,5,0,9,1,,,,
episode,0.05,layer_consensus,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,14.0,8,0,9,0,,,,
episode,0.05,layer_consensus,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,15,0,16,0,,,,
episode,0.05,layer_consensus,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,3,5,4,5,,,,
episode,0.05,layer_consensus,libero_goal/put_the_wine_bottle_on_the_rack,1,1,1,399,1.0,0.002506265664160401,22.0,0,0,0,0,,,,
episode,0.05,layer_consensus,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,1,0,1,0,,,,
episode,0.05,layer_consensus,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,0,0,0,0,,,,
episode,0.05,layer_consensus,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,24,4,396,1.0,0.06060606060606061,22.5,2,24,4,24,,,,
episode,0.05,layer_consensus,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,21,1,399,1.0,0.05263157894736842,17.0,1,21,1,21,,,,
episode,0.05,layer_consensus,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,41,1,399,1.0,0.10275689223057644,31.0,0,37,1,39,,,,
episode,0.05,layer_consensus,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,146,96,151,249,0.9668874172185431,0.3855421686746988,33.0,1,6,32,13,,,,
episode,0.05,layer_consensus,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,16,30,370,1.0,0.043243243243243246,10.5,27,16,27,16,,,,
episode,0.05,layer_consensus,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,9,4,10,390,0.9,0.010256410256410256,10.0,8,3,8,4,,,,
episode,0.05,layer_consensus,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,19,4,396,1.0,0.047979797979797977,24.0,2,18,3,19,,,,
episode,0.05,layer_consensus,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,20,17,20,380,1.0,0.04473684210526316,29.0,6,15,19,16,,,,
episode,0.05,layer_consensus,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,53,47,353,1.0,0.1501416430594901,27.0,20,48,43,53,,,,
episode,0.05,layer_consensus,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,213,6,394,1.0,0.5406091370558376,16.5,6,213,6,213,,,,
episode,0.05,layer_consensus,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,9,3,397,0.6666666666666666,0.022670025188916875,21.0,0,1,0,8,,,,
episode,0.05,layer_consensus,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,1,10,390,0.9,0.002564102564102564,19.0,2,1,3,1,,,,
episode,0.05,layer_consensus,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,0,2,0,2,,,,
episode,0.05,layer_consensus,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,4,0,400,,0.01,,0,1,0,2,,,,
episode,0.05,layer_consensus,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,2,7,393,0.7142857142857143,0.005089058524173028,24.0,0,0,0,0,,,,
episode,0.05,layer_consensus,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,0,0,0,0,,,,
episode,0.05,layer_consensus,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,4,7,393,0.8571428571428571,0.010178117048346057,16.0,0,0,5,2,,,,
episode,0.05,layer_consensus,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,5,3,5,395,1.0,0.007594936708860759,13.0,5,1,5,2,,,,
episode,0.05,layer_consensus,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,4,0,4,396,1.0,0.0,18.5,1,0,1,0,,,,
episode,0.05,layer_consensus,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,5,0,7,393,0.7142857142857143,0.0,14.0,3,0,3,0,,,,
episode,0.05,layer_consensus,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1,1,1,399,1.0,0.002506265664160401,12.0,0,0,1,1,,,,
episode,0.05,layer_consensus,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,14.0,0,0,1,0,,,,
episode,0.05,layer_consensus,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,14,1,14,386,1.0,0.0025906735751295338,17.0,0,1,0,1,,,,
episode,0.05,layer_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,19.0,0,0,0,0,,,,
episode,0.05,layer_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,23,3,24,376,0.9583333333333334,0.007978723404255319,15.0,2,1,7,1,,,,
episode,0.05,layer_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,0,8,392,1.0,0.0,17.0,0,0,1,0,,,,
episode,0.05,layer_consensus,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,13.0,0,0,8,1,,,,
episode,0.05,layer_consensus,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,13.5,3,0,6,0,,,,
episode,0.05,layer_consensus,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,41,0,41,359,1.0,0.0,16.0,1,0,7,0,,,,
episode,0.05,layer_consensus,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,21,0,21,379,1.0,0.0,17.0,0,0,0,0,,,,
episode,0.05,relative_recovery,all,554,788,564,15436,0.9822695035460993,0.05104949468774294,20.0,144,624,273,683,0.9638228850690934,0.9935693530782619,0.024624860591217424,0.08638359654537435
episode,0.05,relative_recovery,libero_goal,105,76,106,3894,0.9905660377358491,0.019517205957883924,20.0,34,70,47,74,,,,
episode,0.05,relative_recovery,libero_long,274,684,274,3726,1.0,0.18357487922705315,30.0,91,548,192,595,,,,
episode,0.05,relative_recovery,libero_object,37,22,44,3956,0.8409090909090909,0.005561172901921132,18.0,11,5,15,13,,,,
episode,0.05,relative_recovery,libero_spatial,138,6,140,3860,0.9857142857142858,0.0015544041450777201,16.0,8,1,19,1,,,,
episode,0.05,relative_recovery,libero_goal/open_the_middle_drawer_of_the_cabinet,0,3,0,400,,0.0075,,0,3,0,3,,,,
episode,0.05,relative_recovery,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,50,3,51,349,0.9803921568627451,0.008595988538681949,24.0,1,2,7,3,,,,
episode,0.05,relative_recovery,libero_goal/push_the_plate_to_the_front_of_the_stove,1,63,1,399,1.0,0.15789473684210525,12.0,1,60,1,62,,,,
episode,0.05,relative_recovery,libero_goal/put_the_bowl_on_the_plate,18,1,18,382,1.0,0.002617801047120419,18.5,5,0,9,1,,,,
episode,0.05,relative_recovery,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,15.0,8,0,9,0,,,,
episode,0.05,relative_recovery,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,15,0,16,0,,,,
episode,0.05,relative_recovery,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,3,5,4,5,,,,
episode,0.05,relative_recovery,libero_goal/put_the_wine_bottle_on_the_rack,1,1,1,399,1.0,0.002506265664160401,22.0,0,0,0,0,,,,
episode,0.05,relative_recovery,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,1,0,1,0,,,,
episode,0.05,relative_recovery,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,0,0,0,0,,,,
episode,0.05,relative_recovery,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,42,4,396,1.0,0.10606060606060606,24.0,2,42,4,42,,,,
episode,0.05,relative_recovery,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,24,1,399,1.0,0.06015037593984962,18.0,1,24,1,24,,,,
episode,0.05,relative_recovery,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,58,1,399,1.0,0.14536340852130325,32.0,0,56,0,57,,,,
episode,0.05,relative_recovery,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,151,166,151,249,1.0,0.6666666666666666,31.0,19,42,82,79,,,,
episode,0.05,relative_recovery,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,24,30,370,1.0,0.06486486486486487,11.0,27,24,27,24,,,,
