calibration,alpha,method,scope,tp,fp,failures,successes,recall,fpr,median_failure_q,tp_by_cap_50,fp_by_cap_50,tp_by_cap_60,fp_by_cap_60,recall_lo,recall_hi,fpr_lo,fpr_hi
episode,0.05,relative_recovery,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,10,4,10,390,1.0,0.010256410256410256,10.0,8,2,9,4,,,,
episode,0.05,relative_recovery,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,24,4,396,1.0,0.06060606060606061,20.0,4,24,4,24,,,,
episode,0.05,relative_recovery,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,20,41,20,380,1.0,0.10789473684210527,30.0,6,39,17,40,,,,
episode,0.05,relative_recovery,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,49,47,353,1.0,0.1388101983002833,28.0,18,43,42,49,,,,
episode,0.05,relative_recovery,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,252,6,394,1.0,0.6395939086294417,15.0,6,252,6,252,,,,
episode,0.05,relative_recovery,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,8,3,397,0.6666666666666666,0.020151133501259445,21.5,0,0,0,7,,,,
episode,0.05,relative_recovery,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,1,10,390,0.9,0.002564102564102564,20.0,2,1,3,1,,,,
episode,0.05,relative_recovery,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,0,2,0,2,,,,
episode,0.05,relative_recovery,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,3,0,400,,0.0075,,0,1,0,1,,,,
episode,0.05,relative_recovery,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,1,7,393,0.7142857142857143,0.002544529262086514,24.0,0,0,0,0,,,,
episode,0.05,relative_recovery,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,0,0,0,0,,,,
episode,0.05,relative_recovery,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,3,7,393,0.8571428571428571,0.007633587786259542,16.5,0,0,3,1,,,,
episode,0.05,relative_recovery,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,5,3,5,395,1.0,0.007594936708860759,13.0,5,1,5,1,,,,
episode,0.05,relative_recovery,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,4,0,4,396,1.0,0.0,19.5,1,0,1,0,,,,
episode,0.05,relative_recovery,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,5,1,7,393,0.7142857142857143,0.002544529262086514,14.0,3,0,3,0,,,,
episode,0.05,relative_recovery,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1,1,1,399,1.0,0.002506265664160401,15.0,0,0,0,0,,,,
episode,0.05,relative_recovery,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,15.0,0,0,1,0,,,,
episode,0.05,relative_recovery,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,14,0,14,386,1.0,0.0,18.0,0,0,0,0,,,,
episode,0.05,relative_recovery,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,18.0,0,0,0,0,,,,
episode,0.05,relative_recovery,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,24,3,24,376,1.0,0.007978723404255319,15.5,2,1,4,1,,,,
episode,0.05,relative_recovery,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,0,8,392,1.0,0.0,17.5,0,0,1,0,,,,
episode,0.05,relative_recovery,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,14.0,0,0,2,0,,,,
episode,0.05,relative_recovery,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,15.0,3,0,4,0,,,,
episode,0.05,relative_recovery,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,41,0,41,359,1.0,0.0,17.0,3,0,7,0,,,,
episode,0.05,relative_recovery,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,21,1,21,379,1.0,0.002638522427440633,17.0,0,0,0,0,,,,
episode,0.05,ac_window_mean,all,553,767,564,15436,0.9804964539007093,0.04968903861103913,20.0,149,657,246,682,0.9635412708966565,0.992163621669279,0.03087705003074021,0.07179798724987863
episode,0.05,ac_window_mean,libero_goal,103,25,106,3894,0.9716981132075472,0.0064201335387776065,20.0,32,20,49,22,,,,
episode,0.05,ac_window_mean,libero_long,274,719,274,3726,1.0,0.19296833064949007,30.0,106,629,173,650,,,,
episode,0.05,ac_window_mean,libero_object,38,18,44,3956,0.8636363636363636,0.00455005055611729,18.5,6,7,14,9,,,,
episode,0.05,ac_window_mean,libero_spatial,138,5,140,3860,0.9857142857142858,0.0012953367875647669,16.0,5,1,10,1,,,,
episode,0.05,ac_window_mean,libero_goal/open_the_middle_drawer_of_the_cabinet,0,2,0,400,,0.005,,0,2,0,2,,,,
episode,0.05,ac_window_mean,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,48,1,51,349,0.9411764705882353,0.0028653295128939827,25.0,1,1,3,1,,,,
episode,0.05,ac_window_mean,libero_goal/push_the_plate_to_the_front_of_the_stove,1,15,1,399,1.0,0.03759398496240601,14.0,1,11,1,13,,,,
episode,0.05,ac_window_mean,libero_goal/put_the_bowl_on_the_plate,18,1,18,382,1.0,0.002617801047120419,16.0,6,1,10,1,,,,
episode,0.05,ac_window_mean,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,16.0,3,0,9,0,,,,
episode,0.05,ac_window_mean,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,15,0,16,0,,,,
episode,0.05,ac_window_mean,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,15.0,5,5,9,5,,,,
episode,0.05,ac_window_mean,libero_goal/put_the_wine_bottle_on_the_rack,1,1,1,399,1.0,0.002506265664160401,22.0,0,0,0,0,,,,
episode,0.05,ac_window_mean,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,1,0,1,0,,,,
episode,0.05,ac_window_mean,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,0,0,0,0,,,,
episode,0.05,ac_window_mean,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,121,4,396,1.0,0.3055555555555556,11.0,3,121,4,121,,,,
episode,0.05,ac_window_mean,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,38,1,399,1.0,0.09523809523809523,17.0,1,38,1,38,,,,
episode,0.05,ac_window_mean,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,53,1,399,1.0,0.13283208020050125,33.0,0,51,0,52,,,,
episode,0.05,ac_window_mean,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,151,104,151,249,1.0,0.41767068273092367,32.0,16,21,55,37,,,,
episode,0.05,ac_window_mean,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,76,30,370,1.0,0.20540540540540542,11.0,30,76,30,76,,,,
episode,0.05,ac_window_mean,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,10,16,10,390,1.0,0.041025641025641026,10.0,8,16,9,16,,,,
episode,0.05,ac_window_mean,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,27,4,396,1.0,0.06818181818181818,21.0,4,27,4,27,,,,
episode,0.05,ac_window_mean,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,20,30,20,380,1.0,0.07894736842105263,29.5,7,29,17,29,,,,
episode,0.05,ac_window_mean,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,60,47,353,1.0,0.16997167138810199,24.0,31,56,47,60,,,,
episode,0.05,ac_window_mean,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,194,6,394,1.0,0.49238578680203043,16.5,6,194,6,194,,,,
episode,0.05,ac_window_mean,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,3,5,3,397,1.0,0.012594458438287154,21.0,0,0,0,1,,,,
episode,0.05,ac_window_mean,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,1,10,390,0.9,0.002564102564102564,20.0,0,0,4,1,,,,
episode,0.05,ac_window_mean,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,0,2,0,2,,,,
episode,0.05,ac_window_mean,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,,0,1,0,1,,,,
episode,0.05,ac_window_mean,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,6,4,7,393,0.8571428571428571,0.010178117048346057,23.0,1,4,1,4,,,,
episode,0.05,ac_window_mean,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,0,0,0,0,,,,
episode,0.05,ac_window_mean,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,2,7,393,0.8571428571428571,0.005089058524173028,17.0,0,0,0,0,,,,
episode,0.05,ac_window_mean,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,5,2,5,395,1.0,0.005063291139240506,14.0,3,0,5,0,,,,
episode,0.05,ac_window_mean,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,22.0,1,0,1,0,,,,
episode,0.05,ac_window_mean,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,5,1,7,393,0.7142857142857143,0.002544529262086514,15.0,1,0,3,0,,,,
episode,0.05,ac_window_mean,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1,1,1,399,1.0,0.002506265664160401,15.0,0,0,0,0,,,,
episode,0.05,ac_window_mean,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,16.0,0,0,0,0,,,,
episode,0.05,ac_window_mean,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,13,0,14,386,0.9285714285714286,0.0,18.0,0,0,0,0,,,,
episode,0.05,ac_window_mean,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,18.0,1,0,1,0,,,,
episode,0.05,ac_window_mean,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,23,3,24,376,0.9583333333333334,0.007978723404255319,16.0,2,1,2,1,,,,
episode,0.05,ac_window_mean,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,0,8,392,1.0,0.0,18.0,0,0,2,0,,,,
episode,0.05,ac_window_mean,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,0,0,1,0,,,,
episode,0.05,ac_window_mean,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,16.0,2,0,3,0,,,,
episode,0.05,ac_window_mean,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,41,0,41,359,1.0,0.0,17.0,0,0,1,0,,,,
episode,0.05,ac_window_mean,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,21,0,21,379,1.0,0.0,18.0,0,0,0,0,,,,
task_init,0.005,old_ac,all,475,102,564,15436,0.8421985815602837,0.006607929515418502,24.0,70,67,154,82,0.8010514703010895,0.8997062769110934,0.004127489938478027,0.009350283861160406
task_init,0.005,old_ac,libero_goal,87,10,106,3894,0.8207547169811321,0.0025680534155110425,21.0,21,7,37,10,,,,
task_init,0.005,old_ac,libero_long,239,80,274,3726,0.8722627737226277,0.02147074610842727,32.0,44,56,107,68,,,,
task_init,0.005,old_ac,libero_object,30,8,44,3956,0.6818181818181818,0.0020222446916076846,20.0,1,3,4,3,,,,
task_init,0.005,old_ac,libero_spatial,119,4,140,3860,0.85,0.0010362694300518134,19.0,4,1,6,1,,,,
task_init,0.005,old_ac,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,0,0,0,0,,,,
task_init,0.005,old_ac,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,1,51,349,0.7647058823529411,0.0028653295128939827,25.0,0,0,3,1,,,,
task_init,0.005,old_ac,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,16.0,0,2,1,4,,,,
task_init,0.005,old_ac,libero_goal/put_the_bowl_on_the_plate,11,0,18,382,0.6111111111111112,0.0,16.0,2,0,6,0,,,,
task_init,0.005,old_ac,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,18.0,0,0,7,0,,,,
task_init,0.005,old_ac,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,15,0,16,0,,,,
task_init,0.005,old_ac,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,3,5,3,5,,,,
task_init,0.005,old_ac,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,22.0,0,0,0,0,,,,
task_init,0.005,old_ac,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,1,0,1,0,,,,
task_init,0.005,old_ac,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,0,0,0,0,,,,
task_init,0.005,old_ac,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,4,396,1.0,0.0,38.0,0,0,0,0,,,,
task_init,0.005,old_ac,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,4,1,399,1.0,0.010025062656641603,29.0,0,4,1,4,,,,
task_init,0.005,old_ac,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,15,1,399,1.0,0.03759398496240601,41.0,0,14,0,14,,,,
task_init,0.005,old_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,123,14,151,249,0.8145695364238411,0.05622489959839357,33.0,0,0,22,5,,,,
task_init,0.005,old_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,29,6,30,370,0.9666666666666667,0.016216216216216217,14.0,21,6,22,6,,,,
task_init,0.005,old_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,1,10,390,0.8,0.002564102564102564,10.0,8,0,8,1,,,,
task_init,0.005,old_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,3,6,4,396,0.75,0.015151515151515152,31.0,1,3,2,6,,,,
task_init,0.005,old_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,17,5,20,380,0.85,0.013157894736842105,30.0,3,4,15,4,,,,
task_init,0.005,old_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,9,47,353,1.0,0.025495750708215296,31.0,7,5,31,8,,,,
task_init,0.005,old_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,20,6,394,1.0,0.050761421319796954,25.5,4,20,6,20,,,,
task_init,0.005,old_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,1,3,397,0.6666666666666666,0.0025188916876574307,21.5,0,0,0,0,,,,
task_init,0.005,old_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,0,10,390,0.9,0.0,20.0,0,0,1,0,,,,
task_init,0.005,old_ac,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,0,2,0,2,,,,
task_init,0.005,old_ac,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,,0,1,0,1,,,,
task_init,0.005,old_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,1,7,393,0.7142857142857143,0.002544529262086514,24.0,0,0,0,0,,,,
task_init,0.005,old_ac,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,0,0,0,0,,,,
task_init,0.005,old_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,19.0,0,0,0,0,,,,
task_init,0.005,old_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,1,2,5,395,0.2,0.005063291139240506,15.0,0,0,1,0,,,,
task_init,0.005,old_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,22.0,0,0,1,0,,,,
task_init,0.005,old_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,17.0,1,0,1,0,,,,
task_init,0.005,old_ac,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,0,0,0,0,,,,
task_init,0.005,old_ac,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,18.0,0,0,0,0,,,,
task_init,0.005,old_ac,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,10,0,14,386,0.7142857142857143,0.0,19.0,0,0,0,0,,,,
task_init,0.005,old_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,19.0,0,0,0,0,,,,
task_init,0.005,old_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,18,2,24,376,0.75,0.005319148936170213,20.0,2,1,2,1,,,,
task_init,0.005,old_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,19.0,0,0,1,0,,,,
task_init,0.005,old_ac,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,0,0,0,0,,,,
task_init,0.005,old_ac,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,10,0,12,388,0.8333333333333334,0.0,17.0,2,0,2,0,,,,
task_init,0.005,old_ac,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,38,0,41,359,0.926829268292683,0.0,19.0,0,0,1,0,,,,
task_init,0.005,old_ac,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,0,0,0,0,,,,
task_init,0.005,previous_absolute_acc,all,476,100,564,15436,0.8439716312056738,0.0064783622700181395,24.0,70,66,153,81,0.8026968635301969,0.9016813335046248,0.003986889032367161,0.009238130576854377
task_init,0.005,previous_absolute_acc,libero_goal,87,10,106,3894,0.8207547169811321,0.0025680534155110425,21.0,21,7,37,10,,,,
task_init,0.005,previous_absolute_acc,libero_long,240,78,274,3726,0.8759124087591241,0.020933977455716585,32.0,44,55,106,67,,,,
task_init,0.005,previous_absolute_acc,libero_object,30,8,44,3956,0.6818181818181818,0.0020222446916076846,20.0,1,3,4,3,,,,
task_init,0.005,previous_absolute_acc,libero_spatial,119,4,140,3860,0.85,0.0010362694300518134,19.0,4,1,6,1,,,,
task_init,0.005,previous_absolute_acc,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,0,0,0,0,,,,
task_init,0.005,previous_absolute_acc,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,1,51,349,0.7647058823529411,0.0028653295128939827,25.0,0,0,3,1,,,,
task_init,0.005,previous_absolute_acc,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,16.0,0,2,1,4,,,,
task_init,0.005,previous_absolute_acc,libero_goal/put_the_bowl_on_the_plate,11,0,18,382,0.6111111111111112,0.0,16.0,2,0,6,0,,,,
task_init,0.005,previous_absolute_acc,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,18.0,0,0,7,0,,,,
task_init,0.005,previous_absolute_acc,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,15,0,16,0,,,,
task_init,0.005,previous_absolute_acc,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,3,5,3,5,,,,
task_init,0.005,previous_absolute_acc,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,22.0,0,0,0,0,,,,
task_init,0.005,previous_absolute_acc,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,1,0,1,0,,,,
task_init,0.005,previous_absolute_acc,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,0,0,0,0,,,,
task_init,0.005,previous_absolute_acc,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,4,396,1.0,0.0,38.0,0,0,0,0,,,,
task_init,0.005,previous_absolute_acc,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,4,1,399,1.0,0.010025062656641603,29.0,0,4,1,4,,,,
task_init,0.005,previous_absolute_acc,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,15,1,399,1.0,0.03759398496240601,41.0,0,14,0,14,,,,
task_init,0.005,previous_absolute_acc,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,123,14,151,249,0.8145695364238411,0.05622489959839357,33.0,0,0,22,5,,,,
task_init,0.005,previous_absolute_acc,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,29,5,30,370,0.9666666666666667,0.013513513513513514,14.0,21,5,21,5,,,,
task_init,0.005,previous_absolute_acc,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,1,10,390,0.8,0.002564102564102564,10.0,8,0,8,1,,,,
task_init,0.005,previous_absolute_acc,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,6,4,396,1.0,0.015151515151515152,31.5,1,3,2,6,,,,
task_init,0.005,previous_absolute_acc,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,17,5,20,380,0.85,0.013157894736842105,30.0,3,4,15,4,,,,
task_init,0.005,previous_absolute_acc,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,8,47,353,1.0,0.0226628895184136,31.0,7,5,31,8,,,,
task_init,0.005,previous_absolute_acc,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,20,6,394,1.0,0.050761421319796954,25.5,4,20,6,20,,,,
task_init,0.005,previous_absolute_acc,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,1,3,397,0.6666666666666666,0.0025188916876574307,21.5,0,0,0,0,,,,
