calibration,score_kind,method,window,metric,estimate,lo,hi,tasks
episode,calibrated_rank,relative_soft,q8_13,auc_absolute,0.7583254647297076,0.7185136836948444,0.7995326972468808,36
episode,calibrated_rank,relative_soft,q8_13,delta_absolute,-0.19175244963795152,-0.2412823246849414,-0.14599050918864534,36
episode,calibrated_rank,relative_state,q8_13,auc,0.6912272702628627,0.6502233033998311,0.7331934382611841,36
episode,calibrated_rank,relative_state,q8_13,auc_absolute,0.7583254647297076,0.7185136836948444,0.7995326972468808,36
episode,calibrated_rank,relative_state,q8_13,delta_absolute,-0.06709819446684484,-0.11802267489033065,-0.021373582865841196,36
episode,raw_score,ac_reference,q8_13,auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
episode,raw_score,ac_reference,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
episode,raw_score,ac_reference,q8_13,delta_absolute,-0.014525719093530136,-0.03144908083432501,0.000871524200539244,36
episode,raw_score,ac_window_mean,q8_13,auc,0.7097872184217622,0.6360475046717508,0.7808371831828619,32
episode,raw_score,ac_window_mean,q8_13,auc_absolute,0.7083742578362224,0.6414153480672605,0.7749499246145006,32
episode,raw_score,ac_window_mean,q8_13,delta_absolute,0.0014129605855397118,-0.05053096474052907,0.05739078068320999,32
episode,raw_score,layer_consensus,q8_13,auc,0.5975614759458041,0.5549400299213316,0.640697978505082,36
episode,raw_score,layer_consensus,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
episode,raw_score,layer_consensus,q8_13,delta_absolute,-0.134656713134195,-0.18271307538447998,-0.0903047565319323,36
episode,raw_score,relative_both,q8_13,auc,0.5455575164429572,0.5149899255932721,0.5734131835023248,36
episode,raw_score,relative_both,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
episode,raw_score,relative_both,q8_13,delta_absolute,-0.1866606726370418,-0.2296843933726148,-0.14167969738285185,36
episode,raw_score,relative_curvature,q8_13,auc,0.5387733108366679,0.5071586481650253,0.5713962185696678,36
episode,raw_score,relative_curvature,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
episode,raw_score,relative_curvature,q8_13,delta_absolute,-0.19344487824333123,-0.23628985492769544,-0.1470392943119626,36
episode,raw_score,relative_path_mobility,q8_13,auc,0.6412960284145639,0.5919440462472748,0.6921871450426562,36
episode,raw_score,relative_path_mobility,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
episode,raw_score,relative_path_mobility,q8_13,delta_absolute,-0.09092216066543529,-0.1343765479986406,-0.048788564533756504,36
episode,raw_score,relative_recovery,q8_13,auc,0.5387733108366679,0.5071586481650253,0.5713962185696678,36
episode,raw_score,relative_recovery,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
episode,raw_score,relative_recovery,q8_13,delta_absolute,-0.19344487824333123,-0.23628985492769544,-0.1470392943119626,36
episode,raw_score,relative_soft,q8_13,auc,0.5311680111702364,0.4995683548066743,0.5626682433937,36
episode,raw_score,relative_soft,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
episode,raw_score,relative_soft,q8_13,delta_absolute,-0.20105017790976276,-0.24447571807951077,-0.15315160489781895,36
episode,raw_score,relative_state,q8_13,auc,0.6717834984311852,0.6289043882467917,0.715737135932856,36
episode,raw_score,relative_state,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
episode,raw_score,relative_state,q8_13,delta_absolute,-0.06043469064881382,-0.11187745316178532,-0.013811590892726702,36
task_init,calibrated_rank,ac_reference,q8_13,auc,0.7263954639776325,0.6769631444481954,0.7738056039914495,36
task_init,calibrated_rank,ac_reference,q8_13,auc_absolute,0.739562828247144,0.6924709068899635,0.7860926200419154,36
task_init,calibrated_rank,ac_reference,q8_13,delta_absolute,-0.013167364269511476,-0.029630083358407316,0.002713466122753304,36
task_init,calibrated_rank,ac_window_mean,q8_13,auc,0.7135403471518946,0.6442116049248977,0.7829072048962529,32
task_init,calibrated_rank,ac_window_mean,q8_13,auc_absolute,0.7104352128614873,0.6474757923115774,0.7754317031578736,32
task_init,calibrated_rank,ac_window_mean,q8_13,delta_absolute,0.0031051342904074297,-0.05170282311325213,0.06352437947866858,32
task_init,calibrated_rank,layer_consensus,q8_13,auc,0.6151136501051196,0.5628050952640223,0.6668544819835527,36
task_init,calibrated_rank,layer_consensus,q8_13,auc_absolute,0.739562828247144,0.6924709068899635,0.7860926200419154,36
task_init,calibrated_rank,layer_consensus,q8_13,delta_absolute,-0.12444917814202444,-0.17243405734836875,-0.07822255350224022,36
task_init,calibrated_rank,relative_both,q8_13,auc,0.5436199397344341,0.5010154436397423,0.5831917551233206,36
task_init,calibrated_rank,relative_both,q8_13,auc_absolute,0.739562828247144,0.6924709068899635,0.7860926200419154,36
task_init,calibrated_rank,relative_both,q8_13,delta_absolute,-0.19594288851270994,-0.24007856657135018,-0.15252429615713436,36
task_init,calibrated_rank,relative_curvature,q8_13,auc,0.5519413055171966,0.5142282058745338,0.5877603633021447,36
task_init,calibrated_rank,relative_curvature,q8_13,auc_absolute,0.739562828247144,0.6924709068899635,0.7860926200419154,36
task_init,calibrated_rank,relative_curvature,q8_13,delta_absolute,-0.1876215227299476,-0.22932745892399814,-0.1473803821838413,36
task_init,calibrated_rank,relative_path_mobility,q8_13,auc,0.6594196236909952,0.6103230457734603,0.7089793608128808,36
task_init,calibrated_rank,relative_path_mobility,q8_13,auc_absolute,0.739562828247144,0.6924709068899635,0.7860926200419154,36
task_init,calibrated_rank,relative_path_mobility,q8_13,delta_absolute,-0.08014320455614887,-0.1159501361058835,-0.04540878891608332,36
task_init,calibrated_rank,relative_recovery,q8_13,auc,0.5519413055171966,0.5142282058745338,0.5877603633021447,36
task_init,calibrated_rank,relative_recovery,q8_13,auc_absolute,0.739562828247144,0.6924709068899635,0.7860926200419154,36
task_init,calibrated_rank,relative_recovery,q8_13,delta_absolute,-0.1876215227299476,-0.22932745892399814,-0.1473803821838413,36
task_init,calibrated_rank,relative_soft,q8_13,auc,0.5399475796587604,0.5016599226165669,0.5751298985463653,36
task_init,calibrated_rank,relative_soft,q8_13,auc_absolute,0.739562828247144,0.6924709068899635,0.7860926200419154,36
task_init,calibrated_rank,relative_soft,q8_13,delta_absolute,-0.19961524858838367,-0.24369013383417754,-0.1585592440129137,36
task_init,calibrated_rank,relative_state,q8_13,auc,0.6872878007572787,0.6446176566094409,0.7302299023023064,36
task_init,calibrated_rank,relative_state,q8_13,auc_absolute,0.739562828247144,0.6924709068899635,0.7860926200419154,36
task_init,calibrated_rank,relative_state,q8_13,delta_absolute,-0.05227502748986552,-0.09290193897009061,-0.012811278467666096,36
task_init,raw_score,ac_reference,q8_13,auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
task_init,raw_score,ac_reference,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
task_init,raw_score,ac_reference,q8_13,delta_absolute,-0.014525719093530136,-0.03144908083432501,0.000871524200539244,36
task_init,raw_score,ac_window_mean,q8_13,auc,0.7097872184217622,0.6360475046717508,0.7808371831828619,32
task_init,raw_score,ac_window_mean,q8_13,auc_absolute,0.7083742578362224,0.6414153480672605,0.7749499246145006,32
task_init,raw_score,ac_window_mean,q8_13,delta_absolute,0.0014129605855397118,-0.05053096474052907,0.05739078068320999,32
task_init,raw_score,layer_consensus,q8_13,auc,0.5975614759458041,0.5549400299213316,0.640697978505082,36
task_init,raw_score,layer_consensus,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
task_init,raw_score,layer_consensus,q8_13,delta_absolute,-0.134656713134195,-0.18271307538447998,-0.0903047565319323,36
task_init,raw_score,relative_both,q8_13,auc,0.5455575164429572,0.5149899255932721,0.5734131835023248,36
task_init,raw_score,relative_both,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
task_init,raw_score,relative_both,q8_13,delta_absolute,-0.1866606726370418,-0.2296843933726148,-0.14167969738285185,36
task_init,raw_score,relative_curvature,q8_13,auc,0.5387733108366679,0.5071586481650253,0.5713962185696678,36
task_init,raw_score,relative_curvature,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
task_init,raw_score,relative_curvature,q8_13,delta_absolute,-0.19344487824333123,-0.23628985492769544,-0.1470392943119626,36
task_init,raw_score,relative_path_mobility,q8_13,auc,0.6412960284145639,0.5919440462472748,0.6921871450426562,36
task_init,raw_score,relative_path_mobility,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
task_init,raw_score,relative_path_mobility,q8_13,delta_absolute,-0.09092216066543529,-0.1343765479986406,-0.048788564533756504,36
task_init,raw_score,relative_recovery,q8_13,auc,0.5387733108366679,0.5071586481650253,0.5713962185696678,36
task_init,raw_score,relative_recovery,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
task_init,raw_score,relative_recovery,q8_13,delta_absolute,-0.19344487824333123,-0.23628985492769544,-0.1470392943119626,36
task_init,raw_score,relative_soft,q8_13,auc,0.5311680111702364,0.4995683548066743,0.5626682433937,36
task_init,raw_score,relative_soft,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
task_init,raw_score,relative_soft,q8_13,delta_absolute,-0.20105017790976276,-0.24447571807951077,-0.15315160489781895,36
task_init,raw_score,relative_state,q8_13,auc,0.6717834984311852,0.6289043882467917,0.715737135932856,36
task_init,raw_score,relative_state,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
task_init,raw_score,relative_state,q8_13,delta_absolute,-0.06043469064881382,-0.11187745316178532,-0.013811590892726702,36
episode,calibrated_rank,ac_reference,all_comparable_queries,auc,0.7149683560459276,0.6639940212504606,0.7641710299996627,36
episode,calibrated_rank,ac_reference,all_comparable_queries,auc_absolute,0.7198901505176787,0.67093838902809,0.7677027976047456,36
episode,calibrated_rank,ac_reference,all_comparable_queries,delta_absolute,-0.004921794471750964,-0.027668020222918713,0.018004510702400868,36
episode,calibrated_rank,ac_window_mean,all_comparable_queries,auc,0.6802441774555125,0.6021499407197152,0.755277555972339,32
episode,calibrated_rank,ac_window_mean,all_comparable_queries,auc_absolute,0.6905188854934502,0.6366345569101802,0.7442135063245093,32
episode,calibrated_rank,ac_window_mean,all_comparable_queries,delta_absolute,-0.010274708037937796,-0.050471013138373946,0.02665291178114142,32
episode,calibrated_rank,layer_consensus,all_comparable_queries,auc,0.6024843310785695,0.5564167364180386,0.6504553900145952,36
episode,calibrated_rank,layer_consensus,all_comparable_queries,auc_absolute,0.7198901505176787,0.67093838902809,0.7677027976047456,36
episode,calibrated_rank,layer_consensus,all_comparable_queries,delta_absolute,-0.11740581943910916,-0.16362579915550504,-0.07253916811841207,36
episode,calibrated_rank,relative_both,all_comparable_queries,auc,0.5989257315528411,0.5629581047861327,0.635588632288115,36
episode,calibrated_rank,relative_both,all_comparable_queries,auc_absolute,0.7198901505176787,0.67093838902809,0.7677027976047456,36
episode,calibrated_rank,relative_both,all_comparable_queries,delta_absolute,-0.12096441896483753,-0.1595325176017986,-0.08281053743568083,36
episode,calibrated_rank,relative_curvature,all_comparable_queries,auc,0.5894683638260851,0.5443816469742003,0.6336935213374557,36
episode,calibrated_rank,relative_curvature,all_comparable_queries,auc_absolute,0.7198901505176787,0.67093838902809,0.7677027976047456,36
episode,calibrated_rank,relative_curvature,all_comparable_queries,delta_absolute,-0.13042178669159354,-0.1719628524294489,-0.09200964053429614,36
episode,calibrated_rank,relative_path_mobility,all_comparable_queries,auc,0.6402685170308433,0.5942524288648835,0.6879710824172838,36
episode,calibrated_rank,relative_path_mobility,all_comparable_queries,auc_absolute,0.7198901505176787,0.67093838902809,0.7677027976047456,36
episode,calibrated_rank,relative_path_mobility,all_comparable_queries,delta_absolute,-0.07962163348683521,-0.1198357012850394,-0.0440850827077429,36
episode,calibrated_rank,relative_recovery,all_comparable_queries,auc,0.5946728300394232,0.5508922382202079,0.6373145659680782,36
episode,calibrated_rank,relative_recovery,all_comparable_queries,auc_absolute,0.7198901505176787,0.67093838902809,0.7677027976047456,36
episode,calibrated_rank,relative_recovery,all_comparable_queries,delta_absolute,-0.12521732047825546,-0.17309989512317375,-0.07825901528062651,36
episode,calibrated_rank,relative_soft,all_comparable_queries,auc,0.5785515747029342,0.5358219380603596,0.6229140603884123,36
episode,calibrated_rank,relative_soft,all_comparable_queries,auc_absolute,0.7198901505176787,0.67093838902809,0.7677027976047456,36
episode,calibrated_rank,relative_soft,all_comparable_queries,delta_absolute,-0.14133857581474457,-0.1862376072593714,-0.10094922430861193,36
episode,calibrated_rank,relative_state,all_comparable_queries,auc,0.6636878997828795,0.6208461543407195,0.7069270578141731,36
episode,calibrated_rank,relative_state,all_comparable_queries,auc_absolute,0.7198901505176787,0.67093838902809,0.7677027976047456,36
episode,calibrated_rank,relative_state,all_comparable_queries,delta_absolute,-0.05620225073479909,-0.08354188477752005,-0.031024426859623262,36
episode,raw_score,ac_reference,all_comparable_queries,auc,0.7002193995242998,0.6434421853842117,0.753468912117012,36
episode,raw_score,ac_reference,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
episode,raw_score,ac_reference,all_comparable_queries,delta_absolute,0.0021479846929212815,-0.01405252978728492,0.019201277148294418,36
episode,raw_score,ac_window_mean,all_comparable_queries,auc,0.6687521502840919,0.5877141468347208,0.7451234950600898,32
episode,raw_score,ac_window_mean,all_comparable_queries,auc_absolute,0.6597032855641569,0.5918231647771751,0.7258001567937226,32
episode,raw_score,ac_window_mean,all_comparable_queries,delta_absolute,0.009048864719934956,-0.024784749630584618,0.04637290553807629,32
episode,raw_score,layer_consensus,all_comparable_queries,auc,0.5838915544026366,0.5441398251152114,0.6247705865322799,36
episode,raw_score,layer_consensus,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
episode,raw_score,layer_consensus,all_comparable_queries,delta_absolute,-0.114179860428742,-0.15775188532403167,-0.0718849509788758,36
episode,raw_score,relative_both,all_comparable_queries,auc,0.5777980520412829,0.5422230079662969,0.6149960710586988,36
episode,raw_score,relative_both,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
episode,raw_score,relative_both,all_comparable_queries,delta_absolute,-0.12027336279009575,-0.1618508027642136,-0.07908595270030118,36
episode,raw_score,relative_curvature,all_comparable_queries,auc,0.5552617395675886,0.5168619292522378,0.5958361433231574,36
episode,raw_score,relative_curvature,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
episode,raw_score,relative_curvature,all_comparable_queries,delta_absolute,-0.14280967526378993,-0.18107281584731852,-0.10246921393768915,36
episode,raw_score,relative_path_mobility,all_comparable_queries,auc,0.6237994027573178,0.5774149544850543,0.6721071375618821,36
episode,raw_score,relative_path_mobility,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
episode,raw_score,relative_path_mobility,all_comparable_queries,delta_absolute,-0.07427201207406087,-0.1132037467748636,-0.03780329895536567,36
episode,raw_score,relative_recovery,all_comparable_queries,auc,0.559264916527174,0.5223059088452747,0.5967684846512498,36
episode,raw_score,relative_recovery,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
episode,raw_score,relative_recovery,all_comparable_queries,delta_absolute,-0.13880649830420455,-0.18064750296832338,-0.09515197461437348,36
episode,raw_score,relative_soft,all_comparable_queries,auc,0.5486397806873518,0.5111381121804255,0.5891048072369437,36
episode,raw_score,relative_soft,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
episode,raw_score,relative_soft,all_comparable_queries,delta_absolute,-0.14943163414402683,-0.18870781900134814,-0.10878158812444931,36
episode,raw_score,relative_state,all_comparable_queries,auc,0.6484841123660191,0.6063818932267716,0.6909298173604367,36
episode,raw_score,relative_state,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
episode,raw_score,relative_state,all_comparable_queries,delta_absolute,-0.04958730246535934,-0.07808708781422703,-0.02379646641108629,36
task_init,calibrated_rank,ac_reference,all_comparable_queries,auc,0.7053952964338306,0.6535009049833563,0.7548357697559663,36
task_init,calibrated_rank,ac_reference,all_comparable_queries,auc_absolute,0.7078237851987972,0.6555424545013118,0.7592273056165094,36
task_init,calibrated_rank,ac_reference,all_comparable_queries,delta_absolute,-0.002428488764966538,-0.02033081720537616,0.015381630458109117,36
task_init,calibrated_rank,ac_window_mean,all_comparable_queries,auc,0.682949830117585,0.6095814697980364,0.7539377478552597,32
task_init,calibrated_rank,ac_window_mean,all_comparable_queries,auc_absolute,0.6719508398964353,0.6075486351986016,0.7344099080775355,32
task_init,calibrated_rank,ac_window_mean,all_comparable_queries,delta_absolute,0.010998990221149687,-0.02241645561239691,0.05058683928641629,32
task_init,calibrated_rank,layer_consensus,all_comparable_queries,auc,0.6114774151997504,0.5663552343404566,0.6579384032309533,36
task_init,calibrated_rank,layer_consensus,all_comparable_queries,auc_absolute,0.7078237851987972,0.6555424545013118,0.7592273056165094,36
task_init,calibrated_rank,layer_consensus,all_comparable_queries,delta_absolute,-0.09634636999904679,-0.14654002791156312,-0.04985333651618854,36
task_init,calibrated_rank,relative_both,all_comparable_queries,auc,0.593165921672922,0.5536094728704232,0.6309512413567347,36
task_init,calibrated_rank,relative_both,all_comparable_queries,auc_absolute,0.7078237851987972,0.6555424545013118,0.7592273056165094,36
task_init,calibrated_rank,relative_both,all_comparable_queries,delta_absolute,-0.1146578635258752,-0.15282896324152134,-0.07844689471089132,36
task_init,calibrated_rank,relative_curvature,all_comparable_queries,auc,0.5863053401049023,0.5408313143586316,0.6314368437956402,36
task_init,calibrated_rank,relative_curvature,all_comparable_queries,auc_absolute,0.7078237851987972,0.6555424545013118,0.7592273056165094,36
task_init,calibrated_rank,relative_curvature,all_comparable_queries,delta_absolute,-0.12151844509389492,-0.15817074099835668,-0.0898159066958991,36
task_init,calibrated_rank,relative_path_mobility,all_comparable_queries,auc,0.644143064589008,0.6005498830230456,0.6903650806980658,36
task_init,calibrated_rank,relative_path_mobility,all_comparable_queries,auc_absolute,0.7078237851987972,0.6555424545013118,0.7592273056165094,36
task_init,calibrated_rank,relative_path_mobility,all_comparable_queries,delta_absolute,-0.06368072060978915,-0.09451103937250743,-0.034043075957856925,36
task_init,calibrated_rank,relative_recovery,all_comparable_queries,auc,0.5906523937932842,0.547016733578161,0.6317466065110966,36
task_init,calibrated_rank,relative_recovery,all_comparable_queries,auc_absolute,0.7078237851987972,0.6555424545013118,0.7592273056165094,36
task_init,calibrated_rank,relative_recovery,all_comparable_queries,delta_absolute,-0.11717139140551303,-0.15893339239040338,-0.07831372867758375,36
task_init,calibrated_rank,relative_soft,all_comparable_queries,auc,0.5625866442527543,0.5154339126873428,0.6091415673565659,36
task_init,calibrated_rank,relative_soft,all_comparable_queries,auc_absolute,0.7078237851987972,0.6555424545013118,0.7592273056165094,36
task_init,calibrated_rank,relative_soft,all_comparable_queries,delta_absolute,-0.14523714094604284,-0.18483477767085404,-0.1078325804178284,36
task_init,calibrated_rank,relative_state,all_comparable_queries,auc,0.6639589873631362,0.6181095008699602,0.7096349381623085,36
task_init,calibrated_rank,relative_state,all_comparable_queries,auc_absolute,0.7078237851987972,0.6555424545013118,0.7592273056165094,36
task_init,calibrated_rank,relative_state,all_comparable_queries,delta_absolute,-0.04386479783566105,-0.06899622668076474,-0.02247756695435945,36
task_init,raw_score,ac_reference,all_comparable_queries,auc,0.7002193995242998,0.6434421853842117,0.753468912117012,36
task_init,raw_score,ac_reference,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
task_init,raw_score,ac_reference,all_comparable_queries,delta_absolute,0.0021479846929212815,-0.01405252978728492,0.019201277148294418,36
task_init,raw_score,ac_window_mean,all_comparable_queries,auc,0.6687521502840919,0.5877141468347208,0.7451234950600898,32
task_init,raw_score,ac_window_mean,all_comparable_queries,auc_absolute,0.6597032855641569,0.5918231647771751,0.7258001567937226,32
task_init,raw_score,ac_window_mean,all_comparable_queries,delta_absolute,0.009048864719934956,-0.024784749630584618,0.04637290553807629,32
task_init,raw_score,layer_consensus,all_comparable_queries,auc,0.5838915544026366,0.5441398251152114,0.6247705865322799,36
task_init,raw_score,layer_consensus,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
task_init,raw_score,layer_consensus,all_comparable_queries,delta_absolute,-0.114179860428742,-0.15775188532403167,-0.0718849509788758,36
task_init,raw_score,relative_both,all_comparable_queries,auc,0.5777980520412829,0.5422230079662969,0.6149960710586988,36
task_init,raw_score,relative_both,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
task_init,raw_score,relative_both,all_comparable_queries,delta_absolute,-0.12027336279009575,-0.1618508027642136,-0.07908595270030118,36
task_init,raw_score,relative_curvature,all_comparable_queries,auc,0.5552617395675886,0.5168619292522378,0.5958361433231574,36
task_init,raw_score,relative_curvature,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
task_init,raw_score,relative_curvature,all_comparable_queries,delta_absolute,-0.14280967526378993,-0.18107281584731852,-0.10246921393768915,36
task_init,raw_score,relative_path_mobility,all_comparable_queries,auc,0.6237994027573178,0.5774149544850543,0.6721071375618821,36
task_init,raw_score,relative_path_mobility,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
task_init,raw_score,relative_path_mobility,all_comparable_queries,delta_absolute,-0.07427201207406087,-0.1132037467748636,-0.03780329895536567,36
task_init,raw_score,relative_recovery,all_comparable_queries,auc,0.559264916527174,0.5223059088452747,0.5967684846512498,36
task_init,raw_score,relative_recovery,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
task_init,raw_score,relative_recovery,all_comparable_queries,delta_absolute,-0.13880649830420455,-0.18064750296832338,-0.09515197461437348,36
task_init,raw_score,relative_soft,all_comparable_queries,auc,0.5486397806873518,0.5111381121804255,0.5891048072369437,36
task_init,raw_score,relative_soft,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
task_init,raw_score,relative_soft,all_comparable_queries,delta_absolute,-0.14943163414402683,-0.18870781900134814,-0.10878158812444931,36
task_init,raw_score,relative_state,all_comparable_queries,auc,0.6484841123660191,0.6063818932267716,0.6909298173604367,36
task_init,raw_score,relative_state,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
task_init,raw_score,relative_state,all_comparable_queries,delta_absolute,-0.04958730246535934,-0.07808708781422703,-0.02379646641108629,36
