key,d_tp0,d_fp0,d_tp4,d_fp4
AND|rank|wc:ba-fs|AND|1|1|0.99|2|6-20,2.0,14.0,4.0,13.0
OR|rank|wc:ba-fs|OR|1|1|0.99|4|6-20,37.0,1493.0,69.0,832.0
AND|rank|wc:ba-fs|AND|1|1|0.99|4|6-20,2.0,14.0,4.0,13.0
OR|rank|wc:ba-fs|OR|1|1|0.99|6|-,43.0,1542.0,75.0,864.0
AND|rank|wc:ba-fs|AND|1|1|0.99|6|-,6.0,30.0,6.0,22.0
OR|rank|wc:ba-fs|OR|1|1|0.99|6|4-16,29.0,1422.0,55.0,779.0
AND|rank|wc:ba-fs|AND|1|1|0.99|6|4-16,1.0,3.0,2.0,2.0
OR|rank|wc:ba-fs|OR|1|1|0.99|6|4-24,40.0,1525.0,72.0,855.0
AND|rank|wc:ba-fs|AND|1|1|0.99|6|4-24,4.0,20.0,4.0,19.0
OR|rank|wc:ba-fs|OR|1|1|0.99|6|6-20,37.0,1493.0,69.0,832.0
AND|rank|wc:ba-fs|AND|1|1|0.99|6|6-20,2.0,14.0,4.0,13.0
OR|rank|wc:ba-fs|OR|1|2|0.99|2|6-20,19.0,178.0,27.0,121.0
OR|rank|wc:ba-fs|OR|1|2|0.99|4|6-20,19.0,178.0,27.0,121.0
OR|rank|wc:ba-fs|OR|1|2|0.99|6|-,25.0,189.0,33.0,129.0
AND|rank|wc:ba-fs|AND|1|2|0.99|6|-,0.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|1|2|0.99|6|4-16,16.0,166.0,23.0,110.0
OR|rank|wc:ba-fs|OR|1|2|0.99|6|4-24,24.0,181.0,32.0,124.0
OR|rank|wc:ba-fs|OR|1|2|0.99|6|6-20,19.0,178.0,27.0,121.0
OR|rank|wc:ba-fs|OR|1|3|0.99|2|6-20,3.0,7.0,6.0,6.0
OR|rank|wc:ba-fs|OR|1|3|0.99|4|6-20,3.0,7.0,6.0,6.0
OR|rank|wc:ba-fs|OR|1|3|0.99|6|-,4.0,8.0,6.0,7.0
OR|rank|wc:ba-fs|OR|1|3|0.99|6|4-16,3.0,6.0,4.0,5.0
OR|rank|wc:ba-fs|OR|1|3|0.99|6|4-24,4.0,7.0,6.0,6.0
OR|rank|wc:ba-fs|OR|1|3|0.99|6|6-20,3.0,7.0,6.0,6.0
OR|rank|wc:ba-fs|OR|1|1|0.995|2|-,40.0,1224.0,61.0,934.0
AND|rank|wc:ba-fs|AND|1|1|0.995|2|-,2.0,7.0,1.0,5.0
OR|rank|wc:ba-fs|OR|1|2|0.995|2|-,15.0,105.0,19.0,89.0
OR|rank|wc:ba-fs|OR|1|3|0.995|2|-,2.0,6.0,5.0,7.0
OR|rank|wc:ba-fs|OR|1|1|0.995|2|4-16,25.0,923.0,43.0,627.0
AND|rank|wc:ba-fs|AND|1|1|0.995|2|4-16,1.0,1.0,1.0,0.0
OR|rank|wc:ba-fs|OR|1|1|0.995|2|4-24,37.0,967.0,57.0,659.0
AND|rank|wc:ba-fs|AND|1|1|0.995|2|4-24,2.0,5.0,1.0,5.0
OR|rank|wc:ba-fs|OR|1|1|0.995|4|-,39.0,983.0,59.0,668.0
AND|rank|wc:ba-fs|AND|1|1|0.995|4|-,2.0,7.0,1.0,5.0
OR|rank|wc:ba-fs|OR|1|1|0.995|4|4-16,25.0,923.0,43.0,627.0
AND|rank|wc:ba-fs|AND|1|1|0.995|4|4-16,1.0,1.0,1.0,0.0
OR|rank|wc:ba-fs|OR|1|1|0.995|4|4-24,37.0,967.0,57.0,659.0
AND|rank|wc:ba-fs|AND|1|1|0.995|4|4-24,2.0,5.0,1.0,5.0
OR|rank|wc:ba-fs|OR|1|2|0.995|2|4-16,11.0,91.0,14.0,76.0
OR|rank|wc:ba-fs|OR|1|2|0.995|2|4-24,15.0,94.0,19.0,79.0
OR|rank|wc:ba-fs|OR|1|2|0.995|4|-,15.0,97.0,19.0,81.0
OR|rank|wc:ba-fs|OR|1|2|0.995|4|4-16,11.0,91.0,14.0,76.0
OR|rank|wc:ba-fs|OR|1|2|0.995|4|4-24,15.0,94.0,19.0,79.0
OR|rank|wc:ba-fs|OR|1|3|0.995|2|4-16,2.0,5.0,3.0,6.0
OR|rank|wc:ba-fs|OR|1|3|0.995|2|4-24,2.0,6.0,5.0,7.0
OR|rank|wc:ba-fs|OR|1|3|0.995|4|-,2.0,6.0,5.0,7.0
OR|rank|wc:ba-fs|OR|1|3|0.995|4|4-16,2.0,5.0,3.0,6.0
OR|rank|wc:ba-fs|OR|1|3|0.995|4|4-24,2.0,6.0,5.0,7.0
OR|rank|wc:ba-fs|OR|1|1|0.995|2|8-24,35.0,509.0,52.0,232.0
AND|rank|wc:ba-fs|AND|1|1|0.995|2|8-24,2.0,2.0,1.0,1.0
OR|rank|wc:ba-fs|OR|1|1|0.995|4|8-24,35.0,509.0,52.0,232.0
AND|rank|wc:ba-fs|AND|1|1|0.995|4|8-24,2.0,2.0,1.0,1.0
OR|rank|wc:ba-fs|OR|1|1|0.995|6|8-24,35.0,509.0,52.0,232.0
AND|rank|wc:ba-fs|AND|1|1|0.995|6|8-24,2.0,2.0,1.0,1.0
OR|rank|wc:ba-fs|OR|1|2|0.995|2|8-24,15.0,39.0,19.0,35.0
OR|rank|wc:ba-fs|OR|1|2|0.995|4|8-24,15.0,39.0,19.0,35.0
OR|rank|wc:ba-fs|OR|1|2|0.995|6|8-24,15.0,39.0,19.0,35.0
OR|rank|wc:ba-fs|OR|1|3|0.995|2|8-24,2.0,1.0,5.0,2.0
OR|rank|wc:ba-fs|OR|1|3|0.995|4|8-24,2.0,1.0,5.0,2.0
OR|rank|wc:ba-fs|OR|1|3|0.995|6|8-24,2.0,1.0,5.0,2.0
OR|rank|wc:ba-fs|OR|1|1|0.995|2|6-20,28.0,748.0,48.0,417.0
AND|rank|wc:ba-fs|AND|1|1|0.995|2|6-20,1.0,3.0,1.0,2.0
OR|rank|wc:ba-fs|OR|1|1|0.995|4|6-20,28.0,748.0,48.0,417.0
AND|rank|wc:ba-fs|AND|1|1|0.995|4|6-20,1.0,3.0,1.0,2.0
OR|rank|wc:ba-fs|OR|1|1|0.995|6|-,37.0,773.0,56.0,434.0
AND|rank|wc:ba-fs|AND|1|1|0.995|6|-,2.0,5.0,1.0,2.0
OR|rank|wc:ba-fs|OR|1|1|0.995|6|4-16,23.0,711.0,40.0,390.0
AND|rank|wc:ba-fs|AND|1|1|0.995|6|4-16,1.0,1.0,1.0,0.0
OR|rank|wc:ba-fs|OR|1|1|0.995|6|4-24,35.0,757.0,54.0,425.0
AND|rank|wc:ba-fs|AND|1|1|0.995|6|4-24,2.0,3.0,1.0,2.0
OR|rank|wc:ba-fs|OR|1|1|0.995|6|6-20,28.0,748.0,48.0,417.0
AND|rank|wc:ba-fs|AND|1|1|0.995|6|6-20,1.0,3.0,1.0,2.0
OR|rank|wc:ba-fs|OR|1|2|0.995|2|6-20,12.0,60.0,17.0,45.0
OR|rank|wc:ba-fs|OR|1|2|0.995|4|6-20,12.0,60.0,17.0,45.0
OR|rank|wc:ba-fs|OR|1|2|0.995|6|-,15.0,65.0,19.0,49.0
OR|rank|wc:ba-fs|OR|1|2|0.995|6|4-16,11.0,59.0,14.0,44.0
OR|rank|wc:ba-fs|OR|1|2|0.995|6|4-24,15.0,62.0,19.0,47.0
OR|rank|wc:ba-fs|OR|1|2|0.995|6|6-20,12.0,60.0,17.0,45.0
OR|rank|wc:ba-fs|OR|1|3|0.995|2|6-20,2.0,1.0,5.0,2.0
OR|rank|wc:ba-fs|OR|1|3|0.995|4|6-20,2.0,1.0,5.0,2.0
OR|rank|wc:ba-fs|OR|1|3|0.995|6|-,2.0,1.0,5.0,2.0
OR|rank|wc:ba-fs|OR|1|3|0.995|6|4-16,2.0,0.0,3.0,1.0
OR|rank|wc:ba-fs|OR|1|3|0.995|6|4-24,2.0,1.0,5.0,2.0
OR|rank|wc:ba-fs|OR|1|3|0.995|6|6-20,2.0,1.0,5.0,2.0
OR|rank|wc:ba-fs|OR|1|1|0.998|2|-,29.0,494.0,39.0,370.0
OR|rank|wc:ba-fs|OR|1|2|0.998|2|-,5.0,32.0,6.0,26.0
OR|rank|wc:ba-fs|OR|1|3|0.998|2|-,2.0,0.0,2.0,0.0
OR|rank|wc:ba-fs|OR|1|1|0.998|2|4-16,18.0,370.0,24.0,251.0
OR|rank|wc:ba-fs|OR|1|1|0.998|2|4-24,28.0,379.0,35.0,255.0
OR|rank|wc:ba-fs|OR|1|1|0.998|4|-,29.0,388.0,36.0,259.0
OR|rank|wc:ba-fs|OR|1|1|0.998|4|4-16,18.0,370.0,24.0,251.0
OR|rank|wc:ba-fs|OR|1|1|0.998|4|4-24,28.0,379.0,35.0,255.0
OR|rank|wc:ba-fs|OR|1|2|0.998|2|4-16,3.0,29.0,3.0,23.0
OR|rank|wc:ba-fs|OR|1|2|0.998|2|4-24,5.0,29.0,5.0,23.0
OR|rank|wc:ba-fs|OR|1|2|0.998|4|-,5.0,29.0,6.0,23.0
OR|rank|wc:ba-fs|OR|1|2|0.998|4|4-16,3.0,29.0,3.0,23.0
OR|rank|wc:ba-fs|OR|1|2|0.998|4|4-24,5.0,29.0,5.0,23.0
OR|rank|wc:ba-fs|OR|1|3|0.998|2|4-24,2.0,0.0,2.0,0.0
OR|rank|wc:ba-fs|OR|1|3|0.998|4|-,2.0,0.0,2.0,0.0
OR|rank|wc:ba-fs|OR|1|3|0.998|4|4-24,2.0,0.0,2.0,0.0
OR|rank|wc:ba-fs|OR|1|1|0.998|2|8-24,26.0,177.0,33.0,71.0
OR|rank|wc:ba-fs|OR|1|1|0.998|4|8-24,26.0,177.0,33.0,71.0
OR|rank|wc:ba-fs|OR|1|1|0.998|6|8-24,26.0,177.0,33.0,71.0
OR|rank|wc:ba-fs|OR|1|2|0.998|2|8-24,5.0,15.0,5.0,13.0
OR|rank|wc:ba-fs|OR|1|2|0.998|4|8-24,5.0,15.0,5.0,13.0
OR|rank|wc:ba-fs|OR|1|2|0.998|6|8-24,5.0,15.0,5.0,13.0
OR|rank|wc:ba-fs|OR|1|3|0.998|2|8-24,2.0,0.0,2.0,0.0
OR|rank|wc:ba-fs|OR|1|3|0.998|4|8-24,2.0,0.0,2.0,0.0
OR|rank|wc:ba-fs|OR|1|3|0.998|6|8-24,2.0,0.0,2.0,0.0
OR|rank|wc:ba-fs|OR|1|1|0.998|2|6-20,19.0,278.0,28.0,149.0
OR|rank|wc:ba-fs|OR|1|1|0.998|4|6-20,19.0,278.0,28.0,149.0
OR|rank|wc:ba-fs|OR|1|1|0.998|6|-,27.0,289.0,34.0,155.0
OR|rank|wc:ba-fs|OR|1|1|0.998|6|4-16,16.0,271.0,22.0,147.0
OR|rank|wc:ba-fs|OR|1|1|0.998|6|4-24,26.0,280.0,33.0,151.0
OR|rank|wc:ba-fs|OR|1|1|0.998|6|6-20,19.0,278.0,28.0,149.0
OR|rank|wc:ba-fs|OR|1|2|0.998|2|6-20,4.0,21.0,5.0,15.0
OR|rank|wc:ba-fs|OR|1|2|0.998|4|6-20,4.0,21.0,5.0,15.0
OR|rank|wc:ba-fs|OR|1|2|0.998|6|-,5.0,21.0,6.0,15.0
OR|rank|wc:ba-fs|OR|1|2|0.998|6|4-16,3.0,21.0,3.0,15.0
OR|rank|wc:ba-fs|OR|1|2|0.998|6|4-24,5.0,21.0,5.0,15.0
OR|rank|wc:ba-fs|OR|1|2|0.998|6|6-20,4.0,21.0,5.0,15.0
OR|rank|wc:ba-fs|OR|1|3|0.998|2|6-20,2.0,0.0,2.0,0.0
OR|rank|wc:ba-fs|OR|1|3|0.998|4|6-20,2.0,0.0,2.0,0.0
OR|rank|wc:ba-fs|OR|1|3|0.998|6|-,2.0,0.0,2.0,0.0
OR|rank|wc:ba-fs|OR|1|3|0.998|6|4-24,2.0,0.0,2.0,0.0
OR|rank|wc:ba-fs|OR|1|3|0.998|6|6-20,2.0,0.0,2.0,0.0
OR|rank|wc:ba-fs|OR|1|1|0.999|2|-,15.0,247.0,18.0,179.0
OR|rank|wc:ba-fs|OR|1|2|0.999|2|-,2.0,16.0,2.0,14.0
OR|rank|wc:ba-fs|OR|1|1|0.999|2|4-16,10.0,182.0,12.0,117.0
OR|rank|wc:ba-fs|OR|1|1|0.999|2|4-24,14.0,188.0,17.0,118.0
OR|rank|wc:ba-fs|OR|1|1|0.999|4|-,15.0,192.0,17.0,121.0
OR|rank|wc:ba-fs|OR|1|1|0.999|4|4-16,10.0,182.0,12.0,117.0
OR|rank|wc:ba-fs|OR|1|1|0.999|4|4-24,14.0,188.0,17.0,118.0
OR|rank|wc:ba-fs|OR|1|2|0.999|2|4-16,1.0,16.0,1.0,14.0
OR|rank|wc:ba-fs|OR|1|2|0.999|2|4-24,2.0,16.0,2.0,14.0
OR|rank|wc:ba-fs|OR|1|2|0.999|4|-,2.0,16.0,2.0,14.0
OR|rank|wc:ba-fs|OR|1|2|0.999|4|4-16,1.0,16.0,1.0,14.0
OR|rank|wc:ba-fs|OR|1|2|0.999|4|4-24,2.0,16.0,2.0,14.0
OR|rank|wc:ba-fs|OR|1|1|0.999|2|8-24,13.0,89.0,16.0,32.0
OR|rank|wc:ba-fs|OR|1|1|0.999|4|8-24,13.0,89.0,16.0,32.0
OR|rank|wc:ba-fs|OR|1|1|0.999|6|8-24,13.0,89.0,16.0,32.0
OR|rank|wc:ba-fs|OR|1|2|0.999|2|8-24,2.0,7.0,2.0,7.0
OR|rank|wc:ba-fs|OR|1|2|0.999|4|8-24,2.0,7.0,2.0,7.0
OR|rank|wc:ba-fs|OR|1|2|0.999|6|8-24,2.0,7.0,2.0,7.0
OR|rank|wc:ba-fs|OR|1|1|0.999|2|6-20,10.0,140.0,13.0,70.0
OR|rank|wc:ba-fs|OR|1|1|0.999|4|6-20,10.0,140.0,13.0,70.0
OR|rank|wc:ba-fs|OR|1|1|0.999|6|-,14.0,144.0,16.0,73.0
OR|rank|wc:ba-fs|OR|1|1|0.999|6|4-16,9.0,134.0,11.0,69.0
OR|rank|wc:ba-fs|OR|1|1|0.999|6|4-24,13.0,140.0,16.0,70.0
OR|rank|wc:ba-fs|OR|1|1|0.999|6|6-20,10.0,140.0,13.0,70.0
OR|rank|wc:ba-fs|OR|1|2|0.999|2|6-20,1.0,10.0,1.0,8.0
OR|rank|wc:ba-fs|OR|1|2|0.999|4|6-20,1.0,10.0,1.0,8.0
OR|rank|wc:ba-fs|OR|1|2|0.999|6|-,2.0,10.0,2.0,8.0
OR|rank|wc:ba-fs|OR|1|2|0.999|6|4-16,1.0,10.0,1.0,8.0
OR|rank|wc:ba-fs|OR|1|2|0.999|6|4-24,2.0,10.0,2.0,8.0
OR|rank|wc:ba-fs|OR|1|2|0.999|6|6-20,1.0,10.0,1.0,8.0
OR|rank|wc:ba-fs|OR|2|1|0.98|2|-,53.0,3667.0,86.0,2384.0
AND|rank|wc:ba-fs|AND|2|1|0.98|2|-,6.0,85.0,14.0,45.0
OR|rank|wc:ba-fs|OR|2|2|0.98|2|-,32.0,1189.0,52.0,840.0
AND|rank|wc:ba-fs|AND|2|2|0.98|2|-,2.0,6.0,3.0,0.0
OR|rank|wc:ba-fs|OR|2|3|0.98|2|-,19.0,217.0,18.0,134.0
AND|rank|wc:ba-fs|AND|2|3|0.98|2|-,1.0,2.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|1|0.98|2|4-16,36.0,3027.0,66.0,1696.0
AND|rank|wc:ba-fs|AND|2|1|0.98|2|4-16,0.0,4.0,2.0,2.0
OR|rank|wc:ba-fs|OR|2|1|0.98|2|4-24,49.0,3173.0,83.0,1770.0
AND|rank|wc:ba-fs|AND|2|1|0.98|2|4-24,4.0,44.0,12.0,42.0
OR|rank|wc:ba-fs|OR|2|1|0.98|4|-,52.0,3215.0,85.0,1775.0
AND|rank|wc:ba-fs|AND|2|1|0.98|4|-,6.0,85.0,14.0,45.0
OR|rank|wc:ba-fs|OR|2|1|0.98|4|4-16,36.0,3027.0,66.0,1696.0
AND|rank|wc:ba-fs|AND|2|1|0.98|4|4-16,0.0,4.0,2.0,2.0
OR|rank|wc:ba-fs|OR|2|1|0.98|4|4-24,49.0,3173.0,83.0,1770.0
AND|rank|wc:ba-fs|AND|2|1|0.98|4|4-24,4.0,44.0,12.0,42.0
OR|rank|wc:ba-fs|OR|2|2|0.98|2|4-16,21.0,954.0,38.0,575.0
OR|rank|wc:ba-fs|OR|2|2|0.98|2|4-24,30.0,983.0,52.0,594.0
AND|rank|wc:ba-fs|AND|2|2|0.98|2|4-24,2.0,2.0,2.0,0.0
OR|rank|wc:ba-fs|OR|2|2|0.98|4|-,32.0,1002.0,52.0,599.0
AND|rank|wc:ba-fs|AND|2|2|0.98|4|-,2.0,6.0,2.0,0.0
OR|rank|wc:ba-fs|OR|2|2|0.98|4|4-16,21.0,954.0,38.0,575.0
OR|rank|wc:ba-fs|OR|2|2|0.98|4|4-24,30.0,983.0,52.0,594.0
AND|rank|wc:ba-fs|AND|2|2|0.98|4|4-24,2.0,2.0,2.0,0.0
OR|rank|wc:ba-fs|OR|2|3|0.98|2|4-16,7.0,123.0,9.0,52.0
OR|rank|wc:ba-fs|OR|2|3|0.98|2|4-24,13.0,140.0,16.0,63.0
AND|rank|wc:ba-fs|AND|2|3|0.98|2|4-24,1.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|3|0.98|4|-,18.0,147.0,17.0,65.0
AND|rank|wc:ba-fs|AND|2|3|0.98|4|-,1.0,2.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|3|0.98|4|4-16,7.0,123.0,9.0,52.0
OR|rank|wc:ba-fs|OR|2|3|0.98|4|4-24,13.0,140.0,16.0,63.0
AND|rank|wc:ba-fs|AND|2|3|0.98|4|4-24,1.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|1|0.98|2|8-24,45.0,2424.0,76.0,783.0
AND|rank|wc:ba-fs|AND|2|1|0.98|2|8-24,4.0,34.0,12.0,32.0
OR|rank|wc:ba-fs|OR|2|1|0.98|4|8-24,45.0,2424.0,76.0,783.0
AND|rank|wc:ba-fs|AND|2|1|0.98|4|8-24,4.0,34.0,12.0,32.0
OR|rank|wc:ba-fs|OR|2|1|0.98|6|8-24,45.0,2424.0,76.0,783.0
AND|rank|wc:ba-fs|AND|2|1|0.98|6|8-24,4.0,34.0,12.0,32.0
OR|rank|wc:ba-fs|OR|2|2|0.98|2|8-24,27.0,601.0,47.0,257.0
AND|rank|wc:ba-fs|AND|2|2|0.98|2|8-24,2.0,2.0,2.0,0.0
OR|rank|wc:ba-fs|OR|2|2|0.98|4|8-24,27.0,601.0,47.0,257.0
AND|rank|wc:ba-fs|AND|2|2|0.98|4|8-24,2.0,2.0,2.0,0.0
OR|rank|wc:ba-fs|OR|2|2|0.98|6|8-24,27.0,601.0,47.0,257.0
AND|rank|wc:ba-fs|AND|2|2|0.98|6|8-24,2.0,2.0,2.0,0.0
OR|rank|wc:ba-fs|OR|2|3|0.98|2|8-24,12.0,73.0,15.0,35.0
AND|rank|wc:ba-fs|AND|2|3|0.98|2|8-24,1.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|3|0.98|4|8-24,12.0,73.0,15.0,35.0
AND|rank|wc:ba-fs|AND|2|3|0.98|4|8-24,1.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|3|0.98|6|8-24,12.0,73.0,15.0,35.0
AND|rank|wc:ba-fs|AND|2|3|0.98|6|8-24,1.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|1|0.98|2|6-20,44.0,2849.0,78.0,1229.0
AND|rank|wc:ba-fs|AND|2|1|0.98|2|6-20,3.0,30.0,12.0,27.0
OR|rank|wc:ba-fs|OR|2|1|0.98|4|6-20,44.0,2849.0,78.0,1229.0
AND|rank|wc:ba-fs|AND|2|1|0.98|4|6-20,3.0,30.0,12.0,27.0
OR|rank|wc:ba-fs|OR|2|1|0.98|6|-,51.0,2922.0,84.0,1251.0
AND|rank|wc:ba-fs|AND|2|1|0.98|6|-,6.0,83.0,14.0,43.0
OR|rank|wc:ba-fs|OR|2|1|0.98|6|4-16,35.0,2730.0,65.0,1167.0
AND|rank|wc:ba-fs|AND|2|1|0.98|6|4-16,0.0,4.0,2.0,2.0
OR|rank|wc:ba-fs|OR|2|1|0.98|6|4-24,48.0,2879.0,82.0,1245.0
AND|rank|wc:ba-fs|AND|2|1|0.98|6|4-24,4.0,43.0,12.0,41.0
OR|rank|wc:ba-fs|OR|2|1|0.98|6|6-20,44.0,2849.0,78.0,1229.0
AND|rank|wc:ba-fs|AND|2|1|0.98|6|6-20,3.0,30.0,12.0,27.0
OR|rank|wc:ba-fs|OR|2|2|0.98|2|6-20,22.0,836.0,43.0,431.0
AND|rank|wc:ba-fs|AND|2|2|0.98|2|6-20,0.0,2.0,2.0,0.0
OR|rank|wc:ba-fs|OR|2|2|0.98|4|6-20,22.0,836.0,43.0,431.0
AND|rank|wc:ba-fs|AND|2|2|0.98|4|6-20,0.0,2.0,2.0,0.0
OR|rank|wc:ba-fs|OR|2|2|0.98|6|-,30.0,859.0,49.0,439.0
AND|rank|wc:ba-fs|AND|2|2|0.98|6|-,2.0,6.0,2.0,0.0
OR|rank|wc:ba-fs|OR|2|2|0.98|6|4-16,19.0,810.0,35.0,414.0
OR|rank|wc:ba-fs|OR|2|2|0.98|6|4-24,28.0,840.0,49.0,434.0
AND|rank|wc:ba-fs|AND|2|2|0.98|6|4-24,2.0,2.0,2.0,0.0
OR|rank|wc:ba-fs|OR|2|2|0.98|6|6-20,22.0,836.0,43.0,431.0
AND|rank|wc:ba-fs|AND|2|2|0.98|6|6-20,0.0,2.0,2.0,0.0
OR|rank|wc:ba-fs|OR|2|3|0.98|2|6-20,8.0,120.0,14.0,43.0
OR|rank|wc:ba-fs|OR|2|3|0.98|4|6-20,8.0,120.0,14.0,43.0
OR|rank|wc:ba-fs|OR|2|3|0.98|6|-,18.0,130.0,17.0,48.0
AND|rank|wc:ba-fs|AND|2|3|0.98|6|-,1.0,2.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|3|0.98|6|4-16,7.0,106.0,9.0,35.0
OR|rank|wc:ba-fs|OR|2|3|0.98|6|4-24,13.0,123.0,16.0,46.0
AND|rank|wc:ba-fs|AND|2|3|0.98|6|4-24,1.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|3|0.98|6|6-20,8.0,120.0,14.0,43.0
OR|rank|wc:ba-fs|OR|2|1|0.99|2|-,43.0,2097.0,66.0,1289.0
AND|rank|wc:ba-fs|AND|2|1|0.99|2|-,2.0,26.0,4.0,14.0
OR|rank|wc:ba-fs|OR|2|2|0.99|2|-,20.0,424.0,29.0,251.0
AND|rank|wc:ba-fs|AND|2|2|0.99|2|-,2.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|3|0.99|2|-,8.0,40.0,8.0,19.0
AND|rank|wc:ba-fs|AND|2|3|0.99|2|-,1.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|1|0.99|2|4-16,28.0,1678.0,49.0,858.0
AND|rank|wc:ba-fs|AND|2|1|0.99|2|4-16,0.0,4.0,0.0,2.0
OR|rank|wc:ba-fs|OR|2|1|0.99|2|4-24,40.0,1757.0,65.0,900.0
AND|rank|wc:ba-fs|AND|2|1|0.99|2|4-24,2.0,14.0,4.0,12.0
OR|rank|wc:ba-fs|OR|2|1|0.99|4|-,42.0,1793.0,65.0,905.0
AND|rank|wc:ba-fs|AND|2|1|0.99|4|-,2.0,26.0,4.0,14.0
OR|rank|wc:ba-fs|OR|2|1|0.99|4|4-16,28.0,1678.0,49.0,858.0
AND|rank|wc:ba-fs|AND|2|1|0.99|4|4-16,0.0,4.0,0.0,2.0
OR|rank|wc:ba-fs|OR|2|1|0.99|4|4-24,40.0,1757.0,65.0,900.0
AND|rank|wc:ba-fs|AND|2|1|0.99|4|4-24,2.0,14.0,4.0,12.0
OR|rank|wc:ba-fs|OR|2|2|0.99|2|4-16,14.0,319.0,22.0,153.0
OR|rank|wc:ba-fs|OR|2|2|0.99|2|4-24,17.0,335.0,29.0,161.0
AND|rank|wc:ba-fs|AND|2|2|0.99|2|4-24,2.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|2|0.99|4|-,20.0,346.0,29.0,163.0
AND|rank|wc:ba-fs|AND|2|2|0.99|4|-,2.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|2|0.99|4|4-16,14.0,319.0,22.0,153.0
OR|rank|wc:ba-fs|OR|2|2|0.99|4|4-24,17.0,335.0,29.0,161.0
AND|rank|wc:ba-fs|AND|2|2|0.99|4|4-24,2.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|3|0.99|2|4-16,4.0,20.0,4.0,2.0
OR|rank|wc:ba-fs|OR|2|3|0.99|2|4-24,6.0,30.0,8.0,9.0
OR|rank|wc:ba-fs|OR|2|3|0.99|4|-,8.0,30.0,8.0,9.0
AND|rank|wc:ba-fs|AND|2|3|0.99|4|-,1.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|3|0.99|4|4-16,4.0,20.0,4.0,2.0
OR|rank|wc:ba-fs|OR|2|3|0.99|4|4-24,6.0,30.0,8.0,9.0
OR|rank|wc:ba-fs|OR|2|1|0.99|2|8-24,36.0,1310.0,59.0,385.0
AND|rank|wc:ba-fs|AND|2|1|0.99|2|8-24,2.0,10.0,4.0,8.0
OR|rank|wc:ba-fs|OR|2|1|0.99|4|8-24,36.0,1310.0,59.0,385.0
AND|rank|wc:ba-fs|AND|2|1|0.99|4|8-24,2.0,10.0,4.0,8.0
OR|rank|wc:ba-fs|OR|2|1|0.99|6|8-24,36.0,1310.0,59.0,385.0
AND|rank|wc:ba-fs|AND|2|1|0.99|6|8-24,2.0,10.0,4.0,8.0
OR|rank|wc:ba-fs|OR|2|2|0.99|2|8-24,17.0,230.0,29.0,78.0
AND|rank|wc:ba-fs|AND|2|2|0.99|2|8-24,2.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|2|0.99|4|8-24,17.0,230.0,29.0,78.0
AND|rank|wc:ba-fs|AND|2|2|0.99|4|8-24,2.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|2|0.99|6|8-24,17.0,230.0,29.0,78.0
AND|rank|wc:ba-fs|AND|2|2|0.99|6|8-24,2.0,0.0,0.0,0.0
OR|rank|wc:ba-fs|OR|2|3|0.99|2|8-24,6.0,20.0,8.0,9.0
OR|rank|wc:ba-fs|OR|2|3|0.99|4|8-24,6.0,20.0,8.0,9.0
OR|rank|wc:ba-fs|OR|2|3|0.99|6|8-24,6.0,20.0,8.0,9.0
OR|rank|wc:ba-fs|OR|2|1|0.99|2|6-20,30.0,1551.0,56.0,620.0
AND|rank|wc:ba-fs|AND|2|1|0.99|2|6-20,0.0,7.0,4.0,5.0
OR|rank|wc:ba-fs|OR|2|1|0.99|4|6-20,30.0,1551.0,56.0,620.0
AND|rank|wc:ba-fs|AND|2|1|0.99|4|6-20,0.0,7.0,4.0,5.0
OR|rank|wc:ba-fs|OR|2|1|0.99|6|-,39.0,1599.0,62.0,632.0
AND|rank|wc:ba-fs|AND|2|1|0.99|6|-,2.0,26.0,4.0,14.0
OR|rank|wc:ba-fs|OR|2|1|0.99|6|4-16,25.0,1484.0,46.0,585.0
AND|rank|wc:ba-fs|AND|2|1|0.99|6|4-16,0.0,4.0,0.0,2.0
OR|rank|wc:ba-fs|OR|2|1|0.99|6|4-24,37.0,1563.0,62.0,627.0
AND|rank|wc:ba-fs|AND|2|1|0.99|6|4-24,2.0,14.0,4.0,12.0
