a,b,chunk,gain,lo,hi,sig,abs_a,abs_b,abs_diff,n,n_task
bnd:front_state,wc:back_state,20,-0.04417741786495055,-0.14847883237466206,0.08910236976583916,False,0.04995843212119344,0.06647781506912587,0.022300397204175315,2776,33
bnd:front_state,wc:back_action,5,-0.011618740481949275,-0.07021009161035818,0.029528252678449964,False,0.03168503090567054,0.03267042909612111,0.021051688614171837,14800,37
bnd:front_state,wc:back_action,7,-0.0026415658150306665,-0.05923489907131696,0.025529204497434423,False,0.0007799193186911468,0.02291647990437773,0.020274914089347063,14663,37
bnd:front_state,wc:back_action,9,-0.02947378677263779,-0.11168051357845177,0.021783581650886775,False,0.013421534307209382,0.06633515906101461,0.036861372288376826,11804,36
bnd:front_state,wc:back_action,12,-0.012820627682163133,-0.04972807367004594,0.023507530671991145,False,0.06028203589059017,0.028817294856518294,0.047461408208427036,8342,35
bnd:front_state,wc:back_action,16,0.0010907782819082334,-0.08148572462815362,0.039779208252240135,False,0.03652366640751015,0.07876231477076245,0.07985309305267069,3554,33
bnd:front_state,wc:back_action,20,-0.03400098531268281,-0.10825505172581278,0.07797695454288589,False,0.04995843212119344,0.03490162268682451,0.015957446808510634,2776,33
bnd:front_action,bnd:back_state,5,-0.008229567917823755,-0.04513256457156027,0.0336329076538491,False,0.0013944877422437107,0.07599808892472154,0.06776852100689779,14800,37
bnd:front_action,bnd:back_state,7,-0.01713431943821897,-0.06460953756331429,0.011512291747336268,False,0.06181682354698936,0.032580307784252194,0.04468250410877039,14663,37
bnd:front_action,bnd:back_state,9,-0.09842922463410053,-0.20043033801490237,-0.01126635003723157,False,0.10794643913506441,0.03828112494519342,0.009517214500963878,11804,36
bnd:front_action,bnd:back_state,12,0.004891727962586356,-0.03727308809734709,0.03722843670487519,False,0.02448103783473843,0.0823396077658421,0.08723133572842845,8342,35
bnd:front_action,bnd:back_state,16,-0.01964561309862256,-0.09770144710685495,0.09189987110076159,False,0.14466156863200152,0.02605683651090196,0.12501595553337896,3554,33
bnd:front_action,bnd:back_state,20,0.009268097422791444,-0.0993309394371839,0.08866908108886616,False,0.021415155340702596,0.06643162853711859,0.07569972595991004,2776,33
bnd:front_action,bnd:back_action,5,-0.004589566723401717,-0.048493677831671245,0.02143050485628517,False,0.0013944877422437107,0.017602794947594758,0.01301322822419304,14800,37
bnd:front_action,bnd:back_action,7,-0.028313163006125797,-0.1294011720298674,0.02679837679713131,False,0.06181682354698936,0.06022112655012701,0.03350366054086357,14663,37
bnd:front_action,bnd:back_action,9,-0.09399249758154876,-0.21041630174393214,-0.02752305331781946,False,0.10794643913506441,0.11816309060666585,0.024170593025117093,11804,36
bnd:front_action,bnd:back_action,12,-0.021564815395504255,-0.11827899345618753,0.021831486743553747,False,0.02448103783473843,0.021067579311395246,0.002916222439234173,8342,35
bnd:front_action,bnd:back_action,16,-0.11297097833528674,-0.19100083055318748,0.03800572870740191,False,0.14466156863200152,0.16479455075020022,0.05182357241491348,3554,33
bnd:front_action,bnd:back_action,20,-0.006058133448286429,-0.12352678138168793,0.03034443441893981,False,0.021415155340702596,0.013778982048834543,0.015357021892416167,2776,33
bnd:front_action,wc:front_state,5,0.009313505927319443,-0.0442115615470383,0.031797621421026066,False,0.0013944877422437107,0.031679058795425374,0.04099256472274482,14800,37
bnd:front_action,wc:front_state,7,-0.040086657702076756,-0.11140958513848158,0.005115817046561349,False,0.06181682354698936,0.0007978484984311751,0.021730165844912608,14663,37
bnd:front_action,wc:front_state,9,-0.06923382073534834,-0.1754106465133208,-0.00039584207137876107,False,0.10794643913506441,0.013442413022750843,0.03871261839971607,11804,36
bnd:front_action,wc:front_state,12,0.034546708834675754,-0.06777675143386189,0.04721378927987318,False,0.02448103783473843,0.06030891351675821,0.09485562235143397,8342,35
bnd:front_action,wc:front_state,16,-0.015584204602155927,-0.057958228381097085,0.061331590427959395,False,0.14466156863200152,0.03653527043178573,0.1290773640298456,3554,33
bnd:front_action,wc:front_state,20,0.007474520429842646,-0.10499820028350745,0.06240107695922003,False,0.021415155340702596,0.04995843212119344,0.05743295255103609,2776,33
bnd:front_action,wc:front_action,5,0.008719280957926512,-0.04987196001353521,0.03343148968862747,False,0.0013944877422437107,0.03391262802711337,0.04263190898503988,14800,37
bnd:front_action,wc:front_action,7,-0.0557448080083669,-0.14445100720926368,0.02028459354014746,False,0.06181682354698936,0.026777229941730152,0.006072015538622466,14663,37
bnd:front_action,wc:front_action,9,-0.09766367173091511,-0.209620549998088,-0.009464922289105704,False,0.10794643913506441,0.06273010084419606,0.010282767404149296,11804,36
bnd:front_action,wc:front_action,12,0.027097126781762626,-0.06375514842813879,0.06685638303932684,False,0.02448103783473843,0.036737235367372334,0.06383436214913496,8342,35
bnd:front_action,wc:front_action,16,-0.01510263759471775,-0.07827816584949408,0.15616565073223676,False,0.14466156863200152,0.0049491163535514415,0.12955893103728378,3554,33
bnd:front_action,wc:front_action,20,0.003448594389875992,-0.07676668334550192,0.04494868588174096,False,0.021415155340702596,0.01307078855805649,0.024863749730578588,2776,33
bnd:front_action,wc:back_state,5,-0.008232553972946366,-0.04426202950565641,0.03349711713523,False,0.0013944877422437107,0.07606975424766343,0.06783720027471707,14800,37
bnd:front_action,wc:back_state,7,-0.017259823696399224,-0.06599533388458524,0.01205780581474486,False,0.06181682354698936,0.032592260570745546,0.04455699985059014,14663,37
bnd:front_action,wc:back_state,9,-0.09830047255492846,-0.1965266551164067,-0.01102156841502494,False,0.10794643913506441,0.03818369093933338,0.009645966580135945,11804,36
bnd:front_action,wc:back_state,12,0.005160504224266893,-0.04182830980089896,0.03580430229940307,False,0.02448103783473843,0.08225897488733797,0.08741947911160486,8342,35
bnd:front_action,wc:back_state,16,-0.019593394989382285,-0.09557962852104528,0.09807839929122257,False,0.14466156863200152,0.026358541142068093,0.12506817364261924,3554,33
bnd:front_action,wc:back_state,20,0.00949903008282782,-0.0996800536952254,0.08791612484683141,False,0.021415155340702596,0.06647781506912587,0.07597684515195369,2776,33
bnd:front_action,wc:back_action,5,-0.010836394039833996,-0.05098598922201292,0.0192155791507245,False,0.0013944877422437107,0.03267042909612111,0.021834035056287115,14800,37
bnd:front_action,wc:back_action,7,-0.05322575825489312,-0.14203909322156447,0.026010038095973943,False,0.06181682354698936,0.02291647990437773,0.008591065292096245,14663,37
bnd:front_action,wc:back_action,9,-0.10780376791219803,-0.20089854457948852,-0.008225148238718732,False,0.10794643913506441,0.06633515906101461,0.00014267122286637512,11804,36
bnd:front_action,wc:back_action,12,0.007821389214904495,-0.12010615011016577,0.020856789192651444,False,0.02448103783473843,0.028817294856518294,0.03663868407142279,8342,35
bnd:front_action,wc:back_action,16,-0.08916532253385467,-0.21407773583400547,0.10442219163220487,False,0.14466156863200152,0.07876231477076245,0.05549624609814685,3554,33
bnd:front_action,wc:back_action,20,0.016419312128583274,-0.08764037020553325,0.08035346347623268,False,0.021415155340702596,0.03490162268682451,0.05132093481540778,2776,33
bnd:back_state,bnd:back_action,5,-0.03062199528203291,-0.0855088472080787,0.03231347816851535,False,0.07599808892472154,0.017602794947594758,0.04537609364268863,14800,37
bnd:back_state,bnd:back_action,7,0.008280292843269088,-0.04518902753177384,0.0490018447666837,False,0.032580307784252194,0.06022112655012701,0.0685014193933961,14663,37
bnd:back_state,bnd:back_action,9,-0.0912156284145399,-0.17731957020135433,-0.022341648158456958,False,0.03828112494519342,0.11816309060666585,0.02694746219212596,11804,36
bnd:back_state,bnd:back_action,12,0.006737324959459612,-0.04054992449274162,0.03265536321618311,False,0.0823396077658421,0.021067579311395246,0.0890769327253017,8342,35
bnd:back_state,bnd:back_action,16,0.02769300393376417,-0.019961930473455944,0.0908137870803136,False,0.02605683651090196,0.16479455075020022,0.1924875546839644,3554,33
bnd:back_state,bnd:back_action,20,0.02143824860670629,-0.07557796903861838,0.10364168223640972,False,0.06643162853711859,0.013778982048834543,0.08786987714382488,2776,33
bnd:back_state,wc:front_state,5,-0.06304756785810267,-0.111474420328598,0.013621009240879854,False,0.07599808892472154,0.031679058795425374,0.01295052106661887,14800,37
bnd:back_state,wc:front_state,7,-0.00044822949350065144,-0.07637048711522672,0.034546128245064645,False,0.032580307784252194,0.0007978484984311751,0.03213207829075154,14663,37
bnd:back_state,wc:front_state,9,0.008000027838287349,-0.06549683458132294,0.04354591695905644,False,0.03828112494519342,0.013442413022750843,0.04628115278348077,11804,36
bnd:back_state,wc:front_state,12,-0.08207083150416156,-0.08679702973566976,0.03554989699262428,False,0.0823396077658421,0.06030891351675821,0.0002687762616805367,8342,35
bnd:back_state,wc:front_state,16,-0.03239263376538981,-0.15998975283977085,0.02777655432695019,False,0.02605683651090196,0.03653527043178573,0.004142636666395916,3554,33
bnd:back_state,wc:front_state,20,-0.04427748868429965,-0.14655479549785191,0.08941250139204104,False,0.06643162853711859,0.04995843212119344,0.022154139852818944,2776,33
bnd:back_state,wc:front_action,5,-0.055603332437516806,-0.08856814900391308,0.003651331927740603,False,0.07599808892472154,0.03391262802711337,0.020394756487204735,14800,37
bnd:back_state,wc:front_action,7,0.031770506499327666,-0.0397091088808127,0.05491675490469929,False,0.032580307784252194,0.026777229941730152,0.06435081428357986,14663,37
bnd:back_state,wc:front_action,9,-0.06058307292935339,-0.13636453288502515,0.007164723909848714,False,0.03828112494519342,0.06273010084419606,0.0021470279148426696,11804,36
bnd:back_state,wc:front_action,12,-0.03684026626768322,-0.08315130456717382,0.00022124952377819534,False,0.0823396077658421,0.036737235367372334,0.045499341498158874,8342,35
bnd:back_state,wc:front_action,16,0.01922786822470035,-0.07705313135440073,0.028155532625343985,False,0.02605683651090196,0.0049491163535514415,0.04528470473560231,3554,33
bnd:back_state,wc:front_action,20,0.00163192413092339,-0.08604186435726872,0.06855049099976201,False,0.06643162853711859,0.01307078855805649,0.06806355266804198,2776,33
bnd:back_state,wc:back_state,5,-0.07530233808116099,-0.10982364914774487,0.0014675858189517152,False,0.07599808892472154,0.07606975424766343,0.0007674161665024437,14800,37
bnd:back_state,wc:back_state,7,-0.023487225459435213,-0.08504111636269399,0.01713258028223467,False,0.032580307784252194,0.032592260570745546,0.009105035111310333,14663,37
bnd:back_state,wc:back_state,9,-0.035566891924808886,-0.1031565430700293,0.022328823004733746,False,0.03828112494519342,0.03818369093933338,0.0027142330203845377,11804,36
bnd:back_state,wc:back_state,12,-0.08118834944497699,-0.10975700019333567,-0.020258772997704202,False,0.0823396077658421,0.08225897488733797,0.0011512583208651006,8342,35
bnd:back_state,wc:back_state,16,0.004264478921289838,-0.1783179106374969,0.036818924118578365,False,0.02605683651090196,0.026358541142068093,0.03062302006335793,3554,33
bnd:back_state,wc:back_state,20,-0.04299966129876531,-0.0895130919454386,0.014215302550435568,False,0.06643162853711859,0.06647781506912587,0.023478153770360555,2776,33
bnd:back_state,wc:back_action,5,-0.04747529039386067,-0.09725558082309008,0.025272214096848156,False,0.07599808892472154,0.03267042909612111,0.02852279853086087,14800,37
bnd:back_state,wc:back_action,7,0.012329299267891836,-0.03644214472759494,0.048758579293978456,False,0.032580307784252194,0.02291647990437773,0.04490960705214403,14663,37
bnd:back_state,wc:back_action,9,-0.051424276378517264,-0.12566630516225713,0.011076763289309736,False,0.03828112494519342,0.06633515906101461,0.01491088268249735,11804,36
bnd:back_state,wc:back_action,12,-0.014612469426700192,-0.06729831235155,0.03606929270559903,False,0.0823396077658421,0.028817294856518294,0.0677271383391419,8342,35
bnd:back_state,wc:back_action,16,0.018113881894240957,-0.07566386804830855,0.04639207604165845,False,0.02605683651090196,0.07876231477076245,0.09687619666500341,3554,33
bnd:back_state,wc:back_action,20,-0.012955322228038302,-0.15076663417004696,0.03768209263553807,False,0.06643162853711859,0.03490162268682451,0.05347630630908029,2776,33
bnd:back_action,wc:front_state,5,-0.009361282809280669,-0.046526865319933684,0.02202910137970708,False,0.017602794947594758,0.031679058795425374,0.022317775986144706,14800,37
bnd:back_action,wc:front_state,7,-0.02884506200507997,-0.09438312664532111,0.01778899575467749,False,0.06022112655012701,0.0007978484984311751,0.031376064545047044,14663,37
bnd:back_action,wc:front_state,9,-0.06224641060081981,-0.15866259529564467,0.003301333739945536,False,0.11816309060666585,0.013442413022750843,0.05591668000584604,11804,36
bnd:back_action,wc:front_state,12,0.010665937984357166,-0.07961253935940046,0.03755136996187316,False,0.021067579311395246,0.06030891351675821,0.07097485150111538,8342,35
bnd:back_action,wc:front_state,16,0.01884493542360488,-0.04593545605202191,0.09480626998871684,False,0.16479455075020022,0.03653527043178573,0.1836394861738051,3554,33
bnd:back_action,wc:front_state,20,0.014687317178310844,-0.13367400594541914,0.05962292013092788,False,0.013778982048834543,0.04995843212119344,0.06464574929950428,2776,33
bnd:back_action,wc:front_action,5,-0.011084236615007903,-0.05183909014210044,0.031771156109054836,False,0.017602794947594758,0.03391262802711337,0.022828391412105464,14800,37
bnd:back_action,wc:front_action,7,-0.05216793665023156,-0.12776280287118597,0.021498595388530266,False,0.06022112655012701,0.026777229941730152,0.008053189899895452,14663,37
bnd:back_action,wc:front_action,9,-0.08649007913033191,-0.17988359049067473,-0.0034061479355951794,False,0.11816309060666585,0.06273010084419606,0.031673011476333945,11804,36
bnd:back_action,wc:front_action,12,0.027191198473350886,-0.05678178331488043,0.07456041332402776,False,0.021067579311395246,0.036737235367372334,0.06392843384072322,8342,35
bnd:back_action,wc:front_action,16,0.005773002077120282,-0.04923711120393891,0.11138835558462758,False,0.16479455075020022,0.0049491163535514415,0.1705675528273205,3554,33
bnd:back_action,wc:front_action,20,0.011500446469809411,-0.11121316276498011,0.03290602155948316,False,0.013778982048834543,0.01307078855805649,0.025279428518643954,2776,33
bnd:back_action,wc:back_state,5,-0.030747409597181197,-0.0888344689274459,0.03399211622706801,False,0.017602794947594758,0.07606975424766343,0.04532234465048224,14800,37
bnd:back_action,wc:back_state,7,0.008166741371582242,-0.04358779876891392,0.0528919481071984,False,0.06022112655012701,0.032592260570745546,0.06838786792170926,14663,37
bnd:back_action,wc:back_state,9,-0.09124694648785203,-0.17684400032777314,-0.02263928047651271,False,0.11816309060666585,0.03818369093933338,0.026916144118813823,11804,36
bnd:back_action,wc:back_state,12,0.006795559816157037,-0.040976576268085776,0.032841479184013186,False,0.021067579311395246,0.08225897488733797,0.089054534703495,8342,35
bnd:back_action,wc:back_state,16,0.0276697958852129,-0.020999457981606816,0.09175928759392851,False,0.16479455075020022,0.026358541142068093,0.19246434663541312,3554,33
bnd:back_action,wc:back_state,20,0.02135357329802623,-0.06947720349497134,0.11038100491461347,False,0.013778982048834543,0.06647781506912587,0.0878313883671521,2776,33
bnd:back_action,wc:back_action,5,-0.03005763086386576,-0.06760286572202316,0.035842455398013943,False,0.017602794947594758,0.03267042909612111,0.0026127982322553533,14800,37
bnd:back_action,wc:back_action,7,-0.03567309128940688,-0.12043464669798547,0.03499644022535408,False,0.06022112655012701,0.02291647990437773,0.024548035260720136,14663,37
bnd:back_action,wc:back_action,9,-0.06886844321337349,-0.15668270351122882,-0.01133220863039864,False,0.11816309060666585,0.06633515906101461,0.04929464739329237,11804,36
bnd:back_action,wc:back_action,12,0.028741141582375396,-0.1048266530554794,0.06538615223419748,False,0.021067579311395246,0.028817294856518294,0.05755843643889369,8342,35
bnd:back_action,wc:back_action,16,0.009631340148763545,-0.034812943948196604,0.13682389753311888,False,0.16479455075020022,0.07876231477076245,0.17442589089896376,3554,33
bnd:back_action,wc:back_action,20,0.012647412014656578,-0.09320679421004739,0.15283998029697302,False,0.013778982048834543,0.03490162268682451,0.047549034701481085,2776,33
wc:front_state,wc:front_action,5,-0.03265848487563078,-0.0703394203099691,0.015093722676104053,False,0.031679058795425374,0.03391262802711337,0.0012541431514825896,14800,37
wc:front_state,wc:front_action,7,-0.007216494845360799,-0.05929182166378895,0.032718684559999316,False,0.0007978484984311751,0.026777229941730152,0.019560735096369353,14663,37
wc:front_state,wc:front_action,9,-0.015833025952243396,-0.08768843072723626,0.0232079021434641,False,0.013442413022750843,0.06273010084419606,0.04689707489195266,11804,36
wc:front_state,wc:front_action,12,-0.015683094869061165,-0.08216369353486118,0.01536695144840465,False,0.06030891351675821,0.036737235367372334,0.044625818647697046,8342,35
wc:front_state,wc:front_action,16,0.013617322487438688,-0.09946686691493582,0.03227078447933036,False,0.03653527043178573,0.0049491163535514415,0.050152592919224415,3554,33
wc:front_state,wc:front_action,20,-0.014987529636358021,-0.0962696624839074,0.018625637835553415,False,0.04995843212119344,0.01307078855805649,0.03497090248483542,2776,33
wc:front_state,wc:back_state,5,-0.06325061960643791,-0.1094591431090426,0.013598194432038704,False,0.031679058795425374,0.07606975424766343,0.012819134641225527,14800,37
wc:front_state,wc:back_state,7,-0.000579710144927581,-0.07410698291994199,0.03559459713875414,False,0.0007978484984311751,0.032592260570745546,0.032012550425817965,14663,37
wc:front_state,wc:back_state,9,0.008205335207778053,-0.06594706237453463,0.04261705061636346,False,0.013442413022750843,0.03818369093933338,0.046389026147111434,11804,36
wc:front_state,wc:back_state,12,-0.08223657686553126,-0.08726663947530562,0.037284205784130706,False,0.06030891351675821,0.08225897488733797,2.239802180670214e-05,8342,35
wc:front_state,wc:back_state,16,-0.0327581605300718,-0.16249422212698475,0.027634001339484595,False,0.03653527043178573,0.026358541142068093,0.0037771099017139265,3554,33
wc:front_state,wc:back_state,20,-0.04416972010961606,-0.1443286532114412,0.0890754478586012,False,0.04995843212119344,0.06647781506912587,0.022308094959509805,2776,33
wc:front_state,wc:back_action,5,-0.011523186718026823,-0.07235513674168596,0.028935744240067236,False,0.031679058795425374,0.03267042909612111,0.02114724237809429,14800,37
wc:front_state,wc:back_action,7,-0.0026445540116539767,-0.05856274821057933,0.02533960791079779,False,0.0007978484984311751,0.02291647990437773,0.020271925892723752,14663,37
wc:front_state,wc:back_action,9,-0.02961993778142774,-0.11380652324315296,0.022329365516005034,False,0.013442413022750843,0.06633515906101461,0.036715221279586874,11804,36
wc:front_state,wc:back_action,12,-0.012802709264717771,-0.04925201855968612,0.02606371893144086,False,0.06030891351675821,0.028817294856518294,0.04750620425204044,8342,35
wc:front_state,wc:back_action,16,0.001189412488250996,-0.08070272014110791,0.03845749590830605,False,0.03653527043178573,0.07876231477076245,0.07995172725901345,3554,33
wc:front_state,wc:back_action,20,-0.03405486960002463,-0.10796030450158077,0.07412970499961596,False,0.04995843212119344,0.03490162268682451,0.015903562521168813,2776,33
wc:front_action,wc:back_state,5,-0.055648123264355476,-0.08953411169493526,0.006377520024672225,False,0.03391262802711337,0.07606975424766343,0.02042163098330796,14800,37
wc:front_action,wc:back_state,7,0.03173763633647092,-0.040576440696386114,0.05603780206313204,False,0.026777229941730152,0.032592260570745546,0.06432989690721647,14663,37
wc:front_action,wc:back_state,9,-0.06069790586483115,-0.14130186341865225,0.008330459946885688,False,0.06273010084419606,0.03818369093933338,0.0020321949793649097,11804,36
wc:front_action,wc:back_state,12,-0.036656602488868206,-0.0844989931278666,0.0003777893549861879,False,0.036737235367372334,0.08225897488733797,0.04560237239846976,8342,35
wc:front_action,wc:back_state,16,0.01887394548429394,-0.08145668361073485,0.027594968466295732,False,0.0049491163535514415,0.026358541142068093,0.045232486626362034,3554,33
wc:front_action,wc:back_state,20,0.0016473196415924818,-0.0865930631687713,0.06889269982370008,False,0.01307078855805649,0.06647781506912587,0.06812513471071835,2776,33
wc:front_action,wc:back_action,5,-0.012436919585535555,-0.07278907187588872,0.043586976651954726,False,0.03391262802711337,0.03267042909612111,0.021475708441577812,14800,37
wc:front_action,wc:back_action,7,-0.008827132825339867,-0.07950826537643967,0.029840385862046417,False,0.026777229941730152,0.02291647990437773,0.017950097116390284,14663,37
wc:front_action,wc:back_action,9,-0.06040212406132778,-0.13434136655701565,0.02910100311854242,False,0.06273010084419606,0.06633515906101461,0.005933034999686837,11804,36
wc:front_action,wc:back_action,12,-0.005299371959468502,-0.07736016363079613,0.06717212612273081,False,0.036737235367372334,0.028817294856518294,0.03143786340790383,8342,35
wc:front_action,wc:back_action,16,-0.015212875825336203,-0.061310889315999345,0.039076240184097714,False,0.0049491163535514415,0.07876231477076245,0.06354943894542625,3554,33
wc:front_action,wc:back_action,20,-0.005380730978846504,-0.08867604553275192,0.11079790456646023,False,0.01307078855805649,0.03490162268682451,0.029520891707978003,2776,33
wc:back_state,wc:back_action,5,-0.04749320672459617,-0.09762346381546631,0.02702710638475522,False,0.07606975424766343,0.03267042909612111,0.028576547523067264,14800,37
wc:back_state,wc:back_action,7,0.012305393694905131,-0.038264368019180685,0.05187795672404369,False,0.032592260570745546,0.02291647990437773,0.04489765426565068,14663,37
wc:back_state,wc:back_action,9,-0.05144167530813509,-0.12588556713879337,0.014087953203811019,False,0.03818369093933338,0.06633515906101461,0.014893483752879522,11804,36
wc:back_state,wc:back_action,12,-0.014563193778725503,-0.06850646101919536,0.03502432714929682,False,0.08225897488733797,0.028817294856518294,0.06769578110861246,8342,35
wc:back_state,wc:back_action,16,0.01839818048899361,-0.07780330929350814,0.04473715288375764,False,0.026358541142068093,0.07876231477076245,0.09716049525975606,3554,33
wc:back_state,wc:back_action,20,-0.013132370600732857,-0.14897326583345402,0.03781446451683201,False,0.06647781506912587,0.03490162268682451,0.05334544446839301,2776,33
