a,b,chunk,gain,lo,hi,sig,abs_a,abs_b,abs_diff,n,n_task,cohort
bnd:front_action,wc:front_action,16,-0.01510263759471775,-0.07615702564074697,0.15748797800407865,False,0.14466156863200152,0.0049491163535514415,0.12955893103728378,3554,33,development_main
bnd:front_action,wc:front_action,20,0.003448594389875992,-0.07359196730346565,0.04690355804345194,False,0.021415155340702596,0.01307078855805649,0.024863749730578588,2776,33,development_main
bnd:front_action,wc:back_state,9,-0.09830047255492846,-0.19982713770439645,-0.011814808031515953,False,0.10794643913506441,0.03818369093933338,0.009645966580135945,11804,36,development_main
bnd:front_action,wc:back_state,16,-0.019593394989382285,-0.09637196968268587,0.09406583682107741,False,0.14466156863200152,0.026358541142068093,0.12506817364261924,3554,33,development_main
bnd:front_action,wc:back_state,20,0.00949903008282782,-0.09960550183377143,0.08970666379726154,False,0.021415155340702596,0.06647781506912587,0.07597684515195369,2776,33,development_main
bnd:front_action,wc:back_action,9,-0.10780376791219803,-0.19627707407100395,-0.007884168528011534,False,0.10794643913506441,0.06633515906101461,0.00014267122286637512,11804,36,development_main
bnd:front_action,wc:back_action,16,-0.08916532253385467,-0.21539255630915674,0.1097529813301989,False,0.14466156863200152,0.07876231477076245,0.05549624609814685,3554,33,development_main
bnd:front_action,wc:back_action,20,0.016419312128583274,-0.08752462736874081,0.07829099036630911,False,0.021415155340702596,0.03490162268682451,0.05132093481540778,2776,33,development_main
bnd:back_state,bnd:back_action,9,-0.0912156284145399,-0.17452456759517143,-0.021695413743952355,False,0.03828112494519342,0.11816309060666585,0.02694746219212596,11804,36,development_main
bnd:back_state,bnd:back_action,16,0.02769300393376417,-0.020033148409091733,0.093487655255626,False,0.02605683651090196,0.16479455075020022,0.1924875546839644,3554,33,development_main
bnd:back_state,bnd:back_action,20,0.02143824860670629,-0.07891806878620737,0.10902027561710649,False,0.06643162853711859,0.013778982048834543,0.08786987714382488,2776,33,development_main
bnd:back_state,wc:front_state,9,0.008000027838287349,-0.06916164414157117,0.04369223429734709,False,0.03828112494519342,0.013442413022750843,0.04628115278348077,11804,36,development_main
bnd:back_state,wc:front_state,16,-0.03239263376538981,-0.1588163812700456,0.027267089224793383,False,0.02605683651090196,0.03653527043178573,0.004142636666395916,3554,33,development_main
bnd:back_state,wc:front_state,20,-0.04427748868429965,-0.1435490443640099,0.0907226629535139,False,0.06643162853711859,0.04995843212119344,0.022154139852818944,2776,33,development_main
bnd:back_state,wc:front_action,9,-0.06058307292935339,-0.13946410047467678,0.008491288843998558,False,0.03828112494519342,0.06273010084419606,0.0021470279148426696,11804,36,development_main
bnd:back_state,wc:front_action,16,0.01922786822470035,-0.08193521166957653,0.028334231741457768,False,0.02605683651090196,0.0049491163535514415,0.04528470473560231,3554,33,development_main
bnd:back_state,wc:front_action,20,0.00163192413092339,-0.08580565531944194,0.0711076007070051,False,0.06643162853711859,0.01307078855805649,0.06806355266804198,2776,33,development_main
bnd:back_state,wc:back_state,9,-0.035566891924808886,-0.10601295407955055,0.02133039736222605,False,0.03828112494519342,0.03818369093933338,0.0027142330203845377,11804,36,development_main
bnd:back_state,wc:back_state,16,0.004264478921289838,-0.1788260084948694,0.03813349265171314,False,0.02605683651090196,0.026358541142068093,0.03062302006335793,3554,33,development_main
bnd:back_state,wc:back_state,20,-0.04299966129876531,-0.08695201961998743,0.014468314701012362,False,0.06643162853711859,0.06647781506912587,0.023478153770360555,2776,33,development_main
bnd:back_state,wc:back_action,9,-0.051424276378517264,-0.12403848423924127,0.01368450515487552,False,0.03828112494519342,0.06633515906101461,0.01491088268249735,11804,36,development_main
bnd:back_state,wc:back_action,16,0.018113881894240957,-0.0730549467287946,0.04525019502939941,False,0.02605683651090196,0.07876231477076245,0.09687619666500341,3554,33,development_main
bnd:back_state,wc:back_action,20,-0.012955322228038302,-0.14634422414919712,0.03648679449173004,False,0.06643162853711859,0.03490162268682451,0.05347630630908029,2776,33,development_main
bnd:back_action,wc:front_state,9,-0.06224641060081981,-0.16141197175457406,0.0026531013353305174,False,0.11816309060666585,0.013442413022750843,0.05591668000584604,11804,36,development_main
bnd:back_action,wc:front_state,16,0.01884493542360488,-0.045841423323052,0.09447009584220034,False,0.16479455075020022,0.03653527043178573,0.1836394861738051,3554,33,development_main
bnd:back_action,wc:front_state,20,0.014687317178310844,-0.1313347953605519,0.058032497126152605,False,0.013778982048834543,0.04995843212119344,0.06464574929950428,2776,33,development_main
bnd:back_action,wc:front_action,9,-0.08649007913033191,-0.17568894509531194,-0.0010051402792303826,False,0.11816309060666585,0.06273010084419606,0.031673011476333945,11804,36,development_main
bnd:back_action,wc:front_action,16,0.005773002077120282,-0.050403291463505195,0.11125194530688971,False,0.16479455075020022,0.0049491163535514415,0.1705675528273205,3554,33,development_main
bnd:back_action,wc:front_action,20,0.011500446469809411,-0.10963463089036785,0.031809309725557615,False,0.013778982048834543,0.01307078855805649,0.025279428518643954,2776,33,development_main
bnd:back_action,wc:back_state,9,-0.09124694648785203,-0.17831666758693557,-0.02072263599674878,False,0.11816309060666585,0.03818369093933338,0.026916144118813823,11804,36,development_main
bnd:back_action,wc:back_state,16,0.0276697958852129,-0.019392885031494788,0.09087814376030869,False,0.16479455075020022,0.026358541142068093,0.19246434663541312,3554,33,development_main
bnd:back_action,wc:back_state,20,0.02135357329802623,-0.07291213563562975,0.10585097637316446,False,0.013778982048834543,0.06647781506912587,0.0878313883671521,2776,33,development_main
bnd:back_action,wc:back_action,9,-0.06886844321337349,-0.1661696315899907,-0.009701691503867425,False,0.11816309060666585,0.06633515906101461,0.04929464739329237,11804,36,development_main
bnd:back_action,wc:back_action,16,0.009631340148763545,-0.03527687197219064,0.14706802539318828,False,0.16479455075020022,0.07876231477076245,0.17442589089896376,3554,33,development_main
bnd:back_action,wc:back_action,20,0.012647412014656578,-0.09276223509782261,0.1514162924231589,False,0.013778982048834543,0.03490162268682451,0.047549034701481085,2776,33,development_main
wc:front_state,wc:front_action,9,-0.015833025952243396,-0.08620683388635644,0.02220432964088295,False,0.013442413022750843,0.06273010084419606,0.04689707489195266,11804,36,development_main
wc:front_state,wc:front_action,16,0.013617322487438688,-0.09850216878976971,0.03291985916420475,False,0.03653527043178573,0.0049491163535514415,0.050152592919224415,3554,33,development_main
wc:front_state,wc:front_action,20,-0.014987529636358021,-0.09527472256961016,0.0243842174287555,False,0.04995843212119344,0.01307078855805649,0.03497090248483542,2776,33,development_main
wc:front_state,wc:back_state,9,0.008205335207778053,-0.06807996059770709,0.04496691009521866,False,0.013442413022750843,0.03818369093933338,0.046389026147111434,11804,36,development_main
wc:front_state,wc:back_state,16,-0.0327581605300718,-0.15848905395178858,0.027396600840314776,False,0.03653527043178573,0.026358541142068093,0.0037771099017139265,3554,33,development_main
wc:front_state,wc:back_state,20,-0.04416972010961606,-0.14139223203557125,0.08909775852896147,False,0.04995843212119344,0.06647781506912587,0.022308094959509805,2776,33,development_main
wc:front_state,wc:back_action,9,-0.02961993778142774,-0.11829766278488109,0.022307449214365737,False,0.013442413022750843,0.06633515906101461,0.036715221279586874,11804,36,development_main
wc:front_state,wc:back_action,16,0.001189412488250996,-0.08019718425907961,0.04081601985987037,False,0.03653527043178573,0.07876231477076245,0.07995172725901345,3554,33,development_main
wc:front_state,wc:back_action,20,-0.03405486960002463,-0.10238038338190347,0.07651957742260321,False,0.04995843212119344,0.03490162268682451,0.015903562521168813,2776,33,development_main
wc:front_action,wc:back_state,9,-0.06069790586483115,-0.13730431567140292,0.009033960475608997,False,0.06273010084419606,0.03818369093933338,0.0020321949793649097,11804,36,development_main
wc:front_action,wc:back_state,16,0.01887394548429394,-0.07816835356825041,0.02770812233315821,False,0.0049491163535514415,0.026358541142068093,0.045232486626362034,3554,33,development_main
wc:front_action,wc:back_state,20,0.0016473196415924818,-0.09076360384658301,0.06818058076048095,False,0.01307078855805649,0.06647781506912587,0.06812513471071835,2776,33,development_main
wc:front_action,wc:back_action,9,-0.06040212406132778,-0.1319969792942889,0.029269727824407732,False,0.06273010084419606,0.06633515906101461,0.005933034999686837,11804,36,development_main
wc:front_action,wc:back_action,16,-0.015212875825336203,-0.06002051113092076,0.03926228319544298,False,0.0049491163535514415,0.07876231477076245,0.06354943894542625,3554,33,development_main
wc:front_action,wc:back_action,20,-0.005380730978846504,-0.0896865453077201,0.10720993978544448,False,0.01307078855805649,0.03490162268682451,0.029520891707978003,2776,33,development_main
wc:back_state,wc:back_action,9,-0.05144167530813509,-0.12819630651959857,0.012606184364048598,False,0.03818369093933338,0.06633515906101461,0.014893483752879522,11804,36,development_main
wc:back_state,wc:back_action,16,0.01839818048899361,-0.07539280299031455,0.04517906211110164,False,0.026358541142068093,0.07876231477076245,0.09716049525975606,3554,33,development_main
wc:back_state,wc:back_action,20,-0.013132370600732857,-0.15240383019811393,0.03628162953758517,False,0.06647781506912587,0.03490162268682451,0.05334544446839301,2776,33,development_main
bnd:front_state,bnd:front_action,9,-0.09975575461520741,-0.2161842379913547,-0.009707442644734133,False,0.008612225602734558,0.15983224039079258,0.060076485775585164,12602,38,external_8b
bnd:front_state,bnd:front_action,16,0.013007579991959173,-0.04094512942463625,0.057332039630713656,False,0.08762098079016267,0.13179674246658624,0.1448043224585454,4793,37,external_8b
bnd:front_state,bnd:front_action,20,0.028757928443869707,-0.022995156967576216,0.05723480353566129,False,0.08411232218732678,0.04238561487776338,0.11287025063119649,3995,36,external_8b
bnd:front_state,bnd:back_state,9,0.009712238936229523,-0.08479422314335225,0.03885370652062514,False,0.008612225602734558,0.02640032000387882,0.03611255894010834,12602,38,external_8b
bnd:front_state,bnd:back_state,16,-0.07007815334529655,-0.21242783873484905,0.003614051837256873,False,0.08762098079016267,0.06210592376861901,0.017542827444866127,4793,37,external_8b
bnd:front_state,bnd:back_state,20,-0.054042736621713106,-0.14270363866943073,-0.0007973177781381267,False,0.08411232218732678,0.10532052466284869,0.051277788041135586,3995,36,external_8b
bnd:front_state,bnd:back_action,9,-0.05366731717960216,-0.1585594671958738,0.016898540560860823,False,0.008612225602734558,0.11863174099079987,0.06496442381119771,12602,38,external_8b
bnd:front_state,bnd:back_action,16,0.07437805822767435,-0.09038224625521263,0.09617690223544105,False,0.08762098079016267,0.07255905627629222,0.16199903901783702,4793,37,external_8b
bnd:front_state,bnd:back_action,20,-0.032157152534023015,-0.18932556388538194,0.042716152845280936,False,0.08411232218732678,0.03848143358581191,0.05195516965330377,3995,36,external_8b
bnd:front_state,wc:front_state,9,-0.005609158898895683,-0.08694524237438818,0.01711395776870687,False,0.008612225602734558,0.008678893077491812,0.0030697341785961285,12602,38,external_8b
bnd:front_state,wc:front_state,16,-0.08545386795320609,-0.2118702120014012,0.0035279564297446982,False,0.08762098079016267,0.08756214514753036,0.002167112836956586,4793,37,external_8b
bnd:front_state,wc:front_state,20,-0.07451197733850612,-0.19330340226416248,-0.009343742620800434,False,0.08411232218732678,0.08412463821663896,0.00961266087813284,3995,36,external_8b
bnd:front_state,wc:front_action,9,-0.009675874859089217,-0.09303009315165944,0.032206205017155244,False,0.008612225602734558,0.05815828070643281,0.04848240584734359,12602,38,external_8b
bnd:front_state,wc:front_action,16,-0.018871532374312328,-0.09414558114215282,0.021078082034614035,False,0.08762098079016267,0.03755184891006974,0.06874944841585034,4793,37,external_8b
bnd:front_state,wc:front_action,20,-0.008732064782314142,-0.1453696190366897,0.038469049821492074,False,0.08411232218732678,0.0006465915388878529,0.07538025740501264,3995,36,external_8b
bnd:front_state,wc:back_state,9,0.009754663692893295,-0.08721010903957584,0.0378574764914444,False,0.008612225602734558,0.026279106413411024,0.03603377010630432,12602,38,external_8b
bnd:front_state,wc:back_state,16,-0.06992616126849643,-0.21536201879279404,0.0049074432451442435,False,0.08762098079016267,0.062154953470812624,0.01769481952166624,4793,37,external_8b
bnd:front_state,wc:back_state,20,-0.054092000738961754,-0.13892798532029974,-0.0003969666870638671,False,0.08411232218732678,0.1052466284869758,0.05115462774801405,3995,36,external_8b
bnd:front_state,wc:back_action,9,-0.01876992448393311,-0.10258908042385924,0.03790984004770683,False,0.008612225602734558,0.02822458454041865,0.009454660056485542,12602,38,external_8b
bnd:front_state,wc:back_action,16,-0.023161631316251374,-0.1733984127852431,0.0326826997749668,False,0.08762098079016267,0.00798693848733567,0.0644593494739113,4793,37,external_8b
bnd:front_state,wc:back_action,20,-0.07921054252109117,-0.1706918892179643,0.01548190553845531,False,0.08411232218732678,0.06078576267011515,0.004901779666235617,3995,36,external_8b
bnd:front_action,bnd:back_state,9,-0.11473472405726126,-0.22977217432631056,-0.017947369657374933,False,0.15983224039079258,0.02640032000387882,0.04509751633353132,12602,38,external_8b
bnd:front_action,bnd:back_state,16,-0.005501132586120616,-0.07701907166178612,0.06313282069851449,False,0.13179674246658624,0.06210592376861901,0.12629560988046562,4793,37,external_8b
bnd:front_action,bnd:back_state,20,0.026467146991809853,-0.02144075707759925,0.062276922316186235,False,0.04238561487776338,0.10532052466284869,0.13178767165465854,3995,36,external_8b
bnd:front_action,bnd:back_action,9,-0.14457751003042463,-0.2485875804206344,-0.05830359918300525,False,0.15983224039079258,0.11863174099079987,0.015254730360367952,12602,38,external_8b
bnd:front_action,bnd:back_action,16,-0.1290118553819904,-0.17870225335028292,0.09764577515275688,False,0.13179674246658624,0.07255905627629222,0.002784887084595844,4793,37,external_8b
bnd:front_action,bnd:back_action,20,0.015388878625531177,-0.07695018792684127,0.06387326483980962,False,0.04238561487776338,0.03848143358581191,0.057774493503294555,3995,36,external_8b
bnd:front_action,wc:front_state,9,-0.0997648456344925,-0.22048452050991765,-0.0077171085011599975,False,0.15983224039079258,0.008678893077491812,0.060067394756300074,12602,38,external_8b
bnd:front_action,wc:front_state,16,0.012987968111081716,-0.039034378742226934,0.05761996743122054,False,0.13179674246658624,0.08756214514753036,0.14478471057766795,4793,37,external_8b
bnd:front_action,wc:front_state,20,0.028788718517150036,-0.02466243511821669,0.0583521429301462,False,0.04238561487776338,0.08412463821663896,0.112913356733789,3995,36,external_8b
bnd:front_action,wc:front_action,9,-0.12343482951308493,-0.2445177111118797,-0.02340354280120844,False,0.15983224039079258,0.05815828070643281,0.03639741087770765,12602,38,external_8b
bnd:front_action,wc:front_action,16,0.0028290138165700807,-0.041164095842567194,0.09473248062696936,False,0.13179674246658624,0.03755184891006974,0.13462575628315632,4793,37,external_8b
bnd:front_action,wc:front_action,20,0.001490239546770189,-0.07536908119048054,0.0940859210180523,False,0.04238561487776338,0.0006465915388878529,0.04387585442453357,3995,36,external_8b
bnd:front_action,wc:back_state,9,-0.11451047891489585,-0.23394824133073416,-0.020810712940773336,False,0.15983224039079258,0.026279106413411024,0.04532176147589673,12602,38,external_8b
bnd:front_action,wc:back_state,16,-0.005486423675462593,-0.0787021475907497,0.06481577562352546,False,0.13179674246658624,0.062154953470812624,0.12631031879112364,4793,37,external_8b
bnd:front_action,wc:back_state,20,0.026584149270275248,-0.028716718495615745,0.062061042590236384,False,0.04238561487776338,0.1052466284869758,0.13183077775725105,3995,36,external_8b
bnd:front_action,wc:back_action,9,-0.08985260427399111,-0.18117347925628252,-0.025141289490262543,False,0.15983224039079258,0.02822458454041865,0.06997963611680147,12602,38,external_8b
bnd:front_action,wc:back_action,16,-0.04977985663715079,-0.18132763238493546,0.10687740544378294,False,0.13179674246658624,0.00798693848733567,0.08201688582943545,4793,37,external_8b
bnd:front_action,wc:back_action,20,0.04051357842231662,-0.05027954206252547,0.0746814164098666,False,0.04238561487776338,0.06078576267011515,0.10129934109243177,3995,36,external_8b
bnd:back_state,bnd:back_action,9,-0.07134328900956372,-0.16665484982950213,0.006421808907692185,False,0.02640032000387882,0.11863174099079987,0.04728845198123616,12602,38,external_8b
bnd:back_state,bnd:back_action,16,0.08728757881524624,-0.0814049486410976,0.12151377659995424,False,0.06210592376861901,0.07255905627629222,0.15984663509153846,4793,37,external_8b
bnd:back_state,bnd:back_action,20,-0.010597943223104866,-0.16299553855642326,0.09543528205774755,False,0.10532052466284869,0.03848143358581191,0.09472258143974382,3995,36,external_8b
bnd:back_state,wc:front_state,9,0.009721329955514668,-0.08603633584042002,0.037721488616619524,False,0.02640032000387882,0.008678893077491812,0.03612164995939349,12602,38,external_8b
bnd:back_state,wc:front_state,16,-0.06998009394090943,-0.21876652238769004,0.003490902984473801,False,0.06210592376861901,0.08756214514753036,0.01758205120662093,4793,37,external_8b
bnd:back_state,wc:front_state,20,-0.054104316768273875,-0.14435545632135338,-0.0016355994279489002,False,0.10532052466284869,0.08412463821663896,0.05121620789457482,3995,36,external_8b
bnd:back_state,wc:front_action,9,-0.04584601025466978,-0.1240095679174212,0.011316123830328251,False,0.02640032000387882,0.05815828070643281,0.01231227045176303,12602,38,external_8b
bnd:back_state,wc:front_action,16,-0.011747516645583878,-0.08119356109034342,0.02391743186348984,False,0.06210592376861901,0.03755184891006974,0.05035840712303513,4793,37,external_8b
bnd:back_state,wc:front_action,20,0.015216454215161046,-0.12598939996177896,0.06871651167319665,False,0.10532052466284869,0.0006465915388878529,0.12053697887800974,3995,36,external_8b
bnd:back_state,wc:back_state,9,-0.006245530248851439,-0.10437642923726462,0.03312076709833226,False,0.02640032000387882,0.026279106413411024,0.02015478975502738,12602,38,external_8b
bnd:back_state,wc:back_state,16,-0.06004667627648835,-0.22479806561499355,0.004528772073080495,False,0.06210592376861901,0.062154953470812624,0.0021082771943242706,4793,37,external_8b
bnd:back_state,wc:back_state,20,-0.05848882320339921,-0.24168918590748711,0.00926867834471563,False,0.10532052466284869,0.1052466284869758,0.04683170145944948,3995,36,external_8b
bnd:back_state,wc:back_action,9,0.0015485036182256717,-0.10105138730399461,0.05317803320703543,False,0.02640032000387882,0.02822458454041865,0.029773088158644323,12602,38,external_8b
bnd:back_state,wc:back_action,16,-0.01121309289167377,-0.18402789113716328,0.035732657357418735,False,0.06210592376861901,0.00798693848733567,0.05089283087694524,4793,37,external_8b
bnd:back_state,wc:back_action,20,-0.052386230679228984,-0.23572150270790065,0.07370845893205069,False,0.10532052466284869,0.06078576267011515,0.05293429398361971,3995,36,external_8b
bnd:back_action,wc:front_state,9,-0.053673377859125515,-0.16219933907094555,0.018956907488259952,False,0.11863174099079987,0.008678893077491812,0.06495836313167436,12602,38,external_8b
bnd:back_action,wc:front_state,16,0.07446631169162277,-0.0979187620201361,0.09640950619393457,False,0.07255905627629222,0.08756214514753036,0.16202845683915312,4793,37,external_8b
bnd:back_action,wc:front_state,20,-0.03215099451936698,-0.20615420512622457,0.03906524006385847,False,0.03848143358581191,0.08412463821663896,0.051973643697271976,3995,36,external_8b
bnd:back_action,wc:front_action,9,-0.07493424162717122,-0.17356120539097913,0.008629838385935966,False,0.11863174099079987,0.05815828070643281,0.043697499363628656,12602,38,external_8b
bnd:back_action,wc:front_action,16,0.029515880720540455,-0.0786870408106596,0.0928393028263455,False,0.07255905627629222,0.03755184891006974,0.10207493699683268,4793,37,external_8b
bnd:back_action,wc:front_action,20,-0.010745735574850646,-0.15147160242206997,0.02878817767867779,False,0.03848143358581191,0.0006465915388878529,0.027735698010961263,3995,36,external_8b
bnd:back_action,wc:back_state,9,-0.07120692372028747,-0.16861576611168927,0.00697395071175878,False,0.11863174099079987,0.026279106413411024,0.0474248172705124,12602,38,external_8b
bnd:back_action,wc:back_state,16,0.08710616891712997,-0.0777985840644862,0.12009091028783578,False,0.07255905627629222,0.062154953470812624,0.1596652251934222,4793,37,external_8b
bnd:back_action,wc:back_state,20,-0.010634891311041283,-0.15961718692129725,0.09478597080003165,False,0.03848143358581191,0.1052466284869758,0.09461173717593452,3995,36,external_8b
bnd:back_action,wc:back_action,9,-0.0003606104316415948,-0.09546643517056573,0.06691259217335477,False,0.11863174099079987,0.02822458454041865,0.11827113055915828,12602,38,external_8b
bnd:back_action,wc:back_action,16,0.09146490944214003,-0.01430956479685189,0.18396858829274723,False,0.07255905627629222,0.00798693848733567,0.16402396571843225,4793,37,external_8b
bnd:back_action,wc:back_action,20,0.031042551881273472,-0.06878050299865696,0.16650701729713432,False,0.03848143358581191,0.06078576267011515,0.09182831455138862,3995,36,external_8b
wc:front_state,wc:front_action,9,-0.00962435908314041,-0.09101016784939871,0.03212281419821492,False,0.008678893077491812,0.05815828070643281,0.0485339216232924,12602,38,external_8b
wc:front_state,wc:front_action,16,-0.018861726433873627,-0.09275973994665226,0.02221768922046189,False,0.08756214514753036,0.03755184891006974,0.06870041871365673,4793,37,external_8b
wc:front_state,wc:front_action,20,-0.008719748753002021,-0.16239165686246101,0.037252182413234566,False,0.08412463821663896,0.0006465915388878529,0.07540488946363694,3995,36,external_8b
wc:front_state,wc:back_state,9,0.009815270488127192,-0.08891379920251742,0.0392724259523804,False,0.008678893077491812,0.026279106413411024,0.03609437690153822,12602,38,external_8b
wc:front_state,wc:back_state,16,-0.0698820345365222,-0.21680597005402732,0.005244973300617455,False,0.08756214514753036,0.062154953470812624,0.01768011061100816,4793,37,external_8b
wc:front_state,wc:back_state,20,-0.05412894882689817,-0.14414353882894812,-0.0014711045216992485,False,0.08412463821663896,0.1052466284869758,0.05111767966007763,3995,36,external_8b
wc:front_state,wc:back_action,9,-0.018866895356307367,-0.09858437106706004,0.03748344065721942,False,0.008678893077491812,0.02822458454041865,0.009357689184111284,12602,38,external_8b
wc:front_state,wc:back_action,16,-0.023132213494935217,-0.17683575997349457,0.0341372181029447,False,0.08756214514753036,0.00798693848733567,0.06442993165259514,4793,37,external_8b
wc:front_state,wc:back_action,20,-0.07925980663833981,-0.17138926850827346,0.016077968429981,False,0.08412463821663896,0.06078576267011515,0.004864831578299145,3995,36,external_8b
wc:front_action,wc:back_state,9,-0.04581267651729115,-0.12838793038884355,0.01454736394257312,False,0.05815828070643281,0.026279106413411024,0.012345604189141657,12602,38,external_8b
wc:front_action,wc:back_state,16,-0.01179164337755817,-0.08159171141383147,0.02239661487015359,False,0.03755184891006974,0.062154953470812624,0.050363310093254454,4793,37,external_8b
wc:front_action,wc:back_state,20,0.015228770244473167,-0.10835085520859367,0.06701734411697546,False,0.0006465915388878529,0.1052466284869758,0.12047539873144897,3995,36,external_8b
wc:front_action,wc:back_action,9,-0.0025545764191081677,-0.09135448679012755,0.062011560471365954,False,0.05815828070643281,0.02822458454041865,0.05560370428732464,12602,38,external_8b
wc:front_action,wc:back_action,16,-0.03162415791486484,-0.09798913330192358,0.08275694385541084,False,0.03755184891006974,0.00798693848733567,0.005927690995204904,4793,37,external_8b
