relative_query,metric,failed_value,success_mean,success_min,success_max,failed_over_success_mean,relation_to_success_range
1,coupling_ratio_pot_over_eef,1.646249679803427,1.1427269202097736,0.5762091211770525,2.378274627853576,1.4406326224477326,inside
1,gripper_command_mean,0.9831933975219727,0.9968769550323486,0.9844910502433777,1.0103647708892822,0.9862735742447453,below_all
2,eef_displacement_from_event_m,0.07139311730861664,0.05835071897932461,0.03536144271492958,0.0710306167602539,1.223517354326231,above_all
2,pot_displacement_from_event_m,0.014723097905516624,0.052704966494015286,0.03204099461436272,0.0666058361530304,0.2793493457051804,below_all
2,eef_pot_separation_m,0.1707642525434494,0.07016554794141225,0.06624090671539307,0.07351646572351456,2.4337336136252565,above_all
2,coupling_ratio_pot_over_eef,0.20622573240319417,0.9014818912764201,0.8427021845340156,0.9434189646038895,0.22876303384330487,below_all
2,gripper_command_mean,1.0113801956176758,1.0148614985602242,1.006372332572937,1.0247104167938232,0.9965696768007385,inside
3,eef_displacement_from_event_m,0.15076735615730286,0.1424694721187864,0.11285683512687683,0.1609375774860382,1.0582432426758621,inside
3,pot_displacement_from_event_m,0.014723069034516811,0.13800405923809325,0.1120314970612526,0.15806953608989716,0.10668576791002683,below_all
3,eef_pot_separation_m,0.24948816001415253,0.0694494896701404,0.06613607704639435,0.07264620810747147,3.592368514140705,above_all
3,coupling_ratio_pot_over_eef,0.09765422310089143,0.9687374651385395,0.9420586542500069,0.9926868579586131,0.10080566367578843,below_all
3,gripper_command_mean,0.9902650117874146,1.0242646762302943,1.0153146982192993,1.042863130569458,0.9668057824975356,below_all
4,eef_displacement_from_event_m,0.2209416627883911,0.23521562772137777,0.20746907591819763,0.2596123516559601,0.9393154057353079,inside
4,pot_displacement_from_event_m,0.014723069034516811,0.23009586759975978,0.2061755210161209,0.25659000873565674,0.06398667298157154,below_all
4,eef_pot_separation_m,0.3197248876094818,0.06940714695623942,0.06628257781267166,0.07242433726787567,4.606512464934849,above_all
4,coupling_ratio_pot_over_eef,0.06663781221117161,0.9782256379479616,0.9637279573637095,0.9937650712697697,0.0681211058329638,below_all
4,gripper_command_mean,0.9907703399658203,1.030357735497611,1.0179765224456787,1.043843388557434,0.9615789796417921,below_all
5,eef_displacement_from_event_m,0.28019076585769653,0.31793478557041716,0.296196311712265,0.3445998430252075,0.8812837681633268,below_all
5,pot_displacement_from_event_m,0.014723069034516811,0.31035035848617554,0.2923528552055359,0.3377820551395416,0.04744015475391386,below_all
5,eef_pot_separation_m,0.37837737798690796,0.07011672960860389,0.06659986823797226,0.0736151859164238,5.396392274697278,above_all
5,coupling_ratio_pot_over_eef,0.052546589069228544,0.9762205403604458,0.967323741656357,0.9870239555499165,0.05382655547262608,below_all
5,gripper_command_mean,0.9729512929916382,1.0027435166495187,0.977290153503418,1.0251892805099487,0.9702892881746813,below_all
6,eef_displacement_from_event_m,0.32543179392814636,0.3795434151376997,0.36096397042274475,0.3973904252052307,0.8574296930170124,below_all
6,pot_displacement_from_event_m,0.014723069034516811,0.3693886952740805,0.35328009724617004,0.3863457441329956,0.039857930745802954,below_all
6,eef_pot_separation_m,0.4227103292942047,0.07134155077593667,0.0664999783039093,0.07557645440101624,5.92516317204565,above_all
6,coupling_ratio_pot_over_eef,0.045241642977783506,0.9733561417910853,0.9633607165941223,0.981422546871444,0.04648005086250729,below_all
6,gripper_command_mean,0.9733794331550598,0.9865802781922477,0.9749515652656555,0.9976714849472046,0.9866195936316745,below_all
7,eef_displacement_from_event_m,0.3606281280517578,0.4167132249900273,0.39821943640708923,0.43119025230407715,0.8654108063414314,below_all
7,pot_displacement_from_event_m,0.014723069034516811,0.40602547356060575,0.3895724415779114,0.41517648100852966,0.0362614416908479,below_all
7,eef_pot_separation_m,0.4561612606048584,0.07279878961188453,0.06714744120836258,0.07652565836906433,6.266055562692889,above_all
7,coupling_ratio_pot_over_eef,0.040826180459234,0.9744470165151515,0.9604480650999174,0.9823352449379964,0.04189676787685993,below_all
7,gripper_command_mean,0.9570640325546265,0.986959423337664,0.9713324308395386,1.0031545162200928,0.9697096049988172,below_all
8,eef_displacement_from_event_m,0.3876829445362091,0.43603055817740305,0.4199013411998749,0.44943663477897644,0.8891187492837984,below_all
8,pot_displacement_from_event_m,0.014723069034516811,0.4276414045265743,0.4105168879032135,0.44169896841049194,0.03442853960976058,below_all
8,eef_pot_separation_m,0.4803590774536133,0.07399578711816243,0.06756846606731415,0.0773586705327034,6.49170846289583,above_all
8,coupling_ratio_pot_over_eef,0.03797708731326894,0.980721761656432,0.9649543677150781,0.9951792999061073,0.03872361030219816,below_all
8,gripper_command_mean,0.7802903056144714,0.8982098954064506,0.5831161737442017,1.0009491443634033,0.8687171112286409,inside
