task,checkpoint_sha256,episode,init_state_id,flow_noise_seed,episode_length,failure_mode_proxy,mean_soft_speed,late_soft_speed,mean_hard_speed,middle_to_terminal_drift,terminal_nonlocal_return_distance,backward_return_fraction,mean_action_route_entropy,geometry_cluster,geometry_partition_status,geometry_interpretation_status,change_cluster,change_partition_status,change_interpretation_status,recurrence_cluster,recurrence_partition_status,recurrence_interpretation_status,expert_occupancy_cluster,expert_occupancy_partition_status,expert_occupancy_interpretation_status
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,166,16,1006,30,lifted_not_placed,0.011833453550934792,0.008813035674393177,0.33190837502479553,0.021398846060037613,0.012564504519104958,0.125,3.464284658432007,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,167,16,1007,30,lifted_not_placed,0.011573532596230507,0.008595394901931286,0.3222983479499817,0.023119231685996056,0.010895587503910065,0.0,3.4643731117248535,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,168,16,1008,30,lifted_not_placed,0.009041834622621536,0.005385314580053091,0.2856723368167877,0.022005897015333176,0.007747587747871876,0.0,3.464412212371826,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,169,16,1009,30,misplaced,0.009624285623431206,0.006943780928850174,0.30359819531440735,0.02179872803390026,0.01044815219938755,0.0,3.4644505977630615,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,170,16,1010,30,lifted_not_placed,0.01093281153589487,0.007720193360000849,0.31561079621315,0.020125512033700943,0.010038071312010288,0.0,3.464463472366333,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,171,16,1011,30,lifted_not_placed,0.008880559355020523,0.004311965778470039,0.28310367465019226,0.019785460084676743,0.006624051835387945,0.0,3.4645023345947266,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,172,16,1012,30,lifted_not_placed,0.011848315596580505,0.009853661060333252,0.3331245183944702,0.022005941718816757,0.013185364194214344,0.0,3.464437961578369,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,173,16,1013,30,lifted_not_placed,0.011459622532129288,0.007925840094685555,0.3183487355709076,0.02386339381337166,0.009335367009043694,0.0,3.464345693588257,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,174,16,1014,30,misplaced,0.011177297681570053,0.009584265761077404,0.31743910908699036,0.02088148146867752,0.014078651554882526,0.0,3.464465618133545,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,176,16,1016,30,misplaced,0.009200451895594597,0.005002943333238363,0.2905398905277252,0.02055913768708706,0.006047611124813557,0.0,3.4644739627838135,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,177,16,1017,30,lifted_not_placed,0.011378606781363487,0.007222022861242294,0.3225635290145874,0.02308599092066288,0.008797438815236092,0.125,3.464411735534668,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,178,16,1018,30,misplaced,0.009397801011800766,0.005274428054690361,0.2912522256374359,0.021134184673428535,0.006937173195183277,0.0,3.464406967163086,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,179,16,1019,30,lifted_not_placed,0.014111608266830444,0.01515467744320631,0.34554845094680786,0.023040154948830605,0.013338449411094189,0.375,3.4643115997314453,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,180,16,1020,30,lifted_not_placed,0.008331392891705036,0.0044877007603645325,0.264689177274704,0.020098570734262466,0.0062944116070866585,0.0,3.464543342590332,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,181,16,1021,30,misplaced,0.010402314364910126,0.007459815591573715,0.31799471378326416,0.021065615117549896,0.010852424427866936,0.0,3.4644718170166016,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,182,16,1022,30,lifted_not_placed,0.009155308827757835,0.00576916104182601,0.29311034083366394,0.020740915089845657,0.008230192586779594,0.0,3.464475631713867,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,183,16,1023,30,lifted_not_placed,0.009322014637291431,0.0055901710875332355,0.2880925238132477,0.02199464663863182,0.0073385415598750114,0.0,3.4643735885620117,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,184,16,1024,30,lifted_not_placed,0.013697301968932152,0.013240466825664043,0.3572085201740265,0.022574111819267273,0.014950355514883995,0.125,3.4643139839172363,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,185,16,1025,30,lifted_not_placed,0.009473097510635853,0.005769667681306601,0.29562583565711975,0.020702918991446495,0.007850433699786663,0.0,3.4644765853881836,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,186,16,1026,30,lifted_not_placed,0.0083296038210392,0.005231138784438372,0.2730828821659088,0.02154931053519249,0.0084011759608984,0.0,3.464462995529175,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,187,16,1027,30,lifted_not_placed,0.011474556289613247,0.008763636462390423,0.3258680999279022,0.021512972190976143,0.012762990780174732,0.0,3.464320182800293,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,190,16,1030,30,lifted_not_placed,0.008990957401692867,0.004960069432854652,0.2820636034011841,0.021234100684523582,0.007201090455055237,0.0,3.464440107345581,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,191,16,1031,30,lifted_not_placed,0.010989431291818619,0.008012487553060055,0.31678953766822815,0.021231552585959435,0.010327761992812157,0.0,3.4644558429718018,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,265,26,1009,30,lifted_not_placed,0.01059960201382637,0.007074548397213221,0.29696914553642273,0.019573938101530075,0.006345103494822979,0.125,3.4643402099609375,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,266,26,1010,30,lifted_not_placed,0.01124750915914774,0.010041222907602787,0.32429516315460205,0.018412824720144272,0.011667454615235329,0.125,3.464421272277832,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,277,26,1021,30,lifted_not_placed,0.011010553687810898,0.009131223894655704,0.3138377368450165,0.01947939768433571,0.00905318558216095,0.125,3.464381694793701,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,288,29,1000,30,lifted_not_placed,0.01085936650633812,0.007034968584775925,0.3143320083618164,0.020455727353692055,0.007920677773654461,0.125,3.4643449783325195,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,291,29,1003,30,lifted_not_placed,0.01045238133519888,0.006639269646257162,0.3077373802661896,0.01993837207555771,0.006843981333076954,0.125,3.4644100666046143,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,292,29,1004,30,lifted_not_placed,0.01181046012789011,0.009173637256026268,0.32891055941581726,0.019549433141946793,0.0115997064858675,0.125,3.4643137454986572,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,301,29,1013,30,lifted_not_placed,0.010925560258328915,0.0074897692538797855,0.3170672655105591,0.01878058724105358,0.007731928024441004,0.125,3.4643590450286865,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,308,29,1020,30,lifted_not_placed,0.010909776203334332,0.008061880245804787,0.30752021074295044,0.018963370472192764,0.007803658954799175,0.125,3.4643561840057373,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,371,36,1019,30,lifted_not_placed,0.012616373598575592,0.010270202532410622,0.3472745716571808,0.019819458946585655,0.010592803359031677,0.0,3.464510440826416,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,2,stable_partition,task_shadowed+representation_specific+phase_sensitive,1,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,0,0,1000,52,partial,0.016547411680221558,0.008085265755653381,0.35772478580474854,0.024193530902266502,0.010460371151566505,0.125,3.4636452198028564,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,1,0,1001,52,partial,0.007604965940117836,0.00577917555347085,0.23447425663471222,0.01943262666463852,0.00709530571475625,0.375,3.464125394821167,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,0,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,3,0,1003,52,partial,0.013285119086503983,0.019818143919110298,0.3152874708175659,0.025554722175002098,0.025304138660430908,0.125,3.4637255668640137,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,3,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,5,0,1005,52,partial,0.013284451328217983,0.02065572887659073,0.310494065284729,0.02748996578156948,0.027197351679205894,0.125,3.4636800289154053,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,3,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,7,0,1007,52,partial,0.00700977211818099,0.005315238144248724,0.22520224750041962,0.01882835663855076,0.006893479730933905,0.375,3.4638962745666504,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,0,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,9,0,1009,52,partial,0.02072443813085556,0.021600550040602684,0.4118391275405884,0.01695098914206028,0.01695098914206028,0.5,3.4636130332946777,0,stable_partition,task_shadowed+representation_specific,1,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,11,0,1011,52,partial,0.011427845805883408,0.014745551161468029,0.28422820568084717,0.02386089600622654,0.02303962968289852,0.125,3.4638283252716064,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,3,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,13,0,1013,52,partial,0.00913136824965477,0.008304606191813946,0.24174298346042633,0.024597059935331345,0.014139155857264996,0.125,3.463909387588501,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,3,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,14,0,1014,52,partial,0.007695222273468971,0.005104341544210911,0.24403296411037445,0.019031327217817307,0.006239344831556082,0.0,3.463963031768799,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,0,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,16,0,1016,52,partial,0.008507995866239071,0.007778199855238199,0.25103795528411865,0.0199350006878376,0.00563670601695776,0.25,3.4639220237731934,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,0,stable_partition,task_shadowed+representation_specific+phase_sensitive,0,stable_partition,task_shadowed+secondary_expert_id_view
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,17,0,1017,52,partial,0.01737697795033455,0.014193296432495117,0.3721937835216522,0.020631587132811546,0.020631587132811546,0.125,3.4637224674224854,0,stable_partition,task_shadowed+representation_specific,0,no_stable_partition,exploratory_only+task_shadowed+representation_specific,4,stable_partition,task_shadowed+representation_specific+phase_sensitive,2,stable_partition,task_shadowed+secondary_expert_id_view
