rule,family,mode,pool,level,level_loose,k,window,frames,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,union_tp,union_coverage_share,median_confirmation_delay,alarms
quorum|per_task|all12|selected|selected|1|0|1,quorum,per_task,all12,selected,selected,1,0,1,406,194,0.8336755646817249,0.013554111646754699,0.6766666666666666,108,152,0.4153846153846154,0.2660098522167488,0.4417093831069176,1.5319273090987897,406,1.0,0.0,600
quorum|per_task|all12|0.6|0.6|2|1|1,quorum,per_task,all12,0.6,0.6,2,1,1,410,1061,0.8418891170431212,0.07412841472786977,0.2787219578518015,135,997,0.11925795053003534,0.32926829268292684,0.18634837002127053,1.4957037607572692,485,0.845360824742268,0.0,1471
quorum|per_task|all12|0.6|0.6|2|1|2,quorum,per_task,all12,0.6,0.6,2,1,2,394,363,0.8090349075975359,0.025361559421504927,0.5204755614266843,107,316,0.25295508274231676,0.2715736040609137,0.339115211069261,1.5348045278935665,485,0.8123711340206186,1.0,757
quorum|per_task|all12|0.6|0.6|2|2|1,quorum,per_task,all12,0.6,0.6,2,2,1,424,1098,0.8706365503080082,0.07671347725843639,0.278580814717477,139,1032,0.11870196413321947,0.3278301886792453,0.18366254335765492,1.5168079981065226,485,0.8742268041237113,0.0,1522
quorum|per_task|all12|0.6|0.6|2|2|2,quorum,per_task,all12,0.6,0.6,2,2,2,411,430,0.8439425051334702,0.03004261859847691,0.4887039239001189,114,380,0.23076923076923078,0.2773722627737226,0.3126261450144955,1.5632215401480873,485,0.8474226804123711,1.0,841
quorum|per_task|all12|0.6|0.6|2|4|1,quorum,per_task,all12,0.6,0.6,2,4,1,434,1128,0.891170431211499,0.07880947390484175,0.27784891165172854,144,1060,0.11960132890365449,0.3317972350230415,0.1821069078200895,1.525746139878594,485,0.8948453608247423,0.0,1562
quorum|per_task|all12|0.6|0.6|2|4|2,quorum,per_task,all12,0.6,0.6,2,4,2,423,481,0.8685831622176592,0.03360581289736603,0.46792035398230086,121,430,0.21960072595281308,0.2860520094562648,0.29311217751378094,1.5963866051259543,485,0.8721649484536083,1.0,904
quorum|per_task|all12|0.6|0.6|2|8|1,quorum,per_task,all12,0.6,0.6,2,8,1,455,1148,0.9342915811088296,0.08020680500244533,0.2838427947598253,150,1081,0.12185215272136475,0.32967032967032966,0.18586476485112688,1.5271468747031016,485,0.9381443298969072,0.0,1603
quorum|per_task|all12|0.6|0.6|2|8|2,quorum,per_task,all12,0.6,0.6,2,8,2,443,509,0.9096509240246407,0.03556207643401104,0.4653361344537815,126,459,0.2153846153846154,0.28442437923250563,0.29304029487792055,1.5879595488655878,485,0.9134020618556701,1.0,952
quorum|per_task|all12|0.6|0.6|2|-1|1,quorum,per_task,all12,0.6,0.6,2,-1,1,467,1152,0.9589322381930184,0.08048627122196604,0.288449660284126,151,1084,0.12226720647773279,0.3233404710920771,0.18994946643807692,1.518559992260678,485,0.9628865979381444,0.0,1619
quorum|per_task|all12|0.6|0.6|2|-1|2,quorum,per_task,all12,0.6,0.6,2,-1,2,459,515,0.9425051334702259,0.03598127576329211,0.47125256673511295,127,465,0.21452702702702703,0.2766884531590414,0.2997402034332864,1.5722033992680609,485,0.9463917525773196,1.0,974
quorum|per_task|all12|0.6|0.6|3|0|1,quorum,per_task,all12,0.6,0.6,3,0,1,167,118,0.34291581108829566,0.008244253475861106,0.5859649122807018,51,103,0.33116883116883117,0.30538922155688625,0.3949387193370959,1.4836856544839236,485,0.3443298969072165,1.0,285
quorum|per_task|all12|0.6|0.6|3|0|2,quorum,per_task,all12,0.6,0.6,3,0,2,151,92,0.31006160164271046,0.006427723048976455,0.6213991769547325,44,81,0.352,0.2913907284768212,0.41512934835126053,1.49688086236904,485,0.311340206185567,1.0,243
quorum|per_task|all12|0.6|0.6|3|1|1,quorum,per_task,all12,0.6,0.6,3,1,1,313,282,0.6427104722792608,0.019702368476210437,0.5260504201680672,82,246,0.25,0.26198083067092653,0.3716157778012304,1.4155761181093898,485,0.6453608247422681,1.0,595
quorum|per_task|all12|0.6|0.6|3|1|2,quorum,per_task,all12,0.6,0.6,3,1,2,302,251,0.6201232032854209,0.017536505274924893,0.546112115732369,77,217,0.2619047619047619,0.25496688741721857,0.3880229867588428,1.4074220712902736,485,0.622680412371134,1.0,553
quorum|per_task|all12|0.6|0.6|3|2|1,quorum,per_task,all12,0.6,0.6,3,2,1,357,340,0.7330595482546202,0.023754628659260812,0.5121951219512195,96,301,0.24181360201511334,0.2689075630252101,0.3508836883088709,1.4597290755230312,485,0.7360824742268042,1.0,697
quorum|per_task|all12|0.6|0.6|3|2|2,quorum,per_task,all12,0.6,0.6,3,2,2,352,310,0.7227926078028748,0.021658632012855446,0.5317220543806647,92,272,0.25274725274725274,0.26136363636363635,0.36825214210469975,1.443907566543056,485,0.7257731958762886,1.0,662
quorum|per_task|all12|0.6|0.6|3|4|1,quorum,per_task,all12,0.6,0.6,3,4,1,379,380,0.7782340862422998,0.026549290854467965,0.4993412384716733,108,339,0.24161073825503357,0.2849604221635884,0.32552038059173755,1.5339784180761913,485,0.7814432989690722,1.0,759
quorum|per_task|all12|0.6|0.6|3|4|2,quorum,per_task,all12,0.6,0.6,3,4,2,373,350,0.7659137577002053,0.0244532942080626,0.5159059474412172,104,312,0.25,0.27882037533512066,0.33779348625041067,1.5272821070882625,485,0.7690721649484537,2.0,723
quorum|per_task|all12|0.6|0.6|3|8|1,quorum,per_task,all12,0.6,0.6,3,8,1,391,402,0.8028747433264887,0.0280863550618319,0.4930643127364439,113,358,0.23991507430997877,0.289002557544757,0.3191874404780402,1.544748477565383,485,0.8061855670103093,2.0,793
quorum|per_task|all12|0.6|0.6|3|8|2,quorum,per_task,all12,0.6,0.6,3,8,2,388,372,0.7967145790554415,0.025990358415426535,0.5105263157894737,111,330,0.25170068027210885,0.2860824742268041,0.33098250470727697,1.5424571043142792,485,0.8,2.0,760
quorum|per_task|all12|0.6|0.6|3|-1|1,quorum,per_task,all12,0.6,0.6,3,-1,1,408,409,0.837782340862423,0.028575420945993153,0.49938800489596086,113,364,0.23689727463312368,0.2769607843137255,0.3291119932671095,1.517380147525205,485,0.8412371134020619,2.0,817
quorum|per_task|all12|0.6|0.6|3|-1|2,quorum,per_task,all12,0.6,0.6,3,-1,2,407,377,0.8357289527720739,0.02633969118982743,0.5191326530612245,111,334,0.24943820224719102,0.2727272727272727,0.34242268880321003,1.5160579892519024,485,0.8391752577319588,2.0,784
quorum|per_task|all12|0.6|0.6|4|0|1,quorum,per_task,all12,0.6,0.6,4,0,1,38,9,0.07802874743326489,0.0006287989939216097,0.8085106382978723,16,7,0.6956521739130435,0.42105263157894735,0.44562583516905085,1.8143262227854426,485,0.07835051546391752,2.0,47
quorum|per_task|all12|0.6|0.6|4|0|2,quorum,per_task,all12,0.6,0.6,4,0,2,38,9,0.07802874743326489,0.0006287989939216097,0.8085106382978723,16,7,0.6956521739130435,0.42105263157894735,0.44562583516905085,1.8143262227854426,485,0.07835051546391752,2.0,47
quorum|per_task|all12|0.6|0.6|4|1|1,quorum,per_task,all12,0.6,0.6,4,1,1,182,66,0.3737166324435318,0.004611192622091804,0.7338709677419355,49,55,0.47115384615384615,0.2692307692307692,0.5178734937161005,1.4170854014479555,485,0.3752577319587629,2.0,248
quorum|per_task|all12|0.6|0.6|4|1|2,quorum,per_task,all12,0.6,0.6,4,1,2,182,66,0.3737166324435318,0.004611192622091804,0.7338709677419355,49,55,0.47115384615384615,0.2692307692307692,0.5178734937161005,1.4170854014479555,485,0.3752577319587629,2.0,248
quorum|per_task|all12|0.6|0.6|4|2|1,quorum,per_task,all12,0.6,0.6,4,2,1,257,90,0.5277207392197125,0.006287989939216097,0.7406340057636888,64,73,0.46715328467153283,0.2490272373540856,0.5302107334194576,1.3968672436847147,485,0.5298969072164949,2.0,347
quorum|per_task|all12|0.6|0.6|4|2|2,quorum,per_task,all12,0.6,0.6,4,2,2,257,90,0.5277207392197125,0.006287989939216097,0.7406340057636888,64,73,0.46715328467153283,0.2490272373540856,0.5302630606338414,1.3967293985713125,485,0.5298969072164949,2.0,347
quorum|per_task|all12|0.6|0.6|4|4|1,quorum,per_task,all12,0.6,0.6,4,4,1,315,122,0.6468172484599589,0.00852371969538182,0.7208237986270023,79,98,0.4463276836158192,0.2507936507936508,0.5036319895073149,1.431251019880922,485,0.6494845360824743,3.0,437
quorum|per_task|all12|0.6|0.6|4|4|2,quorum,per_task,all12,0.6,0.6,4,4,2,315,122,0.6468172484599589,0.00852371969538182,0.7208237986270023,79,98,0.4463276836158192,0.2507936507936508,0.5036319895073149,1.431251019880922,485,0.6494845360824743,3.0,437
quorum|per_task|all12|0.6|0.6|4|8|1,quorum,per_task,all12,0.6,0.6,4,8,1,350,136,0.7186858316221766,0.009501851463704325,0.720164609053498,84,106,0.4421052631578947,0.24,0.4852352091736106,1.4841557154930873,485,0.7216494845360825,3.0,486
quorum|per_task|all12|0.6|0.6|4|8|2,quorum,per_task,all12,0.6,0.6,4,8,2,350,136,0.7186858316221766,0.009501851463704325,0.720164609053498,84,106,0.4421052631578947,0.24,0.4852352091736106,1.4841557154930873,485,0.7216494845360825,3.0,486
quorum|per_task|all12|0.6|0.6|4|-1|1,quorum,per_task,all12,0.6,0.6,4,-1,1,365,146,0.7494866529774127,0.010200517012506113,0.7142857142857143,85,109,0.4381443298969072,0.2328767123287671,0.48184485835897634,1.4823977093340044,485,0.7525773195876289,3.0,511
quorum|per_task|all12|0.6|0.6|4|-1|2,quorum,per_task,all12,0.6,0.6,4,-1,2,365,146,0.7494866529774127,0.010200517012506113,0.7142857142857143,85,109,0.4381443298969072,0.2328767123287671,0.48184485835897634,1.4823977093340044,485,0.7525773195876289,3.0,511
quorum|per_task|all12|0.6|0.6|5|0|1,quorum,per_task,all12,0.6,0.6,5,0,1,5,0,0.01026694045174538,0.0,1.0,4,0,1.0,0.8,0.25781799128974237,3.8787052641185724,485,0.010309278350515464,1.0,5
quorum|per_task|all12|0.6|0.6|5|0|2,quorum,per_task,all12,0.6,0.6,5,0,2,5,0,0.01026694045174538,0.0,1.0,4,0,1.0,0.8,0.25781799128974237,3.8787052641185724,485,0.010309278350515464,1.0,5
quorum|per_task|all12|0.6|0.6|5|1|1,quorum,per_task,all12,0.6,0.6,5,1,1,58,10,0.11909650924024641,0.0006986655488017886,0.8529411764705882,18,8,0.6923076923076923,0.3103448275862069,0.5824513440235851,1.4643990184286537,485,0.11958762886597939,3.5,68
quorum|per_task|all12|0.6|0.6|5|1|2,quorum,per_task,all12,0.6,0.6,5,1,2,58,10,0.11909650924024641,0.0006986655488017886,0.8529411764705882,18,8,0.6923076923076923,0.3103448275862069,0.5824513440235851,1.4643990184286537,485,0.11958762886597939,3.5,68
quorum|per_task|all12|0.6|0.6|5|2|1,quorum,per_task,all12,0.6,0.6,5,2,1,143,26,0.2936344969199179,0.0018165304268846503,0.8461538461538461,35,20,0.6363636363636364,0.24475524475524477,0.6267624759369177,1.350039095574397,485,0.2948453608247423,4.0,169
quorum|per_task|all12|0.6|0.6|5|2|2,quorum,per_task,all12,0.6,0.6,5,2,2,143,26,0.2936344969199179,0.0018165304268846503,0.8461538461538461,35,20,0.6363636363636364,0.24475524475524477,0.6267624759369177,1.350039095574397,485,0.2948453608247423,4.0,169
quorum|per_task|all12|0.6|0.6|5|4|1,quorum,per_task,all12,0.6,0.6,5,4,1,227,35,0.46611909650924027,0.00244532942080626,0.8664122137404581,50,27,0.6493506493506493,0.22026431718061673,0.6494204945675726,1.3341313078167838,485,0.46804123711340206,4.0,262
quorum|per_task|all12|0.6|0.6|5|4|2,quorum,per_task,all12,0.6,0.6,5,4,2,227,35,0.46611909650924027,0.00244532942080626,0.8664122137404581,50,27,0.6493506493506493,0.22026431718061673,0.6494204945675726,1.3341313078167838,485,0.46804123711340206,4.0,262
quorum|per_task|all12|0.6|0.6|5|8|1,quorum,per_task,all12,0.6,0.6,5,8,1,297,53,0.6098562628336756,0.0037029274086494797,0.8485714285714285,64,35,0.6464646464646465,0.21548821548821548,0.6192400566034321,1.3703432449539723,485,0.6123711340206186,5.0,350
quorum|per_task|all12|0.6|0.6|5|8|2,quorum,per_task,all12,0.6,0.6,5,8,2,297,53,0.6098562628336756,0.0037029274086494797,0.8485714285714285,64,35,0.6464646464646465,0.21548821548821548,0.6192400566034321,1.3703432449539723,485,0.6123711340206186,5.0,350
quorum|per_task|all12|0.6|0.6|5|-1|1,quorum,per_task,all12,0.6,0.6,5,-1,1,343,63,0.704312114989733,0.004401592957451268,0.8448275862068966,67,37,0.6442307692307693,0.19533527696793002,0.6156840181640354,1.372177222865335,485,0.7072164948453609,5.0,406
quorum|per_task|all12|0.6|0.6|5|-1|2,quorum,per_task,all12,0.6,0.6,5,-1,2,343,63,0.704312114989733,0.004401592957451268,0.8448275862068966,67,37,0.6442307692307693,0.19533527696793002,0.6156840181640354,1.372177222865335,485,0.7072164948453609,5.0,406
quorum|per_task|all12|0.7|0.7|1|0|1,quorum,per_task,all12,0.7,0.7,1,0,1,481,1625,0.9876796714579056,0.11353315168029064,0.22839506172839505,173,1554,0.10017371163867979,0.3596673596673597,0.15009380287684573,1.5216821570960974,481,1.0,0.0,2106
quorum|per_task|all12|0.7|0.7|2|0|1,quorum,per_task,all12,0.7,0.7,2,0,1,350,604,0.7186858316221766,0.04219939914762803,0.3668763102725367,96,563,0.1456752655538695,0.2742857142857143,0.2627690205580943,1.396193164222058,481,0.7276507276507277,0.0,954
quorum|per_task|all12|0.7|0.7|2|0|2,quorum,per_task,all12,0.7,0.7,2,0,2,273,122,0.5605749486652978,0.00852371969538182,0.6911392405063291,62,102,0.3780487804878049,0.2271062271062271,0.48561164311575783,1.42323449263258,481,0.5675675675675675,1.0,395
quorum|per_task|all12|0.7|0.7|2|1|1,quorum,per_task,all12,0.7,0.7,2,1,1,397,687,0.8151950718685832,0.04799832320268287,0.3662361623616236,106,638,0.1424731182795699,0.26700251889168763,0.25049432598370025,1.4620537248634315,481,0.8253638253638254,0.0,1084
quorum|per_task|all12|0.7|0.7|2|1|2,quorum,per_task,all12,0.7,0.7,2,1,2,372,219,0.7638603696098563,0.01530077551875917,0.6294416243654822,86,183,0.31970260223048325,0.23118279569892472,0.4277657566494009,1.4714633291261225,481,0.7733887733887734,1.0,591
quorum|per_task|all12|0.7|0.7|2|2|1,quorum,per_task,all12,0.7,0.7,2,2,1,407,707,0.8357289527720739,0.04939565430028645,0.3653500897666068,116,655,0.1504539559014267,0.28501228501228504,0.2455676588972606,1.4877777122901197,481,0.8461538461538461,0.0,1114
quorum|per_task|all12|0.7|0.7|2|2|2,quorum,per_task,all12,0.7,0.7,2,2,2,391,251,0.8028747433264887,0.017536505274924893,0.6090342679127726,96,210,0.3137254901960784,0.24552429667519182,0.40472760292766063,1.5048004225736709,481,0.8128898128898129,1.0,642
quorum|per_task|all12|0.7|0.7|2|4|1,quorum,per_task,all12,0.7,0.7,2,4,1,414,720,0.8501026694045175,0.05030391951372878,0.36507936507936506,123,665,0.15609137055837563,0.2971014492753623,0.2420733071336528,1.5081355701799808,481,0.8607068607068608,0.0,1134
quorum|per_task|all12|0.7|0.7|2|4|2,quorum,per_task,all12,0.7,0.7,2,4,2,405,272,0.8316221765913757,0.01900370292740865,0.5982274741506647,105,227,0.31626506024096385,0.25925925925925924,0.3876236743062955,1.5433202711915697,481,0.841995841995842,1.0,677
quorum|per_task|all12|0.7|0.7|2|8|1,quorum,per_task,all12,0.7,0.7,2,8,1,432,730,0.8870636550308009,0.05100258506253057,0.3717728055077453,124,673,0.15558343789209536,0.28703703703703703,0.24766443418186976,1.5011150338798256,481,0.8981288981288982,0.0,1162
quorum|per_task|all12|0.7|0.7|2|8|2,quorum,per_task,all12,0.7,0.7,2,8,2,422,289,0.86652977412731,0.02019143436037169,0.5935302390998594,109,242,0.31054131054131057,0.25829383886255924,0.38511932973081936,1.5411593064277236,481,0.8773388773388774,1.0,711
quorum|per_task|all12|0.7|0.7|2|-1|1,quorum,per_task,all12,0.7,0.7,2,-1,1,445,731,0.9137577002053389,0.051072451617410745,0.3784013605442177,125,673,0.15664160401002505,0.2808988764044944,0.2553303292526549,1.4820070990069547,481,0.9251559251559252,0.0,1176
quorum|per_task|all12|0.7|0.7|2|-1|2,quorum,per_task,all12,0.7,0.7,2,-1,2,436,292,0.8952772073921971,0.020401034025012227,0.5989010989010989,110,243,0.311614730878187,0.25229357798165136,0.39547639559015985,1.5143788746414897,481,0.9064449064449065,1.0,728
quorum|per_task|all12|0.7|0.7|3|0|1,quorum,per_task,all12,0.7,0.7,3,0,1,138,67,0.28336755646817247,0.0046810591769719835,0.6731707317073171,41,58,0.41414141414141414,0.2971014492753623,0.45939262231533734,1.4653494614574758,481,0.2869022869022869,1.0,205
quorum|per_task|all12|0.7|0.7|3|0|2,quorum,per_task,all12,0.7,0.7,3,0,2,118,56,0.24229979466119098,0.003912527073290016,0.6781609195402298,32,49,0.3950617283950617,0.2711864406779661,0.46951260486221646,1.4443934252611672,481,0.24532224532224534,1.0,174
quorum|per_task|all12|0.7|0.7|3|1|1,quorum,per_task,all12,0.7,0.7,3,1,1,298,169,0.6119096509240246,0.011807447774750226,0.6381156316916489,73,140,0.3427230046948357,0.24496644295302014,0.4581194429726787,1.3929023128793614,481,0.6195426195426196,1.0,467
quorum|per_task|all12|0.7|0.7|3|1|2,quorum,per_task,all12,0.7,0.7,3,1,2,278,146,0.5708418891170431,0.010200517012506113,0.6556603773584906,66,120,0.3548387096774194,0.23741007194244604,0.47878266649886086,1.3694321520723862,481,0.577962577962578,1.0,424
quorum|per_task|all12|0.7|0.7|3|2|1,quorum,per_task,all12,0.7,0.7,3,2,1,338,192,0.6940451745379876,0.01341437853699434,0.6377358490566037,79,158,0.3333333333333333,0.23372781065088757,0.4548811562828376,1.4019834417147632,481,0.7027027027027027,1.0,530
quorum|per_task|all12|0.7|0.7|3|2|2,quorum,per_task,all12,0.7,0.7,3,2,2,327,169,0.6714579055441479,0.011807447774750226,0.6592741935483871,75,138,0.352112676056338,0.22935779816513763,0.4772010950760885,1.3815437566069868,481,0.6798336798336798,2.0,496
quorum|per_task|all12|0.7|0.7|3|4|1,quorum,per_task,all12,0.7,0.7,3,4,1,369,217,0.757700205338809,0.015161042408998812,0.6296928327645052,88,179,0.3295880149812734,0.23848238482384823,0.43110279545352037,1.4606558793061595,481,0.7671517671517671,2.0,586
quorum|per_task|all12|0.7|0.7|3|4|2,quorum,per_task,all12,0.7,0.7,3,4,2,361,192,0.7412731006160165,0.01341437853699434,0.6528028933092225,82,159,0.34024896265560167,0.22714681440443213,0.4498830864330459,1.4510500905580859,481,0.7505197505197505,2.0,553
quorum|per_task|all12|0.7|0.7|3|8|1,quorum,per_task,all12,0.7,0.7,3,8,1,383,227,0.7864476386036962,0.0158597079578006,0.6278688524590164,94,186,0.3357142857142857,0.2454308093994778,0.42413508673861344,1.4803511241831313,481,0.7962577962577962,2.0,610
quorum|per_task|all12|0.7|0.7|3|8|2,quorum,per_task,all12,0.7,0.7,3,8,2,380,203,0.7802874743326489,0.014182910640676309,0.6518010291595198,90,167,0.35019455252918286,0.23684210526315788,0.44188463764385094,1.4750479506030185,481,0.7900207900207901,2.0,583
quorum|per_task|all12|0.7|0.7|3|-1|1,quorum,per_task,all12,0.7,0.7,3,-1,1,390,232,0.8008213552361396,0.016209040732201495,0.6270096463022508,94,187,0.33451957295373663,0.24102564102564103,0.4286725917643967,1.4626772468039253,481,0.8108108108108109,2.0,622
quorum|per_task|all12|0.7|0.7|3|-1|2,quorum,per_task,all12,0.7,0.7,3,-1,2,388,208,0.7967145790554415,0.014532243415077202,0.6510067114093959,90,168,0.3488372093023256,0.23195876288659795,0.44708611363627376,1.4561103365850039,481,0.8066528066528067,2.0,596
quorum|per_task|all12|0.7|0.7|4|0|1,quorum,per_task,all12,0.7,0.7,4,0,1,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,14,6,0.7,0.5185185185185185,0.3817057708823979,2.0804444355741434,481,0.056133056133056136,1.0,34
quorum|per_task|all12|0.7|0.7|4|0|2,quorum,per_task,all12,0.7,0.7,4,0,2,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,14,6,0.7,0.5185185185185185,0.3817057708823979,2.0804444355741434,481,0.056133056133056136,1.0,34
quorum|per_task|all12|0.7|0.7|4|1|1,quorum,per_task,all12,0.7,0.7,4,1,1,169,36,0.3470225872689938,0.0025151959756864388,0.824390243902439,46,25,0.647887323943662,0.27218934911242604,0.5817404225379079,1.4171101267227468,481,0.35135135135135137,3.0,205
quorum|per_task|all12|0.7|0.7|4|1|2,quorum,per_task,all12,0.7,0.7,4,1,2,169,36,0.3470225872689938,0.0025151959756864388,0.824390243902439,46,25,0.647887323943662,0.27218934911242604,0.5817404225379079,1.4171101267227468,481,0.35135135135135137,3.0,205
quorum|per_task|all12|0.7|0.7|4|2|1,quorum,per_task,all12,0.7,0.7,4,2,1,228,54,0.4681724845995893,0.0037727939635296584,0.8085106382978723,62,38,0.62,0.2719298245614035,0.5728466111074356,1.4113911518737057,481,0.47401247401247404,2.0,282
quorum|per_task|all12|0.7|0.7|4|2|2,quorum,per_task,all12,0.7,0.7,4,2,2,228,54,0.4681724845995893,0.0037727939635296584,0.8085106382978723,62,38,0.62,0.2719298245614035,0.5728466111074356,1.4113911518737057,481,0.47401247401247404,2.0,282
