episode_id,group,success,T,row0
282,26,False,52,12694
283,26,False,52,12746
284,26,False,52,12798
285,26,True,39,12850
286,26,False,52,12889
287,26,False,52,12941
288,29,True,38,12993
289,29,True,39,13031
290,29,True,39,13070
291,29,False,52,13109
292,29,True,39,13161
293,29,False,52,13200
294,29,True,40,13252
295,29,True,40,13292
296,29,True,39,13332
297,29,True,40,13371
298,29,True,40,13411
299,29,True,39,13451
300,29,True,39,13490
301,29,True,40,13529
302,29,True,39,13569
303,29,True,40,13608
304,29,True,40,13648
305,29,True,40,13688
306,29,True,41,13728
307,29,True,39,13769
308,29,True,39,13808
309,29,True,39,13847
310,29,True,39,13886
311,29,True,40,13925
312,29,True,39,13965
313,29,True,39,14004
314,29,False,52,14043
315,29,False,52,14095
316,29,True,39,14147
317,29,True,40,14186
318,29,True,40,14226
319,29,True,40,14266
320,33,True,39,14306
321,33,True,39,14345
322,33,True,39,14384
323,33,True,39,14423
324,33,True,38,14462
325,33,True,38,14500
326,33,True,39,14538
327,33,True,39,14577
328,33,True,39,14616
329,33,True,38,14655
330,33,True,39,14693
331,33,True,38,14732
332,33,True,39,14770
333,33,True,39,14809
334,33,True,39,14848
335,33,True,39,14887
336,33,True,38,14926
337,33,True,39,14964
338,33,True,38,15003
339,33,True,39,15041
340,33,True,40,15080
341,33,True,39,15120
342,33,True,38,15159
343,33,True,39,15197
344,33,True,39,15236
345,33,True,39,15275
346,33,True,39,15314
347,33,True,39,15353
348,33,True,39,15392
349,33,True,39,15431
350,33,True,39,15470
351,33,True,39,15509
352,36,True,39,15548
353,36,True,39,15587
354,36,True,41,15626
355,36,True,39,15667
356,36,True,39,15706
357,36,True,39,15745
358,36,True,40,15784
359,36,True,40,15824
360,36,True,40,15864
361,36,True,39,15904
362,36,True,40,15943
363,36,True,39,15983
364,36,True,39,16022
365,36,True,40,16061
366,36,True,39,16101
367,36,True,40,16140
368,36,True,40,16180
369,36,True,39,16220
370,36,True,39,16259
371,36,True,39,16298
372,36,True,39,16337
373,36,True,39,16376
374,36,True,40,16415
375,36,True,39,16455
376,36,True,39,16494
377,36,True,38,16533
378,36,True,39,16571
379,36,True,40,16610
380,36,True,39,16650
381,36,True,40,16689
382,36,True,40,16729
383,36,True,39,16769
384,39,False,52,16808
385,39,True,51,16860
386,39,False,52,16911
387,39,False,52,16963
388,39,False,52,17015
389,39,False,52,17067
390,39,False,52,17119
391,39,False,52,17171
392,39,False,52,17223
393,39,False,52,17275
394,39,False,52,17327
395,39,False,52,17379
396,39,False,52,17431
397,39,True,46,17483
398,39,True,48,17529
399,39,False,52,17577
400,39,False,52,17629
401,39,False,52,17681
402,39,True,48,17733
403,39,False,52,17781
404,39,False,52,17833
405,39,False,52,17885
406,39,False,52,17937
407,39,False,52,17989
408,39,False,52,18041
409,39,False,52,18093
410,39,False,52,18145
411,39,False,52,18197
412,39,False,52,18249
413,39,False,52,18301
414,39,False,52,18353
415,39,False,52,18405
416,42,False,52,18457
417,42,True,38,18509
418,42,True,40,18547
419,42,True,40,18587
420,42,True,39,18627
421,42,True,38,18666
422,42,False,52,18704
423,42,False,52,18756
424,42,True,39,18808
425,42,False,52,18847
426,42,True,39,18899
427,42,False,52,18938
428,42,False,52,18990
429,42,True,38,19042
430,42,False,52,19080
431,42,False,52,19132
432,42,False,52,19184
433,42,False,52,19236
434,42,False,52,19288
435,42,False,52,19340
436,42,False,52,19392
437,42,True,37,19444
438,42,True,38,19481
439,42,False,52,19519
440,42,True,38,19571
441,42,False,52,19609
442,42,False,52,19661
443,42,False,52,19713
444,42,False,52,19765
445,42,True,39,19817
446,42,True,35,19856
447,42,True,37,19891
448,46,True,38,19928
449,46,True,41,19966
450,46,True,39,20007
451,46,True,39,20046
452,46,True,39,20085
453,46,True,41,20124
454,46,True,39,20165
455,46,True,39,20204
456,46,True,38,20243
457,46,True,41,20281
458,46,True,38,20322
459,46,True,39,20360
460,46,True,40,20399
461,46,True,42,20439
462,46,True,41,20481
463,46,False,52,20522
464,46,True,39,20574
465,46,True,40,20613
466,46,True,37,20653
467,46,True,48,20690
468,46,True,39,20738
469,46,True,41,20777
470,46,True,40,20818
471,46,True,39,20858
472,46,True,41,20897
473,46,True,38,20938
474,46,True,42,20976
475,46,True,42,21018
476,46,True,41,21060
477,46,True,39,21101
478,46,True,40,21140
479,46,True,39,21180
480,49,False,52,21219
481,49,False,52,21271
482,49,False,52,21323
483,49,False,52,21375
484,49,False,52,21427
485,49,False,52,21479
486,49,False,52,21531
487,49,False,52,21583
488,49,False,52,21635
489,49,False,52,21687
490,49,False,52,21739
491,49,False,52,21791
492,49,False,52,21843
493,49,False,52,21895
494,49,False,52,21947
495,49,False,52,21999
496,49,False,52,22051
497,49,False,52,22103
498,49,False,52,22155
499,49,False,52,22207
500,49,False,52,22259
501,49,False,52,22311
502,49,False,52,22363
503,49,False,52,22415
504,49,False,52,22467
505,49,False,52,22519
506,49,False,52,22571
507,49,False,52,22623
508,49,False,52,22675
509,49,False,52,22727
510,49,False,52,22779
511,49,False,52,22831
