corpus,slice,stat,t,auc_success,npairs,n_alive,n_scored,censored
A,main,H:ewm_rate_a0.3,20,0.5127855438117968,2933,352,352,False
A,main,H:ewm_rate_a0.5,20,0.5390385271053528,2933,352,352,False
A,main,H:acf_lag1,20,0.47255369928400953,2933,352,352,False
A,main,H:acf_lag2,20,0.5427889532901466,2933,352,352,False
A,main,H:acf_lag3,20,0.5509717013296965,2933,352,352,False
A,main,R:hel_to_cohort_LOO,20,0.5458574838049778,2933,352,352,False
A,main,R:hel_to_succ_ref,20,0.4050460279577225,2933,352,272,False
A,main,R:hel_to_fail_ref,20,0.6007500852369587,2933,352,352,False
A,main,R:hel_to_succ_ref_W3,20,0.3106034776679168,2933,352,272,False
A,main,R:hel_to_succ_ref_W5,20,0.3106034776679168,2933,352,272,False
A,main,R:hel_to_succ_ref_W8,20,0.26014319809069214,2933,352,272,False
A,main,R:hel_to_succ_ref_W12,20,0.2611660415956359,2933,352,272,False
A,main,R:hel_to_cohort_LOO_W3,20,0.49403341288782815,2933,352,352,False
A,main,R:hel_to_cohort_LOO_W5,20,0.5100579611319468,2933,352,352,False
A,main,R:hel_to_cohort_LOO_W8,20,0.4548244118649847,2933,352,352,False
A,main,R:hel_to_cohort_LOO_W12,20,0.4636890555744971,2933,352,352,False
A,main,R:hel_to_fail_ref_W3,20,0.5915444936924651,2933,352,352,False
A,main,R:hel_to_fail_ref_W5,20,0.6096147289464712,2933,352,352,False
A,main,R:hel_to_fail_ref_W8,20,0.5581316058643028,2933,352,352,False
A,main,R:hel_to_fail_ref_W12,20,0.5727923627684964,2933,352,352,False
A,main,R:succ_minus_fail_ref,20,0.2826457551994545,2933,352,272,False
A,main,R:succ_minus_fail_ref_W3,20,0.27684964200477324,2933,352,272,False
A,main,R:succ_minus_fail_ref_W5,20,0.2550289805659734,2933,352,272,False
A,main,R:succ_minus_fail_ref_W8,20,0.24889191953631096,2933,352,272,False
A,main,R:succ_minus_fail_ref_W12,20,0.2608250937606546,2933,352,272,False
A,main,I:ent_norm,25,0.47494033412887826,2933,352,352,False
A,main,I:top1,25,0.5455165359699966,2933,352,352,False
A,main,I:top4mass,25,0.5642686668939653,2933,352,352,False
A,main,I:gap45,25,0.59563586771224,2933,352,352,False
A,main,I:kl_p_unif,25,0.5250596658711217,2933,352,352,False
A,main,I:kl_unif_p,25,0.5138083873167405,2933,352,352,False
A,main,I:bhatt_unif,25,0.519945448346403,2933,352,352,False
A,main,I:hell_unif,25,0.5318786225707467,2933,352,352,False
A,main,I:gini,25,0.5417661097852029,2933,352,352,False
A,main,I:partratio,25,0.4623252642345721,2933,352,352,False
A,main,I:ent_tokstd,25,0.41493351517217864,2933,352,352,False
A,main,I:top1_tokstd,25,0.5376747357654279,2933,352,352,False
A,main,I:pr_tokstd,25,0.4265257415615411,2933,352,352,False
A,main,I:tok_heterog,25,0.49437436072280944,2933,352,352,False
A,main,I:ent_laystd,25,0.4081145584725537,2933,352,352,False
A,main,I:lay_heterog,25,0.4650528469144221,2933,352,352,False
A,main,H:hel_prev_mean_W3,25,0.6529151039890897,2933,352,352,False
A,main,H:hel_prev_std_W3,25,0.6430276167746335,2933,352,352,False
A,main,H:hel_prev_max_W3,25,0.6730310262529833,2933,352,352,False
A,main,H:hel_to_winmean_W3,25,0.632799181725196,2933,352,352,False
A,main,H:hel_prev_mean_W5,25,0.6672349130583021,2933,352,352,False
A,main,H:hel_prev_std_W5,25,0.6703034435731333,2933,352,352,False
A,main,H:hel_prev_max_W5,25,0.6576883736788272,2933,352,352,False
A,main,H:hel_to_winmean_W5,25,0.5676781452437777,2933,352,352,False
A,main,H:hel_prev_mean_W8,25,0.6345039209001023,2933,352,352,False
A,main,H:hel_prev_std_W8,25,0.5386975792703717,2933,352,352,False
A,main,H:hel_prev_max_W8,25,0.5305148312308217,2933,352,352,False
A,main,H:hel_to_winmean_W8,25,0.521309239686328,2933,352,352,False
A,main,H:hel_prev_mean_W12,25,0.6546198431639959,2933,352,352,False
A,main,H:hel_prev_std_W12,25,0.357654278895329,2933,352,352,False
A,main,H:hel_prev_max_W12,25,0.3556085918854415,2933,352,352,False
A,main,H:hel_to_winmean_W12,25,0.5134674394817593,2933,352,352,False
A,main,H:hel_prev_mean_W16,25,0.5952949198772588,2933,352,352,False
A,main,H:hel_prev_std_W16,25,0.480054551653597,2933,352,352,False
A,main,H:hel_prev_max_W16,25,0.39856801909307876,2933,352,352,False
A,main,H:hel_to_winmean_W16,25,0.5492669621547903,2933,352,352,False
A,main,H:js_prev_mean_W8,25,0.6157517899761337,2933,352,352,False
A,main,H:l1_prev_mean_W8,25,0.6263211728605523,2933,352,352,False
A,main,H:hel_to_first,25,0.5792703716331401,2933,352,352,False
A,main,H:cum_speed,25,0.5301738833958405,2933,352,352,False
A,main,H:straightness,25,0.5329014660756904,2933,352,352,False
A,main,H:ewm_rate_a0.15,25,0.6856460961472894,2933,352,352,False
A,main,H:ewm_rate_a0.3,25,0.680872826457552,2933,352,352,False
A,main,H:ewm_rate_a0.5,25,0.6604159563586771,2933,352,352,False
A,main,H:acf_lag1,25,0.37879304466416636,2933,352,352,False
A,main,H:acf_lag2,25,0.4357313331060348,2933,352,352,False
A,main,H:acf_lag3,25,0.3856120013637913,2933,352,352,False
A,main,R:hel_to_cohort_LOO,25,0.5502898056597341,2933,352,352,False
A,main,R:hel_to_succ_ref,25,0.36140470508012273,2933,352,272,False
A,main,R:hel_to_fail_ref,25,0.6385952949198772,2933,352,352,False
A,main,R:hel_to_succ_ref_W3,25,0.28332765086941697,2933,352,272,False
A,main,R:hel_to_succ_ref_W5,25,0.27719058983975453,2933,352,272,False
A,main,R:hel_to_succ_ref_W8,25,0.2724173201500171,2933,352,272,False
A,main,R:hel_to_succ_ref_W12,25,0.2921922945789294,2933,352,272,False
A,main,R:hel_to_cohort_LOO_W3,25,0.46607569041936586,2933,352,352,False
A,main,R:hel_to_cohort_LOO_W5,25,0.41902488919195363,2933,352,352,False
A,main,R:hel_to_cohort_LOO_W8,25,0.43641322877599725,2933,352,352,False
A,main,R:hel_to_cohort_LOO_W12,25,0.4592567337197409,2933,352,352,False
A,main,R:hel_to_fail_ref_W3,25,0.5816570064780089,2933,352,352,False
A,main,R:hel_to_fail_ref_W5,25,0.559836345039209,2933,352,352,False
A,main,R:hel_to_fail_ref_W8,25,0.6027957722468462,2933,352,352,False
A,main,R:hel_to_fail_ref_W12,25,0.6249573815206273,2933,352,352,False
A,main,R:succ_minus_fail_ref,25,0.21922945789294238,2933,352,272,False
A,main,R:succ_minus_fail_ref_W3,25,0.20354585748380497,2933,352,272,False
A,main,R:succ_minus_fail_ref_W5,25,0.18342993521991136,2933,352,272,False
A,main,R:succ_minus_fail_ref_W8,25,0.19604500511421752,2933,352,272,False
A,main,R:succ_minus_fail_ref_W12,25,0.20047732696897375,2933,352,272,False
A,main,I:ent_norm,30,0.45550630753494714,2933,352,352,False
A,main,I:top1,30,0.4913058302079782,2933,352,352,False
A,main,I:top4mass,30,0.4994885782475281,2933,352,352,False
A,main,I:gap45,30,0.48278213433344697,2933,352,352,False
A,main,I:kl_p_unif,30,0.5444936924650529,2933,352,352,False
A,main,I:kl_unif_p,30,0.5424480054551654,2933,352,352,False
A,main,I:bhatt_unif,30,0.5441527446300716,2933,352,352,False
A,main,I:hell_unif,30,0.530855779065803,2933,352,352,False
A,main,I:gini,30,0.521309239686328,2933,352,352,False
A,main,I:partratio,30,0.45550630753494714,2933,352,352,False
A,main,I:ent_tokstd,30,0.5144902829867031,2933,352,352,False
A,main,I:top1_tokstd,30,0.5922263893624276,2933,352,352,False
A,main,I:pr_tokstd,30,0.511762700306853,2933,352,352,False
A,main,I:tok_heterog,30,0.6447323559495397,2933,352,352,False
A,main,I:ent_laystd,30,0.4793726559836345,2933,352,352,False
A,main,I:lay_heterog,30,0.5114217524718718,2933,352,352,False
A,main,H:hel_prev_mean_W3,30,0.7708830548926014,2933,352,352,False
A,main,H:hel_prev_std_W3,30,0.6553017388339584,2933,352,352,False
A,main,H:hel_prev_max_W3,30,0.7766791680872827,2933,352,352,False
A,main,H:hel_to_winmean_W3,30,0.7446300715990454,2933,352,352,False
A,main,H:hel_prev_mean_W5,30,0.7858847596317763,2933,352,352,False
A,main,H:hel_prev_std_W5,30,0.6580293215138084,2933,352,352,False
A,main,H:hel_prev_max_W5,30,0.7749744289123764,2933,352,352,False
A,main,H:hel_to_winmean_W5,30,0.7214456188203205,2933,352,352,False
A,main,H:hel_prev_mean_W8,30,0.7988407773610637,2933,352,352,False
A,main,H:hel_prev_std_W8,30,0.6126832594613024,2933,352,352,False
A,main,H:hel_prev_max_W8,30,0.7401977497442891,2933,352,352,False
A,main,H:hel_to_winmean_W8,30,0.7067848619161269,2933,352,352,False
A,main,H:hel_prev_mean_W12,30,0.8073644732355949,2933,352,352,False
A,main,H:hel_prev_std_W12,30,0.5178997613365155,2933,352,352,False
A,main,H:hel_prev_max_W12,30,0.6256392771905899,2933,352,352,False
A,main,H:hel_to_winmean_W12,30,0.6893965223320832,2933,352,352,False
A,main,H:hel_prev_mean_W16,30,0.7944084555063076,2933,352,352,False
A,main,H:hel_prev_std_W16,30,0.3228775997272417,2933,352,352,False
A,main,H:hel_prev_max_W16,30,0.39993181043300374,2933,352,352,False
A,main,H:hel_to_winmean_W16,30,0.6928060006818957,2933,352,352,False
A,main,H:js_prev_mean_W8,30,0.79509035117627,2933,352,352,False
A,main,H:l1_prev_mean_W8,30,0.7984998295260826,2933,352,352,False
A,main,H:hel_to_first,30,0.5649505625639277,2933,352,352,False
A,main,H:cum_speed,30,0.7429253324241392,2933,352,352,False
A,main,H:straightness,30,0.40368223661779745,2933,352,352,False
A,main,H:ewm_rate_a0.15,30,0.7995226730310262,2933,352,352,False
A,main,H:ewm_rate_a0.3,30,0.7896351858165701,2933,352,352,False
A,main,H:ewm_rate_a0.5,30,0.7650869416979202,2933,352,352,False
A,main,H:acf_lag1,30,0.3375383566314354,2933,352,352,False
A,main,H:acf_lag2,30,0.3262870780770542,2933,352,352,False
A,main,H:acf_lag3,30,0.2533242413910672,2933,352,352,False
A,main,R:hel_to_cohort_LOO,30,0.6447323559495397,2933,352,352,False
A,main,R:hel_to_succ_ref,30,0.478690760313672,2933,352,272,False
A,main,R:hel_to_fail_ref,30,0.7480395499488578,2933,352,352,False
A,main,R:hel_to_succ_ref_W3,30,0.24957381520627345,2933,352,272,False
A,main,R:hel_to_succ_ref_W5,30,0.17217865666553017,2933,352,272,False
A,main,R:hel_to_succ_ref_W8,30,0.1288782816229117,2933,352,272,False
A,main,R:hel_to_succ_ref_W12,30,0.1438799863620866,2933,352,272,False
A,main,R:hel_to_cohort_LOO_W3,30,0.43334469826116606,2933,352,352,False
A,main,R:hel_to_cohort_LOO_W5,30,0.3348107739515854,2933,352,352,False
A,main,R:hel_to_cohort_LOO_W8,30,0.29457892942379815,2933,352,352,False
A,main,R:hel_to_cohort_LOO_W12,30,0.2693487896351858,2933,352,352,False
A,main,R:hel_to_fail_ref_W3,30,0.6467780429594272,2933,352,352,False
A,main,R:hel_to_fail_ref_W5,30,0.5499488578247528,2933,352,352,False
A,main,R:hel_to_fail_ref_W8,30,0.5414251619502216,2933,352,352,False
A,main,R:hel_to_fail_ref_W12,30,0.5717695192635527,2933,352,352,False
A,main,R:succ_minus_fail_ref,30,0.1411524036822366,2933,352,272,False
A,main,R:succ_minus_fail_ref_W3,30,0.12342311626321173,2933,352,272,False
A,main,R:succ_minus_fail_ref_W5,30,0.11558131605864302,2933,352,272,False
A,main,R:succ_minus_fail_ref_W8,30,0.1046709853392431,2933,352,272,False
A,main,R:succ_minus_fail_ref_W12,30,0.08625980225025572,2933,352,272,False
A,main,I:ent_norm,35,0.4890375325157934,2691,332,332,True
A,main,I:top1,35,0.5161649944258639,2691,332,332,True
A,main,I:top4mass,35,0.49869936826458566,2691,332,332,True
A,main,I:gap45,35,0.46079524340393907,2691,332,332,True
A,main,I:kl_p_unif,35,0.5109624674842066,2691,332,332,True
A,main,I:kl_unif_p,35,0.5061315496098104,2691,332,332,True
A,main,I:bhatt_unif,35,0.5087328130806391,2691,332,332,True
A,main,I:hell_unif,35,0.5187662578966927,2691,332,332,True
A,main,I:gini,35,0.5358602749907098,2691,332,332,True
A,main,I:partratio,35,0.48272017837235226,2691,332,332,True
A,main,I:ent_tokstd,35,0.452991452991453,2691,332,332,True
A,main,I:top1_tokstd,35,0.49424005945745075,2691,332,332,True
A,main,I:pr_tokstd,35,0.4511334076551468,2691,332,332,True
A,main,I:tok_heterog,35,0.5444072835377183,2691,332,332,True
A,main,I:ent_laystd,35,0.3285024154589372,2691,332,332,True
A,main,I:lay_heterog,35,0.4998141954663694,2691,332,332,True
A,main,H:hel_prev_mean_W3,35,0.6231884057971014,2691,332,332,True
A,main,H:hel_prev_std_W3,35,0.5893719806763285,2691,332,332,True
A,main,H:hel_prev_max_W3,35,0.6046079524340394,2691,332,332,True
A,main,H:hel_to_winmean_W3,35,0.7082868821999256,2691,332,332,True
A,main,H:hel_prev_mean_W5,35,0.6688963210702341,2691,332,332,True
A,main,H:hel_prev_std_W5,35,0.5395763656633222,2691,332,332,True
A,main,H:hel_prev_max_W5,35,0.5971757710888146,2691,332,332,True
A,main,H:hel_to_winmean_W5,35,0.704199182460052,2691,332,332,True
A,main,H:hel_prev_mean_W8,35,0.7625418060200669,2691,332,332,True
A,main,H:hel_prev_std_W8,35,0.5908584169453734,2691,332,332,True
A,main,H:hel_prev_max_W8,35,0.6867335562987736,2691,332,332,True
A,main,H:hel_to_winmean_W8,35,0.653288740245262,2691,332,332,True
A,main,H:hel_prev_mean_W12,35,0.7907840951319213,2691,332,332,True
A,main,H:hel_prev_std_W12,35,0.5574136008918618,2691,332,332,True
A,main,H:hel_prev_max_W12,35,0.6830174656261613,2691,332,332,True
A,main,H:hel_to_winmean_W12,35,0.6614641397250093,2691,332,332,True
A,main,H:hel_prev_mean_W16,35,0.79338535860275,2691,332,332,True
A,main,H:hel_prev_std_W16,35,0.4195466369379413,2691,332,332,True
A,main,H:hel_prev_max_W16,35,0.6060943887030844,2691,332,332,True
A,main,H:hel_to_winmean_W16,35,0.6707543664065403,2691,332,332,True
A,main,H:js_prev_mean_W8,35,0.7558528428093646,2691,332,332,True
A,main,H:l1_prev_mean_W8,35,0.7640282422891118,2691,332,332,True
A,main,H:hel_to_first,35,0.6722408026755853,2691,332,332,True
A,main,H:cum_speed,35,0.7818654775176515,2691,332,332,True
A,main,H:straightness,35,0.4451876625789669,2691,332,332,True
A,main,H:ewm_rate_a0.15,35,0.7409884801189149,2691,332,332,True
A,main,H:ewm_rate_a0.3,35,0.6770717205499814,2691,332,332,True
A,main,H:ewm_rate_a0.5,35,0.6447417316982534,2691,332,332,True
A,main,H:acf_lag1,35,0.3448532144184318,2691,332,332,True
A,main,H:acf_lag2,35,0.3102935711631364,2691,332,332,True
A,main,H:acf_lag3,35,0.21887774061687104,2691,332,332,True
A,main,R:hel_to_cohort_LOO,35,0.5470085470085471,2691,332,332,True
A,main,R:hel_to_succ_ref,35,0.2523225566703828,2691,332,252,True
A,main,R:hel_to_fail_ref,35,0.7019695280564846,2691,332,332,True
A,main,R:hel_to_succ_ref_W3,35,0.15644741731698253,2691,332,252,True
A,main,R:hel_to_succ_ref_W5,35,0.13489409141583056,2691,332,252,True
A,main,R:hel_to_succ_ref_W8,35,0.09884801189149016,2691,332,252,True
A,main,R:hel_to_succ_ref_W12,35,0.07729468599033816,2691,332,252,True
A,main,R:hel_to_cohort_LOO_W3,35,0.3916759568933482,2691,332,332,True
A,main,R:hel_to_cohort_LOO_W5,35,0.35674470457079155,2691,332,332,True
A,main,R:hel_to_cohort_LOO_W8,35,0.27647714604236345,2691,332,332,True
A,main,R:hel_to_cohort_LOO_W12,35,0.2147900408769974,2691,332,332,True
A,main,R:hel_to_fail_ref_W3,35,0.6239316239316239,2691,332,332,True
A,main,R:hel_to_fail_ref_W5,35,0.600891861761427,2691,332,332,True
A,main,R:hel_to_fail_ref_W8,35,0.5202526941657376,2691,332,332,True
A,main,R:hel_to_fail_ref_W12,35,0.48866592344853216,2691,332,332,True
A,main,R:succ_minus_fail_ref,35,0.14195466369379414,2691,332,252,True
A,main,R:succ_minus_fail_ref_W3,35,0.1289483463396507,2691,332,252,True
A,main,R:succ_minus_fail_ref_W5,35,0.1111111111111111,2691,332,252,True
A,main,R:succ_minus_fail_ref_W8,35,0.09327387588257154,2691,332,252,True
A,main,R:succ_minus_fail_ref_W12,35,0.07803790412486064,2691,332,252,True
A,front,I:ent_norm,15,0.4186839413569724,2933,352,352,False
A,front,I:top1,15,0.5700647800886465,2933,352,352,False
A,front,I:top4mass,15,0.553017388339584,2933,352,352,False
A,front,I:gap45,15,0.5178997613365155,2933,352,352,False
A,front,I:kl_p_unif,15,0.5813160586430276,2933,352,352,False
A,front,I:kl_unif_p,15,0.5833617456529151,2933,352,352,False
A,front,I:bhatt_unif,15,0.5847255369928401,2933,352,352,False
A,front,I:hell_unif,15,0.557108762359359,2933,352,352,False
A,front,I:gini,15,0.5588135015342652,2933,352,352,False
A,front,I:partratio,15,0.47050801227412203,2933,352,352,False
A,front,I:ent_laystd,15,0.6348448687350835,2933,352,352,False
A,front,I:lay_heterog,15,0.5850664848278213,2933,352,352,False
A,front,H:hel_prev_mean_W3,15,0.5035799522673031,2933,352,352,False
A,front,H:hel_prev_std_W3,15,0.48653256051824073,2933,352,352,False
A,front,H:hel_prev_max_W3,15,0.48891919536310946,2933,352,352,False
A,front,H:hel_to_winmean_W3,15,0.49607909989771565,2933,352,352,False
A,front,H:hel_prev_mean_W5,15,0.5298329355608592,2933,352,352,False
A,front,H:hel_prev_std_W5,15,0.5813160586430276,2933,352,352,False
A,front,H:hel_prev_max_W5,15,0.5564268666893966,2933,352,352,False
A,front,H:hel_to_winmean_W5,15,0.485509717013297,2933,352,352,False
A,front,H:hel_prev_mean_W8,15,0.47494033412887826,2933,352,352,False
A,front,H:hel_prev_std_W8,15,0.5311967269007842,2933,352,352,False
A,front,H:hel_prev_max_W8,15,0.5144902829867031,2933,352,352,False
A,front,H:hel_to_winmean_W8,15,0.4940334128878281,2933,352,352,False
A,front,H:hel_prev_mean_W12,15,0.43061711558131605,2933,352,352,False
A,front,H:hel_prev_std_W12,15,0.5165359699965906,2933,352,352,False
A,front,H:hel_prev_max_W12,15,0.4916467780429594,2933,352,352,False
A,front,H:hel_to_winmean_W12,15,0.5605182407091714,2933,352,352,False
A,front,H:js_prev_mean_W8,15,0.5209682918513467,2933,352,352,False
A,front,H:l1_prev_mean_W8,15,0.4851687691783157,2933,352,352,False
A,front,H:hel_to_first,15,0.553017388339584,2933,352,352,False
A,front,H:cum_speed,15,0.45175588135015343,2933,352,352,False
A,front,H:straightness,15,0.5465393794749404,2933,352,352,False
A,front,H:ewm_rate_a0.15,15,0.4780088646437095,2933,352,352,False
A,front,H:ewm_rate_a0.3,15,0.4878963518581657,2933,352,352,False
A,front,H:ewm_rate_a0.5,15,0.5032390044323218,2933,352,352,False
A,front,H:acf_lag1,15,0.5380156836004092,2933,352,352,False
A,front,H:acf_lag2,15,0.5646096147289464,2933,352,352,False
A,front,H:acf_lag3,15,0.5550630753494715,2933,352,352,False
A,front,R:hel_to_cohort_LOO,15,0.36174565291510397,2933,352,352,False
A,front,R:hel_to_succ_ref,15,0.3170814865325605,2933,352,272,False
A,front,R:hel_to_fail_ref,15,0.4166382543470849,2933,352,352,False
A,front,R:hel_to_succ_ref_W3,15,0.3184452778724855,2933,352,272,False
A,front,R:hel_to_succ_ref_W5,15,0.4241391067166724,2933,352,272,False
A,front,R:hel_to_succ_ref_W8,15,0.4047050801227412,2933,352,272,False
A,front,R:hel_to_succ_ref_W12,15,0.42686668939652234,2933,352,272,False
A,front,R:hel_to_cohort_LOO_W3,15,0.3719740879645414,2933,352,352,False
A,front,R:hel_to_cohort_LOO_W5,15,0.475963177633822,2933,352,352,False
A,front,R:hel_to_cohort_LOO_W8,15,0.4449369246505285,2933,352,352,False
A,front,R:hel_to_cohort_LOO_W12,15,0.48619161268325944,2933,352,352,False
A,front,R:hel_to_fail_ref_W3,15,0.45346062052505964,2933,352,352,False
