representation,direction,quantile,mode,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,quantity
L2,low,0.98,per_task,0,18,0.0,0.0012575979878432194,0.0,0,18,0.0,0.0,0.07213538210289729,0.0,running_coupling_log
L2,low,0.98,global,0,4,0.0,0.00027946621952071543,0.0,0,4,0.0,0.0,0.04710921946303776,0.0,running_coupling_log
L2,low,0.99,per_task,0,9,0.0,0.0006287989939216097,0.0,0,9,0.0,0.0,0.07114187423382251,0.0,running_coupling_log
L2,low,0.99,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling_log
L2,low,0.995,per_task,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.07928571428571428,0.0,running_coupling_log
L2,low,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling_log
L2,high,0.5,per_task,297,2628,0.6098562628336756,0.18360930622511004,0.10153846153846154,147,2578,0.053944954128440366,0.494949494949495,0.0972948286092572,1.04361622287498,running_coupling_log
L2,high,0.5,global,265,3416,0.5441478439425051,0.23866415147069098,0.07199130671013311,141,3391,0.039920724801812,0.5320754716981132,0.07468590922812864,0.9639208714757044,running_coupling_log
L2,high,0.6,per_task,241,1917,0.4948665297741273,0.13393418570530288,0.11167747914735866,114,1880,0.05717151454363089,0.4730290456431535,0.10386127827438585,1.0752561590116732,running_coupling_log
L2,high,0.6,global,218,2524,0.44763860369609854,0.17634318451757144,0.07950401167031364,110,2512,0.041952707856598014,0.5045871559633027,0.08110039486792785,0.9803159627001333,running_coupling_log
L2,high,0.7,per_task,196,1276,0.4024640657084189,0.08914972402710822,0.1331521739130435,87,1255,0.06482861400894188,0.44387755102040816,0.11591279199820799,1.1487271734003441,running_coupling_log
L2,high,0.7,global,170,1698,0.3490759753593429,0.1186334101865437,0.09100642398286937,73,1687,0.04147727272727273,0.4294117647058823,0.09033029882411689,1.0074850317950235,running_coupling_log
L2,high,0.75,per_task,163,939,0.3347022587268994,0.06560469503248795,0.14791288566243194,68,923,0.06861755802219979,0.4171779141104294,0.1249390192455055,1.1838806367751513,running_coupling_log
L2,high,0.75,global,138,1308,0.28336755646817247,0.09138545378327395,0.0954356846473029,57,1301,0.04197349042709867,0.41304347826086957,0.09215627299213092,1.0355853329208746,running_coupling_log
L2,high,0.8,per_task,136,711,0.2792607802874743,0.049675120519807166,0.16056670602125148,55,699,0.07294429708222812,0.40441176470588236,0.1314346967376635,1.2216462624152729,running_coupling_log
L2,high,0.8,global,105,980,0.21560574948665298,0.06846922378257528,0.0967741935483871,45,977,0.04403131115459882,0.42857142857142855,0.09221018351051946,1.0494957266552556,running_coupling_log
L2,high,0.85,per_task,114,478,0.23408624229979466,0.03339621323272549,0.19256756756756757,46,469,0.08932038834951456,0.40350877192982454,0.14782812077914576,1.302645035008341,running_coupling_log
L2,high,0.85,global,73,674,0.14989733059548255,0.04709005798924055,0.09772423025435073,31,673,0.04403409090909091,0.4246575342465753,0.09305007881329277,1.0502326435471028,running_coupling_log
L2,high,0.9,per_task,80,294,0.16427104722792607,0.020540767134772583,0.21390374331550802,30,290,0.09375,0.375,0.15523848853695763,1.3779040580170552,running_coupling_log
L2,high,0.9,global,46,375,0.0944558521560575,0.026199958080067073,0.10926365795724466,20,375,0.05063291139240506,0.43478260869565216,0.10030092271794579,1.0893584525089843,running_coupling_log
L2,high,0.925,per_task,64,211,0.13141683778234087,0.014741843079717739,0.23272727272727273,24,207,0.1038961038961039,0.375,0.1687153280056074,1.3794079973547977,running_coupling_log
L2,high,0.925,global,28,259,0.057494866529774126,0.018095437713966326,0.0975609756097561,16,259,0.05818181818181818,0.5714285714285714,0.08533309292153461,1.143295903963838,running_coupling_log
L2,high,0.95,per_task,50,128,0.1026694045174538,0.008942919024662894,0.2808988764044944,18,125,0.1258741258741259,0.36,0.1939825919737542,1.4480622902621074,running_coupling_log
L2,high,0.95,global,16,153,0.03285420944558522,0.010689582896667365,0.09467455621301775,12,153,0.07272727272727272,0.75,0.06874118073859874,1.377261129293597,running_coupling_log
L2,high,0.96,per_task,45,98,0.09240246406570841,0.006846922378257528,0.3146853146853147,14,97,0.12612612612612611,0.3111111111111111,0.20792109732149283,1.5134842915855735,running_coupling_log
L2,high,0.96,global,13,112,0.026694045174537988,0.007825054146580033,0.104,10,112,0.08196721311475409,0.7692307692307693,0.06780647233578911,1.5337768861499594,running_coupling_log
L2,high,0.975,per_task,35,44,0.07186858316221766,0.00307412841472787,0.4430379746835443,9,44,0.16981132075471697,0.2571428571428571,0.3156154853025651,1.4037269884233514,running_coupling_log
L2,high,0.975,global,6,48,0.012320328542094456,0.003353594634248585,0.1111111111111111,5,48,0.09433962264150944,0.8333333333333334,0.06396552578510774,1.7370467880525053,running_coupling_log
L2,high,0.98,per_task,27,37,0.055441478439425054,0.002585062530566618,0.421875,6,37,0.13953488372093023,0.2222222222222222,0.3159014289651376,1.335464044534466,running_coupling_log
L2,high,0.98,global,6,29,0.012320328542094456,0.002026130091525187,0.17142857142857143,5,29,0.14705882352941177,0.8333333333333334,0.0706956743214233,2.4248806320052663,running_coupling_log
L2,high,0.99,per_task,15,13,0.030800821355236138,0.0009082652134423251,0.5357142857142857,3,13,0.1875,0.2,0.39775775819602227,1.3468355416722657,running_coupling_log
L2,high,0.99,global,4,8,0.008213552361396304,0.0005589324390414309,0.3333333333333333,3,8,0.2727272727272727,0.75,0.129630713495183,2.5714070712549137,running_coupling_log
L2,high,0.995,per_task,9,5,0.018480492813141684,0.0003493327744008943,0.6428571428571429,2,5,0.2857142857142857,0.2222222222222222,0.45532795781743707,1.4118551954037826,running_coupling_log
L2,high,0.995,global,1,1,0.002053388090349076,6.986655488017886e-05,0.5,1,1,0.5,1.0,0.05032067094227923,9.936274509803921,running_coupling_log
L3,low,0.5,per_task,158,2210,0.324435318275154,0.15440508628519528,0.06672297297297297,132,2203,0.05653104925053533,0.8354430379746836,0.050631325161486565,1.3178200009611194,running_coupling_log
L3,low,0.5,global,101,2042,0.20739219712525667,0.14266750506532522,0.04713019132057863,88,2041,0.04133395960544857,0.8712871287128713,0.042855933975353165,1.0997354846515217,running_coupling_log
L3,low,0.6,per_task,124,1377,0.2546201232032854,0.09620624607000629,0.08261159227181879,99,1373,0.06725543478260869,0.7983870967741935,0.05451169305659398,1.515483883174414,running_coupling_log
L3,low,0.6,global,53,1289,0.10882956878850103,0.09005798924055054,0.039493293591654245,50,1288,0.03736920777279522,0.9433962264150944,0.03973005407095548,0.994040771279133,running_coupling_log
L3,low,0.7,per_task,88,734,0.1806981519507187,0.05128205128205128,0.1070559610705596,70,733,0.08717310087173101,0.7954545454545454,0.06453351245919517,1.6589204119061638,running_coupling_log
L3,low,0.7,global,35,765,0.07186858316221766,0.05344791448333683,0.04375,35,764,0.04380475594493116,1.0,0.04050369200147845,1.0801484466750106,running_coupling_log
L3,low,0.75,per_task,69,521,0.14168377823408623,0.03640047509257319,0.11694915254237288,57,519,0.09895833333333333,0.8260869565217391,0.06689201720941815,1.7483274899042345,running_coupling_log
L3,low,0.75,global,28,571,0.057494866529774126,0.03989380283658213,0.04674457429048414,28,570,0.046822742474916385,1.0,0.04228287970227795,1.1055201211370147,running_coupling_log
L3,low,0.8,per_task,48,337,0.09856262833675565,0.023545028994620274,0.12467532467532468,42,337,0.11081794195250659,0.875,0.06423196564433566,1.9410168040890285,running_coupling_log
L3,low,0.8,global,18,337,0.03696098562628337,0.023545028994620274,0.05070422535211268,18,337,0.05070422535211268,1.0,0.04399297486575831,1.152552777047547,running_coupling_log
L3,low,0.85,per_task,31,213,0.06365503080082136,0.014881576189478097,0.12704918032786885,27,213,0.1125,0.8709677419354839,0.06533962721977003,1.9444429932319411,running_coupling_log
L3,low,0.85,global,9,182,0.018480492813141684,0.012715712988192553,0.04712041884816754,9,182,0.04712041884816754,1.0,0.04567520743964168,1.03164104750779,running_coupling_log
L3,low,0.9,per_task,21,109,0.043121149897330596,0.007615454481939496,0.16153846153846155,19,108,0.14960629921259844,0.9047619047619048,0.07331433441298735,2.2033680429873157,running_coupling_log
L3,low,0.9,global,2,73,0.004106776180698152,0.005100258506253057,0.02666666666666667,2,73,0.02666666666666667,1.0,0.051180735639139364,0.5210293743076625,running_coupling_log
L3,low,0.925,per_task,16,65,0.03285420944558522,0.004541326067211626,0.19753086419753085,15,65,0.1875,0.9375,0.07374497219292875,2.6785672070057633,running_coupling_log
L3,low,0.925,global,0,42,0.0,0.002934395304967512,0.0,0,42,0.0,0.0,0.057659139420479975,0.0,running_coupling_log
L3,low,0.95,per_task,7,36,0.014373716632443531,0.0025151959756864388,0.16279069767441862,7,36,0.16279069767441862,1.0,0.06652725550251742,2.4469775048552624,running_coupling_log
L3,low,0.95,global,0,18,0.0,0.0012575979878432194,0.0,0,18,0.0,0.0,0.06091231959812374,0.0,running_coupling_log
L3,low,0.96,per_task,5,29,0.01026694045174538,0.002026130091525187,0.14705882352941177,5,29,0.14705882352941177,1.0,0.0675883535712,2.175801240290529,running_coupling_log
L3,low,0.96,global,0,12,0.0,0.0008383986585621463,0.0,0,12,0.0,0.0,0.062389439002043835,0.0,running_coupling_log
L3,low,0.975,per_task,2,13,0.004106776180698152,0.0009082652134423251,0.13333333333333333,2,13,0.13333333333333333,1.0,0.06194379896431522,2.152488797307127,running_coupling_log
L3,low,0.975,global,0,3,0.0,0.00020959966464053657,0.0,0,3,0.0,0.0,0.05997568539009091,0.0,running_coupling_log
L3,low,0.98,per_task,2,8,0.004106776180698152,0.0005589324390414309,0.2,2,8,0.2,1.0,0.05501209234383758,3.6355643182949007,running_coupling_log
L3,low,0.98,global,0,2,0.0,0.00013973310976035772,0.0,0,2,0.0,0.0,0.05032067094227923,0.0,running_coupling_log
L3,low,0.99,per_task,0,4,0.0,0.00027946621952071543,0.0,0,4,0.0,0.0,0.04710921946303776,0.0,running_coupling_log
L3,low,0.99,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling_log
L3,low,0.995,per_task,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling_log
L3,low,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling_log
L3,high,0.5,per_task,198,2475,0.406570841889117,0.1729197233284427,0.07407407407407407,140,2462,0.053804765564950036,0.7070707070707071,0.07313902559637696,1.0127845356165563,running_coupling_log
L3,high,0.5,global,247,3536,0.5071868583162218,0.24704813805631246,0.06529209621993128,156,3516,0.042483660130718956,0.631578947368421,0.07377022608352328,0.8850738256652082,running_coupling_log
L3,high,0.6,per_task,165,1779,0.33880903490759756,0.1242926011318382,0.08487654320987655,109,1772,0.057947900053163214,0.6606060606060606,0.07874327282643209,1.0778894521816937,running_coupling_log
L3,high,0.6,global,193,2526,0.39630390143737165,0.1764829176273318,0.07098197866862817,112,2516,0.0426179604261796,0.5803108808290155,0.07939748216648046,0.8940079298710419,running_coupling_log
L3,high,0.7,per_task,134,1145,0.2751540041067762,0.07999720533780479,0.10476935105551212,84,1140,0.06862745098039216,0.6268656716417911,0.09108061969778808,1.150292470595218,running_coupling_log
L3,high,0.7,global,135,1654,0.27720739219712526,0.11555928177181583,0.07546115148127445,80,1651,0.046216060080878106,0.5925925925925926,0.08001780494681378,0.9430545055745025,running_coupling_log
L3,high,0.75,per_task,116,906,0.23819301848049282,0.06329909872144204,0.11350293542074363,69,903,0.07098765432098765,0.5948275862068966,0.09524473309293009,1.1916977635918098,running_coupling_log
L3,high,0.75,global,102,1285,0.20944558521560575,0.08977852302102983,0.07354001441961067,55,1280,0.04119850187265917,0.5392156862745098,0.08281672746274964,0.8879850324040929,running_coupling_log
L3,high,0.8,per_task,99,679,0.2032854209445585,0.04743939076364145,0.12724935732647816,53,675,0.07280219780219781,0.5353535353535354,0.10670692707288898,1.1925126214117021,running_coupling_log
L3,high,0.8,global,77,909,0.15811088295687886,0.06350869838608258,0.07809330628803246,39,906,0.04126984126984127,0.5064935064935064,0.08767601137006055,0.8907032273448017,running_coupling_log
L3,high,0.85,per_task,85,464,0.17453798767967146,0.03241808146440299,0.15482695810564662,40,462,0.0796812749003984,0.47058823529411764,0.12243004542900814,1.2646157041199828,running_coupling_log
L3,high,0.85,global,53,599,0.10882956878850103,0.041850066373227135,0.08128834355828221,28,599,0.044657097288676235,0.5283018867924528,0.08801643175875279,0.9235587257284887,running_coupling_log
L3,high,0.9,per_task,69,298,0.14168377823408623,0.0208202333542933,0.1880108991825613,30,298,0.09146341463414634,0.43478260869565216,0.14170614800975942,1.32676600008641,running_coupling_log
L3,high,0.9,global,26,352,0.053388090349075976,0.02459302731782296,0.06878306878306878,13,352,0.03561643835616438,0.5,0.08258088928016204,0.832917511335061,running_coupling_log
L3,high,0.925,per_task,54,194,0.11088295687885011,0.013554111646754699,0.21774193548387097,20,193,0.09389671361502347,0.37037037037037035,0.1642861686720963,1.3253820284680728,running_coupling_log
L3,high,0.925,global,18,231,0.03696098562628337,0.016139174177321317,0.07228915662650602,7,231,0.029411764705882353,0.3888888888888889,0.085623750527803,0.8442652439410829,running_coupling_log
L3,high,0.95,per_task,38,134,0.07802874743326489,0.009362118353943967,0.22093023255813954,11,134,0.07586206896551724,0.2894736842105263,0.17816840638413683,1.2400079062379152,running_coupling_log
L3,high,0.95,global,7,137,0.014373716632443531,0.009571718018584504,0.04861111111111111,4,137,0.028368794326241134,0.5714285714285714,0.06615464115598096,0.7348102908833667,running_coupling_log
L3,high,0.96,per_task,27,105,0.055441478439425054,0.00733598826241878,0.20454545454545456,8,105,0.07079646017699115,0.2962962962962963,0.1604315417921609,1.2749703222976143,running_coupling_log
L3,high,0.96,global,5,99,0.01026694045174538,0.006916788933137707,0.04807692307692308,4,99,0.038834951456310676,0.8,0.05598259620338759,0.8587833780029994,running_coupling_log
L3,high,0.975,per_task,17,69,0.03490759753593429,0.004820792286732341,0.19767441860465115,4,69,0.0547945205479452,0.23529411764705882,0.16880921009937616,1.1709930902957388,running_coupling_log
L3,high,0.975,global,1,45,0.002053388090349076,0.0031439949696080486,0.021739130434782608,1,45,0.021739130434782608,1.0,0.04706998881760279,0.4618469428370209,running_coupling_log
L3,high,0.98,per_task,12,53,0.024640657084188913,0.0037029274086494797,0.18461538461538463,3,53,0.05357142857142857,0.25,0.16394107361820048,1.1261081835131335,running_coupling_log
L3,high,0.98,global,0,33,0.0,0.002305596311045902,0.0,0,33,0.0,0.0,0.04713880639114054,0.0,running_coupling_log
L3,high,0.99,per_task,7,25,0.014373716632443531,0.0017466638720044715,0.21875,1,25,0.038461538461538464,0.14285714285714285,0.19347859360376907,1.130616033151373,running_coupling_log
L3,high,0.99,global,0,9,0.0,0.0006287989939216097,0.0,0,9,0.0,0.0,0.04354456808829449,0.0,running_coupling_log
L3,high,0.995,per_task,4,19,0.008213552361396304,0.0013274645427233983,0.17391304347826086,0,19,0.0,0.0,0.19175104963511244,0.9069730977181302,running_coupling_log
L3,high,0.995,global,0,2,0.0,0.00013973310976035772,0.0,0,2,0.0,0.0,0.0423244877393349,0.0,running_coupling_log
L4,low,0.5,per_task,149,1969,0.3059548254620123,0.13756724655907218,0.07034938621340887,131,1963,0.06255969436485195,0.8791946308724832,0.050208411076075835,1.4011474313898404,running_coupling_log
L4,low,0.5,global,151,2009,0.31006160164271046,0.1403619087542793,0.0699074074074074,138,2008,0.06430568499534017,0.9139072847682119,0.04694336703515251,1.4891860516749633,running_coupling_log
L4,low,0.6,per_task,99,1180,0.2032854209445585,0.08244253475861105,0.07740422204847537,84,1179,0.0665083135391924,0.8484848484848485,0.052287762503516425,1.4803506278026304,running_coupling_log
L4,low,0.6,global,89,1188,0.18275154004106775,0.08300146719765249,0.0696945967110415,80,1188,0.06309148264984227,0.898876404494382,0.045927141511227,1.5175034721898484,running_coupling_log
L4,low,0.7,per_task,54,634,0.11088295687885011,0.044295395794033396,0.07848837209302326,48,632,0.07058823529411765,0.8888888888888888,0.05170834791865968,1.5179052368195973,running_coupling_log
L4,low,0.7,global,53,673,0.10882956878850103,0.04702019143436037,0.07300275482093664,52,672,0.0718232044198895,0.9811320754716981,0.041427043710658,1.7622004440098415,running_coupling_log
L4,low,0.75,per_task,42,444,0.08624229979466119,0.031020750366799413,0.08641975308641975,36,444,0.075,0.8571428571428571,0.0539090303250439,1.6030663613378466,running_coupling_log
L4,low,0.75,global,44,475,0.09034907597535935,0.03318661356808496,0.08477842003853564,44,475,0.08477842003853564,1.0,0.03880481157560493,2.184739896838786,running_coupling_log
L4,low,0.8,per_task,27,287,0.055441478439425054,0.020051701250611332,0.08598726114649681,24,287,0.07717041800643087,0.8888888888888888,0.055166604262747,1.5586832340986128,running_coupling_log
L4,low,0.8,global,30,326,0.061601642710472276,0.02277649689093831,0.08426966292134831,29,326,0.08169014084507042,0.9666666666666667,0.03983554470144418,2.115438951642934,running_coupling_log
L4,low,0.85,per_task,19,170,0.039014373716632446,0.011877314329630406,0.10052910052910052,17,170,0.09090909090909091,0.8947368421052632,0.054319030358233246,1.850716035726568,running_coupling_log
L4,low,0.85,global,21,204,0.043121149897330596,0.014252777195556487,0.09333333333333334,21,204,0.09333333333333334,1.0,0.03761348131857293,2.4813798154665054,running_coupling_log
L4,low,0.9,per_task,10,85,0.02053388090349076,0.005938657164815203,0.10526315789473684,9,85,0.09574468085106383,0.9,0.05590427019938944,1.8829180225285629,running_coupling_log
L4,low,0.9,global,17,125,0.03490759753593429,0.008733319360022357,0.11971830985915492,17,125,0.11971830985915492,1.0,0.041320897762085196,2.897282400504977,running_coupling_log
L4,low,0.925,per_task,6,51,0.012320328542094456,0.0035631942988891218,0.10526315789473684,6,51,0.10526315789473684,1.0,0.05644327927412369,1.8649369641248772,running_coupling_log
L4,low,0.925,global,11,85,0.022587268993839837,0.005938657164815203,0.11458333333333333,11,85,0.11458333333333333,1.0,0.04219974866502047,2.71526103728461,running_coupling_log
L4,low,0.95,per_task,3,25,0.006160164271047228,0.0017466638720044715,0.10714285714285714,3,25,0.10714285714285714,1.0,0.06509474793954705,1.6459524083626504,running_coupling_log
L4,low,0.95,global,9,54,0.018480492813141684,0.0037727939635296584,0.14285714285714285,9,54,0.14285714285714285,1.0,0.04611314472244555,3.0979700846038205,running_coupling_log
L4,low,0.96,per_task,3,17,0.006160164271047228,0.0011877314329630407,0.15,3,17,0.15,1.0,0.06806452193717555,2.2037912811383875,running_coupling_log
L4,low,0.96,global,8,42,0.01642710472279261,0.002934395304967512,0.16,8,42,0.16,1.0,0.0450582004599245,3.5509629405263667,running_coupling_log
L4,low,0.975,per_task,1,5,0.002053388090349076,0.0003493327744008943,0.16666666666666666,1,5,0.16666666666666666,1.0,0.06885254817565505,2.420631786081039,running_coupling_log
L4,low,0.975,global,6,20,0.012320328542094456,0.0013973310976035773,0.23076923076923078,6,20,0.23076923076923078,1.0,0.04555624632843148,5.065589230191,running_coupling_log
L4,low,0.98,per_task,1,4,0.002053388090349076,0.00027946621952071543,0.2,1,4,0.2,1.0,0.07024441703408703,2.847201364101967,running_coupling_log
L4,low,0.98,global,5,14,0.01026694045174538,0.000978131768322504,0.2631578947368421,5,14,0.2631578947368421,1.0,0.04453569098450625,5.908921337459285,running_coupling_log
L4,low,0.99,per_task,1,0,0.002053388090349076,0.0,1.0,1,0,1.0,1.0,0.06146341463414634,16.26984126984127,running_coupling_log
L4,low,0.99,global,2,1,0.004106776180698152,6.986655488017886e-05,0.6666666666666666,2,1,0.6666666666666666,1.0,0.0423244877393349,15.751322751322752,running_coupling_log
L4,low,0.995,per_task,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling_log
L4,low,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,running_coupling_log
L4,high,0.5,per_task,245,2573,0.5030800821355236,0.1797666457067002,0.08694109297374024,139,2550,0.05169207883971737,0.5673469387755102,0.084988732157568,1.0229719960118075,running_coupling_log
L4,high,0.5,global,225,3658,0.4620123203285421,0.2555718577516943,0.057944887973216584,128,3612,0.034224598930481284,0.5688888888888889,0.07276423759555516,0.7963374576298203,running_coupling_log
L4,high,0.6,per_task,196,1835,0.4024640657084189,0.1282051282051282,0.0965041851304776,108,1821,0.05598755832037325,0.5510204081632653,0.09009031524431883,1.0711937778080227,running_coupling_log
L4,high,0.6,global,156,2648,0.3203285420944558,0.1850066373227136,0.05563480741797432,72,2634,0.026607538802660754,0.46153846153846156,0.07201398380751026,0.7725556131803978,running_coupling_log
L4,high,0.7,per_task,159,1229,0.3264887063655031,0.08586599594773982,0.11455331412103746,79,1223,0.060675883256528416,0.4968553459119497,0.10364937123102085,1.105200280141721,running_coupling_log
L4,high,0.7,global,98,1822,0.20123203285420946,0.12729686299168588,0.051041666666666666,37,1812,0.020010816657652784,0.37755102040816324,0.07293271080082313,0.6998460101950661,running_coupling_log
L4,high,0.75,per_task,131,993,0.26899383983572894,0.0693774889960176,0.11654804270462633,57,990,0.054441260744985676,0.4351145038167939,0.10846206611174129,1.0745511945582393,running_coupling_log
L4,high,0.75,global,70,1405,0.1437371663244353,0.0981625096066513,0.04745762711864407,32,1401,0.022330774598743892,0.45714285714285713,0.06715554000789035,0.7066822351970976,running_coupling_log
L4,high,0.8,per_task,107,724,0.21971252566735114,0.05058338573324949,0.12876052948255115,41,722,0.053735255570117955,0.38317757009345793,0.11920062172582267,1.0802001501193303,running_coupling_log
L4,high,0.8,global,53,990,0.10882956878850103,0.06916788933137707,0.05081495685522531,23,990,0.022704837117472853,0.4339622641509434,0.0707802488797973,0.7179256594805412,running_coupling_log
L4,high,0.85,per_task,88,478,0.1806981519507187,0.03339621323272549,0.15547703180212014,30,478,0.05905511811023622,0.3409090909090909,0.1362883665029685,1.1407945945168672,running_coupling_log
L4,high,0.85,global,29,642,0.059548254620123205,0.04485432823307483,0.043219076005961254,13,642,0.01984732824427481,0.4482758620689655,0.06609900716798273,0.6538536334762962,running_coupling_log
L4,high,0.9,per_task,66,272,0.13552361396303902,0.01900370292740865,0.1952662721893491,24,272,0.08108108108108109,0.36363636363636365,0.1513202741566194,1.2904171187744795,running_coupling_log
L4,high,0.9,global,17,377,0.03490759753593429,0.02633969118982743,0.04314720812182741,8,377,0.02077922077922078,0.47058823529411764,0.0655349406587967,0.658384789672283,running_coupling_log
L4,high,0.925,per_task,51,182,0.10472279260780287,0.012715712988192553,0.21888412017167383,18,182,0.09,0.35294117647058826,0.15731310627607795,1.3913915080129517,running_coupling_log
L4,high,0.925,global,16,238,0.03285420944558522,0.016628240061482568,0.06299212598425197,8,238,0.032520325203252036,0.5,0.07560442472173806,0.833180415248107,running_coupling_log
L4,high,0.95,per_task,32,121,0.06570841889117043,0.008453853140501642,0.20915032679738563,11,121,0.08333333333333333,0.34375,0.14983488575273618,1.3958720343841304,running_coupling_log
L4,high,0.95,global,10,123,0.02053388090349076,0.008593586250261999,0.07518796992481203,3,123,0.023809523809523808,0.3,0.09499808019620275,0.7914683093545024,running_coupling_log
L4,high,0.96,per_task,24,90,0.049281314168377825,0.006287989939216097,0.21052631578947367,6,90,0.0625,0.25,0.18384188025662754,1.1451488392938374,running_coupling_log
L4,high,0.96,global,7,78,0.014373716632443531,0.005449591280653951,0.08235294117647059,3,78,0.037037037037037035,0.42857142857142855,0.08835980265974196,0.9320181654727916,running_coupling_log
L4,high,0.975,per_task,13,51,0.026694045174537988,0.0035631942988891218,0.203125,4,51,0.07272727272727272,0.3076923076923077,0.18204858137226698,1.1157735944375986,running_coupling_log
L4,high,0.975,global,3,35,0.006160164271047228,0.00244532942080626,0.07894736842105263,1,35,0.027777777777777776,0.3333333333333333,0.09775682913404755,0.807589291923506,running_coupling_log
L4,high,0.98,per_task,9,37,0.018480492813141684,0.002585062530566618,0.1956521739130435,3,37,0.075,0.3333333333333333,0.16791404838750745,1.1651924052329603,running_coupling_log
