episode,init_state_id,failure,release_query,offset,query,metric,value
110,13,False,10,-2,8,front_top1_probability,0.0398017019033432
120,15,True,11,-2,9,front_top1_probability,0.043473951518535614
121,15,True,10,-2,8,front_top1_probability,0.04083927720785141
128,16,False,10,-2,8,front_top1_probability,0.040067095309495926
137,17,False,7,-2,5,front_top1_probability,0.040674734860658646
139,17,True,9,-2,7,front_top1_probability,0.04082397371530533
167,20,True,7,-2,5,front_top1_probability,0.042095378041267395
174,21,False,10,-2,8,front_top1_probability,0.03927714750170708
190,23,False,10,-2,8,front_top1_probability,0.040516771376132965
200,25,False,10,-2,8,front_top1_probability,0.040389977395534515
208,26,False,9,-2,7,front_top1_probability,0.04083038493990898
213,26,True,7,-2,5,front_top1_probability,0.04036150872707367
214,26,True,8,-2,6,front_top1_probability,0.04137260839343071
260,32,False,10,-2,8,front_top1_probability,0.039840370416641235
279,34,False,9,-2,7,front_top1_probability,0.04036448150873184
281,35,True,10,-2,8,front_top1_probability,0.04035414010286331
283,35,True,10,-2,8,front_top1_probability,0.04056232050061226
285,35,True,10,-2,8,front_top1_probability,0.039816830307245255
286,35,True,10,-2,8,front_top1_probability,0.040339451283216476
287,35,True,10,-2,8,front_top1_probability,0.04026135429739952
316,39,False,9,-2,7,front_top1_probability,0.040808144956827164
318,39,True,11,-2,9,front_top1_probability,0.04346023127436638
352,44,False,11,-2,9,front_top1_probability,0.04319161921739578
353,44,False,8,-2,6,front_top1_probability,0.04013136029243469
355,44,False,11,-2,9,front_top1_probability,0.0408809594810009
360,45,True,11,-2,9,front_top1_probability,0.04093298316001892
363,45,True,11,-2,9,front_top1_probability,0.04327848181128502
366,45,True,11,-2,9,front_top1_probability,0.042452625930309296
367,45,True,11,-2,9,front_top1_probability,0.04285971447825432
12,1,False,8,-2,6,front_top4_mass,0.15467211604118347
14,1,False,8,-2,6,front_top4_mass,0.1549757868051529
25,3,False,10,-2,8,front_top4_mass,0.1525762379169464
28,3,True,7,-2,5,front_top4_mass,0.1549118310213089
29,3,False,8,-2,6,front_top4_mass,0.15132468938827515
30,3,False,10,-2,8,front_top4_mass,0.15208803117275238
73,9,False,8,-2,6,front_top4_mass,0.15495094656944275
77,9,True,9,-2,7,front_top4_mass,0.15336410701274872
89,11,False,11,-2,9,front_top4_mass,0.15856392681598663
96,12,True,10,-2,8,front_top4_mass,0.15187108516693115
100,12,True,10,-2,8,front_top4_mass,0.15318024158477783
102,12,True,11,-2,9,front_top4_mass,0.15816375613212585
103,12,False,10,-2,8,front_top4_mass,0.1528116762638092
105,13,False,10,-2,8,front_top4_mass,0.15154099464416504
108,13,True,10,-2,8,front_top4_mass,0.15097573399543762
110,13,False,10,-2,8,front_top4_mass,0.15159344673156738
120,15,True,11,-2,9,front_top4_mass,0.15949007868766785
121,15,True,10,-2,8,front_top4_mass,0.15267443656921387
128,16,False,10,-2,8,front_top4_mass,0.15220776200294495
137,17,False,7,-2,5,front_top4_mass,0.15196585655212402
139,17,True,9,-2,7,front_top4_mass,0.15226617455482483
167,20,True,7,-2,5,front_top4_mass,0.15622642636299133
174,21,False,10,-2,8,front_top4_mass,0.15063200891017914
190,23,False,10,-2,8,front_top4_mass,0.1511295586824417
200,25,False,10,-2,8,front_top4_mass,0.1527397483587265
208,26,False,9,-2,7,front_top4_mass,0.15339259803295135
213,26,True,7,-2,5,front_top4_mass,0.15227331221103668
214,26,True,8,-2,6,front_top4_mass,0.15324606001377106
260,32,False,10,-2,8,front_top4_mass,0.15099209547042847
279,34,False,9,-2,7,front_top4_mass,0.15228809416294098
281,35,True,10,-2,8,front_top4_mass,0.15256120264530182
283,35,True,10,-2,8,front_top4_mass,0.15225934982299805
285,35,True,10,-2,8,front_top4_mass,0.1513022780418396
286,35,True,10,-2,8,front_top4_mass,0.1522827446460724
287,35,True,10,-2,8,front_top4_mass,0.15256449580192566
316,39,False,9,-2,7,front_top4_mass,0.15353171527385712
318,39,True,11,-2,9,front_top4_mass,0.15934112668037415
352,44,False,11,-2,9,front_top4_mass,0.15755483508110046
353,44,False,8,-2,6,front_top4_mass,0.15201394259929657
355,44,False,11,-2,9,front_top4_mass,0.1535155326128006
360,45,True,11,-2,9,front_top4_mass,0.1536473035812378
363,45,True,11,-2,9,front_top4_mass,0.1573033332824707
366,45,True,11,-2,9,front_top4_mass,0.15678158402442932
367,45,True,11,-2,9,front_top4_mass,0.1572645902633667
12,1,False,8,-2,6,front_token_js,0.0019392591202631593
14,1,False,8,-2,6,front_token_js,0.0018401972483843565
25,3,False,10,-2,8,front_token_js,0.0017221482703462243
28,3,True,7,-2,5,front_token_js,0.0022389560472220182
29,3,False,8,-2,6,front_token_js,0.001520877005532384
30,3,False,10,-2,8,front_token_js,0.001718639861792326
73,9,False,8,-2,6,front_token_js,0.0013047636020928621
77,9,True,9,-2,7,front_token_js,0.001585662830621004
89,11,False,11,-2,9,front_token_js,0.002857336774468422
96,12,True,10,-2,8,front_token_js,0.001706274226307869
100,12,True,10,-2,8,front_token_js,0.0018823156133294106
102,12,True,11,-2,9,front_token_js,0.002768886275589466
103,12,False,10,-2,8,front_token_js,0.0018664072267711163
105,13,False,10,-2,8,front_token_js,0.001624530996195972
108,13,True,10,-2,8,front_token_js,0.0016381691675633192
110,13,False,10,-2,8,front_token_js,0.0016888352110981941
120,15,True,11,-2,9,front_token_js,0.0030602766200900078
121,15,True,10,-2,8,front_token_js,0.0017950172768905759
128,16,False,10,-2,8,front_token_js,0.0015229751588776708
137,17,False,7,-2,5,front_token_js,0.001600246992893517
139,17,True,9,-2,7,front_token_js,0.0015804689610376954
167,20,True,7,-2,5,front_token_js,0.0020061605609953403
174,21,False,10,-2,8,front_token_js,0.0016202828846871853
190,23,False,10,-2,8,front_token_js,0.0015565634239464998
200,25,False,10,-2,8,front_token_js,0.002018491504713893
208,26,False,9,-2,7,front_token_js,0.001678980654105544
213,26,True,7,-2,5,front_token_js,0.001619165064767003
214,26,True,8,-2,6,front_token_js,0.0013103701639920473
260,32,False,10,-2,8,front_token_js,0.0014768321998417377
279,34,False,9,-2,7,front_token_js,0.0015682581579312682
281,35,True,10,-2,8,front_token_js,0.0020225674379616976
283,35,True,10,-2,8,front_token_js,0.0019280974520370364
285,35,True,10,-2,8,front_token_js,0.0019262917339801788
286,35,True,10,-2,8,front_token_js,0.0019258789252489805
287,35,True,10,-2,8,front_token_js,0.0019440575269982219
316,39,False,9,-2,7,front_token_js,0.0016042026691138744
318,39,True,11,-2,9,front_token_js,0.002853622194379568
352,44,False,11,-2,9,front_token_js,0.002842047717422247
353,44,False,8,-2,6,front_token_js,0.0016984662506729364
355,44,False,11,-2,9,front_token_js,0.0020733196288347244
360,45,True,11,-2,9,front_token_js,0.0020472127944231033
363,45,True,11,-2,9,front_token_js,0.00278262747451663
366,45,True,11,-2,9,front_token_js,0.0027950103394687176
367,45,True,11,-2,9,front_token_js,0.0026738313026726246
12,1,False,8,-2,6,front_token_top1_agreement,0.375
14,1,False,8,-2,6,front_token_top1_agreement,0.3499999940395355
25,3,False,10,-2,8,front_token_top1_agreement,0.32499998807907104
28,3,True,7,-2,5,front_token_top1_agreement,0.3500000238418579
29,3,False,8,-2,6,front_token_top1_agreement,0.4000000059604645
30,3,False,10,-2,8,front_token_top1_agreement,0.32499998807907104
73,9,False,8,-2,6,front_token_top1_agreement,0.5999999642372131
77,9,True,9,-2,7,front_token_top1_agreement,0.44999998807907104
89,11,False,11,-2,9,front_token_top1_agreement,0.3500000238418579
96,12,True,10,-2,8,front_token_top1_agreement,0.42500001192092896
100,12,True,10,-2,8,front_token_top1_agreement,0.3499999940395355
102,12,True,11,-2,9,front_token_top1_agreement,0.3500000238418579
103,12,False,10,-2,8,front_token_top1_agreement,0.42500001192092896
105,13,False,10,-2,8,front_token_top1_agreement,0.3500000238418579
108,13,True,10,-2,8,front_token_top1_agreement,0.2750000059604645
110,13,False,10,-2,8,front_token_top1_agreement,0.32499998807907104
120,15,True,11,-2,9,front_token_top1_agreement,0.3500000238418579
121,15,True,10,-2,8,front_token_top1_agreement,0.2750000059604645
128,16,False,10,-2,8,front_token_top1_agreement,0.3499999940395355
137,17,False,7,-2,5,front_token_top1_agreement,0.32499998807907104
139,17,True,9,-2,7,front_token_top1_agreement,0.42500001192092896
167,20,True,7,-2,5,front_token_top1_agreement,0.4000000059604645
174,21,False,10,-2,8,front_token_top1_agreement,0.2750000059604645
190,23,False,10,-2,8,front_token_top1_agreement,0.375
200,25,False,10,-2,8,front_token_top1_agreement,0.42500001192092896
208,26,False,9,-2,7,front_token_top1_agreement,0.30000001192092896
213,26,True,7,-2,5,front_token_top1_agreement,0.25
214,26,True,8,-2,6,front_token_top1_agreement,0.375
260,32,False,10,-2,8,front_token_top1_agreement,0.42499998211860657
279,34,False,9,-2,7,front_token_top1_agreement,0.30000001192092896
281,35,True,10,-2,8,front_token_top1_agreement,0.30000001192092896
283,35,True,10,-2,8,front_token_top1_agreement,0.375
285,35,True,10,-2,8,front_token_top1_agreement,0.3500000238418579
286,35,True,10,-2,8,front_token_top1_agreement,0.3499999940395355
287,35,True,10,-2,8,front_token_top1_agreement,0.3499999940395355
316,39,False,9,-2,7,front_token_top1_agreement,0.4000000059604645
318,39,True,11,-2,9,front_token_top1_agreement,0.3500000238418579
352,44,False,11,-2,9,front_token_top1_agreement,0.3500000238418579
353,44,False,8,-2,6,front_token_top1_agreement,0.30000001192092896
355,44,False,11,-2,9,front_token_top1_agreement,0.3500000238418579
360,45,True,11,-2,9,front_token_top1_agreement,0.30000001192092896
363,45,True,11,-2,9,front_token_top1_agreement,0.32500001788139343
366,45,True,11,-2,9,front_token_top1_agreement,0.3500000238418579
367,45,True,11,-2,9,front_token_top1_agreement,0.3999999761581421
12,1,False,8,-2,6,front_mobility,0.062233004719018936
14,1,False,8,-2,6,front_mobility,0.06560057401657104
25,3,False,10,-2,8,front_mobility,0.054379161447286606
28,3,True,7,-2,5,front_mobility,0.0676225945353508
29,3,False,8,-2,6,front_mobility,0.0634450912475586
30,3,False,10,-2,8,front_mobility,0.059157080948352814
73,9,False,8,-2,6,front_mobility,0.05999259650707245
77,9,True,9,-2,7,front_mobility,0.05385000258684158
89,11,False,11,-2,9,front_mobility,0.06035308539867401
96,12,True,10,-2,8,front_mobility,0.055260851979255676
100,12,True,10,-2,8,front_mobility,0.06054546684026718
102,12,True,11,-2,9,front_mobility,0.057974763214588165
103,12,False,10,-2,8,front_mobility,0.05787348002195358
105,13,False,10,-2,8,front_mobility,0.05518128722906113
108,13,True,10,-2,8,front_mobility,0.05225416645407677
110,13,False,10,-2,8,front_mobility,0.05875222384929657
120,15,True,11,-2,9,front_mobility,0.058593399822711945
121,15,True,10,-2,8,front_mobility,0.058924488723278046
128,16,False,10,-2,8,front_mobility,0.052392132580280304
137,17,False,7,-2,5,front_mobility,0.06633180379867554
139,17,True,9,-2,7,front_mobility,0.05431211739778519
167,20,True,7,-2,5,front_mobility,0.06671985238790512
174,21,False,10,-2,8,front_mobility,0.05412751063704491
190,23,False,10,-2,8,front_mobility,0.055559732019901276
200,25,False,10,-2,8,front_mobility,0.0528574213385582
208,26,False,9,-2,7,front_mobility,0.05616533383727074
213,26,True,7,-2,5,front_mobility,0.07256795465946198
214,26,True,8,-2,6,front_mobility,0.05692736431956291
260,32,False,10,-2,8,front_mobility,0.04645330086350441
279,34,False,9,-2,7,front_mobility,0.04808812588453293
281,35,True,10,-2,8,front_mobility,0.053978316485881805
283,35,True,10,-2,8,front_mobility,0.05615651607513428
285,35,True,10,-2,8,front_mobility,0.05034269392490387
286,35,True,10,-2,8,front_mobility,0.054426006972789764
287,35,True,10,-2,8,front_mobility,0.05524005368351936
316,39,False,9,-2,7,front_mobility,0.053957194089889526
318,39,True,11,-2,9,front_mobility,0.06194267421960831
352,44,False,11,-2,9,front_mobility,0.06108519434928894
353,44,False,8,-2,6,front_mobility,0.05910535901784897
355,44,False,11,-2,9,front_mobility,0.05273166298866272
360,45,True,11,-2,9,front_mobility,0.057090915739536285
363,45,True,11,-2,9,front_mobility,0.05949455499649048
366,45,True,11,-2,9,front_mobility,0.05838721990585327
367,45,True,11,-2,9,front_mobility,0.060549795627593994
12,1,False,8,-2,6,front_top1_switch,0.949999988079071
14,1,False,8,-2,6,front_top1_switch,0.949999988079071
25,3,False,10,-2,8,front_top1_switch,0.9750000238418579
28,3,True,7,-2,5,front_top1_switch,0.8999999761581421
29,3,False,8,-2,6,front_top1_switch,0.9750000238418579
30,3,False,10,-2,8,front_top1_switch,1.0
73,9,False,8,-2,6,front_top1_switch,0.8499999642372131
77,9,True,9,-2,7,front_top1_switch,0.8500000238418579
89,11,False,11,-2,9,front_top1_switch,0.9750000238418579
96,12,True,10,-2,8,front_top1_switch,0.8999999761581421
100,12,True,10,-2,8,front_top1_switch,0.949999988079071
102,12,True,11,-2,9,front_top1_switch,0.925000011920929
103,12,False,10,-2,8,front_top1_switch,0.949999988079071
105,13,False,10,-2,8,front_top1_switch,0.9750000238418579
108,13,True,10,-2,8,front_top1_switch,0.875
110,13,False,10,-2,8,front_top1_switch,1.0
120,15,True,11,-2,9,front_top1_switch,0.9500000476837158
121,15,True,10,-2,8,front_top1_switch,0.9750000238418579
128,16,False,10,-2,8,front_top1_switch,0.875
137,17,False,7,-2,5,front_top1_switch,0.9249999523162842
139,17,True,9,-2,7,front_top1_switch,0.8249999284744263
167,20,True,7,-2,5,front_top1_switch,0.925000011920929
174,21,False,10,-2,8,front_top1_switch,0.9249999523162842
190,23,False,10,-2,8,front_top1_switch,0.949999988079071
200,25,False,10,-2,8,front_top1_switch,0.8500000238418579
208,26,False,9,-2,7,front_top1_switch,0.8999999761581421
213,26,True,7,-2,5,front_top1_switch,0.9750000238418579
214,26,True,8,-2,6,front_top1_switch,0.949999988079071
260,32,False,10,-2,8,front_top1_switch,0.875
279,34,False,9,-2,7,front_top1_switch,0.875
281,35,True,10,-2,8,front_top1_switch,0.8999999761581421
283,35,True,10,-2,8,front_top1_switch,0.949999988079071
285,35,True,10,-2,8,front_top1_switch,0.875
286,35,True,10,-2,8,front_top1_switch,0.8500000238418579
287,35,True,10,-2,8,front_top1_switch,0.8999999761581421
316,39,False,9,-2,7,front_top1_switch,0.8999999761581421
318,39,True,11,-2,9,front_top1_switch,0.9750000238418579
352,44,False,11,-2,9,front_top1_switch,0.875
353,44,False,8,-2,6,front_top1_switch,0.9750000238418579
355,44,False,11,-2,9,front_top1_switch,0.9500000476837158
360,45,True,11,-2,9,front_top1_switch,0.9750000238418579
363,45,True,11,-2,9,front_top1_switch,0.949999988079071
366,45,True,11,-2,9,front_top1_switch,0.9249999523162842
367,45,True,11,-2,9,front_top1_switch,0.949999988079071
12,1,False,8,-2,6,front_top4_turnover,0.7562499642372131
14,1,False,8,-2,6,front_top4_turnover,0.800000011920929
25,3,False,10,-2,8,front_top4_turnover,0.768750011920929
28,3,True,7,-2,5,front_top4_turnover,0.7687499523162842
29,3,False,8,-2,6,front_top4_turnover,0.8562500476837158
30,3,False,10,-2,8,front_top4_turnover,0.8187500238418579
73,9,False,8,-2,6,front_top4_turnover,0.762499988079071
77,9,True,9,-2,7,front_top4_turnover,0.7000000476837158
89,11,False,11,-2,9,front_top4_turnover,0.8499999642372131
96,12,True,10,-2,8,front_top4_turnover,0.7624999284744263
100,12,True,10,-2,8,front_top4_turnover,0.831250011920929
102,12,True,11,-2,9,front_top4_turnover,0.7124999761581421
103,12,False,10,-2,8,front_top4_turnover,0.7749999761581421
105,13,False,10,-2,8,front_top4_turnover,0.8374999761581421
108,13,True,10,-2,8,front_top4_turnover,0.7937500476837158
110,13,False,10,-2,8,front_top4_turnover,0.875
120,15,True,11,-2,9,front_top4_turnover,0.6625000238418579
121,15,True,10,-2,8,front_top4_turnover,0.7625000476837158
128,16,False,10,-2,8,front_top4_turnover,0.75
137,17,False,7,-2,5,front_top4_turnover,0.78125
139,17,True,9,-2,7,front_top4_turnover,0.6437499523162842
167,20,True,7,-2,5,front_top4_turnover,0.8374999761581421
174,21,False,10,-2,8,front_top4_turnover,0.8062499761581421
190,23,False,10,-2,8,front_top4_turnover,0.7875000238418579
200,25,False,10,-2,8,front_top4_turnover,0.7874999642372131
208,26,False,9,-2,7,front_top4_turnover,0.75
213,26,True,7,-2,5,front_top4_turnover,0.8375000357627869
214,26,True,8,-2,6,front_top4_turnover,0.8125
260,32,False,10,-2,8,front_top4_turnover,0.7625000476837158
279,34,False,9,-2,7,front_top4_turnover,0.625
281,35,True,10,-2,8,front_top4_turnover,0.737500011920929
283,35,True,10,-2,8,front_top4_turnover,0.7749999761581421
285,35,True,10,-2,8,front_top4_turnover,0.71875
286,35,True,10,-2,8,front_top4_turnover,0.7749999761581421
287,35,True,10,-2,8,front_top4_turnover,0.7562500238418579
316,39,False,9,-2,7,front_top4_turnover,0.71875
318,39,True,11,-2,9,front_top4_turnover,0.800000011920929
352,44,False,11,-2,9,front_top4_turnover,0.800000011920929
353,44,False,8,-2,6,front_top4_turnover,0.768750011920929
355,44,False,11,-2,9,front_top4_turnover,0.7625000476837158
360,45,True,11,-2,9,front_top4_turnover,0.831250011920929
363,45,True,11,-2,9,front_top4_turnover,0.831250011920929
366,45,True,11,-2,9,front_top4_turnover,0.8125
367,45,True,11,-2,9,front_top4_turnover,0.8125
12,1,False,8,-2,6,front_lag1_similarity,0.8729190826416016
14,1,False,8,-2,6,front_lag1_similarity,0.8648210763931274
25,3,False,10,-2,8,front_lag1_similarity,0.8860164880752563
28,3,True,7,-2,5,front_lag1_similarity,0.8678689002990723
29,3,False,8,-2,6,front_lag1_similarity,0.8701457977294922
30,3,False,10,-2,8,front_lag1_similarity,0.8775025606155396
73,9,False,8,-2,6,front_lag1_similarity,0.8765429258346558
77,9,True,9,-2,7,front_lag1_similarity,0.8885727524757385
89,11,False,11,-2,9,front_lag1_similarity,0.8759998679161072
96,12,True,10,-2,8,front_lag1_similarity,0.8828033804893494
100,12,True,10,-2,8,front_lag1_similarity,0.8749508857727051
102,12,True,11,-2,9,front_lag1_similarity,0.8829138278961182
103,12,False,10,-2,8,front_lag1_similarity,0.8788513541221619
105,13,False,10,-2,8,front_lag1_similarity,0.8836796283721924
108,13,True,10,-2,8,front_lag1_similarity,0.8898263573646545
110,13,False,10,-2,8,front_lag1_similarity,0.8772285580635071
120,15,True,11,-2,9,front_lag1_similarity,0.8788374662399292
121,15,True,10,-2,8,front_lag1_similarity,0.8775776028633118
128,16,False,10,-2,8,front_lag1_similarity,0.889618992805481
137,17,False,7,-2,5,front_lag1_similarity,0.8689625263214111
139,17,True,9,-2,7,front_lag1_similarity,0.8886425495147705
167,20,True,7,-2,5,front_lag1_similarity,0.8644387722015381
174,21,False,10,-2,8,front_lag1_similarity,0.8868749141693115
190,23,False,10,-2,8,front_lag1_similarity,0.8847926259040833
200,25,False,10,-2,8,front_lag1_similarity,0.8884003162384033
208,26,False,9,-2,7,front_lag1_similarity,0.8820921182632446
213,26,True,7,-2,5,front_lag1_similarity,0.8550680875778198
214,26,True,8,-2,6,front_lag1_similarity,0.8808225393295288
260,32,False,10,-2,8,front_lag1_similarity,0.9022818207740784
279,34,False,9,-2,7,front_lag1_similarity,0.8974027037620544
281,35,True,10,-2,8,front_lag1_similarity,0.8899962902069092
283,35,True,10,-2,8,front_lag1_similarity,0.8853979110717773
285,35,True,10,-2,8,front_lag1_similarity,0.8952475786209106
286,35,True,10,-2,8,front_lag1_similarity,0.8888107538223267
287,35,True,10,-2,8,front_lag1_similarity,0.8869587779045105
316,39,False,9,-2,7,front_lag1_similarity,0.8866193890571594
318,39,True,11,-2,9,front_lag1_similarity,0.8741037249565125
352,44,False,11,-2,9,front_lag1_similarity,0.8759276866912842
353,44,False,8,-2,6,front_lag1_similarity,0.8800873756408691
355,44,False,11,-2,9,front_lag1_similarity,0.889156699180603
360,45,True,11,-2,9,front_lag1_similarity,0.8811266422271729
363,45,True,11,-2,9,front_lag1_similarity,0.879419207572937
366,45,True,11,-2,9,front_lag1_similarity,0.8809863924980164
367,45,True,11,-2,9,front_lag1_similarity,0.876778244972229
12,1,False,8,-2,6,front_recurrence_excess,0.002935841679573059
14,1,False,8,-2,6,front_recurrence_excess,0.009549036622047424
25,3,False,10,-2,8,front_recurrence_excess,-0.0188959538936615
28,3,True,7,-2,5,front_recurrence_excess,0.005858868360519409
29,3,False,8,-2,6,front_recurrence_excess,0.007940694689750671
30,3,False,10,-2,8,front_recurrence_excess,-0.004905179142951965
73,9,False,8,-2,6,front_recurrence_excess,-0.012448608875274658
77,9,True,9,-2,7,front_recurrence_excess,-0.008640915155410767
89,11,False,11,-2,9,front_recurrence_excess,-0.0034907758235931396
96,12,True,10,-2,8,front_recurrence_excess,0.00715850293636322
100,12,True,10,-2,8,front_recurrence_excess,0.0046616047620773315
102,12,True,11,-2,9,front_recurrence_excess,-0.008780375123023987
103,12,False,10,-2,8,front_recurrence_excess,0.010032400488853455
105,13,False,10,-2,8,front_recurrence_excess,-0.01580120623111725
108,13,True,10,-2,8,front_recurrence_excess,-0.01677890121936798
110,13,False,10,-2,8,front_recurrence_excess,-0.010924488306045532
120,15,True,11,-2,9,front_recurrence_excess,-0.020329400897026062
121,15,True,10,-2,8,front_recurrence_excess,0.0007500201463699341
128,16,False,10,-2,8,front_recurrence_excess,-0.012569993734359741
137,17,False,7,-2,5,front_recurrence_excess,0.009543493390083313
139,17,True,9,-2,7,front_recurrence_excess,-0.0033843815326690674
167,20,True,7,-2,5,front_recurrence_excess,0.004373490810394287
174,21,False,10,-2,8,front_recurrence_excess,-0.01567816734313965
190,23,False,10,-2,8,front_recurrence_excess,-0.0003145188093185425
200,25,False,10,-2,8,front_recurrence_excess,-0.016091391444206238
208,26,False,9,-2,7,front_recurrence_excess,-0.005701184272766113
213,26,True,7,-2,5,front_recurrence_excess,0.02030995488166809
214,26,True,8,-2,6,front_recurrence_excess,-0.004459679126739502
260,32,False,10,-2,8,front_recurrence_excess,-0.03706640005111694
279,34,False,9,-2,7,front_recurrence_excess,-0.01952989399433136
281,35,True,10,-2,8,front_recurrence_excess,-0.019295185804367065
283,35,True,10,-2,8,front_recurrence_excess,-0.016832098364830017
285,35,True,10,-2,8,front_recurrence_excess,-0.024001941084861755
286,35,True,10,-2,8,front_recurrence_excess,-0.018658041954040527
287,35,True,10,-2,8,front_recurrence_excess,-0.01526111364364624
316,39,False,9,-2,7,front_recurrence_excess,-0.0048875510692596436
318,39,True,11,-2,9,front_recurrence_excess,-0.001429632306098938
352,44,False,11,-2,9,front_recurrence_excess,-0.006777286529541016
353,44,False,8,-2,6,front_recurrence_excess,-0.011009395122528076
355,44,False,11,-2,9,front_recurrence_excess,-0.015944048762321472
360,45,True,11,-2,9,front_recurrence_excess,-0.0054548680782318115
363,45,True,11,-2,9,front_recurrence_excess,-0.01355770230293274
366,45,True,11,-2,9,front_recurrence_excess,-0.01502448320388794
367,45,True,11,-2,9,front_recurrence_excess,-0.011948347091674805
12,1,False,8,-2,6,front_flow_path,0.10733923316001892
14,1,False,8,-2,6,front_flow_path,0.1054343432188034
25,3,False,10,-2,8,front_flow_path,0.10345172137022018
28,3,True,7,-2,5,front_flow_path,0.10959197580814362
29,3,False,8,-2,6,front_flow_path,0.10103356838226318
30,3,False,10,-2,8,front_flow_path,0.09909849613904953
73,9,False,8,-2,6,front_flow_path,0.10382010787725449
77,9,True,9,-2,7,front_flow_path,0.10456688702106476
89,11,False,11,-2,9,front_flow_path,0.1080852672457695
96,12,True,10,-2,8,front_flow_path,0.09839780628681183
100,12,True,10,-2,8,front_flow_path,0.10659468173980713
102,12,True,11,-2,9,front_flow_path,0.11566327512264252
103,12,False,10,-2,8,front_flow_path,0.09698411822319031
105,13,False,10,-2,8,front_flow_path,0.10232331603765488
108,13,True,10,-2,8,front_flow_path,0.10363631695508957
110,13,False,10,-2,8,front_flow_path,0.10314534604549408
120,15,True,11,-2,9,front_flow_path,0.11487609148025513
121,15,True,10,-2,8,front_flow_path,0.1082003116607666
128,16,False,10,-2,8,front_flow_path,0.1019233912229538
137,17,False,7,-2,5,front_flow_path,0.10473752021789551
139,17,True,9,-2,7,front_flow_path,0.10033285617828369
167,20,True,7,-2,5,front_flow_path,0.10496993362903595
174,21,False,10,-2,8,front_flow_path,0.10285699367523193
190,23,False,10,-2,8,front_flow_path,0.10077092051506042
200,25,False,10,-2,8,front_flow_path,0.10220383107662201
