cohort,kind,query,metric,region,success_n,success_mean,success_median,success_p25,success_p75,failure_n,failure_mean,failure_median,failure_p25,failure_p75,auc_high_failure,paired_states,paired_success_mean,paired_failure_mean,paired_delta,paired_delta_ci_low,paired_delta_ci_high,paired_auc,positive_delta_states
B,query,10,front_entropy,aggregate,43,0.9952428936958313,0.9950670599937439,0.9944578409194946,0.9959180355072021,24,0.9954404830932617,0.9958369731903076,0.9943509101867676,0.9960626363754272,0.5542635658914729,6,0.9955813785394033,0.9955304563045502,-5.0922234853108726e-05,-0.0007185200850168864,0.0006097257137298584,0.5138888888888888,2
B,query,11,front_entropy,aggregate,22,0.9964396953582764,0.9966057538986206,0.9959098100662231,0.9969708919525146,24,0.9962407946586609,0.9963734149932861,0.9959641695022583,0.9965247511863708,0.3958333333333333,4,0.9964426308870316,0.9958285987377167,-0.0006140321493148804,-0.001799553632736206,0.00031484663486480713,0.25,1
B,query,12,front_entropy,aggregate,18,0.9964102506637573,0.9965613484382629,0.9960567951202393,0.9969121813774109,24,0.9962029457092285,0.9962007999420166,0.9957278370857239,0.9966036081314087,0.38657407407407407,3,0.9962791800498962,0.9961975415547689,-8.163849512736003e-05,-0.0012323260307312012,0.0005893707275390625,0.6666666666666666,2
B,query,13,front_entropy,aggregate,12,0.9955593943595886,0.995410680770874,0.9952191114425659,0.9962616562843323,24,0.9957424998283386,0.9958300590515137,0.9952638149261475,0.9962908029556274,0.5243055555555556,2,0.9959768652915955,0.995070219039917,-0.0009066462516784668,-0.0012102127075195312,-0.0006030797958374023,0.0,0
B,query,14,front_entropy,aggregate,4,0.9962630271911621,0.9963579177856445,0.9959440231323242,0.9966769814491272,24,0.9957415461540222,0.9955877065658569,0.9952631592750549,0.9963042736053467,0.3020833333333333,1,0.9967374801635742,0.9952942728996277,-0.0014432072639465332,-0.0014432072639465332,-0.0014432072639465332,0.0,0
B,query,15,front_entropy,aggregate,2,0.9951739311218262,0.9951739311218262,0.995166003704071,0.9951818585395813,24,0.9962089657783508,0.996322512626648,0.9959356188774109,0.9966177940368652,0.9583333333333334,0,,,,,,,0
B,query,16,front_entropy,aggregate,2,0.9952971339225769,0.9952971339225769,0.9952799081802368,0.995314359664917,24,0.9960953593254089,0.9961527585983276,0.9958367347717285,0.9965095520019531,0.875,0,,,,,,,0
B,query,17,front_entropy,aggregate,2,0.9950466156005859,0.9950466156005859,0.9950127601623535,0.9950804710388184,24,0.9960606694221497,0.9962387681007385,0.9958658218383789,0.9964974522590637,0.8958333333333334,0,,,,,,,0
B,query,18,front_entropy,aggregate,2,0.9950408935546875,0.9950408935546875,0.9950258731842041,0.9950559735298157,24,0.9960591197013855,0.9962021112442017,0.9957370758056641,0.9963181018829346,1.0,0,,,,,,,0
B,query,19,front_entropy,aggregate,1,0.9952029585838318,0.9952029585838318,0.9952029585838318,0.9952029585838318,24,0.9960433840751648,0.9960850477218628,0.9959115982055664,0.99634850025177,0.9166666666666666,0,,,,,,,0
B,query,20,front_entropy,aggregate,1,0.9949899315834045,0.9949899315834045,0.9949899315834045,0.9949899315834045,24,0.9958898425102234,0.9959722757339478,0.9956430196762085,0.9960516691207886,0.9583333333333334,0,,,,,,,0
B,query,21,front_entropy,aggregate,1,0.9951184988021851,0.9951184988021851,0.9951184988021851,0.9951184988021851,24,0.9956862330436707,0.9959417581558228,0.9951716065406799,0.9962413311004639,0.75,0,,,,,,,0
B,q1_4,4,front_entropy,aggregate,376,0.9969034194946289,0.996877908706665,0.9967786073684692,0.9970428943634033,24,0.9968404173851013,0.9968158006668091,0.9967043995857239,0.9970251321792603,0.4187167553191489,11,0.99687105959112,0.9968215985731645,-4.946101795543324e-05,-9.589371356097135e-05,-3.3029101111672273e-06,0.3595238095238095,3
B,q5_8,8,front_entropy,aggregate,376,0.9968511462211609,0.9968653917312622,0.996753454208374,0.9969906210899353,24,0.996720016002655,0.9967523813247681,0.9967086315155029,0.9967836141586304,0.28939494680851063,11,0.9968167868527499,0.9966852394017306,-0.0001315474510192871,-0.00030652772296558726,5.885958671569758e-06,0.3242965367965368,4
B,q9_12,12,front_entropy,aggregate,18,0.9960708618164062,0.9960087537765503,0.9956138134002686,0.996487557888031,24,0.9957465529441833,0.9958162307739258,0.995437502861023,0.9959264397621155,0.33564814814814814,3,0.9960615038871765,0.9956440329551697,-0.00041747093200683594,-0.0009897351264953613,0.00012832880020141602,0.3333333333333333,1
B,query,0,front_top1_probability,aggregate,376,0.042859748005867004,0.04282084107398987,0.04218430817127228,0.04346207156777382,24,0.04279360547661781,0.0429387092590332,0.04254633188247681,0.04309331253170967,0.4956781914893617,11,0.04295634918592193,0.042768026956103065,-0.00018832222981886431,-0.00045484198595989835,4.204155199907033e-05,0.3595238095238095,4
B,query,1,front_top1_probability,aggregate,376,0.039235711097717285,0.039152905344963074,0.03889455273747444,0.03940633311867714,24,0.03899563103914261,0.038903433829545975,0.038820069283246994,0.03916800022125244,0.34629875886524825,11,0.03897915509614078,0.0390002466738224,2.109157768162814e-05,-7.292908531698313e-05,0.0001243490302427248,0.47700216450216454,6
B,query,2,front_top1_probability,aggregate,376,0.03971875086426735,0.0396248921751976,0.03941067308187485,0.03994009271264076,24,0.03982771560549736,0.039536841213703156,0.03931417316198349,0.039870865643024445,0.46199024822695034,11,0.03964171761816198,0.03957736966284839,-6.434795531359586e-05,-0.0001860921186479655,5.0788525153290085e-05,0.3675865800865801,5
B,query,3,front_top1_probability,aggregate,376,0.04091303423047066,0.04085931181907654,0.04042398929595947,0.04135368764400482,24,0.04115137830376625,0.04122652858495712,0.0409446582198143,0.041590407490730286,0.632313829787234,11,0.041057066145268356,0.04127497666261413,0.00021791051734577525,2.7152404866435313e-05,0.00041915368796749543,0.677056277056277,8
B,query,4,front_top1_probability,aggregate,376,0.043142013251781464,0.042848289012908936,0.04186464846134186,0.044520989060401917,24,0.04295756295323372,0.04304902255535126,0.04098736494779587,0.04496041685342789,0.4578900709219858,11,0.043166609650308434,0.04365092109550129,0.0004843114451928572,7.578454573046079e-05,0.000918176643211733,0.6877705627705628,7
B,query,5,front_top1_probability,aggregate,376,0.04236821085214615,0.04256691038608551,0.04127541184425354,0.043477512896060944,24,0.042404789477586746,0.04233899712562561,0.04105144739151001,0.04347394406795502,0.5094193262411347,11,0.04227619584311138,0.04233743758364157,6.124174053018743e-05,-0.000517879341813651,0.0007415475662459026,0.41001082251082255,5
B,query,6,front_top1_probability,aggregate,376,0.041002146899700165,0.04093179106712341,0.0405447818338871,0.04141629859805107,24,0.04162905737757683,0.041476160287857056,0.0409192219376564,0.042141541838645935,0.7009086879432624,11,0.04129334674640135,0.04148440503261306,0.00019105828621170738,2.5443893603303218e-05,0.0003562730144370686,0.6268398268398268,8
B,query,7,front_top1_probability,aggregate,376,0.04047780856490135,0.04036516696214676,0.040039509534835815,0.04075368121266365,24,0.041107382625341415,0.04082408547401428,0.0406154990196228,0.04116356372833252,0.7533244680851063,11,0.04072532667355104,0.04135854271325198,0.0006332160397009416,-1.6006048430096016e-05,0.0016931128434159537,0.6590367965367966,5
B,query,8,front_top1_probability,aggregate,376,0.04047976806759834,0.040347084403038025,0.03996508941054344,0.040747836232185364,24,0.040813323110342026,0.040349993854761124,0.03990430012345314,0.041056543588638306,0.5412234042553191,11,0.04039199751886455,0.04114478183063594,0.0007527843117713928,-0.000250219562175599,0.0020581034012138837,0.5393939393939394,4
B,query,9,front_top1_probability,aggregate,310,0.04379475116729736,0.04371187835931778,0.04109495133161545,0.04605701565742493,24,0.04452620819211006,0.043949976563453674,0.043216314166784286,0.046321380883455276,0.5887096774193549,11,0.04472394287586212,0.04474670169028369,2.275881442156705e-05,-0.0012350066734308546,0.0010033132762394168,0.5273268398268397,7
B,query,10,front_top1_probability,aggregate,43,0.044490061700344086,0.04495210200548172,0.04263916611671448,0.04619085043668747,24,0.043832357972860336,0.04267071187496185,0.04161567986011505,0.046852488070726395,0.4312015503875969,6,0.04409547336399555,0.043670969704786934,-0.0004245036592086156,-0.0014854042480389278,0.0005241845579196998,0.5694444444444444,4
B,query,11,front_top1_probability,aggregate,22,0.04165756329894066,0.041140783578157425,0.040809422731399536,0.04213009774684906,24,0.041812945157289505,0.04132730886340141,0.04115932434797287,0.041920006275177,0.5757575757575758,4,0.041804892010986805,0.04297355376183987,0.0011686617508530617,-0.0016095517203211784,0.004822572693228722,0.75,3
B,query,12,front_top1_probability,aggregate,18,0.04153088107705116,0.04124213010072708,0.04046879708766937,0.04200313240289688,24,0.04187383875250816,0.041863035410642624,0.04101652652025223,0.0425628162920475,0.6134259259259259,3,0.041989270597696304,0.041735599438349404,-0.0002536711593468984,-0.00235695019364357,0.0016656890511512756,0.3333333333333333,1
B,query,13,front_top1_probability,aggregate,12,0.04355413839221001,0.043897178024053574,0.042577020823955536,0.0442730113863945,24,0.042981039732694626,0.04299656301736832,0.041691042482852936,0.04384823888540268,0.3993055555555556,2,0.0429628100246191,0.045181261375546455,0.002218451350927353,0.001471884548664093,0.002965018153190613,1.0,2
B,query,14,front_top1_probability,aggregate,4,0.04149389639496803,0.04135230928659439,0.0407261997461319,0.04212000593543053,24,0.042815644294023514,0.04303811118006706,0.04167407751083374,0.04370230436325073,0.7395833333333334,1,0.04062534496188164,0.043686483055353165,0.003061138093471527,0.003061138093471527,0.003061138093471527,1.0,1
B,query,15,front_top1_probability,aggregate,2,0.04329918324947357,0.04329918324947357,0.04322417080402374,0.0433741956949234,24,0.04184836521744728,0.041523050516843796,0.04088554531335831,0.042449623346328735,0.14583333333333334,0,,,,,,,0
B,query,16,front_top1_probability,aggregate,2,0.043409157544374466,0.043409157544374466,0.043361447751522064,0.04345686733722687,24,0.04194437339901924,0.04134559631347656,0.04094017297029495,0.04234088957309723,0.16666666666666666,0,,,,,,,0
B,query,17,front_top1_probability,aggregate,2,0.04381214827299118,0.04381214827299118,0.04372785985469818,0.04389644041657448,24,0.04205566644668579,0.04160771518945694,0.041049931198358536,0.0425679050385952,0.08333333333333333,0,,,,,,,0
B,query,18,front_top1_probability,aggregate,2,0.043677933514118195,0.043677933514118195,0.04350963979959488,0.04384622722864151,24,0.04196374490857124,0.041878584772348404,0.041350625455379486,0.04234682023525238,0.08333333333333333,0,,,,,,,0
B,query,19,front_top1_probability,aggregate,1,0.04302685707807541,0.04302685707807541,0.04302685707807541,0.04302685707807541,24,0.041875217109918594,0.04166992008686066,0.04115624725818634,0.04201686382293701,0.125,0,,,,,,,0
B,query,20,front_top1_probability,aggregate,1,0.04378325864672661,0.04378325864672661,0.04378325864672661,0.04378325864672661,24,0.04227733239531517,0.04193665832281113,0.04154667630791664,0.04253338649868965,0.125,0,,,,,,,0
B,query,21,front_top1_probability,aggregate,1,0.04443342983722687,0.04443342983722687,0.04443342983722687,0.04443342983722687,24,0.04308111593127251,0.042115218937397,0.04157944768667221,0.04450603574514389,0.2916666666666667,0,,,,,,,0
B,q1_4,4,front_top1_probability,aggregate,376,0.04075237736105919,0.04081711918115616,0.04034548997879028,0.041083864867687225,24,0.04073307290673256,0.04072932153940201,0.040079984813928604,0.041239432990550995,0.4995567375886525,11,0.04071113772012971,0.040875878862359306,0.0001647411422296004,3.0594039708375936e-05,0.0002947825853797522,0.6999458874458875,7
B,q5_8,8,front_top1_probability,aggregate,376,0.041081979870796204,0.041056226938962936,0.040760450065135956,0.04137866944074631,24,0.041488636285066605,0.04136582463979721,0.041166387498378754,0.04173900932073593,0.7157579787234043,11,0.04117171635681933,0.04158129204403271,0.00040957568721337753,6.273310123519464e-05,0.0008464479649608784,0.7130411255411255,9
B,q9_12,12,front_top1_probability,aggregate,18,0.04251818731427193,0.04266151413321495,0.041800450533628464,0.04338894039392471,24,0.04301133751869202,0.04311012476682663,0.042489293962717056,0.04340009018778801,0.6273148148148148,3,0.04261395459373792,0.04321254541476568,0.0005985908210277557,-0.000903010368347168,0.0013712383806705475,0.6666666666666666,2
B,query,0,front_top4_mass,aggregate,376,0.15695399045944214,0.1569087654352188,0.155670166015625,0.15807950496673584,24,0.15650427341461182,0.15657919645309448,0.15574367344379425,0.15744349360466003,0.431072695035461,11,0.15691596540537747,0.15661240436814047,-0.00030356103723699397,-0.0007006398317488758,3.699247132648087e-05,0.3832251082251082,5
B,query,1,front_top4_mass,aggregate,376,0.14918136596679688,0.1489948332309723,0.14835843443870544,0.14963334798812866,24,0.14860455691814423,0.148384690284729,0.14809226989746094,0.14881549775600433,0.33743351063829785,11,0.14860611476681448,0.1485621373761784,-4.3977390636097304e-05,-0.0003056774085218256,0.0002208543772047215,0.42884199134199136,4
B,query,2,front_top4_mass,aggregate,376,0.1505698710680008,0.15039947628974915,0.14975786209106445,0.15109656751155853,24,0.15122868120670319,0.15054279565811157,0.14984571933746338,0.15148918330669403,0.5456560283687943,11,0.15055129609324716,0.1505677022717216,1.640617847442627e-05,-0.0004434049468148838,0.00043324299833991304,0.49123376623376624,6
B,query,3,front_top4_mass,aggregate,376,0.15289339423179626,0.15277625620365143,0.15207186341285706,0.15362298488616943,24,0.15381819009780884,0.1539875715970993,0.15330742299556732,0.15479905903339386,0.7055629432624113,11,0.15352463044903494,0.1537115519697016,0.00018692152066664263,-0.00023976259610869666,0.0005649255419319326,0.6431277056277055,8
B,query,4,front_top4_mass,aggregate,376,0.15735183656215668,0.15717309713363647,0.15465836226940155,0.1603432148694992,24,0.1575457602739334,0.1573646068572998,0.15369068086147308,0.16169792413711548,0.5160682624113475,11,0.1576725190336054,0.15857233784415506,0.0008998188105496494,-1.5261972492391407e-05,0.001900401406667448,0.6512445887445888,9
B,query,5,front_top4_mass,aggregate,376,0.1561710238456726,0.1564871221780777,0.15413007140159607,0.1581299602985382,24,0.15609735250473022,0.15636353194713593,0.15347987413406372,0.15809136629104614,0.49213209219858156,11,0.1560705778273669,0.15591432560573926,-0.0001562522216276689,-0.0012000825594771993,0.0011505140160972414,0.41277056277056273,4
B,query,6,front_top4_mass,aggregate,376,0.15324340760707855,0.15314120054244995,0.15226982533931732,0.15399110317230225,24,0.15418006479740143,0.15365871787071228,0.15233595669269562,0.15537568926811218,0.6002881205673759,11,0.15344827418977564,0.15392715009776028,0.00047887590798464686,4.392405125227842e-05,0.0008793307976289228,0.6982683982683983,8
B,query,7,front_top4_mass,aggregate,376,0.15265952050685883,0.15239089727401733,0.15174448490142822,0.15312787890434265,24,0.15396030247211456,0.15340037643909454,0.1522977501153946,0.1545952558517456,0.7113253546099291,11,0.15323423932899127,0.154500120065429,0.0012658807364377108,4.6618960120461215e-06,0.0032047664577310726,0.6721861471861471,9
B,query,8,front_top4_mass,aggregate,376,0.15276475250720978,0.15247344970703125,0.151655375957489,0.15341025590896606,24,0.15309463441371918,0.1522815227508545,0.15162450075149536,0.152755469083786,0.45489804964539005,11,0.15267191962762314,0.15388908982276917,0.0012171701951460404,-0.000988002900372852,0.003877708146517926,0.49063852813852815,3
B,query,9,front_top4_mass,aggregate,310,0.15914127230644226,0.1591368317604065,0.15420043468475342,0.16340963542461395,24,0.1606886088848114,0.15996642410755157,0.15794864296913147,0.1644231230020523,0.5955645161290323,11,0.16111491214145313,0.1613624854521318,0.00024757331067865545,-0.0019387986849654804,0.0018090787597677925,0.5197510822510822,8
B,query,10,front_top4_mass,aggregate,43,0.16035550832748413,0.16140501201152802,0.1573370099067688,0.1637093722820282,24,0.15919430553913116,0.1581060141324997,0.15538763999938965,0.16536107659339905,0.45251937984496127,6,0.15937262773513794,0.15934415409962335,-2.847363551457723e-05,-0.0017742539445559184,0.0016755198438962264,0.611111111111111,4
B,query,11,front_top4_mass,aggregate,22,0.155434712767601,0.15467321872711182,0.1531851887702942,0.1568269431591034,24,0.15566988289356232,0.1551225483417511,0.1540532261133194,0.15688008069992065,0.5511363636363636,4,0.1555146723985672,0.15712742134928703,0.0016127489507198334,-0.002452254295349121,0.007162619382143021,0.625,3
B,query,12,front_top4_mass,aggregate,18,0.1555223912000656,0.15485164523124695,0.15287645161151886,0.15718108415603638,24,0.15653738379478455,0.15633073449134827,0.15449535846710205,0.1589093804359436,0.625,3,0.1561222275098165,0.1565967003504435,0.0004744728406270345,-0.0037194937467575073,0.005813971161842346,0.3333333333333333,1
B,query,13,front_top4_mass,aggregate,12,0.15890972316265106,0.15922260284423828,0.1553906351327896,0.1619245409965515,24,0.15921805799007416,0.15853138267993927,0.15661925077438354,0.16197137534618378,0.5243055555555556,2,0.1570744588971138,0.16363555938005447,0.006561100482940674,0.005298137664794922,0.007824063301086426,1.0,2
B,query,14,front_top4_mass,aggregate,4,0.1554008573293686,0.15494173765182495,0.15304496884346008,0.15729764103889465,24,0.1583876609802246,0.15896090865135193,0.1553974747657776,0.160817950963974,0.75,1,0.1525404453277588,0.15982860326766968,0.007288157939910889,0.007288157939910889,0.007288157939910889,1.0,1
B,query,15,front_top4_mass,aggregate,2,0.16182063519954681,0.16182063519954681,0.16175946593284607,0.16188180446624756,24,0.15612594783306122,0.1550121158361435,0.1540299654006958,0.1572604924440384,0.041666666666666664,0,,,,,,,0
B,query,16,front_top4_mass,aggregate,2,0.16115495562553406,0.16115495562553406,0.16111603379249573,0.1611938625574112,24,0.15656788647174835,0.1558765172958374,0.15456488728523254,0.15745842456817627,0.125,0,,,,,,,0
B,query,17,front_top4_mass,aggregate,2,0.16270551085472107,0.16270551085472107,0.1625237762928009,0.16288724541664124,24,0.15692025423049927,0.15608033537864685,0.15492956340312958,0.15845833718776703,0.08333333333333333,0,,,,,,,0
B,query,18,front_top4_mass,aggregate,2,0.1621595323085785,0.1621595323085785,0.16196227073669434,0.16235679388046265,24,0.15686769783496857,0.15672829747200012,0.1555083692073822,0.15756171941757202,0.020833333333333332,0,,,,,,,0
B,query,19,front_top4_mass,aggregate,1,0.16153769195079803,0.16153769195079803,0.16153769195079803,0.16153769195079803,24,0.15686823427677155,0.15627987682819366,0.15525127947330475,0.15754832327365875,0.08333333333333333,0,,,,,,,0
B,query,20,front_top4_mass,aggregate,1,0.1620670109987259,0.1620670109987259,0.1620670109987259,0.1620670109987259,24,0.15780843794345856,0.15753114223480225,0.15639254450798035,0.1588277965784073,0.08333333333333333,0,,,,,,,0
B,query,21,front_top4_mass,aggregate,1,0.16277936100959778,0.16277936100959778,0.16277936100959778,0.16277936100959778,24,0.15879838168621063,0.15718470513820648,0.15625128149986267,0.16146954894065857,0.16666666666666666,0,,,,,,,0
B,q1_4,4,front_top4_mass,aggregate,376,0.15249912440776825,0.15260815620422363,0.1517380326986313,0.1531359851360321,24,0.15279929339885712,0.15279985964298248,0.15170085430145264,0.15365853905677795,0.5511968085106383,11,0.15258864110166376,0.1528534306721254,0.00026478957046162,3.011050549420444e-06,0.0005297562954100695,0.6378246753246753,7
B,q5_8,8,front_top4_mass,aggregate,376,0.15370967984199524,0.1536366045475006,0.15289220213890076,0.15430884063243866,24,0.15433308482170105,0.15415585041046143,0.1537773609161377,0.15436872839927673,0.6585771276595744,11,0.15385624901814896,0.15455766970461066,0.0007014206864617088,-3.351491283286702e-05,0.0016635790805925022,0.6611471861471861,8
B,q9_12,12,front_top4_mass,aggregate,18,0.15706467628479004,0.15717798471450806,0.15585336089134216,0.1586448699235916,24,0.15802255272865295,0.15780901908874512,0.15715497732162476,0.15903790295124054,0.6273148148148148,3,0.15682546297709146,0.15857859949270883,0.0017531365156173706,-0.0009696781635284424,0.003242969512939453,0.6666666666666666,2
B,query,0,front_token_js,aggregate,376,0.002530107507482171,0.002503706142306328,0.0023387446999549866,0.002684288192540407,24,0.0024600119795650244,0.0024578727316111326,0.0023709097877144814,0.0025690554175525904,0.43572695035460995,11,0.002491767687553709,0.002449132925407453,-4.2634762146256186e-05,-7.830514117482711e-05,-7.755887715823279e-06,0.36379870129870134,5
B,query,1,front_token_js,aggregate,376,0.0010992026655003428,0.0010851331753656268,0.0010244318982586265,0.0011521161068230867,24,0.001085692085325718,0.0010412002447992563,0.0010038713226094842,0.0011527094757184386,0.44957890070921985,11,0.0010808638551018455,0.0010740044950084252,-6.859360093420202e-06,-3.730525865896859e-05,3.4958308837799864e-05,0.4226190476190476,4
B,query,2,front_token_js,aggregate,376,0.0012604519724845886,0.001227302593179047,0.0011236185673624277,0.0013835144927725196,24,0.0013188626617193222,0.0012711065355688334,0.0011385036632418633,0.0014838447095826268,0.547761524822695,11,0.0012360230426896703,0.001219841820949858,-1.618122173981233e-05,-8.307820455890826e-05,4.671291839754716e-05,0.45346320346320346,6
B,query,3,front_token_js,aggregate,376,0.0014126661699265242,0.001429984113201499,0.001303645665757358,0.0015455090906471014,24,0.001443488523364067,0.001435676822438836,0.0013940483331680298,0.001513666589744389,0.5397828014184397,11,0.0014599455435844984,0.0014572347810661251,-2.7107625183734028e-06,-4.820008603432639e-05,4.495582437481389e-05,0.45205627705627704,5
B,query,4,front_token_js,aggregate,376,0.0021908439230173826,0.0018318044021725655,0.0015571609837934375,0.002959198085591197,24,0.0023410615976899862,0.0020406602416187525,0.0014913734048604965,0.003285573562607169,0.5489804964539007,11,0.0023507426746866918,0.002544028864411468,0.00019328618972477588,-7.354639290662651e-06,0.0003891285204603759,0.6537337662337662,8
B,query,5,front_token_js,aggregate,376,0.0023954652715474367,0.002480978611856699,0.0019178129732608795,0.0028855937998741865,24,0.0024115601554512978,0.002578114625066519,0.001820397679693997,0.0029285592027008533,0.5106382978723404,11,0.002362389900636944,0.0023417097982019186,-2.06801024350253e-05,-0.0002339355401504277,0.0002207238168921321,0.45681818181818185,3
B,query,6,front_token_js,aggregate,376,0.0016174711054190993,0.0016290884232148528,0.0014284878270700574,0.0017684157937765121,24,0.0015650399727746844,0.0015006260946393013,0.0013739265268668532,0.0017660597804933786,0.4365026595744681,11,0.0015279087873006408,0.0015122316650707614,-1.5677122229879554e-05,-6.467681510416284e-05,3.736414152874866e-05,0.45963203463203467,3
B,query,7,front_token_js,aggregate,376,0.0015306294662877917,0.0014937553787603974,0.0013695278903469443,0.0016253134235739708,24,0.0016691783675923944,0.001586694736033678,0.0015381741104647517,0.0016758505953475833,0.6753102836879432,11,0.0016159488692541015,0.0017596839673139832,0.0001437350980598818,6.023257843811403e-06,0.00037769643399356435,0.6094155844155845,8
B,query,8,front_token_js,aggregate,376,0.0018654841696843505,0.0018426049500703812,0.0016752915689721704,0.00200063968077302,24,0.001865300931967795,0.0017674312693998218,0.0015897732228040695,0.0019445347134023905,0.42963209219858156,11,0.001872685928405686,0.0019768438280814075,0.00010415789967572147,-0.00016432285933247346,0.00043064767087344077,0.4454545454545455,4
B,query,9,front_token_js,aggregate,310,0.003131067380309105,0.003091921331360936,0.00210929405875504,0.004050303250551224,24,0.003229847876355052,0.002969512715935707,0.0026928442530333996,0.003975172992795706,0.5388440860215054,11,0.003494380803948099,0.0033398438456722283,-0.00015453695827587083,-0.0006847803565588864,0.00023059696223671445,0.4536255411255411,7
B,query,10,front_token_js,aggregate,43,0.0030371383763849735,0.0028219427913427353,0.002242043148726225,0.003963434603065252,24,0.0026548237074166536,0.0020247860811650753,0.0016469273250550032,0.004052439704537392,0.3943798449612403,6,0.0026647362198370197,0.0025459735576684275,-0.00011876266216859221,-0.000538955091421182,0.00024236707637707391,0.5277777777777778,3
B,query,11,front_token_js,aggregate,22,0.0018675086321309209,0.0017251837998628616,0.001513877185061574,0.0019397190771996975,24,0.0017764689400792122,0.001694235485047102,0.0014358788030222058,0.0019224779680371284,0.4393939393939394,4,0.002032699470873922,0.0020897426293231547,5.704315844923258e-05,-0.0009737355867400765,0.0013735975953750312,0.25,1
B,query,12,front_token_js,aggregate,18,0.0020967992022633553,0.002007089089602232,0.0017402451485395432,0.002286934992298484,24,0.0018802303820848465,0.0019405491184443235,0.0015708637656643987,0.002106873318552971,0.40046296296296297,3,0.002278401244742175,0.0018520696709553401,-0.0004263315737868349,-0.0011627401690930128,0.0005702486960217357,0.3333333333333333,1
B,query,13,front_token_js,aggregate,12,0.0027212481945753098,0.0027089074719697237,0.0023200029972940683,0.0029158582910895348,24,0.002248108386993408,0.0021110097877681255,0.0018868258921429515,0.0024773154873400927,0.3125,2,0.0023584942682646215,0.002616311889141798,0.0002578176208771765,0.0002549040364101529,0.00026073120534420013,0.75,2
