run_id,suite,task,episodes,failures,successes,tp,fp,recall,fpr,precision,recall_ci_low,recall_ci_high,fpr_ci_low,fpr_ci_high,first_query_median,phase_median,lead_median,recall_by_half,recall_by_065,recall_lead3
right-50x8-20260903,libero_long,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,17,383,0,0,0.0,0.0,,0.0,0.18431813500884353,0.0,0.009930318307672601,,,,0.0,0.0,0.0
right-50x8-20260903,libero_long,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,43,357,0,0,0.0,0.0,,0.0,0.08200980322578702,0.0,0.010645835523580388,,,,0.0,0.0,0.0
right-50x8-20260903,libero_long,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,8,392,0,0,0.0,0.0,,0.0,0.3244075648838681,0.0,0.009704538862954212,,,,0.0,0.0,0.0
right-50x8-20260903,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,397,0,0,0.0,0.0,,0.0,0.561497031755032,0.0,0.009583486778028845,,,,0.0,0.0,0.0
right-50x8-20260903,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,11,389,0,0,0.0,0.0,,0.0,0.25883296696802116,0.0,0.00977864920934245,,,,0.0,0.0,0.0
right-50x8-20260903,libero_object,pick_up_the_butter_and_place_it_in_the_basket,400,2,398,0,0,0.0,0.0,,0.0,0.6576197724933345,0.0,0.00955963785311663,,,,0.0,0.0,0.0
right-50x8-20260903,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,400,0,400,0,0,,0.0,,,,0.0,0.009512294334295988,,,,,,
right-50x8-20260903,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,400,5,395,0,0,0.0,0.0,,5.551115123125783e-17,0.4344824647831612,0.0,0.00963154340086021,,,,0.0,0.0,0.0
right-50x8-20260903,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,400,0,400,0,0,,0.0,,,,0.0,0.009512294334295988,,,,,,
right-50x8-20260903,libero_object,pick_up_the_milk_and_place_it_in_the_basket,400,8,392,0,0,0.0,0.0,,0.0,0.3244075648838681,0.0,0.009704538862954212,,,,0.0,0.0,0.0
right-50x8-20260903,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket,400,3,397,0,0,0.0,0.0,,0.0,0.561497031755032,0.0,0.009583486778028845,,,,0.0,0.0,0.0
right-50x8-20260903,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket,400,1,399,0,0,0.0,0.0,,0.0,0.7934506856227534,0.0,0.009535907331732109,,,,0.0,0.0,0.0
right-50x8-20260903,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,4,396,1,0,0.25,0.0,1.0,0.04558726080970238,0.6993581574175893,0.0,0.009607454994847317,26.0,0.9642857142857143,1.0,0.0,0.0,0.0
right-50x8-20260903,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,0,400,0,0,,0.0,,,,0.0,0.009512294334295988,,,,,,
right-50x8-20260903,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,8,392,0,0,0.0,0.0,,0.0,0.3244075648838681,0.0,0.009704538862954212,,,,0.0,0.0,0.0
right-50x8-20260903,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,12,388,0,0,0.0,0.0,,0.0,0.24249400665523077,8.673617379884035e-19,0.009803604836137972,,,,0.0,0.0,0.0
right-50x8-20260903,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,397,0,0,0.0,0.0,,0.0,0.561497031755032,0.0,0.009583486778028845,,,,0.0,0.0,0.0
right-50x8-20260903,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,14,386,0,0,0.0,0.0,,0.0,0.2153108027376265,0.0,0.009853900178587158,,,,0.0,0.0,0.0
right-50x8-20260903,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,9,391,0,0,0.0,0.0,,0.0,0.2991450484195325,8.673617379884035e-19,0.009729117180773062,,,,0.0,0.0,0.0
right-50x8-20260903,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,9,391,0,0,0.0,0.0,,0.0,0.2991450484195325,8.673617379884035e-19,0.009729117180773062,,,,0.0,0.0,0.0
right-50x8-20260903,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,25,375,0,0,0.0,0.0,,0.0,0.13319225093904213,0.0,0.010140016968185313,,,,0.0,0.0,0.0
right-50x8-20260903,libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,35,365,0,0,0.0,0.0,,0.0,0.09890099232439913,0.0,0.010414932293610124,,,,0.0,0.0,0.0
right-50x8-20260903,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,11,389,0,0,0.0,0.0,,0.0,0.25883296696802116,0.0,0.00977864920934245,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_goal,open_the_middle_drawer_of_the_cabinet,400,0,400,0,0,,0.0,,,,0.0,0.009512294334295988,,,,,,
right-50x8b-20260903,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,400,51,349,0,0,0.0,0.0,,6.938893903907228e-18,0.07004661989852784,0.0,0.010887209324928157,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_goal,push_the_plate_to_the_front_of_the_stove,400,1,399,0,0,0.0,0.0,,0.0,0.7934506856227534,0.0,0.009535907331732109,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_goal,put_the_bowl_on_the_plate,400,18,382,0,0,0.0,0.0,,0.0,0.17587922364664965,0.0,0.00995605509173418,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_goal,put_the_bowl_on_the_stove,400,9,391,0,0,0.0,0.0,,0.0,0.2991450484195325,8.673617379884035e-19,0.009729117180773062,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,400,16,384,12,0,0.75,0.0,1.0,0.505016834644919,0.898179325087867,0.0,0.009904714241676492,23.0,0.8,6.0,0.0,0.0,0.6875
right-50x8b-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,400,9,391,0,0,0.0,0.0,,0.0,0.2991450484195325,8.673617379884035e-19,0.009729117180773062,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_goal,put_the_wine_bottle_on_the_rack,400,1,399,0,0,0.0,0.0,,0.0,0.7934506856227534,0.0,0.009535907331732109,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet,400,1,399,0,0,0.0,0.0,,0.0,0.7934506856227534,0.0,0.009535907331732109,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_goal,turn_on_the_stove,400,0,400,0,0,,0.0,,,,0.0,0.009512294334295988,,,,,,
right-50x8b-20260903,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,396,0,0,0.0,0.0,,0.0,0.48989083645458353,0.0,0.009607454994847317,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,0,0,0.0,0.0,,0.0,0.7934506856227534,0.0,0.009535907331732109,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,399,0,0,0.0,0.0,,0.0,0.7934506856227534,0.0,0.009535907331732109,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,249,1,0,0.006622516556291391,0.0,1.0,0.0011699949278557303,0.03655542347871141,8.673617379884035e-19,0.01519315241500065,42.0,0.8269230769230769,9.0,0.0,0.0,0.006622516556291391
right-50x8b-20260903,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,370,0,0,0.0,0.0,,0.0,0.11351339317396321,0.0,0.01027563618227907,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_long,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,390,0,0,0.0,0.0,,2.7755575615628914e-17,0.27753279986287815,0.0,0.009753820311849983,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_long,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,396,0,0,0.0,0.0,,0.0,0.48989083645458353,0.0,0.009607454994847317,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_long,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,380,0,0,0.0,0.0,,1.3877787807814457e-17,0.1611251580528119,0.0,0.01000793096320634,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_long,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,353,0,0,0.0,0.0,,0.0,0.07555760416399246,0.0,0.010765169589288599,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_long,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,394,0,0,0.0,0.0,,0.0,0.39033428790215224,8.673617379884035e-19,0.009655752902377246,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,397,0,0,0.0,0.0,,0.0,0.561497031755032,0.0,0.009583486778028845,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,390,0,0,0.0,0.0,,2.7755575615628914e-17,0.27753279986287815,0.0,0.009753820311849983,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_object,pick_up_the_butter_and_place_it_in_the_basket,400,0,400,0,0,,0.0,,,,0.0,0.009512294334295988,,,,,,
right-50x8b-20260903,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,400,0,400,0,0,,0.0,,,,0.0,0.009512294334295988,,,,,,
right-50x8b-20260903,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,393,0,0,0.0,0.0,,0.0,0.35433043506667483,0.0,0.009680084414843387,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,400,1,399,0,0,0.0,0.0,,0.0,0.7934506856227534,0.0,0.009535907331732109,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_object,pick_up_the_milk_and_place_it_in_the_basket,400,7,393,0,0,0.0,0.0,,0.0,0.35433043506667483,0.0,0.009680084414843387,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,395,0,0,0.0,0.0,,5.551115123125783e-17,0.4344824647831612,0.0,0.00963154340086021,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,396,0,0,0.0,0.0,,0.0,0.48989083645458353,0.0,0.009607454994847317,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,393,0,0,0.0,0.0,,0.0,0.35433043506667483,0.0,0.009680084414843387,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,399,0,0,0.0,0.0,,0.0,0.7934506856227534,0.0,0.009535907331732109,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,397,0,0,0.0,0.0,,0.0,0.561497031755032,0.0,0.009583486778028845,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,386,0,0,0.0,0.0,,0.0,0.2153108027376265,0.0,0.009853900178587158,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,397,0,0,0.0,0.0,,0.0,0.561497031755032,0.0,0.009583486778028845,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,376,0,0,0.0,0.0,,0.0,0.13797620467497365,0.0,0.010113321575324123,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,392,0,0,0.0,0.0,,0.0,0.3244075648838681,0.0,0.009704538862954212,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,387,0,0,0.0,0.0,,0.0,0.22809537235418867,0.0,0.009828688164978571,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,388,0,0,0.0,0.0,,0.0,0.24249400665523077,8.673617379884035e-19,0.009803604836137972,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,359,0,0,0.0,0.0,,0.0,0.08566757018442756,0.0,0.010587155153601823,,,,0.0,0.0,0.0
right-50x8b-20260903,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,379,0,0,0.0,0.0,,0.0,0.15463901892483975,0.0,0.010034072152287677,,,,0.0,0.0,0.0
