rule,run_id,suite,stratification,observed_failure_alarms,matched_expected_failure_alarms,conditional_variance_diagnostic,new_alarms,observed_precision,matched_survival_precision,observed_over_expected
freeze_back_half,right-50x8b-20260903,libero_long,task_init,189,164.99523809523808,17.126865079365075,234,0.8076923076923077,0.705107855107855,1.1454876042598634
freeze_back_half,right-50x8b-20260903,libero_object,task,15,13.099290721774477,4.50395799854298,348,0.04310344827586207,0.03764164000509907,1.1451001675278527
freeze_back_half,right-50x8b-20260903,libero_object,task_init,15,13.976190476190476,1.719671201814059,348,0.04310344827586207,0.04016146688560482,1.0732538330494037
freeze_back_half,right-50x8b-20260903,libero_spatial,task,73,76.27384133410449,0.5988319231207808,77,0.948051948051948,0.990569367975383,0.9570777965703341
freeze_back_half,right-50x8b-20260903,libero_spatial,task_init,73,72.5,0.25,77,0.948051948051948,0.9415584415584416,1.006896551724138
freeze_all_half,right-16x32,libero_goal,task,19,19.0,0.0,19,1.0,1.0,1.0
freeze_all_half,right-16x32,libero_goal,task_init,19,19.0,0.0,19,1.0,1.0,1.0
freeze_all_half,right-16x32,libero_long,task,26,15.46968215125658,4.874031226273892,26,1.0,0.59498777504833,1.6807068009401898
freeze_all_half,right-16x32,libero_long,task_init,26,20.431730822940498,3.491162136274691,26,1.0,0.7858358008823269,1.2725304686770598
freeze_all_half,right-16x32,libero_spatial,task,42,41.92571595071595,1.333638963539951,44,0.9545454545454546,0.9528571806980897,1.0017718015685497
freeze_all_half,right-16x32,libero_spatial,task_init,42,41.5,0.5833333333333333,44,0.9545454545454546,0.9431818181818182,1.0120481927710843
freeze_all_half,right-50x8-20260903,libero_goal,task,30,28.916690716690717,0.32066573047342106,30,1.0,0.9638896905563572,1.037463114086011
freeze_all_half,right-50x8-20260903,libero_goal,task_init,30,28.325,0.26937500000000003,30,1.0,0.9441666666666666,1.059135039717564
freeze_all_half,right-50x8-20260903,libero_long,task,66,42.43782489312553,7.6789685178444635,71,0.9295774647887324,0.5977158435651483,1.5552163704481303
freeze_all_half,right-50x8-20260903,libero_long,task_init,66,60.07976190476191,4.036534863945578,71,0.9295774647887324,0.8461938296445339,1.0985396397645986
freeze_all_half,right-50x8-20260903,libero_object,task,15,9.938230699766432,2.3002614443866505,71,0.2112676056338028,0.13997508027840044,1.5093229824452081
freeze_all_half,right-50x8-20260903,libero_object,task_init,15,13.535714285714286,0.8360260770975056,71,0.2112676056338028,0.19064386317907445,1.1081794195250658
freeze_all_half,right-50x8-20260903,libero_spatial,task,63,63.0,0.0,63,1.0,1.0,1.0
freeze_all_half,right-50x8-20260903,libero_spatial,task_init,63,63.0,0.0,63,1.0,1.0,1.0
freeze_all_half,right-50x8b-20260903,libero_goal,task,27,26.644636404178236,0.3347616209382785,27,1.0,0.9868383853399346,1.0133371531302278
freeze_all_half,right-50x8b-20260903,libero_goal,task_init,27,26.46666666666667,0.38222222222222224,27,1.0,0.980246913580247,1.0201511335012594
freeze_all_half,right-50x8b-20260903,libero_long,task,64,41.17987066502432,6.6568236163802155,74,0.8648648648648649,0.5564847387165448,1.554157382392114
freeze_all_half,right-50x8b-20260903,libero_long,task_init,64,62.98690476190476,4.281135204081633,74,0.8648648648648649,0.8511743886743887,1.0160842200759794
freeze_all_half,right-50x8b-20260903,libero_object,task,9,7.487412015585591,2.3700651763804172,79,0.11392405063291139,0.09477736728589356,1.202017463613041
freeze_all_half,right-50x8b-20260903,libero_object,task_init,9,8.125,0.484375,79,0.11392405063291139,0.10284810126582279,1.1076923076923078
freeze_all_half,right-50x8b-20260903,libero_spatial,task,59,60.42701331189136,0.48959503457960296,61,0.9672131147540983,0.9906067756047764,0.9763845135862351
freeze_all_half,right-50x8b-20260903,libero_spatial,task_init,59,58.5,0.25,61,0.9672131147540983,0.9590163934426229,1.0085470085470085
freeze_back_half_k4,right-16x32,libero_goal,task,23,23.0,0.0,23,1.0,1.0,1.0
freeze_back_half_k4,right-16x32,libero_goal,task_init,23,23.0,0.0,23,1.0,1.0,1.0
freeze_back_half_k4,right-16x32,libero_long,task,156,64.80895910040684,33.43729922949914,168,0.9285714285714286,0.38576761369289786,2.4070746107542518
freeze_back_half_k4,right-16x32,libero_long,task_init,156,123.69304425308891,16.80942985844183,168,0.9285714285714286,0.7362681205541006,1.2611865197594108
freeze_back_half_k4,right-16x32,libero_spatial,task,32,32.864674798885325,0.7866158543862072,34,0.9411764705882353,0.9666080823201566,0.9736898416254935
freeze_back_half_k4,right-16x32,libero_spatial,task_init,32,32.333333333333336,0.7222222222222222,34,0.9411764705882353,0.9509803921568628,0.9896907216494845
freeze_back_half_k4,right-50x8-20260903,libero_goal,task,37,34.97438773701931,0.4477068605969136,37,1.0,0.9452537226221436,1.0579170185397309
freeze_back_half_k4,right-50x8-20260903,libero_goal,task_init,37,35.325,0.26937500000000003,37,1.0,0.9547297297297298,1.0474168435951874
freeze_back_half_k4,right-50x8-20260903,libero_long,task,161,88.55716241228,22.61592185358421,180,0.8944444444444445,0.49198423562377774,1.8180347655050264
freeze_back_half_k4,right-50x8-20260903,libero_long,task_init,161,135.58928571428572,13.495916950113376,180,0.8944444444444445,0.7532738095238096,1.1874094560779664
freeze_back_half_k4,right-50x8-20260903,libero_object,task,14,10.728860028860028,2.0172930006101004,14,1.0,0.7663471449185735,1.3048916625196703
freeze_back_half_k4,right-50x8-20260903,libero_object,task_init,14,12.999999999999998,0.4444444444444445,14,1.0,0.9285714285714285,1.076923076923077
freeze_back_half_k4,right-50x8-20260903,libero_spatial,task,53,53.0,0.0,53,1.0,1.0,1.0
freeze_back_half_k4,right-50x8-20260903,libero_spatial,task_init,53,53.0,0.0,53,1.0,1.0,1.0
freeze_back_half_k4,right-50x8b-20260903,libero_goal,task,34,33.01948117088239,0.6898415454451761,34,1.0,0.9711612109083056,1.0296951615939458
freeze_back_half_k4,right-50x8b-20260903,libero_goal,task_init,34,33.266666666666666,0.4622222222222222,34,1.0,0.9784313725490196,1.0220440881763528
freeze_back_half_k4,right-50x8b-20260903,libero_long,task,159,80.51413764017933,25.220983069016572,179,0.888268156424581,0.44979965162111357,1.9748084579950034
freeze_back_half_k4,right-50x8b-20260903,libero_long,task_init,159,133.99761904761905,14.781924603174597,179,0.888268156424581,0.7485900505453579,1.1865882478366707
freeze_back_half_k4,right-50x8b-20260903,libero_object,task,12,10.350063131313131,1.4226788680683093,13,0.9230769230769231,0.7961587024087025,1.1594132178474488
freeze_back_half_k4,right-50x8b-20260903,libero_object,task_init,12,11.333333333333334,0.38888888888888884,13,0.9230769230769231,0.8717948717948718,1.0588235294117647
freeze_back_half_k4,right-50x8b-20260903,libero_spatial,task,45,46.78021978021978,0.1934548967516,47,0.9574468085106383,0.9953238251110592,0.9619450317124736
freeze_back_half_k4,right-50x8b-20260903,libero_spatial,task_init,45,45.0,0.0,47,0.9574468085106383,0.9574468085106383,1.0
