corpus,signal,variant,control_kind,relative,auc_trap_high,det_auc,direction,ci95_low,ci95_high,n_groups,n_events,npairs,p_point,p_maxT,null_max_effect_q95
A,lag_periodicity,raw,all_no_trap,-3,0.597165991902834,0.597165991902834,trap_high,0.5087302715577825,0.6607784183662927,14,127,494,,,
A,lag_periodicity,raw,all_no_trap,-2,0.6967213114754098,0.6967213114754098,trap_high,0.6407958584496762,0.7612526752273943,14,127,488,0.0034982508745627187,0.1584207896051974,0.2500259875259875
A,lag_periodicity,raw,all_no_trap,-1,0.7246376811594203,0.7246376811594203,trap_high,0.6354023717183771,0.7991807393508461,13,126,483,,,
A,lag_periodicity,raw,all_no_trap,0,0.5051975051975052,0.5051975051975052,trap_high,0.4083995992489863,0.6102957737148914,13,126,481,0.935032483758121,1.0,0.2500259875259875
A,lag_periodicity,raw,all_no_trap,1,0.26458333333333334,0.7354166666666666,trap_low,0.1545278632182414,0.39260683760683757,13,126,480,,,
A,lag_periodicity,raw,all_no_trap,2,0.1762208067940552,0.8237791932059448,trap_low,0.08406432056079192,0.3033021451392058,13,126,471,,,
A,lag_periodicity,raw,all_no_trap,3,0.18181818181818182,0.8181818181818181,trap_low,0.0999864376130199,0.29432960114136836,13,125,462,,,
A,lag_periodicity,raw,all_no_trap,4,0.2924107142857143,0.7075892857142857,trap_low,0.22596900986049892,0.3717620065018952,13,122,448,,,
A,late_flow_volatility,raw,all_no_trap,-8,0.6212389380530974,0.6212389380530974,trap_high,0.5442899525316456,0.6953764458143864,16,130,565,0.022488755622188907,0.5792103948025987,0.2500259875259875
A,late_flow_volatility,raw,all_no_trap,-7,0.5336976320582878,0.5336976320582878,trap_high,0.46170206809018965,0.5902511793636455,15,129,549,,,
A,late_flow_volatility,raw,all_no_trap,-6,0.497131931166348,0.502868068833652,trap_low,0.42476686175651374,0.5660534591194968,15,129,523,0.9585207396301849,1.0,0.2500259875259875
A,late_flow_volatility,raw,all_no_trap,-5,0.5728346456692913,0.5728346456692913,trap_high,0.49329188012635045,0.6600679151545048,15,129,508,,,
A,late_flow_volatility,raw,all_no_trap,-4,0.7068273092369478,0.7068273092369478,trap_high,0.6452510641127959,0.7658794009355467,14,128,498,0.0029985007496251873,0.1294352823588206,0.2500259875259875
A,late_flow_volatility,raw,all_no_trap,-3,0.8178137651821862,0.8178137651821862,trap_high,0.739470244837501,0.8863281885145063,14,127,494,,,
A,late_flow_volatility,raw,all_no_trap,-2,0.8483606557377049,0.8483606557377049,trap_high,0.7540974097599938,0.9141137177162506,14,127,488,0.0029985007496251873,0.0029985007496251873,0.2500259875259875
A,late_flow_volatility,raw,all_no_trap,-1,0.7908902691511387,0.7908902691511387,trap_high,0.6977576403695807,0.8553264140944496,13,126,483,,,
A,late_flow_volatility,raw,all_no_trap,0,0.7297297297297297,0.7297297297297297,trap_high,0.6567497182280816,0.781763624096805,13,126,481,0.005497251374312844,0.07646176911544228,0.2500259875259875
A,late_flow_volatility,raw,all_no_trap,1,0.6125,0.6125,trap_high,0.5249121518016867,0.6801842226842227,13,126,480,,,
A,late_flow_volatility,raw,all_no_trap,2,0.5222929936305732,0.5222929936305732,trap_high,0.4192835793013263,0.6238748531139835,13,126,471,,,
A,late_flow_volatility,raw,all_no_trap,3,0.5346320346320347,0.5346320346320347,trap_high,0.42687727290892374,0.6351950682480841,13,125,462,,,
A,late_flow_volatility,raw,all_no_trap,4,0.49107142857142855,0.5089285714285714,trap_low,0.36037801484230053,0.6111918604651159,13,122,448,,,
A,route_acceleration,raw,all_no_trap,-8,0.6035398230088496,0.6035398230088496,trap_high,0.5230377269446449,0.6731160646411143,16,130,565,0.03548225887056472,0.7621189405297352,0.2500259875259875
A,route_acceleration,raw,all_no_trap,-7,0.5355191256830601,0.5355191256830601,trap_high,0.4465327369766218,0.6066969185241318,15,129,549,,,
A,route_acceleration,raw,all_no_trap,-6,0.51434034416826,0.51434034416826,trap_high,0.44956855400305507,0.5776798282022593,15,129,523,0.6681659170414792,1.0,0.2500259875259875
A,route_acceleration,raw,all_no_trap,-5,0.6082677165354331,0.6082677165354331,trap_high,0.5419969512195122,0.6720381110190554,15,129,508,,,
A,route_acceleration,raw,all_no_trap,-4,0.7449799196787149,0.7449799196787149,trap_high,0.6745215863669575,0.8076092702930543,14,128,498,0.001999000499750125,0.05547226386806597,0.2500259875259875
A,route_acceleration,raw,all_no_trap,-3,0.8259109311740891,0.8259109311740891,trap_high,0.7336405151772611,0.8984591309081013,14,127,494,,,
A,route_acceleration,raw,all_no_trap,-2,0.8463114754098361,0.8463114754098361,trap_high,0.7599055132253124,0.9117155470249519,14,127,488,0.0024987506246876563,0.0029985007496251873,0.2500259875259875
A,route_acceleration,raw,all_no_trap,-1,0.7991718426501035,0.7991718426501035,trap_high,0.7114076662284646,0.855952663376985,13,126,483,,,
A,route_acceleration,raw,all_no_trap,0,0.7172557172557172,0.7172557172557172,trap_high,0.6553283437623546,0.767396782098109,13,126,481,0.004497751124437781,0.10394802598700649,0.2500259875259875
A,route_acceleration,raw,all_no_trap,1,0.5625,0.5625,trap_high,0.46689922480620155,0.6556732780516958,13,126,480,,,
A,route_acceleration,raw,all_no_trap,2,0.49044585987261147,0.5095541401273885,trap_low,0.3752622314562322,0.6057183778407083,13,126,471,,,
A,route_acceleration,raw,all_no_trap,3,0.48484848484848486,0.5151515151515151,trap_low,0.3910576434738446,0.5735016449562086,13,125,462,,,
A,route_acceleration,raw,all_no_trap,4,0.39955357142857145,0.6004464285714286,trap_low,0.27543516862379136,0.5189144685378139,13,122,448,,,
A,gate_entropy,raw,all_no_trap,-8,0.3486725663716814,0.6513274336283186,trap_low,0.2608647627585324,0.44188337187486354,16,130,565,0.005997001499250375,0.35932033983008493,0.2500259875259875
A,gate_entropy,raw,all_no_trap,-7,0.4371584699453552,0.5628415300546448,trap_low,0.35843900407256574,0.5080674381631973,15,129,549,,,
A,gate_entropy,raw,all_no_trap,-6,0.5086042065009561,0.5086042065009561,trap_high,0.40774466013034294,0.5851614223822408,15,129,523,0.848575712143928,1.0,0.2500259875259875
A,gate_entropy,raw,all_no_trap,-5,0.5570866141732284,0.5570866141732284,trap_high,0.42603443487920023,0.6568010408940946,15,129,508,,,
A,gate_entropy,raw,all_no_trap,-4,0.43373493975903615,0.5662650602409638,trap_low,0.34388416504042374,0.5059080116698911,14,128,498,0.13693153423288357,0.9945027486256871,0.2500259875259875
A,gate_entropy,raw,all_no_trap,-3,0.2773279352226721,0.7226720647773279,trap_low,0.2022888852485871,0.35043532338308453,14,127,494,,,
A,gate_entropy,raw,all_no_trap,-2,0.1864754098360656,0.8135245901639344,trap_low,0.11376502314519896,0.2740924512298557,14,127,488,0.0024987506246876563,0.010494752623688156,0.2500259875259875
A,gate_entropy,raw,all_no_trap,-1,0.2463768115942029,0.7536231884057971,trap_low,0.15123883554673428,0.35382401971202376,13,126,483,,,
A,gate_entropy,raw,all_no_trap,0,0.32432432432432434,0.6756756756756757,trap_low,0.23642473375819612,0.406903291025497,13,126,481,0.005997001499250375,0.2493753123438281,0.2500259875259875
A,gate_entropy,raw,all_no_trap,1,0.45416666666666666,0.5458333333333334,trap_low,0.3318749883026707,0.5649918390277306,13,126,480,,,
A,gate_entropy,raw,all_no_trap,2,0.42038216560509556,0.5796178343949044,trap_low,0.28875509404388716,0.5405455455455456,13,126,471,,,
A,gate_entropy,raw,all_no_trap,3,0.36363636363636365,0.6363636363636364,trap_low,0.25050465838509317,0.4815967795161024,13,125,462,,,
A,gate_entropy,raw,all_no_trap,4,0.39955357142857145,0.6004464285714286,trap_low,0.26039614873044103,0.5415795245982362,13,122,448,,,
A,top12_margin,raw,all_no_trap,-8,0.5504424778761062,0.5504424778761062,trap_high,0.48656275167785235,0.6168522985460105,16,130,565,0.1664167916041979,0.9995002498750625,0.2500259875259875
A,top12_margin,raw,all_no_trap,-7,0.48633879781420764,0.5136612021857924,trap_low,0.40807171491755106,0.5684416562800751,15,129,549,,,
A,top12_margin,raw,all_no_trap,-6,0.49904397705544934,0.5009560229445507,trap_low,0.42036406969099277,0.5690397226625001,15,129,523,0.9875062468765617,1.0,0.2500259875259875
A,top12_margin,raw,all_no_trap,-5,0.4862204724409449,0.5137795275590551,trap_low,0.42317632850241543,0.5445280736042971,15,129,508,,,
A,top12_margin,raw,all_no_trap,-4,0.572289156626506,0.572289156626506,trap_high,0.48158867780186154,0.6434038404397563,14,128,498,0.13143428285857073,0.984007996001999,0.2500259875259875
A,top12_margin,raw,all_no_trap,-3,0.6578947368421053,0.6578947368421053,trap_high,0.5623291165068353,0.7371010537247651,14,127,494,,,
A,top12_margin,raw,all_no_trap,-2,0.75,0.75,trap_high,0.6633020645681236,0.8238324390789178,14,127,488,0.004997501249375313,0.05247376311844078,0.2500259875259875
A,top12_margin,raw,all_no_trap,-1,0.7101449275362319,0.7101449275362319,trap_high,0.6185183154200483,0.7985367063492064,13,126,483,,,
A,top12_margin,raw,all_no_trap,0,0.6964656964656964,0.6964656964656964,trap_high,0.6064213102409638,0.7792478122788006,13,126,481,0.005997001499250375,0.16241879060469766,0.2500259875259875
A,top12_margin,raw,all_no_trap,1,0.6583333333333333,0.6583333333333333,trap_high,0.5991994041320027,0.7269087175658017,13,126,480,,,
A,top12_margin,raw,all_no_trap,2,0.5095541401273885,0.5095541401273885,trap_high,0.404535800004248,0.6362303836094156,13,126,471,,,
A,top12_margin,raw,all_no_trap,3,0.5562770562770563,0.5562770562770563,trap_high,0.43735319536855066,0.6676142651431314,13,125,462,,,
A,top12_margin,raw,all_no_trap,4,0.4174107142857143,0.5825892857142857,trap_low,0.28861686788210567,0.5630046244219472,13,122,448,,,
A,state_action_gap,raw,all_no_trap,-8,0.6035398230088496,0.6035398230088496,trap_high,0.44819580250176183,0.7188753535498191,16,130,565,0.19090454772613694,0.7621189405297352,0.2500259875259875
A,state_action_gap,raw,all_no_trap,-7,0.5191256830601093,0.5191256830601093,trap_high,0.4025494233937397,0.6072866753240348,15,129,549,,,
A,state_action_gap,raw,all_no_trap,-6,0.4435946462715105,0.5564053537284894,trap_low,0.3632143641555019,0.5158769538349691,15,129,523,0.22288855572213892,0.9985007496251874,0.2500259875259875
A,state_action_gap,raw,all_no_trap,-5,0.4015748031496063,0.5984251968503937,trap_low,0.33779080854309684,0.46929685558899037,15,129,508,,,
A,state_action_gap,raw,all_no_trap,-4,0.5220883534136547,0.5220883534136547,trap_high,0.41287690648203895,0.6196388418510396,14,128,498,0.6846576711644178,1.0,0.2500259875259875
A,state_action_gap,raw,all_no_trap,-3,0.5688259109311741,0.5688259109311741,trap_high,0.41855475823976823,0.6992487276262366,14,127,494,,,
A,state_action_gap,raw,all_no_trap,-2,0.6311475409836066,0.6311475409836066,trap_high,0.4805746634388285,0.754633824923004,14,127,488,0.12293853073463268,0.5002498750624688,0.2500259875259875
A,state_action_gap,raw,all_no_trap,-1,0.6418219461697723,0.6418219461697723,trap_high,0.4908869179600887,0.7633143220297554,13,126,483,,,
A,state_action_gap,raw,all_no_trap,0,0.6715176715176715,0.6715176715176715,trap_high,0.5190581346619482,0.7916939134808851,13,126,481,0.06746626686656672,0.2673663168415792,0.2500259875259875
A,state_action_gap,raw,all_no_trap,1,0.7375,0.7375,trap_high,0.5686148495387873,0.8686149819361498,13,126,480,,,
A,state_action_gap,raw,all_no_trap,2,0.7707006369426752,0.7707006369426752,trap_high,0.6045682286468562,0.8940934722660951,13,126,471,,,
A,state_action_gap,raw,all_no_trap,3,0.7575757575757576,0.7575757575757576,trap_high,0.6086586215910081,0.8822741065691515,13,125,462,,,
A,state_action_gap,raw,all_no_trap,4,0.6584821428571429,0.6584821428571429,trap_high,0.5285200055378652,0.7588665883787922,13,122,448,,,
A,macro_stickiness,raw,all_no_trap,-8,0.5631672597864769,0.5631672597864769,trap_high,0.4977573620280189,0.6446368662115642,16,129,562,0.09195402298850575,0.9975012493753124,0.2500259875259875
A,macro_stickiness,raw,all_no_trap,-7,0.5245901639344263,0.5245901639344263,trap_high,0.4608356014093719,0.5906503327028305,15,129,549,,,
A,macro_stickiness,raw,all_no_trap,-6,0.5478011472275335,0.5478011472275335,trap_high,0.47251984126984126,0.6193881252690829,15,129,523,0.28535732133933034,0.9995002498750625,0.2500259875259875
A,macro_stickiness,raw,all_no_trap,-5,0.5098425196850394,0.5098425196850394,trap_high,0.4209915602304935,0.5928463674120443,15,129,508,,,
A,macro_stickiness,raw,all_no_trap,-4,0.46184738955823296,0.5381526104417671,trap_low,0.3903940968593848,0.5345365104640581,14,128,498,0.36881559220389803,1.0,0.2500259875259875
A,macro_stickiness,raw,all_no_trap,-3,0.4939271255060729,0.5060728744939271,trap_low,0.42359130313199106,0.5592619170483132,14,127,494,,,
A,macro_stickiness,raw,all_no_trap,-2,0.5584016393442623,0.5584016393442623,trap_high,0.47902589134125634,0.6416074418048469,14,127,488,0.21389305347326337,0.9980009995002499,0.2500259875259875
A,macro_stickiness,raw,all_no_trap,-1,0.4855072463768116,0.5144927536231885,trap_low,0.41136234450493,0.5590006944444444,13,126,483,,,
A,macro_stickiness,raw,all_no_trap,0,0.5748440748440748,0.5748440748440748,trap_high,0.5297811878374539,0.6281308496552982,13,126,481,0.013993003498250875,0.9790104947526237,0.2500259875259875
A,macro_stickiness,raw,all_no_trap,1,0.5354166666666667,0.5354166666666667,trap_high,0.49080370504078863,0.5928121766845775,13,126,480,,,
A,macro_stickiness,raw,all_no_trap,2,0.5360934182590233,0.5360934182590233,trap_high,0.4702475741159662,0.6051063434568589,13,126,471,,,
A,macro_stickiness,raw,all_no_trap,3,0.696969696969697,0.696969696969697,trap_high,0.6364538974264025,0.7614915667058166,13,125,462,,,
A,macro_stickiness,raw,all_no_trap,4,0.7566964285714286,0.7566964285714286,trap_high,0.6735743435283464,0.822400479297031,13,122,448,,,
A,weighted_recurrence,residual_route_mobility,all_no_trap,-8,0.38652482269503546,0.6134751773049645,trap_low,0.3113036852682433,0.4738461650457166,15,129,564,0.03648175912043978,0.5922038980509745,0.2264403292181069
A,weighted_recurrence,residual_route_mobility,all_no_trap,-7,0.3843351548269581,0.6156648451730419,trap_low,0.323307621592117,0.45355212404202405,15,129,549,,,
A,weighted_recurrence,residual_route_mobility,all_no_trap,-6,0.3649425287356322,0.6350574712643677,trap_low,0.31559684765844587,0.42250064034113044,15,128,522,0.004997501249375313,0.38630684657671166,0.2264403292181069
A,weighted_recurrence,residual_route_mobility,all_no_trap,-5,0.500990099009901,0.500990099009901,trap_high,0.42186901086030665,0.5809495378014002,14,127,505,,,
A,weighted_recurrence,residual_route_mobility,all_no_trap,-4,0.46673387096774194,0.533266129032258,trap_low,0.3647839894712749,0.5719363066083447,13,126,496,0.5567216391804098,1.0,0.2264403292181069
A,weighted_recurrence,residual_route_mobility,all_no_trap,-3,0.43711967545638947,0.5628803245436105,trap_low,0.3337692213855223,0.5345947722331765,13,126,493,,,
A,weighted_recurrence,residual_route_mobility,all_no_trap,-2,0.4166666666666667,0.5833333333333333,trap_low,0.3210970431440615,0.5355148883374689,13,125,486,0.2048975512243878,0.9240379810094953,0.2264403292181069
A,weighted_recurrence,residual_route_mobility,all_no_trap,-1,0.38278008298755184,0.6172199170124482,trap_low,0.3159576392633162,0.47780796967932604,13,125,482,,,
A,weighted_recurrence,residual_route_mobility,all_no_trap,0,0.40187891440501045,0.5981210855949896,trap_low,0.29996047430830036,0.5115446954813359,12,124,479,0.12693653173413294,0.782608695652174,0.2264403292181069
A,weighted_recurrence,residual_route_mobility,all_no_trap,1,0.42573221757322177,0.5742677824267782,trap_low,0.33305481066745246,0.5294193646450828,12,124,478,,,
A,weighted_recurrence,residual_route_mobility,all_no_trap,2,0.5202558635394456,0.5202558635394456,trap_high,0.43406027269910136,0.6111569373942468,12,124,469,,,
A,weighted_recurrence,residual_route_mobility,all_no_trap,3,0.5891304347826087,0.5891304347826087,trap_high,0.527657836018612,0.6590468655954181,12,123,460,,,
A,weighted_recurrence,residual_route_mobility,all_no_trap,4,0.6101123595505618,0.6101123595505618,trap_high,0.4863507718696398,0.6870701031866119,11,119,445,,,
A,lag_periodicity,residual_route_mobility,all_no_trap,-8,0.41532976827094475,0.5846702317290553,trap_low,0.3499156010230179,0.5,15,128,561,0.08195902048975512,0.9120439780109945,0.2264403292181069
A,lag_periodicity,residual_route_mobility,all_no_trap,-7,0.4444444444444444,0.5555555555555556,trap_low,0.38448335104153464,0.5079438565549675,15,129,549,,,
A,lag_periodicity,residual_route_mobility,all_no_trap,-6,0.4042145593869732,0.5957854406130267,trap_low,0.3190911305394195,0.48283088446306605,15,128,522,0.0544727636181909,0.8120939530234883,0.2264403292181069
A,lag_periodicity,residual_route_mobility,all_no_trap,-5,0.44356435643564357,0.5564356435643565,trap_low,0.34251906077807925,0.5334611030664737,14,127,505,,,
A,lag_periodicity,residual_route_mobility,all_no_trap,-4,0.5504032258064516,0.5504032258064516,trap_high,0.4703809386303535,0.6409927716677042,13,126,496,0.2928535732133933,0.9995002498750625,0.2264403292181069
A,lag_periodicity,residual_route_mobility,all_no_trap,-3,0.5557809330628803,0.5557809330628803,trap_high,0.4891280511060259,0.6113978032123036,13,126,493,,,
A,lag_periodicity,residual_route_mobility,all_no_trap,-2,0.522633744855967,0.522633744855967,trap_high,0.4362768461669134,0.6160059040590405,13,125,486,0.6176911544227887,1.0,0.2264403292181069
A,lag_periodicity,residual_route_mobility,all_no_trap,-1,0.5435684647302904,0.5435684647302904,trap_high,0.45093442450234267,0.6341967007839718,13,125,482,,,
A,lag_periodicity,residual_route_mobility,all_no_trap,0,0.3924843423799583,0.6075156576200418,trap_low,0.301041267611629,0.5056314292193199,12,124,479,0.09895052473763119,0.6541729135432284,0.2264403292181069
A,lag_periodicity,residual_route_mobility,all_no_trap,1,0.23221757322175732,0.7677824267782427,trap_low,0.1382717550914747,0.36097740427562736,12,124,478,,,
A,lag_periodicity,residual_route_mobility,all_no_trap,2,0.1791044776119403,0.8208955223880597,trap_low,0.095328423198073,0.2943242799255284,12,124,469,,,
A,lag_periodicity,residual_route_mobility,all_no_trap,3,0.1815217391304348,0.8184782608695652,trap_low,0.10432209432443128,0.2859155266757864,12,123,460,,,
A,lag_periodicity,residual_route_mobility,all_no_trap,4,0.2876404494382023,0.7123595505617977,trap_low,0.2357701192650693,0.34624821210997503,11,119,445,,,
A,late_flow_volatility,residual_route_mobility,all_no_trap,-8,0.6533687943262412,0.6533687943262412,trap_high,0.5517795205731695,0.7459429441714306,15,129,564,0.013993003498250875,0.2653673163418291,0.2264403292181069
A,late_flow_volatility,residual_route_mobility,all_no_trap,-7,0.5974499089253188,0.5974499089253188,trap_high,0.5225621060437523,0.6647455369431009,15,129,549,,,
A,late_flow_volatility,residual_route_mobility,all_no_trap,-6,0.5009578544061303,0.5009578544061303,trap_high,0.42332761484330605,0.5882865263181805,15,128,522,0.9890054972513743,1.0,0.2264403292181069
A,late_flow_volatility,residual_route_mobility,all_no_trap,-5,0.6693069306930693,0.6693069306930693,trap_high,0.574907443194532,0.7432251259017286,14,127,505,,,
A,late_flow_volatility,residual_route_mobility,all_no_trap,-4,0.7540322580645161,0.7540322580645161,trap_high,0.659944949502367,0.8265988081324952,13,126,496,0.005997001499250375,0.021989005497251374,0.2264403292181069
A,late_flow_volatility,residual_route_mobility,all_no_trap,-3,0.8012170385395537,0.8012170385395537,trap_high,0.7181095955797269,0.859324044562271,13,126,493,,,
A,late_flow_volatility,residual_route_mobility,all_no_trap,-2,0.8353909465020576,0.8353909465020576,trap_high,0.7814145079881534,0.880916939294802,13,125,486,0.0004997501249375312,0.0004997501249375312,0.2264403292181069
A,late_flow_volatility,residual_route_mobility,all_no_trap,-1,0.7240663900414938,0.7240663900414938,trap_high,0.6583529420961702,0.7773800813808862,13,125,482,,,
A,late_flow_volatility,residual_route_mobility,all_no_trap,0,0.6482254697286013,0.6482254697286013,trap_high,0.582905883657373,0.7068981306050272,12,124,479,0.010494752623688156,0.29035482258870565,0.2264403292181069
A,late_flow_volatility,residual_route_mobility,all_no_trap,1,0.600418410041841,0.600418410041841,trap_high,0.5334693165969316,0.6595325267166808,12,124,478,,,
A,late_flow_volatility,residual_route_mobility,all_no_trap,2,0.579957356076759,0.579957356076759,trap_high,0.47967734475069973,0.6490428664921466,12,124,469,,,
A,late_flow_volatility,residual_route_mobility,all_no_trap,3,0.6695652173913044,0.6695652173913044,trap_high,0.5745068639210983,0.7557049307606148,12,123,460,,,
A,late_flow_volatility,residual_route_mobility,all_no_trap,4,0.6157303370786517,0.6157303370786517,trap_high,0.4964155615769734,0.7129012755290127,11,119,445,,,
A,route_acceleration,residual_route_mobility,all_no_trap,-8,0.6187943262411347,0.6187943262411347,trap_high,0.5027180469803421,0.7193778562574007,15,129,564,0.0769615192403798,0.5402298850574713,0.2264403292181069
A,route_acceleration,residual_route_mobility,all_no_trap,-7,0.5628415300546448,0.5628415300546448,trap_high,0.4764945900693653,0.6337042718814293,15,129,549,,,
A,route_acceleration,residual_route_mobility,all_no_trap,-6,0.524904214559387,0.524904214559387,trap_high,0.45075590890075945,0.6004315697963238,15,128,522,0.5777111444277861,1.0,0.2264403292181069
A,route_acceleration,residual_route_mobility,all_no_trap,-5,0.6871287128712872,0.6871287128712872,trap_high,0.5922982062780269,0.7624794703030392,14,127,505,,,
A,route_acceleration,residual_route_mobility,all_no_trap,-4,0.7782258064516129,0.7782258064516129,trap_high,0.6928791083950328,0.846300323648521,13,126,496,0.001999000499750125,0.00849575212393803,0.2264403292181069
A,route_acceleration,residual_route_mobility,all_no_trap,-3,0.8194726166328601,0.8194726166328601,trap_high,0.7385335722368918,0.8805813213573342,13,126,493,,,
A,route_acceleration,residual_route_mobility,all_no_trap,-2,0.8333333333333334,0.8333333333333334,trap_high,0.7684002917742117,0.8861945401548058,13,125,486,0.0004997501249375312,0.0004997501249375312,0.2264403292181069
A,route_acceleration,residual_route_mobility,all_no_trap,-1,0.7302904564315352,0.7302904564315352,trap_high,0.6508358833272508,0.7946831578209599,13,125,482,,,
A,route_acceleration,residual_route_mobility,all_no_trap,0,0.6346555323590815,0.6346555323590815,trap_high,0.571744123931624,0.6872074675655193,12,124,479,0.013493253373313344,0.3893053473263368,0.2264403292181069
A,route_acceleration,residual_route_mobility,all_no_trap,1,0.5543933054393305,0.5543933054393305,trap_high,0.47974769397721106,0.6247094657919401,12,124,478,,,
A,route_acceleration,residual_route_mobility,all_no_trap,2,0.5437100213219617,0.5437100213219617,trap_high,0.4450396825396825,0.6319489421416234,12,124,469,,,
A,route_acceleration,residual_route_mobility,all_no_trap,3,0.591304347826087,0.591304347826087,trap_high,0.4899925629290618,0.672364256903506,12,123,460,,,
A,route_acceleration,residual_route_mobility,all_no_trap,4,0.503370786516854,0.503370786516854,trap_high,0.39303205171596833,0.5939087335256519,11,119,445,,,
A,gate_entropy,residual_route_mobility,all_no_trap,-8,0.3475177304964539,0.6524822695035462,trap_low,0.2632456140350877,0.44255773777050367,15,129,564,0.010994502748625687,0.2683658170914543,0.2264403292181069
A,gate_entropy,residual_route_mobility,all_no_trap,-7,0.43897996357012753,0.5610200364298725,trap_low,0.3734899598393574,0.5010501664433888,15,129,549,,,
A,gate_entropy,residual_route_mobility,all_no_trap,-6,0.524904214559387,0.524904214559387,trap_high,0.4135803710134332,0.6231397628026992,15,128,522,0.6851574212893553,1.0,0.2264403292181069
A,gate_entropy,residual_route_mobility,all_no_trap,-5,0.4297029702970297,0.5702970297029704,trap_low,0.3557334275865356,0.5021504174120452,14,127,505,,,
A,gate_entropy,residual_route_mobility,all_no_trap,-4,0.33064516129032256,0.6693548387096775,trap_low,0.2757344351291919,0.41140800941466654,13,126,496,0.006496751624187906,0.18190904547726136,0.2264403292181069
A,gate_entropy,residual_route_mobility,all_no_trap,-3,0.2525354969574036,0.7474645030425964,trap_low,0.2098211244647723,0.3031366294524188,13,126,493,,,
A,gate_entropy,residual_route_mobility,all_no_trap,-2,0.20781893004115226,0.7921810699588477,trap_low,0.16412201936612208,0.25934594005640105,13,125,486,0.0014992503748125937,0.004497751124437781,0.2264403292181069
A,gate_entropy,residual_route_mobility,all_no_trap,-1,0.3029045643153527,0.6970954356846473,trap_low,0.22413793103448276,0.3861442394239424,13,125,482,,,
A,gate_entropy,residual_route_mobility,all_no_trap,0,0.39979123173277664,0.6002087682672234,trap_low,0.33620016163793104,0.46314677823591227,12,124,479,0.022988505747126436,0.7576211894052973,0.2264403292181069
A,gate_entropy,residual_route_mobility,all_no_trap,1,0.4665271966527197,0.5334728033472803,trap_low,0.36756473008441515,0.5621237227285278,12,124,478,,,
