task,split,query,cohort,model,variant,episodes,failures,successes,mixed_states,macro_within_state_auc,auc_ci95_low,auc_ci95_high,pair_weighted_within_state_auc,pooled_auc
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,heldout_seed,0,common,state_prior,aligned,512,37,475,12,0.5,0.5,0.5,0.5,0.7065433854907539
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,heldout_seed,0,common,aggregate_current,aligned,512,37,475,12,0.531060606060606,0.3724242424242424,0.6893939393939394,0.5308641975308642,0.7072546230440968
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,heldout_seed,0,common,aggregate_current,shift_1,512,37,475,12,0.6536616161616161,0.4772506313131313,0.8244949494949494,0.6296296296296297,0.7165291607396871
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,heldout_seed,0,common,aggregate_current,shift_2,512,37,475,12,0.34545454545454546,0.16662247474747477,0.5361111111111111,0.38271604938271603,0.6878520625889046
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,heldout_seed,0,common,aggregate_current,shift_3,512,37,475,12,0.4698232323232323,0.3194444444444444,0.6208333333333335,0.4567901234567901,0.707937411095306
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,heldout_seed,0,common,token_current,aligned,512,37,475,12,0.6035353535353535,0.4722222222222221,0.736111111111111,0.691358024691358,0.7268278805120911
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,heldout_seed,0,common,token_current,shift_1,512,37,475,12,0.5851010101010101,0.3666666666666667,0.7980050505050502,0.5679012345679012,0.7041820768136557
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,heldout_seed,0,common,token_current,shift_2,512,37,475,12,0.46565656565656566,0.273989898989899,0.6628787878787878,0.41975308641975306,0.7045803698435278
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,heldout_seed,0,common,token_current,shift_3,512,37,475,12,0.3457070707070707,0.22474116161616156,0.4608585858585858,0.32098765432098764,0.6902418207681366
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,heldout_seed,0,common,aggregate_current,shift_mean,96,37,59,12,0.48964646464646466,0.4351851851851852,0.5422558922558923,0.4897119341563786,
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,heldout_seed,0,common,token_current,shift_mean,96,37,59,12,0.46548821548821556,0.4217171717171717,0.5092592592592594,0.43621399176954734,
