cohort,arm,field,value,n_risk,n_uncaught,uncaught_share,share_of_all_uncaught
development_main,families@0.02,task,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,8,0,0.0,0.0
development_main,families@0.02,task,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,5,0.4166666666666667,0.07042253521126761
development_main,families@0.02,task,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,3,2,0.6666666666666666,0.028169014084507043
development_main,families@0.02,task,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,14,0,0.0,0.0
development_main,families@0.02,task,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,9,7,0.7777777777777778,0.09859154929577464
development_main,families@0.02,task,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,9,0,0.0,0.0
development_main,families@0.02,task,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,25,0,0.0,0.0
development_main,families@0.02,task,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,35,14,0.4,0.19718309859154928
development_main,families@0.02,task,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,11,8,0.7272727272727273,0.11267605633802817
development_main,families@0.02,mean_length_within_suite,libero_goal,102,21,30.0,30.0
development_main,families@0.02,mean_length_within_suite,libero_long,222,12,52.0,52.0
development_main,families@0.02,mean_length_within_suite,libero_object,37,2,28.0,28.0
development_main,families@0.02,mean_length_within_suite,libero_spatial,126,36,22.0,22.0
development_main,families@0.02,mean_length_pooled,all,487,71,29.6056338028169,39.20673076923077
external_8b,families@0.02,suite,libero_goal,106,18,0.16981132075471697,0.20454545454545456
external_8b,families@0.02,suite,libero_long,274,15,0.05474452554744526,0.17045454545454544
external_8b,families@0.02,suite,libero_object,44,6,0.13636363636363635,0.06818181818181818
external_8b,families@0.02,suite,libero_spatial,140,49,0.35,0.5568181818181818
external_8b,families@0.02,physical_mode,approached_target_without_observed_contact,14,0,0.0,0.0
external_8b,families@0.02,physical_mode,goal_predicate_regressed,26,0,0.0,0.0
external_8b,families@0.02,physical_mode,mechanism_threshold_not_reached,1,0,0.0,0.0
external_8b,families@0.02,physical_mode,no_meaningful_target_progress,2,0,0.0,0.0
external_8b,families@0.02,physical_mode,object_moved_but_goal_unmet,89,12,0.1348314606741573,0.13636363636363635
external_8b,families@0.02,physical_mode,object_released_or_dropped_before_goal,241,52,0.2157676348547718,0.5909090909090909
external_8b,families@0.02,physical_mode,object_released_outside_goal,25,2,0.08,0.022727272727272728
external_8b,families@0.02,physical_mode,stable_grasp_not_observed,143,21,0.14685314685314685,0.23863636363636365
external_8b,families@0.02,physical_mode,timeout_while_holding_target,23,1,0.043478260869565216,0.011363636363636364
external_8b,families@0.02,task,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,51,18,0.35294117647058826,0.20454545454545456
external_8b,families@0.02,task,libero_goal/push_the_plate_to_the_front_of_the_stove,1,0,0.0,0.0
external_8b,families@0.02,task,libero_goal/put_the_bowl_on_the_plate,18,0,0.0,0.0
external_8b,families@0.02,task,libero_goal/put_the_bowl_on_the_stove,9,0,0.0,0.0
external_8b,families@0.02,task,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,0.0,0.0
external_8b,families@0.02,task,libero_goal/put_the_cream_cheese_in_the_bowl,9,0,0.0,0.0
external_8b,families@0.02,task,libero_goal/put_the_wine_bottle_on_the_rack,1,0,0.0,0.0
external_8b,families@0.02,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,0.0,0.0
external_8b,families@0.02,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,0.0,0.0
external_8b,families@0.02,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,0,0.0,0.0
external_8b,families@0.02,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,1,1.0,0.011363636363636364
external_8b,families@0.02,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,151,9,0.059602649006622516,0.10227272727272728
external_8b,families@0.02,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,2,0.06666666666666667,0.022727272727272728
external_8b,families@0.02,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,10,1,0.1,0.011363636363636364
external_8b,families@0.02,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,0,0.0,0.0
external_8b,families@0.02,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,20,0,0.0,0.0
external_8b,families@0.02,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,2,0.0425531914893617,0.022727272727272728
external_8b,families@0.02,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,0,0.0,0.0
external_8b,families@0.02,task,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,3,0,0.0,0.0
external_8b,families@0.02,task,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,10,1,0.1,0.011363636363636364
external_8b,families@0.02,task,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,7,0,0.0,0.0
external_8b,families@0.02,task,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,1,1.0,0.011363636363636364
external_8b,families@0.02,task,libero_object/pick_up_the_milk_and_place_it_in_the_basket,7,3,0.42857142857142855,0.03409090909090909
external_8b,families@0.02,task,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,5,0,0.0,0.0
external_8b,families@0.02,task,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,4,1,0.25,0.011363636363636364
external_8b,families@0.02,task,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,7,0,0.0,0.0
external_8b,families@0.02,task,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1,0,0.0,0.0
external_8b,families@0.02,task,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,0.0,0.0
external_8b,families@0.02,task,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,14,10,0.7142857142857143,0.11363636363636363
external_8b,families@0.02,task,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,3,0,0.0,0.0
external_8b,families@0.02,task,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,24,0,0.0,0.0
external_8b,families@0.02,task,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,4,0.5,0.045454545454545456
external_8b,families@0.02,task,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,0,0.0,0.0
external_8b,families@0.02,task,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,2,0.16666666666666666,0.022727272727272728
external_8b,families@0.02,task,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,41,19,0.4634146341463415,0.2159090909090909
external_8b,families@0.02,task,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,21,14,0.6666666666666666,0.1590909090909091
external_8b,families@0.02,mean_length_within_suite,libero_goal,106,18,30.0,30.0
external_8b,families@0.02,mean_length_within_suite,libero_long,274,15,52.0,52.0
external_8b,families@0.02,mean_length_within_suite,libero_object,44,6,28.0,28.0
external_8b,families@0.02,mean_length_within_suite,libero_spatial,140,49,22.0,22.0
external_8b,families@0.02,mean_length_pooled,all,564,88,29.15909090909091,40.28151260504202
development_main,families@0.0543,suite,libero_goal,102,18,0.17647058823529413,0.5454545454545454
development_main,families@0.0543,suite,libero_long,222,1,0.0045045045045045045,0.030303030303030304
development_main,families@0.0543,suite,libero_object,37,2,0.05405405405405406,0.06060606060606061
development_main,families@0.0543,suite,libero_spatial,126,12,0.09523809523809523,0.36363636363636365
development_main,families@0.0543,physical_mode,approached_target_without_observed_contact,14,0,0.0,0.0
development_main,families@0.0543,physical_mode,goal_predicate_regressed,28,0,0.0,0.0
development_main,families@0.0543,physical_mode,mechanism_threshold_not_reached,6,0,0.0,0.0
development_main,families@0.0543,physical_mode,no_meaningful_target_progress,1,0,0.0,0.0
development_main,families@0.0543,physical_mode,object_moved_but_goal_unmet,72,4,0.05555555555555555,0.12121212121212122
development_main,families@0.0543,physical_mode,object_released_or_dropped_before_goal,218,27,0.12385321100917432,0.8181818181818182
development_main,families@0.0543,physical_mode,object_released_outside_goal,18,1,0.05555555555555555,0.030303030303030304
development_main,families@0.0543,physical_mode,stable_grasp_not_observed,116,0,0.0,0.0
development_main,families@0.0543,physical_mode,timeout_while_holding_target,14,1,0.07142857142857142,0.030303030303030304
development_main,families@0.0543,task,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,52,18,0.34615384615384615,0.5454545454545454
development_main,families@0.0543,task,libero_goal/push_the_plate_to_the_front_of_the_stove,2,0,0.0,0.0
development_main,families@0.0543,task,libero_goal/put_the_bowl_on_the_plate,12,0,0.0,0.0
development_main,families@0.0543,task,libero_goal/put_the_bowl_on_the_stove,6,0,0.0,0.0
development_main,families@0.0543,task,libero_goal/put_the_bowl_on_top_of_the_cabinet,15,0,0.0,0.0
development_main,families@0.0543,task,libero_goal/put_the_cream_cheese_in_the_bowl,10,0,0.0,0.0
development_main,families@0.0543,task,libero_goal/put_the_wine_bottle_on_the_rack,3,0,0.0,0.0
development_main,families@0.0543,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,2,0,0.0,0.0
development_main,families@0.0543,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,4,0,0.0,0.0
development_main,families@0.0543,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,6,0,0.0,0.0
development_main,families@0.0543,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,138,1,0.007246376811594203,0.030303030303030304
development_main,families@0.0543,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,6,0,0.0,0.0
development_main,families@0.0543,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,17,0,0.0,0.0
development_main,families@0.0543,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,43,0,0.0,0.0
development_main,families@0.0543,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,8,0,0.0,0.0
development_main,families@0.0543,task,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,3,0,0.0,0.0
development_main,families@0.0543,task,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,11,0,0.0,0.0
development_main,families@0.0543,task,libero_object/pick_up_the_butter_and_place_it_in_the_basket,2,0,0.0,0.0
development_main,families@0.0543,task,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,0,0.0,0.0
development_main,families@0.0543,task,libero_object/pick_up_the_milk_and_place_it_in_the_basket,8,2,0.25,0.06060606060606061
development_main,families@0.0543,task,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,3,0,0.0,0.0
development_main,families@0.0543,task,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,1,0,0.0,0.0
development_main,families@0.0543,task,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,4,0,0.0,0.0
development_main,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,8,0,0.0,0.0
development_main,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,3,0.25,0.09090909090909091
development_main,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,3,1,0.3333333333333333,0.030303030303030304
development_main,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,14,0,0.0,0.0
development_main,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,9,2,0.2222222222222222,0.06060606060606061
development_main,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,9,0,0.0,0.0
development_main,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,25,0,0.0,0.0
development_main,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,35,1,0.02857142857142857,0.030303030303030304
development_main,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,11,5,0.45454545454545453,0.15151515151515152
development_main,families@0.0543,mean_length_within_suite,libero_goal,102,18,30.0,30.0
development_main,families@0.0543,mean_length_within_suite,libero_long,222,1,52.0,52.0
development_main,families@0.0543,mean_length_within_suite,libero_object,37,2,28.0,28.0
development_main,families@0.0543,mean_length_within_suite,libero_spatial,126,12,22.0,22.0
development_main,families@0.0543,mean_length_pooled,all,487,33,27.636363636363637,38.54625550660793
external_8b,families@0.0543,suite,libero_goal,106,17,0.16037735849056603,0.5151515151515151
external_8b,families@0.0543,suite,libero_long,274,2,0.0072992700729927005,0.06060606060606061
external_8b,families@0.0543,suite,libero_object,44,2,0.045454545454545456,0.06060606060606061
external_8b,families@0.0543,suite,libero_spatial,140,12,0.08571428571428572,0.36363636363636365
external_8b,families@0.0543,physical_mode,approached_target_without_observed_contact,14,0,0.0,0.0
external_8b,families@0.0543,physical_mode,goal_predicate_regressed,26,0,0.0,0.0
external_8b,families@0.0543,physical_mode,mechanism_threshold_not_reached,1,0,0.0,0.0
external_8b,families@0.0543,physical_mode,no_meaningful_target_progress,2,0,0.0,0.0
external_8b,families@0.0543,physical_mode,object_moved_but_goal_unmet,89,5,0.056179775280898875,0.15151515151515152
external_8b,families@0.0543,physical_mode,object_released_or_dropped_before_goal,241,27,0.11203319502074689,0.8181818181818182
external_8b,families@0.0543,physical_mode,object_released_outside_goal,25,1,0.04,0.030303030303030304
external_8b,families@0.0543,physical_mode,stable_grasp_not_observed,143,0,0.0,0.0
external_8b,families@0.0543,physical_mode,timeout_while_holding_target,23,0,0.0,0.0
external_8b,families@0.0543,task,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,51,17,0.3333333333333333,0.5151515151515151
external_8b,families@0.0543,task,libero_goal/push_the_plate_to_the_front_of_the_stove,1,0,0.0,0.0
external_8b,families@0.0543,task,libero_goal/put_the_bowl_on_the_plate,18,0,0.0,0.0
external_8b,families@0.0543,task,libero_goal/put_the_bowl_on_the_stove,9,0,0.0,0.0
external_8b,families@0.0543,task,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,0.0,0.0
external_8b,families@0.0543,task,libero_goal/put_the_cream_cheese_in_the_bowl,9,0,0.0,0.0
external_8b,families@0.0543,task,libero_goal/put_the_wine_bottle_on_the_rack,1,0,0.0,0.0
external_8b,families@0.0543,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,0.0,0.0
external_8b,families@0.0543,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,0.0,0.0
external_8b,families@0.0543,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,0,0.0,0.0
external_8b,families@0.0543,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,1,1.0,0.030303030303030304
external_8b,families@0.0543,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,151,1,0.006622516556291391,0.030303030303030304
external_8b,families@0.0543,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,0,0.0,0.0
external_8b,families@0.0543,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,10,0,0.0,0.0
external_8b,families@0.0543,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,0,0.0,0.0
external_8b,families@0.0543,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,20,0,0.0,0.0
external_8b,families@0.0543,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,0,0.0,0.0
external_8b,families@0.0543,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,0,0.0,0.0
external_8b,families@0.0543,task,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,3,0,0.0,0.0
external_8b,families@0.0543,task,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,10,0,0.0,0.0
external_8b,families@0.0543,task,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,7,0,0.0,0.0
external_8b,families@0.0543,task,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,0.0,0.0
external_8b,families@0.0543,task,libero_object/pick_up_the_milk_and_place_it_in_the_basket,7,1,0.14285714285714285,0.030303030303030304
external_8b,families@0.0543,task,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,5,0,0.0,0.0
external_8b,families@0.0543,task,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,4,1,0.25,0.030303030303030304
external_8b,families@0.0543,task,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,7,0,0.0,0.0
external_8b,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1,0,0.0,0.0
external_8b,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,0.0,0.0
external_8b,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,14,4,0.2857142857142857,0.12121212121212122
external_8b,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,3,0,0.0,0.0
external_8b,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,24,0,0.0,0.0
external_8b,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,2,0.25,0.06060606060606061
external_8b,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,0,0.0,0.0
external_8b,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,0.0,0.0
external_8b,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,41,1,0.024390243902439025,0.030303030303030304
external_8b,families@0.0543,task,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,21,5,0.23809523809523808,0.15151515151515152
external_8b,families@0.0543,mean_length_within_suite,libero_goal,106,17,30.0,30.0
external_8b,families@0.0543,mean_length_within_suite,libero_long,274,2,52.0,52.0
external_8b,families@0.0543,mean_length_within_suite,libero_object,44,2,28.0,28.0
external_8b,families@0.0543,mean_length_within_suite,libero_spatial,140,12,22.0,22.0
external_8b,families@0.0543,mean_length_pooled,all,564,33,28.303030303030305,39.18267419962335
development_main,families@0.1,suite,libero_goal,102,12,0.11764705882352941,0.6
development_main,families@0.1,suite,libero_long,222,1,0.0045045045045045045,0.05
development_main,families@0.1,suite,libero_object,37,6,0.16216216216216217,0.3
development_main,families@0.1,suite,libero_spatial,126,1,0.007936507936507936,0.05
development_main,families@0.1,physical_mode,approached_target_without_observed_contact,14,0,0.0,0.0
development_main,families@0.1,physical_mode,goal_predicate_regressed,28,0,0.0,0.0
development_main,families@0.1,physical_mode,mechanism_threshold_not_reached,6,0,0.0,0.0
development_main,families@0.1,physical_mode,no_meaningful_target_progress,1,0,0.0,0.0
development_main,families@0.1,physical_mode,object_moved_but_goal_unmet,72,1,0.013888888888888888,0.05
development_main,families@0.1,physical_mode,object_released_or_dropped_before_goal,218,18,0.08256880733944955,0.9
development_main,families@0.1,physical_mode,object_released_outside_goal,18,1,0.05555555555555555,0.05
development_main,families@0.1,physical_mode,stable_grasp_not_observed,116,0,0.0,0.0
development_main,families@0.1,physical_mode,timeout_while_holding_target,14,0,0.0,0.0
development_main,families@0.1,task,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,52,12,0.23076923076923078,0.6
development_main,families@0.1,task,libero_goal/push_the_plate_to_the_front_of_the_stove,2,0,0.0,0.0
development_main,families@0.1,task,libero_goal/put_the_bowl_on_the_plate,12,0,0.0,0.0
development_main,families@0.1,task,libero_goal/put_the_bowl_on_the_stove,6,0,0.0,0.0
development_main,families@0.1,task,libero_goal/put_the_bowl_on_top_of_the_cabinet,15,0,0.0,0.0
development_main,families@0.1,task,libero_goal/put_the_cream_cheese_in_the_bowl,10,0,0.0,0.0
development_main,families@0.1,task,libero_goal/put_the_wine_bottle_on_the_rack,3,0,0.0,0.0
development_main,families@0.1,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,2,0,0.0,0.0
development_main,families@0.1,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,4,0,0.0,0.0
development_main,families@0.1,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,6,1,0.16666666666666666,0.05
development_main,families@0.1,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,138,0,0.0,0.0
development_main,families@0.1,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,6,0,0.0,0.0
development_main,families@0.1,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,17,0,0.0,0.0
development_main,families@0.1,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,43,0,0.0,0.0
development_main,families@0.1,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,8,0,0.0,0.0
development_main,families@0.1,task,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,3,0,0.0,0.0
development_main,families@0.1,task,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,11,4,0.36363636363636365,0.2
development_main,families@0.1,task,libero_object/pick_up_the_butter_and_place_it_in_the_basket,2,0,0.0,0.0
development_main,families@0.1,task,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,0,0.0,0.0
development_main,families@0.1,task,libero_object/pick_up_the_milk_and_place_it_in_the_basket,8,2,0.25,0.1
development_main,families@0.1,task,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,3,0,0.0,0.0
development_main,families@0.1,task,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,1,0,0.0,0.0
development_main,families@0.1,task,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,4,0,0.0,0.0
development_main,families@0.1,task,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,8,0,0.0,0.0
development_main,families@0.1,task,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,0.0,0.0
development_main,families@0.1,task,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,3,0,0.0,0.0
development_main,families@0.1,task,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,14,0,0.0,0.0
development_main,families@0.1,task,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,9,0,0.0,0.0
development_main,families@0.1,task,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,9,0,0.0,0.0
development_main,families@0.1,task,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,25,0,0.0,0.0
development_main,families@0.1,task,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,35,0,0.0,0.0
development_main,families@0.1,task,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,11,1,0.09090909090909091,0.05
development_main,families@0.1,mean_length_within_suite,libero_goal,102,12,30.0,30.0
development_main,families@0.1,mean_length_within_suite,libero_long,222,1,52.0,52.0
development_main,families@0.1,mean_length_within_suite,libero_object,37,6,28.0,28.0
development_main,families@0.1,mean_length_within_suite,libero_spatial,126,1,22.0,22.0
development_main,families@0.1,mean_length_pooled,all,487,20,30.1,38.13704496788009
external_8b,families@0.1,suite,libero_goal,106,11,0.10377358490566038,0.5789473684210527
external_8b,families@0.1,suite,libero_long,274,1,0.0036496350364963502,0.05263157894736842
external_8b,families@0.1,suite,libero_object,44,5,0.11363636363636363,0.2631578947368421
external_8b,families@0.1,suite,libero_spatial,140,2,0.014285714285714285,0.10526315789473684
external_8b,families@0.1,physical_mode,approached_target_without_observed_contact,14,0,0.0,0.0
external_8b,families@0.1,physical_mode,goal_predicate_regressed,26,0,0.0,0.0
external_8b,families@0.1,physical_mode,mechanism_threshold_not_reached,1,0,0.0,0.0
external_8b,families@0.1,physical_mode,no_meaningful_target_progress,2,0,0.0,0.0
external_8b,families@0.1,physical_mode,object_moved_but_goal_unmet,89,1,0.011235955056179775,0.05263157894736842
external_8b,families@0.1,physical_mode,object_released_or_dropped_before_goal,241,17,0.07053941908713693,0.8947368421052632
external_8b,families@0.1,physical_mode,object_released_outside_goal,25,1,0.04,0.05263157894736842
external_8b,families@0.1,physical_mode,stable_grasp_not_observed,143,0,0.0,0.0
external_8b,families@0.1,physical_mode,timeout_while_holding_target,23,0,0.0,0.0
external_8b,families@0.1,task,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,51,11,0.21568627450980393,0.5789473684210527
external_8b,families@0.1,task,libero_goal/push_the_plate_to_the_front_of_the_stove,1,0,0.0,0.0
external_8b,families@0.1,task,libero_goal/put_the_bowl_on_the_plate,18,0,0.0,0.0
external_8b,families@0.1,task,libero_goal/put_the_bowl_on_the_stove,9,0,0.0,0.0
external_8b,families@0.1,task,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,0.0,0.0
external_8b,families@0.1,task,libero_goal/put_the_cream_cheese_in_the_bowl,9,0,0.0,0.0
external_8b,families@0.1,task,libero_goal/put_the_wine_bottle_on_the_rack,1,0,0.0,0.0
external_8b,families@0.1,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,0.0,0.0
external_8b,families@0.1,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,0.0,0.0
