cohort,suite,family_a,family_b,tp_jaccard,fp_jaccard,tp_a,tp_b,fp_a,fp_b,union_tp,union_fp,and_tp,and_fp,marginal_tp_over_better,marginal_fp_over_better,exchange_rate_tp_per_fp
development_main,pooled,3,9,0.06808510638297872,0.0273972602739726,83,168,99,51,235,146,16,4,67,95,0.7052631578947368
development_main,pooled,4,5,0.4485981308411215,0.14537444933920704,129,181,142,118,214,227,96,33,33,109,0.30275229357798167
development_main,pooled,4,6,0.1927710843373494,0.09170305676855896,129,69,142,108,166,229,32,21,37,87,0.42528735632183906
development_main,pooled,4,7,0.17985611510791366,0.008968609865470852,129,35,142,83,139,223,25,2,10,81,0.12345679012345678
development_main,pooled,4,8,0.030534351145038167,0.0,129,6,142,126,131,268,4,0,2,126,0.015873015873015872
development_main,pooled,4,9,0.20242914979757085,0.07222222222222222,129,168,142,51,247,180,50,13,79,129,0.6124031007751938
development_main,pooled,5,6,0.16279069767441862,0.11330049261083744,181,69,118,108,215,203,35,23,34,85,0.4
development_main,pooled,5,7,0.15508021390374332,0.005,181,35,118,83,187,200,29,1,6,82,0.07317073170731707
development_main,pooled,5,8,0.03314917127071823,0.0,181,6,118,126,181,244,6,0,0,126,0.0
development_main,pooled,5,9,0.22456140350877193,0.08333333333333333,181,168,118,51,285,156,64,13,104,38,2.736842105263158
development_main,pooled,6,7,0.061224489795918366,0.005263157894736842,69,35,108,83,98,190,6,1,29,82,0.35365853658536583
development_main,pooled,6,8,0.013513513513513514,0.008620689655172414,69,6,108,126,74,232,1,2,5,124,0.04032258064516129
development_main,pooled,6,9,0.29508196721311475,0.15217391304347827,69,168,108,51,183,138,54,21,15,87,0.1724137931034483
development_main,pooled,7,8,0.1388888888888889,0.0,35,6,83,126,36,209,5,0,1,126,0.007936507936507936
development_main,pooled,7,9,0.0913978494623656,0.0,35,168,83,51,186,134,17,0,18,83,0.21686746987951808
development_main,pooled,8,9,0.03571428571428571,0.005681818181818182,6,168,126,51,168,176,6,1,0,125,0.0
development_main,libero_goal,1,2,0.0,0.0,7,5,10,5,12,15,0,0,5,5,1.0
development_main,libero_goal,1,3,0.0,0.0,7,0,10,0,7,10,0,0,0,0,inf
development_main,libero_goal,1,4,0.14285714285714285,0.0,7,49,10,12,49,22,7,0,0,10,0.0
development_main,libero_goal,1,5,0.1,0.0,7,70,10,37,70,47,7,0,0,10,0.0
development_main,libero_goal,1,6,0.2,0.0,7,5,10,0,10,10,2,0,3,0,inf
development_main,libero_goal,1,7,0.2,0.0,7,23,10,1,25,11,5,0,2,10,0.2
development_main,libero_goal,1,8,0.0,0.0,7,5,10,50,12,60,0,0,5,50,0.1
development_main,libero_goal,1,9,0.11538461538461539,0.0,7,22,10,0,26,10,3,0,4,10,0.4
development_main,libero_goal,2,3,0.0,0.0,5,0,5,0,5,5,0,0,0,0,inf
development_main,libero_goal,2,4,0.08,0.0,5,49,5,12,50,17,4,0,1,5,0.2
development_main,libero_goal,2,5,0.056338028169014086,0.0,5,70,5,37,71,42,4,0,1,5,0.2
development_main,libero_goal,2,6,0.0,0.0,5,5,5,0,10,5,0,0,5,0,inf
development_main,libero_goal,2,7,0.07692307692307693,0.0,5,23,5,1,26,6,2,0,3,5,0.6
development_main,libero_goal,2,8,0.0,0.0,5,5,5,50,10,55,0,0,5,50,0.1
development_main,libero_goal,2,9,0.22727272727272727,0.0,5,22,5,0,22,5,5,0,0,5,0.0
development_main,libero_goal,3,4,0.0,0.0,0,49,0,12,49,12,0,0,0,0,inf
development_main,libero_goal,3,5,0.0,0.0,0,70,0,37,70,37,0,0,0,0,inf
development_main,libero_goal,3,6,0.0,0.0,0,5,0,0,5,0,0,0,0,0,inf
development_main,libero_goal,3,7,0.0,0.0,0,23,0,1,23,1,0,0,0,0,inf
development_main,libero_goal,3,8,0.0,0.0,0,5,0,50,5,50,0,0,0,0,inf
development_main,libero_goal,3,9,0.0,0.0,0,22,0,0,22,0,0,0,0,0,inf
development_main,libero_goal,4,5,0.5657894736842105,0.08888888888888889,49,70,12,37,76,45,43,4,6,8,0.75
development_main,libero_goal,4,6,0.10204081632653061,0.0,49,5,12,0,49,12,5,0,0,0,inf
development_main,libero_goal,4,7,0.4117647058823529,0.08333333333333333,49,23,12,1,51,12,21,1,2,0,inf
development_main,libero_goal,4,8,0.08,0.0,49,5,12,50,50,62,4,0,1,50,0.02
development_main,libero_goal,4,9,0.39215686274509803,0.0,49,22,12,0,51,12,20,0,2,0,inf
development_main,libero_goal,5,6,0.07142857142857142,0.0,70,5,37,0,70,37,5,0,0,0,inf
development_main,libero_goal,5,7,0.2916666666666667,0.02702702702702703,70,23,37,1,72,37,21,1,2,0,inf
development_main,libero_goal,5,8,0.07142857142857142,0.0,70,5,37,50,70,87,5,0,0,50,0.0
development_main,libero_goal,5,9,0.2777777777777778,0.0,70,22,37,0,72,37,20,0,2,0,inf
development_main,libero_goal,6,7,0.07692307692307693,0.0,5,23,0,1,26,1,2,0,3,0,inf
development_main,libero_goal,6,8,0.0,0.0,5,5,0,50,10,50,0,0,5,50,0.1
development_main,libero_goal,6,9,0.038461538461538464,0.0,5,22,0,0,26,0,1,0,4,0,inf
development_main,libero_goal,7,8,0.16666666666666666,0.0,23,5,1,50,24,51,4,0,1,50,0.02
development_main,libero_goal,7,9,0.3235294117647059,0.0,23,22,1,0,34,1,11,0,11,0,inf
development_main,libero_goal,8,9,0.22727272727272727,0.0,5,22,50,0,22,50,5,0,0,50,0.0
development_main,libero_long,1,2,0.23448275862068965,0.05714285714285714,49,130,60,88,145,140,34,8,15,52,0.28846153846153844
development_main,libero_long,1,3,0.07936507936507936,0.06097560975609756,49,19,60,27,63,82,5,5,14,22,0.6363636363636364
development_main,libero_long,1,4,0.1232876712328767,0.045871559633027525,49,33,60,54,73,109,9,5,24,49,0.4897959183673469
development_main,libero_long,1,5,0.0967741935483871,0.04716981132075472,49,53,60,51,93,106,9,5,40,55,0.7272727272727273
development_main,libero_long,1,6,0.12121212121212122,0.04375,49,62,60,107,99,160,12,7,37,53,0.6981132075471698
development_main,libero_long,1,7,0.05660377358490566,0.0,49,7,60,30,53,90,3,0,4,30,0.13333333333333333
development_main,libero_long,1,8,0.02040816326530612,0.015873015873015872,49,1,60,4,49,63,1,1,0,3,0.0
development_main,libero_long,1,9,0.17088607594936708,0.0594059405940594,49,136,60,47,158,101,27,6,22,54,0.4074074074074074
development_main,libero_long,2,3,0.034722222222222224,0.008771929824561403,130,19,88,27,144,114,5,1,14,26,0.5384615384615384
development_main,libero_long,2,4,0.10135135135135136,0.014285714285714285,130,33,88,54,148,140,15,2,18,52,0.34615384615384615
development_main,libero_long,2,5,0.16560509554140126,0.02962962962962963,130,53,88,51,157,135,26,4,27,47,0.574468085106383
development_main,libero_long,2,6,0.18518518518518517,0.04838709677419355,130,62,88,107,162,186,30,9,32,98,0.32653061224489793
development_main,libero_long,2,7,0.03007518796992481,0.0,130,7,88,30,133,118,4,0,3,30,0.1
development_main,libero_long,2,8,0.007692307692307693,0.0,130,1,88,4,130,92,1,0,0,4,0.0
development_main,libero_long,2,9,0.44565217391304346,0.06299212598425197,130,136,88,47,184,127,82,8,48,80,0.6
development_main,libero_long,3,4,0.3333333333333333,0.14084507042253522,19,33,27,54,39,71,13,10,6,17,0.35294117647058826
development_main,libero_long,3,5,0.16129032258064516,0.0684931506849315,19,53,27,51,62,73,10,5,9,22,0.4090909090909091
development_main,libero_long,3,6,0.2857142857142857,0.11666666666666667,19,62,27,107,63,120,18,14,1,13,0.07692307692307693
development_main,libero_long,3,7,0.08333333333333333,0.0,19,7,27,30,24,57,2,0,5,30,0.16666666666666666
development_main,libero_long,3,8,0.05263157894736842,0.06896551724137931,19,1,27,4,19,29,1,2,0,2,0.0
development_main,libero_long,3,9,0.09929078014184398,0.05714285714285714,19,136,27,47,141,70,14,4,5,23,0.21739130434782608
development_main,libero_long,4,5,0.43333333333333335,0.3125,33,53,54,51,60,80,26,25,7,29,0.2413793103448276
development_main,libero_long,4,6,0.35714285714285715,0.15,33,62,54,107,70,140,25,21,8,33,0.24242424242424243
development_main,libero_long,4,7,0.08108108108108109,0.012048192771084338,33,7,54,30,37,83,3,1,4,29,0.13793103448275862
development_main,libero_long,4,8,0.0,0.0,33,1,54,4,34,58,0,0,1,4,0.25
development_main,libero_long,4,9,0.16551724137931034,0.14772727272727273,33,136,54,47,145,88,24,13,9,41,0.21951219512195122
development_main,libero_long,5,6,0.3372093023255814,0.17037037037037037,53,62,51,107,86,135,29,23,24,28,0.8571428571428571
development_main,libero_long,5,7,0.09090909090909091,0.0,53,7,51,30,55,81,5,0,2,30,0.06666666666666667
development_main,libero_long,5,8,0.018867924528301886,0.0,53,1,51,4,53,55,1,0,0,4,0.0
development_main,libero_long,5,9,0.27702702702702703,0.15294117647058825,53,136,51,47,148,85,41,13,12,38,0.3157894736842105
development_main,libero_long,6,7,0.06153846153846154,0.007352941176470588,62,7,107,30,65,136,4,1,3,29,0.10344827586206896
development_main,libero_long,6,8,0.016129032258064516,0.01834862385321101,62,1,107,4,62,109,1,2,0,2,0.0
development_main,libero_long,6,9,0.36551724137931035,0.15789473684210525,62,136,107,47,145,133,53,21,9,86,0.10465116279069768
development_main,libero_long,7,8,0.14285714285714285,0.0,7,1,30,4,7,34,1,0,0,4,0.0
development_main,libero_long,7,9,0.036231884057971016,0.0,7,136,30,47,138,77,5,0,2,30,0.06666666666666667
development_main,libero_long,8,9,0.007352941176470588,0.0,1,136,4,47,136,51,1,0,0,4,0.0
development_main,libero_object,1,2,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0.0
development_main,libero_object,1,3,0.0,0.0,0,8,0,6,8,6,0,0,0,0,inf
development_main,libero_object,1,4,0.0,0.0,0,27,0,68,27,68,0,0,0,0,inf
development_main,libero_object,1,5,0.0,0.0,0,17,0,14,17,14,0,0,0,0,inf
development_main,libero_object,1,6,0.0,0.0,0,2,0,1,2,1,0,0,0,0,inf
development_main,libero_object,1,7,0.0,0.0,0,1,0,37,1,37,0,0,0,0,inf
development_main,libero_object,1,8,0.0,0.0,0,0,0,72,0,72,0,0,0,72,0.0
development_main,libero_object,1,9,0.0,0.0,0,9,0,4,9,4,0,0,0,0,inf
development_main,libero_object,2,3,0.0,0.0,0,8,1,6,8,7,0,0,0,1,0.0
development_main,libero_object,2,4,0.0,0.0,0,27,1,68,27,69,0,0,0,1,0.0
development_main,libero_object,2,5,0.0,0.0,0,17,1,14,17,15,0,0,0,1,0.0
development_main,libero_object,2,6,0.0,0.0,0,2,1,1,2,2,0,0,0,1,0.0
development_main,libero_object,2,7,0.0,0.0,0,1,1,37,1,38,0,0,0,1,0.0
development_main,libero_object,2,8,0.0,0.0,0,0,1,72,0,73,0,0,0,72,0.0
development_main,libero_object,2,9,0.0,0.0,0,9,1,4,9,5,0,0,0,1,0.0
development_main,libero_object,3,4,0.25,0.05714285714285714,8,27,6,68,28,70,7,4,1,2,0.5
development_main,libero_object,3,5,0.13636363636363635,0.1111111111111111,8,17,6,14,22,18,3,2,5,4,1.25
development_main,libero_object,3,6,0.1111111111111111,0.0,8,2,6,1,9,7,1,0,1,1,1.0
development_main,libero_object,3,7,0.125,0.0,8,1,6,37,8,43,1,0,0,37,0.0
development_main,libero_object,3,8,0.0,0.0,8,0,6,72,8,78,0,0,0,72,0.0
development_main,libero_object,3,9,0.13333333333333333,0.0,8,9,6,4,15,10,2,0,6,6,1.0
development_main,libero_object,4,5,0.3333333333333333,0.05128205128205128,27,17,68,14,33,78,11,4,6,10,0.6
development_main,libero_object,4,6,0.07407407407407407,0.0,27,2,68,1,27,69,2,0,0,1,0.0
development_main,libero_object,4,7,0.0,0.0,27,1,68,37,28,105,0,0,1,37,0.02702702702702703
development_main,libero_object,4,8,0.0,0.0,27,0,68,72,27,140,0,0,0,72,0.0
development_main,libero_object,4,9,0.16129032258064516,0.0,27,9,68,4,31,72,5,0,4,4,1.0
development_main,libero_object,5,6,0.05555555555555555,0.0,17,2,14,1,18,15,1,0,1,1,1.0
development_main,libero_object,5,7,0.0,0.0,17,1,14,37,18,51,0,0,1,37,0.02702702702702703
development_main,libero_object,5,8,0.0,0.0,17,0,14,72,17,86,0,0,0,72,0.0
development_main,libero_object,5,9,0.08333333333333333,0.0,17,9,14,4,24,18,2,0,7,4,1.75
development_main,libero_object,6,7,0.0,0.0,2,1,1,37,3,38,0,0,1,37,0.02702702702702703
development_main,libero_object,6,8,0.0,0.0,2,0,1,72,2,73,0,0,0,72,0.0
development_main,libero_object,6,9,0.0,0.0,2,9,1,4,11,5,0,0,2,1,2.0
development_main,libero_object,7,8,0.0,0.0,1,0,37,72,1,109,0,0,0,72,0.0
development_main,libero_object,7,9,0.1111111111111111,0.0,1,9,37,4,9,41,1,0,0,37,0.0
development_main,libero_object,8,9,0.0,0.013333333333333334,0,9,72,4,9,75,0,1,0,71,0.0
development_main,libero_spatial,1,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,inf
development_main,libero_spatial,1,3,0.0,0.0,0,56,0,66,56,66,0,0,0,0,inf
development_main,libero_spatial,1,4,0.0,0.0,0,20,0,8,20,8,0,0,0,0,inf
development_main,libero_spatial,1,5,0.0,0.0,0,41,0,16,41,16,0,0,0,0,inf
development_main,libero_spatial,1,6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,inf
development_main,libero_spatial,1,7,0.0,0.0,0,4,0,15,4,15,0,0,0,0,inf
development_main,libero_spatial,1,8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,inf
development_main,libero_spatial,1,9,0.0,0.0,0,1,0,0,1,0,0,0,0,0,inf
development_main,libero_spatial,2,3,0.0,0.0,0,56,0,66,56,66,0,0,0,0,inf
development_main,libero_spatial,2,4,0.0,0.0,0,20,0,8,20,8,0,0,0,0,inf
development_main,libero_spatial,2,5,0.0,0.0,0,41,0,16,41,16,0,0,0,0,inf
development_main,libero_spatial,2,6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,inf
development_main,libero_spatial,2,7,0.0,0.0,0,4,0,15,4,15,0,0,0,0,inf
development_main,libero_spatial,2,8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,inf
development_main,libero_spatial,2,9,0.0,0.0,0,1,0,0,1,0,0,0,0,0,inf
development_main,libero_spatial,3,4,0.2459016393442623,0.04225352112676056,56,20,66,8,61,71,15,3,5,5,1.0
development_main,libero_spatial,3,5,0.36619718309859156,0.05128205128205128,56,41,66,16,71,78,26,4,15,12,1.25
development_main,libero_spatial,3,6,0.0,0.0,56,0,66,0,56,66,0,0,0,0,inf
development_main,libero_spatial,3,7,0.01694915254237288,0.0125,56,4,66,15,59,80,1,1,3,14,0.21428571428571427
development_main,libero_spatial,3,8,0.0,0.0,56,0,66,0,56,66,0,0,0,0,inf
development_main,libero_spatial,3,9,0.0,0.0,56,1,66,0,57,66,0,0,1,0,inf
development_main,libero_spatial,4,5,0.35555555555555557,0.0,20,41,8,16,45,24,16,0,4,8,0.5
development_main,libero_spatial,4,6,0.0,0.0,20,0,8,0,20,8,0,0,0,0,inf
development_main,libero_spatial,4,7,0.043478260869565216,0.0,20,4,8,15,23,23,1,0,3,15,0.2
development_main,libero_spatial,4,8,0.0,0.0,20,0,8,0,20,8,0,0,0,0,inf
development_main,libero_spatial,4,9,0.05,0.0,20,1,8,0,20,8,1,0,0,0,inf
development_main,libero_spatial,5,6,0.0,0.0,41,0,16,0,41,16,0,0,0,0,inf
development_main,libero_spatial,5,7,0.07142857142857142,0.0,41,4,16,15,42,31,3,0,1,15,0.06666666666666667
development_main,libero_spatial,5,8,0.0,0.0,41,0,16,0,41,16,0,0,0,0,inf
development_main,libero_spatial,5,9,0.024390243902439025,0.0,41,1,16,0,41,16,1,0,0,0,inf
development_main,libero_spatial,6,7,0.0,0.0,0,4,0,15,4,15,0,0,0,0,inf
development_main,libero_spatial,6,8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,inf
development_main,libero_spatial,6,9,0.0,0.0,0,1,0,0,1,0,0,0,0,0,inf
development_main,libero_spatial,7,8,0.0,0.0,4,0,15,0,4,15,0,0,0,0,inf
development_main,libero_spatial,7,9,0.0,0.0,4,1,15,0,5,15,0,0,1,0,inf
development_main,libero_spatial,8,9,0.0,0.0,0,1,0,0,1,0,0,0,0,0,inf
external_8b,pooled,1,2,0.2074468085106383,0.07853403141361257,74,153,80,126,188,191,39,15,35,65,0.5384615384615384
external_8b,pooled,1,3,0.05172413793103448,0.017167381974248927,74,109,80,157,174,233,9,4,65,76,0.8552631578947368
external_8b,pooled,1,4,0.10087719298245613,0.02880658436213992,74,177,80,170,228,243,23,7,51,73,0.6986301369863014
external_8b,pooled,1,5,0.12121212121212122,0.026415094339622643,74,222,80,192,264,265,32,7,42,73,0.5753424657534246
external_8b,pooled,1,6,0.16783216783216784,0.05042016806722689,74,93,80,170,143,238,24,12,50,68,0.7352941176470589
external_8b,pooled,1,7,0.11764705882352941,0.012121212121212121,74,40,80,87,102,165,12,2,28,85,0.32941176470588235
external_8b,pooled,1,8,0.0,0.006578947368421052,74,6,80,73,80,152,0,1,6,72,0.08333333333333333
external_8b,pooled,1,9,0.14096916299559473,0.04964539007092199,74,185,80,68,227,141,32,7,42,73,0.5753424657534246
external_8b,pooled,2,3,0.019455252918287938,0.0,153,109,126,157,257,283,5,0,104,157,0.6624203821656051
external_8b,pooled,2,4,0.08552631578947369,0.0136986301369863,153,177,126,170,304,292,26,4,127,122,1.040983606557377
external_8b,pooled,2,5,0.13636363636363635,0.022508038585209004,153,222,126,192,330,311,45,7,108,119,0.907563025210084
external_8b,pooled,2,6,0.1388888888888889,0.05338078291814947,153,93,126,170,216,281,30,15,63,155,0.4064516129032258
external_8b,pooled,2,7,0.03763440860215054,0.0,153,40,126,87,186,213,7,0,33,87,0.3793103448275862
external_8b,pooled,2,8,0.0,0.0,153,6,126,73,159,199,0,0,6,73,0.0821917808219178
external_8b,pooled,2,9,0.4083333333333333,0.08379888268156424,153,185,126,68,240,179,98,15,55,111,0.4954954954954955
external_8b,pooled,3,4,0.23809523809523808,0.07213114754098361,109,177,157,170,231,305,55,22,54,135,0.4
external_8b,pooled,3,5,0.20363636363636364,0.06402439024390244,109,222,157,192,275,328,56,21,53,136,0.3897058823529412
external_8b,pooled,3,6,0.22424242424242424,0.09,109,93,157,170,165,300,37,27,56,143,0.3916083916083916
external_8b,pooled,3,7,0.04195804195804196,0.012448132780082987,109,40,157,87,143,241,6,3,34,84,0.40476190476190477
external_8b,pooled,3,8,0.0,0.017699115044247787,109,6,157,73,115,226,0,4,6,69,0.08695652173913043
external_8b,pooled,3,9,0.10112359550561797,0.041666666666666664,109,185,157,68,267,216,27,9,82,148,0.5540540540540541
external_8b,pooled,4,5,0.44565217391304346,0.1639871382636656,177,222,170,192,276,311,123,51,54,119,0.453781512605042
external_8b,pooled,4,6,0.2328767123287671,0.0932475884244373,177,93,170,170,219,311,51,29,42,141,0.2978723404255319
external_8b,pooled,4,7,0.2122905027932961,0.01984126984126984,177,40,170,87,179,252,38,5,2,82,0.024390243902439025
external_8b,pooled,4,8,0.028089887640449437,0.004132231404958678,177,6,170,73,178,242,5,1,1,72,0.013888888888888888
external_8b,pooled,4,9,0.21070234113712374,0.0867579908675799,177,185,170,68,299,219,63,19,114,151,0.7549668874172185
external_8b,pooled,5,6,0.19771863117870722,0.11042944785276074,222,93,192,170,263,326,52,36,41,134,0.30597014925373134
external_8b,pooled,5,7,0.15418502202643172,0.025735294117647058,222,40,192,87,227,272,35,7,5,80,0.0625
external_8b,pooled,5,8,0.02702702702702703,0.0,222,6,192,73,222,265,6,0,0,73,0.0
external_8b,pooled,5,9,0.24846625766871167,0.10638297872340426,222,185,192,68,326,235,81,25,104,43,2.4186046511627906
external_8b,pooled,6,7,0.05555555555555555,0.02390438247011952,93,40,170,87,126,251,7,6,33,81,0.4074074074074074
external_8b,pooled,6,8,0.0,0.016736401673640166,93,6,170,73,99,239,0,4,6,69,0.08695652173913043
external_8b,pooled,6,9,0.3113207547169811,0.16097560975609757,93,185,170,68,212,205,66,33,27,137,0.19708029197080293
external_8b,pooled,7,8,0.12195121951219512,0.0,40,6,87,73,41,160,5,0,1,73,0.0136986301369863
external_8b,pooled,7,9,0.09223300970873786,0.013071895424836602,40,185,87,68,206,153,19,2,21,85,0.24705882352941178
external_8b,pooled,8,9,0.032432432432432434,0.014388489208633094,6,185,73,68,185,139,6,2,0,71,0.0
external_8b,libero_goal,1,2,0.0,0.0,10,5,12,6,15,18,0,0,5,6,0.8333333333333334
external_8b,libero_goal,1,3,0.0,0.0,10,1,12,0,11,12,0,0,1,0,inf
external_8b,libero_goal,1,4,0.18181818181818182,0.022727272727272728,10,55,12,33,55,44,10,1,0,11,0.0
external_8b,libero_goal,1,5,0.1125,0.01694915254237288,10,79,12,48,80,59,9,1,1,11,0.09090909090909091
external_8b,libero_goal,1,6,0.15384615384615385,0.0625,10,5,12,5,13,16,2,1,3,4,0.75
external_8b,libero_goal,1,7,0.2727272727272727,0.07692307692307693,10,32,12,2,33,13,9,1,1,11,0.09090909090909091
external_8b,libero_goal,1,8,0.0,0.0,10,6,12,29,16,41,0,0,6,29,0.20689655172413793
external_8b,libero_goal,1,9,0.0,0.0,10,19,12,0,29,12,0,0,10,12,0.8333333333333334
external_8b,libero_goal,2,3,0.0,0.0,5,1,6,0,6,6,0,0,1,0,inf
external_8b,libero_goal,2,4,0.09090909090909091,0.0,5,55,6,33,55,39,5,0,0,6,0.0
external_8b,libero_goal,2,5,0.06329113924050633,0.018867924528301886,5,79,6,48,79,53,5,1,0,5,0.0
external_8b,libero_goal,2,6,0.1111111111111111,0.0,5,5,6,5,9,11,1,0,4,5,0.8
external_8b,libero_goal,2,7,0.15625,0.0,5,32,6,2,32,8,5,0,0,6,0.0
external_8b,libero_goal,2,8,0.0,0.0,5,6,6,29,11,35,0,0,5,6,0.8333333333333334
external_8b,libero_goal,2,9,0.2,0.0,5,19,6,0,20,6,4,0,1,6,0.16666666666666666
external_8b,libero_goal,3,4,0.01818181818181818,0.0,1,55,0,33,55,33,1,0,0,0,inf
external_8b,libero_goal,3,5,0.0,0.0,1,79,0,48,80,48,0,0,1,0,inf
external_8b,libero_goal,3,6,0.2,0.0,1,5,0,5,5,5,1,0,0,0,inf
external_8b,libero_goal,3,7,0.03125,0.0,1,32,0,2,32,2,1,0,0,0,inf
external_8b,libero_goal,3,8,0.0,0.0,1,6,0,29,7,29,0,0,1,0,inf
external_8b,libero_goal,3,9,0.05263157894736842,0.0,1,19,0,0,19,0,1,0,0,0,inf
external_8b,libero_goal,4,5,0.6144578313253012,0.06578947368421052,55,79,33,48,83,76,51,5,4,28,0.14285714285714285
external_8b,libero_goal,4,6,0.09090909090909091,0.02702702702702703,55,5,33,5,55,37,5,1,0,4,0.0
external_8b,libero_goal,4,7,0.5535714285714286,0.029411764705882353,55,32,33,2,56,34,31,1,1,1,1.0
external_8b,libero_goal,4,8,0.08928571428571429,0.0,55,6,33,29,56,62,5,0,1,29,0.034482758620689655
external_8b,libero_goal,4,9,0.32142857142857145,0.0,55,19,33,0,56,33,18,0,1,0,inf
external_8b,libero_goal,5,6,0.05,0.019230769230769232,79,5,48,5,80,52,4,1,1,4,0.25
external_8b,libero_goal,5,7,0.37037037037037035,0.041666666666666664,79,32,48,2,81,48,30,2,2,0,inf
external_8b,libero_goal,5,8,0.0759493670886076,0.0,79,6,48,29,79,77,6,0,0,29,0.0
external_8b,libero_goal,5,9,0.225,0.0,79,19,48,0,80,48,18,0,1,0,inf
external_8b,libero_goal,6,7,0.12121212121212122,0.16666666666666666,5,32,5,2,33,6,4,1,1,4,0.25
external_8b,libero_goal,6,8,0.0,0.0,5,6,5,29,11,34,0,0,5,5,1.0
external_8b,libero_goal,6,9,0.043478260869565216,0.0,5,19,5,0,23,5,1,0,4,5,0.8
external_8b,libero_goal,7,8,0.15151515151515152,0.0,32,6,2,29,33,31,5,0,1,29,0.034482758620689655
external_8b,libero_goal,7,9,0.3783783783783784,0.0,32,19,2,0,37,2,14,0,5,0,inf
external_8b,libero_goal,8,9,0.3157894736842105,0.0,6,19,29,0,19,29,6,0,0,29,0.0
external_8b,libero_long,1,2,0.2235294117647059,0.08982035928143713,63,145,68,114,170,167,38,15,25,53,0.4716981132075472
external_8b,libero_long,1,3,0.10227272727272728,0.038834951456310676,63,34,68,39,88,103,9,4,25,35,0.7142857142857143
external_8b,libero_long,1,4,0.10909090909090909,0.04878048780487805,63,59,68,61,110,123,12,6,47,55,0.8545454545454545
external_8b,libero_long,1,5,0.16923076923076924,0.04081632653061224,63,89,68,85,130,147,22,6,41,62,0.6612903225806451
external_8b,libero_long,1,6,0.18032786885245902,0.049773755656108594,63,81,68,164,122,221,22,11,41,57,0.7192982456140351
external_8b,libero_long,1,7,0.03125,0.010101010101010102,63,3,68,32,64,99,2,1,1,31,0.03225806451612903
external_8b,libero_long,1,8,0.0,0.013888888888888888,63,0,68,5,63,72,0,1,0,4,0.0
external_8b,libero_long,1,9,0.16230366492146597,0.056910569105691054,63,159,68,62,191,123,31,7,32,61,0.5245901639344263
external_8b,libero_long,2,3,0.022857142857142857,0.0,145,34,114,39,175,153,4,0,30,39,0.7692307692307693
