suite,chunk,n_replicated,top1,top3,top1_any,n_tasks,prior,gated
libero_spatial,4,15,0.1327579721653362,0.1252768838550591,0.1327579721653362,9.0,0.0315,True
libero_spatial,5,3,0.124190245329544,0.1032306599239353,0.124190245329544,9.0,0.0315,True
libero_spatial,6,41,0.19531282651398,0.1701843106114431,0.19531282651398,9.0,0.0315,True
libero_spatial,7,58,0.2834872737911146,0.2689639319597108,0.2834872737911146,9.0,0.0316265060240963,True
libero_spatial,8,37,0.2792085031298575,0.2676553375624921,0.2792085031298575,9.0,0.0343230727322255,True
libero_spatial,9,42,0.2738436715668698,0.2632279875019208,0.2738436715668698,8.0,0.0423244877393349,True
libero_spatial,10,30,0.3376177144311529,0.2955495764098462,0.3376177144311529,8.0,0.0614634146341463,True
libero_spatial,11,27,0.3418475383800953,0.3159078877713075,0.3418475383800953,7.0,0.0843373493975903,True
libero_spatial,12,76,0.4212062256809338,0.3975946232755571,0.4212062256809338,4.0,0.1657894736842105,True
libero_spatial,13,0,0.0,0.0,0.3841998649561107,3.0,0.3987341772151899,True
