parent,replicate,arm,representation,scale,reference_eligible,epsilon,category,first_exit_step,first_exit_confirmed_step,observed_return,outside_fraction,endpoint_success
plus-task03-init047,1,window5,full_path,1.0,True,0.049146461626572754,last_exit_no_observed_return,250,270,False,0.8709677419354839,False
plus-task03-init047,1,native10,full_path,1.25,True,0.061433077033215946,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,1,window5,full_path,1.25,True,0.061433077033215946,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,1,native10,back_last,0.75,False,0.05015869665963424,reference_not_established,,,False,0.9354838709677419,False
plus-task03-init047,1,window5,back_last,0.75,False,0.05015869665963424,reference_not_established,,,False,0.9354838709677419,False
plus-task03-init047,1,native10,back_last,1.0,False,0.06687826221284565,reference_not_established,,,False,0.8387096774193549,False
plus-task03-init047,1,window5,back_last,1.0,False,0.06687826221284565,reference_not_established,,,False,0.8709677419354839,False
plus-task03-init047,1,native10,back_last,1.25,True,0.08359782776605706,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,1,window5,back_last,1.25,True,0.08359782776605706,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,2,native10,back_path,0.75,False,0.03942332386774487,reference_not_established,,,False,0.9032258064516129,False
plus-task03-init047,2,window5,back_path,0.75,False,0.03942332386774487,reference_not_established,,,False,0.9354838709677419,False
plus-task03-init047,2,native10,back_path,1.0,True,0.05256443182365983,last_exit_no_observed_return,280,300,False,0.7741935483870968,False
plus-task03-init047,2,window5,back_path,1.0,True,0.05256443182365983,last_exit_no_observed_return,250,270,False,0.8709677419354839,False
plus-task03-init047,2,native10,back_path,1.25,True,0.06570553977957479,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,2,window5,back_path,1.25,True,0.06570553977957479,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,2,native10,full_path,0.75,False,0.03685984621992956,reference_not_established,,,False,0.967741935483871,False
plus-task03-init047,2,window5,full_path,0.75,False,0.03685984621992956,reference_not_established,,,False,0.967741935483871,False
plus-task03-init047,2,native10,full_path,1.0,True,0.049146461626572754,last_exit_no_observed_return,270,290,False,0.8064516129032258,False
plus-task03-init047,2,window5,full_path,1.0,True,0.049146461626572754,last_exit_no_observed_return,250,270,False,0.8709677419354839,False
plus-task03-init047,2,native10,full_path,1.25,True,0.061433077033215946,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,2,window5,full_path,1.25,True,0.061433077033215946,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,2,native10,back_last,0.75,False,0.05015869665963424,reference_not_established,,,False,0.9032258064516129,False
plus-task03-init047,2,window5,back_last,0.75,False,0.05015869665963424,reference_not_established,,,False,0.9354838709677419,False
plus-task03-init047,2,native10,back_last,1.0,False,0.06687826221284565,reference_not_established,,,False,0.8064516129032258,False
plus-task03-init047,2,window5,back_last,1.0,False,0.06687826221284565,reference_not_established,,,False,0.8709677419354839,False
plus-task03-init047,2,native10,back_last,1.25,True,0.08359782776605706,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,2,window5,back_last,1.25,True,0.08359782776605706,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,3,native10,back_path,0.75,False,0.03942332386774487,reference_not_established,,,False,0.9354838709677419,False
plus-task03-init047,3,window5,back_path,0.75,False,0.03942332386774487,reference_not_established,,,False,0.9354838709677419,False
plus-task03-init047,3,native10,back_path,1.0,True,0.05256443182365983,last_exit_no_observed_return,260,280,False,0.8387096774193549,False
plus-task03-init047,3,window5,back_path,1.0,True,0.05256443182365983,last_exit_no_observed_return,250,270,False,0.8709677419354839,False
plus-task03-init047,3,native10,back_path,1.25,True,0.06570553977957479,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,3,window5,back_path,1.25,True,0.06570553977957479,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,3,native10,full_path,0.75,False,0.03685984621992956,reference_not_established,,,False,0.967741935483871,False
plus-task03-init047,3,window5,full_path,0.75,False,0.03685984621992956,reference_not_established,,,False,0.967741935483871,False
plus-task03-init047,3,native10,full_path,1.0,True,0.049146461626572754,last_exit_no_observed_return,260,280,False,0.8387096774193549,False
plus-task03-init047,3,window5,full_path,1.0,True,0.049146461626572754,last_exit_no_observed_return,250,270,False,0.8709677419354839,False
plus-task03-init047,3,native10,full_path,1.25,True,0.061433077033215946,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,3,window5,full_path,1.25,True,0.061433077033215946,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,3,native10,back_last,0.75,False,0.05015869665963424,reference_not_established,,,False,0.9032258064516129,False
plus-task03-init047,3,window5,back_last,0.75,False,0.05015869665963424,reference_not_established,,,False,0.9354838709677419,False
plus-task03-init047,3,native10,back_last,1.0,False,0.06687826221284565,reference_not_established,,,False,0.8387096774193549,False
plus-task03-init047,3,window5,back_last,1.0,False,0.06687826221284565,reference_not_established,,,False,0.8709677419354839,False
plus-task03-init047,3,native10,back_last,1.25,True,0.08359782776605706,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,3,window5,back_last,1.25,True,0.08359782776605706,no_confirmed_exit,,,False,0.0,False
plus-task03-init026,0,native10,back_path,0.75,False,0.03131822694231963,reference_not_established,,,False,0.9473684210526315,False
plus-task03-init026,0,window5,back_path,0.75,False,0.03131822694231963,reference_not_established,,,False,0.9473684210526315,False
plus-task03-init026,0,native10,back_path,1.0,True,0.04175763592309284,last_exit_no_observed_return,410,430,False,0.5789473684210527,False
plus-task03-init026,0,window5,back_path,1.0,True,0.04175763592309284,last_exit_no_observed_return,410,430,False,0.5789473684210527,False
plus-task03-init026,0,native10,back_path,1.25,True,0.05219704490386605,last_exit_no_observed_return,430,450,False,0.47368421052631576,False
plus-task03-init026,0,window5,back_path,1.25,True,0.05219704490386605,last_exit_no_observed_return,440,460,False,0.42105263157894735,False
plus-task03-init026,0,native10,full_path,0.75,False,0.03206332621996355,reference_not_established,,,False,0.9473684210526315,False
plus-task03-init026,0,window5,full_path,0.75,False,0.03206332621996355,reference_not_established,,,False,0.9473684210526315,False
plus-task03-init026,0,native10,full_path,1.0,True,0.04275110162661806,last_exit_no_observed_return,410,430,False,0.5789473684210527,False
plus-task03-init026,0,window5,full_path,1.0,True,0.04275110162661806,last_exit_no_observed_return,410,430,False,0.5789473684210527,False
plus-task03-init026,0,native10,full_path,1.25,True,0.053438877033272575,no_confirmed_exit,,,False,0.10526315789473684,False
plus-task03-init026,0,window5,full_path,1.25,True,0.053438877033272575,no_confirmed_exit,,,False,0.15789473684210525,False
plus-task03-init026,0,native10,back_last,0.75,True,0.038200776689226945,last_exit_no_observed_return,340,360,False,0.9473684210526315,False
plus-task03-init026,0,window5,back_last,0.75,True,0.038200776689226945,last_exit_no_observed_return,360,380,False,0.8947368421052632,False
plus-task03-init026,0,native10,back_last,1.0,True,0.050934368918969256,last_exit_no_observed_return,390,410,False,0.6842105263157895,False
plus-task03-init026,0,window5,back_last,1.0,True,0.050934368918969256,last_exit_no_observed_return,400,420,False,0.631578947368421,False
plus-task03-init026,0,native10,back_last,1.25,True,0.06366796114871157,last_exit_no_observed_return,410,430,False,0.5789473684210527,False
plus-task03-init026,0,window5,back_last,1.25,True,0.06366796114871157,last_exit_no_observed_return,430,450,False,0.47368421052631576,False
plus-task03-init026,1,native10,back_path,0.75,False,0.03131822694231963,reference_not_established,,,False,0.9473684210526315,False
plus-task03-init026,1,window5,back_path,0.75,False,0.03131822694231963,reference_not_established,,,False,0.9473684210526315,False
plus-task03-init026,1,native10,back_path,1.0,True,0.04175763592309284,last_exit_no_observed_return,420,440,False,0.5263157894736842,False
plus-task03-init026,1,window5,back_path,1.0,True,0.04175763592309284,last_exit_no_observed_return,440,460,False,0.42105263157894735,False
plus-task03-init026,1,native10,back_path,1.25,True,0.05219704490386605,exit_then_return,450,470,True,0.15789473684210525,False
plus-task03-init026,1,window5,back_path,1.25,True,0.05219704490386605,no_confirmed_exit,,,False,0.10526315789473684,False
plus-task03-init026,1,native10,full_path,0.75,False,0.03206332621996355,reference_not_established,,,False,0.9473684210526315,False
plus-task03-init026,1,window5,full_path,0.75,False,0.03206332621996355,reference_not_established,,,False,0.9473684210526315,False
plus-task03-init026,1,native10,full_path,1.0,True,0.04275110162661806,last_exit_no_observed_return,420,440,False,0.5263157894736842,False
plus-task03-init026,1,window5,full_path,1.0,True,0.04275110162661806,last_exit_no_observed_return,440,460,False,0.42105263157894735,False
plus-task03-init026,1,native10,full_path,1.25,True,0.053438877033272575,no_confirmed_exit,,,False,0.0,False
plus-task03-init026,1,window5,full_path,1.25,True,0.053438877033272575,no_confirmed_exit,,,False,0.0,False
