scope,var_a,var_b,rho,n_obs,n_cells
pooled_layer_L5,H_gate,tie_gap_ulp,-0.3200504327973031,89730,0
pooled_layer_L5,H_usage,H_gate,0.7081365537432498,89730,0
pooled_layer_L5,H_usage,H_usage,1.0,89730,0
pooled_layer_L5,H_usage,D_time,-0.3472187899361627,89730,0
pooled_layer_L5,H_usage,hard_churn,0.21384012693117457,89730,0
pooled_layer_L5,H_usage,tie_gap_ulp,-0.24271134962730193,89730,0
pooled_layer_L5,D_time,H_gate,-0.6424662256685801,89730,0
pooled_layer_L5,D_time,H_usage,-0.3472187899361627,89730,0
pooled_layer_L5,D_time,D_time,1.0,89730,0
pooled_layer_L5,D_time,hard_churn,0.35752844703061815,89730,0
pooled_layer_L5,D_time,tie_gap_ulp,0.22372268112411012,89730,0
pooled_layer_L5,hard_churn,H_gate,0.03443353700087178,89730,0
pooled_layer_L5,hard_churn,H_usage,0.21384012693117457,89730,0
pooled_layer_L5,hard_churn,D_time,0.35752844703061815,89730,0
pooled_layer_L5,hard_churn,hard_churn,1.0,89730,0
pooled_layer_L5,hard_churn,tie_gap_ulp,-0.06583643577090362,89730,0
pooled_layer_L5,tie_gap_ulp,H_gate,-0.3200504327973031,89730,0
pooled_layer_L5,tie_gap_ulp,H_usage,-0.24271134962730193,89730,0
pooled_layer_L5,tie_gap_ulp,D_time,0.22372268112411012,89730,0
pooled_layer_L5,tie_gap_ulp,hard_churn,-0.06583643577090362,89730,0
pooled_layer_L5,tie_gap_ulp,tie_gap_ulp,1.0,89730,0
pooled_layer_L12,H_gate,H_gate,1.0,89730,0
pooled_layer_L12,H_gate,H_usage,0.6732647448661025,89730,0
pooled_layer_L12,H_gate,D_time,-0.7581313766333301,89730,0
pooled_layer_L12,H_gate,hard_churn,-0.09657380298475138,89730,0
pooled_layer_L12,H_gate,tie_gap_ulp,-0.34193715144197045,89730,0
pooled_layer_L12,H_usage,H_gate,0.6732647448661025,89730,0
pooled_layer_L12,H_usage,H_usage,1.0,89730,0
pooled_layer_L12,H_usage,D_time,-0.39165770406020894,89730,0
pooled_layer_L12,H_usage,hard_churn,0.16232447173048756,89730,0
pooled_layer_L12,H_usage,tie_gap_ulp,-0.23235198668489973,89730,0
pooled_layer_L12,D_time,H_gate,-0.7581313766333301,89730,0
pooled_layer_L12,D_time,H_usage,-0.39165770406020894,89730,0
pooled_layer_L12,D_time,D_time,1.0,89730,0
pooled_layer_L12,D_time,hard_churn,0.4071179027409142,89730,0
pooled_layer_L12,D_time,tie_gap_ulp,0.262487409873183,89730,0
pooled_layer_L12,hard_churn,H_gate,-0.09657380298475138,89730,0
pooled_layer_L12,hard_churn,H_usage,0.16232447173048756,89730,0
pooled_layer_L12,hard_churn,D_time,0.4071179027409142,89730,0
pooled_layer_L12,hard_churn,hard_churn,1.0,89730,0
pooled_layer_L12,hard_churn,tie_gap_ulp,0.014153168561778251,89730,0
pooled_layer_L12,tie_gap_ulp,H_gate,-0.34193715144197045,89730,0
pooled_layer_L12,tie_gap_ulp,H_usage,-0.23235198668489973,89730,0
pooled_layer_L12,tie_gap_ulp,D_time,0.262487409873183,89730,0
pooled_layer_L12,tie_gap_ulp,hard_churn,0.014153168561778251,89730,0
pooled_layer_L12,tie_gap_ulp,tie_gap_ulp,1.0,89730,0
pooled_layer_L13,H_gate,H_gate,1.0,89730,0
pooled_layer_L13,H_gate,H_usage,0.6329859978095337,89730,0
pooled_layer_L13,H_gate,D_time,-0.7375967959359543,89730,0
pooled_layer_L13,H_gate,hard_churn,-0.11021719058396058,89730,0
pooled_layer_L13,H_gate,tie_gap_ulp,-0.32808398775288977,89730,0
pooled_layer_L13,H_usage,H_gate,0.6329859978095337,89730,0
pooled_layer_L13,H_usage,H_usage,1.0,89730,0
pooled_layer_L13,H_usage,D_time,-0.33233437442338104,89730,0
pooled_layer_L13,H_usage,hard_churn,0.16526798183514924,89730,0
pooled_layer_L13,H_usage,tie_gap_ulp,-0.209629274162024,89730,0
pooled_layer_L13,D_time,H_gate,-0.7375967959359543,89730,0
pooled_layer_L13,D_time,H_usage,-0.33233437442338104,89730,0
pooled_layer_L13,D_time,D_time,1.0,89730,0
pooled_layer_L13,D_time,hard_churn,0.4158725816547003,89730,0
pooled_layer_L13,D_time,tie_gap_ulp,0.2561357628200415,89730,0
pooled_layer_L13,hard_churn,H_gate,-0.11021719058396058,89730,0
pooled_layer_L13,hard_churn,H_usage,0.16526798183514924,89730,0
pooled_layer_L13,hard_churn,D_time,0.4158725816547003,89730,0
pooled_layer_L13,hard_churn,hard_churn,1.0,89730,0
pooled_layer_L13,hard_churn,tie_gap_ulp,0.019499363782468533,89730,0
pooled_layer_L13,tie_gap_ulp,H_gate,-0.32808398775288977,89730,0
pooled_layer_L13,tie_gap_ulp,H_usage,-0.209629274162024,89730,0
pooled_layer_L13,tie_gap_ulp,D_time,0.2561357628200415,89730,0
pooled_layer_L13,tie_gap_ulp,hard_churn,0.019499363782468533,89730,0
pooled_layer_L13,tie_gap_ulp,tie_gap_ulp,1.0,89730,0
pooled_layer_L14,H_gate,H_gate,1.0,89730,0
pooled_layer_L14,H_gate,H_usage,0.6538279319398994,89730,0
pooled_layer_L14,H_gate,D_time,-0.7495949183490949,89730,0
pooled_layer_L14,H_gate,hard_churn,-0.10651217525746906,89730,0
pooled_layer_L14,H_gate,tie_gap_ulp,-0.32110572754979205,89730,0
pooled_layer_L14,H_usage,H_gate,0.6538279319398994,89730,0
pooled_layer_L14,H_usage,H_usage,1.0,89730,0
pooled_layer_L14,H_usage,D_time,-0.3588949313788684,89730,0
pooled_layer_L14,H_usage,hard_churn,0.15991956659715087,89730,0
pooled_layer_L14,H_usage,tie_gap_ulp,-0.20597518796414221,89730,0
pooled_layer_L14,D_time,H_gate,-0.7495949183490949,89730,0
pooled_layer_L14,D_time,H_usage,-0.3588949313788684,89730,0
pooled_layer_L14,D_time,D_time,1.0,89730,0
pooled_layer_L14,D_time,hard_churn,0.40400657310963,89730,0
pooled_layer_L14,D_time,tie_gap_ulp,0.24971983249969604,89730,0
pooled_layer_L14,hard_churn,H_gate,-0.10651217525746906,89730,0
pooled_layer_L14,hard_churn,H_usage,0.15991956659715087,89730,0
pooled_layer_L14,hard_churn,D_time,0.40400657310963,89730,0
pooled_layer_L14,hard_churn,hard_churn,1.0,89730,0
pooled_layer_L14,hard_churn,tie_gap_ulp,0.011913472101368151,89730,0
pooled_layer_L14,tie_gap_ulp,H_gate,-0.32110572754979205,89730,0
pooled_layer_L14,tie_gap_ulp,H_usage,-0.20597518796414221,89730,0
pooled_layer_L14,tie_gap_ulp,D_time,0.24971983249969604,89730,0
pooled_layer_L14,tie_gap_ulp,hard_churn,0.011913472101368151,89730,0
pooled_layer_L14,tie_gap_ulp,tie_gap_ulp,1.0,89730,0
pooled_layer_L15,H_gate,H_gate,1.0,89730,0
pooled_layer_L15,H_gate,H_usage,0.5521768299484009,89730,0
pooled_layer_L15,H_gate,D_time,-0.6242386153609973,89730,0
pooled_layer_L15,H_gate,hard_churn,-0.10053085345478824,89730,0
pooled_layer_L15,H_gate,tie_gap_ulp,-0.2728229971426325,89730,0
pooled_layer_L15,H_usage,H_gate,0.5521768299484009,89730,0
pooled_layer_L15,H_usage,H_usage,1.0,89730,0
pooled_layer_L15,H_usage,D_time,-0.2767385788176638,89730,0
pooled_layer_L15,H_usage,hard_churn,0.09987217915831022,89730,0
pooled_layer_L15,H_usage,tie_gap_ulp,-0.15994293436264184,89730,0
pooled_layer_L15,D_time,H_gate,-0.6242386153609973,89730,0
pooled_layer_L15,D_time,H_usage,-0.2767385788176638,89730,0
pooled_layer_L15,D_time,D_time,1.0,89730,0
pooled_layer_L15,D_time,hard_churn,0.4145789135326776,89730,0
pooled_layer_L15,D_time,tie_gap_ulp,0.2221155002235236,89730,0
pooled_layer_L15,hard_churn,H_gate,-0.10053085345478824,89730,0
pooled_layer_L15,hard_churn,H_usage,0.09987217915831022,89730,0
pooled_layer_L15,hard_churn,D_time,0.4145789135326776,89730,0
pooled_layer_L15,hard_churn,hard_churn,1.0,89730,0
pooled_layer_L15,hard_churn,tie_gap_ulp,0.011565599298878312,89730,0
pooled_layer_L15,tie_gap_ulp,H_gate,-0.2728229971426325,89730,0
pooled_layer_L15,tie_gap_ulp,H_usage,-0.15994293436264184,89730,0
pooled_layer_L15,tie_gap_ulp,D_time,0.2221155002235236,89730,0
pooled_layer_L15,tie_gap_ulp,hard_churn,0.011565599298878312,89730,0
pooled_layer_L15,tie_gap_ulp,tie_gap_ulp,1.0,89730,0
within_task_chunk_median,H_gate,H_gate,1.0,679680,462
within_task_chunk_median,H_gate,H_usage,0.682914565581896,679680,462
within_task_chunk_median,H_gate,D_time,-0.6758952472837351,679680,462
within_task_chunk_median,H_gate,hard_churn,-0.00019957111314387353,679680,462
within_task_chunk_median,H_gate,tie_gap_ulp,-0.28090107779794515,679680,462
within_task_chunk_median,H_usage,H_gate,0.682914565581896,679680,462
within_task_chunk_median,H_usage,H_usage,1.0,679680,462
within_task_chunk_median,H_usage,D_time,-0.33385290327545525,679680,462
within_task_chunk_median,H_usage,hard_churn,0.15135917526102638,679680,462
within_task_chunk_median,H_usage,tie_gap_ulp,-0.18405894080707447,679680,462
within_task_chunk_median,D_time,H_gate,-0.6758952472837351,679680,462
within_task_chunk_median,D_time,H_usage,-0.33385290327545525,679680,462
within_task_chunk_median,D_time,D_time,1.0,679680,462
within_task_chunk_median,D_time,hard_churn,0.3148578186326848,679680,462
within_task_chunk_median,D_time,tie_gap_ulp,0.21587173161713646,679680,462
within_task_chunk_median,hard_churn,H_gate,-0.00019957111314387353,679680,462
within_task_chunk_median,hard_churn,H_usage,0.15135917526102638,679680,462
within_task_chunk_median,hard_churn,D_time,0.3148578186326848,679680,462
within_task_chunk_median,hard_churn,hard_churn,1.0,679680,462
within_task_chunk_median,hard_churn,tie_gap_ulp,-0.0218308697344404,679680,462
within_task_chunk_median,tie_gap_ulp,H_gate,-0.28090107779794515,679680,462
within_task_chunk_median,tie_gap_ulp,H_usage,-0.18405894080707447,679680,462
within_task_chunk_median,tie_gap_ulp,D_time,0.21587173161713646,679680,462
within_task_chunk_median,tie_gap_ulp,hard_churn,-0.0218308697344404,679680,462
within_task_chunk_median,tie_gap_ulp,tie_gap_ulp,1.0,679680,462
within_task_chunk_fisher,H_gate,H_gate,0.999999,679680,462
within_task_chunk_fisher,H_gate,H_usage,0.6836034853704216,679680,462
within_task_chunk_fisher,H_gate,D_time,-0.6604341988986578,679680,462
within_task_chunk_fisher,H_gate,hard_churn,0.006637982581228442,679680,462
within_task_chunk_fisher,H_gate,tie_gap_ulp,-0.27971535607232584,679680,462
within_task_chunk_fisher,H_usage,H_gate,0.6836034853704216,679680,462
within_task_chunk_fisher,H_usage,H_usage,0.999999,679680,462
within_task_chunk_fisher,H_usage,D_time,-0.3389298911016501,679680,462
within_task_chunk_fisher,H_usage,hard_churn,0.15631223142678702,679680,462
within_task_chunk_fisher,H_usage,tie_gap_ulp,-0.1818550097248153,679680,462
within_task_chunk_fisher,D_time,H_gate,-0.6604341988986578,679680,462
within_task_chunk_fisher,D_time,H_usage,-0.3389298911016501,679680,462
within_task_chunk_fisher,D_time,D_time,0.999999,679680,462
within_task_chunk_fisher,D_time,hard_churn,0.32463304887670874,679680,462
within_task_chunk_fisher,D_time,tie_gap_ulp,0.20904897696305416,679680,462
within_task_chunk_fisher,hard_churn,H_gate,0.006637982581228442,679680,462
within_task_chunk_fisher,hard_churn,H_usage,0.15631223142678702,679680,462
within_task_chunk_fisher,hard_churn,D_time,0.32463304887670874,679680,462
within_task_chunk_fisher,hard_churn,hard_churn,0.999999,679680,462
within_task_chunk_fisher,hard_churn,tie_gap_ulp,-0.031213692971267273,679680,462
within_task_chunk_fisher,tie_gap_ulp,H_gate,-0.27971535607232584,679680,462
within_task_chunk_fisher,tie_gap_ulp,H_usage,-0.1818550097248153,679680,462
within_task_chunk_fisher,tie_gap_ulp,D_time,0.20904897696305416,679680,462
within_task_chunk_fisher,tie_gap_ulp,hard_churn,-0.031213692971267273,679680,462
within_task_chunk_fisher,tie_gap_ulp,tie_gap_ulp,0.999999,679680,462
within_task_chunk_layer_median,H_gate,H_gate,1.0,658160,3376
within_task_chunk_layer_median,H_gate,H_usage,0.6030889219165881,658160,3376
within_task_chunk_layer_median,H_gate,D_time,-0.5051541288532214,658160,3376
within_task_chunk_layer_median,H_gate,hard_churn,0.10439308827067471,658160,3376
within_task_chunk_layer_median,H_gate,tie_gap_ulp,-0.22537885976705063,658160,3376
within_task_chunk_layer_median,H_usage,H_gate,0.6030889219165881,658160,3376
within_task_chunk_layer_median,H_usage,H_usage,1.0,658160,3376
within_task_chunk_layer_median,H_usage,D_time,-0.24018450461261537,658160,3376
within_task_chunk_layer_median,H_usage,hard_churn,0.21398660016806656,658160,3376
within_task_chunk_layer_median,H_usage,tie_gap_ulp,-0.14347674257562965,658160,3376
within_task_chunk_layer_median,D_time,H_gate,-0.5051541288532214,658160,3376
within_task_chunk_layer_median,D_time,H_usage,-0.24018450461261537,658160,3376
within_task_chunk_layer_median,D_time,D_time,1.0,658160,3376
within_task_chunk_layer_median,D_time,hard_churn,0.23898557188439656,658160,3376
within_task_chunk_layer_median,D_time,tie_gap_ulp,0.13541610381928829,658160,3376
within_task_chunk_layer_median,hard_churn,H_gate,0.10439308827067471,658160,3376
within_task_chunk_layer_median,hard_churn,H_usage,0.21398660016806656,658160,3376
within_task_chunk_layer_median,hard_churn,D_time,0.23898557188439656,658160,3376
within_task_chunk_layer_median,hard_churn,hard_churn,1.0,658160,3376
within_task_chunk_layer_median,hard_churn,tie_gap_ulp,-0.05910524924996037,658160,3376
within_task_chunk_layer_median,tie_gap_ulp,H_gate,-0.22537885976705063,658160,3376
within_task_chunk_layer_median,tie_gap_ulp,H_usage,-0.14347674257562965,658160,3376
within_task_chunk_layer_median,tie_gap_ulp,D_time,0.13541610381928829,658160,3376
within_task_chunk_layer_median,tie_gap_ulp,hard_churn,-0.05910524924996037,658160,3376
within_task_chunk_layer_median,tie_gap_ulp,tie_gap_ulp,1.0,658160,3376
within_task_chunk_layer_fisher,H_gate,H_gate,0.999999,658160,3376
within_task_chunk_layer_fisher,H_gate,H_usage,0.6026309509670255,658160,3376
within_task_chunk_layer_fisher,H_gate,D_time,-0.5207202690055271,658160,3376
within_task_chunk_layer_fisher,H_gate,hard_churn,0.107728987859913,658160,3376
within_task_chunk_layer_fisher,H_gate,tie_gap_ulp,-0.22598738719039047,658160,3376
within_task_chunk_layer_fisher,H_usage,H_gate,0.6026309509670255,658160,3376
within_task_chunk_layer_fisher,H_usage,H_usage,0.999999,658160,3376
within_task_chunk_layer_fisher,H_usage,D_time,-0.23964785187090135,658160,3376
within_task_chunk_layer_fisher,H_usage,hard_churn,0.21593367243534095,658160,3376
within_task_chunk_layer_fisher,H_usage,tie_gap_ulp,-0.14468035128011636,658160,3376
within_task_chunk_layer_fisher,D_time,H_gate,-0.5207202690055271,658160,3376
within_task_chunk_layer_fisher,D_time,H_usage,-0.23964785187090135,658160,3376
within_task_chunk_layer_fisher,D_time,D_time,0.999999,658160,3376
within_task_chunk_layer_fisher,D_time,hard_churn,0.2424677910531217,658160,3376
within_task_chunk_layer_fisher,D_time,tie_gap_ulp,0.13443667058166445,658160,3376
within_task_chunk_layer_fisher,hard_churn,H_gate,0.107728987859913,658160,3376
within_task_chunk_layer_fisher,hard_churn,H_usage,0.21593367243534095,658160,3376
within_task_chunk_layer_fisher,hard_churn,D_time,0.2424677910531217,658160,3376
within_task_chunk_layer_fisher,hard_churn,hard_churn,0.999999,658160,3376
within_task_chunk_layer_fisher,hard_churn,tie_gap_ulp,-0.061396990769323465,658160,3376
within_task_chunk_layer_fisher,tie_gap_ulp,H_gate,-0.22598738719039047,658160,3376
within_task_chunk_layer_fisher,tie_gap_ulp,H_usage,-0.14468035128011636,658160,3376
within_task_chunk_layer_fisher,tie_gap_ulp,D_time,0.13443667058166445,658160,3376
within_task_chunk_layer_fisher,tie_gap_ulp,hard_churn,-0.061396990769323465,658160,3376
within_task_chunk_layer_fisher,tie_gap_ulp,tie_gap_ulp,0.999999,658160,3376
