level,cohort,suite,task,method,clusters,variant,alpha,failure,episodes,progress_bin,alarms,count
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,False,7792,"[75,100%)",1947,1010
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,True,208,"[0,25%)",206,0
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,True,208,"[25,50%)",206,76
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,True,208,"[50,75%)",206,81
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,True,208,"[75,100%)",206,49
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,False,7792,"[0,25%)",1654,0
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,False,7792,"[25,50%)",1654,25
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,False,7792,"[50,75%)",1654,654
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,False,7792,"[75,100%)",1654,975
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,True,208,"[0,25%)",200,0
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,True,208,"[25,50%)",200,72
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,True,208,"[50,75%)",200,69
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,True,208,"[75,100%)",200,59
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,False,7792,"[0,25%)",1872,0
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,False,7792,"[25,50%)",1872,23
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,False,7792,"[50,75%)",1872,639
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,False,7792,"[75,100%)",1872,1210
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,True,208,"[0,25%)",203,0
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,True,208,"[25,50%)",203,78
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,True,208,"[50,75%)",203,78
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,True,208,"[75,100%)",203,47
suite,all,libero_goal,all,knn20,0,knn20,0.1,False,7792,"[0,25%)",2839,0
suite,all,libero_goal,all,knn20,0,knn20,0.1,False,7792,"[25,50%)",2839,96
suite,all,libero_goal,all,knn20,0,knn20,0.1,False,7792,"[50,75%)",2839,1353
suite,all,libero_goal,all,knn20,0,knn20,0.1,False,7792,"[75,100%)",2839,1390
suite,all,libero_goal,all,knn20,0,knn20,0.1,True,208,"[0,25%)",208,1
suite,all,libero_goal,all,knn20,0,knn20,0.1,True,208,"[25,50%)",208,122
suite,all,libero_goal,all,knn20,0,knn20,0.1,True,208,"[50,75%)",208,84
suite,all,libero_goal,all,knn20,0,knn20,0.1,True,208,"[75,100%)",208,1
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,False,7792,"[0,25%)",1435,0
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,False,7792,"[25,50%)",1435,19
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,False,7792,"[50,75%)",1435,675
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,False,7792,"[75,100%)",1435,741
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,True,208,"[0,25%)",190,1
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,True,208,"[25,50%)",190,59
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,True,208,"[50,75%)",190,39
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,True,208,"[75,100%)",190,91
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,False,7792,"[0,25%)",1544,0
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,False,7792,"[25,50%)",1544,27
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,False,7792,"[50,75%)",1544,881
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,False,7792,"[75,100%)",1544,636
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,True,208,"[0,25%)",191,1
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,True,208,"[25,50%)",191,63
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,True,208,"[50,75%)",191,36
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,True,208,"[75,100%)",191,91
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,False,7792,"[0,25%)",1544,0
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,False,7792,"[25,50%)",1544,27
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,False,7792,"[50,75%)",1544,881
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,False,7792,"[75,100%)",1544,636
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,True,208,"[0,25%)",191,1
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,True,208,"[25,50%)",191,63
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,True,208,"[50,75%)",191,36
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,True,208,"[75,100%)",191,91
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,False,7792,"[0,25%)",1544,0
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,False,7792,"[25,50%)",1544,27
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,False,7792,"[50,75%)",1544,881
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,False,7792,"[75,100%)",1544,636
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,True,208,"[0,25%)",191,1
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,True,208,"[25,50%)",191,63
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,True,208,"[50,75%)",191,36
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,True,208,"[75,100%)",191,91
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,False,7792,"[0,25%)",1881,0
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,False,7792,"[25,50%)",1881,34
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,False,7792,"[50,75%)",1881,1034
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,False,7792,"[75,100%)",1881,813
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,True,208,"[0,25%)",204,1
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,True,208,"[25,50%)",204,78
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,True,208,"[50,75%)",204,64
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,True,208,"[75,100%)",204,61
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,False,7792,"[0,25%)",1878,0
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,False,7792,"[25,50%)",1878,35
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,False,7792,"[50,75%)",1878,1051
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,False,7792,"[75,100%)",1878,792
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,True,208,"[0,25%)",205,1
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,True,208,"[25,50%)",205,78
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,True,208,"[50,75%)",205,68
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,True,208,"[75,100%)",205,58
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,False,7792,"[0,25%)",1877,0
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,False,7792,"[25,50%)",1877,35
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,False,7792,"[50,75%)",1877,1050
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,False,7792,"[75,100%)",1877,792
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,True,208,"[0,25%)",205,1
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,True,208,"[25,50%)",205,78
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,True,208,"[50,75%)",205,68
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,True,208,"[75,100%)",205,58
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,False,7792,"[0,25%)",1307,0
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,False,7792,"[25,50%)",1307,23
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,False,7792,"[50,75%)",1307,384
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,False,7792,"[75,100%)",1307,900
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,True,208,"[0,25%)",202,0
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,True,208,"[25,50%)",202,82
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,True,208,"[50,75%)",202,63
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,True,208,"[75,100%)",202,57
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.1,False,7792,"[0,25%)",1144,0
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.1,False,7792,"[25,50%)",1144,34
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.1,False,7792,"[50,75%)",1144,379
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.1,False,7792,"[75,100%)",1144,731
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.1,True,208,"[0,25%)",203,0
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.1,True,208,"[25,50%)",203,85
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.1,True,208,"[50,75%)",203,80
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.1,True,208,"[75,100%)",203,38
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.1,False,7792,"[0,25%)",1112,0
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.1,False,7792,"[25,50%)",1112,44
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.1,False,7792,"[50,75%)",1112,377
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.1,False,7792,"[75,100%)",1112,691
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.1,True,208,"[0,25%)",203,0
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.1,True,208,"[25,50%)",203,84
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.1,True,208,"[50,75%)",203,82
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.1,True,208,"[75,100%)",203,37
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.1,False,7792,"[0,25%)",1995,0
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.1,False,7792,"[25,50%)",1995,46
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.1,False,7792,"[50,75%)",1995,693
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.1,False,7792,"[75,100%)",1995,1256
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.1,True,208,"[0,25%)",208,1
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.1,True,208,"[25,50%)",208,93
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.1,True,208,"[50,75%)",208,93
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.1,True,208,"[75,100%)",208,21
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.1,False,7792,"[0,25%)",1875,0
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.1,False,7792,"[25,50%)",1875,38
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.1,False,7792,"[50,75%)",1875,642
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.1,False,7792,"[75,100%)",1875,1195
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.1,True,208,"[0,25%)",207,0
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.1,True,208,"[25,50%)",207,94
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.1,True,208,"[50,75%)",207,87
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.1,True,208,"[75,100%)",207,26
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.1,False,7792,"[0,25%)",1809,0
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.1,False,7792,"[25,50%)",1809,43
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.1,False,7792,"[50,75%)",1809,648
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.1,False,7792,"[75,100%)",1809,1118
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.1,True,208,"[0,25%)",207,1
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.1,True,208,"[25,50%)",207,88
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.1,True,208,"[50,75%)",207,82
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.1,True,208,"[75,100%)",207,36
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.1,False,7792,"[0,25%)",2724,0
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.1,False,7792,"[25,50%)",2724,145
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.1,False,7792,"[50,75%)",2724,1228
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.1,False,7792,"[75,100%)",2724,1351
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.1,True,208,"[0,25%)",208,1
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.1,True,208,"[25,50%)",208,134
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.1,True,208,"[50,75%)",208,73
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.1,True,208,"[75,100%)",208,0
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.1,False,7792,"[0,25%)",3059,0
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.1,False,7792,"[25,50%)",3059,198
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.1,False,7792,"[50,75%)",3059,1432
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.1,False,7792,"[75,100%)",3059,1429
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.1,True,208,"[0,25%)",208,1
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.1,True,208,"[25,50%)",208,160
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.1,True,208,"[50,75%)",208,46
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.1,True,208,"[75,100%)",208,1
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.1,False,7792,"[0,25%)",2746,0
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.1,False,7792,"[25,50%)",2746,206
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.1,False,7792,"[50,75%)",2746,1248
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.1,False,7792,"[75,100%)",2746,1292
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.1,True,208,"[0,25%)",208,1
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.1,True,208,"[25,50%)",208,152
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.1,True,208,"[50,75%)",208,54
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.1,True,208,"[75,100%)",208,1
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.1,False,7792,"[0,25%)",2815,0
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.1,False,7792,"[25,50%)",2815,49
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.1,False,7792,"[50,75%)",2815,1292
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.1,False,7792,"[75,100%)",2815,1474
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.1,True,208,"[0,25%)",208,1
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.1,True,208,"[25,50%)",208,116
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.1,True,208,"[50,75%)",208,90
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.1,True,208,"[75,100%)",208,1
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.1,False,7792,"[0,25%)",3039,0
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.1,False,7792,"[25,50%)",3039,59
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.1,False,7792,"[50,75%)",3039,1390
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.1,False,7792,"[75,100%)",3039,1590
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.1,True,208,"[0,25%)",208,1
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.1,True,208,"[25,50%)",208,141
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.1,True,208,"[50,75%)",208,66
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.1,True,208,"[75,100%)",208,0
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.1,False,7792,"[0,25%)",3013,0
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.1,False,7792,"[25,50%)",3013,51
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.1,False,7792,"[50,75%)",3013,1227
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.1,False,7792,"[75,100%)",3013,1735
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.1,True,208,"[0,25%)",208,2
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.1,True,208,"[25,50%)",208,141
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.1,True,208,"[50,75%)",208,64
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.1,True,208,"[75,100%)",208,1
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.1,False,7792,"[0,25%)",2992,0
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.1,False,7792,"[25,50%)",2992,92
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.1,False,7792,"[50,75%)",2992,1423
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.1,False,7792,"[75,100%)",2992,1477
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.1,True,208,"[0,25%)",208,1
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.1,True,208,"[25,50%)",208,133
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.1,True,208,"[50,75%)",208,73
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.1,True,208,"[75,100%)",208,1
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.1,False,7792,"[0,25%)",3012,0
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.1,False,7792,"[25,50%)",3012,84
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.1,False,7792,"[50,75%)",3012,1415
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.1,False,7792,"[75,100%)",3012,1513
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.1,True,208,"[0,25%)",208,2
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.1,True,208,"[25,50%)",208,140
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.1,True,208,"[50,75%)",208,63
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.1,True,208,"[75,100%)",208,3
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.1,False,7792,"[0,25%)",2940,0
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.1,False,7792,"[25,50%)",2940,88
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.1,False,7792,"[50,75%)",2940,1325
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.1,False,7792,"[75,100%)",2940,1527
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.1,True,208,"[0,25%)",208,2
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.1,True,208,"[25,50%)",208,143
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.1,True,208,"[50,75%)",208,61
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.1,True,208,"[75,100%)",208,2
suite,all,libero_long,all,knn20,0,knn20,0.02,False,7459,"[0,25%)",18,0
suite,all,libero_long,all,knn20,0,knn20,0.02,False,7459,"[25,50%)",18,3
suite,all,libero_long,all,knn20,0,knn20,0.02,False,7459,"[50,75%)",18,9
suite,all,libero_long,all,knn20,0,knn20,0.02,False,7459,"[75,100%)",18,6
suite,all,libero_long,all,knn20,0,knn20,0.02,True,541,"[0,25%)",282,7
suite,all,libero_long,all,knn20,0,knn20,0.02,True,541,"[25,50%)",282,24
suite,all,libero_long,all,knn20,0,knn20,0.02,True,541,"[50,75%)",282,200
suite,all,libero_long,all,knn20,0,knn20,0.02,True,541,"[75,100%)",282,51
suite,all,libero_long,all,norm_only,0,norm_only,0.02,False,7459,"[0,25%)",16,0
suite,all,libero_long,all,norm_only,0,norm_only,0.02,False,7459,"[25,50%)",16,4
suite,all,libero_long,all,norm_only,0,norm_only,0.02,False,7459,"[50,75%)",16,4
suite,all,libero_long,all,norm_only,0,norm_only,0.02,False,7459,"[75,100%)",16,8
suite,all,libero_long,all,norm_only,0,norm_only,0.02,True,541,"[0,25%)",263,11
suite,all,libero_long,all,norm_only,0,norm_only,0.02,True,541,"[25,50%)",263,22
suite,all,libero_long,all,norm_only,0,norm_only,0.02,True,541,"[50,75%)",263,191
suite,all,libero_long,all,norm_only,0,norm_only,0.02,True,541,"[75,100%)",263,39
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.02,False,7459,"[0,25%)",17,0
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.02,False,7459,"[25,50%)",17,4
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.02,False,7459,"[50,75%)",17,4
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.02,False,7459,"[75,100%)",17,9
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.02,True,541,"[0,25%)",264,11
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.02,True,541,"[25,50%)",264,22
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.02,True,541,"[50,75%)",264,193
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.02,True,541,"[75,100%)",264,38
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.02,False,7459,"[0,25%)",17,0
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.02,False,7459,"[25,50%)",17,4
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.02,False,7459,"[50,75%)",17,4
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.02,False,7459,"[75,100%)",17,9
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.02,True,541,"[0,25%)",264,11
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.02,True,541,"[25,50%)",264,22
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.02,True,541,"[50,75%)",264,193
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.02,True,541,"[75,100%)",264,38
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.02,False,7459,"[0,25%)",17,0
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.02,False,7459,"[25,50%)",17,4
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.02,False,7459,"[50,75%)",17,4
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.02,False,7459,"[75,100%)",17,9
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.02,True,541,"[0,25%)",264,11
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.02,True,541,"[25,50%)",264,22
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.02,True,541,"[50,75%)",264,193
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.02,True,541,"[75,100%)",264,38
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.02,False,7459,"[0,25%)",20,0
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.02,False,7459,"[25,50%)",20,4
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.02,False,7459,"[50,75%)",20,6
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.02,False,7459,"[75,100%)",20,10
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.02,True,541,"[0,25%)",270,12
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.02,True,541,"[25,50%)",270,24
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.02,True,541,"[50,75%)",270,194
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.02,True,541,"[75,100%)",270,40
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.02,False,7459,"[0,25%)",20,0
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.02,False,7459,"[25,50%)",20,4
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.02,False,7459,"[50,75%)",20,6
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.02,False,7459,"[75,100%)",20,10
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.02,True,541,"[0,25%)",273,12
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.02,True,541,"[25,50%)",273,24
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.02,True,541,"[50,75%)",273,194
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.02,True,541,"[75,100%)",273,43
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.02,False,7459,"[0,25%)",20,0
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.02,False,7459,"[25,50%)",20,4
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.02,False,7459,"[50,75%)",20,6
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.02,False,7459,"[75,100%)",20,10
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.02,True,541,"[0,25%)",273,12
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.02,True,541,"[25,50%)",273,24
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.02,True,541,"[50,75%)",273,194
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.02,True,541,"[75,100%)",273,43
suite,all,libero_long,all,c4_centroid_distance,4,centroid_distance,0.02,False,7459,"[0,25%)",18,0
suite,all,libero_long,all,c4_centroid_distance,4,centroid_distance,0.02,False,7459,"[25,50%)",18,4
suite,all,libero_long,all,c4_centroid_distance,4,centroid_distance,0.02,False,7459,"[50,75%)",18,5
suite,all,libero_long,all,c4_centroid_distance,4,centroid_distance,0.02,False,7459,"[75,100%)",18,9
suite,all,libero_long,all,c4_centroid_distance,4,centroid_distance,0.02,True,541,"[0,25%)",261,8
suite,all,libero_long,all,c4_centroid_distance,4,centroid_distance,0.02,True,541,"[25,50%)",261,23
