level,cohort,suite,task,method,clusters,variant,alpha,failure,episodes,query_bin,count
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.1,False,7459,q40-51,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.1,True,541,no_alarm,50
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.1,True,541,q0-6,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.1,True,541,q7,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.1,True,541,q8-10,50
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.1,True,541,q11-14,71
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.1,True,541,q15-19,19
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.1,True,541,q20-29,89
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.1,True,541,q30-39,189
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.1,True,541,q40-51,73
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,False,7459,no_alarm,6753
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,False,7459,q0-6,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,False,7459,q7,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,False,7459,q8-10,87
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,False,7459,q11-14,296
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,False,7459,q15-19,148
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,False,7459,q20-29,132
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,False,7459,q30-39,42
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,False,7459,q40-51,1
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,True,541,no_alarm,30
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,True,541,q0-6,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,True,541,q7,1
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,True,541,q8-10,60
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,True,541,q11-14,121
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,True,541,q15-19,18
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,True,541,q20-29,104
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,True,541,q30-39,153
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,True,541,q40-51,54
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,False,7459,no_alarm,6853
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,False,7459,q0-6,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,False,7459,q7,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,False,7459,q8-10,25
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,False,7459,q11-14,289
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,False,7459,q15-19,127
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,False,7459,q20-29,121
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,False,7459,q30-39,44
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,False,7459,q40-51,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,True,541,no_alarm,41
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,True,541,q0-6,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,True,541,q7,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,True,541,q8-10,28
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,True,541,q11-14,146
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,True,541,q15-19,16
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,True,541,q20-29,77
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,True,541,q30-39,170
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,True,541,q40-51,63
suite,all,libero_object,all,knn20,0,knn20,0.02,False,7919,no_alarm,7832
suite,all,libero_object,all,knn20,0,knn20,0.02,False,7919,q0-6,0
suite,all,libero_object,all,knn20,0,knn20,0.02,False,7919,q7,0
suite,all,libero_object,all,knn20,0,knn20,0.02,False,7919,q8-10,39
suite,all,libero_object,all,knn20,0,knn20,0.02,False,7919,q11-14,33
suite,all,libero_object,all,knn20,0,knn20,0.02,False,7919,q15-19,14
suite,all,libero_object,all,knn20,0,knn20,0.02,False,7919,q20-29,1
suite,all,libero_object,all,knn20,0,knn20,0.02,False,7919,q30-39,0
suite,all,libero_object,all,knn20,0,knn20,0.02,False,7919,q40-51,0
suite,all,libero_object,all,knn20,0,knn20,0.02,True,81,no_alarm,23
suite,all,libero_object,all,knn20,0,knn20,0.02,True,81,q0-6,0
suite,all,libero_object,all,knn20,0,knn20,0.02,True,81,q7,0
suite,all,libero_object,all,knn20,0,knn20,0.02,True,81,q8-10,0
suite,all,libero_object,all,knn20,0,knn20,0.02,True,81,q11-14,6
suite,all,libero_object,all,knn20,0,knn20,0.02,True,81,q15-19,21
suite,all,libero_object,all,knn20,0,knn20,0.02,True,81,q20-29,31
suite,all,libero_object,all,knn20,0,knn20,0.02,True,81,q30-39,0
suite,all,libero_object,all,knn20,0,knn20,0.02,True,81,q40-51,0
suite,all,libero_object,all,norm_only,0,norm_only,0.02,False,7919,no_alarm,7802
suite,all,libero_object,all,norm_only,0,norm_only,0.02,False,7919,q0-6,0
suite,all,libero_object,all,norm_only,0,norm_only,0.02,False,7919,q7,0
suite,all,libero_object,all,norm_only,0,norm_only,0.02,False,7919,q8-10,60
suite,all,libero_object,all,norm_only,0,norm_only,0.02,False,7919,q11-14,53
suite,all,libero_object,all,norm_only,0,norm_only,0.02,False,7919,q15-19,4
suite,all,libero_object,all,norm_only,0,norm_only,0.02,False,7919,q20-29,0
suite,all,libero_object,all,norm_only,0,norm_only,0.02,False,7919,q30-39,0
suite,all,libero_object,all,norm_only,0,norm_only,0.02,False,7919,q40-51,0
suite,all,libero_object,all,norm_only,0,norm_only,0.02,True,81,no_alarm,26
suite,all,libero_object,all,norm_only,0,norm_only,0.02,True,81,q0-6,0
suite,all,libero_object,all,norm_only,0,norm_only,0.02,True,81,q7,0
suite,all,libero_object,all,norm_only,0,norm_only,0.02,True,81,q8-10,0
suite,all,libero_object,all,norm_only,0,norm_only,0.02,True,81,q11-14,3
suite,all,libero_object,all,norm_only,0,norm_only,0.02,True,81,q15-19,18
suite,all,libero_object,all,norm_only,0,norm_only,0.02,True,81,q20-29,34
suite,all,libero_object,all,norm_only,0,norm_only,0.02,True,81,q30-39,0
suite,all,libero_object,all,norm_only,0,norm_only,0.02,True,81,q40-51,0
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,False,7919,no_alarm,7817
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,False,7919,q0-6,0
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,False,7919,q7,0
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,False,7919,q8-10,60
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,False,7919,q11-14,38
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,False,7919,q15-19,4
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,False,7919,q20-29,0
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,False,7919,q30-39,0
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,False,7919,q40-51,0
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,True,81,no_alarm,27
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,True,81,q0-6,0
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,True,81,q7,0
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,True,81,q8-10,0
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,True,81,q11-14,3
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,True,81,q15-19,19
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,True,81,q20-29,32
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,True,81,q30-39,0
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,True,81,q40-51,0
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,False,7919,no_alarm,7817
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,False,7919,q0-6,0
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,False,7919,q7,0
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,False,7919,q8-10,60
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,False,7919,q11-14,38
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,False,7919,q15-19,4
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,False,7919,q20-29,0
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,False,7919,q30-39,0
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,False,7919,q40-51,0
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,True,81,no_alarm,27
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,True,81,q0-6,0
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,True,81,q7,0
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,True,81,q8-10,0
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,True,81,q11-14,3
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,True,81,q15-19,19
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,True,81,q20-29,32
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,True,81,q30-39,0
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,True,81,q40-51,0
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,False,7919,no_alarm,7817
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,False,7919,q0-6,0
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,False,7919,q7,0
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,False,7919,q8-10,60
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,False,7919,q11-14,38
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,False,7919,q15-19,4
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,False,7919,q20-29,0
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,False,7919,q30-39,0
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,False,7919,q40-51,0
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,True,81,no_alarm,27
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,True,81,q0-6,0
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,True,81,q7,0
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,True,81,q8-10,0
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,True,81,q11-14,3
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,True,81,q15-19,19
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,True,81,q20-29,32
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,True,81,q30-39,0
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,True,81,q40-51,0
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,False,7919,no_alarm,7840
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,False,7919,q0-6,0
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,False,7919,q7,0
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,False,7919,q8-10,56
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,False,7919,q11-14,19
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,False,7919,q15-19,4
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,False,7919,q20-29,0
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,False,7919,q30-39,0
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,False,7919,q40-51,0
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,True,81,no_alarm,24
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,True,81,q0-6,0
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,True,81,q7,0
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,True,81,q8-10,0
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,True,81,q11-14,4
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,True,81,q15-19,18
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,True,81,q20-29,35
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,True,81,q30-39,0
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,True,81,q40-51,0
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,False,7919,no_alarm,7848
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,False,7919,q0-6,0
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,False,7919,q7,0
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,False,7919,q8-10,56
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,False,7919,q11-14,11
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,False,7919,q15-19,4
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,False,7919,q20-29,0
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,False,7919,q30-39,0
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,False,7919,q40-51,0
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,True,81,no_alarm,27
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,True,81,q0-6,0
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,True,81,q7,0
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,True,81,q8-10,0
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,True,81,q11-14,4
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,True,81,q15-19,17
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,True,81,q20-29,33
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,True,81,q30-39,0
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,True,81,q40-51,0
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,False,7919,no_alarm,7848
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,False,7919,q0-6,0
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,False,7919,q7,0
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,False,7919,q8-10,56
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,False,7919,q11-14,11
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,False,7919,q15-19,4
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,False,7919,q20-29,0
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,False,7919,q30-39,0
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,False,7919,q40-51,0
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,True,81,no_alarm,27
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,True,81,q0-6,0
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,True,81,q7,0
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,True,81,q8-10,0
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,True,81,q11-14,4
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,True,81,q15-19,17
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,True,81,q20-29,33
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,True,81,q30-39,0
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,True,81,q40-51,0
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,False,7919,no_alarm,7800
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,False,7919,q0-6,0
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,False,7919,q7,0
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,False,7919,q8-10,54
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,False,7919,q11-14,48
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,False,7919,q15-19,16
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,False,7919,q20-29,1
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,False,7919,q30-39,0
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,False,7919,q40-51,0
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,True,81,no_alarm,25
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,True,81,q0-6,0
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,True,81,q7,0
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,True,81,q8-10,0
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,True,81,q11-14,4
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,True,81,q15-19,18
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,True,81,q20-29,34
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,True,81,q30-39,0
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,True,81,q40-51,0
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,False,7919,no_alarm,7831
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,False,7919,q0-6,0
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,False,7919,q7,0
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,False,7919,q8-10,54
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,False,7919,q11-14,19
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,False,7919,q15-19,14
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,False,7919,q20-29,1
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,False,7919,q30-39,0
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,False,7919,q40-51,0
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,True,81,no_alarm,27
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,True,81,q0-6,0
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,True,81,q7,0
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,True,81,q8-10,0
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,True,81,q11-14,4
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,True,81,q15-19,18
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,True,81,q20-29,32
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,True,81,q30-39,0
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,True,81,q40-51,0
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,False,7919,no_alarm,7821
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,False,7919,q0-6,0
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,False,7919,q7,0
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,False,7919,q8-10,54
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,False,7919,q11-14,24
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,False,7919,q15-19,19
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,False,7919,q20-29,1
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,False,7919,q30-39,0
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,False,7919,q40-51,0
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,True,81,no_alarm,27
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,True,81,q0-6,0
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,True,81,q7,0
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,True,81,q8-10,0
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,True,81,q11-14,4
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,True,81,q15-19,18
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,True,81,q20-29,32
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,True,81,q30-39,0
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,True,81,q40-51,0
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,False,7919,no_alarm,7828
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,False,7919,q0-6,0
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,False,7919,q7,0
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,False,7919,q8-10,50
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,False,7919,q11-14,25
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,False,7919,q15-19,15
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,False,7919,q20-29,1
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,False,7919,q30-39,0
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,False,7919,q40-51,0
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,True,81,no_alarm,26
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,True,81,q0-6,0
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,True,81,q7,0
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,True,81,q8-10,0
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,True,81,q11-14,4
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,True,81,q15-19,18
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,True,81,q20-29,33
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,True,81,q30-39,0
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,True,81,q40-51,0
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,False,7919,no_alarm,7845
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,False,7919,q0-6,0
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,False,7919,q7,0
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,False,7919,q8-10,50
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,False,7919,q11-14,12
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,False,7919,q15-19,10
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,False,7919,q20-29,2
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,False,7919,q30-39,0
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,False,7919,q40-51,0
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,True,81,no_alarm,29
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,True,81,q0-6,0
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,True,81,q7,0
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,True,81,q8-10,0
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,True,81,q11-14,3
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,True,81,q15-19,16
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,True,81,q20-29,33
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,True,81,q30-39,0
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,True,81,q40-51,0
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,False,7919,no_alarm,7837
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,False,7919,q0-6,0
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,False,7919,q7,0
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,False,7919,q8-10,50
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,False,7919,q11-14,20
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,False,7919,q15-19,10
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,False,7919,q20-29,2
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,False,7919,q30-39,0
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,False,7919,q40-51,0
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,True,81,no_alarm,29
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,True,81,q0-6,0
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,True,81,q7,0
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,True,81,q8-10,0
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,True,81,q11-14,3
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,True,81,q15-19,16
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,True,81,q20-29,33
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,True,81,q30-39,0
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,True,81,q40-51,0
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,False,7919,no_alarm,7839
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,False,7919,q0-6,0
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,False,7919,q7,0
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,False,7919,q8-10,45
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,False,7919,q11-14,22
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,False,7919,q15-19,12
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,False,7919,q20-29,1
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,False,7919,q30-39,0
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,False,7919,q40-51,0
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,True,81,no_alarm,23
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,True,81,q0-6,0
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,True,81,q7,0
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,True,81,q8-10,0
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,True,81,q11-14,5
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,True,81,q15-19,19
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,True,81,q20-29,34
