level,cohort,suite,task,method,clusters,variant,alpha,failure,episodes,both,removed_from_knn20,new_vs_knn20,neither,earlier,later,same_query
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.1,True,81,79,0,1,1,22,31,26
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.1,False,7919,310,45,131,7433,133,30,147
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.1,True,81,79,0,2,0,26,28,25
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.1,False,7919,298,57,85,7479,16,39,243
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.1,True,81,79,0,0,2,14,22,43
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.1,False,7919,232,123,72,7492,23,87,122
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.1,True,81,77,2,2,0,21,34,22
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.1,False,7919,235,120,32,7532,14,73,148
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.1,True,81,76,3,0,2,14,39,23
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.1,False,7919,288,67,49,7515,28,49,211
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.1,True,81,79,0,0,2,18,12,49
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.1,False,7919,167,188,28,7536,16,79,72
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.1,True,81,78,1,2,0,15,35,28
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.1,False,7919,230,125,83,7481,44,83,103
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.1,True,81,78,1,2,0,21,20,37
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.1,False,7919,276,79,31,7533,27,55,194
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.1,True,81,79,0,0,2,10,8,61
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.1,False,7919,142,213,34,7530,7,69,66
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.1,True,81,79,0,2,0,10,45,24
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.1,False,7919,202,153,72,7492,23,91,88
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.1,True,81,79,0,1,1,13,35,31
suite,all,libero_spatial,all,knn20,0,knn20,0.02,False,7734,70,0,0,7664,0,0,70
suite,all,libero_spatial,all,knn20,0,knn20,0.02,True,266,266,0,0,0,0,0,266
suite,all,libero_spatial,all,norm_only,0,norm_only,0.02,False,7734,24,46,88,7576,9,7,8
suite,all,libero_spatial,all,norm_only,0,norm_only,0.02,True,266,231,35,0,0,20,109,102
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.02,False,7734,27,43,87,7577,9,9,9
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.02,True,266,235,31,0,0,21,106,108
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.02,False,7734,27,43,87,7577,9,9,9
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.02,True,266,235,31,0,0,21,106,108
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.02,False,7734,27,43,87,7577,9,9,9
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.02,True,266,235,31,0,0,21,106,108
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.02,False,7734,36,34,74,7590,8,6,22
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.02,True,266,262,4,0,0,41,99,122
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.02,False,7734,41,29,77,7587,11,3,27
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.02,True,266,262,4,0,0,27,99,136
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.02,False,7734,39,31,77,7587,11,3,25
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.02,True,266,262,4,0,0,27,104,131
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.02,False,7734,34,36,11,7653,0,5,29
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.02,True,266,266,0,0,0,33,53,180
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.02,False,7734,47,23,15,7649,6,5,36
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.02,True,266,263,3,0,0,38,85,140
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.02,False,7734,45,25,12,7652,6,5,34
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.02,True,266,263,3,0,0,33,96,134
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.02,False,7734,44,26,22,7642,4,2,38
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.02,True,266,265,1,0,0,40,51,174
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.02,False,7734,35,35,17,7647,4,4,27
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.02,True,266,259,7,0,0,42,124,93
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.02,False,7734,35,35,11,7653,2,6,27
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.02,True,266,255,11,0,0,18,144,93
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.02,False,7734,51,19,14,7650,1,3,47
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.02,True,266,265,1,0,0,26,35,204
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.02,False,7734,27,43,73,7591,7,5,15
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.02,True,266,257,9,0,0,45,106,106
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.02,False,7734,24,46,34,7630,4,5,15
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.02,True,266,250,16,0,0,17,130,103
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.02,False,7734,56,14,19,7645,4,3,49
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.02,True,266,266,0,0,0,25,37,204
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.02,False,7734,39,31,83,7581,15,4,20
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.02,True,266,262,4,0,0,107,65,90
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.02,False,7734,39,31,46,7618,10,3,26
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.02,True,266,262,4,0,0,78,73,111
suite,all,libero_spatial,all,c64_centroid_distance,64,centroid_distance,0.02,False,7734,44,26,13,7651,3,3,38
suite,all,libero_spatial,all,c64_centroid_distance,64,centroid_distance,0.02,True,266,265,1,0,0,64,39,162
suite,all,libero_spatial,all,c64_assigned_radius,64,assigned_radius,0.02,False,7734,32,38,68,7596,9,1,22
suite,all,libero_spatial,all,c64_assigned_radius,64,assigned_radius,0.02,True,266,259,7,0,0,88,101,70
suite,all,libero_spatial,all,c64_union_radius,64,union_radius,0.02,False,7734,37,33,33,7631,11,2,24
suite,all,libero_spatial,all,c64_union_radius,64,union_radius,0.02,True,266,261,5,0,0,63,100,98
suite,all,libero_spatial,all,knn20,0,knn20,0.03,False,7734,288,0,0,7446,0,0,288
suite,all,libero_spatial,all,knn20,0,knn20,0.03,True,266,266,0,0,0,0,0,266
suite,all,libero_spatial,all,norm_only,0,norm_only,0.03,False,7734,92,196,160,7286,34,18,40
suite,all,libero_spatial,all,norm_only,0,norm_only,0.03,True,266,239,27,0,0,10,172,57
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.03,False,7734,94,194,162,7284,34,15,45
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.03,True,266,241,25,0,0,10,171,60
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.03,False,7734,94,194,162,7284,34,15,45
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.03,True,266,241,25,0,0,10,171,60
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.03,False,7734,94,194,162,7284,34,15,45
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.03,True,266,241,25,0,0,10,171,60
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.03,False,7734,112,176,118,7328,19,20,73
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.03,True,266,265,1,0,0,23,168,74
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.03,False,7734,109,179,85,7361,22,16,71
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.03,True,266,265,1,0,0,19,170,76
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.03,False,7734,107,181,85,7361,22,16,69
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.03,True,266,265,1,0,0,18,173,74
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.03,False,7734,62,226,10,7436,0,21,41
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.03,True,266,266,0,0,0,20,145,101
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.03,False,7734,75,213,33,7413,4,19,52
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.03,True,266,265,1,0,0,30,144,91
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.03,False,7734,85,203,27,7419,5,26,54
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.03,True,266,266,0,0,0,24,155,87
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.03,False,7734,90,198,16,7430,2,29,59
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.03,True,266,266,0,0,0,13,132,121
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.03,False,7734,77,211,18,7428,5,18,54
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.03,True,266,265,1,0,0,20,175,70
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.03,False,7734,86,202,11,7435,2,27,57
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.03,True,266,265,1,0,0,10,182,73
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.03,False,7734,172,116,32,7414,7,35,130
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.03,True,266,266,0,0,0,22,56,188
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.03,False,7734,129,159,189,7257,37,22,70
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.03,True,266,265,1,0,0,61,95,109
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.03,False,7734,104,184,105,7341,16,23,65
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.03,True,266,266,0,0,0,40,108,118
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.03,False,7734,211,77,78,7368,27,35,149
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.03,True,266,266,0,0,0,44,37,185
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.03,False,7734,111,177,77,7369,20,23,68
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.03,True,266,263,3,0,0,47,121,95
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.03,False,7734,151,137,83,7363,25,26,100
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.03,True,266,264,2,0,0,53,94,117
suite,all,libero_spatial,all,c64_centroid_distance,64,centroid_distance,0.03,False,7734,221,67,44,7402,13,33,175
suite,all,libero_spatial,all,c64_centroid_distance,64,centroid_distance,0.03,True,266,266,0,0,0,23,34,209
suite,all,libero_spatial,all,c64_assigned_radius,64,assigned_radius,0.03,False,7734,131,157,86,7360,26,28,77
suite,all,libero_spatial,all,c64_assigned_radius,64,assigned_radius,0.03,True,266,261,5,0,0,52,130,79
suite,all,libero_spatial,all,c64_union_radius,64,union_radius,0.03,False,7734,121,167,83,7363,25,24,72
suite,all,libero_spatial,all,c64_union_radius,64,union_radius,0.03,True,266,262,4,0,0,49,101,112
suite,all,libero_spatial,all,knn20,0,knn20,0.05,False,7734,527,0,0,7207,0,0,527
suite,all,libero_spatial,all,knn20,0,knn20,0.05,True,266,266,0,0,0,0,0,266
suite,all,libero_spatial,all,norm_only,0,norm_only,0.05,False,7734,168,359,121,7086,44,33,91
suite,all,libero_spatial,all,norm_only,0,norm_only,0.05,True,266,240,26,0,0,1,185,54
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.05,False,7734,173,354,114,7093,41,33,99
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.05,True,266,243,23,0,0,1,186,56
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.05,False,7734,173,354,114,7093,41,33,99
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.05,True,266,243,23,0,0,1,186,56
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.05,False,7734,173,354,114,7093,41,33,99
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.05,True,266,243,23,0,0,1,186,56
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.05,False,7734,195,332,81,7126,19,41,135
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.05,True,266,266,0,0,0,22,176,68
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.05,False,7734,190,337,56,7151,31,30,129
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.05,True,266,266,0,0,0,9,186,71
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.05,False,7734,191,336,64,7143,31,32,128
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.05,True,266,265,1,0,0,8,186,71
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.05,False,7734,117,410,25,7182,1,50,66
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.05,True,266,266,0,0,0,24,144,98
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.05,False,7734,116,411,48,7159,9,46,61
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.05,True,266,266,0,0,0,32,154,80
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.05,False,7734,120,407,35,7172,8,44,68
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.05,True,266,266,0,0,0,27,160,79
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.05,False,7734,174,353,60,7147,10,79,85
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.05,True,266,266,0,0,0,32,125,109
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.05,False,7734,120,407,73,7134,12,46,62
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.05,True,266,265,1,0,0,30,166,69
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.05,False,7734,128,399,65,7142,12,57,59
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.05,True,266,265,1,0,0,20,178,67
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.05,False,7734,233,294,22,7185,2,67,164
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.05,True,266,266,0,0,0,11,92,163
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.05,False,7734,188,339,239,6968,42,38,108
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.05,True,266,266,0,0,0,57,96,113
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.05,False,7734,146,381,111,7096,16,43,87
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.05,True,266,266,0,0,0,25,117,124
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.05,False,7734,320,207,37,7170,17,66,237
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.05,True,266,266,0,0,0,22,61,183
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.05,False,7734,177,350,125,7082,26,46,105
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.05,True,266,264,2,0,0,56,119,89
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.05,False,7734,218,309,112,7095,25,55,138
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.05,True,266,265,1,0,0,47,118,100
suite,all,libero_spatial,all,c64_centroid_distance,64,centroid_distance,0.05,False,7734,277,250,5,7202,3,75,199
suite,all,libero_spatial,all,c64_centroid_distance,64,centroid_distance,0.05,True,266,266,0,0,0,7,79,180
suite,all,libero_spatial,all,c64_assigned_radius,64,assigned_radius,0.05,False,7734,198,329,140,7067,23,42,133
suite,all,libero_spatial,all,c64_assigned_radius,64,assigned_radius,0.05,True,266,263,3,0,0,50,123,90
suite,all,libero_spatial,all,c64_union_radius,64,union_radius,0.05,False,7734,171,356,138,7069,24,41,106
suite,all,libero_spatial,all,c64_union_radius,64,union_radius,0.05,True,266,264,2,0,0,45,106,113
suite,all,libero_spatial,all,knn20,0,knn20,0.1,False,7734,1072,0,0,6662,0,0,1072
suite,all,libero_spatial,all,knn20,0,knn20,0.1,True,266,266,0,0,0,0,0,266
suite,all,libero_spatial,all,norm_only,0,norm_only,0.1,False,7734,374,698,178,6484,142,57,175
suite,all,libero_spatial,all,norm_only,0,norm_only,0.1,True,266,258,8,0,0,9,228,21
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.1,False,7734,401,671,187,6475,155,59,187
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.1,True,266,261,5,0,0,14,221,26
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.1,False,7734,401,671,187,6475,155,59,187
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.1,True,266,261,5,0,0,14,221,26
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.1,False,7734,401,671,187,6475,155,59,187
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.1,True,266,261,5,0,0,14,221,26
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.1,False,7734,394,678,95,6567,57,98,239
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.1,True,266,266,0,0,0,9,201,56
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.1,False,7734,396,676,91,6571,80,99,217
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.1,True,266,266,0,0,0,10,201,55
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.1,False,7734,409,663,126,6536,92,93,224
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.1,True,266,266,0,0,0,14,200,52
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.1,False,7734,333,739,21,6641,14,136,183
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.1,True,266,266,0,0,0,11,160,95
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.1,False,7734,315,757,27,6635,36,96,183
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.1,True,266,266,0,0,0,10,166,90
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.1,False,7734,361,711,44,6618,48,94,219
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.1,True,266,266,0,0,0,10,156,100
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.1,False,7734,692,380,99,6563,49,131,512
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.1,True,266,266,0,0,0,28,84,154
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.1,False,7734,517,555,183,6479,76,110,331
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.1,True,266,266,0,0,0,27,125,114
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.1,False,7734,544,528,162,6500,69,115,360
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.1,True,266,266,0,0,0,22,131,113
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.1,False,7734,624,448,57,6605,40,132,452
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.1,True,266,266,0,0,0,13,86,167
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.1,False,7734,418,654,264,6398,75,85,258
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.1,True,266,266,0,0,0,25,122,119
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.1,False,7734,461,611,296,6366,92,93,276
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.1,True,266,266,0,0,0,32,114,120
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.1,False,7734,694,378,50,6612,31,134,529
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.1,True,266,266,0,0,0,12,79,175
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.1,False,7734,448,624,374,6288,95,95,258
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.1,True,266,266,0,0,0,37,117,112
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.1,False,7734,554,518,324,6338,102,87,365
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.1,True,266,266,0,0,0,44,103,119
suite,all,libero_spatial,all,c64_centroid_distance,64,centroid_distance,0.1,False,7734,863,209,232,6430,89,91,683
suite,all,libero_spatial,all,c64_centroid_distance,64,centroid_distance,0.1,True,266,266,0,0,0,44,35,187
suite,all,libero_spatial,all,c64_assigned_radius,64,assigned_radius,0.1,False,7734,471,601,356,6306,72,102,297
suite,all,libero_spatial,all,c64_assigned_radius,64,assigned_radius,0.1,True,266,266,0,0,0,42,105,119
suite,all,libero_spatial,all,c64_union_radius,64,union_radius,0.1,False,7734,442,630,277,6385,62,100,280
suite,all,libero_spatial,all,c64_union_radius,64,union_radius,0.1,True,266,266,0,0,0,33,118,115
