level,cohort,suite,task,method,clusters,variant,alpha,failure,episodes,both,removed_from_knn20,new_vs_knn20,neither,earlier,later,same_query
suite,all,libero_goal,all,norm_only,0,norm_only,0.02,False,7792,407,736,314,6335,243,101,63
suite,all,libero_goal,all,norm_only,0,norm_only,0.02,True,208,158,9,20,21,73,36,49
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.02,False,7792,491,652,358,6291,268,157,66
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.02,True,208,155,12,19,22,60,40,55
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.02,False,7792,491,652,358,6291,268,157,66
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.02,True,208,155,12,19,22,60,40,55
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.02,False,7792,491,652,358,6291,268,157,66
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.02,True,208,155,12,19,22,60,40,55
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.02,False,7792,535,608,227,6422,158,181,196
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.02,True,208,163,4,13,28,58,18,87
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.02,False,7792,535,608,227,6422,158,181,196
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.02,True,208,162,5,7,34,47,18,97
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.02,False,7792,535,608,227,6422,158,181,196
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.02,True,208,162,5,7,34,47,18,97
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.02,False,7792,248,895,2,6647,1,78,169
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.02,True,208,157,10,1,40,11,44,102
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.02,False,7792,226,917,4,6645,1,56,169
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.02,True,208,130,37,2,39,10,62,58
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.02,False,7792,242,901,2,6647,0,72,170
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.02,True,208,140,27,1,40,11,62,67
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.02,False,7792,695,448,14,6635,3,396,296
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.02,True,208,153,14,0,41,2,55,96
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.02,False,7792,352,791,3,6646,1,255,96
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.02,True,208,136,31,0,41,3,59,74
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.02,False,7792,526,617,2,6647,2,315,209
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.02,True,208,159,8,1,40,17,32,110
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.02,False,7792,788,355,9,6640,6,310,472
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.02,True,208,159,8,1,40,3,32,124
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.02,False,7792,433,710,30,6619,42,182,209
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.02,True,208,145,22,1,40,15,57,73
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.02,False,7792,358,785,5,6644,2,157,199
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.02,True,208,160,7,8,33,28,22,110
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.02,False,7792,911,232,145,6504,134,163,614
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.02,True,208,155,12,3,38,16,42,97
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.02,False,7792,534,609,286,6363,228,158,148
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.02,True,208,126,41,15,26,28,67,31
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.02,False,7792,340,803,187,6462,125,11,204
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.02,True,208,151,16,9,32,23,54,74
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.02,False,7792,762,381,18,6631,1,280,481
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.02,True,208,165,2,2,39,17,16,132
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.02,False,7792,564,579,367,6282,278,158,128
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.02,True,208,141,26,11,30,29,58,54
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.02,False,7792,474,669,187,6462,149,129,196
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.02,True,208,166,1,23,18,80,23,63
suite,all,libero_goal,all,knn20,0,knn20,0.03,False,7792,1758,0,0,6034,0,0,1758
suite,all,libero_goal,all,knn20,0,knn20,0.03,True,208,200,0,0,8,0,0,200
suite,all,libero_goal,all,norm_only,0,norm_only,0.03,False,7792,808,950,7,6027,0,640,168
suite,all,libero_goal,all,norm_only,0,norm_only,0.03,True,208,177,23,3,5,30,84,63
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.03,False,7792,924,834,10,6024,2,523,399
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.03,True,208,178,22,3,5,29,82,67
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.03,False,7792,924,834,10,6024,2,523,399
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.03,True,208,178,22,3,5,29,82,67
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.03,False,7792,924,834,10,6024,2,523,399
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.03,True,208,178,22,3,5,29,82,67
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.03,False,7792,1096,662,30,6004,16,500,580
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.03,True,208,195,5,1,7,14,80,101
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.03,False,7792,1090,668,28,6006,19,452,619
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.03,True,208,195,5,1,7,13,89,93
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.03,False,7792,1090,668,28,6006,19,452,619
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.03,True,208,195,5,1,7,13,90,92
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.03,False,7792,713,1045,3,6031,1,639,73
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.03,True,208,190,10,3,5,16,87,87
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.03,False,7792,645,1113,3,6031,1,555,89
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.03,True,208,162,38,1,7,3,105,54
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.03,False,7792,686,1072,3,6031,1,586,99
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.03,True,208,179,21,1,7,7,121,51
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.03,False,7792,1282,476,9,6025,4,722,556
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.03,True,208,194,6,3,5,11,73,110
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.03,False,7792,1052,706,11,6023,2,684,366
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.03,True,208,193,7,2,6,16,74,103
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.03,False,7792,1179,579,17,6017,2,754,423
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.03,True,208,197,3,1,7,17,55,125
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.03,False,7792,1369,389,11,6023,80,354,935
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.03,True,208,198,2,1,7,13,35,150
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.03,False,7792,1257,501,59,5975,72,408,777
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.03,True,208,192,8,3,5,21,62,109
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.03,False,7792,1020,738,178,5856,41,330,649
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.03,True,208,200,0,5,3,80,33,87
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.03,False,7792,1547,211,81,5953,153,214,1180
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.03,True,208,196,4,0,8,17,30,149
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.03,False,7792,1268,490,135,5899,118,378,772
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.03,True,208,183,17,1,7,22,93,68
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.03,False,7792,851,907,200,5834,21,470,360
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.03,True,208,196,4,2,6,40,57,99
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.03,False,7792,1655,103,104,5930,102,395,1158
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.03,True,208,196,4,0,8,3,50,143
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.03,False,7792,1252,506,170,5864,100,546,606
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.03,True,208,197,3,2,6,31,73,93
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.03,False,7792,1303,455,240,5794,52,728,523
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.03,True,208,198,2,4,4,61,54,83
suite,all,libero_goal,all,knn20,0,knn20,0.05,False,7792,1927,0,0,5865,0,0,1927
suite,all,libero_goal,all,knn20,0,knn20,0.05,True,208,206,0,0,2,0,0,206
suite,all,libero_goal,all,norm_only,0,norm_only,0.05,False,7792,864,1063,7,5858,0,647,217
suite,all,libero_goal,all,norm_only,0,norm_only,0.05,True,208,183,23,0,2,20,111,52
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.05,False,7792,1091,836,15,5850,19,522,550
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.05,True,208,186,20,0,2,19,110,57
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.05,False,7792,1091,836,15,5850,19,522,550
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.05,True,208,186,20,0,2,19,110,57
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.05,False,7792,1091,836,15,5850,19,522,550
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.05,True,208,186,20,0,2,19,110,57
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.05,False,7792,1393,534,54,5811,85,548,760
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.05,True,208,201,5,0,2,18,93,90
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.05,False,7792,1397,530,55,5810,91,510,796
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.05,True,208,201,5,0,2,12,95,94
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.05,False,7792,1398,529,55,5810,91,510,797
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.05,True,208,201,5,0,2,12,93,96
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.05,False,7792,861,1066,7,5858,2,719,140
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.05,True,208,199,7,0,2,8,95,96
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.05,False,7792,752,1175,19,5846,2,585,165
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.05,True,208,194,12,1,1,15,98,81
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.05,False,7792,749,1178,26,5839,2,585,162
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.05,True,208,200,6,1,1,13,91,96
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.05,False,7792,1333,594,9,5856,4,761,568
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.05,True,208,204,2,1,1,12,56,136
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.05,False,7792,1170,757,37,5828,9,791,370
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.05,True,208,202,4,1,1,21,68,113
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.05,False,7792,1291,636,36,5829,11,834,446
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.05,True,208,204,2,1,1,18,63,123
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.05,False,7792,1669,258,27,5838,82,389,1198
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.05,True,208,205,1,1,1,8,59,138
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,False,7792,1321,606,240,5625,116,395,810
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,True,208,206,0,1,1,86,41,79
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,False,7792,1045,882,190,5675,38,368,639
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,True,208,206,0,1,1,69,48,89
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,False,7792,1789,138,280,5585,191,214,1384
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,True,208,202,4,0,2,40,29,133
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,False,7792,1635,292,618,5247,328,387,920
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,True,208,205,1,2,0,113,19,73
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,False,7792,996,931,297,5568,60,324,612
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,True,208,205,1,1,1,97,25,83
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,False,7792,1838,89,109,5756,112,312,1414
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,True,208,205,1,1,1,37,38,130
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,False,7792,1453,474,201,5664,163,509,781
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,True,208,200,6,0,2,30,87,83
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,False,7792,1584,343,288,5577,110,630,844
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,True,208,203,3,0,2,53,64,86
suite,all,libero_goal,all,knn20,0,knn20,0.1,False,7792,2839,0,0,4953,0,0,2839
suite,all,libero_goal,all,knn20,0,knn20,0.1,True,208,208,0,0,0,0,0,208
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,False,7792,1410,1429,25,4928,49,794,567
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,True,208,190,18,0,0,0,183,7
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,False,7792,1507,1332,37,4916,117,530,860
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,True,208,191,17,0,0,1,177,13
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,False,7792,1507,1332,37,4916,117,530,860
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,True,208,191,17,0,0,1,177,13
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,False,7792,1507,1332,37,4916,117,530,860
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,True,208,191,17,0,0,1,177,13
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,False,7792,1801,1038,80,4873,178,463,1160
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,True,208,204,4,0,0,12,163,29
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,False,7792,1798,1041,80,4873,196,443,1159
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,True,208,205,3,0,0,12,165,28
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,False,7792,1797,1042,80,4873,196,442,1159
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,True,208,205,3,0,0,12,165,28
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,False,7792,1303,1536,4,4949,5,920,378
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,True,208,202,6,0,0,8,153,41
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.1,False,7792,1141,1698,3,4950,3,791,347
suite,all,libero_goal,all,c4_assigned_radius,4,assigned_radius,0.1,True,208,203,5,0,0,3,148,52
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.1,False,7792,1111,1728,1,4952,2,787,322
suite,all,libero_goal,all,c4_union_radius,4,union_radius,0.1,True,208,203,5,0,0,4,150,49
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.1,False,7792,1956,883,39,4914,6,966,984
suite,all,libero_goal,all,c8_centroid_distance,8,centroid_distance,0.1,True,208,208,0,0,0,5,111,92
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.1,False,7792,1798,1041,77,4876,48,977,773
suite,all,libero_goal,all,c8_assigned_radius,8,assigned_radius,0.1,True,208,207,1,0,0,5,125,77
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.1,False,7792,1764,1075,45,4908,27,965,772
suite,all,libero_goal,all,c8_union_radius,8,union_radius,0.1,True,208,207,1,0,0,4,138,65
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.1,False,7792,2590,249,134,4819,238,477,1875
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.1,True,208,208,0,0,0,37,37,134
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.1,False,7792,2609,230,450,4503,696,378,1535
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.1,True,208,208,0,0,0,74,36,98
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.1,False,7792,2388,451,358,4595,481,491,1416
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.1,True,208,208,0,0,0,69,44,95
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.1,False,7792,2649,190,166,4787,255,332,2062
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.1,True,208,208,0,0,0,12,49,147
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.1,False,7792,2591,248,448,4505,568,524,1499
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.1,True,208,208,0,0,0,65,46,97
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.1,False,7792,2448,391,565,4388,625,611,1212
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.1,True,208,208,0,0,0,60,47,101
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.1,False,7792,2726,113,266,4687,403,290,2033
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.1,True,208,208,0,0,0,33,33,142
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.1,False,7792,2418,421,594,4359,710,490,1218
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.1,True,208,208,0,0,0,66,66,76
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.1,False,7792,2484,355,456,4497,532,535,1417
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.1,True,208,208,0,0,0,73,62,73
suite,all,libero_long,all,knn20,0,knn20,0.02,False,7459,18,0,0,7441,0,0,18
suite,all,libero_long,all,knn20,0,knn20,0.02,True,541,282,0,0,259,0,0,282
suite,all,libero_long,all,norm_only,0,norm_only,0.02,False,7459,13,5,3,7438,1,8,4
suite,all,libero_long,all,norm_only,0,norm_only,0.02,True,541,241,41,22,237,43,108,90
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.02,False,7459,14,4,3,7438,2,9,3
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.02,True,541,241,41,23,236,44,108,89
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.02,False,7459,14,4,3,7438,2,9,3
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.02,True,541,241,41,23,236,44,108,89
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.02,False,7459,14,4,3,7438,2,9,3
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.02,True,541,241,41,23,236,44,108,89
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.02,False,7459,16,2,4,7437,2,10,4
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.02,True,541,248,34,22,237,55,94,99
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.02,False,7459,16,2,4,7437,2,10,4
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.02,True,541,250,32,23,236,56,94,100
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.02,False,7459,16,2,4,7437,2,10,4
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.02,True,541,250,32,23,236,56,94,100
suite,all,libero_long,all,c4_centroid_distance,4,centroid_distance,0.02,False,7459,17,1,1,7440,0,10,7
suite,all,libero_long,all,c4_centroid_distance,4,centroid_distance,0.02,True,541,253,29,8,251,29,90,134
suite,all,libero_long,all,c4_assigned_radius,4,assigned_radius,0.02,False,7459,16,2,5,7436,0,11,5
suite,all,libero_long,all,c4_assigned_radius,4,assigned_radius,0.02,True,541,259,23,13,246,20,149,90
suite,all,libero_long,all,c4_union_radius,4,union_radius,0.02,False,7459,17,1,1,7440,0,10,7
suite,all,libero_long,all,c4_union_radius,4,union_radius,0.02,True,541,261,21,12,247,32,94,135
suite,all,libero_long,all,c8_centroid_distance,8,centroid_distance,0.02,False,7459,17,1,0,7441,0,9,8
suite,all,libero_long,all,c8_centroid_distance,8,centroid_distance,0.02,True,541,250,32,4,255,9,99,142
suite,all,libero_long,all,c8_assigned_radius,8,assigned_radius,0.02,False,7459,4,14,134,7307,0,4,0
suite,all,libero_long,all,c8_assigned_radius,8,assigned_radius,0.02,True,541,170,112,18,241,2,157,11
suite,all,libero_long,all,c8_union_radius,8,union_radius,0.02,False,7459,17,1,81,7360,0,10,7
suite,all,libero_long,all,c8_union_radius,8,union_radius,0.02,True,541,256,26,20,239,16,106,134
suite,all,libero_long,all,c16_centroid_distance,16,centroid_distance,0.02,False,7459,16,2,1,7440,1,14,1
suite,all,libero_long,all,c16_centroid_distance,16,centroid_distance,0.02,True,541,249,33,6,253,5,203,41
suite,all,libero_long,all,c16_assigned_radius,16,assigned_radius,0.02,False,7459,1,17,180,7261,0,1,0
suite,all,libero_long,all,c16_assigned_radius,16,assigned_radius,0.02,True,541,50,232,36,223,6,38,6
suite,all,libero_long,all,c16_union_radius,16,union_radius,0.02,False,7459,2,16,62,7379,0,1,1
suite,all,libero_long,all,c16_union_radius,16,union_radius,0.02,True,541,133,149,54,205,5,126,2
suite,all,libero_long,all,c32_centroid_distance,32,centroid_distance,0.02,False,7459,18,0,29,7412,3,11,4
suite,all,libero_long,all,c32_centroid_distance,32,centroid_distance,0.02,True,541,263,19,33,226,15,188,60
suite,all,libero_long,all,c32_assigned_radius,32,assigned_radius,0.02,False,7459,16,2,16,7425,0,14,2
suite,all,libero_long,all,c32_assigned_radius,32,assigned_radius,0.02,True,541,238,44,25,234,15,183,40
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.02,False,7459,16,2,9,7432,0,5,11
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.02,True,541,244,38,29,230,6,60,178
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.02,False,7459,15,3,27,7414,4,6,5
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.02,True,541,150,132,21,238,30,71,49
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.02,False,7459,15,3,26,7415,5,5,5
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.02,True,541,153,129,31,228,39,64,50
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.02,False,7459,15,3,11,7430,3,3,9
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.02,True,541,189,93,29,230,49,82,58
suite,all,libero_long,all,knn20,0,knn20,0.03,False,7459,38,0,0,7421,0,0,38
suite,all,libero_long,all,knn20,0,knn20,0.03,True,541,332,0,0,209,0,0,332
suite,all,libero_long,all,norm_only,0,norm_only,0.03,False,7459,24,14,7,7414,4,13,7
suite,all,libero_long,all,norm_only,0,norm_only,0.03,True,541,285,47,18,191,58,102,125
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.03,False,7459,25,13,6,7415,3,14,8
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.03,True,541,284,48,18,191,53,101,130
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.03,False,7459,25,13,6,7415,3,14,8
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.03,True,541,284,48,18,191,53,101,130
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.03,False,7459,25,13,6,7415,3,14,8
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.03,True,541,284,48,18,191,53,101,130
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.03,False,7459,25,13,5,7416,3,14,8
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.03,True,541,285,47,15,194,40,107,138
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.03,False,7459,25,13,5,7416,3,14,8
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.03,True,541,288,44,15,194,40,110,138
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.03,False,7459,25,13,5,7416,3,14,8
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.03,True,541,288,44,15,194,40,110,138
suite,all,libero_long,all,c4_centroid_distance,4,centroid_distance,0.03,False,7459,28,10,4,7417,5,11,12
suite,all,libero_long,all,c4_centroid_distance,4,centroid_distance,0.03,True,541,308,24,18,191,65,72,171
suite,all,libero_long,all,c4_assigned_radius,4,assigned_radius,0.03,False,7459,30,8,15,7406,3,16,11
suite,all,libero_long,all,c4_assigned_radius,4,assigned_radius,0.03,True,541,315,17,32,177,40,122,153
suite,all,libero_long,all,c4_union_radius,4,union_radius,0.03,False,7459,28,10,7,7414,5,11,12
suite,all,libero_long,all,c4_union_radius,4,union_radius,0.03,True,541,317,15,36,173,70,76,171
suite,all,libero_long,all,c8_centroid_distance,8,centroid_distance,0.03,False,7459,31,7,5,7416,6,9,16
suite,all,libero_long,all,c8_centroid_distance,8,centroid_distance,0.03,True,541,316,16,16,193,68,43,205
suite,all,libero_long,all,c8_assigned_radius,8,assigned_radius,0.03,False,7459,31,7,188,7233,9,18,4
suite,all,libero_long,all,c8_assigned_radius,8,assigned_radius,0.03,True,541,295,37,49,160,48,151,96
suite,all,libero_long,all,c8_union_radius,8,union_radius,0.03,False,7459,21,17,107,7314,0,16,5
suite,all,libero_long,all,c8_union_radius,8,union_radius,0.03,True,541,293,39,17,192,14,156,123
suite,all,libero_long,all,c16_centroid_distance,16,centroid_distance,0.03,False,7459,29,9,131,7290,6,16,7
suite,all,libero_long,all,c16_centroid_distance,16,centroid_distance,0.03,True,541,304,28,31,178,26,181,97
suite,all,libero_long,all,c16_assigned_radius,16,assigned_radius,0.03,False,7459,14,24,186,7235,4,10,0
suite,all,libero_long,all,c16_assigned_radius,16,assigned_radius,0.03,True,541,82,250,33,176,16,59,7
suite,all,libero_long,all,c16_union_radius,16,union_radius,0.03,False,7459,9,29,118,7303,2,7,0
suite,all,libero_long,all,c16_union_radius,16,union_radius,0.03,True,541,221,111,79,130,22,195,4
