method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances,fold,suite
c64_centroid_distance,64,centroid_distance,task_init,0.05,2.419087171554565,70,68,2,libero_spatial_full_2,libero_spatial
c64_centroid_distance,64,centroid_distance,task_init,0.1,2.144770383834839,70,64,6,libero_spatial_full_2,libero_spatial
c64_assigned_radius,64,assigned_radius,episode,0.02,1.5956897735595703,542,533,9,libero_spatial_full_2,libero_spatial
c64_assigned_radius,64,assigned_radius,episode,0.03,1.5240767002105713,542,527,15,libero_spatial_full_2,libero_spatial
c64_assigned_radius,64,assigned_radius,episode,0.05,1.4334523677825928,542,516,26,libero_spatial_full_2,libero_spatial
c64_assigned_radius,64,assigned_radius,episode,0.1,1.330492615699768,542,489,53,libero_spatial_full_2,libero_spatial
c64_assigned_radius,64,assigned_radius,task_init,0.02,2.0268008708953857,70,70,0,libero_spatial_full_2,libero_spatial
c64_assigned_radius,64,assigned_radius,task_init,0.03,1.8456764221191408,70,69,1,libero_spatial_full_2,libero_spatial
c64_assigned_radius,64,assigned_radius,task_init,0.05,1.7247296571731567,70,68,2,libero_spatial_full_2,libero_spatial
c64_assigned_radius,64,assigned_radius,task_init,0.1,1.5957608222961426,70,64,6,libero_spatial_full_2,libero_spatial
c64_union_radius,64,union_radius,episode,0.02,1.5036091804504397,542,533,9,libero_spatial_full_2,libero_spatial
c64_union_radius,64,union_radius,episode,0.03,1.4210883378982544,542,527,15,libero_spatial_full_2,libero_spatial
c64_union_radius,64,union_radius,episode,0.05,1.3550788164138794,542,516,26,libero_spatial_full_2,libero_spatial
c64_union_radius,64,union_radius,episode,0.1,1.2239875793457031,542,489,53,libero_spatial_full_2,libero_spatial
c64_union_radius,64,union_radius,task_init,0.02,2.0268008708953857,70,70,0,libero_spatial_full_2,libero_spatial
c64_union_radius,64,union_radius,task_init,0.03,1.6504968404769895,70,69,1,libero_spatial_full_2,libero_spatial
c64_union_radius,64,union_radius,task_init,0.05,1.6082018613815308,70,68,2,libero_spatial_full_2,libero_spatial
c64_union_radius,64,union_radius,task_init,0.1,1.5036091804504397,70,64,6,libero_spatial_full_2,libero_spatial
knn20,0,knn20,episode,0.02,2.034867286682129,542,533,9,libero_spatial_full_3,libero_spatial
knn20,0,knn20,episode,0.03,1.9075477123260496,542,527,15,libero_spatial_full_3,libero_spatial
knn20,0,knn20,episode,0.05,1.7363826036453247,542,516,26,libero_spatial_full_3,libero_spatial
knn20,0,knn20,episode,0.1,1.5622060298919678,542,489,53,libero_spatial_full_3,libero_spatial
knn20,0,knn20,task_init,0.02,3.829882860183716,70,70,0,libero_spatial_full_3,libero_spatial
knn20,0,knn20,task_init,0.03,2.5446343421936035,70,69,1,libero_spatial_full_3,libero_spatial
knn20,0,knn20,task_init,0.05,2.3054089546203613,70,68,2,libero_spatial_full_3,libero_spatial
knn20,0,knn20,task_init,0.1,2.010419607162476,70,64,6,libero_spatial_full_3,libero_spatial
norm_only,0,norm_only,episode,0.02,7.230850219726562,542,533,9,libero_spatial_full_3,libero_spatial
norm_only,0,norm_only,episode,0.03,6.945096492767334,542,527,15,libero_spatial_full_3,libero_spatial
norm_only,0,norm_only,episode,0.05,6.527319431304932,542,516,26,libero_spatial_full_3,libero_spatial
norm_only,0,norm_only,episode,0.1,5.818289756774902,542,489,53,libero_spatial_full_3,libero_spatial
norm_only,0,norm_only,task_init,0.02,8.330849647521973,70,70,0,libero_spatial_full_3,libero_spatial
norm_only,0,norm_only,task_init,0.03,8.229586601257324,70,69,1,libero_spatial_full_3,libero_spatial
norm_only,0,norm_only,task_init,0.05,7.897656440734863,70,68,2,libero_spatial_full_3,libero_spatial
norm_only,0,norm_only,task_init,0.1,6.970236778259277,70,64,6,libero_spatial_full_3,libero_spatial
c1_centroid_distance,1,centroid_distance,episode,0.02,6.9228386878967285,542,533,9,libero_spatial_full_3,libero_spatial
c1_centroid_distance,1,centroid_distance,episode,0.03,6.622907638549805,542,527,15,libero_spatial_full_3,libero_spatial
c1_centroid_distance,1,centroid_distance,episode,0.05,6.217508792877197,542,516,26,libero_spatial_full_3,libero_spatial
c1_centroid_distance,1,centroid_distance,episode,0.1,5.565163612365723,542,489,53,libero_spatial_full_3,libero_spatial
c1_centroid_distance,1,centroid_distance,task_init,0.02,8.18405818939209,70,70,0,libero_spatial_full_3,libero_spatial
c1_centroid_distance,1,centroid_distance,task_init,0.03,7.919337272644043,70,69,1,libero_spatial_full_3,libero_spatial
c1_centroid_distance,1,centroid_distance,task_init,0.05,7.622419357299805,70,68,2,libero_spatial_full_3,libero_spatial
c1_centroid_distance,1,centroid_distance,task_init,0.1,6.639970779418945,70,64,6,libero_spatial_full_3,libero_spatial
c1_assigned_radius,1,assigned_radius,episode,0.02,1.487587571144104,542,533,9,libero_spatial_full_3,libero_spatial
c1_assigned_radius,1,assigned_radius,episode,0.03,1.42313814163208,542,527,15,libero_spatial_full_3,libero_spatial
c1_assigned_radius,1,assigned_radius,episode,0.05,1.336025595664978,542,516,26,libero_spatial_full_3,libero_spatial
c1_assigned_radius,1,assigned_radius,episode,0.1,1.195848822593689,542,489,53,libero_spatial_full_3,libero_spatial
c1_assigned_radius,1,assigned_radius,task_init,0.02,1.758599877357483,70,70,0,libero_spatial_full_3,libero_spatial
c1_assigned_radius,1,assigned_radius,task_init,0.03,1.7017163038253784,70,69,1,libero_spatial_full_3,libero_spatial
c1_assigned_radius,1,assigned_radius,task_init,0.05,1.6379142999649048,70,68,2,libero_spatial_full_3,libero_spatial
c1_assigned_radius,1,assigned_radius,task_init,0.1,1.4268046617507937,70,64,6,libero_spatial_full_3,libero_spatial
c1_union_radius,1,union_radius,episode,0.02,1.487587571144104,542,533,9,libero_spatial_full_3,libero_spatial
c1_union_radius,1,union_radius,episode,0.03,1.42313814163208,542,527,15,libero_spatial_full_3,libero_spatial
c1_union_radius,1,union_radius,episode,0.05,1.336025595664978,542,516,26,libero_spatial_full_3,libero_spatial
c1_union_radius,1,union_radius,episode,0.1,1.195848822593689,542,489,53,libero_spatial_full_3,libero_spatial
c1_union_radius,1,union_radius,task_init,0.02,1.758599877357483,70,70,0,libero_spatial_full_3,libero_spatial
c1_union_radius,1,union_radius,task_init,0.03,1.7017163038253784,70,69,1,libero_spatial_full_3,libero_spatial
c1_union_radius,1,union_radius,task_init,0.05,1.6379142999649048,70,68,2,libero_spatial_full_3,libero_spatial
c1_union_radius,1,union_radius,task_init,0.1,1.4268046617507937,70,64,6,libero_spatial_full_3,libero_spatial
c2_centroid_distance,2,centroid_distance,episode,0.02,4.529821872711182,542,533,9,libero_spatial_full_3,libero_spatial
c2_centroid_distance,2,centroid_distance,episode,0.03,4.192789077758789,542,527,15,libero_spatial_full_3,libero_spatial
c2_centroid_distance,2,centroid_distance,episode,0.05,3.872775077819824,542,516,26,libero_spatial_full_3,libero_spatial
c2_centroid_distance,2,centroid_distance,episode,0.1,3.541911125183105,542,489,53,libero_spatial_full_3,libero_spatial
c2_centroid_distance,2,centroid_distance,task_init,0.02,6.417299270629883,70,70,0,libero_spatial_full_3,libero_spatial
c2_centroid_distance,2,centroid_distance,task_init,0.03,5.206759452819824,70,69,1,libero_spatial_full_3,libero_spatial
c2_centroid_distance,2,centroid_distance,task_init,0.05,5.186063766479492,70,68,2,libero_spatial_full_3,libero_spatial
c2_centroid_distance,2,centroid_distance,task_init,0.1,4.334524154663086,70,64,6,libero_spatial_full_3,libero_spatial
c2_assigned_radius,2,assigned_radius,episode,0.02,1.472536563873291,542,533,9,libero_spatial_full_3,libero_spatial
c2_assigned_radius,2,assigned_radius,episode,0.03,1.4338958263397217,542,527,15,libero_spatial_full_3,libero_spatial
c2_assigned_radius,2,assigned_radius,episode,0.05,1.3226141929626465,542,516,26,libero_spatial_full_3,libero_spatial
c2_assigned_radius,2,assigned_radius,episode,0.1,1.1984093189239502,542,489,53,libero_spatial_full_3,libero_spatial
c2_assigned_radius,2,assigned_radius,task_init,0.02,2.0422468185424805,70,70,0,libero_spatial_full_3,libero_spatial
c2_assigned_radius,2,assigned_radius,task_init,0.03,1.786465764045715,70,69,1,libero_spatial_full_3,libero_spatial
c2_assigned_radius,2,assigned_radius,task_init,0.05,1.6855978965759275,70,68,2,libero_spatial_full_3,libero_spatial
c2_assigned_radius,2,assigned_radius,task_init,0.1,1.4353216886520386,70,64,6,libero_spatial_full_3,libero_spatial
c2_union_radius,2,union_radius,episode,0.02,1.472536563873291,542,533,9,libero_spatial_full_3,libero_spatial
c2_union_radius,2,union_radius,episode,0.03,1.4338958263397217,542,527,15,libero_spatial_full_3,libero_spatial
c2_union_radius,2,union_radius,episode,0.05,1.3071939945220947,542,516,26,libero_spatial_full_3,libero_spatial
c2_union_radius,2,union_radius,episode,0.1,1.177374005317688,542,489,53,libero_spatial_full_3,libero_spatial
c2_union_radius,2,union_radius,task_init,0.02,2.0422468185424805,70,70,0,libero_spatial_full_3,libero_spatial
c2_union_radius,2,union_radius,task_init,0.03,1.786465764045715,70,69,1,libero_spatial_full_3,libero_spatial
c2_union_radius,2,union_radius,task_init,0.05,1.6855978965759275,70,68,2,libero_spatial_full_3,libero_spatial
c2_union_radius,2,union_radius,task_init,0.1,1.4353216886520386,70,64,6,libero_spatial_full_3,libero_spatial
c4_centroid_distance,4,centroid_distance,episode,0.02,3.7583937644958496,542,533,9,libero_spatial_full_3,libero_spatial
c4_centroid_distance,4,centroid_distance,episode,0.03,3.494095802307129,542,527,15,libero_spatial_full_3,libero_spatial
c4_centroid_distance,4,centroid_distance,episode,0.05,3.3345274925231934,542,516,26,libero_spatial_full_3,libero_spatial
c4_centroid_distance,4,centroid_distance,episode,0.1,2.845667123794556,542,489,53,libero_spatial_full_3,libero_spatial
c4_centroid_distance,4,centroid_distance,task_init,0.02,5.633427619934082,70,70,0,libero_spatial_full_3,libero_spatial
c4_centroid_distance,4,centroid_distance,task_init,0.03,4.2638373374938965,70,69,1,libero_spatial_full_3,libero_spatial
c4_centroid_distance,4,centroid_distance,task_init,0.05,4.07286548614502,70,68,2,libero_spatial_full_3,libero_spatial
c4_centroid_distance,4,centroid_distance,task_init,0.1,3.8800337314605713,70,64,6,libero_spatial_full_3,libero_spatial
c4_assigned_radius,4,assigned_radius,episode,0.02,1.475720763206482,542,533,9,libero_spatial_full_3,libero_spatial
c4_assigned_radius,4,assigned_radius,episode,0.03,1.4310868978500366,542,527,15,libero_spatial_full_3,libero_spatial
c4_assigned_radius,4,assigned_radius,episode,0.05,1.3308541774749756,542,516,26,libero_spatial_full_3,libero_spatial
c4_assigned_radius,4,assigned_radius,episode,0.1,1.1568092107772827,542,489,53,libero_spatial_full_3,libero_spatial
c4_assigned_radius,4,assigned_radius,task_init,0.02,2.022775173187256,70,70,0,libero_spatial_full_3,libero_spatial
c4_assigned_radius,4,assigned_radius,task_init,0.03,1.776572823524475,70,69,1,libero_spatial_full_3,libero_spatial
c4_assigned_radius,4,assigned_radius,task_init,0.05,1.6275709867477417,70,68,2,libero_spatial_full_3,libero_spatial
c4_assigned_radius,4,assigned_radius,task_init,0.1,1.4224754571914673,70,64,6,libero_spatial_full_3,libero_spatial
c4_union_radius,4,union_radius,episode,0.02,1.452918529510498,542,533,9,libero_spatial_full_3,libero_spatial
c4_union_radius,4,union_radius,episode,0.03,1.4118415117263794,542,527,15,libero_spatial_full_3,libero_spatial
c4_union_radius,4,union_radius,episode,0.05,1.3051477670669556,542,516,26,libero_spatial_full_3,libero_spatial
c4_union_radius,4,union_radius,episode,0.1,1.1436100006103516,542,489,53,libero_spatial_full_3,libero_spatial
c4_union_radius,4,union_radius,task_init,0.02,2.022775173187256,70,70,0,libero_spatial_full_3,libero_spatial
c4_union_radius,4,union_radius,task_init,0.03,1.6643651723861694,70,69,1,libero_spatial_full_3,libero_spatial
c4_union_radius,4,union_radius,task_init,0.05,1.6275709867477417,70,68,2,libero_spatial_full_3,libero_spatial
c4_union_radius,4,union_radius,task_init,0.1,1.4224754571914673,70,64,6,libero_spatial_full_3,libero_spatial
c8_centroid_distance,8,centroid_distance,episode,0.02,2.892378568649292,542,533,9,libero_spatial_full_3,libero_spatial
c8_centroid_distance,8,centroid_distance,episode,0.03,2.763743162155152,542,527,15,libero_spatial_full_3,libero_spatial
c8_centroid_distance,8,centroid_distance,episode,0.05,2.608102798461914,542,516,26,libero_spatial_full_3,libero_spatial
c8_centroid_distance,8,centroid_distance,episode,0.1,2.3306946754455566,542,489,53,libero_spatial_full_3,libero_spatial
c8_centroid_distance,8,centroid_distance,task_init,0.02,5.323997497558594,70,70,0,libero_spatial_full_3,libero_spatial
c8_centroid_distance,8,centroid_distance,task_init,0.03,3.371989727020264,70,69,1,libero_spatial_full_3,libero_spatial
c8_centroid_distance,8,centroid_distance,task_init,0.05,3.253300905227661,70,68,2,libero_spatial_full_3,libero_spatial
c8_centroid_distance,8,centroid_distance,task_init,0.1,2.93600869178772,70,64,6,libero_spatial_full_3,libero_spatial
c8_assigned_radius,8,assigned_radius,episode,0.02,1.33936607837677,542,533,9,libero_spatial_full_3,libero_spatial
c8_assigned_radius,8,assigned_radius,episode,0.03,1.3026092052459717,542,527,15,libero_spatial_full_3,libero_spatial
c8_assigned_radius,8,assigned_radius,episode,0.05,1.229796290397644,542,516,26,libero_spatial_full_3,libero_spatial
c8_assigned_radius,8,assigned_radius,episode,0.1,1.1161445379257202,542,489,53,libero_spatial_full_3,libero_spatial
c8_assigned_radius,8,assigned_radius,task_init,0.02,2.091108083724976,70,70,0,libero_spatial_full_3,libero_spatial
c8_assigned_radius,8,assigned_radius,task_init,0.03,1.625394344329834,70,69,1,libero_spatial_full_3,libero_spatial
c8_assigned_radius,8,assigned_radius,task_init,0.05,1.5460933446884155,70,68,2,libero_spatial_full_3,libero_spatial
c8_assigned_radius,8,assigned_radius,task_init,0.1,1.33936607837677,70,64,6,libero_spatial_full_3,libero_spatial
c8_union_radius,8,union_radius,episode,0.02,1.3244174718856812,542,533,9,libero_spatial_full_3,libero_spatial
c8_union_radius,8,union_radius,episode,0.03,1.2737687826156616,542,527,15,libero_spatial_full_3,libero_spatial
c8_union_radius,8,union_radius,episode,0.05,1.205329656600952,542,516,26,libero_spatial_full_3,libero_spatial
c8_union_radius,8,union_radius,episode,0.1,1.0835832357406616,542,489,53,libero_spatial_full_3,libero_spatial
c8_union_radius,8,union_radius,task_init,0.02,2.091108083724976,70,70,0,libero_spatial_full_3,libero_spatial
c8_union_radius,8,union_radius,task_init,0.03,1.5460933446884155,70,69,1,libero_spatial_full_3,libero_spatial
c8_union_radius,8,union_radius,task_init,0.05,1.5284022092819214,70,68,2,libero_spatial_full_3,libero_spatial
c8_union_radius,8,union_radius,task_init,0.1,1.3244174718856812,70,64,6,libero_spatial_full_3,libero_spatial
c16_centroid_distance,16,centroid_distance,episode,0.02,2.6518983840942383,542,533,9,libero_spatial_full_3,libero_spatial
c16_centroid_distance,16,centroid_distance,episode,0.03,2.5089333057403564,542,527,15,libero_spatial_full_3,libero_spatial
c16_centroid_distance,16,centroid_distance,episode,0.05,2.2671432495117188,542,516,26,libero_spatial_full_3,libero_spatial
c16_centroid_distance,16,centroid_distance,episode,0.1,2.04692816734314,542,489,53,libero_spatial_full_3,libero_spatial
c16_centroid_distance,16,centroid_distance,task_init,0.02,4.969902515411377,70,70,0,libero_spatial_full_3,libero_spatial
c16_centroid_distance,16,centroid_distance,task_init,0.03,3.366492748260498,70,69,1,libero_spatial_full_3,libero_spatial
c16_centroid_distance,16,centroid_distance,task_init,0.05,2.808562994003296,70,68,2,libero_spatial_full_3,libero_spatial
c16_centroid_distance,16,centroid_distance,task_init,0.1,2.666899919509888,70,64,6,libero_spatial_full_3,libero_spatial
c16_assigned_radius,16,assigned_radius,episode,0.02,1.3960702419281006,542,533,9,libero_spatial_full_3,libero_spatial
c16_assigned_radius,16,assigned_radius,episode,0.03,1.3597090244293213,542,527,15,libero_spatial_full_3,libero_spatial
c16_assigned_radius,16,assigned_radius,episode,0.05,1.2473251819610596,542,516,26,libero_spatial_full_3,libero_spatial
c16_assigned_radius,16,assigned_radius,episode,0.1,1.135326623916626,542,489,53,libero_spatial_full_3,libero_spatial
c16_assigned_radius,16,assigned_radius,task_init,0.02,2.2437541484832764,70,70,0,libero_spatial_full_3,libero_spatial
c16_assigned_radius,16,assigned_radius,task_init,0.03,1.6414028406143188,70,69,1,libero_spatial_full_3,libero_spatial
c16_assigned_radius,16,assigned_radius,task_init,0.05,1.6313705444335938,70,68,2,libero_spatial_full_3,libero_spatial
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.402970790863037,70,64,6,libero_spatial_full_3,libero_spatial
c16_union_radius,16,union_radius,episode,0.02,1.3738782405853271,542,533,9,libero_spatial_full_3,libero_spatial
c16_union_radius,16,union_radius,episode,0.03,1.3172955513000488,542,527,15,libero_spatial_full_3,libero_spatial
c16_union_radius,16,union_radius,episode,0.05,1.210394263267517,542,516,26,libero_spatial_full_3,libero_spatial
c16_union_radius,16,union_radius,episode,0.1,1.1037533283233645,542,489,53,libero_spatial_full_3,libero_spatial
c16_union_radius,16,union_radius,task_init,0.02,2.2437541484832764,70,70,0,libero_spatial_full_3,libero_spatial
