task,episode,init_state_id,flow_noise_seed,episode_length,success,late_motion_class,late_eef_step_mean_m,late_eef_moving_fraction,late_eef_path_m,total_eef_path_m,late_window_first_transition,task_progress_max,task_progress_final,task_progress_regression,task_progress_max_query,subgoals_total,subgoals_ever,subgoals_final,partial_subgoal_final,object_goal_loss,object_goal_loss_count,target_lifted_count,target_hold_evidence_count,target_hold_bout_total,repeated_target_hold_proxy,target_near_close_bout_total,repeated_incomplete_target_near_close_proxy,drop_proxy,drop_proxy_count,target_details,drawer_open_max_m,drawer_open_final_m,drawer_goal_threshold_m,drawer_goal_ever,drawer_goal_final,drawer_goal_loss,drawer_goal_first_query,distractor_displacement_outlier,distractor_displacement_details,wrong_object_close_proxy,wrong_object_close_details,goal_side_without_target_close_proxy,goal_side_close_details,controller_subgoal_regression_proxy,controller_pot1_approach_query,controller_return_to_pot2_query,eef_terminal_basin,eef_terminal_pot1_distance_m,eef_terminal_pot2_distance_m,eef_post_pot2_pot1_min_distance_m,active_retry_proxy,progress_regression_outlier,progress_regression_threshold,primary_physical_pattern,failure_mode
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,166,16,1006,30,False,active,0.018854455536210374,0.875,0.150835644289683,1.516038796290571,21,0.614969287357224,0.614969287357224,0.0,29,2,1,0,False,False,0,1,1,1,False,1,False,False,0,"[{""drop_proxy_events"":0,""eef_min_distance_m"":0.050276639261903316,""eef_terminal_distance_m"":0.08018178572585136,""final_goal_distance_m"":0.15471207708792153,""final_progress"":0.3898454396112203,""goal_ever"":false,""goal_final"":false,""goal_first_query"":null,""goal_loss"":false,""hold_bouts"":1,""hold_intervals"":[[13,16]],""initial_goal_distance_m"":0.253562108901295,""lift_m"":0.16032278537750244,""max_progress"":0.3902635195401676,""max_progress_query"":17,""minimum_goal_distance_m"":0.15460606785944836,""name"":""akita_black_bowl_1_joint0"",""near_close_bouts"":1,""near_close_onsets"":[12]}]",0.16118721663951874,0.13101826608181,0.14260915502905847,True,False,True,6.0,False,[],False,[],False,[],False,,,not_applicable,,,,False,False,0.1,drawer_subgoal_regression,lifted_not_placed
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,167,16,1007,30,False,active,0.020475001617352506,0.625,0.16380001293882004,1.541341873526041,21,0.6083052079135388,0.43215805379979366,0.17614715411374515,14,2,1,1,True,False,0,1,1,1,False,1,False,True,1,"[{""drop_proxy_events"":1,""eef_min_distance_m"":0.04963706964616616,""eef_terminal_distance_m"":0.21820156778696256,""final_goal_distance_m"":0.2948308633440703,""final_progress"":-0.1627559993943739,""goal_ever"":false,""goal_final"":false,""goal_first_query"":null,""goal_loss"":false,""hold_bouts"":1,""hold_intervals"":[[13,14]],""initial_goal_distance_m"":0.253562108901295,""lift_m"":0.10271048545837402,""max_progress"":0.23982205387400368,""max_progress_query"":14,""minimum_goal_distance_m"":0.19275232315996263,""name"":""akita_black_bowl_1_joint0"",""near_close_bouts"":1,""near_close_onsets"":[12]}]",0.16112317144870758,0.16017891466617584,0.14260915502905847,True,True,False,6.0,False,[],False,[],False,[],False,,,not_applicable,,,,False,True,0.1,bowl_transport_loss_proxy,lifted_not_placed
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,168,16,1008,30,False,stasis,0.0028357620257905406,0.0,0.022686096206324325,1.2607559575613843,21,0.6132246767694519,0.19478723783000826,0.41843743893944363,15,2,1,0,False,False,0,1,1,1,False,1,False,False,0,"[{""drop_proxy_events"":0,""eef_min_distance_m"":0.04950395134788758,""eef_terminal_distance_m"":0.20519538763772258,""final_goal_distance_m"":0.26812422237349903,""final_progress"":-0.057430163896738495,""goal_ever"":false,""goal_final"":false,""goal_first_query"":null,""goal_loss"":false,""hold_bouts"":1,""hold_intervals"":[[13,18]],""initial_goal_distance_m"":0.253562108901295,""lift_m"":0.16320788860321045,""max_progress"":0.4178144712833497,""max_progress_query"":18,""minimum_goal_distance_m"":0.1476201904332093,""name"":""akita_black_bowl_1_joint0"",""near_close_bouts"":1,""near_close_onsets"":[12]}]",0.16114135086536407,0.06971342861652374,0.14260915502905847,True,False,True,6.0,False,[],False,[],False,[],False,,,not_applicable,,,,False,True,0.1,drawer_subgoal_regression,lifted_not_placed
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,169,16,1009,30,False,intermittent,0.0068461043525693405,0.375,0.054768834820554724,1.2910720968276694,21,0.6093056933877241,0.045130764887405334,0.5641749285003188,15,2,1,0,False,False,0,1,1,1,False,1,False,False,0,"[{""drop_proxy_events"":0,""eef_min_distance_m"":0.04889819256333639,""eef_terminal_distance_m"":0.24034261705680462,""final_goal_distance_m"":0.26598104314580107,""final_progress"":-0.048977878825500865,""goal_ever"":false,""goal_final"":false,""goal_first_query"":null,""goal_loss"":false,""hold_bouts"":1,""hold_intervals"":[[14,18]],""initial_goal_distance_m"":0.253562108901295,""lift_m"":0.1746751070022583,""max_progress"":0.4485663986779508,""max_progress_query"":18,""minimum_goal_distance_m"":0.13982266687025474,""name"":""akita_black_bowl_1_joint0"",""near_close_bouts"":1,""near_close_onsets"":[12]}]",0.16102705895900726,0.02171533741056919,0.14260915502905847,True,False,True,6.0,False,[],False,[],False,[],False,,,not_applicable,,,,False,True,0.1,drawer_subgoal_regression,misplaced
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,170,16,1010,30,False,active,0.02451437391988093,0.875,0.19611499135904745,1.6256968198559736,21,0.5994157508075564,0.3523456449360729,0.24707010587148348,14,2,1,1,True,False,0,1,1,1,False,1,False,True,1,"[{""drop_proxy_events"":1,""eef_min_distance_m"":0.050256240715777084,""eef_terminal_distance_m"":0.25279677100208503,""final_goal_distance_m"":0.3351916806156148,""final_progress"":-0.32193126988897225,""goal_ever"":false,""goal_final"":false,""goal_first_query"":null,""goal_loss"":false,""hold_bouts"":1,""hold_intervals"":[[13,14]],""initial_goal_distance_m"":0.253562108901295,""lift_m"":0.10573875904083252,""max_progress"":0.2025510391767188,""max_progress_query"":14,""minimum_goal_distance_m"":0.20220284024749735,""name"":""akita_black_bowl_1_joint0"",""near_close_bouts"":1,""near_close_onsets"":[12]}]",0.1611396074295044,0.1601088047027588,0.14260915502905847,True,True,False,6.0,False,[],False,[],False,[],False,,,not_applicable,,,,False,True,0.1,bowl_transport_loss_proxy,lifted_not_placed
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,171,16,1011,30,False,stasis,0.0025385495229253347,0.0,0.020308396183402678,1.286272741778289,21,0.607756720958301,0.3154453491654752,0.29231137179282585,15,2,1,0,False,False,0,1,1,1,False,1,False,False,0,"[{""drop_proxy_events"":0,""eef_min_distance_m"":0.04888774676100835,""eef_terminal_distance_m"":0.22918034017735148,""final_goal_distance_m"":0.2624629765989392,""final_progress"":-0.03510330362928582,""goal_ever"":false,""goal_final"":false,""goal_first_query"":null,""goal_loss"":false,""hold_bouts"":1,""hold_intervals"":[[13,17]],""initial_goal_distance_m"":0.253562108901295,""lift_m"":0.15819966793060303,""max_progress"":0.35575233513253557,""max_progress_query"":17,""minimum_goal_distance_m"":0.16335679655852903,""name"":""akita_black_bowl_1_joint0"",""near_close_bouts"":1,""near_close_onsets"":[12]}]",0.16066505014896393,0.10386631637811661,0.14260915502905847,True,False,True,6.0,False,[],False,[],False,[],False,,,not_applicable,,,,False,True,0.1,drawer_subgoal_regression,lifted_not_placed
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,172,16,1012,30,False,active,0.02454800446448638,1.0,0.19638403571589105,1.6286953906555526,21,0.6091853128607119,0.34990531272974457,0.2592800001309673,14,2,1,1,True,False,0,1,1,1,False,1,False,True,1,"[{""drop_proxy_events"":1,""eef_min_distance_m"":0.049911099349477885,""eef_terminal_distance_m"":0.25001945737417647,""final_goal_distance_m"":0.33657672629449836,""final_progress"":-0.3273936226233185,""goal_ever"":false,""goal_final"":false,""goal_first_query"":null,""goal_loss"":false,""hold_bouts"":1,""hold_intervals"":[[13,14]],""initial_goal_distance_m"":0.253562108901295,""lift_m"":0.0975685715675354,""max_progress"":0.23659501256479587,""max_progress_query"":14,""minimum_goal_distance_m"":0.19357057855983698,""name"":""akita_black_bowl_1_joint0"",""near_close_bouts"":1,""near_close_onsets"":[12]}]",0.16107966005802155,0.16019952297210693,0.14260915502905847,True,True,False,6.0,False,[],False,[],False,[],False,,,not_applicable,,,,False,True,0.1,bowl_transport_loss_proxy,lifted_not_placed
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,173,16,1013,30,False,active,0.0198444135976842,0.75,0.1587553087814736,1.544937062728316,21,0.6120565343882114,0.42623097501677165,0.18582555937143974,14,2,1,1,True,False,0,1,1,1,False,1,False,True,1,"[{""drop_proxy_events"":1,""eef_min_distance_m"":0.0496950543515631,""eef_terminal_distance_m"":0.22079600698940421,""final_goal_distance_m"":0.29785731841362373,""final_progress"":-0.1746917538439139,""goal_ever"":false,""goal_final"":false,""goal_first_query"":null,""goal_loss"":false,""hold_bouts"":1,""hold_intervals"":[[13,14]],""initial_goal_distance_m"":0.253562108901295,""lift_m"":0.10532772541046143,""max_progress"":0.22865144157404726,""max_progress_query"":14,""minimum_goal_distance_m"":0.19558476717245832,""name"":""akita_black_bowl_1_joint0"",""near_close_bouts"":1,""near_close_onsets"":[12]}]",0.1611144244670868,0.1601916402578354,0.14260915502905847,True,True,False,6.0,False,[],False,[],False,[],False,,,not_applicable,,,,False,True,0.1,bowl_transport_loss_proxy,lifted_not_placed
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,174,16,1014,30,False,active,0.021119367038563073,0.75,0.16895493630850458,1.6272268477178085,21,0.680950642211946,0.39312513954193223,0.2878255026700138,16,2,1,0,False,False,0,1,1,1,False,1,False,False,0,"[{""drop_proxy_events"":0,""eef_min_distance_m"":0.049489328094813836,""eef_terminal_distance_m"":0.2616034057310307,""final_goal_distance_m"":0.286035428491819,""final_progress"":-0.1280685025504542,""goal_ever"":false,""goal_final"":false,""goal_first_query"":null,""goal_loss"":false,""hold_bouts"":1,""hold_intervals"":[[13,15]],""initial_goal_distance_m"":0.253562108901295,""lift_m"":0.22087597846984863,""max_progress"":0.4475252703150837,""max_progress_query"":16,""minimum_goal_distance_m"":0.14008665757358027,""name"":""akita_black_bowl_1_joint0"",""near_close_bouts"":1,""near_close_onsets"":[12]}]",0.16095785796642303,0.14259426295757294,0.14260915502905847,True,False,True,6.0,False,[],False,[],False,[],False,,,not_applicable,,,,False,True,0.1,drawer_subgoal_regression,misplaced
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,176,16,1016,30,False,stasis,0.0028176291255822806,0.0,0.022541033004658245,1.281980218054708,21,0.6120178882634415,0.31804510515551726,0.29397278310792424,15,2,1,0,False,False,0,1,1,1,False,1,False,False,0,"[{""drop_proxy_events"":0,""eef_min_distance_m"":0.048978592621381,""eef_terminal_distance_m"":0.22827545295171803,""final_goal_distance_m"":0.26184103161349676,""final_progress"":-0.03265047269118804,""goal_ever"":false,""goal_final"":false,""goal_first_query"":null,""goal_loss"":false,""hold_bouts"":1,""hold_intervals"":[[13,18]],""initial_goal_distance_m"":0.253562108901295,""lift_m"":0.1715761423110962,""max_progress"":0.4540932090718858,""max_progress_query"":18,""minimum_goal_distance_m"":0.13842127717127098,""name"":""akita_black_bowl_1_joint0"",""near_close_bouts"":1,""near_close_onsets"":[12]}]",0.16095025837421417,0.10429468005895615,0.14260915502905847,True,False,True,6.0,False,[],False,[],False,[],False,,,not_applicable,,,,False,True,0.1,drawer_subgoal_regression,misplaced
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,177,16,1017,30,False,active,0.020675037134659336,0.625,0.1654002970772747,1.5573964136274265,21,0.6028192202720539,0.42989963222376304,0.17291958804829088,14,2,1,1,True,False,0,1,1,1,False,1,False,True,1,"[{""drop_proxy_events"":1,""eef_min_distance_m"":0.049925266215097235,""eef_terminal_distance_m"":0.2194091392736355,""final_goal_distance_m"":0.2959583809842149,""final_progress"":-0.16720271126717767,""goal_ever"":false,""goal_final"":false,""goal_first_query"":null,""goal_loss"":false,""hold_bouts"":1,""hold_intervals"":[[13,14]],""initial_goal_distance_m"":0.253562108901295,""lift_m"":0.10111522674560547,""max_progress"":0.23145917238216074,""max_progress_query"":14,""minimum_goal_distance_m"":0.19487283302752595,""name"":""akita_black_bowl_1_joint0"",""near_close_bouts"":1,""near_close_onsets"":[12]}]",0.16108877956867218,0.16016797721385956,0.14260915502905847,True,True,False,6.0,False,[],False,[],False,[],False,,,not_applicable,,,,False,True,0.1,bowl_transport_loss_proxy,lifted_not_placed
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,178,16,1018,30,False,stasis,0.0028099661011182116,0.0,0.022479728808945693,1.263774282791484,21,0.6178116035183168,0.2210045469989196,0.3968070565193972,15,2,1,0,False,False,0,1,1,1,False,1,False,False,0,"[{""drop_proxy_events"":0,""eef_min_distance_m"":0.04850926403713303,""eef_terminal_distance_m"":0.2047002032605942,""final_goal_distance_m"":0.26821871442902395,""final_progress"":-0.05780282231930167,""goal_ever"":false,""goal_final"":false,""goal_first_query"":null,""goal_loss"":false,""hold_bouts"":1,""hold_intervals"":[[13,18]],""initial_goal_distance_m"":0.253562108901295,""lift_m"":0.1666332483291626,""max_progress"":0.4224572037377561,""max_progress_query"":18,""minimum_goal_distance_m"":0.1464429694010055,""name"":""akita_black_bowl_1_joint0"",""near_close_bouts"":1,""near_close_onsets"":[12]}]",0.161055326461792,0.07794908434152603,0.14260915502905847,True,False,True,6.0,False,[],False,[],False,[],False,,,not_applicable,,,,False,True,0.1,drawer_subgoal_regression,misplaced
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,179,16,1019,30,False,active,0.030781366269631776,0.875,0.2462509301570542,1.2429000560069485,21,0.5125655685402595,0.32386745137527706,0.18869811716498242,7,2,1,0,False,False,0,1,1,2,True,4,True,False,0,"[{""drop_proxy_events"":0,""eef_min_distance_m"":0.04078278271720178,""eef_terminal_distance_m"":0.049998975388955154,""final_goal_distance_m"":0.29509291532712184,""final_progress"":-0.16378948181880637,""goal_ever"":false,""goal_final"":false,""goal_first_query"":null,""goal_loss"":false,""hold_bouts"":2,""hold_intervals"":[[17,24],[29,29]],""initial_goal_distance_m"":0.253562108901295,""lift_m"":0.016499340534210205,""max_progress"":0.00742796998433759,""max_progress_query"":16,""minimum_goal_distance_m"":0.25167865716721083,""name"":""akita_black_bowl_1_joint0"",""near_close_bouts"":4,""near_close_onsets"":[16,18,22,28]}]",0.15987607836723328,0.12656277418136597,0.14260915502905847,True,False,True,6.0,False,[],False,[],False,[],False,,,not_applicable,,,,True,True,0.1,drawer_subgoal_regression,lifted_not_placed
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,180,16,1020,30,False,stasis,0.0028528632632532826,0.0,0.02282290610602626,1.2431644526897967,21,0.6108477669441722,0.3497054922502135,0.2611422746939587,14,2,1,0,False,False,0,1,1,1,False,1,False,False,0,"[{""drop_proxy_events"":0,""eef_min_distance_m"":0.05003902841948098,""eef_terminal_distance_m"":0.23072480676446944,""final_goal_distance_m"":0.2621376268694214,""final_progress"":-0.03382018711425294,""goal_ever"":false,""goal_final"":false,""goal_first_query"":null,""goal_loss"":false,""hold_bouts"":1,""hold_intervals"":[[13,17]],""initial_goal_distance_m"":0.253562108901295,""lift_m"":0.16270041465759277,""max_progress"":0.38353725430669583,""max_progress_query"":17,""minimum_goal_distance_m"":0.1563115938570769,""name"":""akita_black_bowl_1_joint0"",""near_close_bouts"":1,""near_close_onsets"":[12]}]",0.16093359887599945,0.11435241252183914,0.14260915502905847,True,False,True,6.0,False,[],False,[],False,[],False,,,not_applicable,,,,False,True,0.1,drawer_subgoal_regression,lifted_not_placed
