corpus,suite,task,scene,repeat,episode_id,success,n_queries,loop_onset_q,loop_valid_onset,static_onset_q,trap_valid_onset,dev_fixed,argmax_fixed,n_fixed_cells,dev_event,argmax_event,n_event_cells,has_event,onset_used,status,event_unverified
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,29,3,235,0,30,23,23,-1,23,46.839080459770116,flow_com@t16,27,50.0,V@t19,18,True,23,detectable,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,35,2,282,0,30,23,23,-1,23,50.0,mob1_w8@t12,27,50.0,C@t19,18,True,23,detectable,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,40,0,320,0,30,-1,-1,-1,-1,41.37931034482759,D_tok@t12,27,,,0,False,-1,detectable,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,40,1,321,0,30,23,23,-1,23,47.98850574712644,S_ent@t12,27,50.0,V@t19,18,True,23,detectable,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,40,2,322,0,30,22,22,-1,22,43.96551724137931,S_margin@t12,27,50.0,V@t19,27,True,22,detectable,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,40,3,323,0,30,-1,-1,29,29,45.40229885057471,D_layer@t12,27,,,0,True,29,detectable,True
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,40,4,324,0,30,23,23,-1,23,48.27586206896552,D_layer@t12,27,50.0,V@t19,18,True,23,detectable,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,40,6,326,0,30,23,23,-1,23,48.27586206896552,A@t12,27,50.0,V@t19,18,True,23,detectable,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,44,2,354,0,30,23,23,-1,23,41.37931034482759,V@t16,27,50.0,V@t19,18,True,23,detectable,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,44,5,357,0,30,22,22,-1,22,46.839080459770116,A@t16,27,50.0,mob1_w8@t18,27,True,22,detectable,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,45,0,360,0,30,-1,-1,-1,-1,42.241379310344826,A@t16,27,,,0,False,-1,detectable,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,45,1,361,0,30,-1,-1,-1,-1,49.712643678160916,flow_com@t8,27,,,0,False,-1,detectable,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,45,2,362,0,30,-1,-1,-1,-1,46.55172413793103,flow_com@t8,27,,,0,False,-1,detectable,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,45,3,363,0,30,-1,-1,-1,-1,39.08045977011494,A@t12,27,,,0,False,-1,silent,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,45,4,364,0,30,22,22,-1,22,44.54022988505747,flow_com@t8,27,50.0,V@t18,27,True,22,detectable,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,45,5,365,0,30,21,21,-1,21,49.71264367816092,A@t12,27,50.0,V@t19,36,True,21,detectable,False
grid50x8,libero_goal,open_the_top_drawer_and_put_the_bowl_inside,45,6,366,0,30,-1,-1,-1,-1,44.25287356321839,C@t16,27,,,0,False,-1,detectable,False
grid50x8,libero_goal,push_the_plate_to_the_front_of_the_stove,9,7,79,0,30,-1,-1,-1,-1,50.0,V@t16,27,,,0,False,-1,detectable,False
grid50x8,libero_goal,push_the_plate_to_the_front_of_the_stove,30,3,243,0,30,-1,-1,22,22,46.42857142857143,V@t16,27,50.0,S_ent@t18,36,True,22,detectable,False
grid50x8,libero_goal,put_the_bowl_on_the_plate,7,1,57,0,30,10,10,-1,10,,,0,35.824742268041234,D_layer@t6,16,True,10,not_evaluable,False
grid50x8,libero_goal,put_the_bowl_on_the_plate,7,3,59,0,30,10,10,-1,10,,,0,40.72164948453609,S_margin@t6,16,True,10,not_evaluable,False
grid50x8,libero_goal,put_the_bowl_on_the_plate,7,7,63,0,30,11,11,-1,11,,,0,32.01058201058201,A@t7,8,True,11,not_evaluable,False
grid50x8,libero_goal,put_the_bowl_on_the_plate,32,1,257,0,30,13,13,-1,13,,,0,,,0,True,13,not_evaluable,False
grid50x8,libero_goal,put_the_bowl_on_the_plate,32,3,259,0,30,13,13,-1,13,,,0,,,0,True,13,not_evaluable,False
grid50x8,libero_goal,put_the_bowl_on_the_plate,32,4,260,0,30,13,13,-1,13,,,0,,,0,True,13,not_evaluable,False
grid50x8,libero_goal,put_the_bowl_on_the_plate,32,6,262,0,30,12,12,-1,12,,,0,,,0,True,12,not_evaluable,False
grid50x8,libero_goal,put_the_bowl_on_the_plate,32,7,263,0,30,10,10,-1,10,,,0,50.0,V@t7,16,True,10,not_evaluable,False
grid50x8,libero_goal,put_the_bowl_on_the_plate,34,7,279,0,30,15,15,-1,15,,,0,,,0,True,15,not_evaluable,False
grid50x8,libero_goal,put_the_bowl_on_the_plate,36,6,294,0,30,13,13,-1,13,,,0,,,0,True,13,not_evaluable,False
grid50x8,libero_goal,put_the_bowl_on_the_plate,36,7,295,0,30,10,10,-1,10,,,0,49.48453608247422,V@t6,16,True,10,not_evaluable,False
grid50x8,libero_goal,put_the_bowl_on_the_plate,46,1,369,0,30,10,10,-1,10,,,0,47.9381443298969,A@t6,16,True,10,not_evaluable,False
grid50x8,libero_goal,put_the_bowl_on_the_stove,4,1,33,0,30,-1,-1,-1,-1,50.0,S_margin@t8,9,,,0,False,-1,detectable,False
grid50x8,libero_goal,put_the_bowl_on_the_stove,4,4,36,0,30,-1,-1,-1,-1,48.96907216494846,S_margin@t8,9,,,0,False,-1,detectable,False
grid50x8,libero_goal,put_the_bowl_on_the_stove,4,5,37,0,30,-1,-1,-1,-1,44.845360824742265,flow_com@t8,9,,,0,False,-1,detectable,False
grid50x8,libero_goal,put_the_bowl_on_the_stove,4,6,38,0,30,-1,-1,-1,-1,36.597938144329895,mob1_w8@t8,9,,,0,False,-1,silent,False
grid50x8,libero_goal,put_the_bowl_on_the_stove,26,7,215,0,30,-1,-1,-1,-1,49.74226804123711,V@t8,9,,,0,False,-1,detectable,False
grid50x8,libero_goal,put_the_bowl_on_the_stove,42,0,336,0,30,-1,-1,-1,-1,43.81443298969072,mob1_w8@t8,9,,,0,False,-1,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,3,0,24,0,30,11,11,-1,11,50.0,S_ent@t8,9,50.0,S_ent@t8,26,True,11,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,3,2,26,0,30,11,11,28,11,50.0,C@t8,9,50.0,S_margin@t7,26,True,11,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,3,4,28,0,30,11,11,21,11,50.0,C@t8,9,50.0,C@t8,26,True,11,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,5,0,40,0,30,12,12,22,12,50.0,S_ent@t8,9,50.0,S_ent@t8,18,True,12,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,5,4,44,0,30,5,5,23,5,48.837209302325576,S_ent@t8,9,50.0,S_ent@t5,40,True,5,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,5,5,45,0,30,11,11,22,11,45.05813953488372,mob1_w8@t8,9,50.0,V@t9,26,True,11,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,22,3,179,0,30,11,11,25,11,45.34883720930233,A@t8,9,50.0,V@t9,26,True,11,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,22,4,180,0,30,11,11,22,11,24.70930232558139,C@t8,9,50.0,V@t9,26,True,11,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,22,6,182,0,30,11,11,24,11,41.279069767441854,S_margin@t8,9,50.0,mob1_w8@t9,26,True,11,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,23,5,189,0,30,11,11,24,11,43.31395348837209,A@t8,9,50.0,V@t9,26,True,11,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,23,7,191,0,30,11,11,24,11,49.127906976744185,flow_com@t8,9,50.0,V@t9,26,True,11,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,27,0,216,0,30,12,12,23,12,49.7093023255814,S_ent@t8,9,50.0,V@t9,18,True,12,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,27,3,219,0,30,12,12,-1,12,48.54651162790698,D_layer@t8,9,50.0,V@t9,18,True,12,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,39,2,314,0,30,11,11,21,11,34.30232558139535,C@t8,9,50.0,mob1_w8@t9,26,True,11,detectable,False
grid50x8,libero_goal,put_the_bowl_on_top_of_the_cabinet,41,2,330,0,30,11,11,24,11,50.0,A@t8,9,50.0,A@t8,26,True,11,detectable,False
grid50x8,libero_goal,put_the_cream_cheese_in_the_bowl,0,0,0,0,30,6,6,-1,6,49.734042553191486,mob1_w8@t8,9,50.0,S_ent@t2,40,True,6,detectable,False
grid50x8,libero_goal,put_the_cream_cheese_in_the_bowl,0,2,2,0,30,6,6,-1,6,49.734042553191486,mob1_w8@t8,9,50.0,V@t5,40,True,6,detectable,False
grid50x8,libero_goal,put_the_cream_cheese_in_the_bowl,0,3,3,0,30,6,6,-1,6,50.0,mob1_w8@t8,9,50.0,S_margin@t5,40,True,6,detectable,False
grid50x8,libero_goal,put_the_cream_cheese_in_the_bowl,0,4,4,0,30,6,6,-1,6,49.734042553191486,mob1_w8@t8,9,50.0,V@t6,40,True,6,detectable,False
grid50x8,libero_goal,put_the_cream_cheese_in_the_bowl,0,5,5,0,30,6,6,-1,6,49.734042553191486,mob1_w8@t8,9,49.743589743589745,S_ent@t2,40,True,6,detectable,False
grid50x8,libero_goal,put_the_cream_cheese_in_the_bowl,0,6,6,0,30,6,6,-1,6,49.734042553191486,mob1_w8@t8,9,50.0,S_ent@t2,40,True,6,detectable,False
grid50x8,libero_goal,put_the_cream_cheese_in_the_bowl,0,7,7,0,30,6,6,-1,6,49.734042553191486,mob1_w8@t8,9,49.74358974358974,V@t6,40,True,6,detectable,False
grid50x8,libero_goal,put_the_cream_cheese_in_the_bowl,2,2,18,0,30,23,23,-1,23,36.70212765957447,D_layer@t8,9,,,0,True,23,silent,True
grid50x8,libero_goal,put_the_cream_cheese_in_the_bowl,14,2,114,0,30,10,10,-1,10,48.40425531914893,A@t8,9,50.0,A@t9,43,True,10,detectable,False
grid50x8,libero_goal,put_the_cream_cheese_in_the_bowl,14,4,116,0,30,10,10,-1,10,49.734042553191486,V@t8,9,50.0,V@t6,43,True,10,detectable,False
grid50x8,libero_goal,put_the_wine_bottle_on_the_rack,16,7,135,0,30,-1,-1,-1,-1,45.46599496221663,A@t8,18,,,0,False,-1,detectable,False
grid50x8,libero_goal,put_the_wine_bottle_on_the_rack,30,2,242,0,30,18,18,-1,18,39.420654911838795,flow_com@t8,18,50.0,V@t14,18,True,18,detectable,False
grid50x8,libero_goal,put_the_wine_bottle_on_the_rack,47,3,379,0,30,-1,-1,-1,-1,32.97872340425532,S_ent@t12,18,,,0,False,-1,silent,False
grid50x8,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet,10,5,85,0,30,6,6,21,6,40.7035175879397,mob1_w8@t8,9,49.74874371859296,A@t6,40,True,6,detectable,False
grid50x8,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet,26,1,209,0,30,12,12,-1,12,47.48743718592965,flow_com@t8,9,50.0,V@t10,27,True,12,detectable,False
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,9,0,52,27,-1,45,45,46.12403100775194,S_margin@t25,18,,,0,True,45,detectable,True
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,17,2,138,0,52,11,-1,42,42,44.57364341085271,S_ent@t25,18,,,0,True,42,detectable,True
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,17,6,142,0,52,11,-1,42,42,48.44961240310077,S_ent@t25,18,,,0,True,42,detectable,True
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,17,7,143,0,52,11,-1,50,50,47.674418604651166,C@t25,18,,,0,True,50,detectable,True
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,36,0,288,0,52,23,-1,47,47,49.746192893401016,mob1_w8@t20,18,,,0,True,47,detectable,True
grid50x8,libero_long,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,38,5,309,0,52,12,-1,45,45,46.95431472081218,V@t20,18,,,0,True,45,detectable,True
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,24,3,195,0,52,-1,-1,34,34,50.0,S_ent@t30,27,50.0,S_ent@t30,18,True,34,detectable,False
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,28,0,224,0,52,-1,-1,37,37,49.232736572890026,mob1_w8@t20,27,,,0,True,37,detectable,True
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,32,5,261,0,52,-1,-1,30,30,50.0,mob1_w8@t30,27,50.0,D_tok@t27,45,True,30,detectable,False
grid50x8,libero_long,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,48,5,389,0,52,-1,-1,30,30,50.0,flow_com@t25,27,50.0,C@t27,45,True,30,detectable,False
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,12,3,99,0,52,-1,-1,-1,-1,48.223350253807105,mob1_w8@t20,27,,,0,False,-1,detectable,False
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,13,6,110,0,52,-1,-1,-1,-1,50.0,mob1_w8@t30,27,,,0,False,-1,detectable,False
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,16,3,131,0,52,-1,-1,-1,-1,50.0,mob1_w8@t30,27,,,0,False,-1,detectable,False
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,25,6,206,0,52,-1,-1,32,32,50.0,V@t20,27,50.0,V@t28,45,True,32,detectable,False
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,31,3,251,0,52,-1,-1,24,24,50.0,mob1_w8@t25,27,50.0,mob1_w8@t22,45,True,24,detectable,False
grid50x8,libero_long,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,33,6,270,0,52,-1,-1,51,51,50.0,mob1_w8@t30,27,,,0,True,51,detectable,True
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,0,0,0,52,33,33,-1,33,48.854961832061065,V@t30,27,49.61832061068702,S_ent@t33,45,True,33,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,3,3,0,52,40,40,-1,40,49.61832061068702,V@t30,27,47.29729729729729,mob1_w8@t37,45,True,40,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,5,5,0,52,-1,-1,37,37,48.85496183206107,mob1_w8@t30,27,50.0,mob1_w8@t35,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,0,8,0,52,-1,-1,36,36,49.61832061068702,mob1_w8@t30,27,50.0,mob1_w8@t33,45,True,36,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,2,10,0,52,-1,-1,36,36,48.85496183206107,mob1_w8@t30,27,50.0,V@t32,45,True,36,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,5,13,0,52,35,35,-1,35,50.0,mob1_w8@t20,27,49.61832061068702,S_ent@t33,45,True,35,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,6,14,0,52,33,33,-1,33,50.0,V@t30,27,50.0,V@t30,45,True,33,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,7,15,0,52,-1,-1,37,37,49.61832061068702,mob1_w8@t30,27,50.0,mob1_w8@t33,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,0,16,0,52,-1,-1,37,37,48.85496183206107,mob1_w8@t30,27,50.0,mob1_w8@t34,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,1,17,0,52,-1,-1,36,36,49.61832061068702,mob1_w8@t30,27,50.0,mob1_w8@t33,45,True,36,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,2,18,0,52,-1,-1,36,36,49.61832061068702,mob1_w8@t30,27,50.0,mob1_w8@t33,45,True,36,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,3,19,0,52,33,33,-1,33,49.61832061068702,V@t30,27,50.0,S_ent@t32,45,True,33,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,4,20,0,52,-1,-1,37,37,48.85496183206107,mob1_w8@t30,27,50.0,mob1_w8@t35,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,5,21,0,52,-1,-1,37,37,48.47328244274809,mob1_w8@t30,27,50.0,mob1_w8@t35,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,6,22,0,52,33,33,-1,33,47.70992366412214,A@t25,27,50.0,S_ent@t32,45,True,33,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,7,23,0,52,40,40,-1,40,48.85496183206107,mob1_w8@t30,27,49.59349593495935,mob1_w8@t36,45,True,40,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,0,24,0,52,-1,-1,38,38,48.47328244274809,mob1_w8@t30,27,50.0,mob1_w8@t38,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,1,25,0,52,-1,-1,38,38,49.61832061068702,S_margin@t30,27,49.447513812154696,C@t38,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,2,26,0,52,44,44,-1,44,48.09160305343511,S_margin@t25,27,50.0,mob1_w8@t43,45,True,44,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,3,27,0,52,-1,-1,38,38,47.70992366412214,mob1_w8@t30,27,50.0,flow_com@t35,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,4,28,0,52,46,46,-1,46,46.56488549618321,mob1_w8@t30,27,50.0,mob1_w8@t43,36,True,46,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,5,29,0,52,-1,-1,38,38,48.854961832061065,S_ent@t30,27,49.61832061068702,C@t34,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,6,30,0,52,-1,-1,39,39,48.47328244274809,flow_com@t30,27,50.0,flow_com@t38,45,True,39,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,0,32,0,52,38,38,-1,38,47.32824427480916,mob1_w8@t20,27,49.1869918699187,S_margin@t36,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,8,1,65,0,52,44,44,-1,44,49.23664122137404,S_margin@t25,27,50.0,S_margin@t43,45,True,44,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,8,4,68,0,52,46,46,-1,46,49.23664122137404,A@t25,27,50.0,V@t43,36,True,46,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,8,5,69,0,52,43,43,-1,43,42.36641221374046,D_tok@t25,27,50.0,C@t43,45,True,43,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,8,6,70,0,52,50,50,-1,50,49.61832061068702,A@t25,27,,,0,True,50,detectable,True
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,8,7,71,0,52,46,46,-1,46,48.47328244274809,D_tok@t25,27,50.0,V@t43,36,True,46,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,10,1,81,0,52,49,49,-1,49,49.23664122137404,mob1_w8@t25,27,50.0,V@t45,9,True,49,detectable,False
