task,branch,target,denoise,scene_macro_spearman
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,action,8,0.4968669790001003
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,action,9,0.44328010462579975
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_proprio,0,0.14968176606068473
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_proprio,1,0.14504097532408525
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_proprio,2,0.14462007258605394
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_proprio,3,0.1543239581673816
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_proprio,4,0.14186207174621532
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_proprio,5,0.13593444218586198
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_proprio,6,0.11303967500014751
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_proprio,7,0.06871592457973648
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_proprio,8,0.057568166821063235
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_proprio,9,0.004007316135326131
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_proprio,0,0.22168319668745612
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_proprio,1,0.22644193607392152
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_proprio,2,0.2264673574191975
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_proprio,3,0.22991934377526152
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_proprio,4,0.23104185351601297
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_proprio,5,0.22745866695775827
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_proprio,6,0.22460414982564006
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_proprio,7,0.20651041513007665
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_proprio,8,0.17585009691580566
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_proprio,9,0.13283517699550185
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_proprio,0,0.1971722687050947
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_proprio,1,0.20235114868094195
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_proprio,2,0.2054158344495123
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_proprio,3,0.20887364140856868
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_proprio,4,0.20893085787451984
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_proprio,5,0.20591395390918332
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_proprio,6,0.20276766291787873
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_proprio,7,0.19023591082172409
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_proprio,8,0.17507980433923187
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_proprio,9,0.13342848513367594
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_sim,0,0.14155042670490192
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_sim,1,0.11779653974678964
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_sim,2,0.09238729050746315
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_sim,3,0.12328251645749373
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_sim,4,0.12236938247274458
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_sim,5,0.11127761190800717
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_sim,6,0.0939819144584024
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_sim,7,0.07590208282933181
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_sim,8,0.031887488174403206
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed,next_sim,9,-0.013680961625077936
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_sim,0,0.1802531710300906
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_sim,1,0.17684271562906273
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_sim,2,0.1727461297599871
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_sim,3,0.17080453149001534
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_sim,4,0.1655525712928598
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_sim,5,0.15954242070212082
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_sim,6,0.1549917233115211
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_sim,7,0.13853992724676503
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_sim,8,0.13562370065947985
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared,next_sim,9,0.11897712029754283
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_sim,0,0.14456572032389842
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_sim,1,0.14270583176478224
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_sim,2,0.1426192541367462
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_sim,3,0.1421407477120789
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_sim,4,0.14032245157159967
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_sim,5,0.14060787009446707
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_sim,6,0.14365090838284839
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_sim,7,0.14167104287504106
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_sim,8,0.14829324800218713
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,next_sim,9,0.1301370847273278
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,action,0,0.2713040154416233
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,action,1,0.255621780536592
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,action,2,0.25077447824778587
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,action,3,0.26014717950911725
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,action,4,0.25745826990289733
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,action,5,0.26734447496317104
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,action,6,0.2578983185525666
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,action,7,0.24947707383106066
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,action,8,0.22013160954977173
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,action,9,0.17946065321548055
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,action,0,0.3958075432064528
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,action,1,0.39159581757406603
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,action,2,0.38991290116062943
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,action,3,0.3872578887302308
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,action,4,0.3822975180014594
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,action,5,0.38227216426614424
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,action,6,0.3815051415531311
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,action,7,0.3579147969439314
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,action,8,0.3398177186284864
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,action,9,0.3476440510118384
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,action,0,0.35230540132289334
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,action,1,0.34671410673228026
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,action,2,0.34434177769451507
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,action,3,0.33883752170894377
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,action,4,0.33118190447671364
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,action,5,0.3302374978118958
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,action,6,0.33762464203598913
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,action,7,0.3516513671471645
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,action,8,0.38529561410496216
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,action,9,0.40735871730873996
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_proprio,0,0.030818199765553236
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_proprio,1,0.026361916612086988
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_proprio,2,0.04160861429574514
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_proprio,3,0.046357734628691014
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_proprio,4,0.04104318604687755
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_proprio,5,0.030331377315702623
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_proprio,6,0.018877162043620475
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_proprio,7,0.04137096528339146
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_proprio,8,0.018907051792671964
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_proprio,9,0.020828969417679092
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_proprio,0,0.13167049707826628
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_proprio,1,0.1371044571436439
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_proprio,2,0.1378992429651221
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_proprio,3,0.14162809211082722
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_proprio,4,0.14164477333207454
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_proprio,5,0.13931709145390425
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_proprio,6,0.12727884290100328
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_proprio,7,0.1006217657853278
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_proprio,8,0.06721869585056772
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_proprio,9,0.01959403660477036
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_proprio,0,0.11565094378588245
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_proprio,1,0.11867368679329152
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_proprio,2,0.12155749133117374
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_proprio,3,0.12487604020997933
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_proprio,4,0.1255206950402316
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_proprio,5,0.12463282874175648
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_proprio,6,0.12355798402339746
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_proprio,7,0.11960947011492218
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_proprio,8,0.09863765314270764
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_proprio,9,0.049196640006215195
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_sim,0,0.1408938848142619
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_sim,1,0.14080171399855634
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_sim,2,0.162648766499289
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_sim,3,0.17632521669607085
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_sim,4,0.16189567758456896
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_sim,5,0.14889027468820745
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_sim,6,0.12383595315785229
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_sim,7,0.13685111032765507
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_sim,8,0.09840969079383435
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,next_sim,9,0.08820058056058737
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_sim,0,0.21763867663458758
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_sim,1,0.22077770877464198
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_sim,2,0.21805813497800092
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_sim,3,0.22035602544888097
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_sim,4,0.2189756943420051
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_sim,5,0.2138090087445494
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_sim,6,0.21181175518408593
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_sim,7,0.19501271436045403
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_sim,8,0.17605330172629124
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,next_sim,9,0.1655152321553957
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_sim,0,0.19388601280213047
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_sim,1,0.19524933693067495
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_sim,2,0.1972481209347974
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_sim,3,0.19949087240943214
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_sim,4,0.20171355601841742
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_sim,5,0.2020675064561366
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_sim,6,0.20793895213903163
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_sim,7,0.21024910459826407
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_sim,8,0.21408198703462217
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,next_sim,9,0.21601459932616224
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,action,0,0.33941008588186006
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,action,1,0.3366560248588304
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,action,2,0.3564769604921808
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,action,3,0.36333114154133006
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,action,4,0.38739573314766407
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,action,5,0.39496576231583047
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,action,6,0.40630575363225296
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,action,7,0.3596965775591968
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,action,8,0.31553525699652457
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,action,9,0.2550617856700319
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,action,0,0.4681252716691154
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,action,1,0.47347219312945116
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,action,2,0.4766262777053327
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,action,3,0.4864801037407239
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,action,4,0.49188649738115886
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,action,5,0.49978640169462524
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,action,6,0.49846887409500995
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,action,7,0.46010333752269233
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,action,8,0.41845810935997213
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,action,9,0.38203385759326236
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,action,0,0.4614368518048663
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,action,1,0.4617943732777899
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,action,2,0.45907138825130644
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,action,3,0.4577531046494017
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,action,4,0.4553525207943654
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,action,5,0.4608195605696741
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,action,6,0.4720497410169717
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,action,7,0.48621281698008184
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,action,8,0.5118662242270828
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,action,9,0.49572649115612544
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_proprio,0,0.07066462804195653
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_proprio,1,0.0737076724766979
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_proprio,2,0.09095865515674692
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_proprio,3,0.1059846800745824
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_proprio,4,0.11761356260731544
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_proprio,5,0.13182083089937474
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_proprio,6,0.15343064004751872
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_proprio,7,0.12410617173225078
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_proprio,8,0.10186010982807892
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_proprio,9,0.050014296433537685
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_proprio,0,0.1900258774051936
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_proprio,1,0.19548519120588634
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_proprio,2,0.19883840555552276
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_proprio,3,0.2155588344337776
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_proprio,4,0.23113116012792295
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_proprio,5,0.24769008724881053
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_proprio,6,0.2430033709097203
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_proprio,7,0.19623969992978396
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_proprio,8,0.1219814303710828
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_proprio,9,0.05525294976112786
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_proprio,0,0.15394742600274175
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_proprio,1,0.15728358420316618
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_proprio,2,0.15624483705753583
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_proprio,3,0.15936659792577557
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_proprio,4,0.16053809415633585
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_proprio,5,0.1628291007039303
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_proprio,6,0.17209254426854378
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_proprio,7,0.18368307966076025
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_proprio,8,0.18730463794497187
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,next_proprio,9,0.15140546357322823
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_sim,0,0.0570960587572355
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_sim,1,0.04266428851702591
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_sim,2,0.06903696125924658
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_sim,3,0.08397071701961525
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_sim,4,0.10901984487570585
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_sim,5,0.12132089949275318
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_sim,6,0.13985156663342715
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_sim,7,0.12439264128269126
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_sim,8,0.10099984068634682
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,next_sim,9,0.05764894843154725
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_sim,0,0.18902160519323172
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_sim,1,0.19145032093833775
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_sim,2,0.19448253548662453
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_sim,3,0.20151746254654024
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_sim,4,0.21250971739528077
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_sim,5,0.22179353614354747
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_sim,6,0.22684884355005888
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_sim,7,0.19879824523878364
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_sim,8,0.16641256384838846
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,next_sim,9,0.1277039128711664
