task,branch,denoise,mean_cosine_to_final,failure_conditional_auc,auc_ci_low,auc_ci_high
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,1,0.5284134745597839,0.4306049822064057,0.3058823529411765,0.5361765864548111
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,2,0.5838600397109985,0.4288256227758007,0.3058823529411765,0.5329949238578681
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,3,0.6474871635437012,0.4306049822064057,0.31156473829201103,0.5448591582560501
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,4,0.7150017023086548,0.4288256227758007,0.3053691275167785,0.5473453263644099
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,5,0.7861019372940063,0.4377224199288256,0.32542822033445534,0.5498652291105122
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,6,0.8566237688064575,0.4483985765124555,0.33812542610890073,0.5674930373043581
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,7,0.9198353290557861,0.46441281138790036,0.34854360079575597,0.5900900900900901
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,8,0.971316933631897,0.4697508896797153,0.35714285714285715,0.5933620981387481
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden,9,1.0,0.5,0.5,0.5
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,0,0.1721375286579132,0.4770916334661355,0.41554480206242483,0.5293316557894523
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,1,0.18588954210281372,0.47808764940239046,0.41335837107404544,0.537015820167994
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,2,0.2042619287967682,0.49252988047808766,0.4201074980996691,0.5564397854268069
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,3,0.2333131581544876,0.5109561752988048,0.43560139105638135,0.5769334338647133
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,4,0.2711460590362549,0.4960159362549801,0.415179753319255,0.5663758909822785
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,5,0.3311770260334015,0.4586653386454183,0.38280803537058833,0.5241148463546941
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,6,0.40930789709091187,0.4900398406374502,0.41791008086411596,0.5572058419667981
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,7,0.5235370993614197,0.49850597609561753,0.4387594060632335,0.5569141210122972
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,8,0.691835343837738,0.5308764940239044,0.4572298323036187,0.5969957215833096
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed,9,1.0,0.5,0.5,0.5
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,0,0.26861709356307983,0.5094621513944223,0.4285599755669237,0.565814538488957
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,1,0.28613463044166565,0.5084661354581673,0.42626980748063387,0.5670383597007056
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,2,0.3122401237487793,0.5074701195219123,0.4241697783495179,0.5663443576183335
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,3,0.3494259715080261,0.5129482071713147,0.4245997693165857,0.5760634778663415
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,4,0.4016478657722473,0.5169322709163346,0.42203355335533554,0.5845755980813587
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,5,0.4778902232646942,0.525398406374502,0.42810435956503956,0.5950863524777898
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,6,0.5871762633323669,0.5423306772908366,0.45584482888587363,0.6045582415645727
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,7,0.7342493534088135,0.5433266932270916,0.4722149695387293,0.5991027326554327
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,8,0.903877854347229,0.5582669322709163,0.4930988895964371,0.6125602784516401
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared,9,1.0,0.5,0.5,0.5
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,0,0.435169517993927,0.5034860557768924,0.41391980715368476,0.5766492148163217
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,1,0.4807334840297699,0.5014940239043825,0.41141859243697476,0.5751086181695881
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,2,0.53497314453125,0.49850597609561753,0.40952907880811656,0.5714305588679545
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,3,0.5982547998428345,0.49850597609561753,0.4086456470960846,0.5717639230030843
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,4,0.6690689921379089,0.4950199203187251,0.40092392753841416,0.5708273648212673
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,5,0.7465851902961731,0.4960159362549801,0.4040433371437903,0.5683161912780723
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,6,0.8258488178253174,0.4945219123505976,0.3993945448302335,0.5687861340843764
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,7,0.9001826047897339,0.4940239043824701,0.40033219761499145,0.5693956432274891
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,8,0.9647596478462219,0.4960159362549801,0.40286378823335833,0.5673661597509826
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden,9,1.0,0.5,0.5,0.5
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,0,0.17540130019187927,0.4720670391061452,0.33548387096774196,0.5909167690417689
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,1,0.18884649872779846,0.46368715083798884,0.2845528455284553,0.5912162162162162
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,2,0.2084176242351532,0.48324022346368717,0.2849462365591398,0.6258428050175667
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,3,0.23729422688484192,0.5027932960893855,0.3225806451612903,0.6284936153232242
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,4,0.2767867147922516,0.46089385474860334,0.25806451612903225,0.5870786516853933
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,5,0.3331031799316406,0.4860335195530726,0.2165612940691619,0.6284821378181612
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,6,0.41261279582977295,0.42178770949720673,0.1653113799283154,0.5886792452830188
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,7,0.5302366614341736,0.4134078212290503,0.25328753828890305,0.6291608309990657
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,8,0.6972939968109131,0.4720670391061452,0.2849525164784126,0.7058983375959077
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed,9,1.0,0.5,0.5,0.5
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,0,0.3402266502380371,0.48324022346368717,0.3191451231602227,0.6367841221974564
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,1,0.35686153173446655,0.5027932960893855,0.34274193548387094,0.6546129275487205
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,2,0.3815913200378418,0.5251396648044693,0.3548387096774194,0.6623543123543121
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,3,0.4178217351436615,0.5335195530726257,0.3709677419354839,0.6579537962236696
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,4,0.4704430401325226,0.5391061452513967,0.3778801843317972,0.661498708010336
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,5,0.5462403297424316,0.553072625698324,0.3911290322580645,0.6594860742705569
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,6,0.6519487500190735,0.5586592178770949,0.4285548172757475,0.6538608562691129
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,7,0.7848814725875854,0.5111731843575419,0.3682197996335027,0.6194444444444445
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,8,0.9244562983512878,0.5558659217877095,0.40928482120530135,0.6864565317652482
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared,9,1.0,0.5,0.5,0.5
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,0,0.45469796657562256,0.5195530726256983,0.3463741302972802,0.6322604364326375
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,1,0.4975964426994324,0.5223463687150838,0.34656875116587843,0.6356641809908998
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,2,0.5486099720001221,0.5195530726256983,0.3333333333333333,0.6379310344827587
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,3,0.6079069375991821,0.5223463687150838,0.3387096774193548,0.6369274193548387
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,4,0.6733936071395874,0.5139664804469274,0.3346635644396881,0.6176553205551882
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,5,0.7459176182746887,0.5195530726256983,0.34191244239631335,0.6261456628477905
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,6,0.8225346803665161,0.5307262569832403,0.36402649769585255,0.6274509803921569
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,7,0.8974096775054932,0.5223463687150838,0.3580559926567008,0.6261398176291794
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,8,0.963526725769043,0.5335195530726257,0.3821115374075089,0.631578947368421
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden,9,1.0,0.5,0.5,0.5
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,0,0.1758238971233368,0.5845974329054843,0.4389497478699357,0.7025343016725859
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,1,0.19061577320098877,0.5029171528588098,0.3991212626637015,0.6036452568382463
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,2,0.21060943603515625,0.5285880980163361,0.44897860878455426,0.5973407668010942
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,3,0.23849549889564514,0.4865810968494749,0.3888049853372434,0.5973676030393736
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,4,0.2797915041446686,0.49241540256709454,0.4234859414574717,0.6038952425941349
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,5,0.33908218145370483,0.456242707117853,0.38589917176630056,0.5734330143540669
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,6,0.42513495683670044,0.45274212368728123,0.37475198587819947,0.558688898094449
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,7,0.5516029596328735,0.5064177362893816,0.38287563019389437,0.6210209743232483
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,8,0.7232247591018677,0.5274212368728122,0.4265307856900034,0.6718814036885244
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed,9,1.0,0.5,0.5,0.5
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,0,0.28925931453704834,0.5600933488914819,0.4092371737173717,0.6437880898245459
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,1,0.3028401732444763,0.5565927654609102,0.4126411733495035,0.6364552381604288
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,2,0.3246731162071228,0.5460910151691949,0.4157426803411642,0.6262277855574648
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,3,0.35642626881599426,0.5600933488914819,0.4366154045251601,0.6420269222993462
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,4,0.4050758183002472,0.5624270711785297,0.454904571018308,0.6356143502267075
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,5,0.48306506872177124,0.5694282380396732,0.456040842029507,0.6495985912152547
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,6,0.6015394330024719,0.5624270711785297,0.45260546191397255,0.6463427206437012
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,7,0.7640926241874695,0.5507584597432905,0.437584417666686,0.6292585744929862
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,8,0.924869179725647,0.5507584597432905,0.4104525132095922,0.6288030448333732
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared,9,1.0,0.5,0.5,0.5
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,0,0.4667372703552246,0.5635939323220537,0.469384618601539,0.6690873963307362
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,1,0.507843017578125,0.5612602100350058,0.4713345239226977,0.6640019417475728
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,2,0.555759847164154,0.5530921820303384,0.45948516503801035,0.6637878370941109
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,3,0.6115832328796387,0.5577596266044341,0.4643241641851164,0.6672621272326696
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,4,0.6735739707946777,0.5577596266044341,0.464354527938343,0.6654929577464789
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,5,0.7438443899154663,0.5554259043173863,0.4581722950028596,0.6616224344645397
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,6,0.8193588256835938,0.5390898483080513,0.4426229508196721,0.6452412360717392
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,7,0.8961837291717529,0.5472578763127188,0.4405627989107898,0.6578348175309935
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,8,0.9638242721557617,0.5624270711785297,0.45994053393441375,0.6711271666654305
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden,9,1.0,0.5,0.5,0.5
