method,calibration,alpha,scope,query,tp,fp,failures,successes,active_failure,active_success,recall,fpr
recovery_confirm3,task_init,0.05,libero_long,45,202,119,274,3726,274,11,0.7372262773722628,0.031937734836285564
recovery_confirm3,task_init,0.05,libero_long,46,204,119,274,3726,274,8,0.7445255474452555,0.031937734836285564
recovery_confirm3,task_init,0.05,libero_long,47,206,119,274,3726,274,5,0.7518248175182481,0.031937734836285564
recovery_confirm3,task_init,0.05,libero_long,48,207,119,274,3726,274,2,0.7554744525547445,0.031937734836285564
recovery_confirm3,task_init,0.05,libero_long,49,209,119,274,3726,274,2,0.7627737226277372,0.031937734836285564
recovery_confirm3,task_init,0.05,libero_long,50,214,119,274,3726,274,2,0.781021897810219,0.031937734836285564
recovery_confirm3,task_init,0.05,libero_long,51,214,119,274,3726,274,0,0.781021897810219,0.031937734836285564
recovery_confirm3,task_init,0.05,libero_object,0,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,task_init,0.05,libero_object,1,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,task_init,0.05,libero_object,2,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,task_init,0.05,libero_object,3,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,task_init,0.05,libero_object,4,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,task_init,0.05,libero_object,5,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,task_init,0.05,libero_object,6,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,task_init,0.05,libero_object,7,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,task_init,0.05,libero_object,8,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,task_init,0.05,libero_object,9,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,task_init,0.05,libero_object,10,0,0,44,3956,44,3956,0.0,0.0
recovery_confirm3,task_init,0.05,libero_object,11,1,0,44,3956,44,3932,0.022727272727272728,0.0
recovery_confirm3,task_init,0.05,libero_object,12,1,0,44,3956,44,3355,0.022727272727272728,0.0
recovery_confirm3,task_init,0.05,libero_object,13,1,0,44,3956,44,2091,0.022727272727272728,0.0
recovery_confirm3,task_init,0.05,libero_object,14,2,0,44,3956,44,1298,0.045454545454545456,0.0
recovery_confirm3,task_init,0.05,libero_object,15,2,0,44,3956,44,470,0.045454545454545456,0.0
recovery_confirm3,task_init,0.05,libero_object,16,4,0,44,3956,44,195,0.09090909090909091,0.0
recovery_confirm3,task_init,0.05,libero_object,17,7,0,44,3956,44,90,0.1590909090909091,0.0
recovery_confirm3,task_init,0.05,libero_object,18,14,0,44,3956,44,38,0.3181818181818182,0.0
recovery_confirm3,task_init,0.05,libero_object,19,16,0,44,3956,44,23,0.36363636363636365,0.0
recovery_confirm3,task_init,0.05,libero_object,20,22,0,44,3956,44,16,0.5,0.0
recovery_confirm3,task_init,0.05,libero_object,21,24,1,44,3956,44,9,0.5454545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,22,26,1,44,3956,44,6,0.5909090909090909,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,23,28,1,44,3956,44,4,0.6363636363636364,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,24,31,1,44,3956,44,2,0.7045454545454546,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,25,32,1,44,3956,44,2,0.7272727272727273,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,26,35,1,44,3956,44,1,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,27,35,1,44,3956,44,1,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,28,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,29,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,30,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,31,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,32,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,33,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,34,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,35,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,36,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,37,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,38,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,39,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,40,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,41,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,42,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,43,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,44,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,45,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,46,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,47,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,48,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,49,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,50,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_object,51,35,1,44,3956,0,0,0.7954545454545454,0.0002527805864509606
recovery_confirm3,task_init,0.05,libero_spatial,0,0,0,140,3860,140,3860,0.0,0.0
recovery_confirm3,task_init,0.05,libero_spatial,1,0,0,140,3860,140,3860,0.0,0.0
recovery_confirm3,task_init,0.05,libero_spatial,2,0,0,140,3860,140,3860,0.0,0.0
recovery_confirm3,task_init,0.05,libero_spatial,3,0,0,140,3860,140,3860,0.0,0.0
recovery_confirm3,task_init,0.05,libero_spatial,4,0,0,140,3860,140,3860,0.0,0.0
recovery_confirm3,task_init,0.05,libero_spatial,5,0,0,140,3860,140,3860,0.0,0.0
recovery_confirm3,task_init,0.05,libero_spatial,6,0,0,140,3860,140,3860,0.0,0.0
recovery_confirm3,task_init,0.05,libero_spatial,7,0,0,140,3860,140,3846,0.0,0.0
recovery_confirm3,task_init,0.05,libero_spatial,8,0,0,140,3860,140,3537,0.0,0.0
recovery_confirm3,task_init,0.05,libero_spatial,9,1,0,140,3860,140,2835,0.007142857142857143,0.0
recovery_confirm3,task_init,0.05,libero_spatial,10,2,2,140,3860,140,1930,0.014285714285714285,0.0005181347150259067
recovery_confirm3,task_init,0.05,libero_spatial,11,4,5,140,3860,140,1360,0.02857142857142857,0.0012953367875647669
recovery_confirm3,task_init,0.05,libero_spatial,12,4,6,140,3860,140,624,0.02857142857142857,0.0015544041450777201
recovery_confirm3,task_init,0.05,libero_spatial,13,15,7,140,3860,140,189,0.10714285714285714,0.0018134715025906736
recovery_confirm3,task_init,0.05,libero_spatial,14,21,7,140,3860,140,24,0.15,0.0018134715025906736
recovery_confirm3,task_init,0.05,libero_spatial,15,23,7,140,3860,140,7,0.16428571428571428,0.0018134715025906736
recovery_confirm3,task_init,0.05,libero_spatial,16,35,7,140,3860,140,6,0.25,0.0018134715025906736
recovery_confirm3,task_init,0.05,libero_spatial,17,44,8,140,3860,140,5,0.3142857142857143,0.002072538860103627
recovery_confirm3,task_init,0.05,libero_spatial,18,58,8,140,3860,140,5,0.4142857142857143,0.002072538860103627
recovery_confirm3,task_init,0.05,libero_spatial,19,71,9,140,3860,140,3,0.5071428571428571,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,20,78,9,140,3860,140,2,0.5571428571428572,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,21,81,9,140,3860,140,2,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,22,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,23,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,24,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,25,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,26,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,27,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,28,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,29,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,30,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,31,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,32,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,33,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,34,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,35,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,36,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,37,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,38,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,39,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,40,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,41,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,42,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,43,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,44,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,45,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,46,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,47,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,48,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,49,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,50,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
recovery_confirm3,task_init,0.05,libero_spatial,51,81,9,140,3860,0,0,0.5785714285714286,0.00233160621761658
reference_confirm3,task_init,0.05,all,0,0,0,564,15436,564,15436,0.0,0.0
reference_confirm3,task_init,0.05,all,1,0,0,564,15436,564,15436,0.0,0.0
reference_confirm3,task_init,0.05,all,2,0,0,564,15436,564,15436,0.0,0.0
reference_confirm3,task_init,0.05,all,3,0,0,564,15436,564,15436,0.0,0.0
reference_confirm3,task_init,0.05,all,4,0,0,564,15436,564,15436,0.0,0.0
reference_confirm3,task_init,0.05,all,5,0,0,564,15436,564,15436,0.0,0.0
reference_confirm3,task_init,0.05,all,6,0,0,564,15436,564,15436,0.0,0.0
reference_confirm3,task_init,0.05,all,7,0,0,564,15436,564,15299,0.0,0.0
reference_confirm3,task_init,0.05,all,8,0,0,564,15436,564,14292,0.0,0.0
reference_confirm3,task_init,0.05,all,9,7,1,564,15436,564,12438,0.012411347517730497,6.47836227001814e-05
reference_confirm3,task_init,0.05,all,10,11,1,564,15436,564,11178,0.01950354609929078,6.47836227001814e-05
reference_confirm3,task_init,0.05,all,11,22,9,564,15436,564,10571,0.03900709219858156,0.0005830526043016325
reference_confirm3,task_init,0.05,all,12,37,17,564,15436,564,8982,0.06560283687943262,0.0011013215859030838
reference_confirm3,task_init,0.05,all,13,39,73,564,15436,564,6735,0.06914893617021277,0.004729204457113242
reference_confirm3,task_init,0.05,all,14,44,113,564,15436,564,5543,0.07801418439716312,0.007320549365120497
reference_confirm3,task_init,0.05,all,15,56,119,564,15436,564,4584,0.09929078014184398,0.007709251101321586
reference_confirm3,task_init,0.05,all,16,76,128,564,15436,564,4239,0.1347517730496454,0.008292303705623219
reference_confirm3,task_init,0.05,all,17,104,133,564,15436,564,4024,0.18439716312056736,0.008616221819124125
reference_confirm3,task_init,0.05,all,18,128,139,564,15436,564,3739,0.22695035460992907,0.009004923555325214
reference_confirm3,task_init,0.05,all,19,145,148,564,15436,564,3530,0.2570921985815603,0.009587976159626846
reference_confirm3,task_init,0.05,all,20,172,155,564,15436,564,3431,0.3049645390070922,0.010041461518528116
reference_confirm3,task_init,0.05,all,21,207,167,564,15436,564,3212,0.3670212765957447,0.010818864990930294
reference_confirm3,task_init,0.05,all,22,217,177,564,15436,424,2776,0.38475177304964536,0.011466701217932107
reference_confirm3,task_init,0.05,all,23,221,184,564,15436,424,2326,0.39184397163120566,0.011920186576833377
reference_confirm3,task_init,0.05,all,24,228,188,564,15436,424,1750,0.40425531914893614,0.012179321067634101
reference_confirm3,task_init,0.05,all,25,250,192,564,15436,424,1118,0.4432624113475177,0.012438455558434827
reference_confirm3,task_init,0.05,all,26,265,193,564,15436,424,707,0.4698581560283688,0.012503239181135009
reference_confirm3,task_init,0.05,all,27,271,193,564,15436,424,499,0.4804964539007092,0.012503239181135009
reference_confirm3,task_init,0.05,all,28,276,193,564,15436,380,389,0.48936170212765956,0.012503239181135009
reference_confirm3,task_init,0.05,all,29,280,193,564,15436,380,355,0.49645390070921985,0.012503239181135009
reference_confirm3,task_init,0.05,all,30,289,193,564,15436,274,333,0.5124113475177305,0.012503239181135009
reference_confirm3,task_init,0.05,all,31,304,196,564,15436,274,313,0.5390070921985816,0.012697590049235553
reference_confirm3,task_init,0.05,all,32,331,200,564,15436,274,295,0.5868794326241135,0.012956724540036279
reference_confirm3,task_init,0.05,all,33,365,202,564,15436,274,287,0.6471631205673759,0.013086291785436641
reference_confirm3,task_init,0.05,all,34,387,206,564,15436,274,284,0.6861702127659575,0.013345426276237367
reference_confirm3,task_init,0.05,all,35,395,207,564,15436,274,278,0.700354609929078,0.013410209898937549
reference_confirm3,task_init,0.05,all,36,405,208,564,15436,274,270,0.7180851063829787,0.01347499352163773
reference_confirm3,task_init,0.05,all,37,413,209,564,15436,274,245,0.7322695035460993,0.01353977714433791
reference_confirm3,task_init,0.05,all,38,414,210,564,15436,274,185,0.7340425531914894,0.013604560767038093
reference_confirm3,task_init,0.05,all,39,415,211,564,15436,274,110,0.7358156028368794,0.013669344389738275
reference_confirm3,task_init,0.05,all,40,417,211,564,15436,274,60,0.7393617021276596,0.013669344389738275
reference_confirm3,task_init,0.05,all,41,420,211,564,15436,274,37,0.7446808510638298,0.013669344389738275
reference_confirm3,task_init,0.05,all,42,422,211,564,15436,274,28,0.74822695035461,0.013669344389738275
reference_confirm3,task_init,0.05,all,43,422,211,564,15436,274,23,0.74822695035461,0.013669344389738275
reference_confirm3,task_init,0.05,all,44,424,211,564,15436,274,14,0.75177304964539,0.013669344389738275
reference_confirm3,task_init,0.05,all,45,426,211,564,15436,274,11,0.7553191489361702,0.013669344389738275
reference_confirm3,task_init,0.05,all,46,427,211,564,15436,274,8,0.7570921985815603,0.013669344389738275
reference_confirm3,task_init,0.05,all,47,431,211,564,15436,274,5,0.7641843971631206,0.013669344389738275
reference_confirm3,task_init,0.05,all,48,433,211,564,15436,274,2,0.7677304964539007,0.013669344389738275
reference_confirm3,task_init,0.05,all,49,436,211,564,15436,274,2,0.7730496453900709,0.013669344389738275
reference_confirm3,task_init,0.05,all,50,439,211,564,15436,274,2,0.7783687943262412,0.013669344389738275
reference_confirm3,task_init,0.05,all,51,442,211,564,15436,274,0,0.7836879432624113,0.013669344389738275
reference_confirm3,task_init,0.05,libero_goal,0,0,0,106,3894,106,3894,0.0,0.0
reference_confirm3,task_init,0.05,libero_goal,1,0,0,106,3894,106,3894,0.0,0.0
reference_confirm3,task_init,0.05,libero_goal,2,0,0,106,3894,106,3894,0.0,0.0
reference_confirm3,task_init,0.05,libero_goal,3,0,0,106,3894,106,3894,0.0,0.0
reference_confirm3,task_init,0.05,libero_goal,4,0,0,106,3894,106,3894,0.0,0.0
reference_confirm3,task_init,0.05,libero_goal,5,0,0,106,3894,106,3894,0.0,0.0
reference_confirm3,task_init,0.05,libero_goal,6,0,0,106,3894,106,3894,0.0,0.0
reference_confirm3,task_init,0.05,libero_goal,7,0,0,106,3894,106,3771,0.0,0.0
reference_confirm3,task_init,0.05,libero_goal,8,0,0,106,3894,106,3073,0.0,0.0
reference_confirm3,task_init,0.05,libero_goal,9,0,0,106,3894,106,1921,0.0,0.0
reference_confirm3,task_init,0.05,libero_goal,10,0,0,106,3894,106,1566,0.0,0.0
reference_confirm3,task_init,0.05,libero_goal,11,1,6,106,3894,106,1553,0.009433962264150943,0.0015408320493066256
reference_confirm3,task_init,0.05,libero_goal,12,4,7,106,3894,106,1277,0.03773584905660377,0.0017976373908577298
reference_confirm3,task_init,0.05,libero_goal,13,5,9,106,3894,106,729,0.04716981132075472,0.0023112480739599386
reference_confirm3,task_init,0.05,libero_goal,14,7,10,106,3894,106,495,0.0660377358490566,0.0025680534155110425
reference_confirm3,task_init,0.05,libero_goal,15,14,11,106,3894,106,413,0.1320754716981132,0.002824858757062147
reference_confirm3,task_init,0.05,libero_goal,16,22,11,106,3894,106,394,0.20754716981132076,0.002824858757062147
reference_confirm3,task_init,0.05,libero_goal,17,32,13,106,3894,106,369,0.3018867924528302,0.003338469440164355
reference_confirm3,task_init,0.05,libero_goal,18,38,14,106,3894,106,221,0.3584905660377358,0.0035952747817154596
reference_confirm3,task_init,0.05,libero_goal,19,39,15,106,3894,106,83,0.36792452830188677,0.003852080123266564
reference_confirm3,task_init,0.05,libero_goal,20,41,16,106,3894,106,33,0.3867924528301887,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,21,43,16,106,3894,106,18,0.4056603773584906,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,22,48,16,106,3894,106,9,0.4528301886792453,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,23,49,16,106,3894,106,6,0.46226415094339623,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,24,51,16,106,3894,106,5,0.4811320754716981,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,25,70,16,106,3894,106,2,0.660377358490566,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,26,81,16,106,3894,106,1,0.7641509433962265,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,27,85,16,106,3894,106,1,0.8018867924528302,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,28,89,16,106,3894,106,1,0.839622641509434,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,29,90,16,106,3894,106,1,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,30,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,31,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,32,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,33,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,34,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,35,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,36,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,37,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,38,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,39,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,40,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,41,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,42,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,43,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,44,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,45,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,46,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,47,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,48,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,49,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,50,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_goal,51,90,16,106,3894,0,0,0.8490566037735849,0.004108885464817668
reference_confirm3,task_init,0.05,libero_long,0,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,task_init,0.05,libero_long,1,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,task_init,0.05,libero_long,2,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,task_init,0.05,libero_long,3,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,task_init,0.05,libero_long,4,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,task_init,0.05,libero_long,5,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,task_init,0.05,libero_long,6,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,task_init,0.05,libero_long,7,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,task_init,0.05,libero_long,8,0,0,274,3726,274,3726,0.0,0.0
reference_confirm3,task_init,0.05,libero_long,9,7,1,274,3726,274,3726,0.025547445255474453,0.00026838432635534085
reference_confirm3,task_init,0.05,libero_long,10,11,1,274,3726,274,3726,0.040145985401459854,0.00026838432635534085
reference_confirm3,task_init,0.05,libero_long,11,20,2,274,3726,274,3726,0.072992700729927,0.0005367686527106817
reference_confirm3,task_init,0.05,libero_long,12,31,5,274,3726,274,3726,0.11313868613138686,0.0013419216317767043
reference_confirm3,task_init,0.05,libero_long,13,31,7,274,3726,274,3726,0.11313868613138686,0.001878690284487386
reference_confirm3,task_init,0.05,libero_long,14,31,7,274,3726,274,3726,0.11313868613138686,0.001878690284487386
reference_confirm3,task_init,0.05,libero_long,15,32,10,274,3726,274,3694,0.11678832116788321,0.0026838432635534087
reference_confirm3,task_init,0.05,libero_long,16,37,13,274,3726,274,3644,0.13503649635036497,0.003488996242619431
reference_confirm3,task_init,0.05,libero_long,17,41,15,274,3726,274,3560,0.14963503649635038,0.004025764895330112
reference_confirm3,task_init,0.05,libero_long,18,41,19,274,3726,274,3475,0.14963503649635038,0.005099302200751476
reference_confirm3,task_init,0.05,libero_long,19,41,25,274,3726,274,3421,0.14963503649635038,0.0067096081588835215
reference_confirm3,task_init,0.05,libero_long,20,41,31,274,3726,274,3380,0.14963503649635038,0.008319914117015567
reference_confirm3,task_init,0.05,libero_long,21,43,43,274,3726,274,3183,0.15693430656934307,0.011540526033279656
reference_confirm3,task_init,0.05,libero_long,22,44,53,274,3726,274,2761,0.16058394160583941,0.014224369296833066
reference_confirm3,task_init,0.05,libero_long,23,46,60,274,3726,274,2316,0.1678832116788321,0.01610305958132045
reference_confirm3,task_init,0.05,libero_long,24,47,64,274,3726,274,1743,0.17153284671532848,0.017176596886741814
reference_confirm3,task_init,0.05,libero_long,25,48,68,274,3726,274,1114,0.17518248175182483,0.01825013419216318
reference_confirm3,task_init,0.05,libero_long,26,51,69,274,3726,274,705,0.18613138686131386,0.018518518518518517
reference_confirm3,task_init,0.05,libero_long,27,53,69,274,3726,274,497,0.19343065693430658,0.018518518518518517
reference_confirm3,task_init,0.05,libero_long,28,54,69,274,3726,274,388,0.19708029197080293,0.018518518518518517
reference_confirm3,task_init,0.05,libero_long,29,57,69,274,3726,274,354,0.20802919708029197,0.018518518518518517
reference_confirm3,task_init,0.05,libero_long,30,66,69,274,3726,274,333,0.24087591240875914,0.018518518518518517
reference_confirm3,task_init,0.05,libero_long,31,81,72,274,3726,274,313,0.2956204379562044,0.01932367149758454
reference_confirm3,task_init,0.05,libero_long,32,108,76,274,3726,274,295,0.39416058394160586,0.020397208803005905
reference_confirm3,task_init,0.05,libero_long,33,142,78,274,3726,274,287,0.5182481751824818,0.020933977455716585
reference_confirm3,task_init,0.05,libero_long,34,164,82,274,3726,274,284,0.5985401459854015,0.02200751476113795
reference_confirm3,task_init,0.05,libero_long,35,172,83,274,3726,274,278,0.6277372262773723,0.02227589908749329
reference_confirm3,task_init,0.05,libero_long,36,182,84,274,3726,274,270,0.6642335766423357,0.02254428341384863
reference_confirm3,task_init,0.05,libero_long,37,190,85,274,3726,274,245,0.6934306569343066,0.022812667740203973
reference_confirm3,task_init,0.05,libero_long,38,191,86,274,3726,274,185,0.6970802919708029,0.02308105206655931
reference_confirm3,task_init,0.05,libero_long,39,192,87,274,3726,274,110,0.7007299270072993,0.023349436392914653
reference_confirm3,task_init,0.05,libero_long,40,194,87,274,3726,274,60,0.708029197080292,0.023349436392914653
reference_confirm3,task_init,0.05,libero_long,41,197,87,274,3726,274,37,0.718978102189781,0.023349436392914653
reference_confirm3,task_init,0.05,libero_long,42,199,87,274,3726,274,28,0.7262773722627737,0.023349436392914653
reference_confirm3,task_init,0.05,libero_long,43,199,87,274,3726,274,23,0.7262773722627737,0.023349436392914653
reference_confirm3,task_init,0.05,libero_long,44,201,87,274,3726,274,14,0.7335766423357665,0.023349436392914653
reference_confirm3,task_init,0.05,libero_long,45,203,87,274,3726,274,11,0.7408759124087592,0.023349436392914653
reference_confirm3,task_init,0.05,libero_long,46,204,87,274,3726,274,8,0.7445255474452555,0.023349436392914653
reference_confirm3,task_init,0.05,libero_long,47,208,87,274,3726,274,5,0.7591240875912408,0.023349436392914653
reference_confirm3,task_init,0.05,libero_long,48,210,87,274,3726,274,2,0.7664233576642335,0.023349436392914653
