fold,method,calibration,alpha,threshold,watch_threshold,rank,units,exceedances
1,absolute_gate,episode,0.01,3.1700425148010254,2.3201777935028076,3086,3116,30
1,absolute_gate,episode,0.02,2.9579567909240723,2.3201777935028076,3055,3116,61
1,absolute_gate,episode,0.05,2.6946587562561035,2.3201777935028076,2962,3116,154
1,recovery,episode,0.005,3.399876832962036,2.3201777935028076,3102,3116,14
1,recovery,episode,0.01,3.1700425148010254,2.3201777935028076,3086,3116,30
1,recovery,episode,0.02,2.9579567909240723,2.3201777935028076,3055,3116,61
1,recovery,episode,0.05,2.6946587562561035,2.3201777935028076,2962,3116,154
1,recovery_fixed,episode,0.005,3.1946489810943604,2.1592764854431152,3102,3116,14
1,recovery_fixed,episode,0.01,2.9815213680267334,2.1592764854431152,3086,3116,30
1,recovery_fixed,episode,0.02,2.840189218521118,2.1592764854431152,3055,3116,61
1,recovery_fixed,episode,0.05,2.4541447162628174,2.1592764854431152,2962,3116,154
1,recovery_confirm2,episode,0.005,3.115631580352783,2.101433038711548,3102,3116,14
1,recovery_confirm2,episode,0.01,2.9839346408843994,2.101433038711548,3086,3116,30
1,recovery_confirm2,episode,0.02,2.7630937099456787,2.101433038711548,3055,3116,61
1,recovery_confirm2,episode,0.05,2.4423177242279053,2.101433038711548,2962,3116,154
1,recovery_confirm3,episode,0.005,2.9830198287963867,1.931497573852539,3102,3116,14
1,recovery_confirm3,episode,0.01,2.7755281925201416,1.931497573852539,3086,3116,30
1,recovery_confirm3,episode,0.02,2.557504892349243,1.931497573852539,3055,3116,61
1,recovery_confirm3,episode,0.05,2.2349207401275635,1.931497573852539,2962,3116,154
1,reference_confirm3,episode,0.005,4.059776782989502,2.5780227184295654,3102,3116,14
1,reference_confirm3,episode,0.01,3.5792477130889893,2.5780227184295654,3086,3116,30
1,reference_confirm3,episode,0.02,3.3396732807159424,2.5780227184295654,3055,3116,61
1,reference_confirm3,episode,0.05,2.9749677181243896,2.5780227184295654,2962,3116,154
1,recent4_confirm2,episode,0.005,4.4979987144470215,2.8715193271636963,3102,3116,14
1,recent4_confirm2,episode,0.01,3.9492931365966797,2.8715193271636963,3086,3116,30
1,recent4_confirm2,episode,0.02,3.6995623111724854,2.8715193271636963,3055,3116,61
1,recent4_confirm2,episode,0.05,3.272080659866333,2.8715193271636963,2962,3116,154
1,clock,episode,0.005,39.0,24.0,3102,3116,10
1,clock,episode,0.01,38.0,24.0,3086,3116,19
1,clock,episode,0.02,32.0,24.0,3055,3116,61
1,clock,episode,0.05,25.0,24.0,2962,3116,123
1,v82_reference,task_init,0.005,8.382606506347656,3.5835461616516113,398,398,0
1,v82_reference,task_init,0.01,5.858396530151367,3.5835461616516113,396,398,2
1,v82_reference,task_init,0.02,4.900214195251465,3.5835461616516113,392,398,6
1,v82_reference,task_init,0.05,4.092983722686768,3.5835461616516113,380,398,18
1,recent4,task_init,0.005,8.382606506347656,3.5835461616516113,398,398,0
1,recent4,task_init,0.01,5.858396530151367,3.5835461616516113,396,398,2
1,recent4,task_init,0.02,4.900214195251465,3.5835461616516113,392,398,6
1,recent4,task_init,0.05,4.092983722686768,3.5835461616516113,380,398,18
1,absolute_gate,task_init,0.005,4.461343288421631,2.90686297416687,398,398,0
1,absolute_gate,task_init,0.01,3.6085364818573,2.90686297416687,396,398,2
1,absolute_gate,task_init,0.02,3.4885623455047607,2.90686297416687,392,398,6
1,absolute_gate,task_init,0.05,3.16705060005188,2.90686297416687,380,398,18
1,recovery,task_init,0.005,4.461343288421631,2.90686297416687,398,398,0
1,recovery,task_init,0.01,3.6085364818573,2.90686297416687,396,398,2
1,recovery,task_init,0.02,3.4885623455047607,2.90686297416687,392,398,6
1,recovery,task_init,0.05,3.16705060005188,2.90686297416687,380,398,18
1,recovery_fixed,task_init,0.005,4.461343288421631,2.6527230739593506,398,398,0
1,recovery_fixed,task_init,0.01,3.3599131107330322,2.6527230739593506,396,398,2
1,recovery_fixed,task_init,0.02,3.3111560344696045,2.6527230739593506,392,398,6
1,recovery_fixed,task_init,0.05,2.9659180641174316,2.6527230739593506,380,398,18
1,recovery_confirm2,task_init,0.005,4.110389709472656,2.611955165863037,398,398,0
1,recovery_confirm2,task_init,0.01,3.5216076374053955,2.611955165863037,396,398,2
1,recovery_confirm2,task_init,0.02,3.27506160736084,2.611955165863037,392,398,6
1,recovery_confirm2,task_init,0.05,2.964912176132202,2.611955165863037,380,398,18
1,recovery_confirm3,task_init,0.005,4.054225444793701,2.4029152393341064,398,398,0
1,recovery_confirm3,task_init,0.01,3.2804150581359863,2.4029152393341064,396,398,2
1,recovery_confirm3,task_init,0.02,3.056253671646118,2.4029152393341064,392,398,6
1,recovery_confirm3,task_init,0.05,2.8140952587127686,2.4029152393341064,380,398,18
1,reference_confirm3,task_init,0.005,7.401341915130615,3.054687023162842,398,398,0
1,reference_confirm3,task_init,0.01,5.067328453063965,3.054687023162842,396,398,2
1,reference_confirm3,task_init,0.02,4.280494689941406,3.054687023162842,392,398,6
1,reference_confirm3,task_init,0.05,3.4732768535614014,3.054687023162842,380,398,18
1,recent4_confirm2,task_init,0.005,7.608689308166504,3.4034979343414307,398,398,0
1,recent4_confirm2,task_init,0.01,5.621367931365967,3.4034979343414307,396,398,2
1,recent4_confirm2,task_init,0.02,4.584266662597656,3.4034979343414307,392,398,6
1,recent4_confirm2,task_init,0.05,3.907496452331543,3.4034979343414307,380,398,18
1,clock,task_init,0.005,43.0,25.0,398,398,0
1,clock,task_init,0.01,40.0,25.0,396,398,2
1,clock,task_init,0.02,38.0,25.0,392,398,6
1,clock,task_init,0.05,29.0,25.0,380,398,14
2,v82_reference,episode,0.005,4.8836588859558105,3.2147693634033203,3063,3077,14
2,v82_reference,episode,0.01,4.389568328857422,3.2147693634033203,3048,3077,29
2,v82_reference,episode,0.02,4.0754899978637695,3.2147693634033203,3017,3077,60
2,v82_reference,episode,0.05,3.6368885040283203,3.2147693634033203,2925,3077,152
2,recent4,episode,0.005,4.8836588859558105,3.2147693634033203,3063,3077,14
2,recent4,episode,0.01,4.389568328857422,3.2147693634033203,3048,3077,29
2,recent4,episode,0.02,4.0754899978637695,3.2147693634033203,3017,3077,60
2,recent4,episode,0.05,3.6368885040283203,3.2147693634033203,2925,3077,152
2,absolute_gate,episode,0.005,3.9365451335906982,2.447359800338745,3063,3077,14
2,absolute_gate,episode,0.01,3.423464298248291,2.447359800338745,3048,3077,29
2,absolute_gate,episode,0.02,3.178027391433716,2.447359800338745,3017,3077,60
2,absolute_gate,episode,0.05,2.8246092796325684,2.447359800338745,2925,3077,152
2,recovery,episode,0.005,3.9365451335906982,2.447359800338745,3063,3077,14
2,recovery,episode,0.01,3.423464298248291,2.447359800338745,3048,3077,29
2,recovery,episode,0.02,3.178027391433716,2.447359800338745,3017,3077,60
2,recovery,episode,0.05,2.8246092796325684,2.447359800338745,2925,3077,152
2,recovery_fixed,episode,0.005,3.57251238822937,2.2361299991607666,3063,3077,14
2,recovery_fixed,episode,0.01,3.220881462097168,2.2361299991607666,3048,3077,29
2,recovery_fixed,episode,0.02,3.0391135215759277,2.2361299991607666,3017,3077,60
2,recovery_fixed,episode,0.05,2.6060469150543213,2.2361299991607666,2925,3077,152
2,recovery_confirm2,episode,0.005,3.63232159614563,2.215958833694458,3063,3077,14
2,recovery_confirm2,episode,0.01,3.2585391998291016,2.215958833694458,3048,3077,29
2,recovery_confirm2,episode,0.02,3.0022025108337402,2.215958833694458,3017,3077,60
2,recovery_confirm2,episode,0.05,2.6515700817108154,2.215958833694458,2925,3077,152
2,recovery_confirm3,episode,0.005,3.452505588531494,2.041731834411621,3063,3077,14
2,recovery_confirm3,episode,0.01,3.0106587409973145,2.041731834411621,3048,3077,29
2,recovery_confirm3,episode,0.02,2.816063165664673,2.041731834411621,3017,3077,60
2,recovery_confirm3,episode,0.05,2.450364351272583,2.041731834411621,2925,3077,152
2,reference_confirm3,episode,0.005,4.330686569213867,2.6909101009368896,3063,3077,14
2,reference_confirm3,episode,0.01,3.769850969314575,2.6909101009368896,3048,3077,29
2,reference_confirm3,episode,0.02,3.49851655960083,2.6909101009368896,3017,3077,60
2,reference_confirm3,episode,0.05,3.1017234325408936,2.6909101009368896,2925,3077,152
2,recent4_confirm2,episode,0.005,4.699488639831543,2.9939754009246826,3063,3077,14
2,recent4_confirm2,episode,0.01,4.20906400680542,2.9939754009246826,3048,3077,29
2,recent4_confirm2,episode,0.02,3.8470535278320312,2.9939754009246826,3017,3077,60
2,recent4_confirm2,episode,0.05,3.4003915786743164,2.9939754009246826,2925,3077,152
2,clock,episode,0.005,39.0,24.0,3063,3077,12
2,clock,episode,0.01,38.0,24.0,3048,3077,19
2,clock,episode,0.02,28.0,24.0,3017,3077,58
2,clock,episode,0.05,25.0,24.0,2925,3077,151
2,v82_reference,task_init,0.005,8.656246185302734,3.8357412815093994,398,398,0
2,v82_reference,task_init,0.01,6.201844692230225,3.8357412815093994,396,398,2
2,v82_reference,task_init,0.02,5.245735168457031,3.8357412815093994,392,398,6
2,v82_reference,task_init,0.05,4.279542446136475,3.8357412815093994,380,398,18
2,recent4,task_init,0.005,8.656246185302734,3.8357412815093994,398,398,0
2,recent4,task_init,0.01,6.201844692230225,3.8357412815093994,396,398,2
2,recent4,task_init,0.02,5.245735168457031,3.8357412815093994,392,398,6
2,recent4,task_init,0.05,4.279542446136475,3.8357412815093994,380,398,18
2,absolute_gate,task_init,0.005,5.264875888824463,3.0466063022613525,398,398,0
2,absolute_gate,task_init,0.01,4.688794136047363,3.0466063022613525,396,398,2
2,absolute_gate,task_init,0.02,4.02904748916626,3.0466063022613525,392,398,6
2,absolute_gate,task_init,0.05,3.359051465988159,3.0466063022613525,380,398,18
2,recovery,task_init,0.005,5.264875888824463,3.0466063022613525,398,398,0
2,recovery,task_init,0.01,4.688794136047363,3.0466063022613525,396,398,2
2,recovery,task_init,0.02,4.02904748916626,3.0466063022613525,392,398,6
2,recovery,task_init,0.05,3.359051465988159,3.0466063022613525,380,398,18
2,recovery_fixed,task_init,0.005,4.96968412399292,2.7858924865722656,398,398,0
2,recovery_fixed,task_init,0.01,4.499520301818848,2.7858924865722656,396,398,2
2,recovery_fixed,task_init,0.02,3.947413682937622,2.7858924865722656,392,398,6
2,recovery_fixed,task_init,0.05,3.1336512565612793,2.7858924865722656,380,398,18
2,recovery_confirm2,task_init,0.005,5.048356533050537,2.779960870742798,398,398,0
2,recovery_confirm2,task_init,0.01,4.683462619781494,2.779960870742798,396,398,2
2,recovery_confirm2,task_init,0.02,3.707850933074951,2.779960870742798,392,398,6
2,recovery_confirm2,task_init,0.05,3.202289581298828,2.779960870742798,380,398,18
2,recovery_confirm3,task_init,0.005,4.923415184020996,2.6929373741149902,398,398,0
2,recovery_confirm3,task_init,0.01,4.683462619781494,2.6929373741149902,396,398,2
2,recovery_confirm3,task_init,0.02,3.609139919281006,2.6929373741149902,392,398,6
2,recovery_confirm3,task_init,0.05,2.942214012145996,2.6929373741149902,380,398,18
2,reference_confirm3,task_init,0.005,8.16348648071289,3.350919485092163,398,398,0
2,reference_confirm3,task_init,0.01,5.226946830749512,3.350919485092163,396,398,2
2,reference_confirm3,task_init,0.02,4.70766544342041,3.350919485092163,392,398,6
2,reference_confirm3,task_init,0.05,3.6915223598480225,3.350919485092163,380,398,18
2,recent4_confirm2,task_init,0.005,8.293749809265137,3.5327069759368896,398,398,0
2,recent4_confirm2,task_init,0.01,5.332963943481445,3.5327069759368896,396,398,2
2,recent4_confirm2,task_init,0.02,4.986187934875488,3.5327069759368896,392,398,6
2,recent4_confirm2,task_init,0.05,4.154790878295898,3.5327069759368896,380,398,18
2,clock,task_init,0.005,51.0,26.0,398,398,0
2,clock,task_init,0.01,41.0,26.0,396,398,2
2,clock,task_init,0.02,39.0,26.0,392,398,5
2,clock,task_init,0.05,28.0,26.0,380,398,17
3,v82_reference,episode,0.005,4.993871212005615,3.171823024749756,3082,3096,14
3,v82_reference,episode,0.01,4.589912414550781,3.171823024749756,3067,3096,29
3,v82_reference,episode,0.02,4.087951183319092,3.171823024749756,3036,3096,60
3,v82_reference,episode,0.05,3.5913758277893066,3.171823024749756,2943,3096,153
3,recent4,episode,0.005,4.993871212005615,3.171823024749756,3082,3096,14
3,recent4,episode,0.01,4.589912414550781,3.171823024749756,3067,3096,29
3,recent4,episode,0.02,4.087951183319092,3.171823024749756,3036,3096,60
3,recent4,episode,0.05,3.5913758277893066,3.171823024749756,2943,3096,153
3,absolute_gate,episode,0.005,3.7599923610687256,2.385575771331787,3082,3096,14
3,absolute_gate,episode,0.01,3.5556249618530273,2.385575771331787,3067,3096,29
3,absolute_gate,episode,0.02,3.241285562515259,2.385575771331787,3036,3096,60
3,absolute_gate,episode,0.05,2.737746238708496,2.385575771331787,2943,3096,153
3,recovery,episode,0.005,3.7599923610687256,2.385575771331787,3082,3096,14
3,recovery,episode,0.01,3.5556249618530273,2.385575771331787,3067,3096,29
3,recovery,episode,0.02,3.241285562515259,2.385575771331787,3036,3096,60
3,recovery,episode,0.05,2.737746238708496,2.385575771331787,2943,3096,153
3,recovery_fixed,episode,0.005,3.5760788917541504,2.195347785949707,3082,3096,14
3,recovery_fixed,episode,0.01,3.2537920475006104,2.195347785949707,3067,3096,29
3,recovery_fixed,episode,0.02,2.984375238418579,2.195347785949707,3036,3096,60
3,recovery_fixed,episode,0.05,2.5456337928771973,2.195347785949707,2943,3096,153
3,recovery_confirm2,episode,0.005,3.6626720428466797,2.201883316040039,3082,3096,14
3,recovery_confirm2,episode,0.01,3.3339085578918457,2.201883316040039,3067,3096,29
3,recovery_confirm2,episode,0.02,3.0592100620269775,2.201883316040039,3036,3096,60
3,recovery_confirm2,episode,0.05,2.516932725906372,2.201883316040039,2943,3096,153
3,recovery_confirm3,episode,0.005,3.5184500217437744,1.9968520402908325,3082,3096,14
3,recovery_confirm3,episode,0.01,3.1503190994262695,1.9968520402908325,3067,3096,29
3,recovery_confirm3,episode,0.02,2.7715542316436768,1.9968520402908325,3036,3096,60
3,recovery_confirm3,episode,0.05,2.334657907485962,1.9968520402908325,2943,3096,153
3,reference_confirm3,episode,0.005,4.319805145263672,2.677201509475708,3082,3096,14
3,reference_confirm3,episode,0.01,4.00273323059082,2.677201509475708,3067,3096,29
3,reference_confirm3,episode,0.02,3.501838445663452,2.677201509475708,3036,3096,60
3,reference_confirm3,episode,0.05,3.0675594806671143,2.677201509475708,2943,3096,153
3,recent4_confirm2,episode,0.005,4.7181172370910645,2.9619810581207275,3082,3096,14
3,recent4_confirm2,episode,0.01,4.250314235687256,2.9619810581207275,3067,3096,29
3,recent4_confirm2,episode,0.02,3.868603467941284,2.9619810581207275,3036,3096,60
3,recent4_confirm2,episode,0.05,3.3762435913085938,2.9619810581207275,2943,3096,153
3,clock,episode,0.005,39.0,24.0,3082,3096,9
3,clock,episode,0.01,38.0,24.0,3067,3096,27
3,clock,episode,0.02,36.0,24.0,3036,3096,57
3,clock,episode,0.05,26.0,24.0,2943,3096,121
3,v82_reference,task_init,0.005,8.422975540161133,3.838193893432617,399,400,1
3,v82_reference,task_init,0.01,6.9845757484436035,3.838193893432617,397,400,3
3,v82_reference,task_init,0.02,6.260674953460693,3.838193893432617,393,400,7
3,v82_reference,task_init,0.05,4.6241984367370605,3.838193893432617,381,400,19
3,recent4,task_init,0.005,8.422975540161133,3.838193893432617,399,400,1
3,recent4,task_init,0.01,6.9845757484436035,3.838193893432617,397,400,3
3,recent4,task_init,0.02,6.260674953460693,3.838193893432617,393,400,7
3,recent4,task_init,0.05,4.6241984367370605,3.838193893432617,381,400,19
3,absolute_gate,task_init,0.005,5.109131813049316,3.0272328853607178,399,400,1
3,absolute_gate,task_init,0.01,4.6241984367370605,3.0272328853607178,397,400,3
3,absolute_gate,task_init,0.02,4.182772159576416,3.0272328853607178,393,400,7
3,absolute_gate,task_init,0.05,3.66841983795166,3.0272328853607178,381,400,19
3,recovery,task_init,0.005,5.109131813049316,3.0272328853607178,399,400,1
3,recovery,task_init,0.01,4.6241984367370605,3.0272328853607178,397,400,3
3,recovery,task_init,0.02,4.182772159576416,3.0272328853607178,393,400,7
3,recovery,task_init,0.05,3.66841983795166,3.0272328853607178,381,400,19
3,recovery_fixed,task_init,0.005,5.109131813049316,2.930582284927368,399,400,1
3,recovery_fixed,task_init,0.01,4.2111687660217285,2.930582284927368,397,400,3
3,recovery_fixed,task_init,0.02,3.8955209255218506,2.930582284927368,393,400,7
3,recovery_fixed,task_init,0.05,3.334791660308838,2.930582284927368,381,400,19
3,recovery_confirm2,task_init,0.005,5.095773696899414,2.824713945388794,399,400,1
3,recovery_confirm2,task_init,0.01,4.383686065673828,2.824713945388794,397,400,3
3,recovery_confirm2,task_init,0.02,4.099558353424072,2.824713945388794,393,400,7
3,recovery_confirm2,task_init,0.05,3.4932777881622314,2.824713945388794,381,400,19
3,recovery_confirm3,task_init,0.005,5.083734512329102,2.561857223510742,399,400,1
3,recovery_confirm3,task_init,0.01,4.088212966918945,2.561857223510742,397,400,3
3,recovery_confirm3,task_init,0.02,3.884843111038208,2.561857223510742,393,400,7
3,recovery_confirm3,task_init,0.05,3.3289432525634766,2.561857223510742,381,400,19
3,reference_confirm3,task_init,0.005,8.361283302307129,3.4320764541625977,399,400,1
3,reference_confirm3,task_init,0.01,6.623143672943115,3.4320764541625977,397,400,3
3,reference_confirm3,task_init,0.02,5.833780765533447,3.4320764541625977,393,400,7
3,reference_confirm3,task_init,0.05,3.992055654525757,3.4320764541625977,381,400,19
3,recent4_confirm2,task_init,0.005,8.370500564575195,3.617628574371338,399,400,1
3,recent4_confirm2,task_init,0.01,6.78171968460083,3.617628574371338,397,400,3
3,recent4_confirm2,task_init,0.02,6.206849575042725,3.617628574371338,393,400,7
3,recent4_confirm2,task_init,0.05,4.2963080406188965,3.617628574371338,381,400,19
3,clock,task_init,0.005,49.0,26.0,399,400,0
3,clock,task_init,0.01,48.0,26.0,397,400,2
3,clock,task_init,0.02,40.0,26.0,393,400,7
3,clock,task_init,0.05,31.0,26.0,381,400,19
4,v82_reference,episode,0.005,4.702245235443115,3.0374202728271484,3068,3082,14
4,v82_reference,episode,0.01,4.196713924407959,3.0374202728271484,3053,3082,29
4,v82_reference,episode,0.02,3.9270834922790527,3.0374202728271484,3022,3082,60
4,v82_reference,episode,0.05,3.5422191619873047,3.0374202728271484,2929,3082,153
4,recent4,episode,0.005,4.702245235443115,3.0374202728271484,3068,3082,14
4,recent4,episode,0.01,4.196713924407959,3.0374202728271484,3053,3082,29
4,recent4,episode,0.02,3.9270834922790527,3.0374202728271484,3022,3082,60
4,recent4,episode,0.05,3.5422191619873047,3.0374202728271484,2929,3082,153
4,absolute_gate,episode,0.005,3.5959463119506836,2.3265023231506348,3068,3082,14
4,absolute_gate,episode,0.01,3.234693765640259,2.3265023231506348,3053,3082,29
4,absolute_gate,episode,0.02,2.9590492248535156,2.3265023231506348,3022,3082,60
4,absolute_gate,episode,0.05,2.606971502304077,2.3265023231506348,2929,3082,153
4,recovery,episode,0.005,3.5959463119506836,2.3265023231506348,3068,3082,14
4,recovery,episode,0.01,3.234693765640259,2.3265023231506348,3053,3082,29
4,recovery,episode,0.02,2.9590492248535156,2.3265023231506348,3022,3082,60
4,recovery,episode,0.05,2.606971502304077,2.3265023231506348,2929,3082,153
4,recovery_fixed,episode,0.005,3.2813353538513184,2.143759250640869,3068,3082,14
4,recovery_fixed,episode,0.01,2.94596529006958,2.143759250640869,3053,3082,29
4,recovery_fixed,episode,0.02,2.758593797683716,2.143759250640869,3022,3082,60
4,recovery_fixed,episode,0.05,2.429194211959839,2.143759250640869,2929,3082,153
4,recovery_confirm2,episode,0.005,3.326122999191284,2.1391499042510986,3068,3082,14
4,recovery_confirm2,episode,0.01,2.9855055809020996,2.1391499042510986,3053,3082,29
4,recovery_confirm2,episode,0.02,2.7046310901641846,2.1391499042510986,3022,3082,60
4,recovery_confirm2,episode,0.05,2.4110584259033203,2.1391499042510986,2929,3082,153
4,recovery_confirm3,episode,0.005,3.0129759311676025,1.9333218336105347,3068,3082,14
4,recovery_confirm3,episode,0.01,2.7402734756469727,1.9333218336105347,3053,3082,29
4,recovery_confirm3,episode,0.02,2.4790213108062744,1.9333218336105347,3022,3082,60
4,recovery_confirm3,episode,0.05,2.2210466861724854,1.9333218336105347,2929,3082,153
4,reference_confirm3,episode,0.005,3.9307823181152344,2.523069143295288,3068,3082,14
4,reference_confirm3,episode,0.01,3.641507148742676,2.523069143295288,3053,3082,29
4,reference_confirm3,episode,0.02,3.387963056564331,2.523069143295288,3022,3082,60
4,reference_confirm3,episode,0.05,2.9057323932647705,2.523069143295288,2929,3082,153
4,recent4_confirm2,episode,0.005,4.278260707855225,2.8461015224456787,3068,3082,14
