global_row,failure,suite,task,length,first_alarm,first_watch,last_state,alarm_entries,signal_clearances,alarm_clearances,first_alarm_clearance
468,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
469,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
470,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
471,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
472,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
473,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
474,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
475,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
476,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
477,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
478,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
479,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
480,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
481,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
482,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
483,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
484,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
485,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
486,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
487,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
488,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
489,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
490,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
491,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
492,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
493,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
494,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
495,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
496,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
497,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
498,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
499,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
500,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
501,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
502,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
503,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
504,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
505,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
506,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
507,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
508,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
509,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
510,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
511,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
512,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
513,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
514,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
515,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
516,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
517,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
518,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
519,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
520,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
521,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
522,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
523,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
524,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
525,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
526,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
527,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
528,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
529,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
530,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
531,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
532,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
533,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
534,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
535,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
536,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
537,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
538,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
539,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
540,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
541,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
542,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
543,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
544,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
545,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
546,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
547,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
548,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
549,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
550,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
551,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
552,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
553,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
554,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
555,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
556,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
557,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
558,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
559,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
560,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
561,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
562,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
563,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
564,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
565,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
566,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
567,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
568,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,14,-1,-1,NORMAL,0,0,0,-1
569,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,14,-1,-1,NORMAL,0,0,0,-1
570,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,14,-1,-1,NORMAL,0,0,0,-1
571,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,14,-1,-1,NORMAL,0,0,0,-1
572,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,15,-1,-1,NORMAL,0,0,0,-1
573,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,14,-1,-1,NORMAL,0,0,0,-1
574,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,14,-1,-1,NORMAL,0,0,0,-1
575,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,14,-1,-1,NORMAL,0,0,0,-1
576,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
577,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
578,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
579,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
580,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
581,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
582,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
583,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
584,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
585,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
586,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
587,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
588,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
589,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
590,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
591,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
592,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
593,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
594,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
595,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
596,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
597,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
598,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
599,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
600,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
601,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
602,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
603,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,14,-1,-1,NORMAL,0,0,0,-1
604,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
605,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,14,-1,-1,NORMAL,0,0,0,-1
606,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
607,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,14,-1,-1,NORMAL,0,0,0,-1
608,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
609,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
610,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
611,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
612,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
613,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
614,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
615,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
616,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
617,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
618,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
619,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
620,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
621,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
622,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
623,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
624,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
625,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
626,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
627,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
628,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
629,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
630,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
631,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,-1,-1,NORMAL,0,0,0,-1
632,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
633,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
634,False,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,-1,-1,NORMAL,0,0,0,-1
