fold,suite,seed,method,view,scope,origin,episodes,failures,auc,ap,task_macro_auc,within_init_macro_auc,scorable_fraction,mixed_tasks
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,common_horizon,unseen,round5,1200,78,0.6746423511129394,0.1630778458742008,0.5785646373771746,0.5996164021164022,0.6666666666666666,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,q7,seen,round5,531,12,0.5236030828516378,0.0282608999422617,0.6693265346350789,0.465079365079365,1.0,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,q7,unseen,round5,1189,78,0.455041658011955,0.0727956673684726,0.5374485663850346,0.5787320483749055,1.0,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,q14,seen,round5,43,12,0.9086021505376344,0.8570293758529054,0.5294117647058824,0.2857142857142857,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,q14,unseen,round5,428,78,0.5676556776556777,0.3415007622134409,0.3121898233983182,0.2769642857142856,1.0,2
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,q21,seen,round5,15,12,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k1,q21,unseen,round5,83,78,0.5743589743589743,0.9371090603886612,0.3259803921568627,0.21875,1.0,2
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,full,seen,round5,560,12,1.0,1.0,1.0,1.0,0.9482142857142856,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,full,unseen,round5,1200,78,0.9980460715754832,0.9650595608791738,0.9978539198674512,0.992063492063492,0.9908333333333332,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,common_horizon,seen,round5,560,12,0.4227493917274939,0.0184706356801813,0.4334717161062098,0.3190476190476191,0.8571428571428571,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,common_horizon,unseen,round5,1200,78,0.6801384889620183,0.1734831487651895,0.6048061376731527,0.6352645502645502,0.6666666666666666,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,q7,seen,round5,531,12,0.558766859344894,0.0330790243163792,0.6950750916336359,0.4619047619047618,1.0,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,q7,unseen,round5,1189,78,0.4481871264049482,0.0740449541330279,0.5636660387605693,0.596744142101285,1.0,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,q14,seen,round5,43,12,0.9274193548387096,0.8813299663299664,0.4705882352941176,0.1428571428571428,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,q14,unseen,round5,428,78,0.5765934065934066,0.3618346072904803,0.3157855310223421,0.3027380952380952,1.0,2
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,q21,seen,round5,15,12,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k5,q21,unseen,round5,83,78,0.5743589743589743,0.9413757272209304,0.321078431372549,0.25,1.0,2
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,full,seen,round5,560,12,1.0,1.0,1.0,1.0,0.9482142857142856,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,full,unseen,round5,1200,78,0.9980917775035422,0.9671235270651236,0.997797736935826,0.992063492063492,0.9908333333333332,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,common_horizon,seen,round5,560,12,0.4400851581508516,0.0191778640510177,0.3810689208236676,0.2507936507936508,0.8571428571428571,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,common_horizon,unseen,round5,1200,78,0.6837492572786691,0.179639554666842,0.6146186088183317,0.6482936507936508,0.6666666666666666,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,q7,seen,round5,531,12,0.5772318561335903,0.041702929502262,0.655330524199195,0.3936507936507936,1.0,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,q7,unseen,round5,1189,78,0.4334625770269334,0.0724688934690433,0.5765104784313263,0.5877891156462584,1.0,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,q14,seen,round5,43,12,0.9516129032258064,0.902433166248956,0.7058823529411765,0.4285714285714285,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,q14,unseen,round5,428,78,0.5916483516483516,0.3819098296983475,0.3208139034028129,0.2879761904761905,1.0,2
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,q21,seen,round5,15,12,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20,q21,unseen,round5,83,78,0.5717948717948718,0.941193433260459,0.3186274509803921,0.25,1.0,2
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,full,seen,round5,560,12,1.0,1.0,1.0,1.0,0.5642857142857143,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,full,unseen,round5,1200,78,0.9956122309063484,0.9489007973672722,0.9937712935026743,0.9892857142857144,0.3908333333333333,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,common_horizon,seen,round5,560,12,0.3115115571776156,0.0200595238095238,0.3797468354430379,0.3809523809523809,0.4285714285714285,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,common_horizon,unseen,round5,1200,78,0.6524578362813657,0.1052491733473789,0.4689589302769819,0.5151322751322751,0.3333333333333333,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,q7,seen,round5,531,12,0.5,0.0225988700564971,0.5,0.5,0.0,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,q7,unseen,round5,1189,78,0.5,0.0656013456686291,0.5,0.5,0.0,3
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,q14,seen,round5,43,12,0.8870967741935484,0.787924112924113,0.3529411764705882,0.1428571428571428,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,q14,unseen,round5,428,78,0.5308791208791209,0.2997273099388429,0.3401923329025975,0.2370436507936507,1.0,2
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,q21,seen,round5,15,12,0.9722222222222222,0.9935897435897436,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_success_knn_k20_persist3,q21,unseen,round5,83,78,0.4923076923076923,0.94279162233771,0.2883986928104575,0.5,1.0,2
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,full,seen,round5,560,12,1.0,1.0,1.0,1.0,0.9482142857142856,3
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,full,unseen,round5,1200,78,0.993052698935052,0.9086659204162264,0.9960676765125518,0.9899801587301588,0.9908333333333332,3
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,common_horizon,seen,round5,560,12,0.4671532846715328,0.025,0.398651980930462,0.4428571428571428,0.8571428571428571,3
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,common_horizon,unseen,round5,1200,78,0.5765345765345765,0.1094486341545165,0.519954847379202,0.5612103174603175,0.6666666666666666,3
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,q7,seen,round5,531,12,0.4161849710982659,0.0225988700564971,0.398651980930462,0.4428571428571428,1.0,3
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,q7,unseen,round5,1189,78,0.5072872671882573,0.0668527400550108,0.5153686190221872,0.56005291005291,1.0,3
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,q14,seen,round5,43,12,0.9166666666666666,0.8810989512083904,0.2941176470588235,0.2857142857142857,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,q14,unseen,round5,428,78,0.6232783882783883,0.3345546545984008,0.2774570668764163,0.2699603174603175,1.0,2
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,q21,seen,round5,15,12,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_vote_knn_k20,q21,unseen,round5,83,78,0.3743589743589743,0.9256261758482004,0.2328431372549019,0.359375,1.0,2
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,full,seen,round5,560,12,1.0,1.0,1.0,1.0,0.9482142857142856,3
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,full,unseen,round5,1200,78,0.9948466566113624,0.9627802802470524,0.9929969315752356,0.9918650793650792,0.9908333333333332,3
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,common_horizon,seen,round5,560,12,0.3388077858880778,0.0165819735495891,0.2597687049823126,0.4619047619047619,0.8571428571428571,3
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,common_horizon,unseen,round5,1200,78,0.643413775766717,0.1135095762841021,0.5374265177466139,0.4851851851851852,0.6666666666666666,3
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,q7,seen,round5,531,12,0.4006101477199743,0.0207525538555019,0.2977433885266163,0.3666666666666667,1.0,3
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,q7,unseen,round5,1189,78,0.4606037526829606,0.0597948261103765,0.5527491377571165,0.4653269085411942,1.0,3
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,q14,seen,round5,43,12,0.9112903225806452,0.8126866060496093,0.5882352941176471,0.2857142857142857,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,q14,unseen,round5,428,78,0.6156410256410256,0.3090116956710402,0.2738028353652827,0.293313492063492,1.0,2
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,q21,seen,round5,15,12,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,dyn_pca2_success_knn_k20,q21,unseen,round5,83,78,0.5384615384615384,0.9389585472345852,0.4591503267973856,0.4375,1.0,2
libero_goal_20260907,libero_goal,20260907,route_success_knn_k20,full,seen,round5,560,12,0.9960462287104624,0.8831815114709852,1.0,1.0,0.9482142857142856,3
libero_goal_20260907,libero_goal,20260907,route_success_knn_k20,full,unseen,round5,1200,78,0.9709196032725445,0.6379279234562563,0.9586702307366656,0.956084656084656,0.9908333333333332,3
libero_goal_20260907,libero_goal,20260907,route_success_knn_k20,common_horizon,seen,round5,560,12,0.7741788321167883,0.2603754600598048,0.7843713658587076,0.7904761904761904,0.8571428571428571,3
libero_goal_20260907,libero_goal,20260907,route_success_knn_k20,common_horizon,unseen,round5,1200,78,0.7338886603592486,0.4008104342387608,0.6773725007077149,0.5924999999999999,0.6666666666666666,3
libero_goal_20260907,libero_goal,20260907,route_success_knn_k20,q7,seen,round5,531,12,0.7901412973667309,0.6016662101363787,0.8434430958165136,0.8380952380952381,1.0,3
libero_goal_20260907,libero_goal,20260907,route_success_knn_k20,q7,unseen,round5,1189,78,0.3835998984513836,0.0690315709255188,0.5058880088374053,0.55010582010582,1.0,3
libero_goal_20260907,libero_goal,20260907,route_success_knn_k20,q14,seen,round5,43,12,0.8387096774193549,0.7204210141710142,0.2941176470588235,0.5714285714285714,1.0,1
libero_goal_20260907,libero_goal,20260907,route_success_knn_k20,q14,unseen,round5,428,78,0.7258974358974359,0.4702571384602659,0.3812152368110568,0.3272222222222222,1.0,2
libero_goal_20260907,libero_goal,20260907,route_success_knn_k20,q21,seen,round5,15,12,0.8055555555555556,0.9579004329004333,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,route_success_knn_k20,q21,unseen,round5,83,78,0.3794871794871794,0.9412242717569014,0.3292483660130719,0.25,1.0,2
libero_goal_20260907,libero_goal,20260907,eef_motion_low,full,seen,round5,560,12,0.9987834549878344,0.9252666315166316,1.0,1.0,0.9482142857142856,3
libero_goal_20260907,libero_goal,20260907,eef_motion_low,full,unseen,round5,1200,78,0.9987659399424106,0.9742842762126792,0.9984179961741352,0.9892857142857144,0.9908333333333332,3
libero_goal_20260907,libero_goal,20260907,eef_motion_low,common_horizon,seen,round5,560,12,0.4680656934306569,0.1023901529136889,0.6919417388167388,0.5777777777777778,0.8571428571428571,3
libero_goal_20260907,libero_goal,20260907,eef_motion_low,common_horizon,unseen,round5,1200,78,0.6751451163215869,0.1245504550786164,0.6537327858347358,0.6292592592592593,0.6666666666666666,3
libero_goal_20260907,libero_goal,20260907,eef_motion_low,q7,seen,round5,531,12,0.3156711624919717,0.0168308383394646,0.5864565067492283,0.3396825396825396,1.0,3
libero_goal_20260907,libero_goal,20260907,eef_motion_low,q7,unseen,round5,1189,78,0.7057282651342057,0.1102346730250673,0.6093473191661645,0.6721919879062735,1.0,3
libero_goal_20260907,libero_goal,20260907,eef_motion_low,q14,seen,round5,43,12,0.6532258064516129,0.518099481818994,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,eef_motion_low,q14,unseen,round5,428,78,0.6828571428571428,0.4044872527068248,0.7399900743487462,0.7584722222222222,1.0,2
libero_goal_20260907,libero_goal,20260907,eef_motion_low,q21,seen,round5,15,12,0.6388888888888888,0.9161528286528288,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,eef_motion_low,q21,unseen,round5,83,78,0.6384615384615384,0.9450447429170908,0.4583333333333333,0.25,1.0,2
libero_goal_20260907,libero_goal,20260907,clock_q7,full,seen,round5,560,12,1.0,1.0,1.0,1.0,0.9482142857142856,3
libero_goal_20260907,libero_goal,20260907,clock_q7,full,unseen,round5,1200,78,0.999554367201426,0.9873417721518988,0.9995224450811844,0.9972222222222222,0.9908333333333332,3
libero_goal_20260907,libero_goal,20260907,clock_q7,common_horizon,seen,round5,560,12,0.3296836982968369,0.0234375,0.5,0.5,0.8571428571428571,3
libero_goal_20260907,libero_goal,20260907,clock_q7,common_horizon,unseen,round5,1200,78,0.6508295625942685,0.1070192307692307,0.5,0.5,0.6666666666666666,3
libero_goal_20260907,libero_goal,20260907,clock_q7,q7,seen,round5,531,12,0.5,0.0225988700564971,0.5,0.5,1.0,3
libero_goal_20260907,libero_goal,20260907,clock_q7,q7,unseen,round5,1189,78,0.5,0.0656013456686291,0.5,0.5,1.0,3
libero_goal_20260907,libero_goal,20260907,clock_q7,q14,seen,round5,43,12,0.5,0.2790697674418604,0.5,0.5,1.0,1
libero_goal_20260907,libero_goal,20260907,clock_q7,q14,unseen,round5,428,78,0.5,0.1822429906542056,0.5,0.5,1.0,2
libero_goal_20260907,libero_goal,20260907,clock_q7,q21,seen,round5,15,12,0.5,0.8,0.5,0.5,1.0,1
libero_goal_20260907,libero_goal,20260907,clock_q7,q21,unseen,round5,83,78,0.5,0.9397590361445785,0.5,0.5,1.0,2
libero_goal_20260907,libero_goal,20260907,v7_guard_constant,full,seen,round3_v7,560,12,0.8952250608272506,0.6052464838537845,0.9994212962962964,1.0,1.0,3
libero_goal_20260907,libero_goal,20260907,v7_guard_constant,full,unseen,round3_v7,1200,78,0.9978861008272772,0.9752974246770002,0.9998501788489992,0.9972222222222222,1.0,3
libero_goal_20260907,libero_goal,20260907,v7_guard_constant,common_horizon,seen,round3_v7,560,12,0.2760036496350365,0.0183489120487953,0.4337163071340286,0.2317460317460317,1.0,3
libero_goal_20260907,libero_goal,20260907,v7_guard_constant,common_horizon,unseen,round3_v7,1200,78,0.6414369943781708,0.1163395068926529,0.4252178866298524,0.4500340136054421,1.0,3
libero_goal_20260907,libero_goal,20260907,v7_guard_constant,q7,seen,round3_v7,531,12,0.2609184328837508,0.0166730895017137,0.2649399358260118,0.2317460317460317,1.0,3
libero_goal_20260907,libero_goal,20260907,v7_guard_constant,q7,unseen,round3_v7,1189,78,0.6295091047566295,0.1077134714982643,0.425099203491483,0.4454043839758125,1.0,3
libero_goal_20260907,libero_goal,20260907,v7_guard_constant,q14,seen,round3_v7,43,12,0.3844086021505376,0.45187408109069,0.7058823529411765,0.4285714285714285,1.0,1
libero_goal_20260907,libero_goal,20260907,v7_guard_constant,q14,unseen,round3_v7,428,78,0.6696336996336997,0.3724736650322477,0.7089583684476657,0.7180952380952381,1.0,2
libero_goal_20260907,libero_goal,20260907,v7_guard_constant,q21,seen,round3_v7,15,12,0.4166666666666667,0.8499070374070375,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,v7_guard_constant,q21,unseen,round3_v7,83,78,0.5769230769230769,0.9532273383859352,0.7132352941176471,0.625,1.0,2
libero_goal_20260907,libero_goal,20260907,v7_turbulence_constant,full,seen,round3_v7,560,12,0.8231447688564477,0.2306088054149201,1.0,1.0,0.45,3
libero_goal_20260907,libero_goal,20260907,v7_turbulence_constant,full,unseen,round3_v7,1200,78,0.9982288952877189,0.9563116505736072,0.9983706949828642,0.9930555555555556,0.3566666666666667,3
libero_goal_20260907,libero_goal,20260907,v7_turbulence_constant,common_horizon,seen,round3_v7,560,12,0.3250456204379562,0.0203936078936078,0.4725738396624472,0.5714285714285715,0.4285714285714285,3
libero_goal_20260907,libero_goal,20260907,v7_turbulence_constant,common_horizon,unseen,round3_v7,1200,78,0.7053967274555509,0.1507994797922988,0.5557241043504316,0.5263888888888889,0.3333333333333333,3
libero_goal_20260907,libero_goal,20260907,v7_turbulence_constant,q7,seen,round3_v7,531,12,0.5,0.0225988700564971,0.5,0.5,0.0,3
libero_goal_20260907,libero_goal,20260907,v7_turbulence_constant,q7,unseen,round3_v7,1189,78,0.5,0.0656013456686291,0.5,0.5,0.0,3
libero_goal_20260907,libero_goal,20260907,v7_turbulence_constant,q14,seen,round3_v7,43,12,0.1263440860215053,0.1799164091330181,0.7058823529411765,0.7142857142857143,1.0,1
libero_goal_20260907,libero_goal,20260907,v7_turbulence_constant,q14,unseen,round3_v7,428,78,0.7509523809523809,0.5037935505859309,0.7278966983163848,0.8046230158730159,1.0,2
libero_goal_20260907,libero_goal,20260907,v7_turbulence_constant,q21,seen,round3_v7,15,12,0.0277777777777777,0.6357205294705294,0.3333333333333333,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,v7_turbulence_constant,q21,unseen,round3_v7,83,78,0.4128205128205128,0.930544939831222,0.5645424836601307,0.625,1.0,2
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,full,seen,round3_v7,560,12,0.9945255474452556,0.7486684611684611,0.9956709956709956,1.0,1.0,3
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,full,unseen,round3_v7,1200,78,0.9719365601718544,0.628494788214458,0.966177934844434,0.9416798941798942,1.0,3
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,common_horizon,seen,round3_v7,560,12,0.761405109489051,0.3129953799417994,0.6066384535530105,0.4492063492063492,1.0,3
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,common_horizon,unseen,round3_v7,1200,78,0.6806069747246218,0.2147179392154313,0.5772468039564816,0.5071598639455782,1.0,3
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,q7,seen,round3_v7,531,12,0.74791265253693,0.3674740943986348,0.4589591286584957,0.4968253968253968,1.0,3
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,q7,unseen,round3_v7,1189,78,0.4316739366244316,0.0594729026463371,0.4770320437887737,0.4466402116402115,1.0,3
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,q14,seen,round3_v7,43,12,0.9166666666666666,0.8717512771392083,0.4705882352941176,0.2857142857142857,1.0,1
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,q14,unseen,round3_v7,428,78,0.5691575091575092,0.3988035594919591,0.2439088338296159,0.2082936507936507,1.0,2
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,q21,seen,round3_v7,15,12,0.9722222222222222,0.9935897435897436,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,q21,unseen,round3_v7,83,78,0.2102564102564102,0.908798333866558,0.2148692810457516,0.1875,1.0,2
libero_goal_20260907,libero_goal,20260907,success_only__current,full,seen,round3_followup,560,12,0.9805352798053528,0.6045314725394284,0.98989898989899,1.0,1.0,3
libero_goal_20260907,libero_goal,20260907,success_only__current,full,unseen,round3_followup,1200,78,0.907845422551305,0.4789963403080789,0.890892806466435,0.8454629629629631,1.0,3
libero_goal_20260907,libero_goal,20260907,success_only__current,common_horizon,seen,round3_followup,560,12,0.781021897810219,0.3165618263264574,0.7044520323792476,0.5666666666666667,1.0,3
libero_goal_20260907,libero_goal,20260907,success_only__current,common_horizon,unseen,round3_followup,1200,78,0.6806069747246218,0.2147179392154313,0.5772468039564816,0.5071598639455782,1.0,3
libero_goal_20260907,libero_goal,20260907,success_only__current,q7,seen,round3_followup,531,12,0.779543994861914,0.3687358203768411,0.6369414838560409,0.6142857142857143,1.0,3
libero_goal_20260907,libero_goal,20260907,success_only__current,q7,unseen,round3_followup,1189,78,0.4316739366244316,0.0594729026463371,0.4770320437887737,0.4466402116402115,1.0,3
libero_goal_20260907,libero_goal,20260907,success_only__current,q14,seen,round3_followup,43,12,0.8064516129032258,0.7341134085213034,0.0588235294117647,0.0,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__current,q14,unseen,round3_followup,428,78,0.5691575091575092,0.3988035594919591,0.2439088338296159,0.2082936507936507,1.0,2
libero_goal_20260907,libero_goal,20260907,success_only__current,q21,seen,round3_followup,15,12,0.7222222222222222,0.937912087912088,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__current,q21,unseen,round3_followup,83,78,0.2102564102564102,0.908798333866558,0.2148692810457516,0.1875,1.0,2
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,full,seen,round3_followup,560,12,1.0,1.0,1.0,1.0,1.0,3
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,full,unseen,round3_followup,1200,78,0.9987088075323368,0.9706835000524392,0.9987947960420676,0.9958333333333332,1.0,3
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,common_horizon,seen,round3_followup,560,12,0.6470498783454988,0.0647552770910375,0.6670949625854689,0.6793650793650793,1.0,3
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,common_horizon,unseen,round3_followup,1200,78,0.670860185566068,0.2081141331652857,0.5398931167649782,0.5494860166288736,1.0,3
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,q7,seen,round3_followup,531,12,0.743577392421323,0.4069026093441846,0.7177278739778741,0.8222222222222223,1.0,3
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,q7,unseen,round3_followup,1189,78,0.5212675113665213,0.0662079285485887,0.4921283771055083,0.4332634164777022,1.0,3
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,q14,seen,round3_followup,43,12,0.9301075268817204,0.9316239316239318,0.4117647058823529,0.5714285714285714,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,q14,unseen,round3_followup,428,78,0.6077289377289378,0.3856472547748476,0.2733205985354983,0.2009523809523809,1.0,2
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,q21,seen,round3_followup,15,12,0.9722222222222222,0.9935897435897436,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,q21,unseen,round3_followup,83,78,0.3435897435897436,0.9250721771203636,0.1740196078431372,0.25,1.0,2
libero_goal_20260908,libero_goal,20260908,dyn_radius,full,seen,round5,560,22,0.99205812774586,0.9590867665030346,1.0,1.0,1.0,5
libero_goal_20260908,libero_goal,20260908,dyn_radius,full,unseen,round5,1200,9,1.0,1.0,1.0,1.0,0.9066666666666666,1
libero_goal_20260908,libero_goal,20260908,dyn_radius,common_horizon,seen,round5,560,22,0.5230229807367354,0.039686978469417,0.62115726297455,0.5895238095238096,0.8571428571428571,5
libero_goal_20260908,libero_goal,20260908,dyn_radius,common_horizon,unseen,round5,1200,9,0.5561153092639238,0.008879384780015,0.6342710997442456,0.5428571428571428,0.6666666666666666,1
