fold,suite,seed,method,calibration,scope,global_row,first_alarm,drop_goal_release,failed_goal_release,reason,origin
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1345,19,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1347,17,14.0,14.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1348,-1,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1351,17,14.0,14.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1396,24,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1397,24,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1404,23,14.0,14.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1406,23,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1408,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1418,27,14.0,14.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1419,24,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1420,24,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1422,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1423,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1429,22,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1456,24,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1462,24,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1520,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1521,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1522,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1523,23,19.0,19.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1525,23,19.0,19.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1526,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1527,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1553,23,14.0,14.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1554,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1555,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1558,23,14.0,14.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1560,25,14.0,14.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1561,26,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1563,24,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1564,25,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1565,26,18.0,18.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,1566,-1,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,seen,2077,24,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,2857,-1,6.0,6.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,2861,16,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,2883,-1,,,timeout_while_holding_target,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,2896,-1,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,2897,12,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,2898,-1,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,2903,-1,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3011,24,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3013,17,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3056,-1,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3058,20,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3061,-1,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3062,20,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3082,-1,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3086,-1,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3088,-1,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3089,-1,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3090,-1,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3626,19,6.0,6.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3632,19,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3633,22,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3637,19,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3808,15,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3809,15,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3810,15,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3811,14,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,unseen,3812,16,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,seen,4713,13,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,seen,4716,13,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,seen,4719,13,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,seen,5200,11,,,stable_grasp_not_observed,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,seen,5201,11,,,stable_grasp_not_observed,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,seen,5202,13,10.0,10.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,seen,5204,10,,,stable_grasp_not_observed,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,seen,5205,10,,,stable_grasp_not_observed,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,seen,5206,10,,,stable_grasp_not_observed,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,seen,5207,14,13.0,13.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,episode,seen,5525,22,9.0,9.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1234,23,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1241,25,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1242,28,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1243,27,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1245,-1,17.0,17.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1246,24,17.0,17.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1247,-1,17.0,17.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1259,23,14.0,14.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1272,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1273,24,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1274,24,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1276,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1278,24,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1328,23,19.0,19.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1331,24,18.0,18.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1332,14,28.0,28.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1335,24,17.0,17.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1345,20,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1347,24,14.0,14.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1348,-1,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1351,24,14.0,14.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1396,29,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1397,25,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1404,24,14.0,14.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1406,24,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1408,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1418,28,14.0,14.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1419,24,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1420,24,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1422,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1423,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1429,22,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1456,25,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1462,25,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1520,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1521,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1522,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1523,24,19.0,19.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1525,24,19.0,19.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1526,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1527,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1553,24,14.0,14.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1554,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1555,24,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1558,23,14.0,14.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1560,-1,14.0,14.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1561,27,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1563,24,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1564,25,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1565,-1,18.0,18.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,1566,-1,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,seen,2077,25,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,2857,-1,6.0,6.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,2861,16,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,2883,-1,,,timeout_while_holding_target,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,2896,-1,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,2897,-1,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,2898,-1,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,2903,-1,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3011,-1,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3013,17,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3056,-1,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3058,-1,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3061,-1,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3062,21,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3082,-1,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3086,-1,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3088,-1,6.0,6.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3089,-1,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3090,-1,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3626,23,6.0,6.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3632,19,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3633,22,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3637,26,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3808,15,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3809,15,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3810,16,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3811,15,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,unseen,3812,19,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,seen,4713,13,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,seen,4716,14,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,seen,4719,14,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,seen,5200,18,,,stable_grasp_not_observed,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,seen,5201,13,,,stable_grasp_not_observed,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,seen,5202,14,10.0,10.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,seen,5204,15,,,stable_grasp_not_observed,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,seen,5205,12,,,stable_grasp_not_observed,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,seen,5206,13,,,stable_grasp_not_observed,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,seen,5207,20,13.0,13.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius,task_init,seen,5525,23,9.0,9.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1234,23,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1241,24,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1242,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1243,18,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1245,25,17.0,17.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1246,24,17.0,17.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1247,25,17.0,17.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1259,22,14.0,14.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1272,22,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1273,22,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1274,22,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1276,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1278,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1328,20,19.0,19.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1331,24,18.0,18.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1332,13,28.0,28.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1335,23,17.0,17.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1345,19,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1347,17,14.0,14.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1348,-1,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1351,17,14.0,14.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1396,17,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1397,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1404,23,14.0,14.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1406,23,,,object_moved_but_goal_unmet,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1408,22,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1418,23,14.0,14.0,object_released_outside_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1419,23,16.0,16.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1420,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1422,17,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1423,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1429,22,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1456,24,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1462,23,,,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1520,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1521,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1522,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1523,21,19.0,19.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1525,21,19.0,19.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1526,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1527,23,15.0,15.0,object_released_or_dropped_before_goal,round5
libero_goal_20260907,libero_goal,20260907,dyn_radius_outward,episode,unseen,1553,22,14.0,14.0,object_released_outside_goal,round5
