dataset,grouping,task,fold,method,budget,reference_size,calibration_size,calibration_alarms,threshold
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d9__knn5,0.03,256,128,3,0.8934500186584998
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d9__knn5,0.05,256,128,6,0.8846527878021722
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d9__knn5,0.1,256,128,12,0.8663785682221471
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__deviation,0.01,256,128,1,1.0051924761052953
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__deviation,0.03,256,128,3,0.9862498340048539
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__deviation,0.05,256,128,6,0.9802890536729532
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__deviation,0.1,256,128,12,0.9638277856821634
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__knn5,0.01,256,128,1,1.3738411574438725
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__knn5,0.03,256,128,3,1.3696825580582277
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__knn5,0.05,256,128,6,1.362697076173075
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__knn5,0.1,256,128,12,1.3565287390064793
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__deviation,0.01,256,128,1,1.529114177384478
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__deviation,0.03,256,128,3,1.3559123628979766
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__deviation,0.05,256,128,6,1.2321125775460984
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__deviation,0.1,256,128,12,1.13720989904406
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__knn5,0.01,256,128,1,0.667277149859707
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__knn5,0.03,256,128,3,0.567232816705368
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__knn5,0.05,256,128,6,0.5366309271189252
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__knn5,0.1,256,128,12,0.47415287802966705
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__deviation,0.01,256,128,1,1.9383246292944283
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__deviation,0.03,256,128,3,1.7450520477782776
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__deviation,0.05,256,128,6,1.5119953880064922
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__deviation,0.1,256,128,12,1.369386725037498
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__knn5,0.01,256,128,1,0.5522628169119159
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__knn5,0.03,256,128,3,0.5302095387731599
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__knn5,0.05,256,128,6,0.49248681896274665
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__knn5,0.1,256,128,12,0.41849919807688424
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__deviation,0.01,256,128,1,1.4464370129224928
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__deviation,0.03,256,128,3,1.1937377199276984
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__deviation,0.05,256,128,6,1.101991402300391
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__deviation,0.1,256,128,12,1.0082063009921667
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__knn5,0.01,256,128,1,0.5615416222308502
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__knn5,0.03,256,128,3,0.540616987583879
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__knn5,0.05,256,128,6,0.4704861786497152
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__knn5,0.1,256,128,12,0.43642691918094634
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__deviation,0.01,256,128,1,1.0365875746679838
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__deviation,0.03,256,128,3,1.0259540442818287
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__deviation,0.05,256,128,6,0.9831619360801467
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__deviation,0.1,256,128,12,0.9506792082683171
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__knn5,0.01,256,128,1,1.343797851125851
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__knn5,0.03,256,128,3,1.3320229940494757
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__knn5,0.05,256,128,6,1.3282554517624836
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__knn5,0.1,256,128,12,1.320925127791103
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__deviation,0.01,256,128,1,1.0371819552478532
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__deviation,0.03,256,128,3,1.0295835207409312
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__deviation,0.05,256,128,6,0.9974658177670331
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__deviation,0.1,256,128,12,0.9631035763411834
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__knn5,0.01,256,128,1,1.0110184431477465
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__knn5,0.03,256,128,3,0.9941945557945197
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__knn5,0.05,256,128,6,0.9847917920901
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__knn5,0.1,256,128,12,0.9745516125807466
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__deviation,0.01,256,128,1,1.0425862554549172
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__deviation,0.03,256,128,3,1.028717765610595
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__deviation,0.05,256,128,6,0.9868319231017828
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__deviation,0.1,256,128,12,0.931530562519524
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__knn5,0.01,256,128,1,1.1719945860645107
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__knn5,0.03,256,128,3,1.1663962003124797
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__knn5,0.05,256,128,6,1.1572220890459763
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__knn5,0.1,256,128,12,1.1528504424936696
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__deviation,0.01,256,128,0,1.4071580670779755
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__deviation,0.03,256,128,0,1.4071580670779755
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__deviation,0.05,256,128,0,1.4071580670779755
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__deviation,0.1,256,128,8,1.028856199959928
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__knn5,0.01,256,128,0,0.0
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__knn5,0.03,256,128,0,0.0
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__knn5,0.05,256,128,0,0.0
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__knn5,0.1,256,128,0,0.0
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__deviation,0.01,256,128,1,1.3782381306506255
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__deviation,0.03,256,128,3,1.328812382034318
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__deviation,0.05,256,128,6,1.3127150741770979
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__deviation,0.1,256,128,12,1.2593585092733097
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__knn5,0.01,256,128,1,0.5625892554125828
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__knn5,0.03,256,128,3,0.5400391680129347
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__knn5,0.05,256,128,6,0.512443262040137
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__knn5,0.1,256,128,12,0.49700012991772213
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d0,0.01,256,128,1,-0.1986735314130783
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d0,0.03,256,128,3,-0.19902943074703217
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d0,0.05,256,128,6,-0.19928033649921417
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d0,0.1,256,128,12,-0.1997547447681427
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d0,0.01,256,128,1,-0.6866068840026855
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d0,0.03,256,128,3,-0.6872259378433228
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d0,0.05,256,128,6,-0.6874452829360962
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d0,0.1,256,128,12,-0.6881747841835022
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d0,0.01,256,128,1,-0.4316057562828064
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d0,0.03,256,128,3,-0.4324260652065277
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d0,0.05,256,128,6,-0.4326888620853424
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d0,0.1,256,128,12,-0.4344541132450104
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d0,0.01,256,128,1,0.318636953830719
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d0,0.03,256,128,3,0.31619778275489807
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d0,0.05,256,128,6,0.31567296385765076
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d0,0.1,256,128,12,0.31391650438308716
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d9,0.01,256,128,1,-0.2585439085960388
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d9,0.03,256,128,3,-0.2598002552986145
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d9,0.05,256,128,6,-0.26084548234939575
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d9,0.1,256,128,12,-0.26314660906791687
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d9,0.01,256,128,1,-0.7289485335350037
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d9,0.03,256,128,3,-0.7292346358299255
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d9,0.05,256,128,6,-0.729710042476654
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d9,0.1,256,128,12,-0.7298910021781921
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d9,0.01,256,128,1,-0.47320500016212463
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d9,0.03,256,128,3,-0.4740028381347656
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d9,0.05,256,128,6,-0.47435981035232544
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d9,0.1,256,128,12,-0.4752682149410248
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d9,0.01,256,128,1,0.1352849304676056
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d9,0.03,256,128,3,0.13147470355033875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d9,0.05,256,128,6,0.1296655833721161
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d9,0.1,256,128,12,0.12840953469276428
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__flowmean,0.01,256,128,1,-0.21489515900611877
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__flowmean,0.03,256,128,3,-0.2165800780057907
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__flowmean,0.05,256,128,6,-0.21778133511543274
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__flowmean,0.1,256,128,12,-0.21910086274147034
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__flowmean,0.01,256,128,1,-0.7018404006958008
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__flowmean,0.03,256,128,3,-0.7023531794548035
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__flowmean,0.05,256,128,6,-0.702816367149353
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__flowmean,0.1,256,128,12,-0.7035488486289978
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__flowmean,0.01,256,128,1,-0.44436749815940857
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__flowmean,0.03,256,128,3,-0.4456070363521576
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__flowmean,0.05,256,128,6,-0.4464344084262848
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__flowmean,0.1,256,128,12,-0.44762104749679565
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__flowmean,0.01,256,128,1,0.2714439034461975
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__flowmean,0.03,256,128,3,0.26941609382629395
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__flowmean,0.05,256,128,6,0.26827576756477356
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__flowmean,0.1,256,128,12,0.26619940996170044
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d0,0.01,256,128,1,-3.462695912251256
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d0,0.03,256,128,3,-3.46272663983176
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d0,0.05,256,128,6,-3.4627883620588493
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d0,0.1,256,128,12,-3.4628385276493754
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d9,0.01,256,128,1,-3.4589261798745774
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d9,0.03,256,128,3,-3.4590489056396856
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d9,0.05,256,128,6,-3.4591969437505425
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d9,0.1,256,128,12,-3.4593682478330563
