dataset,setting,scope,method,budget,tp,fp,failures,successes,recall,fpr,precision,coverage
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,action__deviation,0.01,61,15,216,296,0.2824074074074074,0.05067567567567568,0.8026315789473685,0.8515625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,action__deviation,0.03,71,15,216,296,0.3287037037037037,0.05067567567567568,0.8255813953488372,0.83203125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,action__deviation,0.05,73,16,216,296,0.33796296296296297,0.05405405405405406,0.8202247191011236,0.826171875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,action__deviation,0.1,77,18,216,296,0.35648148148148145,0.060810810810810814,0.8105263157894737,0.814453125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,action__knn5,0.01,68,17,216,296,0.3148148148148148,0.057432432432432436,0.8,0.833984375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,action__knn5,0.03,78,22,216,296,0.3611111111111111,0.07432432432432433,0.78,0.8046875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,action__knn5,0.05,81,25,216,296,0.375,0.08445945945945946,0.7641509433962265,0.79296875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,action__knn5,0.1,88,29,216,296,0.4074074074074074,0.09797297297297297,0.7521367521367521,0.771484375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__d0,0.01,1,5,216,296,0.004629629629629629,0.016891891891891893,0.16666666666666666,0.98828125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__d0,0.03,6,7,216,296,0.027777777777777776,0.02364864864864865,0.46153846153846156,0.974609375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__d0,0.05,12,16,216,296,0.05555555555555555,0.05405405405405406,0.42857142857142855,0.9453125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__d0,0.1,24,31,216,296,0.1111111111111111,0.10472972972972973,0.43636363636363634,0.892578125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__d0,0.01,12,4,216,296,0.05555555555555555,0.013513513513513514,0.75,0.96875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__d0,0.03,15,11,216,296,0.06944444444444445,0.037162162162162164,0.5769230769230769,0.94921875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__d0,0.05,22,19,216,296,0.10185185185185185,0.06418918918918919,0.5365853658536586,0.919921875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__d0,0.1,34,23,216,296,0.1574074074074074,0.0777027027027027,0.5964912280701754,0.888671875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__d0,0.01,7,9,216,296,0.032407407407407406,0.030405405405405407,0.4375,0.96875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__d0,0.03,9,13,216,296,0.041666666666666664,0.04391891891891892,0.4090909090909091,0.95703125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__d0,0.05,11,16,216,296,0.05092592592592592,0.05405405405405406,0.4074074074074074,0.947265625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__d0,0.1,17,36,216,296,0.0787037037037037,0.12162162162162163,0.32075471698113206,0.896484375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__d0,0.01,25,1,216,296,0.11574074074074074,0.0033783783783783786,0.9615384615384616,0.94921875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__d0,0.03,34,9,216,296,0.1574074074074074,0.030405405405405407,0.7906976744186046,0.916015625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__d0,0.05,38,21,216,296,0.17592592592592593,0.07094594594594594,0.6440677966101694,0.884765625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__d0,0.1,50,31,216,296,0.23148148148148148,0.10472972972972973,0.6172839506172839,0.841796875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__d9,0.01,17,25,216,296,0.0787037037037037,0.08445945945945946,0.40476190476190477,0.91796875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__d9,0.03,20,30,216,296,0.09259259259259259,0.10135135135135136,0.4,0.90234375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__d9,0.05,25,35,216,296,0.11574074074074074,0.11824324324324324,0.4166666666666667,0.8828125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__d9,0.1,34,52,216,296,0.1574074074074074,0.17567567567567569,0.3953488372093023,0.83203125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__d9,0.01,3,8,216,296,0.013888888888888888,0.02702702702702703,0.2727272727272727,0.978515625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__d9,0.03,10,25,216,296,0.046296296296296294,0.08445945945945946,0.2857142857142857,0.931640625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__d9,0.05,16,30,216,296,0.07407407407407407,0.10135135135135136,0.34782608695652173,0.91015625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__d9,0.1,24,38,216,296,0.1111111111111111,0.12837837837837837,0.3870967741935484,0.87890625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__d9,0.01,6,5,216,296,0.027777777777777776,0.016891891891891893,0.5454545454545454,0.978515625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__d9,0.03,7,12,216,296,0.032407407407407406,0.04054054054054054,0.3684210526315789,0.962890625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__d9,0.05,12,20,216,296,0.05555555555555555,0.06756756756756757,0.375,0.9375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__d9,0.1,20,38,216,296,0.09259259259259259,0.12837837837837837,0.3448275862068966,0.88671875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__d9,0.01,3,6,216,296,0.013888888888888888,0.02027027027027027,0.3333333333333333,0.982421875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__d9,0.03,5,18,216,296,0.023148148148148147,0.060810810810810814,0.21739130434782608,0.955078125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__d9,0.05,11,28,216,296,0.05092592592592592,0.0945945945945946,0.28205128205128205,0.923828125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__d9,0.1,26,44,216,296,0.12037037037037036,0.14864864864864866,0.37142857142857144,0.86328125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__flowmean,0.01,5,6,216,296,0.023148148148148147,0.02027027027027027,0.45454545454545453,0.978515625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__flowmean,0.03,6,11,216,296,0.027777777777777776,0.037162162162162164,0.35294117647058826,0.966796875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__flowmean,0.05,17,23,216,296,0.0787037037037037,0.0777027027027027,0.425,0.921875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__flowmean,0.1,26,35,216,296,0.12037037037037036,0.11824324324324324,0.4262295081967213,0.880859375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__flowmean,0.01,15,9,216,296,0.06944444444444445,0.030405405405405407,0.625,0.953125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__flowmean,0.03,24,13,216,296,0.1111111111111111,0.04391891891891892,0.6486486486486487,0.927734375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__flowmean,0.05,35,16,216,296,0.16203703703703703,0.05405405405405406,0.6862745098039216,0.900390625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__flowmean,0.1,48,23,216,296,0.2222222222222222,0.0777027027027027,0.676056338028169,0.861328125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__flowmean,0.01,7,3,216,296,0.032407407407407406,0.010135135135135136,0.7,0.98046875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__flowmean,0.03,13,7,216,296,0.06018518518518518,0.02364864864864865,0.65,0.9609375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__flowmean,0.05,17,13,216,296,0.0787037037037037,0.04391891891891892,0.5666666666666667,0.94140625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__flowmean,0.1,23,37,216,296,0.10648148148148148,0.125,0.38333333333333336,0.8828125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__flowmean,0.01,36,6,216,296,0.16666666666666666,0.02027027027027027,0.8571428571428571,0.91796875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__flowmean,0.03,37,7,216,296,0.1712962962962963,0.02364864864864865,0.8409090909090909,0.9140625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__flowmean,0.05,44,14,216,296,0.2037037037037037,0.0472972972972973,0.7586206896551724,0.88671875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__flowmean,0.1,50,22,216,296,0.23148148148148148,0.07432432432432433,0.6944444444444444,0.859375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__d0,0.01,5,2,216,296,0.023148148148148147,0.006756756756756757,0.7142857142857143,0.986328125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__d0,0.03,11,6,216,296,0.05092592592592592,0.02027027027027027,0.6470588235294118,0.966796875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__d0,0.05,18,12,216,296,0.08333333333333333,0.04054054054054054,0.6,0.94140625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__d0,0.1,27,26,216,296,0.125,0.08783783783783784,0.5094339622641509,0.896484375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__d9,0.01,18,14,216,296,0.08333333333333333,0.0472972972972973,0.5625,0.9375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__d9,0.03,19,15,216,296,0.08796296296296297,0.05067567567567568,0.5588235294117647,0.93359375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__d9,0.05,22,15,216,296,0.10185185185185185,0.05067567567567568,0.5945945945945946,0.927734375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__d9,0.1,22,18,216,296,0.10185185185185185,0.060810810810810814,0.55,0.921875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__flowmean,0.01,9,9,216,296,0.041666666666666664,0.030405405405405407,0.5,0.96484375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__flowmean,0.03,12,11,216,296,0.05555555555555555,0.037162162162162164,0.5217391304347826,0.955078125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__flowmean,0.05,20,17,216,296,0.09259259259259259,0.057432432432432436,0.5405405405405406,0.927734375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__flowmean,0.1,35,25,216,296,0.16203703703703703,0.08445945945945946,0.5833333333333334,0.8828125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__d0,0.01,3,5,216,296,0.013888888888888888,0.016891891891891893,0.375,0.984375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__d0,0.03,7,6,216,296,0.032407407407407406,0.02027027027027027,0.5384615384615384,0.974609375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__d0,0.05,15,12,216,296,0.06944444444444445,0.04054054054054054,0.5555555555555556,0.947265625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__d0,0.1,24,28,216,296,0.1111111111111111,0.0945945945945946,0.46153846153846156,0.8984375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__d9,0.01,4,12,216,296,0.018518518518518517,0.04054054054054054,0.25,0.96875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__d9,0.03,7,17,216,296,0.032407407407407406,0.057432432432432436,0.2916666666666667,0.953125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__d9,0.05,11,23,216,296,0.05092592592592592,0.0777027027027027,0.3235294117647059,0.93359375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__d9,0.1,17,35,216,296,0.0787037037037037,0.11824324324324324,0.3269230769230769,0.8984375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__flowmean,0.01,2,5,216,296,0.009259259259259259,0.016891891891891893,0.2857142857142857,0.986328125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__flowmean,0.03,3,16,216,296,0.013888888888888888,0.05405405405405406,0.15789473684210525,0.962890625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__flowmean,0.05,3,28,216,296,0.013888888888888888,0.0945945945945946,0.0967741935483871,0.939453125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__flowmean,0.1,11,43,216,296,0.05092592592592592,0.14527027027027026,0.2037037037037037,0.89453125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__d0,0.01,7,7,216,296,0.032407407407407406,0.02364864864864865,0.5,0.97265625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__d0,0.03,11,11,216,296,0.05092592592592592,0.037162162162162164,0.5,0.95703125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__d0,0.05,18,16,216,296,0.08333333333333333,0.05405405405405406,0.5294117647058824,0.93359375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__d0,0.1,27,32,216,296,0.125,0.10810810810810811,0.4576271186440678,0.884765625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__d9,0.01,13,9,216,296,0.06018518518518518,0.030405405405405407,0.5909090909090909,0.95703125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__d9,0.03,17,20,216,296,0.0787037037037037,0.06756756756756757,0.4594594594594595,0.927734375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__d9,0.05,23,26,216,296,0.10648148148148148,0.08783783783783784,0.46938775510204084,0.904296875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__d9,0.1,31,47,216,296,0.14351851851851852,0.15878378378378377,0.3974358974358974,0.84765625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__flowmean,0.01,8,10,216,296,0.037037037037037035,0.033783783783783786,0.4444444444444444,0.96484375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__flowmean,0.03,17,21,216,296,0.0787037037037037,0.07094594594594594,0.4473684210526316,0.92578125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__flowmean,0.05,18,22,216,296,0.08333333333333333,0.07432432432432433,0.45,0.921875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__flowmean,0.1,23,32,216,296,0.10648148148148148,0.10810810810810811,0.41818181818181815,0.892578125
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,clock,0.01,0,0,216,296,0.0,0.0,,1.0
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,clock,0.03,0,0,216,296,0.0,0.0,,1.0
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,clock,0.05,0,0,216,296,0.0,0.0,,1.0
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,clock,0.1,0,0,216,296,0.0,0.0,,1.0
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,random,0.01,6,8,216,296,0.027777777777777776,0.02702702702702703,0.42857142857142855,0.97265625
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,random,0.03,7,9,216,296,0.032407407407407406,0.030405405405405407,0.4375,0.96875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,random,0.05,11,14,216,296,0.05092592592592592,0.0472972972972973,0.44,0.951171875
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,random,0.1,17,30,216,296,0.0787037037037037,0.10135135135135136,0.3617021276595745,0.908203125
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d0__deviation,0.01,1,8,12,500,0.08333333333333333,0.016,0.1111111111111111,0.982421875
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d0__deviation,0.03,1,12,12,500,0.08333333333333333,0.024,0.07692307692307693,0.974609375
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d0__deviation,0.05,3,21,12,500,0.25,0.042,0.125,0.953125
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d0__deviation,0.1,3,55,12,500,0.25,0.11,0.05172413793103448,0.88671875
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d0__knn5,0.01,1,20,12,500,0.08333333333333333,0.04,0.047619047619047616,0.958984375
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d0__knn5,0.03,1,29,12,500,0.08333333333333333,0.058,0.03333333333333333,0.94140625
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d0__knn5,0.05,1,54,12,500,0.08333333333333333,0.108,0.01818181818181818,0.892578125
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d0__knn5,0.1,1,63,12,500,0.08333333333333333,0.126,0.015625,0.875
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d9__deviation,0.01,2,42,12,500,0.16666666666666666,0.084,0.045454545454545456,0.9140625
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d9__deviation,0.03,2,48,12,500,0.16666666666666666,0.096,0.04,0.90234375
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d9__deviation,0.05,2,54,12,500,0.16666666666666666,0.108,0.03571428571428571,0.890625
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d9__deviation,0.1,2,69,12,500,0.16666666666666666,0.138,0.028169014084507043,0.861328125
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d9__knn5,0.01,1,16,12,500,0.08333333333333333,0.032,0.058823529411764705,0.966796875
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d9__knn5,0.03,1,34,12,500,0.08333333333333333,0.068,0.02857142857142857,0.931640625
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d9__knn5,0.05,1,44,12,500,0.08333333333333333,0.088,0.022222222222222223,0.912109375
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d9__knn5,0.1,1,51,12,500,0.08333333333333333,0.102,0.019230769230769232,0.8984375
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_flowmean__deviation,0.01,0,24,12,500,0.0,0.048,0.0,0.953125
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_flowmean__deviation,0.03,3,41,12,500,0.25,0.082,0.06818181818181818,0.9140625
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_flowmean__deviation,0.05,3,51,12,500,0.25,0.102,0.05555555555555555,0.89453125
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_flowmean__deviation,0.1,4,72,12,500,0.3333333333333333,0.144,0.05263157894736842,0.8515625
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_flowmean__knn5,0.01,1,60,12,500,0.08333333333333333,0.12,0.01639344262295082,0.880859375
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_flowmean__knn5,0.03,2,68,12,500,0.16666666666666666,0.136,0.02857142857142857,0.86328125
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_flowmean__knn5,0.05,2,78,12,500,0.16666666666666666,0.156,0.025,0.84375
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_flowmean__knn5,0.1,2,92,12,500,0.16666666666666666,0.184,0.02127659574468085,0.81640625
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d0__deviation,0.01,1,6,12,500,0.08333333333333333,0.012,0.14285714285714285,0.986328125
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d0__deviation,0.03,1,15,12,500,0.08333333333333333,0.03,0.0625,0.96875
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d0__deviation,0.05,1,25,12,500,0.08333333333333333,0.05,0.038461538461538464,0.94921875
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d0__deviation,0.1,1,56,12,500,0.08333333333333333,0.112,0.017543859649122806,0.888671875
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d0__knn5,0.01,2,59,12,500,0.16666666666666666,0.118,0.03278688524590164,0.880859375
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d0__knn5,0.03,2,61,12,500,0.16666666666666666,0.122,0.031746031746031744,0.876953125
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d0__knn5,0.05,2,61,12,500,0.16666666666666666,0.122,0.031746031746031744,0.876953125
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d0__knn5,0.1,2,63,12,500,0.16666666666666666,0.126,0.03076923076923077,0.873046875
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d9__deviation,0.01,1,24,12,500,0.08333333333333333,0.048,0.04,0.951171875
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d9__deviation,0.03,2,29,12,500,0.16666666666666666,0.058,0.06451612903225806,0.939453125
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d9__deviation,0.05,2,33,12,500,0.16666666666666666,0.066,0.05714285714285714,0.931640625
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d9__deviation,0.1,2,38,12,500,0.16666666666666666,0.076,0.05,0.921875
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d9__knn5,0.01,0,15,12,500,0.0,0.03,0.0,0.970703125
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d9__knn5,0.03,0,19,12,500,0.0,0.038,0.0,0.962890625
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d9__knn5,0.05,0,19,12,500,0.0,0.038,0.0,0.962890625
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d9__knn5,0.1,1,20,12,500,0.08333333333333333,0.04,0.047619047619047616,0.958984375
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_flowmean__deviation,0.01,1,6,12,500,0.08333333333333333,0.012,0.14285714285714285,0.986328125
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_flowmean__deviation,0.03,1,11,12,500,0.08333333333333333,0.022,0.08333333333333333,0.9765625
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_flowmean__deviation,0.05,1,21,12,500,0.08333333333333333,0.042,0.045454545454545456,0.95703125
