dataset,setting,scope,method,budget,tp,fp,failures,successes,recall,fpr,precision,coverage
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_d9__deviation,0.1,4,53,37,475,0.10810810810810811,0.11157894736842106,0.07017543859649122,0.888671875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_d9__knn5,0.01,2,12,37,475,0.05405405405405406,0.02526315789473684,0.14285714285714285,0.97265625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_d9__knn5,0.03,3,19,37,475,0.08108108108108109,0.04,0.13636363636363635,0.95703125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_d9__knn5,0.05,4,39,37,475,0.10810810810810811,0.08210526315789474,0.09302325581395349,0.916015625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_d9__knn5,0.1,7,59,37,475,0.1891891891891892,0.12421052631578948,0.10606060606060606,0.87109375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_flowmean__deviation,0.01,0,7,37,475,0.0,0.014736842105263158,0.0,0.986328125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_flowmean__deviation,0.03,0,13,37,475,0.0,0.02736842105263158,0.0,0.974609375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_flowmean__deviation,0.05,2,29,37,475,0.05405405405405406,0.061052631578947365,0.06451612903225806,0.939453125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_flowmean__deviation,0.1,4,51,37,475,0.10810810810810811,0.10736842105263159,0.07272727272727272,0.892578125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_flowmean__knn5,0.01,3,19,37,475,0.08108108108108109,0.04,0.13636363636363635,0.95703125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_flowmean__knn5,0.03,3,25,37,475,0.08108108108108109,0.05263157894736842,0.10714285714285714,0.9453125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_flowmean__knn5,0.05,3,32,37,475,0.08108108108108109,0.06736842105263158,0.08571428571428572,0.931640625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_flowmean__knn5,0.1,3,48,37,475,0.08108108108108109,0.10105263157894737,0.058823529411764705,0.900390625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d0__deviation,0.01,3,23,37,475,0.08108108108108109,0.04842105263157895,0.11538461538461539,0.94921875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d0__deviation,0.03,3,28,37,475,0.08108108108108109,0.05894736842105263,0.0967741935483871,0.939453125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d0__deviation,0.05,3,37,37,475,0.08108108108108109,0.07789473684210527,0.075,0.921875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d0__deviation,0.1,3,43,37,475,0.08108108108108109,0.09052631578947369,0.06521739130434782,0.91015625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d0__knn5,0.01,3,30,37,475,0.08108108108108109,0.06315789473684211,0.09090909090909091,0.935546875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d0__knn5,0.03,3,31,37,475,0.08108108108108109,0.06526315789473684,0.08823529411764706,0.93359375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d0__knn5,0.05,3,33,37,475,0.08108108108108109,0.06947368421052631,0.08333333333333333,0.9296875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d0__knn5,0.1,4,40,37,475,0.10810810810810811,0.08421052631578947,0.09090909090909091,0.9140625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d9__deviation,0.01,1,5,37,475,0.02702702702702703,0.010526315789473684,0.16666666666666666,0.98828125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d9__deviation,0.03,1,11,37,475,0.02702702702702703,0.023157894736842106,0.08333333333333333,0.9765625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d9__deviation,0.05,2,25,37,475,0.05405405405405406,0.05263157894736842,0.07407407407407407,0.947265625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d9__deviation,0.1,4,45,37,475,0.10810810810810811,0.09473684210526316,0.08163265306122448,0.904296875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d9__knn5,0.01,2,12,37,475,0.05405405405405406,0.02526315789473684,0.14285714285714285,0.97265625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d9__knn5,0.03,3,20,37,475,0.08108108108108109,0.042105263157894736,0.13043478260869565,0.955078125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d9__knn5,0.05,4,24,37,475,0.10810810810810811,0.05052631578947368,0.14285714285714285,0.9453125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d9__knn5,0.1,5,43,37,475,0.13513513513513514,0.09052631578947369,0.10416666666666667,0.90625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_flowmean__deviation,0.01,1,12,37,475,0.02702702702702703,0.02526315789473684,0.07692307692307693,0.974609375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_flowmean__deviation,0.03,1,16,37,475,0.02702702702702703,0.03368421052631579,0.058823529411764705,0.966796875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_flowmean__deviation,0.05,4,33,37,475,0.10810810810810811,0.06947368421052631,0.10810810810810811,0.927734375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_flowmean__deviation,0.1,4,49,37,475,0.10810810810810811,0.1031578947368421,0.07547169811320754,0.896484375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_flowmean__knn5,0.01,3,15,37,475,0.08108108108108109,0.031578947368421054,0.16666666666666666,0.96484375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_flowmean__knn5,0.03,3,19,37,475,0.08108108108108109,0.04,0.13636363636363635,0.95703125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_flowmean__knn5,0.05,3,27,37,475,0.08108108108108109,0.056842105263157895,0.1,0.94140625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_flowmean__knn5,0.1,3,36,37,475,0.08108108108108109,0.07578947368421053,0.07692307692307693,0.923828125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d0__deviation,0.01,3,23,37,475,0.08108108108108109,0.04842105263157895,0.11538461538461539,0.94921875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d0__deviation,0.03,3,27,37,475,0.08108108108108109,0.056842105263157895,0.1,0.94140625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d0__deviation,0.05,3,35,37,475,0.08108108108108109,0.07368421052631578,0.07894736842105263,0.92578125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d0__deviation,0.1,4,47,37,475,0.10810810810810811,0.09894736842105263,0.0784313725490196,0.900390625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d0__knn5,0.01,3,29,37,475,0.08108108108108109,0.061052631578947365,0.09375,0.9375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d0__knn5,0.03,3,29,37,475,0.08108108108108109,0.061052631578947365,0.09375,0.9375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d0__knn5,0.05,3,29,37,475,0.08108108108108109,0.061052631578947365,0.09375,0.9375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d0__knn5,0.1,3,35,37,475,0.08108108108108109,0.07368421052631578,0.07894736842105263,0.92578125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d9__deviation,0.01,0,6,37,475,0.0,0.01263157894736842,0.0,0.98828125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d9__deviation,0.03,0,12,37,475,0.0,0.02526315789473684,0.0,0.9765625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d9__deviation,0.05,2,25,37,475,0.05405405405405406,0.05263157894736842,0.07407407407407407,0.947265625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d9__deviation,0.1,4,44,37,475,0.10810810810810811,0.09263157894736843,0.08333333333333333,0.90625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d9__knn5,0.01,1,8,37,475,0.02702702702702703,0.016842105263157894,0.1111111111111111,0.982421875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d9__knn5,0.03,2,17,37,475,0.05405405405405406,0.035789473684210524,0.10526315789473684,0.962890625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d9__knn5,0.05,2,19,37,475,0.05405405405405406,0.04,0.09523809523809523,0.958984375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d9__knn5,0.1,3,54,37,475,0.08108108108108109,0.11368421052631579,0.05263157894736842,0.888671875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_flowmean__deviation,0.01,2,11,37,475,0.05405405405405406,0.023157894736842106,0.15384615384615385,0.974609375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_flowmean__deviation,0.03,2,21,37,475,0.05405405405405406,0.04421052631578947,0.08695652173913043,0.955078125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_flowmean__deviation,0.05,2,37,37,475,0.05405405405405406,0.07789473684210527,0.05128205128205128,0.923828125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_flowmean__deviation,0.1,4,48,37,475,0.10810810810810811,0.10105263157894737,0.07692307692307693,0.8984375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_flowmean__knn5,0.01,3,26,37,475,0.08108108108108109,0.05473684210526316,0.10344827586206896,0.943359375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_flowmean__knn5,0.03,3,29,37,475,0.08108108108108109,0.061052631578947365,0.09375,0.9375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_flowmean__knn5,0.05,4,35,37,475,0.10810810810810811,0.07368421052631578,0.10256410256410256,0.923828125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_flowmean__knn5,0.1,4,41,37,475,0.10810810810810811,0.0863157894736842,0.08888888888888889,0.912109375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d0__deviation,0.01,0,11,37,475,0.0,0.023157894736842106,0.0,0.978515625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d0__deviation,0.03,1,15,37,475,0.02702702702702703,0.031578947368421054,0.0625,0.96875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d0__deviation,0.05,2,22,37,475,0.05405405405405406,0.04631578947368421,0.08333333333333333,0.953125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d0__deviation,0.1,3,41,37,475,0.08108108108108109,0.0863157894736842,0.06818181818181818,0.9140625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d0__knn5,0.01,1,14,37,475,0.02702702702702703,0.029473684210526315,0.06666666666666667,0.970703125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d0__knn5,0.03,1,17,37,475,0.02702702702702703,0.035789473684210524,0.05555555555555555,0.96484375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d0__knn5,0.05,1,27,37,475,0.02702702702702703,0.056842105263157895,0.03571428571428571,0.9453125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d0__knn5,0.1,4,50,37,475,0.10810810810810811,0.10526315789473684,0.07407407407407407,0.89453125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d9__deviation,0.01,1,9,37,475,0.02702702702702703,0.018947368421052633,0.1,0.98046875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d9__deviation,0.03,2,16,37,475,0.05405405405405406,0.03368421052631579,0.1111111111111111,0.96484375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d9__deviation,0.05,2,28,37,475,0.05405405405405406,0.05894736842105263,0.06666666666666667,0.94140625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d9__deviation,0.1,7,44,37,475,0.1891891891891892,0.09263157894736843,0.13725490196078433,0.900390625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d9__knn5,0.01,1,6,37,475,0.02702702702702703,0.01263157894736842,0.14285714285714285,0.986328125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d9__knn5,0.03,2,14,37,475,0.05405405405405406,0.029473684210526315,0.125,0.96875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d9__knn5,0.05,3,24,37,475,0.08108108108108109,0.05052631578947368,0.1111111111111111,0.947265625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d9__knn5,0.1,5,42,37,475,0.13513513513513514,0.08842105263157894,0.10638297872340426,0.908203125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_flowmean__deviation,0.01,0,7,37,475,0.0,0.014736842105263158,0.0,0.986328125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_flowmean__deviation,0.03,0,11,37,475,0.0,0.023157894736842106,0.0,0.978515625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_flowmean__deviation,0.05,1,26,37,475,0.02702702702702703,0.05473684210526316,0.037037037037037035,0.947265625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_flowmean__deviation,0.1,3,43,37,475,0.08108108108108109,0.09052631578947369,0.06521739130434782,0.91015625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_flowmean__knn5,0.01,1,9,37,475,0.02702702702702703,0.018947368421052633,0.1,0.98046875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_flowmean__knn5,0.03,2,16,37,475,0.05405405405405406,0.03368421052631579,0.1111111111111111,0.96484375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_flowmean__knn5,0.05,3,23,37,475,0.08108108108108109,0.04842105263157895,0.11538461538461539,0.94921875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_flowmean__knn5,0.1,4,53,37,475,0.10810810810810811,0.11157894736842106,0.07017543859649122,0.888671875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d0__deviation,0.01,3,23,37,475,0.08108108108108109,0.04842105263157895,0.11538461538461539,0.94921875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d0__deviation,0.03,3,31,37,475,0.08108108108108109,0.06526315789473684,0.08823529411764706,0.93359375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d0__deviation,0.05,4,39,37,475,0.10810810810810811,0.08210526315789474,0.09302325581395349,0.916015625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d0__deviation,0.1,6,51,37,475,0.16216216216216217,0.10736842105263159,0.10526315789473684,0.888671875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d0__knn5,0.01,3,20,37,475,0.08108108108108109,0.042105263157894736,0.13043478260869565,0.955078125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d0__knn5,0.03,3,25,37,475,0.08108108108108109,0.05263157894736842,0.10714285714285714,0.9453125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d0__knn5,0.05,3,31,37,475,0.08108108108108109,0.06526315789473684,0.08823529411764706,0.93359375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d0__knn5,0.1,3,39,37,475,0.08108108108108109,0.08210526315789474,0.07142857142857142,0.91796875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d9__deviation,0.01,1,5,37,475,0.02702702702702703,0.010526315789473684,0.16666666666666666,0.98828125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d9__deviation,0.03,2,12,37,475,0.05405405405405406,0.02526315789473684,0.14285714285714285,0.97265625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d9__deviation,0.05,2,24,37,475,0.05405405405405406,0.05052631578947368,0.07692307692307693,0.94921875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d9__deviation,0.1,4,45,37,475,0.10810810810810811,0.09473684210526316,0.08163265306122448,0.904296875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d9__knn5,0.01,0,12,37,475,0.0,0.02526315789473684,0.0,0.9765625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d9__knn5,0.03,1,14,37,475,0.02702702702702703,0.029473684210526315,0.06666666666666667,0.970703125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d9__knn5,0.05,2,29,37,475,0.05405405405405406,0.061052631578947365,0.06451612903225806,0.939453125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d9__knn5,0.1,3,57,37,475,0.08108108108108109,0.12,0.05,0.8828125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_flowmean__deviation,0.01,0,7,37,475,0.0,0.014736842105263158,0.0,0.986328125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_flowmean__deviation,0.03,2,15,37,475,0.05405405405405406,0.031578947368421054,0.11764705882352941,0.966796875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_flowmean__deviation,0.05,4,27,37,475,0.10810810810810811,0.056842105263157895,0.12903225806451613,0.939453125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_flowmean__deviation,0.1,5,55,37,475,0.13513513513513514,0.11578947368421053,0.08333333333333333,0.8828125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_flowmean__knn5,0.01,2,11,37,475,0.05405405405405406,0.023157894736842106,0.15384615384615385,0.974609375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_flowmean__knn5,0.03,2,18,37,475,0.05405405405405406,0.037894736842105266,0.1,0.9609375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_flowmean__knn5,0.05,2,22,37,475,0.05405405405405406,0.04631578947368421,0.08333333333333333,0.953125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_flowmean__knn5,0.1,4,49,37,475,0.10810810810810811,0.1031578947368421,0.07547169811320754,0.896484375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,proprio__deviation,0.01,0,0,37,475,0.0,0.0,,1.0
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,proprio__deviation,0.03,0,0,37,475,0.0,0.0,,1.0
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,proprio__deviation,0.05,0,0,37,475,0.0,0.0,,1.0
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,proprio__deviation,0.1,0,32,37,475,0.0,0.06736842105263158,0.0,0.9375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,proprio__knn5,0.01,0,0,37,475,0.0,0.0,,1.0
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,proprio__knn5,0.03,0,0,37,475,0.0,0.0,,1.0
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,proprio__knn5,0.05,0,0,37,475,0.0,0.0,,1.0
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,proprio__knn5,0.1,0,0,37,475,0.0,0.0,,1.0
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,action__deviation,0.01,0,7,37,475,0.0,0.014736842105263158,0.0,0.986328125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,action__deviation,0.03,0,15,37,475,0.0,0.031578947368421054,0.0,0.970703125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,action__deviation,0.05,3,26,37,475,0.08108108108108109,0.05473684210526316,0.10344827586206896,0.943359375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,action__deviation,0.1,4,44,37,475,0.10810810810810811,0.09263157894736843,0.08333333333333333,0.90625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,action__knn5,0.01,0,18,37,475,0.0,0.037894736842105266,0.0,0.96484375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,action__knn5,0.03,0,26,37,475,0.0,0.05473684210526316,0.0,0.94921875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,action__knn5,0.05,1,42,37,475,0.02702702702702703,0.08842105263157894,0.023255813953488372,0.916015625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,action__knn5,0.1,1,62,37,475,0.02702702702702703,0.13052631578947368,0.015873015873015872,0.876953125
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,authority_low__d0,0.01,0,5,37,475,0.0,0.010526315789473684,0.0,0.990234375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,authority_low__d0,0.03,1,16,37,475,0.02702702702702703,0.03368421052631579,0.058823529411764705,0.966796875
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,authority_low__d0,0.05,1,26,37,475,0.02702702702702703,0.05473684210526316,0.037037037037037035,0.947265625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,authority_low__d0,0.1,1,49,37,475,0.02702702702702703,0.1031578947368421,0.02,0.90234375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,disagreement_low__d0,0.01,1,4,37,475,0.02702702702702703,0.008421052631578947,0.2,0.990234375
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,disagreement_low__d0,0.03,1,10,37,475,0.02702702702702703,0.021052631578947368,0.09090909090909091,0.978515625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,disagreement_low__d0,0.05,2,25,37,475,0.05405405405405406,0.05263157894736842,0.07407407407407407,0.947265625
q0,flow_noise_seed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,disagreement_low__d0,0.1,3,53,37,475,0.08108108108108109,0.11157894736842106,0.05357142857142857,0.890625
