row,task,episode,length,original_failure,failure,late_success_plus10_queries,cohort,suite,first_legacy_back_mean_q95_k2_query,first_lock_layer_median_q75_k4_query,first_instability_L5_q80_k8_query,first_dual_regime_or_query,outcome,late_success_first_extra_query,query,anchor,graph_front_response,graph_back_response,graph_query_responsiveness,graph_response_ratio,graph_front_acceleration,graph_back_acceleration,graph_front_absorption,graph_back_structure,graph_flow_handoff,graph_handoff_delay,graph_homeostasis
472,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,72,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.65705127,0.7147436,0.6858974,0.55448717,0.625,0.6955128,0.8942308,0.5673077,0.49679485,0.8365385,0.6527778
473,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,73,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.8685897,0.650641,0.7596154,0.21474357,0.72756416,0.7467949,0.7147436,0.22115384,0.4647436,0.5352564,0.46688035
475,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,75,30,True,True,False,development_main,libero_goal,29,25,-1,25,persistent,,29,terminal,0.31730768,0.086538464,0.20192307,0.4326923,0.13782051,0.041666668,0.2339744,0.3429487,0.3878205,0.19551282,0.3215812
478,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.9775641,0.94551283,0.9615384,0.13782051,0.9839744,0.9775641,0.24038458,0.9326923,0.8685897,0.4326923,0.6805555
479,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,79,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.47115383,0.38141024,0.42628205,0.38141024,0.5032051,0.36217952,0.4198718,0.22115386,0.13141026,0.2275641,0.25747862
511,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,111,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.5416667,0.38141024,0.46153846,0.33653846,0.48397434,0.44551286,0.29807693,0.35576925,0.375,0.2596154,0.3429487
521,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,121,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.650641,0.48397437,0.5673077,0.349359,0.8173077,0.7339743,0.24038458,0.39423075,0.31730768,0.32371795,0.31730768
529,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,129,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.7660257,0.6955128,0.73076934,0.4070513,0.59294873,0.6314103,0.4262821,0.6762821,0.7403846,0.6634615,0.6143163
531,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,131,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.34935895,0.4198718,0.3846154,0.6185897,0.33653846,0.16987179,0.20833331,0.8365385,0.6698718,0.5224359,0.5715812
532,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,132,30,True,True,False,development_main,libero_goal,25,24,-1,24,persistent,,29,terminal,0.24679486,0.20833333,0.2275641,0.5544872,0.24679486,0.31089744,0.91346157,0.63782054,0.7403846,0.90705127,0.7638889
533,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,133,30,True,True,False,development_main,libero_goal,-1,24,-1,24,persistent,,29,terminal,0.7339744,0.6634615,0.6987179,0.48397437,0.7275641,0.7019231,0.1185897,0.25320515,0.4070513,0.048076924,0.2596154
534,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,134,30,True,True,False,development_main,libero_goal,-1,24,-1,24,persistent,,29,terminal,0.32371795,0.43910256,0.38141024,0.599359,0.2724359,0.36858973,0.5929487,0.7660257,0.7019231,0.8108974,0.6869659
535,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,135,30,True,True,False,development_main,libero_goal,25,24,-1,24,persistent,,29,terminal,0.15705128,0.31730768,0.23717947,0.66346157,0.24679486,0.13141026,0.7467948,0.6698718,0.7019231,0.7275641,0.70619655
540,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,140,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.44551286,0.41346154,0.42948723,0.4903846,0.7467949,0.5352564,0.17628199,0.625,0.46474358,0.40064105,0.4220085
547,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,147,30,True,True,False,development_main,libero_goal,23,23,-1,23,persistent,,29,terminal,0.016025642,0.11217949,0.06410257,0.5801282,0.18910255,0.08012821,0.6057693,0.8173077,0.6442308,0.823718,0.6891026
589,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,189,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.7083333,0.52884614,0.6185897,0.31730768,0.6442308,0.7275641,0.1185897,0.7852564,0.65705127,0.49679485,0.52029914
595,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,195,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.43910256,0.4903846,0.46474358,0.5224359,0.38782048,0.4647436,0.4391026,0.6121795,0.33653846,0.5416667,0.46260688
599,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,199,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.5865385,0.5032051,0.5448718,0.35576925,0.5608974,0.6955128,0.20192307,0.6057692,0.32371792,0.3429487,0.37713674
603,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,203,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.18269229,0.27243587,0.2275641,0.6826923,0.16346152,0.20192309,0.15064102,0.5865385,0.6826923,0.34935895,0.4732906
610,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,210,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.6634615,0.90705127,0.78525645,0.875,0.8108974,0.8301282,0.5673077,0.625,0.58012825,0.63141024,0.59081197
613,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,213,30,True,True,False,development_main,libero_goal,-1,24,-1,24,persistent,,29,terminal,0.8365385,0.8365385,0.8365385,0.5673077,0.7532051,0.5737179,0.1634615,0.45192304,0.32371795,0.21474357,0.31303418
623,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,223,30,True,True,False,development_main,libero_goal,-1,24,-1,24,persistent,,29,terminal,0.46474358,0.4647436,0.46474358,0.3878205,0.40064105,0.35576925,0.5224359,0.47115383,0.39423075,0.39423075,0.46260682
635,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,235,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.1378205,0.20833333,0.17307691,0.6634615,0.2980769,0.27884614,0.2916667,0.9134615,0.59294873,0.6826923,0.599359
682,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,282,30,True,True,False,development_main,libero_goal,-1,23,-1,23,persistent,,29,terminal,0.2724359,0.20833333,0.24038462,0.40705124,0.27243587,0.6057692,0.5096154,0.4647436,0.5480769,0.4198718,0.50747865
720,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,320,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.3301282,0.46474358,0.3974359,0.6057692,0.38782048,0.24038462,0.7467949,0.650641,0.7980769,0.7467949,0.7318376
721,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,321,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.46474358,0.5032051,0.48397434,0.41987178,0.47115383,0.59294873,0.3301282,0.24038462,0.20192307,0.2275641,0.25747862
722,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,322,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.23397435,0.4775641,0.3557692,0.7467949,0.2596154,0.45833334,0.426282,0.31730768,0.1826923,0.21474357,0.30876064
723,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,323,30,True,True,False,development_main,libero_goal,27,20,-1,20,persistent,,29,terminal,0.1826923,0.07371795,0.12820514,0.49679485,0.11217949,0.15064102,0.40064102,0.41987178,0.375,0.25320515,0.39850426
724,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,324,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.599359,0.69551283,0.6474359,0.59294873,0.7147436,0.7532051,0.5929488,0.035256412,0.6057692,0.048076924,0.41132483
726,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,326,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.4326923,0.55448717,0.49358973,0.49679485,0.375,0.5352564,0.56089747,0.1826923,0.26602563,0.24038462,0.33653846
754,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,354,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.59294873,0.8365385,0.7147436,0.6762821,0.5929487,0.5480769,0.52884614,0.26602563,0.5032051,0.32371795,0.4326923
757,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,357,30,True,True,False,development_main,libero_goal,-1,25,-1,25,persistent,,29,terminal,0.36858973,0.2596154,0.31410256,0.43910256,0.4775641,0.38141024,0.25961542,0.8108974,0.33653843,0.625,0.46901706
760,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,360,30,True,True,False,development_main,libero_goal,27,25,-1,25,persistent,,29,terminal,0.36858973,0.26602563,0.31730768,0.4775641,0.2980769,0.20833333,0.8301282,0.68269235,0.40064105,0.7596154,0.63782054
761,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,361,30,True,True,False,development_main,libero_goal,-1,24,-1,24,persistent,,29,terminal,0.650641,0.4198718,0.5352564,0.2275641,0.5480769,0.26602563,0.7083334,0.50961536,0.47115386,0.7019231,0.5630342
762,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,362,30,True,True,False,development_main,libero_goal,-1,-1,-1,-1,persistent,,29,terminal,0.61217946,0.8108974,0.7115385,0.53525645,0.63782054,0.900641,0.9775641,0.31730768,0.7339744,0.9711539,0.6762821
763,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,363,30,True,True,False,development_main,libero_goal,29,25,-1,25,persistent,,29,terminal,0.20833331,0.022435898,0.1153846,0.42628208,0.099358976,0.035256412,0.6121795,0.19551282,0.36858976,0.4070513,0.39209405
764,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,364,30,True,True,False,development_main,libero_goal,-1,24,-1,24,persistent,,29,terminal,0.6762821,0.57371795,0.625,0.3301282,0.65705127,0.5801282,0.56089747,0.46474358,0.46474358,0.48397434,0.4967949
765,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,365,30,True,True,False,development_main,libero_goal,28,25,-1,25,persistent,,29,terminal,0.38141024,0.3044872,0.3429487,0.5032051,0.42628205,0.45192304,0.49038464,0.5673077,0.20833333,0.5737179,0.42200854
766,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,366,30,True,True,False,development_main,libero_goal,28,26,-1,26,persistent,,29,terminal,0.1698718,0.125,0.1474359,0.5608974,0.11217949,0.07371795,0.84294873,0.4326923,0.38141024,0.7467949,0.5523504
879,libero_goal/push_the_plate_to_the_front_of_the_stove,79,30,True,True,False,development_main,libero_goal,24,-1,-1,-1,persistent,,29,terminal,0.41666666,0.5833333,0.5,0.41666666,0.25,0.5833333,0.5833334,0.75,0.5833333,0.5833333,0.6388889
1043,libero_goal/push_the_plate_to_the_front_of_the_stove,243,30,True,True,False,development_main,libero_goal,19,21,-1,21,persistent,,29,terminal,0.5833333,0.41666666,0.5,0.5833333,0.75,0.41666666,0.4166667,0.25,0.41666666,0.41666666,0.36111113
1257,libero_goal/put_the_bowl_on_the_plate,57,30,True,True,False,development_main,libero_goal,18,19,-1,19,persistent,,29,terminal,0.59722227,0.7916667,0.6944445,0.6805556,0.5416667,0.5694445,0.20833331,0.9305555,0.7361111,0.625,0.625
1259,libero_goal/put_the_bowl_on_the_plate,59,30,True,True,False,development_main,libero_goal,25,-1,-1,-1,persistent,,29,terminal,0.7638889,0.90277773,0.8333333,0.6805555,0.5416667,0.90277773,0.5416666,0.31944442,0.48611107,0.31944445,0.44907403
1263,libero_goal/put_the_bowl_on_the_plate,63,30,True,True,False,development_main,libero_goal,15,15,-1,15,persistent,,29,terminal,0.2361111,0.4027778,0.31944442,0.7916667,0.12499999,0.23611112,0.375,0.7916667,0.7083333,0.48611113,0.625
1457,libero_goal/put_the_bowl_on_the_plate,257,30,True,True,False,development_main,libero_goal,16,18,-1,18,persistent,,29,terminal,0.26388887,0.65277773,0.45833328,0.8194445,0.375,0.73611116,0.7361111,0.7361111,0.90277773,0.90277773,0.7916667
1459,libero_goal/put_the_bowl_on_the_plate,259,30,True,True,False,development_main,libero_goal,-1,-1,-1,-1,persistent,,29,terminal,0.18055554,0.15277778,0.16666667,0.5138889,0.43055555,0.31944445,0.625,0.26388887,0.29166666,0.4027778,0.39351848
1460,libero_goal/put_the_bowl_on_the_plate,260,30,True,True,False,development_main,libero_goal,21,23,-1,23,persistent,,29,terminal,0.6527778,0.8194444,0.7361111,0.6527778,0.7361111,0.76388884,0.5416666,0.84722227,0.7083333,0.875,0.69907403
1462,libero_goal/put_the_bowl_on_the_plate,262,30,True,False,True,development_main,libero_goal,-1,-1,-1,-1,late,1.0,29,terminal,0.34722224,0.48611113,0.41666666,0.65277773,0.48611113,0.45833334,0.9583333,0.375,0.625,0.84722227,0.65277773
1463,libero_goal/put_the_bowl_on_the_plate,263,30,True,True,False,development_main,libero_goal,17,19,-1,19,persistent,,29,terminal,0.31944445,0.29166666,0.30555552,0.48611113,0.375,0.2638889,0.7638889,0.20833333,0.48611113,0.65277773,0.48611113
1479,libero_goal/put_the_bowl_on_the_plate,279,30,True,True,False,development_main,libero_goal,28,-1,-1,-1,persistent,,29,terminal,0.625,0.40277776,0.5138889,0.29166666,0.5416667,0.375,0.5972222,0.041666668,0.09722222,0.2361111,0.24537037
1494,libero_goal/put_the_bowl_on_the_plate,294,30,True,True,False,development_main,libero_goal,-1,-1,15,15,persistent,,29,terminal,0.8194444,0.45833334,0.6388889,0.12499999,0.7916667,0.34722224,0.125,0.65277773,0.31944445,0.26388887,0.36574075
1495,libero_goal/put_the_bowl_on_the_plate,295,30,True,True,False,development_main,libero_goal,-1,-1,15,15,persistent,,29,terminal,0.5416667,0.34722224,0.44444445,0.18055554,0.3472222,0.7083333,0.40277773,0.4027778,0.3472222,0.2638889,0.38425922
1569,libero_goal/put_the_bowl_on_the_plate,369,30,True,True,False,development_main,libero_goal,-1,-1,-1,-1,persistent,,29,terminal,0.6527778,0.29166666,0.47222224,0.125,0.7083333,0.31944445,0.125,0.43055558,0.29166666,0.125,0.2824074
1633,libero_goal/put_the_bowl_on_the_stove,33,30,True,True,False,development_main,libero_goal,-1,-1,-1,-1,persistent,,29,terminal,0.19444446,0.6944444,0.44444445,0.75,0.30555555,0.4722222,0.63888896,0.5833333,0.75,0.52777773,0.65740746
1636,libero_goal/put_the_bowl_on_the_stove,36,30,True,True,False,development_main,libero_goal,14,28,-1,28,persistent,,29,terminal,0.19444443,0.41666666,0.30555555,0.75,0.083333336,0.083333336,0.63888884,0.5277778,0.75,0.86111116,0.6388889
1637,libero_goal/put_the_bowl_on_the_stove,37,30,True,True,False,development_main,libero_goal,14,16,23,16,persistent,,29,terminal,0.86111116,0.4722222,0.6666667,0.19444443,0.86111116,0.8055556,0.4166667,0.4722222,0.41666666,0.5833333,0.4351852
1638,libero_goal/put_the_bowl_on_the_stove,38,30,True,True,False,development_main,libero_goal,-1,-1,29,29,persistent,,29,terminal,0.52777773,0.8055556,0.6666667,0.6944444,0.63888884,0.5833333,0.47222227,0.4722222,0.30555555,0.41666666,0.41666666
1815,libero_goal/put_the_bowl_on_the_stove,215,30,True,True,False,development_main,libero_goal,13,15,-1,15,persistent,,29,terminal,0.6944444,0.19444446,0.44444442,0.19444443,0.75,0.5833333,0.5833334,0.86111116,0.6944444,0.47222224,0.7129629
1936,libero_goal/put_the_bowl_on_the_stove,336,30,True,True,False,development_main,libero_goal,14,16,-1,16,persistent,,29,terminal,0.52777773,0.41666672,0.4722222,0.41666666,0.36111107,0.4722222,0.25,0.083333336,0.083333336,0.1388889,0.1388889
2024,libero_goal/put_the_bowl_on_top_of_the_cabinet,24,30,True,True,False,development_main,libero_goal,12,15,-1,15,persistent,,29,terminal,0.4777778,0.7888889,0.6333334,0.56666666,0.32222223,0.5888888,0.76666665,0.38888893,0.29999998,0.4333333,0.48518518
2026,libero_goal/put_the_bowl_on_top_of_the_cabinet,26,30,True,True,False,development_main,libero_goal,12,15,-1,15,persistent,,29,terminal,0.3,0.07777778,0.18888889,0.29999998,0.2777778,0.1,0.9,0.033333335,0.1,0.21111113,0.34444442
2028,libero_goal/put_the_bowl_on_top_of_the_cabinet,28,30,True,True,False,development_main,libero_goal,12,15,-1,15,persistent,,29,terminal,0.90000004,0.96666664,0.93333334,0.81111103,0.87777776,0.96666664,0.70000005,0.45555556,0.67777777,0.38888887,0.6111111
2040,libero_goal/put_the_bowl_on_top_of_the_cabinet,40,30,True,True,False,development_main,libero_goal,13,15,-1,15,persistent,,29,terminal,0.5888889,0.38888893,0.4888889,0.3,0.32222223,0.5,0.7,0.7,0.67777777,0.7888889,0.6925926
2044,libero_goal/put_the_bowl_on_top_of_the_cabinet,44,30,True,True,False,development_main,libero_goal,13,16,-1,16,persistent,,29,terminal,0.6333333,0.6111111,0.6222222,0.5,0.76666665,0.65555555,0.36666662,0.8999999,0.67777777,0.81111115,0.6481481
2045,libero_goal/put_the_bowl_on_top_of_the_cabinet,45,30,True,True,False,development_main,libero_goal,12,15,-1,15,persistent,,29,terminal,0.78888893,0.78888893,0.78888893,0.5,0.6111111,0.81111115,0.36666673,0.56666666,0.72222227,0.6333333,0.5518519
2179,libero_goal/put_the_bowl_on_top_of_the_cabinet,179,30,True,True,False,development_main,libero_goal,13,16,-1,16,persistent,,29,terminal,0.14444445,0.45555556,0.29999998,0.85555553,0.23333335,0.16666667,0.21111113,0.25555557,0.78888893,0.14444445,0.41851854
2180,libero_goal/put_the_bowl_on_top_of_the_cabinet,180,30,True,True,False,development_main,libero_goal,13,16,-1,16,persistent,,29,terminal,0.45555556,0.5,0.4777778,0.6111111,0.8333333,0.65555555,0.25555563,0.76666665,0.5,0.6333333,0.5074074
2182,libero_goal/put_the_bowl_on_top_of_the_cabinet,182,30,True,True,False,development_main,libero_goal,13,16,-1,16,persistent,,29,terminal,0.5,0.38888893,0.44444442,0.23333335,0.45555556,0.41111112,0.5888889,0.34444442,0.5222222,0.41111112,0.48518515
2189,libero_goal/put_the_bowl_on_top_of_the_cabinet,189,30,True,True,False,development_main,libero_goal,13,15,-1,15,persistent,,29,terminal,0.72222215,0.6111111,0.6666666,0.41111112,0.67777777,0.5888889,0.25555557,0.6111111,0.36666667,0.5,0.41111112
2191,libero_goal/put_the_bowl_on_top_of_the_cabinet,191,30,True,True,False,development_main,libero_goal,13,15,-1,15,persistent,,29,terminal,0.6333333,0.7,0.6666667,0.6111111,0.67777777,0.7,0.16666669,0.5888889,0.38888887,0.38888893,0.3814815
2216,libero_goal/put_the_bowl_on_top_of_the_cabinet,216,30,True,True,False,development_main,libero_goal,13,15,-1,15,persistent,,29,terminal,0.38888893,0.45555556,0.42222223,0.5,0.4333333,0.36666667,0.36666673,0.23333335,0.055555556,0.2777778,0.21851856
2219,libero_goal/put_the_bowl_on_top_of_the_cabinet,219,30,True,True,False,development_main,libero_goal,13,15,-1,15,persistent,,29,terminal,0.055555556,0.1,0.07777778,0.5,0.12222222,0.055555556,0.43333334,0.4777778,0.32222223,0.45555556,0.41111112
2314,libero_goal/put_the_bowl_on_top_of_the_cabinet,314,30,True,True,False,development_main,libero_goal,13,16,-1,16,persistent,,29,terminal,0.5222222,0.4111111,0.46666667,0.4333333,0.5222222,0.41111112,0.74444443,0.56666666,0.81111115,0.5888889,0.7074074
2330,libero_goal/put_the_bowl_on_top_of_the_cabinet,330,30,True,True,False,development_main,libero_goal,13,15,-1,15,persistent,,29,terminal,0.38888893,0.25555557,0.32222226,0.36666664,0.36666667,0.5222222,0.67777777,0.6111111,0.5888889,0.8333333,0.62592596
2400,libero_goal/put_the_cream_cheese_in_the_bowl,0,30,True,True,False,development_main,libero_goal,27,29,15,15,persistent,,29,terminal,0.7166667,0.5833333,0.65000004,0.25,0.75,0.6166667,0.7166667,0.28333333,0.28333333,0.48333335,0.42777777
2402,libero_goal/put_the_cream_cheese_in_the_bowl,2,30,True,True,False,development_main,libero_goal,-1,-1,-1,-1,persistent,,29,terminal,0.81666666,0.6166666,0.7166667,0.38333333,0.8500001,0.7166667,0.95,0.18333334,0.35,0.35,0.49444446
2403,libero_goal/put_the_cream_cheese_in_the_bowl,3,30,True,True,False,development_main,libero_goal,29,-1,15,15,persistent,,29,terminal,0.15,0.15,0.15,0.41666666,0.116666675,0.083333336,0.31666666,0.25,0.18333334,0.18333334,0.25
2404,libero_goal/put_the_cream_cheese_in_the_bowl,4,30,True,True,False,development_main,libero_goal,29,-1,15,15,persistent,,29,terminal,0.3166667,0.25,0.28333333,0.31666666,0.28333333,0.116666675,0.4833333,0.25,0.48333335,0.31666666,0.40555558
2405,libero_goal/put_the_cream_cheese_in_the_bowl,5,30,True,True,False,development_main,libero_goal,28,-1,15,15,persistent,,29,terminal,0.38333336,0.81666666,0.6,0.9166667,0.38333336,0.75,0.34999996,0.8833334,0.9166667,0.8500001,0.7166667
2406,libero_goal/put_the_cream_cheese_in_the_bowl,6,30,True,True,False,development_main,libero_goal,28,-1,15,15,persistent,,29,terminal,0.15,0.35,0.25,0.81666666,0.25,0.25,0.38333327,0.65000004,0.6166666,0.55,0.54999995
2407,libero_goal/put_the_cream_cheese_in_the_bowl,7,30,True,True,False,development_main,libero_goal,-1,-1,15,15,persistent,,29,terminal,0.35,0.25,0.29999998,0.45000002,0.41666666,0.38333333,0.5833334,0.8500001,0.7833333,0.81666666,0.7388889
2418,libero_goal/put_the_cream_cheese_in_the_bowl,18,30,True,True,False,development_main,libero_goal,13,15,-1,15,persistent,,29,terminal,0.51666665,0.8833334,0.7,0.81666666,0.35,0.75,0.5833334,0.75,0.7833333,0.8833334,0.7055556
2514,libero_goal/put_the_cream_cheese_in_the_bowl,114,30,True,True,False,development_main,libero_goal,-1,-1,27,27,persistent,,29,terminal,0.81666666,0.48333335,0.65000004,0.28333333,0.7166667,0.68333334,0.3166666,0.44999996,0.25,0.3166667,0.33888885
2516,libero_goal/put_the_cream_cheese_in_the_bowl,116,30,True,True,False,development_main,libero_goal,-1,-1,-1,-1,persistent,,29,terminal,0.7833333,0.6166666,0.7,0.35,0.8833334,0.65000004,0.31666666,0.44999996,0.35,0.25000003,0.37222221
2935,libero_goal/put_the_wine_bottle_on_the_rack,135,30,True,True,False,development_main,libero_goal,19,22,-1,22,persistent,,29,terminal,0.6111111,0.5,0.5555555,0.72222215,0.72222215,0.6111111,0.16666669,0.5,0.6111111,0.2777778,0.42592594
3042,libero_goal/put_the_wine_bottle_on_the_rack,242,30,True,True,False,development_main,libero_goal,19,22,-1,22,persistent,,29,terminal,0.5,0.72222215,0.6111111,0.6111111,0.6111111,0.2777778,0.7222222,0.5,0.6111111,0.8333333,0.6111111
3179,libero_goal/put_the_wine_bottle_on_the_rack,379,30,True,True,False,development_main,libero_goal,19,21,-1,21,persistent,,29,terminal,0.38888887,0.2777778,0.3333333,0.16666667,0.16666667,0.6111111,0.61111104,0.49999997,0.2777778,0.38888887,0.46296296
3285,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,85,30,True,True,False,development_main,libero_goal,14,16,-1,16,persistent,,29,terminal,0.25,0.41666666,0.33333334,0.41666666,0.25,0.41666666,0.25,0.5833333,0.25,0.5833333,0.36111107
