comparison,signal,signal_block,window,matched_initial_states,effect_sd,ci95_low,ci95_high,separated,earliest_separation
active_return_minus_stagnation_core,action_rotation,action,after_+2_+6,7,3.8578352168125605,3.4369970571021646,4.26892475569188,True,sync_-1_+1
active_return_minus_stagnation_core,action_gripper,action,lead_-6_-2,7,6.577411194040759,5.892705259014956,7.323368576712429,True,lead_-6_-2
active_return_minus_stagnation_core,action_gripper,action,sync_-1_+1,7,8.317244488245228,7.590664882537909,9.043842247711863,True,lead_-6_-2
active_return_minus_stagnation_core,action_gripper,action,after_+2_+6,7,6.439780617227932,5.508439860614817,7.19098674089463,True,lead_-6_-2
active_return_minus_stagnation_core,action_change,action,lead_-6_-2,7,3.480294338902034,3.096499790962938,3.81866708777894,True,lead_-6_-2
active_return_minus_stagnation_core,action_change,action,sync_-1_+1,7,3.2828125171496976,2.816235239936768,3.7339890982405075,True,lead_-6_-2
active_return_minus_stagnation_core,action_change,action,after_+2_+6,7,4.455570407361683,3.9152728518369373,5.008459253082572,True,lead_-6_-2
active_return_minus_stagnation_core,action_recurrence_advantage,action,lead_-6_-2,7,3.3366670763896833,1.0320875227383746,5.176053402340291,True,lead_-6_-2
active_return_minus_stagnation_core,action_recurrence_advantage,action,sync_-1_+1,7,-3.8316442336957195,-5.129824870291401,-2.6701315723373593,True,lead_-6_-2
active_return_minus_stagnation_core,action_recurrence_advantage,action,after_+2_+6,7,-0.2616432481050842,-1.4666454355222336,0.8370038881345461,False,lead_-6_-2
active_return_minus_stagnation_core,action_anchor_advantage,action,lead_-6_-2,7,1.0940793278799692,-0.1879080680842004,2.298156710663878,False,sync_-1_+1
active_return_minus_stagnation_core,action_anchor_advantage,action,sync_-1_+1,7,-2.486676884355176,-3.2707901205562004,-1.7663600157851551,True,sync_-1_+1
active_return_minus_stagnation_core,action_anchor_advantage,action,after_+2_+6,7,1.9051046935891738,1.310608369157861,2.5119116892907516,True,sync_-1_+1
active_return_minus_stagnation_core,action_gripper_flip,action,lead_-6_-2,7,5.213564358925333,4.176310714410276,5.9869552294413255,True,lead_-6_-2
active_return_minus_stagnation_core,action_gripper_flip,action,sync_-1_+1,7,2.538541947578897,1.5012882485681653,3.311932863507952,True,lead_-6_-2
active_return_minus_stagnation_core,action_gripper_flip,action,after_+2_+6,7,4.074777313228294,2.8024045853387745,5.253061050047606,True,lead_-6_-2
active_return_minus_stagnation_core,route_speed,routing,lead_-6_-2,7,3.657958316760588,3.3715568623605168,3.978348036137125,True,lead_-6_-2
active_return_minus_stagnation_core,route_speed,routing,sync_-1_+1,7,3.829759319214766,3.283182763391301,4.498078373321502,True,lead_-6_-2
active_return_minus_stagnation_core,route_speed,routing,after_+2_+6,7,5.693152891573926,5.011420544015155,6.353382806944244,True,lead_-6_-2
active_return_minus_stagnation_core,route_recurrence_advantage,routing,lead_-6_-2,7,2.272329618487606,0.7535199127255046,3.6632226671694084,True,lead_-6_-2
active_return_minus_stagnation_core,route_recurrence_advantage,routing,sync_-1_+1,7,-0.8845387155675832,-1.7345451771097926,0.008688050120848988,False,lead_-6_-2
active_return_minus_stagnation_core,route_recurrence_advantage,routing,after_+2_+6,7,-1.059088316087814,-2.6098360340793425,0.6718831000140573,False,lead_-6_-2
active_return_minus_stagnation_core,route_recurrence_lag_fraction,routing,lead_-6_-2,7,0.43786920780645067,-0.676335839537619,1.8627241636545593,False,after_+2_+6
active_return_minus_stagnation_core,route_recurrence_lag_fraction,routing,sync_-1_+1,7,0.33067589189866453,-1.0363340542455313,1.93047590534643,False,after_+2_+6
active_return_minus_stagnation_core,route_recurrence_lag_fraction,routing,after_+2_+6,7,2.790402591080272,1.8388943111815421,3.790872094489617,True,after_+2_+6
active_return_minus_stagnation_core,route_anchor_advantage,routing,lead_-6_-2,7,2.849561470619208,2.59961336942413,3.0894265364301536,True,lead_-6_-2
active_return_minus_stagnation_core,route_anchor_advantage,routing,sync_-1_+1,7,2.8275150528469895,2.449066332660699,3.218803772796579,True,lead_-6_-2
active_return_minus_stagnation_core,route_anchor_advantage,routing,after_+2_+6,7,4.786826212540533,4.395758361523451,5.196189357629466,True,lead_-6_-2
active_return_minus_stagnation_core,route_entropy,routing,lead_-6_-2,7,-3.7550064183613414,-4.847078646383926,-2.57269761129842,True,lead_-6_-2
active_return_minus_stagnation_core,route_entropy,routing,sync_-1_+1,7,-5.827809967443641,-6.509521899168449,-5.153014887553062,True,lead_-6_-2
active_return_minus_stagnation_core,route_entropy,routing,after_+2_+6,7,-4.7374289981719055,-6.203777599973338,-3.67554961356911,True,lead_-6_-2
active_return_minus_stagnation_core,route_top1_mass,routing,lead_-6_-2,7,3.035332544074361,1.9873551210071765,4.09074202303857,True,lead_-6_-2
active_return_minus_stagnation_core,route_top1_mass,routing,sync_-1_+1,7,3.67689223135809,2.970385654713333,4.358565016187614,True,lead_-6_-2
active_return_minus_stagnation_core,route_top1_mass,routing,after_+2_+6,7,3.258599693825769,2.2987288727503947,4.412256890642713,True,lead_-6_-2
active_return_minus_stagnation_core,expert_speed,routing,lead_-6_-2,7,2.08132939369924,1.4704658452852244,2.740233261493382,True,lead_-6_-2
active_return_minus_stagnation_core,expert_speed,routing,sync_-1_+1,7,2.7342233221875816,1.9125081608287715,3.7938882272957546,True,lead_-6_-2
active_return_minus_stagnation_core,expert_speed,routing,after_+2_+6,7,5.0381249378633255,4.276144247795197,5.775828394952833,True,lead_-6_-2
active_return_minus_stagnation_core,expert_entropy,routing,lead_-6_-2,7,-0.6402991911333858,-1.3160339010889766,0.11049764449141568,False,sync_-1_+1
active_return_minus_stagnation_core,expert_entropy,routing,sync_-1_+1,7,-2.57591610148106,-3.4268972363213273,-1.6846657535997975,True,sync_-1_+1
active_return_minus_stagnation_core,expert_entropy,routing,after_+2_+6,7,-0.7295704536008648,-1.9739291403238675,0.6027029146357433,False,sync_-1_+1
active_return_minus_stagnation_core,expert_top1_mass,routing,lead_-6_-2,7,-0.31636799666662924,-0.9104305280241638,0.25509093472637484,False,sync_-1_+1
active_return_minus_stagnation_core,expert_top1_mass,routing,sync_-1_+1,7,1.0554285758531474,0.09009549965415022,1.8898619554329819,True,sync_-1_+1
active_return_minus_stagnation_core,expert_top1_mass,routing,after_+2_+6,7,-0.3267074956003933,-1.4975878723827347,0.8093798038611577,False,sync_-1_+1
active_return_minus_stagnation_core,route_layer_synchrony,routing,lead_-6_-2,7,-1.191957785928834,-2.4781026473325696,-0.19437343726862683,True,lead_-6_-2
active_return_minus_stagnation_core,route_layer_synchrony,routing,sync_-1_+1,7,-3.3178854796348145,-4.467932500320226,-2.248048246405225,True,lead_-6_-2
active_return_minus_stagnation_core,route_layer_synchrony,routing,after_+2_+6,7,-4.411599865922533,-5.159639604175872,-3.597885979874199,True,lead_-6_-2
stagnation_core_minus_success,eef_step_m,physical,lead_-6_-2,10,-1.12458105064822,-2.6370717539561133,0.017887869502107277,False,sync_-1_+1
stagnation_core_minus_success,eef_step_m,physical,sync_-1_+1,10,-1.522165411382341,-2.860037843076067,-0.4937882535693618,True,sync_-1_+1
stagnation_core_minus_success,eef_step_m,physical,after_+2_+6,10,-3.757190929210293,-4.8055065323290185,-2.605736038824297,True,sync_-1_+1
stagnation_core_minus_success,eef_pot1_distance_m,physical,lead_-6_-2,10,-0.037639035479431836,-0.38382698026289686,0.37780896750327003,False,sync_-1_+1
stagnation_core_minus_success,eef_pot1_distance_m,physical,sync_-1_+1,10,0.36344028091902864,0.012355029594575254,1.0186371492056985,True,sync_-1_+1
stagnation_core_minus_success,eef_pot1_distance_m,physical,after_+2_+6,10,0.5227415214666671,0.12349502440752001,1.2215887229432487,True,sync_-1_+1
stagnation_core_minus_success,eef_pot2_distance_m,physical,lead_-6_-2,10,-0.20607194476150706,-0.710323723855294,0.06689506087629572,False,sync_-1_+1
stagnation_core_minus_success,eef_pot2_distance_m,physical,sync_-1_+1,10,-0.5905180851182701,-1.4902140404352362,-0.05309545335220924,True,sync_-1_+1
stagnation_core_minus_success,eef_pot2_distance_m,physical,after_+2_+6,10,-0.35761301416182545,-1.3570678090626038,0.24937735812626158,False,sync_-1_+1
stagnation_core_minus_success,pot1_step_m,physical,lead_-6_-2,10,-0.1928006887435913,-0.578402066230774,0.0,False,after_+2_+6
stagnation_core_minus_success,pot1_step_m,physical,sync_-1_+1,10,-0.1532762154387889,-0.9100346700409874,0.2824495214465186,False,after_+2_+6
stagnation_core_minus_success,pot1_step_m,physical,after_+2_+6,10,-6.700273941612018,-8.717214250100872,-4.597638286375397,True,after_+2_+6
stagnation_core_minus_success,pot2_step_m,physical,lead_-6_-2,10,0.6964180458522538,0.1796393268442392,1.30736844798433,True,lead_-6_-2
stagnation_core_minus_success,pot2_step_m,physical,sync_-1_+1,10,0.6919970549383059,0.1714302110075235,1.310382041204648,True,lead_-6_-2
stagnation_core_minus_success,pot2_step_m,physical,after_+2_+6,10,0.6913297184144322,0.19099300841204792,1.3073546885006297,True,lead_-6_-2
stagnation_core_minus_success,pot1_goal_distance_m,physical,lead_-6_-2,10,-0.0844620923201243,-0.2533862769603729,0.0,False,sync_-1_+1
stagnation_core_minus_success,pot1_goal_distance_m,physical,sync_-1_+1,10,-0.3149725443279031,-0.9037368632908199,-0.013346116218468342,True,sync_-1_+1
stagnation_core_minus_success,pot1_goal_distance_m,physical,after_+2_+6,10,1.3358156044491039,0.4734040100620199,2.024738652072862,True,sync_-1_+1
stagnation_core_minus_success,pot2_goal_distance_m,physical,lead_-6_-2,10,0.46546349632772044,0.1689707347608835,0.8407477461986932,True,lead_-6_-2
stagnation_core_minus_success,pot2_goal_distance_m,physical,sync_-1_+1,10,0.44136491765493346,0.15139704770448878,0.8354759038409888,True,lead_-6_-2
stagnation_core_minus_success,pot2_goal_distance_m,physical,after_+2_+6,10,0.4286732029005038,0.13747915384481324,0.8177592708053218,True,lead_-6_-2
stagnation_core_minus_success,eef_pot1_distance_change_m,physical,lead_-6_-2,10,1.3749055388128129,-0.06465349379607585,3.2295455689614427,False,sync_-1_+1
stagnation_core_minus_success,eef_pot1_distance_change_m,physical,sync_-1_+1,10,2.2915116571898713,0.902972546074998,4.007274861059361,True,sync_-1_+1
stagnation_core_minus_success,eef_pot1_distance_change_m,physical,after_+2_+6,10,0.829141465818568,0.028215088156575488,1.8603433864592431,True,sync_-1_+1
stagnation_core_minus_success,action_translation,action,lead_-6_-2,10,-1.3577843142020396,-3.0954729176879607,-0.06797256450544314,True,lead_-6_-2
stagnation_core_minus_success,action_translation,action,sync_-1_+1,10,-1.6878549098404805,-3.2383748160224335,-0.557821192994468,True,lead_-6_-2
stagnation_core_minus_success,action_translation,action,after_+2_+6,10,-5.154676689114734,-6.784031630901994,-3.567762925754827,True,lead_-6_-2
stagnation_core_minus_success,action_rotation,action,lead_-6_-2,10,-0.6088499960741419,-1.6337249941912408,0.21183276058005376,False,after_+2_+6
stagnation_core_minus_success,action_rotation,action,sync_-1_+1,10,-0.1073350738392123,-0.7364402599007723,0.5298603569193279,False,after_+2_+6
stagnation_core_minus_success,action_rotation,action,after_+2_+6,10,-3.174695208263544,-3.9738396301061543,-2.2702665509905975,True,after_+2_+6
stagnation_core_minus_success,action_gripper,action,lead_-6_-2,10,0.38405430009617963,-0.017909395801044514,0.9263732927595122,False,sync_-1_+1
stagnation_core_minus_success,action_gripper,action,sync_-1_+1,10,-0.6258793873150943,-1.0698574385841035,-0.1693940660911841,True,sync_-1_+1
stagnation_core_minus_success,action_gripper,action,after_+2_+6,10,-5.396111532190297,-6.607858808439335,-3.763472973662868,True,sync_-1_+1
stagnation_core_minus_success,action_change,action,lead_-6_-2,10,-0.13482109815573512,-0.3085360862578751,0.07375071159256379,False,after_+2_+6
stagnation_core_minus_success,action_change,action,sync_-1_+1,10,-0.08004398422449896,-0.2966938345614974,0.12479894804989483,False,after_+2_+6
stagnation_core_minus_success,action_change,action,after_+2_+6,10,-2.209290993673971,-2.7730225067481618,-1.5263053990887265,True,after_+2_+6
stagnation_core_minus_success,action_recurrence_advantage,action,lead_-6_-2,10,1.203408633840974,-0.052732900984675236,3.0525160848375155,False,none
stagnation_core_minus_success,action_recurrence_advantage,action,sync_-1_+1,10,0.883994830158926,-0.03235434987689487,2.12455437621444,False,none
stagnation_core_minus_success,action_recurrence_advantage,action,after_+2_+6,10,0.17838607567159664,-0.8023249233350965,1.6048657382213039,False,none
stagnation_core_minus_success,action_anchor_advantage,action,lead_-6_-2,10,0.7713655272926203,-0.17645237291489096,2.026925755349307,False,after_+2_+6
stagnation_core_minus_success,action_anchor_advantage,action,sync_-1_+1,10,0.2550797471784158,-0.6073670655163931,1.145177339798103,False,after_+2_+6
stagnation_core_minus_success,action_anchor_advantage,action,after_+2_+6,10,0.8266472034907423,0.20728630035989873,1.5430319622342292,True,after_+2_+6
stagnation_core_minus_success,action_gripper_flip,action,lead_-6_-2,10,0.5684422842661538,0.06687556266784664,1.2483438396453856,True,lead_-6_-2
stagnation_core_minus_success,action_gripper_flip,action,sync_-1_+1,10,-1.1568749124307043,-2.1143382366980825,-0.2237745801312724,True,lead_-6_-2
stagnation_core_minus_success,action_gripper_flip,action,after_+2_+6,10,-0.4093218033204843,-1.0602395107559064,0.36208981549212327,False,lead_-6_-2
stagnation_core_minus_success,route_speed,routing,lead_-6_-2,10,-0.09257126122031697,-0.24315804135231697,0.05239624415647062,False,sync_-1_+1
stagnation_core_minus_success,route_speed,routing,sync_-1_+1,10,-0.6058742026322702,-0.9295980485539352,-0.3235204248776786,True,sync_-1_+1
stagnation_core_minus_success,route_speed,routing,after_+2_+6,10,-2.677980573502934,-3.399543837311792,-1.8570133980636765,True,sync_-1_+1
stagnation_core_minus_success,route_recurrence_advantage,routing,lead_-6_-2,10,-0.5301000958235997,-0.6774220644881359,-0.37440916517322803,True,lead_-6_-2
stagnation_core_minus_success,route_recurrence_advantage,routing,sync_-1_+1,10,-1.4331426867855062,-1.8261805815949799,-1.0135648298793993,True,lead_-6_-2
stagnation_core_minus_success,route_recurrence_advantage,routing,after_+2_+6,10,-0.2918135460003854,-0.812601047567417,0.22192779143662242,False,lead_-6_-2
stagnation_core_minus_success,route_recurrence_lag_fraction,routing,lead_-6_-2,10,-0.19717900648589345,-0.9726944346572489,0.47186576034204003,False,after_+2_+6
stagnation_core_minus_success,route_recurrence_lag_fraction,routing,sync_-1_+1,10,-1.0499969831000553,-2.3589118942164067,0.07361712217496306,False,after_+2_+6
stagnation_core_minus_success,route_recurrence_lag_fraction,routing,after_+2_+6,10,-2.8073429146432813,-3.467189515150517,-2.0506619064989136,True,after_+2_+6
stagnation_core_minus_success,route_anchor_advantage,routing,lead_-6_-2,10,0.16460849654834933,-0.03836914716306188,0.3616058191266105,False,after_+2_+6
stagnation_core_minus_success,route_anchor_advantage,routing,sync_-1_+1,10,-0.21007634066497233,-0.44103582467720287,0.016453918045429082,False,after_+2_+6
stagnation_core_minus_success,route_anchor_advantage,routing,after_+2_+6,10,-1.9531901721032667,-2.5456332938284336,-1.251616512106425,True,after_+2_+6
stagnation_core_minus_success,route_entropy,routing,lead_-6_-2,10,-0.7154646104140974,-1.6307848560671425,0.14971905083185583,False,sync_-1_+1
stagnation_core_minus_success,route_entropy,routing,sync_-1_+1,10,-0.8838124097813298,-2.001171054251603,-0.010741643885932824,True,sync_-1_+1
stagnation_core_minus_success,route_entropy,routing,after_+2_+6,10,-0.5738106124856854,-1.8891173484425765,0.5646604291929693,False,sync_-1_+1
stagnation_core_minus_success,route_top1_mass,routing,lead_-6_-2,10,0.6397091794194909,-0.11725623030567182,1.458940347939776,False,sync_-1_+1
stagnation_core_minus_success,route_top1_mass,routing,sync_-1_+1,10,0.8553763451551963,0.15416048594590437,1.778238333428382,True,sync_-1_+1
stagnation_core_minus_success,route_top1_mass,routing,after_+2_+6,10,-0.0275212861147625,-1.1512377214024396,1.342629522912825,False,sync_-1_+1
stagnation_core_minus_success,expert_speed,routing,lead_-6_-2,10,-0.17173535958826164,-0.4372498237469878,0.05259903058679105,False,sync_-1_+1
stagnation_core_minus_success,expert_speed,routing,sync_-1_+1,10,-0.642773598010604,-1.1486017000374122,-0.2738772650351675,True,sync_-1_+1
stagnation_core_minus_success,expert_speed,routing,after_+2_+6,10,-2.7422776351832003,-3.370713666348083,-1.9766806214842945,True,sync_-1_+1
stagnation_core_minus_success,expert_entropy,routing,lead_-6_-2,10,-0.30081781935070573,-1.0023624045806578,0.44291488455808903,False,sync_-1_+1
stagnation_core_minus_success,expert_entropy,routing,sync_-1_+1,10,-0.9677400350028446,-1.3269351327118526,-0.5897707679905861,True,sync_-1_+1
stagnation_core_minus_success,expert_entropy,routing,after_+2_+6,10,-0.08545929757033052,-0.7366653171572459,0.5528127944342022,False,sync_-1_+1
stagnation_core_minus_success,expert_top1_mass,routing,lead_-6_-2,10,0.5178373440758349,-0.081472088091674,1.063873661643389,False,sync_-1_+1
stagnation_core_minus_success,expert_top1_mass,routing,sync_-1_+1,10,0.9173619697689857,0.43187367986358816,1.4388990920823082,True,sync_-1_+1
stagnation_core_minus_success,expert_top1_mass,routing,after_+2_+6,10,0.19635907026185628,-0.4955357378600775,0.8287455831257401,False,sync_-1_+1
stagnation_core_minus_success,route_layer_synchrony,routing,lead_-6_-2,10,0.5885487710406976,-0.1594526589069472,1.5025685227944299,False,sync_-1_+1
stagnation_core_minus_success,route_layer_synchrony,routing,sync_-1_+1,10,0.9391042049066867,0.5043712463493105,1.4145831742603077,True,sync_-1_+1
stagnation_core_minus_success,route_layer_synchrony,routing,after_+2_+6,10,2.8348549252776523,2.2041855804562753,3.478033463948441,True,sync_-1_+1
active_return_minus_success,eef_step_m,physical,lead_-6_-2,9,-2.1225432228613044,-2.72014559824294,-1.5856734251603823,True,lead_-6_-2
active_return_minus_success,eef_step_m,physical,sync_-1_+1,9,4.39376918739297,3.752337292858926,5.048482771103257,True,lead_-6_-2
active_return_minus_success,eef_step_m,physical,after_+2_+6,9,3.0710997660890467,1.89463684866196,4.372976950961847,True,lead_-6_-2
active_return_minus_success,eef_pot1_distance_m,physical,lead_-6_-2,9,1.3532028227014248,1.2461732102226575,1.454946862521793,True,lead_-6_-2
active_return_minus_success,eef_pot1_distance_m,physical,sync_-1_+1,9,4.830162889229754,4.713928327685557,4.954860630610697,True,lead_-6_-2
active_return_minus_success,eef_pot1_distance_m,physical,after_+2_+6,9,6.311041555583312,6.170231091725914,6.457969837422524,True,lead_-6_-2
active_return_minus_success,eef_pot2_distance_m,physical,lead_-6_-2,9,-1.9335803943103196,-2.009822302654579,-1.8415540744790644,True,lead_-6_-2
active_return_minus_success,eef_pot2_distance_m,physical,sync_-1_+1,9,-4.798634285184382,-4.9235239137465365,-4.680436479742336,True,lead_-6_-2
active_return_minus_success,eef_pot2_distance_m,physical,after_+2_+6,9,-6.085152038349568,-6.299436795994146,-5.881396118584525,True,lead_-6_-2
active_return_minus_success,pot1_step_m,physical,lead_-6_-2,9,0.27816942824026597,0.052810077201796785,0.5072523088269013,True,lead_-6_-2
active_return_minus_success,pot1_step_m,physical,sync_-1_+1,9,-0.4581244339239546,-0.6254191367290864,-0.31194066698003325,True,lead_-6_-2
active_return_minus_success,pot1_step_m,physical,after_+2_+6,9,-6.06288760750689,-7.436099177971109,-4.265941370477196,True,lead_-6_-2
active_return_minus_success,pot2_step_m,physical,lead_-6_-2,9,2.3480792414879144,1.9629261987565605,2.82144293999969,True,lead_-6_-2
active_return_minus_success,pot2_step_m,physical,sync_-1_+1,9,2.3504725318906545,1.9798392053787028,2.865243187773507,True,lead_-6_-2
active_return_minus_success,pot2_step_m,physical,after_+2_+6,9,2.4303882936067027,2.077949136561681,2.9641979177744586,True,lead_-6_-2
active_return_minus_success,pot1_goal_distance_m,physical,lead_-6_-2,9,-0.009590781207183874,-0.048223754847160176,0.02838147186559441,False,after_+2_+6
active_return_minus_success,pot1_goal_distance_m,physical,sync_-1_+1,9,0.015041930660616286,-0.06681486861684921,0.0929660366397627,False,after_+2_+6
active_return_minus_success,pot1_goal_distance_m,physical,after_+2_+6,9,1.6590310508153507,1.166569598873715,2.1330375961403747,True,after_+2_+6
active_return_minus_success,pot2_goal_distance_m,physical,lead_-6_-2,9,1.222070109923709,0.8295791505478335,1.717733684672753,True,lead_-6_-2
active_return_minus_success,pot2_goal_distance_m,physical,sync_-1_+1,9,1.2220701320022578,0.8131740984420526,1.7314460839895192,True,lead_-6_-2
active_return_minus_success,pot2_goal_distance_m,physical,after_+2_+6,9,1.2663666042090838,0.8942510160593122,1.704118033713242,True,lead_-6_-2
active_return_minus_success,eef_pot1_distance_change_m,physical,lead_-6_-2,9,8.921641731716244,8.187896962492369,9.671506537360147,True,lead_-6_-2
active_return_minus_success,eef_pot1_distance_change_m,physical,sync_-1_+1,9,11.35418175330454,10.824752937065156,11.922391215862675,True,lead_-6_-2
active_return_minus_success,eef_pot1_distance_change_m,physical,after_+2_+6,9,4.252389909233206,3.655770573660254,4.882429008974869,True,lead_-6_-2
active_return_minus_success,action_translation,action,lead_-6_-2,9,-0.7958991754591379,-1.3816533529555308,-0.25258408444938185,True,lead_-6_-2
active_return_minus_success,action_translation,action,sync_-1_+1,9,4.2670709232192685,3.323475612242663,5.093567000091271,True,lead_-6_-2
active_return_minus_success,action_translation,action,after_+2_+6,9,0.766031651772838,-0.36190147242953724,2.092789104321587,False,lead_-6_-2
active_return_minus_success,action_rotation,action,lead_-6_-2,9,-0.0492596062021971,-0.5434329480928238,0.3893390660406807,False,sync_-1_+1
active_return_minus_success,action_rotation,action,sync_-1_+1,9,4.963333151010615,4.403525010064808,5.512248130563025,True,sync_-1_+1
active_return_minus_success,action_rotation,action,after_+2_+6,9,1.395405617439863,0.5553329850264646,2.2713662576018003,True,sync_-1_+1
active_return_minus_success,action_gripper,action,lead_-6_-2,9,7.169637005368076,6.783443545998163,7.578796123382211,True,lead_-6_-2
active_return_minus_success,action_gripper,action,sync_-1_+1,9,7.7435086194739124,7.174053766836323,8.404160537373551,True,lead_-6_-2
active_return_minus_success,action_gripper,action,after_+2_+6,9,1.5420392494313495,0.23726280531816252,3.1841424716486926,True,lead_-6_-2
active_return_minus_success,action_change,action,lead_-6_-2,9,3.4179709953256667,3.0470906249353944,3.7163613174459074,True,lead_-6_-2
active_return_minus_success,action_change,action,sync_-1_+1,9,3.1745564626754383,2.7656115896175577,3.6069320071661637,True,lead_-6_-2
active_return_minus_success,action_change,action,after_+2_+6,9,2.3125217816801587,1.537545097741464,3.2055067267455706,True,lead_-6_-2
active_return_minus_success,action_recurrence_advantage,action,lead_-6_-2,9,4.584284559138975,3.7625512083364723,5.4626983369893685,True,lead_-6_-2
active_return_minus_success,action_recurrence_advantage,action,sync_-1_+1,9,-2.888907940277895,-3.7509112350071705,-2.021301170883591,True,lead_-6_-2
active_return_minus_success,action_recurrence_advantage,action,after_+2_+6,9,-0.15756109789221626,-1.2199131064850017,0.888193504303781,False,lead_-6_-2
active_return_minus_success,action_anchor_advantage,action,lead_-6_-2,9,2.0541504381260487,1.2569271165003493,2.9263864790784826,True,lead_-6_-2
active_return_minus_success,action_anchor_advantage,action,sync_-1_+1,9,-1.8772878481393553,-2.3011124233198896,-1.4547465998497047,True,lead_-6_-2
active_return_minus_success,action_anchor_advantage,action,after_+2_+6,9,2.778066068984183,2.201793935770798,3.3643593938504277,True,lead_-6_-2
