target,band,split,model,variant,rows,positives,mixed_strata,mixed_snapshots,macro_snapshot_auc,auc_ci95_low,auc_ci95_high,pair_weighted_auc,brier
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,1646.0,198.0,51,20,0.6359317077653702,0.571551286413972,0.7040428491397013,0.6047658175842235,0.10543353630726188
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,1646.0,198.0,51,20,0.5674760836275705,0.49334260911698363,0.6438481980621713,0.5447822514379622,0.10771447780941834
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,1646.0,198.0,51,20,0.5344714928928813,0.45093336268888146,0.6242346096621487,0.4979457682826623,0.1102971110744244
trap,next_9_12,heldout_worker,moe_token_current,aligned,1646.0,198.0,51,20,0.5449571249009248,0.4780648674414362,0.6131470663788005,0.5308134757600658,0.11841933454204022
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,1646.0,198.0,51,20,0.6706910242945112,0.6154478350682465,0.7251294259588341,0.6516023007395234,0.10204628698741759
trap,next_9_12,heldout_worker,physical+token_current,aligned,1646.0,198.0,51,20,0.6471914255050657,0.5748590548810267,0.7216443117557506,0.6080525883319639,0.10645395924099743
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,1646.0,198.0,51,20,0.6482562030984548,0.576094470137588,0.7166092346094133,0.6261298274445357,0.1050193247796854
trap,next_9_12,heldout_worker,physical+token_current,shift_1,1646.0,198.0,51,20,0.6346359203532156,0.559222991064203,0.7136823769741454,0.5891536565324569,0.10758003512349602
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,1646.0,198.0,51,20,0.6626232607171224,0.5948822735559922,0.7313855300707746,0.647493837304848,0.10346609919997768
trap,next_9_12,heldout_worker,physical+token_current,shift_2,1646.0,198.0,51,20,0.6311596884496131,0.5483368443457326,0.7157627104494999,0.5825801150369762,0.10590654145211606
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,1646.0,198.0,51,20,0.5861638313852833,0.521259654393021,0.6553438302288218,0.5677896466721446,0.10667245945542185
trap,next_9_12,heldout_worker,physical+token_current,shift_3,1646.0,198.0,51,20,0.5873974627689273,0.49718449006471455,0.6759259998695756,0.551355792933443,0.10868973304432156
trap,next_9_12,heldout_worker,moe_token_history,aligned,1646.0,198.0,51,20,0.5870384522475682,0.522408064068262,0.6608722009552783,0.5464256368118324,0.11930726768552076
trap,next_9_12,heldout_worker,physical_action+token_history,aligned,1646.0,198.0,51,20,0.6810416026538942,0.6159953841623742,0.7490642151948576,0.6483155299917831,0.09770811850758863
trap,next_9_12,heldout_worker,physical+token_history,aligned,1646.0,198.0,51,20,0.6794323372020273,0.6033398082227769,0.758140487868859,0.6351684470008216,0.10896676254948855
trap,next_9_12,heldout_worker,physical_action+token_history,shift_1,1646.0,198.0,51,20,0.5925605430403379,0.5124179629085722,0.6734257458107049,0.5661462612982745,0.11253045691325392
trap,next_9_12,heldout_worker,physical+token_history,shift_1,1646.0,198.0,51,20,0.6120536731865778,0.5355640486548178,0.6904615030926984,0.5686113393590797,0.11350932395763479
trap,next_9_12,heldout_worker,physical_action+token_history,shift_2,1646.0,198.0,51,20,0.583857204748961,0.5308338037792927,0.6401225614271393,0.5669679539852095,0.11250653877857561
trap,next_9_12,heldout_worker,physical+token_history,shift_2,1646.0,198.0,51,20,0.6184215889773415,0.5459870299121564,0.6937582042140834,0.581758422350041,0.11035015834675391
trap,next_9_12,heldout_worker,physical_action+token_history,shift_3,1646.0,198.0,51,20,0.5440468413274873,0.4682579488722316,0.6271661587762145,0.5225965488907148,0.11633440107929235
trap,next_9_12,heldout_worker,physical+token_history,shift_3,1646.0,198.0,51,20,0.5458587405596451,0.4533551768034158,0.6437541937440623,0.5061626951520132,0.11524128895020523
loop,next_1_4,heldout_snapshot,rate_only,aligned,2005.0,156.0,40,17,0.5,0.5,0.5,0.5,0.07178610891216004
loop,next_1_4,heldout_snapshot,physical_action,aligned,2005.0,156.0,40,17,0.9160211600182115,0.8497917001971217,0.9701445434707832,0.9325946445060018,0.018271363104288785
loop,next_1_4,heldout_snapshot,physical,aligned,2005.0,156.0,40,17,0.9079890411057612,0.8602489810735391,0.9497742865031993,0.9048938134810711,0.02513350599475783
loop,next_1_4,heldout_snapshot,moe_aggregate_current,aligned,2005.0,156.0,40,17,0.7835105429018118,0.7321720883755385,0.8371103209078441,0.7876269621421976,0.0643563670450348
loop,next_1_4,heldout_snapshot,physical_action+aggregate_current,aligned,2005.0,156.0,40,17,0.9182845166005119,0.848340182885533,0.9693681043520973,0.9372114496768237,0.018507909587772507
loop,next_1_4,heldout_snapshot,physical+aggregate_current,aligned,2005.0,156.0,40,17,0.9129600118278146,0.8650437450996609,0.9542426966387386,0.9233610341643582,0.024231901007128954
loop,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_1,2005.0,156.0,40,17,0.8739145311316459,0.803261062726021,0.9341022095327677,0.8873499538319483,0.023418078435322176
loop,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,2005.0,156.0,40,17,0.8378362463611191,0.7824092959559771,0.8867312650562531,0.8365650969529086,0.030713884575573176
loop,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,2005.0,156.0,40,17,0.8826356034269542,0.8135960195190213,0.9426021988571307,0.8947368421052632,0.02229561643099228
loop,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,2005.0,156.0,40,17,0.852863303794063,0.7936408621206333,0.9082757868040604,0.8513388734995383,0.029307994478824154
loop,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,2005.0,156.0,40,17,0.884965446929864,0.8261663467848336,0.934151443758034,0.8864265927977839,0.023220360668431743
loop,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,2005.0,156.0,40,17,0.8670216069039645,0.8091904527592565,0.9214655124177038,0.8578024007386889,0.02896287666128144
loop,next_1_4,heldout_snapshot,moe_token_current,aligned,2005.0,156.0,40,17,0.7970117088612257,0.7444996727364597,0.8485442184413798,0.801477377654663,0.06491112039907072
loop,next_1_4,heldout_snapshot,physical_action+token_current,aligned,2005.0,156.0,40,17,0.9072184102009192,0.840213635707706,0.962950317606197,0.9215143120960295,0.019301548434638355
loop,next_1_4,heldout_snapshot,physical+token_current,aligned,2005.0,156.0,40,17,0.911821669424248,0.8648117077387686,0.952340926575433,0.9215143120960295,0.02460750916384394
loop,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,2005.0,156.0,40,17,0.8959477903176278,0.8222751280743469,0.9539873814543203,0.9132040627885504,0.019939504559031054
loop,next_1_4,heldout_snapshot,physical+token_current,shift_1,2005.0,156.0,40,17,0.8497403546036127,0.7992580868441451,0.8970778603977286,0.8467220683287165,0.029553850889704157
loop,next_1_4,heldout_snapshot,physical_action+token_current,shift_2,2005.0,156.0,40,17,0.898483462266578,0.8302339760547118,0.9552789933339948,0.9132040627885504,0.020328809088285882
loop,next_1_4,heldout_snapshot,physical+token_current,shift_2,2005.0,156.0,40,17,0.8622995041402413,0.8100709989345463,0.9099096164483493,0.8614958448753463,0.029206353907868427
loop,next_1_4,heldout_snapshot,physical_action+token_current,shift_3,2005.0,156.0,40,17,0.9066683873148405,0.8456707042935201,0.9571719172961055,0.9132040627885504,0.020385917692783587
loop,next_1_4,heldout_snapshot,physical+token_current,shift_3,2005.0,156.0,40,17,0.8574055041431387,0.7936846718196398,0.9196770709203885,0.8467220683287165,0.02970532918929354
loop,next_1_4,heldout_snapshot,moe_token_history,aligned,2005.0,156.0,40,17,0.8524685761103462,0.7863185922509355,0.9123237697483003,0.8651892890120036,0.06090424519936818
loop,next_1_4,heldout_snapshot,physical_action+token_history,aligned,2005.0,156.0,40,17,0.9098929259538868,0.8460306895027773,0.9624015728930959,0.9215143120960295,0.018575607638933993
loop,next_1_4,heldout_snapshot,physical+token_history,aligned,2005.0,156.0,40,17,0.9408439305369004,0.9025046352682221,0.9736479586852477,0.9418282548476454,0.020054319347417107
loop,next_1_4,heldout_snapshot,physical_action+token_history,shift_1,2005.0,156.0,40,17,0.8742684146961095,0.8111696816237327,0.9303656855489506,0.8799630655586335,0.024880020018850414
loop,next_1_4,heldout_snapshot,physical+token_history,shift_1,2005.0,156.0,40,17,0.7914478797144717,0.7321790734973886,0.8461981160671469,0.7839335180055401,0.03669069737078809
loop,next_1_4,heldout_snapshot,physical_action+token_history,shift_2,2005.0,156.0,40,17,0.862013599255622,0.7841512719538977,0.9292282876147382,0.8725761772853186,0.025765003993888258
loop,next_1_4,heldout_snapshot,physical+token_history,shift_2,2005.0,156.0,40,17,0.7764530172118705,0.7069964803637769,0.8406635831822626,0.7673130193905817,0.03842742257102362
loop,next_1_4,heldout_snapshot,physical_action+token_history,shift_3,2005.0,156.0,40,17,0.8699000376051682,0.7963331545397729,0.9357662749475353,0.866112650046168,0.024824005477163097
loop,next_1_4,heldout_snapshot,physical+token_history,shift_3,2005.0,156.0,40,17,0.7890455461352837,0.7195278648056288,0.8603283972336905,0.7728531855955678,0.03620158497316626
loop,next_1_4,heldout_worker,rate_only,aligned,2005.0,156.0,40,17,0.5,0.5,0.5,0.5,0.07598240570173788
loop,next_1_4,heldout_worker,physical_action,aligned,2005.0,156.0,40,17,0.8921936795667981,0.8046093774575286,0.9564390119807028,0.9168975069252078,0.02375498684151729
loop,next_1_4,heldout_worker,physical,aligned,2005.0,156.0,40,17,0.9016152557746115,0.8460133741726055,0.9481492906119214,0.8975069252077562,0.02853282674668918
loop,next_1_4,heldout_worker,moe_aggregate_current,aligned,2005.0,156.0,40,17,0.7553409913944589,0.7026592378205676,0.8056908888679035,0.7580794090489381,0.0704542613178285
loop,next_1_4,heldout_worker,physical_action+aggregate_current,aligned,2005.0,156.0,40,17,0.8871465786931837,0.8129744372222081,0.9412125061467278,0.9085872576177285,0.02465539566330571
loop,next_1_4,heldout_worker,physical+aggregate_current,aligned,2005.0,156.0,40,17,0.8955945145582574,0.8460142159877297,0.9386260668220893,0.9067405355493998,0.031042171720488204
loop,next_1_4,heldout_worker,physical_action+aggregate_current,shift_1,2005.0,156.0,40,17,0.8011125516138217,0.7202471681871228,0.8679253536776933,0.8199445983379502,0.030403226519386622
loop,next_1_4,heldout_worker,physical+aggregate_current,shift_1,2005.0,156.0,40,17,0.8150923672825301,0.743014981313705,0.8794415398552655,0.8116343490304709,0.03584454813733323
loop,next_1_4,heldout_worker,physical_action+aggregate_current,shift_2,2005.0,156.0,40,17,0.84243782982972,0.762346669648698,0.9036197844178432,0.8651892890120036,0.028860478532154805
loop,next_1_4,heldout_worker,physical+aggregate_current,shift_2,2005.0,156.0,40,17,0.8510603793730257,0.794783403544421,0.9012341988590976,0.8513388734995383,0.0347850132023452
loop,next_1_4,heldout_worker,physical_action+aggregate_current,shift_3,2005.0,156.0,40,17,0.8201254613261304,0.7590386588503207,0.8780929759398719,0.8291782086795937,0.030175543518104017
loop,next_1_4,heldout_worker,physical+aggregate_current,shift_3,2005.0,156.0,40,17,0.8364638795557073,0.7754693056487356,0.8944655775409556,0.8282548476454293,0.03381172634201926
loop,next_1_4,heldout_worker,moe_token_current,aligned,2005.0,156.0,40,17,0.7839843374453267,0.7315376760154118,0.8347223555947154,0.7848568790397045,0.07038562385371981
loop,next_1_4,heldout_worker,physical_action+token_current,aligned,2005.0,156.0,40,17,0.8757667982807631,0.7997580817907538,0.9347396253695892,0.8956602031394275,0.024941175635332918
loop,next_1_4,heldout_worker,physical+token_current,aligned,2005.0,156.0,40,17,0.8872577609718268,0.8404643384042711,0.9296160205149101,0.8956602031394275,0.031310960432558946
loop,next_1_4,heldout_worker,physical_action+token_current,shift_1,2005.0,156.0,40,17,0.8627156449456955,0.7952681382326726,0.9218553486757336,0.8744228993536473,0.025190394733678748
loop,next_1_4,heldout_worker,physical+token_current,shift_1,2005.0,156.0,40,17,0.8046403843806658,0.7396446760744055,0.8642688380720076,0.7987072945521699,0.03552717045934701
loop,next_1_4,heldout_worker,physical_action+token_current,shift_2,2005.0,156.0,40,17,0.8898573752700869,0.8258159268192958,0.944181830891512,0.9048938134810711,0.026025855408239627
loop,next_1_4,heldout_worker,physical+token_current,shift_2,2005.0,156.0,40,17,0.8364911045439379,0.7773271333874581,0.8913129825153832,0.8347183748845799,0.03480920693619539
loop,next_1_4,heldout_worker,physical_action+token_current,shift_3,2005.0,156.0,40,17,0.8770446203587428,0.8061534579445897,0.9353371657693347,0.8928901200369345,0.025919935708484172
loop,next_1_4,heldout_worker,physical+token_current,shift_3,2005.0,156.0,40,17,0.8517976395646575,0.7992034195851446,0.9027636944870367,0.8430286241920592,0.033987723950277354
loop,next_1_4,heldout_worker,moe_token_history,aligned,2005.0,156.0,40,17,0.8131718130458275,0.7534034830269264,0.8687918720769517,0.8254847645429363,0.06779597461372223
loop,next_1_4,heldout_worker,physical_action+token_history,aligned,2005.0,156.0,40,17,0.8676846669401258,0.8006480437372401,0.9259948788175388,0.8818097876269622,0.024614120242834676
loop,next_1_4,heldout_worker,physical+token_history,aligned,2005.0,156.0,40,17,0.8910279665832631,0.8394547459805466,0.9365226095482581,0.9012003693444137,0.028951993354179254
loop,next_1_4,heldout_worker,physical_action+token_history,shift_1,2005.0,156.0,40,17,0.8221204810772933,0.7593298558045711,0.8822368063442811,0.8208679593721145,0.03149047573562522
loop,next_1_4,heldout_worker,physical+token_history,shift_1,2005.0,156.0,40,17,0.7813007299546734,0.7234379973984439,0.8342499005686973,0.7765466297322253,0.04127781708512494
loop,next_1_4,heldout_worker,physical_action+token_history,shift_2,2005.0,156.0,40,17,0.8099164548098586,0.7265107986305928,0.8858162068871298,0.8217913204062789,0.03232056667582555
loop,next_1_4,heldout_worker,physical+token_history,shift_2,2005.0,156.0,40,17,0.7709639326292004,0.7007936171194948,0.8411758730170082,0.7590027700831025,0.042044285387989516
loop,next_1_4,heldout_worker,physical_action+token_history,shift_3,2005.0,156.0,40,17,0.8241956434704267,0.7476277849165364,0.8929451152870734,0.8347183748845799,0.03166684432228992
loop,next_1_4,heldout_worker,physical+token_history,shift_3,2005.0,156.0,40,17,0.8058119957517698,0.7478775575563394,0.867119379507603,0.7903970452446907,0.039199677108016015
loop,next_5_8,heldout_snapshot,rate_only,aligned,1849.0,158.0,41,18,0.5,0.5,0.5,0.5,0.07817036409211112
loop,next_5_8,heldout_snapshot,physical_action,aligned,1849.0,158.0,41,18,0.8914171598457011,0.8439918003853435,0.9354637032156277,0.8954128440366973,0.026028468984278953
loop,next_5_8,heldout_snapshot,physical,aligned,1849.0,158.0,41,18,0.8603975636414443,0.7898722981252662,0.9236694897448801,0.8577981651376146,0.03841374892245387
loop,next_5_8,heldout_snapshot,moe_aggregate_current,aligned,1849.0,158.0,41,18,0.5684978592383786,0.4847730913521237,0.6419893775442602,0.5954128440366973,0.07387498031515045
loop,next_5_8,heldout_snapshot,physical_action+aggregate_current,aligned,1849.0,158.0,41,18,0.8923091082412272,0.8337422277791292,0.938612741252956,0.8935779816513761,0.02559025596076342
loop,next_5_8,heldout_snapshot,physical+aggregate_current,aligned,1849.0,158.0,41,18,0.7734286129763289,0.6806072581708262,0.8530145911941646,0.8009174311926606,0.037515207348281454
loop,next_5_8,heldout_snapshot,physical_action+aggregate_current,shift_1,1849.0,158.0,41,18,0.8912552462387886,0.8532615070080809,0.9284764138844864,0.8935779816513761,0.02713763636832516
loop,next_5_8,heldout_snapshot,physical+aggregate_current,shift_1,1849.0,158.0,41,18,0.8243044024409277,0.7692106841784251,0.8724337316414943,0.8247706422018348,0.039186480731676
loop,next_5_8,heldout_snapshot,physical_action+aggregate_current,shift_2,1849.0,158.0,41,18,0.8867455138270268,0.8402553519746073,0.9308501776102883,0.8761467889908257,0.02709335748729998
loop,next_5_8,heldout_snapshot,physical+aggregate_current,shift_2,1849.0,158.0,41,18,0.812024708716995,0.7463559455764072,0.8726151041195602,0.808256880733945,0.0404378680176868
loop,next_5_8,heldout_snapshot,physical_action+aggregate_current,shift_3,1849.0,158.0,41,18,0.8965973232896567,0.8570184860635935,0.9332760771871089,0.8981651376146789,0.02665866761027486
loop,next_5_8,heldout_snapshot,physical+aggregate_current,shift_3,1849.0,158.0,41,18,0.8260962650339886,0.767941807815143,0.8785570009693171,0.8376146788990826,0.03965001044770158
loop,next_5_8,heldout_snapshot,moe_token_current,aligned,1849.0,158.0,41,18,0.7203275819390987,0.6400066932044532,0.7904484504533177,0.7220183486238532,0.07370868999424923
loop,next_5_8,heldout_snapshot,physical_action+token_current,aligned,1849.0,158.0,41,18,0.8874513838335726,0.8382139896254767,0.931469136549037,0.8825688073394495,0.025445947377133307
loop,next_5_8,heldout_snapshot,physical+token_current,aligned,1849.0,158.0,41,18,0.8487046982531634,0.7892761251607805,0.9037336388841621,0.8522935779816514,0.037055188841407655
loop,next_5_8,heldout_snapshot,physical_action+token_current,shift_1,1849.0,158.0,41,18,0.8553740487733416,0.8081833572862557,0.8983879455844875,0.8669724770642202,0.02958111782929443
loop,next_5_8,heldout_snapshot,physical+token_current,shift_1,1849.0,158.0,41,18,0.7475827187370118,0.6975537046079743,0.7959728556826482,0.7614678899082569,0.04512800403385047
loop,next_5_8,heldout_snapshot,physical_action+token_current,shift_2,1849.0,158.0,41,18,0.9028440962393649,0.8625689927451213,0.9406168817625825,0.9009174311926605,0.028127539385386473
loop,next_5_8,heldout_snapshot,physical+token_current,shift_2,1849.0,158.0,41,18,0.813042396568217,0.7420781032671533,0.8747735737761729,0.8027522935779816,0.04351740309191016
loop,next_5_8,heldout_snapshot,physical_action+token_current,shift_3,1849.0,158.0,41,18,0.869318815377222,0.8128982939680214,0.9190485733763476,0.8605504587155963,0.028550690100394013
loop,next_5_8,heldout_snapshot,physical+token_current,shift_3,1849.0,158.0,41,18,0.7872407136350706,0.7279719158791378,0.8416563845460662,0.7844036697247706,0.04418708524852815
loop,next_5_8,heldout_snapshot,moe_token_history,aligned,1849.0,158.0,41,18,0.8159558184441398,0.7542529611314229,0.8716206901762216,0.810091743119266,0.05821309932555442
loop,next_5_8,heldout_snapshot,physical_action+token_history,aligned,1849.0,158.0,41,18,0.8921814624755334,0.8512448790773589,0.9322615269947959,0.8862385321100917,0.02609400592542122
loop,next_5_8,heldout_snapshot,physical+token_history,aligned,1849.0,158.0,41,18,0.8522437491132856,0.7996316563445328,0.9014700533917241,0.8458715596330275,0.0345283748156845
loop,next_5_8,heldout_snapshot,physical_action+token_history,shift_1,1849.0,158.0,41,18,0.8590578206037306,0.8167084566192473,0.8979785978053014,0.8678899082568807,0.03100069001142194
loop,next_5_8,heldout_snapshot,physical+token_history,shift_1,1849.0,158.0,41,18,0.7111417847061564,0.6657663927311939,0.7573459115010059,0.7211009174311926,0.048176496960759825
loop,next_5_8,heldout_snapshot,physical_action+token_history,shift_2,1849.0,158.0,41,18,0.8865059348396724,0.8441308341487765,0.9254325654112886,0.8834862385321101,0.029432002865414794
loop,next_5_8,heldout_snapshot,physical+token_history,shift_2,1849.0,158.0,41,18,0.7501512754594778,0.6849739244706693,0.8137868290362266,0.7394495412844037,0.04665514840986645
loop,next_5_8,heldout_snapshot,physical_action+token_history,shift_3,1849.0,158.0,41,18,0.8592069548109296,0.8051704711177359,0.9068074184974311,0.8522935779816514,0.02861551960513207
loop,next_5_8,heldout_snapshot,physical+token_history,shift_3,1849.0,158.0,41,18,0.7289096241471111,0.6691802517692536,0.7868830983479398,0.7229357798165138,0.04665509171925593
loop,next_5_8,heldout_worker,rate_only,aligned,1849.0,158.0,41,18,0.5,0.5,0.5,0.5,0.08389865535132879
loop,next_5_8,heldout_worker,physical_action,aligned,1849.0,158.0,41,18,0.8447270459150835,0.8074336222788739,0.883087105855589,0.8486238532110092,0.03310405275515244
loop,next_5_8,heldout_worker,physical,aligned,1849.0,158.0,41,18,0.8360791842817317,0.7561275535696965,0.9067825051783671,0.8440366972477065,0.04416321640849943
loop,next_5_8,heldout_worker,moe_aggregate_current,aligned,1849.0,158.0,41,18,0.6139312305918717,0.5398507939189923,0.6799819708451411,0.6211009174311927,0.08359881196394031
loop,next_5_8,heldout_worker,physical_action+aggregate_current,aligned,1849.0,158.0,41,18,0.8420582961449035,0.7846586750625312,0.8918000915984893,0.8357798165137614,0.03349011833430674
loop,next_5_8,heldout_worker,physical+aggregate_current,aligned,1849.0,158.0,41,18,0.76165283174689,0.6714001412326428,0.8436031797427566,0.7880733944954128,0.04532167671118642
loop,next_5_8,heldout_worker,physical_action+aggregate_current,shift_1,1849.0,158.0,41,18,0.8353058738578293,0.7973256155377121,0.8771215542016231,0.8376146788990826,0.035109303657092146
loop,next_5_8,heldout_worker,physical+aggregate_current,shift_1,1849.0,158.0,41,18,0.8144329049232343,0.753812843987911,0.8699813667282841,0.8192660550458716,0.045693644906638284
loop,next_5_8,heldout_worker,physical_action+aggregate_current,shift_2,1849.0,158.0,41,18,0.8489594572769339,0.80979210855773,0.8883388912231253,0.8385321100917431,0.03512884719153349
loop,next_5_8,heldout_worker,physical+aggregate_current,shift_2,1849.0,158.0,41,18,0.798724586901018,0.7164071893382724,0.8695339635940389,0.8064220183486238,0.04707392729103549
loop,next_5_8,heldout_worker,physical_action+aggregate_current,shift_3,1849.0,158.0,41,18,0.8500094186616757,0.8116300262834094,0.8909646577467459,0.8458715596330275,0.03445647727669029
loop,next_5_8,heldout_worker,physical+aggregate_current,shift_3,1849.0,158.0,41,18,0.7908535453107469,0.6987303871964353,0.8692061878118181,0.8073394495412844,0.04631701565140148
loop,next_5_8,heldout_worker,moe_token_current,aligned,1849.0,158.0,41,18,0.7008477096078907,0.6322452542842055,0.7733126719944786,0.7,0.08760907817837918
loop,next_5_8,heldout_worker,physical_action+token_current,aligned,1849.0,158.0,41,18,0.8573002327497251,0.8068168429034521,0.8989533673597676,0.8559633027522936,0.03280087966364743
loop,next_5_8,heldout_worker,physical+token_current,aligned,1849.0,158.0,41,18,0.8058284989843456,0.7137989496834218,0.8791462822417275,0.8247706422018348,0.044489250278772874
loop,next_5_8,heldout_worker,physical_action+token_current,shift_1,1849.0,158.0,41,18,0.8048805239118665,0.7599711761183258,0.8501232351984338,0.8128440366972477,0.03661126322528313
loop,next_5_8,heldout_worker,physical+token_current,shift_1,1849.0,158.0,41,18,0.725306947845247,0.6619768771336327,0.7808110875341278,0.7467889908256881,0.05073401694478292
loop,next_5_8,heldout_worker,physical_action+token_current,shift_2,1849.0,158.0,41,18,0.8287745203776097,0.7701408929806007,0.8790279004404902,0.8275229357798165,0.03458222094991703
loop,next_5_8,heldout_worker,physical+token_current,shift_2,1849.0,158.0,41,18,0.7631903706470432,0.6868508941248805,0.8342299112565065,0.7568807339449541,0.050405601451006005
loop,next_5_8,heldout_worker,physical_action+token_current,shift_3,1849.0,158.0,41,18,0.854602797798541,0.8090451618114889,0.8984128786162839,0.8394495412844036,0.033529123757834796
loop,next_5_8,heldout_worker,physical+token_current,shift_3,1849.0,158.0,41,18,0.7748648299154529,0.7103670268154136,0.8370468769604308,0.7678899082568807,0.050121555430165415
loop,next_5_8,heldout_worker,moe_token_history,aligned,1849.0,158.0,41,18,0.8007936852092675,0.7367663593599296,0.8596253705248148,0.8,0.075385805318668
loop,next_5_8,heldout_worker,physical_action+token_history,aligned,1849.0,158.0,41,18,0.83749865703409,0.7916910213891076,0.8812577670298523,0.8385321100917431,0.035252551814436706
loop,next_5_8,heldout_worker,physical+token_history,aligned,1849.0,158.0,41,18,0.8276458812959802,0.7623118572745152,0.8842758774639848,0.8321100917431192,0.039690333563185604
loop,next_5_8,heldout_worker,physical_action+token_history,shift_1,1849.0,158.0,41,18,0.819234411940003,0.7808790377545642,0.8588837708681867,0.8238532110091743,0.0381992160644967
loop,next_5_8,heldout_worker,physical+token_history,shift_1,1849.0,158.0,41,18,0.6390914149683797,0.5781946546954897,0.6964105307301316,0.6623853211009174,0.05407434607297915
loop,next_5_8,heldout_worker,physical_action+token_history,shift_2,1849.0,158.0,41,18,0.8131849240271082,0.7501691787828845,0.8674918656773158,0.8201834862385321,0.03633521379834075
loop,next_5_8,heldout_worker,physical+token_history,shift_2,1849.0,158.0,41,18,0.6652420505849519,0.5873700110951277,0.7441556700862015,0.6504587155963303,0.05422850894580636
loop,next_5_8,heldout_worker,physical_action+token_history,shift_3,1849.0,158.0,41,18,0.8170371959873964,0.7681055631170605,0.8651001503573554,0.8036697247706422,0.03512933977235984
loop,next_5_8,heldout_worker,physical+token_history,shift_3,1849.0,158.0,41,18,0.704823840531514,0.630316256799367,0.776492542543709,0.6981651376146789,0.05174885371974657
loop,next_9_12,heldout_snapshot,rate_only,aligned,1691.0,161.0,44,20,0.5,0.5,0.5,0.5,0.08617042776709793
loop,next_9_12,heldout_snapshot,physical_action,aligned,1691.0,161.0,44,20,0.725738431676595,0.6582235585943096,0.7934851506852363,0.7285843101893598,0.05160628278627468
loop,next_9_12,heldout_snapshot,physical,aligned,1691.0,161.0,44,20,0.66435735962321,0.5687472205966375,0.7523362359567957,0.6384129846708747,0.06437618591177664
loop,next_9_12,heldout_snapshot,moe_aggregate_current,aligned,1691.0,161.0,44,20,0.6671185300663243,0.5974530562817478,0.7390515749174235,0.6411181244364292,0.07997504680061406
loop,next_9_12,heldout_snapshot,physical_action+aggregate_current,aligned,1691.0,161.0,44,20,0.7819846835701616,0.726574023884354,0.8373159090511605,0.7583408476104598,0.052900536046054214
loop,next_9_12,heldout_snapshot,physical+aggregate_current,aligned,1691.0,161.0,44,20,0.7227019084327571,0.6486897522296743,0.7911830322611427,0.6898106402164111,0.06407708159445966
loop,next_9_12,heldout_snapshot,physical_action+aggregate_current,shift_1,1691.0,161.0,44,20,0.668752687242767,0.5920174005587233,0.741117044778077,0.6555455365193869,0.05686892218098752
loop,next_9_12,heldout_snapshot,physical+aggregate_current,shift_1,1691.0,161.0,44,20,0.6018436084648141,0.5112407200139759,0.693422506495665,0.5689810640216412,0.06736995536248074
loop,next_9_12,heldout_snapshot,physical_action+aggregate_current,shift_2,1691.0,161.0,44,20,0.700069077049566,0.6294573127867418,0.7709241404461077,0.6880072137060415,0.05455408871034471
loop,next_9_12,heldout_snapshot,physical+aggregate_current,shift_2,1691.0,161.0,44,20,0.6399238495183032,0.5679398551281842,0.7119684883159081,0.6230838593327321,0.06664087395355467
loop,next_9_12,heldout_snapshot,physical_action+aggregate_current,shift_3,1691.0,161.0,44,20,0.6232810602663957,0.5551216514882822,0.6893770506533463,0.6158701532912534,0.05885897613351493
loop,next_9_12,heldout_snapshot,physical+aggregate_current,shift_3,1691.0,161.0,44,20,0.5562772854043276,0.47286482015658604,0.637596016931907,0.5238954012623985,0.06959399166224726
loop,next_9_12,heldout_snapshot,moe_token_current,aligned,1691.0,161.0,44,20,0.6008921849714383,0.5289973644192325,0.6775507628164971,0.5716862037871957,0.0824060528263752
loop,next_9_12,heldout_snapshot,physical_action+token_current,aligned,1691.0,161.0,44,20,0.7471085818871602,0.6904848842145035,0.8049230875837607,0.7285843101893598,0.05419661720553067
loop,next_9_12,heldout_snapshot,physical+token_current,aligned,1691.0,161.0,44,20,0.7131890779314358,0.6376973073946192,0.787325054452008,0.678990081154193,0.06504431136674566
loop,next_9_12,heldout_snapshot,physical_action+token_current,shift_1,1691.0,161.0,44,20,0.6972358170545447,0.6321602441236731,0.7640703328405761,0.672678088367899,0.05597163565151217
loop,next_9_12,heldout_snapshot,physical+token_current,shift_1,1691.0,161.0,44,20,0.6323666582157061,0.5479313636838519,0.7164747687194776,0.5888187556357078,0.06677204840215235
loop,next_9_12,heldout_snapshot,physical_action+token_current,shift_2,1691.0,161.0,44,20,0.7153793105146693,0.638963787533379,0.7918393044606785,0.7006311992786294,0.054566108620513525
loop,next_9_12,heldout_snapshot,physical+token_current,shift_2,1691.0,161.0,44,20,0.6452787149924502,0.5649852039588734,0.7285756674039536,0.6032461677186655,0.06609670927752608
