target,band,split,model,variant,snapshot_key,worker,mixed_strata,pairs,auc
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_1,w02_s004,2,3,87,0.7471264367816092
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_1,w00_s004,0,1,63,1.0
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_1,w01_s002,1,2,61,0.9672131147540984
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_1,w02_s000,2,3,71,0.6619718309859155
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w00_s000,0,1,55,1.0
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w00_s005,0,3,69,0.7681159420289855
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w01_s003,1,3,62,0.8064516129032258
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w02_s001,2,2,59,0.8813559322033898
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w00_s001,0,3,62,0.967741935483871
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w01_s004,1,3,77,0.7402597402597403
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w02_s002,2,3,87,0.735632183908046
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w03_s005,3,1,15,0.8
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w00_s002,0,2,80,0.925
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w01_s000,1,3,69,0.6231884057971016
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w02_s003,2,3,86,0.7674418604651163
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w00_s003,0,3,81,0.8641975308641975
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w01_s001,1,3,62,0.9193548387096774
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w02_s004,2,3,87,0.7011494252873564
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w00_s004,0,1,63,0.9365079365079365
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w01_s002,1,2,61,0.9016393442622951
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_1,w02_s000,2,3,71,0.5915492957746479
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w00_s000,0,1,55,1.0
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w00_s005,0,3,69,0.9855072463768116
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w01_s003,1,3,62,0.9516129032258065
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w02_s001,2,2,59,0.8813559322033898
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w00_s001,0,3,62,1.0
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w01_s004,1,3,77,0.935064935064935
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w02_s002,2,3,87,0.6206896551724138
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w03_s005,3,1,15,0.6666666666666667
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w00_s002,0,2,80,0.9375
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w01_s000,1,3,69,0.8985507246376812
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w02_s003,2,3,86,0.8488372093023255
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w00_s003,0,3,81,0.9012345679012346
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w01_s001,1,3,62,0.967741935483871
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w02_s004,2,3,87,0.6551724137931034
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w00_s004,0,1,63,1.0
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w01_s002,1,2,61,1.0
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_2,w02_s000,2,3,71,0.6338028169014085
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w00_s000,0,1,55,1.0
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w00_s005,0,3,69,0.8260869565217391
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w01_s003,1,3,62,0.7741935483870968
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w02_s001,2,2,59,0.9830508474576272
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w00_s001,0,3,62,0.9838709677419355
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w01_s004,1,3,77,0.9090909090909091
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w02_s002,2,3,87,0.5862068965517241
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w03_s005,3,1,15,0.8666666666666667
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w00_s002,0,2,80,0.95
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w01_s000,1,3,69,0.7246376811594203
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w02_s003,2,3,86,0.872093023255814
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w00_s003,0,3,81,0.9012345679012346
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w01_s001,1,3,62,0.8225806451612904
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w02_s004,2,3,87,0.6206896551724138
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w00_s004,0,1,63,0.888888888888889
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w01_s002,1,2,61,1.0
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_2,w02_s000,2,3,71,0.8028169014084507
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w00_s000,0,1,55,1.0
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w00_s005,0,3,69,0.855072463768116
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w01_s003,1,3,62,0.9516129032258065
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w02_s001,2,2,59,0.9830508474576272
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w00_s001,0,3,62,0.9838709677419355
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w01_s004,1,3,77,0.8311688311688312
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w02_s002,2,3,87,0.8045977011494253
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w03_s005,3,1,15,0.6666666666666667
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w00_s002,0,2,80,0.95
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w01_s000,1,3,69,0.9420289855072463
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w02_s003,2,3,86,0.7906976744186046
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w00_s003,0,3,81,0.8765432098765432
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w01_s001,1,3,62,0.9193548387096774
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w02_s004,2,3,87,0.7126436781609196
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w00_s004,0,1,63,1.0
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w01_s002,1,2,61,0.9508196721311477
trap,next_1_4,heldout_snapshot,physical_action+aggregate_current,shift_3,w02_s000,2,3,71,0.5774647887323944
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w00_s000,0,1,55,1.0
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w00_s005,0,3,69,0.8260869565217391
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w01_s003,1,3,62,0.9516129032258065
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w02_s001,2,2,59,0.9152542372881356
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w00_s001,0,3,62,0.9838709677419355
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w01_s004,1,3,77,0.7012987012987013
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w02_s002,2,3,87,0.8390804597701149
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w03_s005,3,1,15,1.0
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w00_s002,0,2,80,0.925
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w01_s000,1,3,69,0.7681159420289855
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w02_s003,2,3,86,0.7790697674418605
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w00_s003,0,3,81,0.8765432098765432
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w01_s001,1,3,62,0.7580645161290323
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w02_s004,2,3,87,0.7241379310344828
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w00_s004,0,1,63,0.9841269841269841
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w01_s002,1,2,61,0.8852459016393442
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,w02_s000,2,3,71,0.7746478873239436
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w00_s000,0,1,55,0.7272727272727273
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w00_s005,0,3,69,0.6521739130434783
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w01_s003,1,3,62,0.6129032258064516
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w02_s001,2,2,59,0.6610169491525424
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w00_s001,0,3,62,0.6612903225806451
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w01_s004,1,3,77,0.8441558441558441
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w02_s002,2,3,87,0.8505747126436781
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w03_s005,3,1,15,0.8
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w00_s002,0,2,80,0.8125
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w01_s000,1,3,69,0.927536231884058
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w02_s003,2,3,86,0.7790697674418605
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w00_s003,0,3,81,0.8395061728395061
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w01_s001,1,3,62,0.8709677419354839
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w02_s004,2,3,87,0.8275862068965517
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w00_s004,0,1,63,0.6825396825396826
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w01_s002,1,2,61,0.6065573770491803
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,w02_s000,2,3,71,0.8732394366197183
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w00_s000,0,1,55,1.0
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w00_s005,0,3,69,0.9565217391304348
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w01_s003,1,3,62,0.9838709677419355
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w02_s001,2,2,59,0.9322033898305084
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w00_s001,0,3,62,1.0
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w01_s004,1,3,77,0.8831168831168831
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w02_s002,2,3,87,0.7701149425287356
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w03_s005,3,1,15,0.6
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w00_s002,0,2,80,0.95
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w01_s000,1,3,69,0.9710144927536232
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w02_s003,2,3,86,0.8372093023255814
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w00_s003,0,3,81,0.9506172839506173
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w01_s001,1,3,62,0.9516129032258065
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w02_s004,2,3,87,0.8275862068965517
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w00_s004,0,1,63,1.0
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w01_s002,1,2,61,0.9836065573770493
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,w02_s000,2,3,71,0.6338028169014085
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w00_s000,0,1,55,1.0
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w00_s005,0,3,69,0.8840579710144928
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w01_s003,1,3,62,0.8225806451612904
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w02_s001,2,2,59,0.9491525423728814
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w00_s001,0,3,62,0.9838709677419355
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w01_s004,1,3,77,0.8701298701298701
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w02_s002,2,3,87,0.8045977011494253
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w03_s005,3,1,15,0.7333333333333333
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w00_s002,0,2,80,0.95
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w01_s000,1,3,69,0.9130434782608695
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w02_s003,2,3,86,0.872093023255814
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w00_s003,0,3,81,0.8148148148148148
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w01_s001,1,3,62,0.967741935483871
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w02_s004,2,3,87,0.8275862068965517
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w00_s004,0,1,63,1.0
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w01_s002,1,2,61,0.9508196721311475
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,w02_s000,2,3,71,0.8309859154929577
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w00_s000,0,1,55,1.0
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w00_s005,0,3,69,0.9565217391304348
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w01_s003,1,3,62,0.8225806451612904
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w02_s001,2,2,59,0.9830508474576272
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w00_s001,0,3,62,1.0
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w01_s004,1,3,77,0.8181818181818182
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w02_s002,2,3,87,0.8160919540229885
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w03_s005,3,1,15,0.8
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w00_s002,0,2,80,0.95
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w01_s000,1,3,69,0.9710144927536232
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w02_s003,2,3,86,0.8255813953488372
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w00_s003,0,3,81,0.9629629629629629
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w01_s001,1,3,62,1.0
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w02_s004,2,3,87,0.7816091954022989
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w00_s004,0,1,63,1.0
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w01_s002,1,2,61,1.0
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,w02_s000,2,3,71,0.7183098591549296
trap,next_1_4,heldout_snapshot,physical+token_current,shift_1,w00_s000,0,1,55,1.0
