level,group,method,episodes,failures,auc,ap
task,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,c4_centroid_distance,800,22,0.9991236270156579,0.9537984378077411
task,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,c4_assigned_radius,800,22,0.9991236270156579,0.9537984378077411
task,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,c8_centroid_distance,800,22,0.9990652021500351,0.948116619625923
task,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,c32_centroid_distance,800,22,0.9990652021500351,0.948116619625923
task,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,c32_union_radius,800,22,0.9990652021500351,0.948116619625923
task,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,final_duration_diagnostic_only,800,22,0.9999999999999999,1.0
task,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,knn20,800,37,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,norm_only,800,37,0.9999291558924586,0.9986139986139986
task,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,c1_centroid_distance,800,37,0.9999291558924586,0.9986139986139986
task,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,c4_centroid_distance,800,37,0.9999645779462293,0.9992887624466572
task,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,c4_assigned_radius,800,37,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,c8_centroid_distance,800,37,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,c32_centroid_distance,800,37,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,c32_union_radius,800,37,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,final_duration_diagnostic_only,800,37,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,knn20,800,76,0.9996365222448386,0.9961872771594338
task,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,norm_only,800,76,0.9922579238150624,0.9660534719530788
task,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,c1_centroid_distance,800,76,0.992348793253853,0.9660845686282028
task,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,c4_centroid_distance,800,76,0.9996728700203548,0.9965224106316866
task,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,c4_assigned_radius,800,76,0.9996001744693225,0.9958433875634667
task,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,c8_centroid_distance,800,76,0.9996910439081128,0.9967417088773005
task,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,c32_centroid_distance,800,76,0.9996183483570806,0.9959642619944028
task,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,c32_union_radius,800,76,0.9996183483570805,0.9960164553681135
task,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,final_duration_diagnostic_only,800,76,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,knn20,800,32,0.9998779296875,0.9973214285714286
task,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,norm_only,800,32,0.8620198567708333,0.5828372613711015
task,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,c1_centroid_distance,800,32,0.8887939453125,0.6089675838495869
task,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,c4_centroid_distance,800,32,0.9991048177083334,0.9860868298368298
task,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,c4_assigned_radius,800,32,0.9996337890625,0.9919482846902202
task,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,c8_centroid_distance,800,32,0.9998372395833334,0.9961771376897534
task,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,c32_centroid_distance,800,32,0.9998372395833334,0.9963448660714286
task,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,c32_union_radius,800,32,0.9997965494791666,0.9953368015552996
task,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,final_duration_diagnostic_only,800,32,1.0,1.0
