level,group,method,episodes,failures,auc,ap
suite,libero_object,c4_centroid_distance,8000,81,0.9906164109135864,0.6989066501921651
suite,libero_object,c4_assigned_radius,8000,81,0.9901455945148331,0.6698154608535262
suite,libero_object,c8_centroid_distance,8000,81,0.9893006193885934,0.6746498847951985
suite,libero_object,c32_centroid_distance,8000,81,0.9931232743877437,0.7858532807379662
suite,libero_object,c32_union_radius,8000,81,0.9967448190708703,0.8644470176740274
suite,libero_object,final_duration_diagnostic_only,8000,81,0.9999999999999999,1.0
suite,libero_spatial,knn20,8000,266,0.9995071075672113,0.9708027985483625
suite,libero_spatial,norm_only,8000,266,0.9916305503868281,0.893582798110999
suite,libero_spatial,c1_centroid_distance,8000,266,0.9930703407082485,0.9013453244460014
suite,libero_spatial,c4_centroid_distance,8000,266,0.9995401614976153,0.9737653191115333
suite,libero_spatial,c4_assigned_radius,8000,266,0.9993078118103638,0.9613684033876285
suite,libero_spatial,c8_centroid_distance,8000,266,0.9994521797122752,0.9714913451206271
suite,libero_spatial,c32_centroid_distance,8000,266,0.9993603092292407,0.9662091712054934
suite,libero_spatial,c32_union_radius,8000,266,0.9988076280693978,0.9579303694705585
suite,libero_spatial,final_duration_diagnostic_only,8000,266,1.0,1.0
fold,libero_goal_full_0,knn20,2400,7,0.9997612082860725,0.9367346938775509
fold,libero_goal_full_0,norm_only,2400,7,0.9936720195809206,0.7608254279413309
fold,libero_goal_full_0,c1_centroid_distance,2400,7,0.9933735299385111,0.73003848003848
fold,libero_goal_full_0,c4_centroid_distance,2400,7,0.997970270431616,0.7845238095238095
fold,libero_goal_full_0,c4_assigned_radius,2400,7,0.9992836248582174,0.8274170274170274
fold,libero_goal_full_0,c8_centroid_distance,2400,7,0.9977314787176884,0.7211961707760026
fold,libero_goal_full_0,c32_centroid_distance,2400,7,0.9998209062145544,0.9571428571428572
fold,libero_goal_full_0,c32_union_radius,2400,7,1.0,0.9999999999999998
fold,libero_goal_full_0,final_duration_diagnostic_only,2400,7,1.0,1.0
fold,libero_goal_full_1,knn20,2400,50,1.0,1.0
fold,libero_goal_full_1,norm_only,2400,50,1.0,1.0
fold,libero_goal_full_1,c1_centroid_distance,2400,50,1.0,1.0
fold,libero_goal_full_1,c4_centroid_distance,2400,50,1.0,1.0
fold,libero_goal_full_1,c4_assigned_radius,2400,50,1.0,1.0
fold,libero_goal_full_1,c8_centroid_distance,2400,50,1.0,1.0
fold,libero_goal_full_1,c32_centroid_distance,2400,50,0.9999914893617021,0.9996078431372549
fold,libero_goal_full_1,c32_union_radius,2400,50,0.9999489361702127,0.9977818181818182
fold,libero_goal_full_1,final_duration_diagnostic_only,2400,50,1.0,1.0
fold,libero_goal_full_2,knn20,2400,48,0.9045758928571428,0.34045526815336985
fold,libero_goal_full_2,norm_only,2400,48,0.8162113803854876,0.22703719846644146
fold,libero_goal_full_2,c1_centroid_distance,2400,48,0.8022870606575964,0.22055826740378962
fold,libero_goal_full_2,c4_centroid_distance,2400,48,0.9242400085034013,0.40336122473688096
fold,libero_goal_full_2,c4_assigned_radius,2400,48,0.9321942318594105,0.4244401680805819
fold,libero_goal_full_2,c8_centroid_distance,2400,48,0.9221761621315193,0.39009166879615736
fold,libero_goal_full_2,c32_centroid_distance,2400,48,0.8990043934240363,0.32618070487283085
fold,libero_goal_full_2,c32_union_radius,2400,48,0.9051516439909297,0.33060794771562496
fold,libero_goal_full_2,final_duration_diagnostic_only,2400,48,1.0,1.0
fold,libero_goal_full_3,knn20,800,103,0.997604156509869,0.9810503521711909
fold,libero_goal_full_3,norm_only,800,103,0.9990249474168071,0.9923724920077395
fold,libero_goal_full_3,c1_centroid_distance,800,103,0.9987324316418492,0.990534827483995
fold,libero_goal_full_3,c4_centroid_distance,800,103,0.9954729701494617,0.9647794074675771
fold,libero_goal_full_3,c4_assigned_radius,800,103,0.9821147497597191,0.8883447889611553
fold,libero_goal_full_3,c8_centroid_distance,800,103,0.9959883550862922,0.9679076801719341
fold,libero_goal_full_3,c32_centroid_distance,800,103,0.9920881447535207,0.9638523008683819
fold,libero_goal_full_3,c32_union_radius,800,103,0.9932721371759692,0.9680903991729274
fold,libero_goal_full_3,final_duration_diagnostic_only,800,103,1.0,1.0
fold,libero_long_full_0,knn20,2400,74,0.9706548767167856,0.7681225731688794
fold,libero_long_full_0,norm_only,2400,74,0.9500941181938601,0.7847662381302688
fold,libero_long_full_0,c1_centroid_distance,2400,74,0.9505937579884269,0.7847892274485361
fold,libero_long_full_0,c4_centroid_distance,2400,74,0.9638225930143386,0.791196474251447
fold,libero_long_full_0,c4_assigned_radius,2400,74,0.974460272826567,0.7936835380980354
fold,libero_long_full_0,c8_centroid_distance,2400,74,0.960121772675513,0.7452080456374057
fold,libero_long_full_0,c32_centroid_distance,2400,74,0.9629743673165858,0.6015610637064963
fold,libero_long_full_0,c32_union_radius,2400,74,0.975616416072134,0.7544270911903225
fold,libero_long_full_0,final_duration_diagnostic_only,2400,74,1.0,1.0
fold,libero_long_full_1,knn20,2400,355,0.9821577878026102,0.9173730610418489
fold,libero_long_full_1,norm_only,2400,355,0.9716546713041082,0.8873382592355187
fold,libero_long_full_1,c1_centroid_distance,2400,355,0.9713888219291298,0.8879397346494435
fold,libero_long_full_1,c4_centroid_distance,2400,355,0.9828148352215985,0.9194390856303859
fold,libero_long_full_1,c4_assigned_radius,2400,355,0.978259581941527,0.9051079622608862
fold,libero_long_full_1,c8_centroid_distance,2400,355,0.9810392919866386,0.9122654340589094
fold,libero_long_full_1,c32_centroid_distance,2400,355,0.9814552842728744,0.9124174395362556
fold,libero_long_full_1,c32_union_radius,2400,355,0.9784386514687146,0.9089401796183558
fold,libero_long_full_1,final_duration_diagnostic_only,2400,355,1.0,1.0
fold,libero_long_full_2,knn20,2400,105,0.9920987654320987,0.8588155822896849
fold,libero_long_full_2,norm_only,2400,105,0.9879655565930077,0.8118862327297588
fold,libero_long_full_2,c1_centroid_distance,2400,105,0.987563025210084,0.8127550153559924
fold,libero_long_full_2,c4_centroid_distance,2400,105,0.9909866168689697,0.8333541845564703
fold,libero_long_full_2,c4_assigned_radius,2400,105,0.9900321610125532,0.8332186087846776
fold,libero_long_full_2,c8_centroid_distance,2400,105,0.9910696130303973,0.841517681485069
fold,libero_long_full_2,c32_centroid_distance,2400,105,0.990218902375765,0.8573154298728227
fold,libero_long_full_2,c32_union_radius,2400,105,0.9631995020230314,0.7286370181194259
fold,libero_long_full_2,final_duration_diagnostic_only,2400,105,1.0,1.0
fold,libero_long_full_3,knn20,800,7,0.9897315798955144,0.45357325725989317
fold,libero_long_full_3,norm_only,800,7,0.9917132048279589,0.4357993197278911
fold,libero_long_full_3,c1_centroid_distance,800,7,0.9917132048279589,0.4357993197278911
fold,libero_long_full_3,c4_centroid_distance,800,7,0.9913529093856962,0.44009826152683296
fold,libero_long_full_3,c4_assigned_radius,800,7,0.9765807962529274,0.4370702334988049
fold,libero_long_full_3,c8_centroid_distance,800,7,0.975319762205008,0.283314877675208
fold,libero_long_full_3,c32_centroid_distance,800,7,0.970275626013331,0.2767179910037053
fold,libero_long_full_3,c32_union_radius,800,7,0.7749954963069717,0.2785920111820391
fold,libero_long_full_3,final_duration_diagnostic_only,800,7,1.0,1.0
fold,libero_object_full_0,knn20,2400,32,0.9997360641891891,0.9845598845598846
fold,libero_object_full_0,norm_only,2400,32,0.9939030827702702,0.8686644058216252
fold,libero_object_full_0,c1_centroid_distance,2400,32,0.9942725929054054,0.8490240101555847
fold,libero_object_full_0,c4_centroid_distance,2400,32,0.99853515625,0.939974715329646
fold,libero_object_full_0,c4_assigned_radius,2400,32,0.9986539273648649,0.9419944511751135
fold,libero_object_full_0,c8_centroid_distance,2400,32,0.9998020481418919,0.9876156903310105
fold,libero_object_full_0,c32_centroid_distance,2400,32,0.9997228673986486,0.9850038402457757
fold,libero_object_full_0,c32_union_radius,2400,32,0.9998680320945946,0.991122118896949
fold,libero_object_full_0,final_duration_diagnostic_only,2400,32,1.0,1.0
fold,libero_object_full_1,knn20,2400,40,0.9929766949152542,0.8134931932646633
fold,libero_object_full_1,norm_only,2400,40,0.9845974576271187,0.6015533273978309
fold,libero_object_full_1,c1_centroid_distance,2400,40,0.9836016949152543,0.5812275454253681
fold,libero_object_full_1,c4_centroid_distance,2400,40,0.9879449152542373,0.6858627952362596
fold,libero_object_full_1,c4_assigned_radius,2400,40,0.9860699152542373,0.6258848562733316
fold,libero_object_full_1,c8_centroid_distance,2400,40,0.9877648305084745,0.6969790159561481
fold,libero_object_full_1,c32_centroid_distance,2400,40,0.9932733050847458,0.8199807610656704
fold,libero_object_full_1,c32_union_radius,2400,40,0.9940254237288135,0.8729679506051338
fold,libero_object_full_1,final_duration_diagnostic_only,2400,40,1.0,1.0
fold,libero_object_full_2,knn20,2400,8,0.9996341973244146,0.8644345238095238
fold,libero_object_full_2,norm_only,2400,8,0.9994251672240803,0.829204822954823
fold,libero_object_full_2,c1_centroid_distance,2400,8,0.9996341973244146,0.8644345238095238
fold,libero_object_full_2,c4_centroid_distance,2400,8,0.9996341973244146,0.8644345238095238
fold,libero_object_full_2,c4_assigned_radius,2400,8,0.9995819397993311,0.8553436147186148
fold,libero_object_full_2,c8_centroid_distance,2400,8,0.9996341973244146,0.8644345238095238
fold,libero_object_full_2,c32_centroid_distance,2400,8,0.9996341973244146,0.8644345238095238
fold,libero_object_full_2,c32_union_radius,2400,8,0.9991116220735786,0.7616768648018648
fold,libero_object_full_2,final_duration_diagnostic_only,2400,8,1.0,1.0
fold,libero_object_full_3,knn20,800,1,1.0,1.0
fold,libero_object_full_3,norm_only,800,1,1.0,1.0
fold,libero_object_full_3,c1_centroid_distance,800,1,1.0,1.0
fold,libero_object_full_3,c4_centroid_distance,800,1,1.0,1.0
fold,libero_object_full_3,c4_assigned_radius,800,1,1.0,1.0
fold,libero_object_full_3,c8_centroid_distance,800,1,1.0,1.0
fold,libero_object_full_3,c32_centroid_distance,800,1,1.0,1.0
fold,libero_object_full_3,c32_union_radius,800,1,1.0,1.0
fold,libero_object_full_3,final_duration_diagnostic_only,800,1,1.0,1.0
fold,libero_spatial_full_0,knn20,2400,81,0.998929934678102,0.934672784448846
fold,libero_spatial_full_0,norm_only,2400,81,0.9626115982303995,0.6981346347357676
fold,libero_spatial_full_0,c1_centroid_distance,2400,81,0.9701393214401695,0.7209938824721421
fold,libero_spatial_full_0,c4_centroid_distance,2400,81,0.9988341079328574,0.9339114673705255
fold,libero_spatial_full_0,c4_assigned_radius,2400,81,0.9986797203988522,0.9281782102310243
fold,libero_spatial_full_0,c8_centroid_distance,2400,81,0.9986105121939534,0.9268844437451051
fold,libero_spatial_full_0,c32_centroid_distance,2400,81,0.9988500790570648,0.9333676419134849
fold,libero_spatial_full_0,c32_union_radius,2400,81,0.9984987143245012,0.920615264823085
fold,libero_spatial_full_0,final_duration_diagnostic_only,2400,81,0.9999999999999999,1.0
fold,libero_spatial_full_1,knn20,2400,69,0.9999129564346956,0.9970226085772855
fold,libero_spatial_full_1,norm_only,2400,69,0.9995772169685213,0.9873086944210003
fold,libero_spatial_full_1,c1_centroid_distance,2400,69,0.9996145213536518,0.9883447520200542
fold,libero_spatial_full_1,c4_centroid_distance,2400,69,0.9999067390371738,0.9968074324690572
fold,libero_spatial_full_1,c4_assigned_radius,2400,69,0.9998383476644346,0.9944468385764621
fold,libero_spatial_full_1,c8_centroid_distance,2400,69,0.9999067390371738,0.9968928630299193
fold,libero_spatial_full_1,c32_centroid_distance,2400,69,0.9998632172545217,0.9955346724594948
fold,libero_spatial_full_1,c32_union_radius,2400,69,0.9988373466634336,0.9791432451509976
fold,libero_spatial_full_1,final_duration_diagnostic_only,2400,69,1.0,1.0
fold,libero_spatial_full_2,knn20,2400,115,0.9994900580344401,0.9760019444120146
fold,libero_spatial_full_2,norm_only,2400,115,0.9972067358005898,0.9547233693543763
fold,libero_spatial_full_2,c1_centroid_distance,2400,115,0.9972067358005898,0.9546717503715797
fold,libero_spatial_full_2,c4_centroid_distance,2400,115,0.9995014746456093,0.9770169823081034
fold,libero_spatial_full_2,c4_assigned_radius,2400,115,0.9993606697745219,0.9746127726027888
fold,libero_spatial_full_2,c8_centroid_distance,2400,115,0.999497669108553,0.975273718829978
fold,libero_spatial_full_2,c32_centroid_distance,2400,115,0.9994786414232708,0.974847786660503
fold,libero_spatial_full_2,c32_union_radius,2400,115,0.9992921701075065,0.9725408193527639
fold,libero_spatial_full_2,final_duration_diagnostic_only,2400,115,1.0,1.0
fold,libero_spatial_full_3,knn20,800,1,0.9987484355444305,0.5
fold,libero_spatial_full_3,norm_only,800,1,1.0,1.0
fold,libero_spatial_full_3,c1_centroid_distance,800,1,1.0,1.0
fold,libero_spatial_full_3,c4_centroid_distance,800,1,1.0,1.0
fold,libero_spatial_full_3,c4_assigned_radius,800,1,1.0,1.0
fold,libero_spatial_full_3,c8_centroid_distance,800,1,0.9987484355444305,0.5
fold,libero_spatial_full_3,c32_centroid_distance,800,1,0.9987484355444305,0.5
fold,libero_spatial_full_3,c32_union_radius,800,1,0.9987484355444305,0.5
fold,libero_spatial_full_3,final_duration_diagnostic_only,800,1,1.0,1.0
task,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,knn20,800,103,0.997604156509869,0.9810503521711909
task,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,norm_only,800,103,0.9990249474168071,0.9923724920077395
task,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,c1_centroid_distance,800,103,0.9987324316418492,0.990534827483995
task,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,c4_centroid_distance,800,103,0.9954729701494617,0.9647794074675771
task,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,c4_assigned_radius,800,103,0.9821147497597191,0.8883447889611553
task,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,c8_centroid_distance,800,103,0.9959883550862922,0.9679076801719341
task,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,c32_centroid_distance,800,103,0.9920881447535207,0.9638523008683819
task,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,c32_union_radius,800,103,0.9932721371759692,0.9680903991729274
task,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,final_duration_diagnostic_only,800,103,1.0,1.0
task,libero_goal/push_the_plate_to_the_front_of_the_stove,knn20,800,3,1.0,1.0
task,libero_goal/push_the_plate_to_the_front_of_the_stove,norm_only,800,3,1.0,1.0
task,libero_goal/push_the_plate_to_the_front_of_the_stove,c1_centroid_distance,800,3,1.0,1.0
task,libero_goal/push_the_plate_to_the_front_of_the_stove,c4_centroid_distance,800,3,1.0,1.0
task,libero_goal/push_the_plate_to_the_front_of_the_stove,c4_assigned_radius,800,3,1.0,1.0
task,libero_goal/push_the_plate_to_the_front_of_the_stove,c8_centroid_distance,800,3,1.0,1.0
task,libero_goal/push_the_plate_to_the_front_of_the_stove,c32_centroid_distance,800,3,1.0,1.0
task,libero_goal/push_the_plate_to_the_front_of_the_stove,c32_union_radius,800,3,1.0,1.0
task,libero_goal/push_the_plate_to_the_front_of_the_stove,final_duration_diagnostic_only,800,3,1.0,1.0
task,libero_goal/put_the_bowl_on_the_plate,knn20,800,30,0.9984415584415585,0.9374535469709261
task,libero_goal/put_the_bowl_on_the_plate,norm_only,800,30,0.9991341991341991,0.9710236163965678
task,libero_goal/put_the_bowl_on_the_plate,c1_centroid_distance,800,30,0.999004329004329,0.9649701870672763
task,libero_goal/put_the_bowl_on_the_plate,c4_centroid_distance,800,30,0.9983982683982684,0.9358745996025051
task,libero_goal/put_the_bowl_on_the_plate,c4_assigned_radius,800,30,0.9983982683982684,0.9358745996025051
task,libero_goal/put_the_bowl_on_the_plate,c8_centroid_distance,800,30,0.9984415584415585,0.9374535469709261
task,libero_goal/put_the_bowl_on_the_plate,c32_centroid_distance,800,30,0.9984848484848485,0.9389614834788627
task,libero_goal/put_the_bowl_on_the_plate,c32_union_radius,800,30,0.9982683982683982,0.9188904726183781
task,libero_goal/put_the_bowl_on_the_plate,final_duration_diagnostic_only,800,30,1.0,1.0
task,libero_goal/put_the_bowl_on_the_stove,knn20,800,15,1.0,1.0
task,libero_goal/put_the_bowl_on_the_stove,norm_only,800,15,1.0,1.0
task,libero_goal/put_the_bowl_on_the_stove,c1_centroid_distance,800,15,1.0,1.0
task,libero_goal/put_the_bowl_on_the_stove,c4_centroid_distance,800,15,1.0,1.0
task,libero_goal/put_the_bowl_on_the_stove,c4_assigned_radius,800,15,1.0,1.0
task,libero_goal/put_the_bowl_on_the_stove,c8_centroid_distance,800,15,1.0,1.0
task,libero_goal/put_the_bowl_on_the_stove,c32_centroid_distance,800,15,1.0,1.0
task,libero_goal/put_the_bowl_on_the_stove,c32_union_radius,800,15,1.0,1.0
task,libero_goal/put_the_bowl_on_the_stove,final_duration_diagnostic_only,800,15,1.0,1.0
task,libero_goal/put_the_bowl_on_top_of_the_cabinet,knn20,800,31,1.0,1.0
task,libero_goal/put_the_bowl_on_top_of_the_cabinet,norm_only,800,31,1.0,1.0
task,libero_goal/put_the_bowl_on_top_of_the_cabinet,c1_centroid_distance,800,31,1.0,0.9999999999999998
task,libero_goal/put_the_bowl_on_top_of_the_cabinet,c4_centroid_distance,800,31,1.0,1.0
task,libero_goal/put_the_bowl_on_top_of_the_cabinet,c4_assigned_radius,800,31,1.0,1.0
task,libero_goal/put_the_bowl_on_top_of_the_cabinet,c8_centroid_distance,800,31,1.0,1.0
task,libero_goal/put_the_bowl_on_top_of_the_cabinet,c32_centroid_distance,800,31,1.0,1.0
task,libero_goal/put_the_bowl_on_top_of_the_cabinet,c32_union_radius,800,31,1.0,1.0
task,libero_goal/put_the_bowl_on_top_of_the_cabinet,final_duration_diagnostic_only,800,31,1.0,1.0
task,libero_goal/put_the_cream_cheese_in_the_bowl,knn20,800,19,1.0,1.0
task,libero_goal/put_the_cream_cheese_in_the_bowl,norm_only,800,19,1.0,1.0
task,libero_goal/put_the_cream_cheese_in_the_bowl,c1_centroid_distance,800,19,1.0,1.0
task,libero_goal/put_the_cream_cheese_in_the_bowl,c4_centroid_distance,800,19,1.0,1.0
task,libero_goal/put_the_cream_cheese_in_the_bowl,c4_assigned_radius,800,19,1.0,1.0
task,libero_goal/put_the_cream_cheese_in_the_bowl,c8_centroid_distance,800,19,1.0,1.0
task,libero_goal/put_the_cream_cheese_in_the_bowl,c32_centroid_distance,800,19,0.9999326100141519,0.9973684210526316
task,libero_goal/put_the_cream_cheese_in_the_bowl,c32_union_radius,800,19,0.9995956600849113,0.9862650046168052
task,libero_goal/put_the_cream_cheese_in_the_bowl,final_duration_diagnostic_only,800,19,1.0,1.0
task,libero_goal/put_the_wine_bottle_on_the_rack,knn20,800,4,0.9987437185929647,0.8303571428571428
task,libero_goal/put_the_wine_bottle_on_the_rack,norm_only,800,4,0.9698492462311558,0.479502688172043
task,libero_goal/put_the_wine_bottle_on_the_rack,c1_centroid_distance,800,4,0.9682788944723618,0.4257048872180451
task,libero_goal/put_the_wine_bottle_on_the_rack,c4_centroid_distance,800,4,0.9899497487437187,0.5083333333333333
task,libero_goal/put_the_wine_bottle_on_the_rack,c4_assigned_radius,800,4,0.9962311557788944,0.5654761904761905
task,libero_goal/put_the_wine_bottle_on_the_rack,c8_centroid_distance,800,4,0.9880653266331658,0.31559139784946233
task,libero_goal/put_the_wine_bottle_on_the_rack,c32_centroid_distance,800,4,0.9990577889447235,0.8928571428571428
task,libero_goal/put_the_wine_bottle_on_the_rack,c32_union_radius,800,4,1.0,1.0
task,libero_goal/put_the_wine_bottle_on_the_rack,final_duration_diagnostic_only,800,4,1.0,1.0
task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,knn20,800,3,1.0,1.0
task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,norm_only,800,3,1.0,1.0
task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,c1_centroid_distance,800,3,1.0,1.0
task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,c4_centroid_distance,800,3,1.0,1.0
task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,c4_assigned_radius,800,3,1.0,1.0
task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,c8_centroid_distance,800,3,1.0,1.0
task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,c32_centroid_distance,800,3,1.0,1.0
task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,c32_union_radius,800,3,1.0,1.0
task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,final_duration_diagnostic_only,800,3,1.0,1.0
task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,knn20,800,10,1.0,1.0
task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,norm_only,800,10,1.0,1.0
task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,c1_centroid_distance,800,10,1.0,1.0
task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,c4_centroid_distance,800,10,1.0,1.0
task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,c4_assigned_radius,800,10,1.0,1.0
task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,c8_centroid_distance,800,10,1.0,1.0
task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,c32_centroid_distance,800,10,1.0,1.0
task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,c32_union_radius,800,10,0.9748101265822785,0.5681423083417765
task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,final_duration_diagnostic_only,800,10,0.9999999999999999,1.0
task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,knn20,800,5,1.0,1.0
task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,norm_only,800,5,1.0,1.0
task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,c1_centroid_distance,800,5,1.0,1.0
task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,c4_centroid_distance,800,5,1.0,1.0
task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,c4_assigned_radius,800,5,1.0,1.0
task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,c8_centroid_distance,800,5,1.0,1.0
task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,c32_centroid_distance,800,5,1.0,1.0
task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,c32_union_radius,800,5,0.9962264150943396,0.8126315789473685
task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,final_duration_diagnostic_only,800,5,1.0,1.0
task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,knn20,800,7,0.9897315798955144,0.45357325725989317
task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,norm_only,800,7,0.9917132048279589,0.4357993197278911
task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,c1_centroid_distance,800,7,0.9917132048279589,0.4357993197278911
task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,c4_centroid_distance,800,7,0.9913529093856962,0.44009826152683296
task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,c4_assigned_radius,800,7,0.9765807962529274,0.4370702334988049
task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,c8_centroid_distance,800,7,0.975319762205008,0.283314877675208
task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,c32_centroid_distance,800,7,0.970275626013331,0.2767179910037053
task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,c32_union_radius,800,7,0.7749954963069717,0.2785920111820391
task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,final_duration_diagnostic_only,800,7,1.0,1.0
task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,knn20,800,289,0.9368969183160774,0.9118462480905621
task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,norm_only,800,289,0.9011504682453159,0.8747945847446609
task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,c1_centroid_distance,800,289,0.9058227642386527,0.877938679577443
task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,c4_centroid_distance,800,289,0.9367073178989566,0.9123238733050796
task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,c4_assigned_radius,800,289,0.923780632317391,0.9008559157858399
task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,c8_centroid_distance,800,289,0.9300577604127872,0.9033536799087363
