method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances
c4_union_radius,4,union_radius,episode,0.1,1.1190929412841797,549,495,54
c4_union_radius,4,union_radius,task_init,0.02,1.9303627014160156,70,70,0
c4_union_radius,4,union_radius,task_init,0.03,1.7483421564102173,70,69,1
c4_union_radius,4,union_radius,task_init,0.05,1.649815559387207,70,68,2
c4_union_radius,4,union_radius,task_init,0.1,1.465171217918396,70,64,6
c8_centroid_distance,8,centroid_distance,episode,0.02,2.5819220542907715,549,539,10
c8_centroid_distance,8,centroid_distance,episode,0.03,2.484088182449341,549,534,15
c8_centroid_distance,8,centroid_distance,episode,0.05,2.315234422683716,549,523,26
c8_centroid_distance,8,centroid_distance,episode,0.1,2.0196704864501953,549,495,54
c8_centroid_distance,8,centroid_distance,task_init,0.02,3.3709166049957275,70,70,0
c8_centroid_distance,8,centroid_distance,task_init,0.03,3.3484628200531006,70,69,1
c8_centroid_distance,8,centroid_distance,task_init,0.05,2.990459680557251,70,68,2
c8_centroid_distance,8,centroid_distance,task_init,0.1,2.5819220542907715,70,64,6
c8_assigned_radius,8,assigned_radius,episode,0.02,1.4989343881607056,549,539,10
c8_assigned_radius,8,assigned_radius,episode,0.03,1.408840537071228,549,534,15
c8_assigned_radius,8,assigned_radius,episode,0.05,1.2837181091308594,549,523,26
c8_assigned_radius,8,assigned_radius,episode,0.1,1.1718525886535645,549,495,54
c8_assigned_radius,8,assigned_radius,task_init,0.02,1.9980788230895996,70,70,0
c8_assigned_radius,8,assigned_radius,task_init,0.03,1.984769582748413,70,69,1
c8_assigned_radius,8,assigned_radius,task_init,0.05,1.7520971298217773,70,68,2
c8_assigned_radius,8,assigned_radius,task_init,0.1,1.530409812927246,70,64,6
c8_union_radius,8,union_radius,episode,0.02,1.4762389659881592,549,539,10
c8_union_radius,8,union_radius,episode,0.03,1.408840537071228,549,534,15
c8_union_radius,8,union_radius,episode,0.05,1.270862102508545,549,523,26
c8_union_radius,8,union_radius,episode,0.1,1.1448332071304321,549,495,54
c8_union_radius,8,union_radius,task_init,0.02,1.9980788230895996,70,70,0
c8_union_radius,8,union_radius,task_init,0.03,1.984769582748413,70,69,1
c8_union_radius,8,union_radius,task_init,0.05,1.7520971298217773,70,68,2
c8_union_radius,8,union_radius,task_init,0.1,1.530409812927246,70,64,6
c16_centroid_distance,16,centroid_distance,episode,0.02,2.4100887775421143,549,539,10
c16_centroid_distance,16,centroid_distance,episode,0.03,2.262812376022339,549,534,15
c16_centroid_distance,16,centroid_distance,episode,0.05,2.0967350006103516,549,523,26
c16_centroid_distance,16,centroid_distance,episode,0.1,1.8373605012893677,549,495,54
c16_centroid_distance,16,centroid_distance,task_init,0.02,3.141751289367676,70,70,0
c16_centroid_distance,16,centroid_distance,task_init,0.03,2.963165283203125,70,69,1
c16_centroid_distance,16,centroid_distance,task_init,0.05,2.876701593399048,70,68,2
c16_centroid_distance,16,centroid_distance,task_init,0.1,2.384247303009033,70,64,6
c16_assigned_radius,16,assigned_radius,episode,0.02,1.576851725578308,549,539,10
c16_assigned_radius,16,assigned_radius,episode,0.03,1.463616132736206,549,534,15
c16_assigned_radius,16,assigned_radius,episode,0.05,1.3254728317260742,549,523,26
c16_assigned_radius,16,assigned_radius,episode,0.1,1.1931618452072144,549,495,54
c16_assigned_radius,16,assigned_radius,task_init,0.02,1.8486806154251099,70,70,0
c16_assigned_radius,16,assigned_radius,task_init,0.03,1.8271621465682983,70,69,1
c16_assigned_radius,16,assigned_radius,task_init,0.05,1.7435964345932007,70,68,2
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.576851725578308,70,64,6
c16_union_radius,16,union_radius,episode,0.02,1.4917635917663574,549,539,10
c16_union_radius,16,union_radius,episode,0.03,1.4021565914154053,549,534,15
c16_union_radius,16,union_radius,episode,0.05,1.27456796169281,549,523,26
c16_union_radius,16,union_radius,episode,0.1,1.1711828708648682,549,495,54
c16_union_radius,16,union_radius,task_init,0.02,1.8486806154251099,70,70,0
c16_union_radius,16,union_radius,task_init,0.03,1.7435964345932007,70,69,1
c16_union_radius,16,union_radius,task_init,0.05,1.7219643592834473,70,68,2
c16_union_radius,16,union_radius,task_init,0.1,1.4683796167373657,70,64,6
c32_centroid_distance,32,centroid_distance,episode,0.02,2.190678834915161,549,539,10
c32_centroid_distance,32,centroid_distance,episode,0.03,2.0490198135375977,549,534,15
c32_centroid_distance,32,centroid_distance,episode,0.05,1.9004080295562744,549,523,26
c32_centroid_distance,32,centroid_distance,episode,0.1,1.661689043045044,549,495,54
c32_centroid_distance,32,centroid_distance,task_init,0.02,2.9363064765930176,70,70,0
c32_centroid_distance,32,centroid_distance,task_init,0.03,2.841379404067993,70,69,1
c32_centroid_distance,32,centroid_distance,task_init,0.05,2.808326482772827,70,68,2
c32_centroid_distance,32,centroid_distance,task_init,0.1,2.1624133586883545,70,64,6
c32_assigned_radius,32,assigned_radius,episode,0.02,1.5727075338363647,549,539,10
c32_assigned_radius,32,assigned_radius,episode,0.03,1.5254850387573242,549,534,15
c32_assigned_radius,32,assigned_radius,episode,0.05,1.3645633459091187,549,523,26
c32_assigned_radius,32,assigned_radius,episode,0.1,1.2607823610305786,549,495,54
c32_assigned_radius,32,assigned_radius,task_init,0.02,2.1666347980499268,70,70,0
c32_assigned_radius,32,assigned_radius,task_init,0.03,2.1285219192504883,70,69,1
c32_assigned_radius,32,assigned_radius,task_init,0.05,2.035749673843384,70,68,2
c32_assigned_radius,32,assigned_radius,task_init,0.1,1.5727075338363647,70,64,6
c32_union_radius,32,union_radius,episode,0.02,1.5354268550872803,549,539,10
c32_union_radius,32,union_radius,episode,0.03,1.4716501235961914,549,534,15
c32_union_radius,32,union_radius,episode,0.05,1.3276842832565308,549,523,26
c32_union_radius,32,union_radius,episode,0.1,1.1965250968933105,549,495,54
c32_union_radius,32,union_radius,task_init,0.02,2.1285219192504883,70,70,0
c32_union_radius,32,union_radius,task_init,0.03,2.035749673843384,70,69,1
c32_union_radius,32,union_radius,task_init,0.05,1.8999663591384888,70,68,2
c32_union_radius,32,union_radius,task_init,0.1,1.5442323684692383,70,64,6
c64_centroid_distance,64,centroid_distance,episode,0.02,1.9873830080032349,549,539,10
c64_centroid_distance,64,centroid_distance,episode,0.03,1.9366095066070557,549,534,15
c64_centroid_distance,64,centroid_distance,episode,0.05,1.7421718835830688,549,523,26
c64_centroid_distance,64,centroid_distance,episode,0.1,1.5263198614120483,549,495,54
c64_centroid_distance,64,centroid_distance,task_init,0.02,3.040179491043091,70,70,0
c64_centroid_distance,64,centroid_distance,task_init,0.03,2.7260630130767822,70,69,1
c64_centroid_distance,64,centroid_distance,task_init,0.05,2.6460020542144775,70,68,2
c64_centroid_distance,64,centroid_distance,task_init,0.1,1.9447342157363892,70,64,6
c64_assigned_radius,64,assigned_radius,episode,0.02,1.6972603797912598,549,539,10
c64_assigned_radius,64,assigned_radius,episode,0.03,1.5833215713500977,549,534,15
c64_assigned_radius,64,assigned_radius,episode,0.05,1.4499404430389404,549,523,26
c64_assigned_radius,64,assigned_radius,episode,0.1,1.3123499155044556,549,495,54
c64_assigned_radius,64,assigned_radius,task_init,0.02,2.834656238555908,70,70,0
c64_assigned_radius,64,assigned_radius,task_init,0.03,2.4671261310577393,70,69,1
c64_assigned_radius,64,assigned_radius,task_init,0.05,2.1505208015441895,70,68,2
c64_assigned_radius,64,assigned_radius,task_init,0.1,1.6972603797912598,70,64,6
c64_union_radius,64,union_radius,episode,0.02,1.5833215713500977,549,539,10
c64_union_radius,64,union_radius,episode,0.03,1.4549742937088013,549,534,15
c64_union_radius,64,union_radius,episode,0.05,1.3644628524780273,549,523,26
c64_union_radius,64,union_radius,episode,0.1,1.2282192707061768,549,495,54
c64_union_radius,64,union_radius,task_init,0.02,2.2350964546203613,70,70,0
c64_union_radius,64,union_radius,task_init,0.03,2.1505208015441895,70,69,1
c64_union_radius,64,union_radius,task_init,0.05,1.8664309978485107,70,68,2
c64_union_radius,64,union_radius,task_init,0.1,1.5979070663452148,70,64,6
