method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances
c2_assigned_radius,2,assigned_radius,episode,0.02,2.254376173019409,547,538,9
c2_assigned_radius,2,assigned_radius,episode,0.03,2.091275691986084,547,532,15
c2_assigned_radius,2,assigned_radius,episode,0.05,1.9588892459869385,547,521,26
c2_assigned_radius,2,assigned_radius,episode,0.1,1.6664083003997803,547,494,53
c2_assigned_radius,2,assigned_radius,task_init,0.02,2.80306077003479,70,70,0
c2_assigned_radius,2,assigned_radius,task_init,0.03,2.7855637073516846,70,69,1
c2_assigned_radius,2,assigned_radius,task_init,0.05,2.6487784385681152,70,68,2
c2_assigned_radius,2,assigned_radius,task_init,0.1,2.2177248001098633,70,64,6
c2_union_radius,2,union_radius,episode,0.02,2.254376173019409,547,538,9
c2_union_radius,2,union_radius,episode,0.03,2.091275691986084,547,532,15
c2_union_radius,2,union_radius,episode,0.05,1.9588892459869385,547,521,26
c2_union_radius,2,union_radius,episode,0.1,1.6664083003997803,547,494,53
c2_union_radius,2,union_radius,task_init,0.02,2.80306077003479,70,70,0
c2_union_radius,2,union_radius,task_init,0.03,2.7855637073516846,70,69,1
c2_union_radius,2,union_radius,task_init,0.05,2.6487784385681152,70,68,2
c2_union_radius,2,union_radius,task_init,0.1,2.2177248001098633,70,64,6
c4_centroid_distance,4,centroid_distance,episode,0.02,6.527392864227295,547,538,9
c4_centroid_distance,4,centroid_distance,episode,0.03,5.641563415527344,547,532,15
c4_centroid_distance,4,centroid_distance,episode,0.05,5.090331554412842,547,521,26
c4_centroid_distance,4,centroid_distance,episode,0.1,4.20789909362793,547,494,53
c4_centroid_distance,4,centroid_distance,task_init,0.02,8.875299453735352,70,70,0
c4_centroid_distance,4,centroid_distance,task_init,0.03,8.082029342651367,70,69,1
c4_centroid_distance,4,centroid_distance,task_init,0.05,7.481288433074951,70,68,2
c4_centroid_distance,4,centroid_distance,task_init,0.1,5.8704752922058105,70,64,6
c4_assigned_radius,4,assigned_radius,episode,0.02,1.9929221868515015,547,538,9
c4_assigned_radius,4,assigned_radius,episode,0.03,1.8850852251052856,547,532,15
c4_assigned_radius,4,assigned_radius,episode,0.05,1.6805514097213745,547,521,26
c4_assigned_radius,4,assigned_radius,episode,0.1,1.4946810007095337,547,494,53
c4_assigned_radius,4,assigned_radius,task_init,0.02,2.631014585494995,70,70,0
c4_assigned_radius,4,assigned_radius,task_init,0.03,2.3905651569366455,70,69,1
c4_assigned_radius,4,assigned_radius,task_init,0.05,2.1838085651397705,70,68,2
c4_assigned_radius,4,assigned_radius,task_init,0.1,1.9929221868515015,70,64,6
c4_union_radius,4,union_radius,episode,0.02,1.9366841316223145,547,538,9
c4_union_radius,4,union_radius,episode,0.03,1.7607089281082153,547,532,15
c4_union_radius,4,union_radius,episode,0.05,1.657085657119751,547,521,26
c4_union_radius,4,union_radius,episode,0.1,1.482323408126831,547,494,53
c4_union_radius,4,union_radius,task_init,0.02,2.3905651569366455,70,70,0
c4_union_radius,4,union_radius,task_init,0.03,2.1768975257873535,70,69,1
c4_union_radius,4,union_radius,task_init,0.05,2.1288461685180664,70,68,2
c4_union_radius,4,union_radius,task_init,0.1,1.9366841316223145,70,64,6
c8_centroid_distance,8,centroid_distance,episode,0.02,5.5542426109313965,547,538,9
c8_centroid_distance,8,centroid_distance,episode,0.03,5.023952484130859,547,532,15
c8_centroid_distance,8,centroid_distance,episode,0.05,4.2876176834106445,547,521,26
c8_centroid_distance,8,centroid_distance,episode,0.1,3.562345504760742,547,494,53
c8_centroid_distance,8,centroid_distance,task_init,0.02,8.193181037902832,70,70,0
c8_centroid_distance,8,centroid_distance,task_init,0.03,7.3047661781311035,70,69,1
c8_centroid_distance,8,centroid_distance,task_init,0.05,6.982008934020996,70,68,2
c8_centroid_distance,8,centroid_distance,task_init,0.1,5.331693172454834,70,64,6
c8_assigned_radius,8,assigned_radius,episode,0.02,1.922799825668335,547,538,9
c8_assigned_radius,8,assigned_radius,episode,0.03,1.8052228689193726,547,532,15
c8_assigned_radius,8,assigned_radius,episode,0.05,1.5847054719924927,547,521,26
c8_assigned_radius,8,assigned_radius,episode,0.1,1.467348337173462,547,494,53
c8_assigned_radius,8,assigned_radius,task_init,0.02,3.0718612670898438,70,70,0
c8_assigned_radius,8,assigned_radius,task_init,0.03,2.242128372192383,70,69,1
c8_assigned_radius,8,assigned_radius,task_init,0.05,2.1756751537323,70,68,2
c8_assigned_radius,8,assigned_radius,task_init,0.1,1.8540520668029785,70,64,6
c8_union_radius,8,union_radius,episode,0.02,1.7247365713119507,547,538,9
c8_union_radius,8,union_radius,episode,0.03,1.6178538799285889,547,532,15
c8_union_radius,8,union_radius,episode,0.05,1.5557658672332764,547,521,26
c8_union_radius,8,union_radius,episode,0.1,1.436667799949646,547,494,53
c8_union_radius,8,union_radius,task_init,0.02,2.1771488189697266,70,70,0
c8_union_radius,8,union_radius,task_init,0.03,2.1756751537323,70,69,1
c8_union_radius,8,union_radius,task_init,0.05,2.0384857654571533,70,68,2
c8_union_radius,8,union_radius,task_init,0.1,1.7229094505310059,70,64,6
c16_centroid_distance,16,centroid_distance,episode,0.02,4.508907318115234,547,538,9
c16_centroid_distance,16,centroid_distance,episode,0.03,4.109088897705078,547,532,15
c16_centroid_distance,16,centroid_distance,episode,0.05,3.494741439819336,547,521,26
c16_centroid_distance,16,centroid_distance,episode,0.1,3.0893735885620117,547,494,53
c16_centroid_distance,16,centroid_distance,task_init,0.02,6.390984535217285,70,70,0
c16_centroid_distance,16,centroid_distance,task_init,0.03,5.553717613220215,70,69,1
c16_centroid_distance,16,centroid_distance,task_init,0.05,5.201339244842529,70,68,2
c16_centroid_distance,16,centroid_distance,task_init,0.1,4.1304545402526855,70,64,6
c16_assigned_radius,16,assigned_radius,episode,0.02,1.9875212907791138,547,538,9
c16_assigned_radius,16,assigned_radius,episode,0.03,1.8232054710388184,547,532,15
c16_assigned_radius,16,assigned_radius,episode,0.05,1.6368416547775269,547,521,26
c16_assigned_radius,16,assigned_radius,episode,0.1,1.4651216268539429,547,494,53
c16_assigned_radius,16,assigned_radius,task_init,0.02,3.1650047302246094,70,70,0
c16_assigned_radius,16,assigned_radius,task_init,0.03,2.8386948108673096,70,69,1
c16_assigned_radius,16,assigned_radius,task_init,0.05,2.265251874923706,70,68,2
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.9875212907791138,70,64,6
c16_union_radius,16,union_radius,episode,0.02,1.8206127882003784,547,538,9
c16_union_radius,16,union_radius,episode,0.03,1.6465644836425781,547,532,15
c16_union_radius,16,union_radius,episode,0.05,1.570618748664856,547,521,26
c16_union_radius,16,union_radius,episode,0.1,1.4051032066345215,547,494,53
c16_union_radius,16,union_radius,task_init,0.02,2.1331303119659424,70,70,0
c16_union_radius,16,union_radius,task_init,0.03,2.0040040016174316,70,69,1
c16_union_radius,16,union_radius,task_init,0.05,1.9875212907791138,70,68,2
c16_union_radius,16,union_radius,task_init,0.1,1.791412115097046,70,64,6
c32_centroid_distance,32,centroid_distance,episode,0.02,3.5233395099639893,547,538,9
c32_centroid_distance,32,centroid_distance,episode,0.03,3.2563350200653076,547,532,15
c32_centroid_distance,32,centroid_distance,episode,0.05,2.9254586696624756,547,521,26
c32_centroid_distance,32,centroid_distance,episode,0.1,2.6679835319519043,547,494,53
c32_centroid_distance,32,centroid_distance,task_init,0.02,5.6004533767700195,70,70,0
c32_centroid_distance,32,centroid_distance,task_init,0.03,4.758440017700195,70,69,1
c32_centroid_distance,32,centroid_distance,task_init,0.05,3.9478743076324463,70,68,2
c32_centroid_distance,32,centroid_distance,task_init,0.1,3.461564540863037,70,64,6
c32_assigned_radius,32,assigned_radius,episode,0.02,1.776547908782959,547,538,9
c32_assigned_radius,32,assigned_radius,episode,0.03,1.6541149616241455,547,532,15
c32_assigned_radius,32,assigned_radius,episode,0.05,1.5933070182800293,547,521,26
c32_assigned_radius,32,assigned_radius,episode,0.1,1.4477956295013428,547,494,53
c32_assigned_radius,32,assigned_radius,task_init,0.02,3.111163854598999,70,70,0
c32_assigned_radius,32,assigned_radius,task_init,0.03,2.730964422225952,70,69,1
c32_assigned_radius,32,assigned_radius,task_init,0.05,2.1185343265533447,70,68,2
c32_assigned_radius,32,assigned_radius,task_init,0.1,1.8588130474090576,70,64,6
c32_union_radius,32,union_radius,episode,0.02,1.658355951309204,547,538,9
c32_union_radius,32,union_radius,episode,0.03,1.5981056690216064,547,532,15
c32_union_radius,32,union_radius,episode,0.05,1.5158624649047852,547,521,26
c32_union_radius,32,union_radius,episode,0.1,1.3890594244003296,547,494,53
c32_union_radius,32,union_radius,task_init,0.02,2.4176812171936035,70,70,0
c32_union_radius,32,union_radius,task_init,0.03,2.293994188308716,70,69,1
c32_union_radius,32,union_radius,task_init,0.05,2.107677459716797,70,68,2
c32_union_radius,32,union_radius,task_init,0.1,1.6208038330078125,70,64,6
c64_centroid_distance,64,centroid_distance,episode,0.02,3.1346640586853027,547,538,9
c64_centroid_distance,64,centroid_distance,episode,0.03,2.9128217697143555,547,532,15
c64_centroid_distance,64,centroid_distance,episode,0.05,2.6407229900360107,547,521,26
c64_centroid_distance,64,centroid_distance,episode,0.1,2.394784927368164,547,494,53
c64_centroid_distance,64,centroid_distance,task_init,0.02,5.130836486816406,70,70,0
c64_centroid_distance,64,centroid_distance,task_init,0.03,4.407184600830078,70,69,1
c64_centroid_distance,64,centroid_distance,task_init,0.05,3.670947551727295,70,68,2
c64_centroid_distance,64,centroid_distance,task_init,0.1,3.2109298706054688,70,64,6
c64_assigned_radius,64,assigned_radius,episode,0.02,1.9016474485397339,547,538,9
c64_assigned_radius,64,assigned_radius,episode,0.03,1.7783207893371582,547,532,15
c64_assigned_radius,64,assigned_radius,episode,0.05,1.6594492197036743,547,521,26
c64_assigned_radius,64,assigned_radius,episode,0.1,1.514148473739624,547,494,53
c64_assigned_radius,64,assigned_radius,task_init,0.02,3.2392258644104004,70,70,0
c64_assigned_radius,64,assigned_radius,task_init,0.03,2.7823665142059326,70,69,1
c64_assigned_radius,64,assigned_radius,task_init,0.05,2.0271408557891846,70,68,2
c64_assigned_radius,64,assigned_radius,task_init,0.1,1.8518651723861694,70,64,6
c64_union_radius,64,union_radius,episode,0.02,1.7376257181167603,547,538,9
c64_union_radius,64,union_radius,episode,0.03,1.666331171989441,547,532,15
c64_union_radius,64,union_radius,episode,0.05,1.5612239837646484,547,521,26
c64_union_radius,64,union_radius,episode,0.1,1.4301140308380127,547,494,53
c64_union_radius,64,union_radius,task_init,0.02,2.7823665142059326,70,70,0
c64_union_radius,64,union_radius,task_init,0.03,2.6213083267211914,70,69,1
c64_union_radius,64,union_radius,task_init,0.05,1.9740376472473145,70,68,2
c64_union_radius,64,union_radius,task_init,0.1,1.7744895219802856,70,64,6
