run,comparison,relative_query,signal,raw_auc,raw_auc_ci_low,raw_auc_ci_high,mixed_cells,positive_events_in_cells,control_events_in_cells,direction_frozen_from_A,oriented_auc
seed1000_1007,belief_mismatch_vs_other_failure_closure,1,route_acceleration,0.6833333333333333,0.4083333333333334,0.9166666666666667,10,24,28,high,0.6833333333333333
seed1000_1007,belief_mismatch_vs_other_failure_closure,1,state_jump,0.2,0.075,0.35,10,24,28,low,0.8
seed1000_1007,belief_mismatch_vs_other_failure_closure,1,action_jump,0.2341666666666667,0.05,0.43672916666666634,10,24,28,low,0.7658333333333334
seed1000_1007,belief_mismatch_vs_other_failure_closure,1,feedback_split_signed,0.18125,0.05,0.3459374999999994,10,24,28,low,0.81875
seed1000_1007,belief_mismatch_vs_other_failure_closure,1,response_raw,0.18125,0.05,0.34375,10,24,28,low,0.81875
seed1000_1007,belief_mismatch_vs_other_failure_closure,1,recurrence_raw,0.6020833333333333,0.36875,0.8333333333333333,10,24,28,high,0.6020833333333333
seed1000_1007,belief_mismatch_vs_other_failure_closure,2,convergence_raw,0.5979166666666667,0.3833333333333333,0.8125,10,24,28,high,0.5979166666666667
seed1000_1007,belief_mismatch_vs_other_failure_closure,2,late_flow_volatility,0.6745833333333333,0.4912500000000001,0.8366770833333332,10,24,28,high,0.6745833333333333
seed1000_1007,belief_mismatch_vs_other_failure_closure,2,route_acceleration,0.68125,0.43328124999999995,0.89375,10,24,28,high,0.68125
seed1000_1007,belief_mismatch_vs_other_failure_closure,2,state_jump,0.40708333333333335,0.13333333333333336,0.6850520833333331,10,24,28,low,0.5929166666666666
seed1000_1007,belief_mismatch_vs_other_failure_closure,2,action_jump,0.6100000000000001,0.42000000000000004,0.7849999999999999,10,24,28,high,0.6100000000000001
seed1000_1007,belief_mismatch_vs_other_failure_closure,2,feedback_split_signed,0.39666666666666667,0.11666666666666667,0.6799999999999999,10,24,28,low,0.6033333333333333
seed1000_1007,belief_mismatch_vs_other_failure_closure,2,response_raw,0.39666666666666667,0.13,0.6966666666666667,10,24,28,low,0.6033333333333333
seed1000_1007,belief_mismatch_vs_other_failure_closure,2,recurrence_raw,0.5345833333333334,0.3083333333333333,0.7375520833333331,10,24,28,high,0.5345833333333334
seed1000_1007,belief_mismatch_vs_other_failure_closure,3,convergence_raw,0.40625,0.15625,0.6875,10,24,28,low,0.59375
seed1000_1007,belief_mismatch_vs_other_failure_closure,3,late_flow_volatility,0.6083333333333334,0.325,0.8833333333333334,10,24,28,high,0.6083333333333334
seed1000_1007,belief_mismatch_vs_other_failure_closure,3,route_acceleration,0.58125,0.3,0.85,10,24,28,high,0.58125
seed1000_1007,belief_mismatch_vs_other_failure_closure,3,state_jump,0.44416666666666665,0.21495833333333333,0.675,10,24,28,low,0.5558333333333334
seed1000_1007,belief_mismatch_vs_other_failure_closure,3,action_jump,0.3620833333333333,0.1433333333333333,0.5804270833333333,10,24,28,low,0.6379166666666667
seed1000_1007,belief_mismatch_vs_other_failure_closure,3,feedback_split_signed,0.44416666666666665,0.22333333333333333,0.675,10,24,28,low,0.5558333333333334
seed1000_1007,belief_mismatch_vs_other_failure_closure,3,response_raw,0.44416666666666665,0.2166666666666667,0.6733749999999998,10,24,28,low,0.5558333333333334
seed1000_1007,belief_mismatch_vs_other_failure_closure,3,recurrence_raw,0.6079166666666668,0.38125,0.8333333333333334,10,24,28,high,0.6079166666666668
seed1000_1007,belief_mismatch_vs_other_failure_closure,4,convergence_raw,0.5338541666666667,0.21875,0.8151041666666667,8,22,17,high,0.5338541666666667
seed1000_1007,belief_mismatch_vs_other_failure_closure,4,late_flow_volatility,0.6901041666666667,0.4296875,0.9166666666666667,8,22,17,high,0.6901041666666667
seed1000_1007,belief_mismatch_vs_other_failure_closure,4,route_acceleration,0.5729166666666667,0.2916666666666667,0.8333333333333334,8,22,17,high,0.5729166666666667
seed1000_1007,belief_mismatch_vs_other_failure_closure,4,state_jump,0.4895833333333333,0.20833333333333331,0.7708333333333333,8,22,17,low,0.5104166666666667
seed1000_1007,belief_mismatch_vs_other_failure_closure,4,action_jump,0.23697916666666669,0.0,0.47916666666666674,8,22,17,low,0.7630208333333333
seed1000_1007,belief_mismatch_vs_other_failure_closure,4,feedback_split_signed,0.5208333333333333,0.20833333333333331,0.8125,8,22,17,high,0.5208333333333333
seed1000_1007,belief_mismatch_vs_other_failure_closure,4,response_raw,0.5208333333333333,0.20833333333333331,0.8125,8,22,17,high,0.5208333333333333
seed1000_1007,belief_mismatch_vs_other_failure_closure,4,recurrence_raw,0.515625,0.265234375,0.78125,8,22,17,high,0.515625
seed1000_1007,belief_mismatch_vs_other_failure_closure,5,convergence_raw,0.4791666666666667,0.21875,0.7604166666666667,8,22,16,low,0.5208333333333333
seed1000_1007,belief_mismatch_vs_other_failure_closure,5,late_flow_volatility,0.6484375,0.3828125,0.875,8,22,16,high,0.6484375
seed1000_1007,belief_mismatch_vs_other_failure_closure,5,route_acceleration,0.5572916666666667,0.26015625000000003,0.8333333333333334,8,22,16,high,0.5572916666666667
seed1000_1007,belief_mismatch_vs_other_failure_closure,5,state_jump,0.4088541666666667,0.15885416666666669,0.6458333333333334,8,22,16,low,0.5911458333333333
seed1000_1007,belief_mismatch_vs_other_failure_closure,5,action_jump,0.78125,0.53125,0.96875,8,22,16,high,0.78125
seed1000_1007,belief_mismatch_vs_other_failure_closure,5,feedback_split_signed,0.4088541666666667,0.171875,0.6588541666666667,8,22,16,low,0.5911458333333333
seed1000_1007,belief_mismatch_vs_other_failure_closure,5,response_raw,0.4088541666666667,0.16666666666666669,0.6667968749999994,8,22,16,low,0.5911458333333333
seed1000_1007,belief_mismatch_vs_other_failure_closure,5,recurrence_raw,0.3880208333333333,0.13802083333333331,0.6666666666666666,8,22,16,low,0.6119791666666667
seed1008_1015,belief_mismatch_vs_other_failure_closure,-1,convergence_raw,0.5370129870129869,0.2922077922077922,0.7915746753246753,11,21,30,high,0.5370129870129869
seed1008_1015,belief_mismatch_vs_other_failure_closure,-1,late_flow_volatility,0.4298701298701299,0.18181818181818182,0.6727272727272727,11,21,30,high,0.4298701298701299
seed1008_1015,belief_mismatch_vs_other_failure_closure,-1,route_acceleration,0.41688311688311686,0.16363636363636364,0.671655844155843,11,21,30,high,0.41688311688311686
seed1008_1015,belief_mismatch_vs_other_failure_closure,-1,state_jump,0.5279220779220779,0.3227272727272727,0.7279383116883116,11,21,30,low,0.4720779220779221
seed1008_1015,belief_mismatch_vs_other_failure_closure,-1,action_jump,0.5922077922077922,0.36363636363636365,0.8149350649350651,11,21,30,high,0.5922077922077922
seed1008_1015,belief_mismatch_vs_other_failure_closure,-1,feedback_split_signed,0.5097402597402597,0.29610389610389615,0.7169155844155841,11,21,30,low,0.4902597402597403
seed1008_1015,belief_mismatch_vs_other_failure_closure,-1,response_raw,0.5097402597402597,0.30909090909090914,0.7156006493506494,11,21,30,low,0.4902597402597403
seed1008_1015,belief_mismatch_vs_other_failure_closure,-1,recurrence_raw,0.44220779220779216,0.2831168831168831,0.6039123376623377,11,21,30,low,0.5577922077922078
seed1008_1015,belief_mismatch_vs_other_failure_closure,0,convergence_raw,0.41688311688311686,0.18506493506493504,0.6545454545454544,11,21,30,low,0.5831168831168831
seed1008_1015,belief_mismatch_vs_other_failure_closure,0,late_flow_volatility,0.5857142857142857,0.32597402597402597,0.8181818181818182,11,21,30,high,0.5857142857142857
seed1008_1015,belief_mismatch_vs_other_failure_closure,0,route_acceleration,0.562987012987013,0.30907467532467536,0.7902597402597403,11,21,30,high,0.562987012987013
seed1008_1015,belief_mismatch_vs_other_failure_closure,0,state_jump,0.4344155844155844,0.21813311688311687,0.6571915584415583,11,21,30,high,0.4344155844155844
seed1008_1015,belief_mismatch_vs_other_failure_closure,0,action_jump,0.5071428571428572,0.2681331168831169,0.7389610389610389,11,21,30,low,0.49285714285714277
seed1008_1015,belief_mismatch_vs_other_failure_closure,0,feedback_split_signed,0.4344155844155844,0.20904220779220778,0.6824675324675326,11,21,30,high,0.4344155844155844
seed1008_1015,belief_mismatch_vs_other_failure_closure,0,response_raw,0.4344155844155844,0.2116396103896104,0.6642857142857143,11,21,30,high,0.4344155844155844
seed1008_1015,belief_mismatch_vs_other_failure_closure,0,recurrence_raw,0.3993506493506493,0.17141233766233765,0.6455519480519475,11,21,30,high,0.3993506493506493
seed1008_1015,belief_mismatch_vs_other_failure_closure,1,convergence_raw,0.2681818181818182,0.0818181818181818,0.4772727272727273,11,21,30,high,0.2681818181818182
seed1008_1015,belief_mismatch_vs_other_failure_closure,1,late_flow_volatility,0.6097402597402598,0.33699675324675327,0.8604707792207789,11,21,30,high,0.6097402597402598
seed1008_1015,belief_mismatch_vs_other_failure_closure,1,route_acceleration,0.5967532467532468,0.32727272727272727,0.8467532467532467,11,21,30,high,0.5967532467532468
seed1008_1015,belief_mismatch_vs_other_failure_closure,1,state_jump,0.30324675324675326,0.09545454545454546,0.5455681818181811,11,21,30,low,0.6967532467532467
seed1008_1015,belief_mismatch_vs_other_failure_closure,1,action_jump,0.2818181818181818,0.07272727272727274,0.5272727272727273,11,21,30,low,0.7181818181818183
seed1008_1015,belief_mismatch_vs_other_failure_closure,1,feedback_split_signed,0.39415584415584415,0.15064935064935064,0.6727272727272727,11,21,30,low,0.6058441558441559
seed1008_1015,belief_mismatch_vs_other_failure_closure,1,response_raw,0.39415584415584415,0.14280844155844152,0.6623376623376623,11,21,30,low,0.6058441558441559
seed1008_1015,belief_mismatch_vs_other_failure_closure,1,recurrence_raw,0.7759740259740259,0.5551948051948051,0.9545454545454546,11,21,30,high,0.7759740259740259
seed1008_1015,belief_mismatch_vs_other_failure_closure,2,convergence_raw,0.5506493506493506,0.3318181818181818,0.7551948051948052,11,21,30,high,0.5506493506493506
seed1008_1015,belief_mismatch_vs_other_failure_closure,2,late_flow_volatility,0.5597402597402598,0.3194805194805195,0.8019805194805193,11,21,30,high,0.5597402597402598
seed1008_1015,belief_mismatch_vs_other_failure_closure,2,route_acceleration,0.6233766233766235,0.38181818181818183,0.8558441558441559,11,21,30,high,0.6233766233766235
seed1008_1015,belief_mismatch_vs_other_failure_closure,2,state_jump,0.3772727272727273,0.16363636363636364,0.6,11,21,30,low,0.6227272727272727
seed1008_1015,belief_mismatch_vs_other_failure_closure,2,action_jump,0.45909090909090905,0.21818181818181817,0.7090909090909091,11,21,30,high,0.45909090909090905
seed1008_1015,belief_mismatch_vs_other_failure_closure,2,feedback_split_signed,0.38636363636363635,0.18170454545454545,0.6090909090909091,11,21,30,low,0.6136363636363636
seed1008_1015,belief_mismatch_vs_other_failure_closure,2,response_raw,0.38636363636363635,0.16818181818181818,0.6272727272727273,11,21,30,low,0.6136363636363636
seed1008_1015,belief_mismatch_vs_other_failure_closure,2,recurrence_raw,0.6662337662337663,0.4298701298701299,0.8727922077922076,11,21,30,high,0.6662337662337663
seed1008_1015,belief_mismatch_vs_other_failure_closure,3,convergence_raw,0.42857142857142855,0.17857142857142855,0.7,10,20,25,low,0.5714285714285714
seed1008_1015,belief_mismatch_vs_other_failure_closure,3,late_flow_volatility,0.48571428571428577,0.18571428571428572,0.7857142857142858,10,20,25,high,0.48571428571428577
seed1008_1015,belief_mismatch_vs_other_failure_closure,3,route_acceleration,0.6857142857142857,0.4,0.9571428571428571,10,20,25,high,0.6857142857142857
seed1008_1015,belief_mismatch_vs_other_failure_closure,3,state_jump,0.39,0.16499999999999998,0.64,10,20,25,low,0.61
seed1008_1015,belief_mismatch_vs_other_failure_closure,3,action_jump,0.6,0.325,0.85,10,20,25,low,0.4
seed1008_1015,belief_mismatch_vs_other_failure_closure,3,feedback_split_signed,0.39,0.16475,0.65,10,20,25,low,0.61
seed1008_1015,belief_mismatch_vs_other_failure_closure,3,response_raw,0.39,0.15987500000000002,0.625,10,20,25,low,0.61
seed1008_1015,belief_mismatch_vs_other_failure_closure,3,recurrence_raw,0.58,0.334875,0.8152499999999987,10,20,25,high,0.58
seed1008_1015,belief_mismatch_vs_other_failure_closure,4,convergence_raw,0.7888888888888889,0.5666666666666667,1.0,9,19,20,high,0.7888888888888889
seed1008_1015,belief_mismatch_vs_other_failure_closure,4,late_flow_volatility,0.5666666666666667,0.2777777777777778,0.8444444444444444,9,19,20,high,0.5666666666666667
seed1008_1015,belief_mismatch_vs_other_failure_closure,4,route_acceleration,0.5666666666666667,0.2777777777777778,0.8444444444444444,9,19,20,high,0.5666666666666667
seed1008_1015,belief_mismatch_vs_other_failure_closure,4,state_jump,0.45079365079365075,0.23333333333333334,0.6747023809523803,9,19,20,low,0.5492063492063493
seed1008_1015,belief_mismatch_vs_other_failure_closure,4,action_jump,0.4444444444444444,0.16666666666666666,0.7222222222222222,9,19,20,low,0.5555555555555556
seed1008_1015,belief_mismatch_vs_other_failure_closure,4,feedback_split_signed,0.45079365079365075,0.23888888888888887,0.6746031746031745,9,19,20,high,0.45079365079365075
seed1008_1015,belief_mismatch_vs_other_failure_closure,4,response_raw,0.45079365079365075,0.23888888888888887,0.6786309523809521,9,19,20,high,0.45079365079365075
seed1008_1015,belief_mismatch_vs_other_failure_closure,4,recurrence_raw,0.576984126984127,0.3189484126984127,0.8333333333333334,9,19,20,high,0.576984126984127
seed1008_1015,belief_mismatch_vs_other_failure_closure,5,convergence_raw,0.31666666666666665,0.08333333333333333,0.5666666666666667,9,19,20,low,0.6833333333333333
seed1008_1015,belief_mismatch_vs_other_failure_closure,5,late_flow_volatility,0.38412698412698415,0.1507936507936508,0.6412698412698412,9,19,20,high,0.38412698412698415
seed1008_1015,belief_mismatch_vs_other_failure_closure,5,route_acceleration,0.38412698412698415,0.1111111111111111,0.673015873015873,9,19,20,high,0.38412698412698415
seed1008_1015,belief_mismatch_vs_other_failure_closure,5,state_jump,0.5833333333333334,0.2777777777777778,0.8611111111111112,9,19,20,low,0.41666666666666663
seed1008_1015,belief_mismatch_vs_other_failure_closure,5,action_jump,0.5,0.16666666666666666,0.7777777777777778,9,19,20,high,0.5
seed1008_1015,belief_mismatch_vs_other_failure_closure,5,feedback_split_signed,0.5833333333333334,0.2777777777777778,0.8611111111111112,9,19,20,low,0.41666666666666663
seed1008_1015,belief_mismatch_vs_other_failure_closure,5,response_raw,0.5833333333333334,0.2777777777777778,0.8611111111111112,9,19,20,low,0.41666666666666663
seed1008_1015,belief_mismatch_vs_other_failure_closure,5,recurrence_raw,0.44920634920634916,0.21587301587301588,0.6944444444444444,9,19,20,low,0.5507936507936508
