run,event,population,signal,lead,effect_auc_minus_half,ci_low,ci_high,cells,event_comparisons,positive_cells,negative_cells,sign_p
seed1000_1007,loop,all_events,route_acceleration,-2,0.16125,0.10110079365079365,0.2177370039682539,150,343,105,40,6.49310735531557e-08
seed1000_1007,loop,all_events,route_acceleration,-1,0.22203345458553791,0.16793230544532628,0.27268459959215163,144,330,106,30,3.816056031663096e-11
seed1000_1007,loop,all_events,route_acceleration,0,0.26610854173803816,0.21272214371360057,0.3186700282631038,139,321,107,25,2.7976456925235367e-13
seed1000_1007,loop,all_events,route_acceleration,1,0.22540120214752568,0.16460598301820728,0.28441967933006534,136,315,103,28,2.804580306101638e-11
seed1000_1007,loop,all_events,route_acceleration,2,0.13103174603174603,0.0660388431013431,0.1959131562881563,130,297,83,44,0.0006846086250425263
seed1000_1007,loop,failed_events,late_flow_volatility,-4,0.08810213940648723,0.021033083160800548,0.15563492063492063,115,207,66,44,0.04476209415697353
seed1000_1007,loop,failed_events,late_flow_volatility,-3,0.13747053276756246,0.060942067421027805,0.21197371522866562,101,187,62,35,0.007959455422446682
seed1000_1007,loop,failed_events,late_flow_volatility,-2,0.13570233314209218,0.0534848321858864,0.21303804503729198,83,160,54,23,0.0005387801699960487
seed1000_1007,loop,failed_events,late_flow_volatility,-1,0.16436559472273757,0.07950119820655534,0.2442704468150897,77,151,52,20,0.00020771603022674048
seed1000_1007,loop,failed_events,late_flow_volatility,0,0.22801909051909056,0.14647522522522521,0.30549871299871295,74,148,56,14,4.3028401315359276e-07
seed1000_1007,loop,failed_events,late_flow_volatility,1,0.1763172398589065,0.08761918540564374,0.2586824845679011,72,146,51,19,0.00016604182060301758
seed1000_1007,loop,failed_events,late_flow_volatility,2,0.13153036576949625,0.04358983206809294,0.21584102541982975,69,142,44,22,0.00921048969455458
seed1000_1007,loop,failed_events,recurrence_raw,-4,-0.08857487922705315,-0.15546454451345756,-0.02101190476190478,115,207,42,68,0.016745021478233812
seed1000_1007,loop,failed_events,recurrence_raw,-3,-0.08206820682068205,-0.1575656137042276,-0.004708470847084748,101,187,37,59,0.03154812025373352
seed1000_1007,loop,failed_events,recurrence_raw,-2,-0.1575516351118761,-0.2325121916236374,-0.08058310623446172,83,160,22,54,0.0003129786008370501
seed1000_1007,loop,failed_events,recurrence_raw,-1,-0.13673984745413317,-0.21686958874458878,-0.05436881570810152,77,151,25,50,0.0052282430040142824
seed1000_1007,loop,failed_events,recurrence_raw,0,-0.20044776919776922,-0.27949887387387384,-0.11774191602316623,74,148,18,53,3.884758279363993e-05
seed1000_1007,loop,failed_events,recurrence_raw,1,-0.1964506172839506,-0.273314594356261,-0.11329737103174604,72,146,16,51,2.1689238760717064e-05
seed1000_1007,loop,failed_events,recurrence_raw,2,-0.144510582010582,-0.2391427277432712,-0.05092146882907764,69,142,23,45,0.01033766119369546
seed1000_1007,loop,failed_events,route_acceleration,-4,0.14610766045548657,0.07389130434782608,0.21634950828157348,115,207,77,36,0.00014401960112955247
seed1000_1007,loop,failed_events,route_acceleration,-3,0.16516383781235267,0.0935566949552098,0.234066478076379,101,187,69,28,3.803794805755344e-05
seed1000_1007,loop,failed_events,route_acceleration,-2,0.17425415949512335,0.09309290734366034,0.25107268359150875,83,160,58,22,7.010573979919961e-05
seed1000_1007,loop,failed_events,route_acceleration,-1,0.17196196660482374,0.09135455318491031,0.2502191558441558,77,151,53,17,1.919969240032143e-05
seed1000_1007,loop,failed_events,route_acceleration,0,0.24914199914199914,0.17020082582582582,0.3239631595881596,74,148,56,13,1.6837633430122172e-07
seed1000_1007,loop,failed_events,route_acceleration,1,0.2240382495590829,0.14118296682098763,0.299006283068783,72,146,53,15,4.11597033439493e-06
seed1000_1007,loop,failed_events,route_acceleration,2,0.1382533931446975,0.04376056763285024,0.22674581608005517,69,142,45,24,0.015432297453701265
seed1000_1007,static,all_events,late_flow_volatility,-4,-0.14654344193817878,-0.23668311403508774,-0.05136539264828744,57,129,14,38,0.001195120320007348
seed1000_1007,static,all_events,late_flow_volatility,-3,-0.18481601731601732,-0.276071158008658,-0.08826785714285716,55,127,14,38,0.001195120320007348
seed1000_1007,static,all_events,late_flow_volatility,-2,-0.17296536796536796,-0.26128869047619047,-0.07866720779220782,55,126,11,37,0.00022224496262168714
seed1000_1007,static,all_events,late_flow_volatility,-1,-0.20189594356261026,-0.2926168430335097,-0.10666832010582011,54,125,10,39,3.845911694355664e-05
seed1000_1007,static,all_events,late_flow_volatility,0,-0.22293956043956042,-0.326605711996337,-0.11462769001831505,52,123,11,39,9.021490107130603e-05
seed1000_1007,static,all_events,late_flow_volatility,1,-0.2308763931104357,-0.32056800911854105,-0.13342705167173263,47,113,9,36,6.57466324582856e-05
seed1000_1007,static,all_events,late_flow_volatility,2,-0.2522486772486772,-0.3431527777777778,-0.15129629629629632,45,109,8,34,6.877111491121468e-05
seed1000_1007,static,all_events,recurrence_raw,-4,0.41354427736006677,0.35832184628237257,0.4593567251461988,57,129,52,2,1.6497914145929826e-13
seed1000_1007,static,all_events,recurrence_raw,-3,0.4317316017316017,0.3707305194805195,0.47909090909090907,55,127,52,3,1.5418777365994174e-12
seed1000_1007,static,all_events,recurrence_raw,-2,0.46359307359307356,0.4324664502164502,0.48848484848484847,55,126,53,0,2.220446049250313e-16
seed1000_1007,static,all_events,recurrence_raw,-1,0.4350639329805997,0.37412836199294536,0.48166887125220464,54,125,51,2,3.1796787425264483e-13
seed1000_1007,static,all_events,recurrence_raw,0,0.4036973443223443,0.3374141483516484,0.4586538461538462,52,123,48,2,2.2666313270747196e-12
seed1000_1007,static,all_events,recurrence_raw,1,0.3822315096251266,0.30653400455927055,0.4457953394123607,47,113,42,3,8.654978955746628e-10
seed1000_1007,static,all_events,recurrence_raw,2,0.38620370370370377,0.29740740740740745,0.4629629629629629,45,109,39,5,1.4051624930289108e-07
seed1000_1007,static,all_events,route_acceleration,-4,-0.032017543859649125,-0.12089625104427736,0.05925412489557223,57,129,21,30,0.2624375357110438
seed1000_1007,static,all_events,route_acceleration,-3,-0.0997186147186147,-0.19267478354978357,-0.000987824675324791,55,127,17,37,0.009073340339587177
seed1000_1007,static,all_events,route_acceleration,-2,-0.11316017316017316,-0.195586038961039,-0.02419237012987023,55,126,14,34,0.005515201485501109
seed1000_1007,static,all_events,route_acceleration,-1,-0.20499338624338626,-0.2844612544091711,-0.11493964947089959,54,125,11,38,0.00014197068519905542
seed1000_1007,static,all_events,route_acceleration,0,-0.17710622710622712,-0.2796605998168498,-0.06855025183150193,52,123,13,37,0.000936222910851825
seed1000_1007,static,all_events,route_acceleration,1,-0.1921859169199595,-0.29473309270516707,-0.08779413627153024,47,113,14,32,0.011351591436778108
seed1000_1007,static,all_events,route_acceleration,2,-0.17324074074074075,-0.27260956790123453,-0.06760041887125222,45,109,11,31,0.002887247974285856
seed1000_1007,static,failed_events,late_flow_volatility,-4,-0.1937791783380019,-0.2848295985060691,-0.09805993230625588,51,115,11,38,0.00014197068519905542
seed1000_1007,static,failed_events,late_flow_volatility,-3,-0.23863095238095242,-0.3249095238095238,-0.14399136904761917,50,114,10,38,6.169640777642371e-05
seed1000_1007,static,failed_events,late_flow_volatility,-2,-0.20926190476190476,-0.2951750000000001,-0.11594880952380957,50,113,9,36,6.57466324582856e-05
seed1000_1007,static,failed_events,late_flow_volatility,-1,-0.25495626822157436,-0.3383971088435374,-0.16234207968901848,49,112,7,39,1.831543272601266e-06
seed1000_1007,static,failed_events,late_flow_volatility,0,-0.298936170212766,-0.387415780141844,-0.19937943262411348,47,110,6,39,5.417768988991156e-07
seed1000_1007,static,failed_events,late_flow_volatility,1,-0.2802437641723356,-0.3635544217687075,-0.1874716553287982,42,101,5,35,1.382612026645802e-06
seed1000_1007,static,failed_events,late_flow_volatility,2,-0.31235119047619053,-0.391046875,-0.22600892857142862,40,97,4,33,1.0843941709026694e-06
seed1000_1007,static,failed_events,recurrence_raw,-4,0.42554855275443515,0.36898838702147524,0.47085025676937436,51,115,48,2,2.2666313270747196e-12
seed1000_1007,static,failed_events,recurrence_raw,-3,0.447,0.397,0.48533333333333334,50,114,48,1,1.7763568394002505e-13
seed1000_1007,static,failed_events,recurrence_raw,-2,0.4733333333333333,0.447,0.494,50,113,49,0,3.552713678800501e-15
seed1000_1007,static,failed_events,recurrence_raw,-1,0.4352891156462585,0.36930059523809516,0.4863116496598639,49,112,46,2,8.363087999896379e-12
seed1000_1007,static,failed_events,recurrence_raw,0,0.4383865248226951,0.3803191489361702,0.4822805851063829,47,110,45,1,1.3358203432289883e-12
seed1000_1007,static,failed_events,recurrence_raw,1,0.4423611111111111,0.3967261904761905,0.4796626984126984,42,101,40,0,1.8189894035458565e-12
seed1000_1007,static,failed_events,recurrence_raw,2,0.4119791666666667,0.3239583333333333,0.47916666666666663,40,97,36,3,3.608874976634979e-08
seed1000_1007,static,failed_events,route_acceleration,-4,-0.06904761904761905,-0.16083129084967315,0.025988853874883144,51,115,17,31,0.05946337525377032
seed1000_1007,static,failed_events,route_acceleration,-3,-0.14002380952380952,-0.23455535714285716,-0.04079285714285721,50,114,13,37,0.000936222910851825
seed1000_1007,static,failed_events,route_acceleration,-2,-0.15709523809523812,-0.23861904761904762,-0.07188005952380953,50,113,10,34,0.00038813090293388086
seed1000_1007,static,failed_events,route_acceleration,-1,-0.26070213799805636,-0.33603134110787175,-0.17655976676384852,49,112,7,38,3.1213096463034162e-06
seed1000_1007,static,failed_events,route_acceleration,0,-0.2519250253292806,-0.34102361955420457,-0.1545168439716313,47,110,8,37,1.5374090196473844e-05
seed1000_1007,static,failed_events,route_acceleration,1,-0.23677721088435372,-0.33606257086167807,-0.13110544217687098,42,101,9,31,0.0006795482549932785
seed1000_1007,static,failed_events,route_acceleration,2,-0.2133482142857143,-0.3104547371031746,-0.10864347718253974,40,97,8,29,0.0007528970600105822
seed1008_1015,loop,all_events,late_flow_volatility,-4,0.114937106918239,0.06976569519317159,0.15966124775381846,212,451,139,64,1.5044148493817393e-07
seed1008_1015,loop,all_events,late_flow_volatility,-3,0.14388848602046572,0.09938144589477076,0.18742045866569979,197,428,127,52,1.9956240916325517e-08
seed1008_1015,loop,all_events,late_flow_volatility,-2,0.16680386693684565,0.11575053824721376,0.21686252005234713,188,403,127,54,5.825879754791359e-08
seed1008_1015,loop,all_events,late_flow_volatility,-1,0.2093061224489796,0.15778650793650792,0.2583162698412698,175,384,127,40,9.451719537104614e-12
seed1008_1015,loop,all_events,late_flow_volatility,0,0.23347210753280118,0.1816630252775484,0.28194969148545734,173,380,128,39,2.9119474268643193e-12
seed1008_1015,loop,all_events,late_flow_volatility,1,0.19733845214614446,0.14297877336338874,0.24895921386306002,169,369,120,45,4.5692952094527786e-09
seed1008_1015,loop,all_events,late_flow_volatility,2,0.13060668029993186,0.07475590977699874,0.18461379516019083,163,357,100,55,0.0003756046109382831
seed1008_1015,loop,all_events,recurrence_raw,-4,-0.05411519167415394,-0.09843986317011082,-0.009900044923629852,212,451,88,113,0.09023833528455875
seed1008_1015,loop,all_events,recurrence_raw,-3,-0.06722463943276127,-0.11362360003222949,-0.021050051365723976,197,428,72,115,0.0020485721433264174
seed1008_1015,loop,all_events,recurrence_raw,-2,-0.13789999155690644,-0.18833697441742658,-0.08651506036811894,188,403,57,123,9.693304653209838e-07
seed1008_1015,loop,all_events,recurrence_raw,-1,-0.2105748299319728,-0.25635136054421764,-0.1637637755102041,175,384,36,135,1.1219334241242469e-14
seed1008_1015,loop,all_events,recurrence_raw,0,-0.1949536654738967,-0.24379885769336634,-0.14433273694834392,173,380,41,126,2.9709062415166016e-11
seed1008_1015,loop,all_events,recurrence_raw,1,-0.17593923170846248,-0.22686114633230023,-0.12163514370245142,169,369,41,117,1.160472929137338e-09
seed1008_1015,loop,all_events,recurrence_raw,2,-0.1397093193105463,-0.19435765410458666,-0.08434049079754605,163,357,53,105,4.28140790784601e-05
seed1008_1015,loop,all_events,route_acceleration,-4,0.1296945193171608,0.08650452044025157,0.17167087825696314,212,451,136,66,9.48404078901558e-07
seed1008_1015,loop,all_events,route_acceleration,-3,0.16090262670211908,0.11793371303682217,0.20176889452904687,197,428,134,49,2.5367286618294754e-10
seed1008_1015,loop,all_events,route_acceleration,-2,0.17706539175954072,0.12656825185748058,0.2256014384920635,188,403,130,51,3.833761507743866e-09
seed1008_1015,loop,all_events,route_acceleration,-1,0.2301859410430839,0.1812770408163265,0.2767626984126984,175,384,132,35,1.879775551356234e-14
seed1008_1015,loop,all_events,route_acceleration,0,0.24971442334159094,0.19969182952564454,0.2965083379209102,173,380,133,35,1.1841800255738729e-14
seed1008_1015,loop,all_events,route_acceleration,1,0.20442965154503617,0.15089611510284587,0.25819688057668827,169,369,124,38,7.625841619726282e-12
seed1008_1015,loop,all_events,route_acceleration,2,0.14066973415132925,0.08359936459246273,0.1976782062518259,163,357,101,54,0.0001986124230187889
seed1008_1015,loop,failed_events,late_flow_volatility,-4,0.1477157102157102,0.08388736263736266,0.21109101546601547,117,223,77,33,3.296813651959347e-05
seed1008_1015,loop,failed_events,late_flow_volatility,-3,0.16857331821617536,0.10632440476190476,0.2303471277399848,105,204,66,26,3.670045923799411e-05
seed1008_1015,loop,failed_events,late_flow_volatility,-2,0.17121362433862433,0.10057570684523809,0.24060567542989414,96,182,65,26,5.311762926784266e-05
seed1008_1015,loop,failed_events,late_flow_volatility,-1,0.1661129568106312,0.09091131413805832,0.24081591454411216,86,168,56,23,0.00026363677646526896
seed1008_1015,loop,failed_events,late_flow_volatility,0,0.15852007469654528,0.07707306255835668,0.23930532212885156,85,167,55,27,0.0026424928957725436
seed1008_1015,loop,failed_events,late_flow_volatility,1,0.14440858672786383,0.06636438611589214,0.2223567484222604,83,163,54,27,0.0035963477188240634
seed1008_1015,loop,failed_events,late_flow_volatility,2,0.11905013060076353,0.038035149186256785,0.1973310352622061,79,158,48,28,0.02862665550873788
seed1008_1015,loop,failed_events,recurrence_raw,-4,-0.10674433591100259,-0.16727144383394382,-0.04303338251254921,117,223,40,69,0.007040750835507646
seed1008_1015,loop,failed_events,recurrence_raw,-3,-0.07921012849584279,-0.14493348450491308,-0.01653968253968269,105,204,40,58,0.08541058911280434
seed1008_1015,loop,failed_events,recurrence_raw,-2,-0.16444279100529102,-0.23418185763888885,-0.09118706597222234,96,182,27,62,0.0002655853429874699
seed1008_1015,loop,failed_events,recurrence_raw,-1,-0.1844892026578073,-0.2556424764673312,-0.11006281146179414,86,168,22,60,3.231712619889761e-05
seed1008_1015,loop,failed_events,recurrence_raw,0,-0.1897152194211018,-0.2614200513538749,-0.11527380952380957,85,167,21,60,1.6935831215860105e-05
seed1008_1015,loop,failed_events,recurrence_raw,1,-0.10545515394912988,-0.1841103700516351,-0.02263673742589407,83,163,27,49,0.015440262020906361
seed1008_1015,loop,failed_events,recurrence_raw,2,-0.08465943339361062,-0.16475323990355636,-0.0010382760699216634,79,158,30,46,0.08464609267083592
seed1008_1015,loop,failed_events,route_acceleration,-4,0.17902930402930403,0.1213827838827839,0.23591778591778587,117,223,76,32,2.760786996624519e-05
seed1008_1015,loop,failed_events,route_acceleration,-3,0.18194066515495086,0.12067918556311413,0.2414547430083144,105,204,72,23,4.757482385242055e-07
seed1008_1015,loop,failed_events,route_acceleration,-2,0.18399884259259258,0.11107835234788357,0.2550870122354497,96,182,63,28,0.00031283899640671654
seed1008_1015,loop,failed_events,route_acceleration,-1,0.18289497969730525,0.10477620893318568,0.2564431063122922,86,168,59,23,8.715478657320522e-05
seed1008_1015,loop,failed_events,route_acceleration,0,0.18363211951447245,0.10181022408963585,0.2585075863678804,85,167,61,21,1.1296023055413022e-05
seed1008_1015,loop,failed_events,route_acceleration,1,0.14401654235991584,0.06384830990629184,0.22086112306368325,83,163,57,22,0.00010259635179423315
seed1008_1015,loop,failed_events,route_acceleration,2,0.12725286317058468,0.03948123869801085,0.21115788878842667,79,158,50,26,0.007905180027859778
seed1008_1015,static,all_events,late_flow_volatility,-4,-0.14448853615520282,-0.2456382275132275,-0.041849371693121765,54,134,17,36,0.012660335802414213
seed1008_1015,static,all_events,late_flow_volatility,-3,-0.15667989417989414,-0.24387070105820102,-0.06351686507936521,54,134,13,40,0.0002685401188191605
seed1008_1015,static,all_events,late_flow_volatility,-2,-0.18105540293040295,-0.26340630723443226,-0.09199805402930404,52,132,11,33,0.0012600338162656044
seed1008_1015,static,all_events,late_flow_volatility,-1,-0.1713560744810745,-0.2666134386446886,-0.06935029380341884,52,132,13,34,0.0030876764615186403
seed1008_1015,static,all_events,late_flow_volatility,0,-0.22561813186813187,-0.3137883470695971,-0.13218463827838833,52,129,9,36,6.57466324582856e-05
seed1008_1015,static,all_events,late_flow_volatility,1,-0.20216987504221545,-0.30047576832151307,-0.09395305639986494,47,119,13,31,0.009559878856634896
seed1008_1015,static,all_events,late_flow_volatility,2,-0.2592561830933924,-0.3527159468438538,-0.16179286637135476,43,111,11,31,0.002887247974285856
seed1008_1015,static,all_events,recurrence_raw,-4,0.38277116402116396,0.30250799162257497,0.44969273589065256,54,134,48,6,3.256530156647841e-09
seed1008_1015,static,all_events,recurrence_raw,-3,0.3983024691358025,0.3275110229276896,0.45555665784832444,54,134,48,4,1.3065282189472782e-10
seed1008_1015,static,all_events,recurrence_raw,-2,0.4086767399267399,0.34558092948717944,0.4613375686813186,52,132,48,3,1.9674928353197174e-11
seed1008_1015,static,all_events,recurrence_raw,-1,0.40044642857142865,0.32800852793040286,0.4588493017399267,52,132,46,4,4.461782054931973e-10
seed1008_1015,static,all_events,recurrence_raw,0,0.4251831501831502,0.36433035714285716,0.4737179487179487,52,129,49,2,1.1786127629420662e-12
seed1008_1015,static,all_events,recurrence_raw,1,0.403596757852077,0.32740628166160085,0.4659574468085106,47,119,43,4,2.781192165457469e-09
seed1008_1015,static,all_events,recurrence_raw,2,0.3983942414174972,0.3141126799557032,0.46639258028792907,43,111,39,4,3.1081526685738936e-08
seed1008_1015,static,all_events,route_acceleration,-4,-0.10332892416225752,-0.19014688051146386,-0.013226962081128769,54,134,18,34,0.03648340000835981
seed1008_1015,static,all_events,route_acceleration,-3,-0.09105305702527924,-0.17802166005291006,-0.0005913800705467401,54,134,16,36,0.0077874363057435225
seed1008_1015,static,all_events,route_acceleration,-2,-0.1509271978021978,-0.22926997481684983,-0.07243360805860811,52,132,12,34,0.0016414913408482334
seed1008_1015,static,all_events,route_acceleration,-1,-0.162839590964591,-0.24799879807692307,-0.07248569139194146,52,132,13,32,0.00660882284228137
seed1008_1015,static,all_events,route_acceleration,0,-0.2088751526251526,-0.2956198489010989,-0.11830567002442005,52,129,10,37,9.848878492846325e-05
seed1008_1015,static,all_events,route_acceleration,1,-0.16491050320837553,-0.2626682286389734,-0.05629770347855456,47,119,14,29,0.03153949735315109
seed1008_1015,static,all_events,route_acceleration,2,-0.2207548911037283,-0.31551195090439277,-0.11423518826135111,43,111,10,32,0.0009406740282429382
seed1008_1015,static,failed_events,late_flow_volatility,-4,-0.16347619047619047,-0.26736041666666666,-0.05370357142857158,50,125,15,35,0.006600447966810918
seed1008_1015,static,failed_events,late_flow_volatility,-3,-0.17645238095238094,-0.268297619047619,-0.07735595238095257,50,125,12,37,0.0004697573180081349
seed1008_1015,static,failed_events,late_flow_volatility,-2,-0.19899553571428572,-0.27939298115079364,-0.11368954613095239,48,123,10,31,0.0014504910141113214
seed1008_1015,static,failed_events,late_flow_volatility,-1,-0.1933986441798942,-0.29266513723544973,-0.08913845486111115,48,123,11,33,0.0012600338162656044
seed1008_1015,static,failed_events,late_flow_volatility,0,-0.26160714285714287,-0.34479290674603175,-0.17487599206349205,48,121,6,35,4.873598300036974e-06
seed1008_1015,static,failed_events,late_flow_volatility,1,-0.2479617604617605,-0.3449995490620491,-0.1413492063492064,44,112,11,31,0.002887247974285856
seed1008_1015,static,failed_events,late_flow_volatility,2,-0.2726289682539682,-0.3680081845238095,-0.1683204365079367,40,104,10,30,0.0022214337732293643
seed1008_1015,static,failed_events,recurrence_raw,-4,0.3903928571428572,0.3112369047619048,0.45816755952380955,50,125,45,4,8.225455871979648e-10
seed1008_1015,static,failed_events,recurrence_raw,-3,0.3935,0.31960714285714287,0.45529107142857134,50,125,44,3,2.4647306418046355e-10
seed1008_1015,static,failed_events,recurrence_raw,-2,0.4175595238095238,0.35570126488095233,0.46649305555555554,48,123,45,2,1.6044054973463062e-11
seed1008_1015,static,failed_events,recurrence_raw,-1,0.40083085317460315,0.3281922743055556,0.4637741815476189,48,123,43,4,2.781192165457469e-09
seed1008_1015,static,failed_events,recurrence_raw,0,0.43422619047619043,0.3705840773809524,0.484375,48,121,46,2,8.363087999896379e-12
seed1008_1015,static,failed_events,recurrence_raw,1,0.4273268398268398,0.3581141774891775,0.48333333333333334,44,112,41,3,1.6183321349672042e-09
seed1008_1015,static,failed_events,recurrence_raw,2,0.40940476190476194,0.32380357142857147,0.47858630952380926,40,104,36,3,3.608874976634979e-08
seed1008_1015,static,failed_events,route_acceleration,-4,-0.12385714285714286,-0.21810744047619054,-0.027617559523809555,50,125,16,33,0.021294114141387155
seed1008_1015,static,failed_events,route_acceleration,-3,-0.09507539682539683,-0.18450853174603174,-0.003992460317460493,50,125,15,32,0.01862383661500644
seed1008_1015,static,failed_events,route_acceleration,-2,-0.16080109126984127,-0.23912512400793653,-0.07911551339285718,48,123,9,32,0.000430857042374555
seed1008_1015,static,failed_events,route_acceleration,-1,-0.19010003306878306,-0.27225911458333335,-0.10423673115079367,48,123,10,31,0.0014504910141113214
seed1008_1015,static,failed_events,route_acceleration,0,-0.24381613756613754,-0.32474433697089944,-0.1536921296296297,48,121,8,36,2.5448598648836196e-05
seed1008_1015,static,failed_events,route_acceleration,1,-0.20437409812409812,-0.30292478354978347,-0.09817640692640694,44,112,12,29,0.011507789735333063
seed1008_1015,static,failed_events,route_acceleration,2,-0.23061507936507936,-0.32791145833333335,-0.126514632936508,40,104,9,31,0.0006795482549932785
