method,k,calibration,threshold,units,rank,exceedances
cosine_neighbors_euclidean_score,2,episode,2.6402947902679443,542,516,26
cosine_neighbors_euclidean_score,2,task_init,4.297179222106934,70,68,2
cosine_neighbors_euclidean_score,3,episode,2.5979321002960205,542,516,26
cosine_neighbors_euclidean_score,3,task_init,4.010037899017334,70,68,2
cosine_neighbors_euclidean_score,4,episode,2.595425605773926,542,516,26
cosine_neighbors_euclidean_score,4,task_init,3.7802271842956543,70,68,2
cosine_neighbors_euclidean_score,5,episode,2.5455856323242188,542,516,26
cosine_neighbors_euclidean_score,5,task_init,3.5413012504577637,70,68,2
cosine_neighbors_euclidean_score,6,episode,2.6387600898742676,542,516,26
cosine_neighbors_euclidean_score,6,task_init,3.453247547149658,70,68,2
cosine_neighbors_euclidean_score,7,episode,2.5922181606292725,542,516,26
cosine_neighbors_euclidean_score,7,task_init,3.4905354976654053,70,68,2
cosine_neighbors_euclidean_score,8,episode,2.518644332885742,542,516,26
cosine_neighbors_euclidean_score,8,task_init,3.307443618774414,70,68,2
cosine_neighbors_euclidean_score,9,episode,2.5420784950256348,542,516,26
cosine_neighbors_euclidean_score,9,task_init,3.51997709274292,70,68,2
cosine_neighbors_euclidean_score,10,episode,2.5086722373962402,542,516,26
cosine_neighbors_euclidean_score,10,task_init,3.4487454891204834,70,68,2
cosine_neighbors_euclidean_score,20,episode,2.6272823810577393,542,516,26
cosine_neighbors_euclidean_score,20,task_init,3.696152925491333,70,68,2
euclidean_neighbors_cosine_score,1,episode,0.17885367572307587,542,516,26
euclidean_neighbors_cosine_score,1,task_init,0.28622645139694214,70,68,2
euclidean_neighbors_cosine_score,2,episode,0.21162520349025726,542,516,26
euclidean_neighbors_cosine_score,2,task_init,0.3957437574863434,70,68,2
euclidean_neighbors_cosine_score,3,episode,0.2283981889486313,542,516,26
euclidean_neighbors_cosine_score,3,task_init,0.34577831625938416,70,68,2
euclidean_neighbors_cosine_score,4,episode,0.24154452979564667,542,516,26
euclidean_neighbors_cosine_score,4,task_init,0.3588814437389374,70,68,2
euclidean_neighbors_cosine_score,5,episode,0.25203490257263184,542,516,26
euclidean_neighbors_cosine_score,5,task_init,0.3794628977775574,70,68,2
euclidean_neighbors_cosine_score,6,episode,0.2573373317718506,542,516,26
euclidean_neighbors_cosine_score,6,task_init,0.414529025554657,70,68,2
euclidean_neighbors_cosine_score,7,episode,0.26492390036582947,542,516,26
euclidean_neighbors_cosine_score,7,task_init,0.4003995656967163,70,68,2
euclidean_neighbors_cosine_score,8,episode,0.26625049114227295,542,516,26
euclidean_neighbors_cosine_score,8,task_init,0.41545096039772034,70,68,2
euclidean_neighbors_cosine_score,9,episode,0.2743888795375824,542,516,26
euclidean_neighbors_cosine_score,9,task_init,0.4342101514339447,70,68,2
euclidean_neighbors_cosine_score,10,episode,0.2821591794490814,542,516,26
euclidean_neighbors_cosine_score,10,task_init,0.4503428637981415,70,68,2
euclidean_neighbors_cosine_score,20,episode,0.318893700838089,542,516,26
euclidean_neighbors_cosine_score,20,task_init,0.49472659826278687,70,68,2
cosine_without_center,1,episode,0.1481504738330841,542,516,26
cosine_without_center,1,task_init,0.25853490829467773,70,68,2
cosine_without_center,2,episode,0.15609247982501984,542,516,26
cosine_without_center,2,task_init,0.2593003213405609,70,68,2
cosine_without_center,3,episode,0.1615109145641327,542,516,26
cosine_without_center,3,task_init,0.26613837480545044,70,68,2
cosine_without_center,4,episode,0.17039304971694946,542,516,26
cosine_without_center,4,task_init,0.27132195234298706,70,68,2
cosine_without_center,5,episode,0.1766161173582077,542,516,26
cosine_without_center,5,task_init,0.2747180163860321,70,68,2
cosine_without_center,6,episode,0.18181942403316498,542,516,26
cosine_without_center,6,task_init,0.28005462884902954,70,68,2
cosine_without_center,7,episode,0.18954136967658997,542,516,26
cosine_without_center,7,task_init,0.2858988344669342,70,68,2
cosine_without_center,8,episode,0.19316881895065308,542,516,26
cosine_without_center,8,task_init,0.289950430393219,70,68,2
cosine_without_center,9,episode,0.1971798837184906,542,516,26
cosine_without_center,9,task_init,0.3007523715496063,70,68,2
cosine_without_center,10,episode,0.20009532570838928,542,516,26
cosine_without_center,10,task_init,0.31400299072265625,70,68,2
cosine_without_center,20,episode,0.22754843533039093,542,516,26
cosine_without_center,20,task_init,0.36175912618637085,70,68,2
