method,k,calibration,threshold,units,rank,exceedances
cosine_neighbors_euclidean_score,5,task_init,4.726558685302734,70,68,2
cosine_neighbors_euclidean_score,6,episode,3.0121796131134033,554,528,26
cosine_neighbors_euclidean_score,6,task_init,4.689626693725586,70,68,2
cosine_neighbors_euclidean_score,7,episode,3.043452262878418,554,528,26
cosine_neighbors_euclidean_score,7,task_init,4.653843879699707,70,68,2
cosine_neighbors_euclidean_score,8,episode,3.0395748615264893,554,528,26
cosine_neighbors_euclidean_score,8,task_init,4.332614421844482,70,68,2
cosine_neighbors_euclidean_score,9,episode,2.9571821689605713,554,528,26
cosine_neighbors_euclidean_score,9,task_init,4.3526506423950195,70,68,2
cosine_neighbors_euclidean_score,10,episode,2.9980549812316895,554,528,26
cosine_neighbors_euclidean_score,10,task_init,4.075591087341309,70,68,2
cosine_neighbors_euclidean_score,20,episode,2.9940974712371826,554,528,26
cosine_neighbors_euclidean_score,20,task_init,3.728264808654785,70,68,2
euclidean_neighbors_cosine_score,1,episode,0.2905787527561188,554,528,26
euclidean_neighbors_cosine_score,1,task_init,0.42406344413757324,70,68,2
euclidean_neighbors_cosine_score,2,episode,0.2911519706249237,554,528,26
euclidean_neighbors_cosine_score,2,task_init,0.4419396221637726,70,68,2
euclidean_neighbors_cosine_score,3,episode,0.3171136975288391,554,528,26
euclidean_neighbors_cosine_score,3,task_init,0.420742392539978,70,68,2
euclidean_neighbors_cosine_score,4,episode,0.34236881136894226,554,528,26
euclidean_neighbors_cosine_score,4,task_init,0.4537801444530487,70,68,2
euclidean_neighbors_cosine_score,5,episode,0.3316126763820648,554,528,26
euclidean_neighbors_cosine_score,5,task_init,0.4597138464450836,70,68,2
euclidean_neighbors_cosine_score,6,episode,0.36008578538894653,554,528,26
euclidean_neighbors_cosine_score,6,task_init,0.4714133143424988,70,68,2
euclidean_neighbors_cosine_score,7,episode,0.3666434586048126,554,528,26
euclidean_neighbors_cosine_score,7,task_init,0.5228244662284851,70,68,2
euclidean_neighbors_cosine_score,8,episode,0.3837703466415405,554,528,26
euclidean_neighbors_cosine_score,8,task_init,0.5492128729820251,70,68,2
euclidean_neighbors_cosine_score,9,episode,0.3965902030467987,554,528,26
euclidean_neighbors_cosine_score,9,task_init,0.5392529368400574,70,68,2
euclidean_neighbors_cosine_score,10,episode,0.401084303855896,554,528,26
euclidean_neighbors_cosine_score,10,task_init,0.5454575419425964,70,68,2
euclidean_neighbors_cosine_score,20,episode,0.45021891593933105,554,528,26
euclidean_neighbors_cosine_score,20,task_init,0.5713679194450378,70,68,2
cosine_without_center,1,episode,0.15824522078037262,554,528,26
cosine_without_center,1,task_init,0.28263944387435913,70,68,2
cosine_without_center,2,episode,0.16994331777095795,554,528,26
cosine_without_center,2,task_init,0.28719016909599304,70,68,2
cosine_without_center,3,episode,0.1767098754644394,554,528,26
cosine_without_center,3,task_init,0.2959250509738922,70,68,2
cosine_without_center,4,episode,0.1823522001504898,554,528,26
cosine_without_center,4,task_init,0.3051271438598633,70,68,2
cosine_without_center,5,episode,0.19346897304058075,554,528,26
cosine_without_center,5,task_init,0.31436628103256226,70,68,2
cosine_without_center,6,episode,0.19761435687541962,554,528,26
cosine_without_center,6,task_init,0.3206997513771057,70,68,2
cosine_without_center,7,episode,0.20044000446796417,554,528,26
cosine_without_center,7,task_init,0.33227741718292236,70,68,2
cosine_without_center,8,episode,0.20843537151813507,554,528,26
cosine_without_center,8,task_init,0.34378165006637573,70,68,2
cosine_without_center,9,episode,0.21481925249099731,554,528,26
cosine_without_center,9,task_init,0.3527454137802124,70,68,2
cosine_without_center,10,episode,0.2213219702243805,554,528,26
cosine_without_center,10,task_init,0.36312273144721985,70,68,2
cosine_without_center,20,episode,0.24795274436473846,554,528,26
cosine_without_center,20,task_init,0.3946210443973541,70,68,2
