kind,layer,li,step,gate,quantile,confirm,threshold,dev_gain_tp,dev_gain_fp,exchange
cell,L2,0,0,q9_13,0.995,2,0.06409026682376862,3,11,0.2727272727272727
cell,L2,0,1,q7_9,0.95,1,0.05671527236700058,11,1408,0.0078125
cell,L2,0,1,q7_9,0.95,2,0.05671527236700058,4,468,0.008547008547008548
cell,L2,0,1,q7_9,0.96,1,0.057710450142621994,10,1222,0.008183306055646482
cell,L2,0,1,q7_9,0.96,2,0.057710450142621994,3,300,0.01
cell,L2,0,1,q7_9,0.97,1,0.05910060554742813,7,1001,0.006993006993006993
cell,L2,0,1,q7_9,0.97,2,0.05910060554742813,2,149,0.013422818791946308
cell,L2,0,1,q7_9,0.98,1,0.06096332520246506,2,711,0.0028129395218002813
cell,L2,0,1,q7_9,0.98,2,0.06096332520246506,0,57,0.0
cell,L2,0,1,q7_9,0.99,1,0.06284766644239426,2,373,0.005361930294906166
cell,L2,0,1,q7_9,0.99,2,0.06284766644239426,0,8,0.0
cell,L2,0,1,q7_9,0.995,1,0.06488186120986938,2,186,0.010752688172043012
cell,L2,0,1,q7_9,0.995,2,0.06488186120986938,0,1,0.0
cell,L2,0,1,q7_11,0.95,1,0.05655959993600845,15,1830,0.00819672131147541
cell,L2,0,1,q7_11,0.95,2,0.05655959993600845,8,646,0.01238390092879257
cell,L2,0,1,q7_11,0.96,1,0.05751517415046692,13,1571,0.008274984086569064
cell,L2,0,1,q7_11,0.96,2,0.05751517415046692,8,493,0.016227180527383367
cell,L2,0,1,q7_11,0.97,1,0.05893874168395996,11,1293,0.008507347254447023
cell,L2,0,1,q7_11,0.97,2,0.05893874168395996,6,332,0.018072289156626505
cell,L2,0,1,q7_11,0.98,1,0.06075326353311539,7,963,0.007268951194184839
cell,L2,0,1,q7_11,0.98,2,0.06075326353311539,5,136,0.03676470588235294
cell,L2,0,1,q7_11,0.99,1,0.06274672597646713,7,532,0.013157894736842105
cell,L2,0,1,q7_11,0.99,2,0.06274672597646713,3,13,0.23076923076923078
cell,L2,0,1,q7_11,0.995,1,0.06458143144845963,6,271,0.02214022140221402
cell,L2,0,1,q7_11,0.995,2,0.06458143144845963,0,2,0.0
cell,L2,0,1,q6_10,0.95,1,0.05658834055066109,14,2170,0.0064516129032258064
cell,L2,0,1,q6_10,0.95,2,0.05658834055066109,6,545,0.011009174311926606
cell,L2,0,1,q6_10,0.96,1,0.057463955134153366,13,1891,0.006874669487043892
cell,L2,0,1,q6_10,0.96,2,0.057463955134153366,5,360,0.013888888888888888
cell,L2,0,1,q6_10,0.97,1,0.05870211869478226,12,1557,0.007707129094412331
cell,L2,0,1,q6_10,0.97,2,0.05870211869478226,3,204,0.014705882352941176
cell,L2,0,1,q6_10,0.98,1,0.06021055579185486,9,1113,0.008086253369272238
cell,L2,0,1,q6_10,0.98,2,0.06021055579185486,0,90,0.0
cell,L2,0,1,q6_10,0.99,1,0.06207059696316719,6,574,0.010452961672473868
cell,L2,0,1,q6_10,0.99,2,0.06207059696316719,0,25,0.0
cell,L2,0,1,q6_10,0.995,1,0.06367196887731552,4,293,0.013651877133105802
cell,L2,0,1,q6_10,0.995,2,0.06367196887731552,0,5,0.0
cell,L2,0,1,q9_13,0.95,1,0.05462423712015152,17,1543,0.01101749837977965
cell,L2,0,1,q9_13,0.95,2,0.05462423712015152,11,370,0.02972972972972973
cell,L2,0,1,q9_13,0.96,1,0.05542696267366409,16,1285,0.012451361867704281
cell,L2,0,1,q9_13,0.96,2,0.05542696267366409,8,271,0.02952029520295203
cell,L2,0,1,q9_13,0.97,1,0.0563897006213665,15,990,0.015151515151515152
cell,L2,0,1,q9_13,0.97,2,0.0563897006213665,7,206,0.03398058252427184
cell,L2,0,1,q9_13,0.98,1,0.05758360028266907,13,623,0.02086677367576244
cell,L2,0,1,q9_13,0.98,2,0.05758360028266907,7,175,0.04
cell,L2,0,1,q9_13,0.99,1,0.060382992029190063,7,307,0.02280130293159609
cell,L2,0,1,q9_13,0.99,2,0.060382992029190063,5,105,0.047619047619047616
cell,L2,0,1,q9_13,0.995,1,0.06219298392534256,5,184,0.02717391304347826
cell,L2,0,1,q9_13,0.995,2,0.06219298392534256,3,15,0.2
cell,L2,0,2,q7_9,0.95,1,0.05573207885026932,12,1450,0.008275862068965517
cell,L2,0,2,q7_9,0.95,2,0.05573207885026932,3,412,0.007281553398058253
cell,L2,0,2,q7_9,0.96,1,0.056688856333494186,11,1234,0.008914100486223663
cell,L2,0,2,q7_9,0.96,2,0.056688856333494186,3,270,0.011111111111111112
cell,L2,0,2,q7_9,0.97,1,0.057825010269880295,7,997,0.007021063189568706
cell,L2,0,2,q7_9,0.97,2,0.057825010269880295,1,147,0.006802721088435374
cell,L2,0,2,q7_9,0.98,1,0.05954812094569206,3,703,0.004267425320056899
cell,L2,0,2,q7_9,0.98,2,0.05954812094569206,0,63,0.0
cell,L2,0,2,q7_9,0.99,1,0.06162688881158829,2,371,0.005390835579514825
cell,L2,0,2,q7_9,0.99,2,0.06162688881158829,0,11,0.0
cell,L2,0,2,q7_9,0.995,1,0.06380032002925873,2,185,0.010810810810810811
cell,L2,0,2,q7_9,0.995,2,0.06380032002925873,0,2,0.0
cell,L2,0,2,q7_11,0.95,1,0.055548686534166336,16,1845,0.008672086720867209
cell,L2,0,2,q7_11,0.95,2,0.055548686534166336,9,605,0.01487603305785124
cell,L2,0,2,q7_11,0.96,1,0.056499190628528595,14,1565,0.008945686900958467
cell,L2,0,2,q7_11,0.96,2,0.056499190628528595,8,457,0.0175054704595186
cell,L2,0,2,q7_11,0.97,1,0.057720862329006195,12,1280,0.009375
cell,L2,0,2,q7_11,0.97,2,0.057720862329006195,7,312,0.022435897435897436
cell,L2,0,2,q7_11,0.98,1,0.05942586809396744,8,942,0.008492569002123142
cell,L2,0,2,q7_11,0.98,2,0.05942586809396744,5,137,0.0364963503649635
cell,L2,0,2,q7_11,0.99,1,0.06139368936419487,7,519,0.01348747591522158
cell,L2,0,2,q7_11,0.99,2,0.06139368936419487,3,20,0.15
cell,L2,0,2,q7_11,0.995,1,0.06348151713609695,4,270,0.014814814814814815
cell,L2,0,2,q7_11,0.995,2,0.06348151713609695,0,5,0.0
cell,L2,0,2,q6_10,0.95,1,0.05575906112790108,15,2232,0.006720430107526882
cell,L2,0,2,q6_10,0.95,2,0.05575906112790108,6,469,0.01279317697228145
cell,L2,0,2,q6_10,0.96,1,0.056631166487932205,14,1918,0.0072992700729927005
cell,L2,0,2,q6_10,0.96,2,0.056631166487932205,5,313,0.01597444089456869
cell,L2,0,2,q6_10,0.97,1,0.05763651058077812,13,1558,0.00834403080872914
cell,L2,0,2,q6_10,0.97,2,0.05763651058077812,2,171,0.011695906432748537
cell,L2,0,2,q6_10,0.98,1,0.059103600680828094,11,1101,0.009990917347865577
cell,L2,0,2,q6_10,0.98,2,0.059103600680828094,0,80,0.0
cell,L2,0,2,q6_10,0.99,1,0.06095697730779648,6,574,0.010452961672473868
cell,L2,0,2,q6_10,0.99,2,0.06095697730779648,0,22,0.0
cell,L2,0,2,q6_10,0.995,1,0.06275351345539093,3,291,0.010309278350515464
cell,L2,0,2,q6_10,0.995,2,0.06275351345539093,0,6,0.0
cell,L2,0,2,q9_13,0.95,1,0.05370623990893364,17,1565,0.010862619808306708
cell,L2,0,2,q9_13,0.95,2,0.05370623990893364,12,358,0.0335195530726257
cell,L2,0,2,q9_13,0.96,1,0.05449620634317398,16,1291,0.012393493415956624
cell,L2,0,2,q9_13,0.96,2,0.05449620634317398,10,275,0.03636363636363636
cell,L2,0,2,q9_13,0.97,1,0.0554845929145813,16,972,0.01646090534979424
cell,L2,0,2,q9_13,0.97,2,0.0554845929145813,8,215,0.037209302325581395
cell,L2,0,2,q9_13,0.98,1,0.05674833804368973,14,613,0.022838499184339316
cell,L2,0,2,q9_13,0.98,2,0.05674833804368973,7,182,0.038461538461538464
cell,L2,0,2,q9_13,0.99,1,0.05926737189292908,8,318,0.025157232704402517
cell,L2,0,2,q9_13,0.99,2,0.05926737189292908,5,90,0.05555555555555555
cell,L2,0,2,q9_13,0.995,1,0.06082353740930557,5,185,0.02702702702702703
cell,L2,0,2,q9_13,0.995,2,0.06082353740930557,3,11,0.2727272727272727
cell,L2,0,3,q7_9,0.95,1,0.054741114377975464,11,1464,0.007513661202185792
cell,L2,0,3,q7_9,0.95,2,0.054741114377975464,3,376,0.007978723404255319
cell,L2,0,3,q7_9,0.96,1,0.05557846277952194,10,1227,0.008149959250203748
cell,L2,0,3,q7_9,0.96,2,0.05557846277952194,2,260,0.007692307692307693
cell,L2,0,3,q7_9,0.97,1,0.05667268484830856,9,976,0.009221311475409836
cell,L2,0,3,q7_9,0.97,2,0.05667268484830856,1,153,0.006535947712418301
cell,L2,0,3,q7_9,0.98,1,0.05826880410313606,5,697,0.007173601147776184
cell,L2,0,3,q7_9,0.98,2,0.05826880410313606,0,65,0.0
cell,L2,0,3,q7_9,0.99,1,0.06078053638339043,2,371,0.005390835579514825
cell,L2,0,3,q7_9,0.99,2,0.06078053638339043,0,11,0.0
cell,L2,0,3,q7_9,0.995,1,0.06307830661535263,2,184,0.010869565217391304
cell,L2,0,3,q7_9,0.995,2,0.06307830661535263,0,3,0.0
cell,L2,0,3,q7_11,0.95,1,0.05464465171098709,15,1848,0.008116883116883116
cell,L2,0,3,q7_11,0.95,2,0.05464465171098709,11,567,0.019400352733686066
cell,L2,0,3,q7_11,0.96,1,0.055536676198244095,14,1562,0.008962868117797696
cell,L2,0,3,q7_11,0.96,2,0.055536676198244095,8,432,0.018518518518518517
cell,L2,0,3,q7_11,0.97,1,0.056687481701374054,14,1265,0.011067193675889328
cell,L2,0,3,q7_11,0.97,2,0.056687481701374054,7,300,0.023333333333333334
cell,L2,0,3,q7_11,0.98,1,0.05822907015681267,9,930,0.00967741935483871
cell,L2,0,3,q7_11,0.98,2,0.05822907015681267,6,125,0.048
cell,L2,0,3,q7_11,0.99,1,0.06047859787940979,7,510,0.013725490196078431
cell,L2,0,3,q7_11,0.99,2,0.06047859787940979,2,19,0.10526315789473684
cell,L2,0,3,q7_11,0.995,1,0.0626218169927597,3,264,0.011363636363636364
cell,L2,0,3,q7_11,0.995,2,0.0626218169927597,0,6,0.0
cell,L2,0,3,q6_10,0.95,1,0.05494780093431473,15,2224,0.006744604316546762
cell,L2,0,3,q6_10,0.95,2,0.05494780093431473,5,431,0.01160092807424594
cell,L2,0,3,q6_10,0.96,1,0.05582118034362793,14,1921,0.007287870900572618
cell,L2,0,3,q6_10,0.96,2,0.05582118034362793,4,276,0.014492753623188406
cell,L2,0,3,q6_10,0.97,1,0.05682564899325371,14,1547,0.00904977375565611
cell,L2,0,3,q6_10,0.97,2,0.05682564899325371,2,158,0.012658227848101266
cell,L2,0,3,q6_10,0.98,1,0.05812102556228638,12,1070,0.011214953271028037
cell,L2,0,3,q6_10,0.98,2,0.05812102556228638,0,78,0.0
cell,L2,0,3,q6_10,0.99,1,0.06014213711023331,6,565,0.010619469026548672
cell,L2,0,3,q6_10,0.99,2,0.06014213711023331,0,17,0.0
cell,L2,0,3,q6_10,0.995,1,0.06206858158111572,3,290,0.010344827586206896
cell,L2,0,3,q6_10,0.995,2,0.06206858158111572,0,5,0.0
cell,L2,0,3,q9_13,0.95,1,0.05295141413807869,16,1576,0.01015228426395939
cell,L2,0,3,q9_13,0.95,2,0.05295141413807869,13,372,0.03494623655913978
cell,L2,0,3,q9_13,0.96,1,0.0538562647998333,16,1285,0.012451361867704281
cell,L2,0,3,q9_13,0.96,2,0.0538562647998333,12,277,0.04332129963898917
cell,L2,0,3,q9_13,0.97,1,0.05485641956329346,16,965,0.016580310880829015
cell,L2,0,3,q9_13,0.97,2,0.05485641956329346,10,212,0.04716981132075472
cell,L2,0,3,q9_13,0.98,1,0.05614691972732544,15,619,0.024232633279483037
cell,L2,0,3,q9_13,0.98,2,0.05614691972732544,7,174,0.040229885057471264
cell,L2,0,3,q9_13,0.99,1,0.05830094963312149,8,342,0.023391812865497075
cell,L2,0,3,q9_13,0.99,2,0.05830094963312149,5,54,0.09259259259259259
cell,L2,0,3,q9_13,0.995,1,0.05990152806043625,6,184,0.03260869565217391
cell,L2,0,3,q9_13,0.995,2,0.05990152806043625,3,10,0.3
cell,L2,0,4,q7_9,0.95,1,0.05349693447351456,12,1491,0.008048289738430584
cell,L2,0,4,q7_9,0.95,2,0.05349693447351456,3,327,0.009174311926605505
cell,L2,0,4,q7_9,0.96,1,0.05427125096321106,9,1234,0.007293354943273906
cell,L2,0,4,q7_9,0.96,2,0.05427125096321106,1,238,0.004201680672268907
cell,L2,0,4,q7_9,0.97,1,0.05534881353378296,9,980,0.009183673469387756
cell,L2,0,4,q7_9,0.97,2,0.05534881353378296,1,142,0.007042253521126761
cell,L2,0,4,q7_9,0.98,1,0.05683105066418648,8,695,0.011510791366906475
cell,L2,0,4,q7_9,0.98,2,0.05683105066418648,0,61,0.0
cell,L2,0,4,q7_9,0.99,1,0.05932344123721123,2,369,0.005420054200542005
cell,L2,0,4,q7_9,0.99,2,0.05932344123721123,0,11,0.0
cell,L2,0,4,q7_9,0.995,1,0.06154870241880417,2,184,0.010869565217391304
cell,L2,0,4,q7_9,0.995,2,0.06154870241880417,0,3,0.0
cell,L2,0,4,q7_11,0.95,1,0.0533265694975853,16,1903,0.008407777193904361
cell,L2,0,4,q7_11,0.95,2,0.0533265694975853,12,525,0.022857142857142857
cell,L2,0,4,q7_11,0.96,1,0.054166682064533234,15,1601,0.009369144284821987
cell,L2,0,4,q7_11,0.96,2,0.054166682064533234,9,388,0.023195876288659795
cell,L2,0,4,q7_11,0.97,1,0.05516055226325989,15,1297,0.01156515034695451
cell,L2,0,4,q7_11,0.97,2,0.05516055226325989,7,219,0.0319634703196347
cell,L2,0,4,q7_11,0.98,1,0.05653763562440872,12,940,0.01276595744680851
cell,L2,0,4,q7_11,0.98,2,0.05653763562440872,5,98,0.05102040816326531
cell,L2,0,4,q7_11,0.99,1,0.05890005826950073,5,508,0.00984251968503937
cell,L2,0,4,q7_11,0.99,2,0.05890005826950073,1,21,0.047619047619047616
cell,L2,0,4,q7_11,0.995,1,0.061170779168605804,3,265,0.011320754716981131
cell,L2,0,4,q7_11,0.995,2,0.061170779168605804,0,7,0.0
cell,L2,0,4,q6_10,0.95,1,0.05368534475564957,15,2214,0.006775067750677507
cell,L2,0,4,q6_10,0.95,2,0.05368534475564957,6,425,0.01411764705882353
cell,L2,0,4,q6_10,0.96,1,0.05442215874791145,15,1860,0.008064516129032258
cell,L2,0,4,q6_10,0.96,2,0.05442215874791145,4,296,0.013513513513513514
cell,L2,0,4,q6_10,0.97,1,0.0553482249379158,14,1480,0.00945945945945946
cell,L2,0,4,q6_10,0.97,2,0.0553482249379158,3,184,0.016304347826086956
cell,L2,0,4,q6_10,0.98,1,0.056604139506816864,13,1041,0.012487992315081652
cell,L2,0,4,q6_10,0.98,2,0.056604139506816864,1,92,0.010869565217391304
cell,L2,0,4,q6_10,0.99,1,0.05863458663225174,4,562,0.0071174377224199285
cell,L2,0,4,q6_10,0.99,2,0.05863458663225174,0,23,0.0
cell,L2,0,4,q6_10,0.995,1,0.06067783758044243,3,295,0.010169491525423728
cell,L2,0,4,q6_10,0.995,2,0.06067783758044243,0,5,0.0
cell,L2,0,4,q9_13,0.95,1,0.05169310048222542,16,1598,0.010012515644555695
cell,L2,0,4,q9_13,0.95,2,0.05169310048222542,14,350,0.04
cell,L2,0,4,q9_13,0.96,1,0.05265713483095169,16,1314,0.0121765601217656
cell,L2,0,4,q9_13,0.96,2,0.05265713483095169,12,256,0.046875
cell,L2,0,4,q9_13,0.97,1,0.05372131988406181,16,990,0.01616161616161616
cell,L2,0,4,q9_13,0.97,2,0.05372131988406181,9,184,0.04891304347826087
cell,L2,0,4,q9_13,0.98,1,0.05488862842321396,16,682,0.02346041055718475
cell,L2,0,4,q9_13,0.98,2,0.05488862842321396,8,98,0.08163265306122448
cell,L2,0,4,q9_13,0.99,1,0.056591860949993134,11,363,0.030303030303030304
cell,L2,0,4,q9_13,0.99,2,0.056591860949993134,5,18,0.2777777777777778
cell,L2,0,4,q9_13,0.995,1,0.05822812393307686,4,183,0.02185792349726776
cell,L2,0,4,q9_13,0.995,2,0.05822812393307686,1,8,0.125
cell,L2,0,5,q7_9,0.95,1,0.052250705659389496,14,1545,0.009061488673139158
cell,L2,0,5,q7_9,0.95,2,0.052250705659389496,2,267,0.00749063670411985
cell,L2,0,5,q7_9,0.96,1,0.05314894765615463,11,1282,0.00858034321372855
cell,L2,0,5,q7_9,0.96,2,0.05314894765615463,1,185,0.005405405405405406
cell,L2,0,5,q7_9,0.97,1,0.054244089871644974,10,999,0.01001001001001001
cell,L2,0,5,q7_9,0.97,2,0.054244089871644974,0,112,0.0
cell,L2,0,5,q7_9,0.98,1,0.05580414459109306,6,705,0.00851063829787234
cell,L2,0,5,q7_9,0.98,2,0.05580414459109306,0,47,0.0
cell,L2,0,5,q7_9,0.99,1,0.058056749403476715,3,368,0.008152173913043478
cell,L2,0,5,q7_9,0.99,2,0.058056749403476715,0,8,0.0
cell,L2,0,5,q7_9,0.995,1,0.06009887903928757,1,184,0.005434782608695652
cell,L2,0,5,q7_9,0.995,2,0.06009887903928757,0,4,0.0
cell,L2,0,5,q7_11,0.95,1,0.05199866741895676,16,2004,0.007984031936127744
cell,L2,0,5,q7_11,0.95,2,0.05199866741895676,10,416,0.02403846153846154
cell,L2,0,5,q7_11,0.96,1,0.05283086746931076,16,1702,0.009400705052878966
cell,L2,0,5,q7_11,0.96,2,0.05283086746931076,9,274,0.032846715328467155
cell,L2,0,5,q7_11,0.97,1,0.05388130620121956,15,1347,0.011135857461024499
cell,L2,0,5,q7_11,0.97,2,0.05388130620121956,5,165,0.030303030303030304
cell,L2,0,5,q7_11,0.98,1,0.055363286286592484,14,958,0.014613778705636743
cell,L2,0,5,q7_11,0.98,2,0.055363286286592484,4,68,0.058823529411764705
cell,L2,0,5,q7_11,0.99,1,0.05764739587903023,6,512,0.01171875
cell,L2,0,5,q7_11,0.99,2,0.05764739587903023,2,17,0.11764705882352941
cell,L2,0,5,q7_11,0.995,1,0.05985236167907715,2,267,0.00749063670411985
cell,L2,0,5,q7_11,0.995,2,0.05985236167907715,0,6,0.0
cell,L2,0,5,q6_10,0.95,1,0.052520740777254105,15,2171,0.006909258406264394
cell,L2,0,5,q6_10,0.95,2,0.052520740777254105,6,435,0.013793103448275862
cell,L2,0,5,q6_10,0.96,1,0.053314436227083206,14,1831,0.007646095030038231
cell,L2,0,5,q6_10,0.96,2,0.053314436227083206,4,313,0.012779552715654952
cell,L2,0,5,q6_10,0.97,1,0.05428478866815567,14,1462,0.009575923392612859
cell,L2,0,5,q6_10,0.97,2,0.05428478866815567,3,184,0.016304347826086956
cell,L2,0,5,q6_10,0.98,1,0.05558595806360245,10,1034,0.009671179883945842
cell,L2,0,5,q6_10,0.98,2,0.05558595806360245,1,86,0.011627906976744186
cell,L2,0,5,q6_10,0.99,1,0.05751302093267441,7,552,0.012681159420289856
cell,L2,0,5,q6_10,0.99,2,0.05751302093267441,0,27,0.0
cell,L2,0,5,q6_10,0.995,1,0.0594729408621788,3,291,0.010309278350515464
cell,L2,0,5,q6_10,0.995,2,0.0594729408621788,0,7,0.0
cell,L2,0,5,q9_13,0.95,1,0.05068286508321762,16,1678,0.009535160905840286
cell,L2,0,5,q9_13,0.95,2,0.05068286508321762,13,279,0.04659498207885305
cell,L2,0,5,q9_13,0.96,1,0.05163520574569702,16,1387,0.011535688536409516
cell,L2,0,5,q9_13,0.96,2,0.05163520574569702,12,185,0.06486486486486487
cell,L2,0,5,q9_13,0.97,1,0.052666205912828445,16,1078,0.014842300556586271
cell,L2,0,5,q9_13,0.97,2,0.052666205912828445,10,97,0.10309278350515463
cell,L2,0,5,q9_13,0.98,1,0.05385756492614746,14,729,0.019204389574759947
cell,L2,0,5,q9_13,0.98,2,0.05385756492614746,5,43,0.11627906976744186
cell,L2,0,5,q9_13,0.99,1,0.05585150793194771,11,376,0.02925531914893617
cell,L2,0,5,q9_13,0.99,2,0.05585150793194771,3,11,0.2727272727272727
cell,L2,0,5,q9_13,0.995,1,0.05746228247880936,5,182,0.027472527472527472
cell,L2,0,5,q9_13,0.995,2,0.05746228247880936,2,6,0.3333333333333333
cell,L2,0,6,q7_9,0.95,1,0.05039980262517929,13,1594,0.008155583437892095
cell,L2,0,6,q7_9,0.95,2,0.05039980262517929,1,215,0.004651162790697674
cell,L2,0,6,q7_9,0.96,1,0.0515032596886158,11,1318,0.00834597875569044
cell,L2,0,6,q7_9,0.96,2,0.0515032596886158,1,144,0.006944444444444444
cell,L2,0,6,q7_9,0.97,1,0.052820008248090744,9,1030,0.008737864077669903
cell,L2,0,6,q7_9,0.97,2,0.052820008248090744,0,86,0.0
cell,L2,0,6,q7_9,0.98,1,0.05446828529238701,9,709,0.012693935119887164
cell,L2,0,6,q7_9,0.98,2,0.05446828529238701,0,39,0.0
cell,L2,0,6,q7_9,0.99,1,0.056547343730926514,3,364,0.008241758241758242
cell,L2,0,6,q7_9,0.99,2,0.056547343730926514,0,15,0.0
cell,L2,0,6,q7_9,0.995,1,0.058364905416965485,1,187,0.0053475935828877
cell,L2,0,6,q7_9,0.995,2,0.058364905416965485,0,5,0.0
cell,L2,0,6,q7_11,0.95,1,0.05001037195324898,16,2174,0.007359705611775529
cell,L2,0,6,q7_11,0.95,2,0.05001037195324898,10,298,0.03355704697986577
cell,L2,0,6,q7_11,0.96,1,0.05099448561668396,15,1817,0.00825536598789213
cell,L2,0,6,q7_11,0.96,2,0.05099448561668396,10,203,0.04926108374384237
cell,L2,0,6,q7_11,0.97,1,0.052288688719272614,15,1420,0.01056338028169014
cell,L2,0,6,q7_11,0.97,2,0.052288688719272614,5,131,0.03816793893129771
cell,L2,0,6,q7_11,0.98,1,0.05400547385215759,14,1000,0.014
cell,L2,0,6,q7_11,0.98,2,0.05400547385215759,4,55,0.07272727272727272
cell,L2,0,6,q7_11,0.99,1,0.05630757659673691,9,525,0.017142857142857144
cell,L2,0,6,q7_11,0.99,2,0.05630757659673691,1,21,0.047619047619047616
cell,L2,0,6,q7_11,0.995,1,0.058197058737277985,3,272,0.011029411764705883
cell,L2,0,6,q7_11,0.995,2,0.058197058737277985,0,8,0.0
cell,L2,0,6,q6_10,0.95,1,0.05102718994021416,15,2142,0.0070028011204481795
cell,L2,0,6,q6_10,0.95,2,0.05102718994021416,8,470,0.01702127659574468
cell,L2,0,6,q6_10,0.96,1,0.051947761327028275,14,1817,0.007705008255365988
cell,L2,0,6,q6_10,0.96,2,0.051947761327028275,5,336,0.01488095238095238
cell,L2,0,6,q6_10,0.97,1,0.053102344274520874,12,1469,0.008168822328114363
cell,L2,0,6,q6_10,0.97,2,0.053102344274520874,3,200,0.015
cell,L2,0,6,q6_10,0.98,1,0.054509758949279785,11,1034,0.010638297872340425
cell,L2,0,6,q6_10,0.98,2,0.054509758949279785,2,105,0.01904761904761905
cell,L2,0,6,q6_10,0.99,1,0.05636928230524063,8,559,0.014311270125223614
cell,L2,0,6,q6_10,0.99,2,0.05636928230524063,0,34,0.0
cell,L2,0,6,q6_10,0.995,1,0.05808793753385544,3,293,0.010238907849829351
cell,L2,0,6,q6_10,0.995,2,0.05808793753385544,0,14,0.0
cell,L2,0,6,q9_13,0.95,1,0.049158792942762375,17,1841,0.009234111895708854
cell,L2,0,6,q9_13,0.95,2,0.049158792942762375,12,149,0.08053691275167785
cell,L2,0,6,q9_13,0.96,1,0.05000673979520798,14,1496,0.009358288770053475
cell,L2,0,6,q9_13,0.96,2,0.05000673979520798,10,93,0.10752688172043011
