fold,suite,seed,method,scope,calibration,alpha,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy
libero_goal_20260907,libero_goal,20260907,cosine,seen,episode,0.1,560,12,548,3,62,0.25,0.11313868613138686,0.046153846153846156,0.5684306569343066
libero_goal_20260907,libero_goal,20260907,cosine,unseen,episode,0.1,1200,78,1122,59,451,0.7564102564102564,0.4019607843137255,0.11568627450980393,0.6772247360482655
libero_goal_20260907,libero_goal,20260907,cosine,seen,episode,0.15,560,12,548,3,77,0.25,0.14051094890510948,0.0375,0.5547445255474452
libero_goal_20260907,libero_goal,20260907,cosine,unseen,episode,0.15,1200,78,1122,65,514,0.8333333333333334,0.45811051693404636,0.11226252158894647,0.6876114081996436
libero_goal_20260907,libero_goal,20260907,cosine,seen,episode,0.2,560,12,548,3,107,0.25,0.19525547445255476,0.02727272727272727,0.5273722627737226
libero_goal_20260907,libero_goal,20260907,cosine,unseen,episode,0.2,1200,78,1122,71,588,0.9102564102564102,0.5240641711229946,0.10773899848254932,0.6930961195667078
libero_goal_20260907,libero_goal,20260907,cosine,seen,task_init,0.01,560,12,548,0,0,0.0,0.0,,0.5
libero_goal_20260907,libero_goal,20260907,cosine,unseen,task_init,0.01,1200,78,1122,0,0,0.0,0.0,,0.5
libero_goal_20260907,libero_goal,20260907,cosine,seen,task_init,0.03,560,12,548,0,11,0.0,0.020072992700729927,0.0,0.48996350364963503
libero_goal_20260907,libero_goal,20260907,cosine,unseen,task_init,0.03,1200,78,1122,12,94,0.15384615384615385,0.08377896613190731,0.11320754716981132,0.5350335938571232
libero_goal_20260907,libero_goal,20260907,cosine,seen,task_init,0.05,560,12,548,0,12,0.0,0.021897810218978103,0.0,0.48905109489051096
libero_goal_20260907,libero_goal,20260907,cosine,unseen,task_init,0.05,1200,78,1122,12,98,0.15384615384615385,0.0873440285204991,0.10909090909090909,0.5332510626628273
libero_goal_20260907,libero_goal,20260907,cosine,seen,task_init,0.1,560,12,548,0,35,0.0,0.06386861313868614,0.0,0.46806569343065696
libero_goal_20260907,libero_goal,20260907,cosine,unseen,task_init,0.1,1200,78,1122,44,281,0.5641025641025641,0.25044563279857396,0.13538461538461538,0.656828465651995
libero_goal_20260907,libero_goal,20260907,cosine,seen,task_init,0.15,560,12,548,1,37,0.08333333333333333,0.06751824817518248,0.02631578947368421,0.5079075425790753
libero_goal_20260907,libero_goal,20260907,cosine,unseen,task_init,0.15,1200,78,1122,48,328,0.6153846153846154,0.29233511586452765,0.1276595744680851,0.6615247497600438
libero_goal_20260907,libero_goal,20260907,cosine,seen,task_init,0.2,560,12,548,2,49,0.16666666666666666,0.08941605839416059,0.0392156862745098,0.5386253041362531
libero_goal_20260907,libero_goal,20260907,cosine,unseen,task_init,0.2,1200,78,1122,54,396,0.6923076923076923,0.35294117647058826,0.12,0.669683257918552
libero_goal_20260908,libero_goal,20260908,euclidean,seen,episode,0.01,560,22,538,21,3,0.9545454545454546,0.0055762081784386614,0.875,0.9744846231835079
libero_goal_20260908,libero_goal,20260908,euclidean,unseen,episode,0.01,1200,9,1191,9,4,1.0,0.0033585222502099076,0.6923076923076923,0.998320738874895
libero_goal_20260908,libero_goal,20260908,euclidean,seen,episode,0.03,560,22,538,22,13,1.0,0.024163568773234202,0.6285714285714286,0.9879182156133829
libero_goal_20260908,libero_goal,20260908,euclidean,unseen,episode,0.03,1200,9,1191,9,29,1.0,0.02434928631402183,0.23684210526315788,0.9878253568429891
libero_goal_20260908,libero_goal,20260908,euclidean,seen,episode,0.05,560,22,538,22,30,1.0,0.055762081784386616,0.4230769230769231,0.9721189591078067
libero_goal_20260908,libero_goal,20260908,euclidean,unseen,episode,0.05,1200,9,1191,9,57,1.0,0.04785894206549118,0.13636363636363635,0.9760705289672544
libero_goal_20260908,libero_goal,20260908,euclidean,seen,episode,0.1,560,22,538,22,67,1.0,0.12453531598513011,0.24719101123595505,0.9377323420074349
libero_goal_20260908,libero_goal,20260908,euclidean,unseen,episode,0.1,1200,9,1191,9,128,1.0,0.10747271200671704,0.06569343065693431,0.9462636439966414
libero_goal_20260908,libero_goal,20260908,euclidean,seen,episode,0.15,560,22,538,22,101,1.0,0.18773234200743494,0.17886178861788618,0.9061338289962826
libero_goal_20260908,libero_goal,20260908,euclidean,unseen,episode,0.15,1200,9,1191,9,182,1.0,0.1528127623845508,0.04712041884816754,0.9235936188077246
libero_goal_20260908,libero_goal,20260908,euclidean,seen,episode,0.2,560,22,538,22,137,1.0,0.25464684014869887,0.13836477987421383,0.8726765799256506
libero_goal_20260908,libero_goal,20260908,euclidean,unseen,episode,0.2,1200,9,1191,9,259,1.0,0.2174643157010915,0.033582089552238806,0.8912678421494542
libero_goal_20260908,libero_goal,20260908,euclidean,seen,task_init,0.01,560,22,538,0,0,0.0,0.0,,0.5
libero_goal_20260908,libero_goal,20260908,euclidean,unseen,task_init,0.01,1200,9,1191,0,0,0.0,0.0,,0.5
libero_goal_20260908,libero_goal,20260908,euclidean,seen,task_init,0.03,560,22,538,21,3,0.9545454545454546,0.0055762081784386614,0.875,0.9744846231835079
libero_goal_20260908,libero_goal,20260908,euclidean,unseen,task_init,0.03,1200,9,1191,9,2,1.0,0.0016792611251049538,0.8181818181818182,0.9991603694374476
libero_goal_20260908,libero_goal,20260908,euclidean,seen,task_init,0.05,560,22,538,21,3,0.9545454545454546,0.0055762081784386614,0.875,0.9744846231835079
libero_goal_20260908,libero_goal,20260908,euclidean,unseen,task_init,0.05,1200,9,1191,9,3,1.0,0.0025188916876574307,0.75,0.9987405541561712
libero_goal_20260908,libero_goal,20260908,euclidean,seen,task_init,0.1,560,22,538,22,13,1.0,0.024163568773234202,0.6285714285714286,0.9879182156133829
libero_goal_20260908,libero_goal,20260908,euclidean,unseen,task_init,0.1,1200,9,1191,9,29,1.0,0.02434928631402183,0.23684210526315788,0.9878253568429891
libero_goal_20260908,libero_goal,20260908,euclidean,seen,task_init,0.15,560,22,538,22,37,1.0,0.0687732342007435,0.3728813559322034,0.9656133828996283
libero_goal_20260908,libero_goal,20260908,euclidean,unseen,task_init,0.15,1200,9,1191,9,68,1.0,0.05709487825356843,0.11688311688311688,0.9714525608732157
libero_goal_20260908,libero_goal,20260908,euclidean,seen,task_init,0.2,560,22,538,22,56,1.0,0.10408921933085502,0.28205128205128205,0.9479553903345725
libero_goal_20260908,libero_goal,20260908,euclidean,unseen,task_init,0.2,1200,9,1191,9,100,1.0,0.08396305625524769,0.08256880733944955,0.9580184718723761
libero_goal_20260908,libero_goal,20260908,cosine,seen,episode,0.01,560,22,538,0,16,0.0,0.02973977695167286,0.0,0.4851301115241636
libero_goal_20260908,libero_goal,20260908,cosine,unseen,episode,0.01,1200,9,1191,0,34,0.0,0.028547439126784216,0.0,0.48572628043660787
libero_goal_20260908,libero_goal,20260908,cosine,seen,episode,0.03,560,22,538,3,30,0.13636363636363635,0.055762081784386616,0.09090909090909091,0.5403007772896248
libero_goal_20260908,libero_goal,20260908,cosine,unseen,episode,0.03,1200,9,1191,0,118,0.0,0.09907640638119228,0.0,0.45046179680940385
libero_goal_20260908,libero_goal,20260908,cosine,seen,episode,0.05,560,22,538,6,41,0.2727272727272727,0.0762081784386617,0.1276595744680851,0.5982595471443055
libero_goal_20260908,libero_goal,20260908,cosine,unseen,episode,0.05,1200,9,1191,0,168,0.0,0.14105793450881612,0.0,0.42947103274559195
libero_goal_20260908,libero_goal,20260908,cosine,seen,episode,0.1,560,22,538,14,62,0.6363636363636364,0.11524163568773234,0.18421052631578946,0.7605610003379519
libero_goal_20260908,libero_goal,20260908,cosine,unseen,episode,0.1,1200,9,1191,1,341,0.1111111111111111,0.2863140218303946,0.0029239766081871343,0.4123985446403583
libero_goal_20260908,libero_goal,20260908,cosine,seen,episode,0.15,560,22,538,16,105,0.7272727272727273,0.19516728624535315,0.1322314049586777,0.7660527205136871
libero_goal_20260908,libero_goal,20260908,cosine,unseen,episode,0.15,1200,9,1191,7,582,0.7777777777777778,0.48866498740554154,0.011884550084889643,0.6445563951861181
libero_goal_20260908,libero_goal,20260908,cosine,seen,episode,0.2,560,22,538,17,124,0.7727272727272727,0.23048327137546468,0.12056737588652482,0.771122000675904
libero_goal_20260908,libero_goal,20260908,cosine,unseen,episode,0.2,1200,9,1191,8,675,0.8888888888888888,0.5667506297229219,0.01171303074670571,0.6610691295829835
libero_goal_20260908,libero_goal,20260908,cosine,seen,task_init,0.01,560,22,538,0,0,0.0,0.0,,0.5
libero_goal_20260908,libero_goal,20260908,cosine,unseen,task_init,0.01,1200,9,1191,0,0,0.0,0.0,,0.5
libero_goal_20260908,libero_goal,20260908,cosine,seen,task_init,0.03,560,22,538,0,10,0.0,0.01858736059479554,0.0,0.49070631970260226
libero_goal_20260908,libero_goal,20260908,cosine,unseen,task_init,0.03,1200,9,1191,0,22,0.0,0.018471872376154493,0.0,0.4907640638119228
libero_goal_20260908,libero_goal,20260908,cosine,seen,task_init,0.05,560,22,538,0,11,0.0,0.020446096654275093,0.0,0.48977695167286245
libero_goal_20260908,libero_goal,20260908,cosine,unseen,task_init,0.05,1200,9,1191,0,22,0.0,0.018471872376154493,0.0,0.4907640638119228
libero_goal_20260908,libero_goal,20260908,cosine,seen,task_init,0.1,560,22,538,2,25,0.09090909090909091,0.046468401486988845,0.07407407407407407,0.5222203447110509
libero_goal_20260908,libero_goal,20260908,cosine,unseen,task_init,0.1,1200,9,1191,0,79,0.0,0.06633081444164568,0.0,0.46683459277917716
libero_goal_20260908,libero_goal,20260908,cosine,seen,task_init,0.15,560,22,538,5,41,0.22727272727272727,0.0762081784386617,0.10869565217391304,0.5755322744170328
libero_goal_20260908,libero_goal,20260908,cosine,unseen,task_init,0.15,1200,9,1191,0,168,0.0,0.14105793450881612,0.0,0.42947103274559195
libero_goal_20260908,libero_goal,20260908,cosine,seen,task_init,0.2,560,22,538,14,63,0.6363636363636364,0.1171003717472119,0.18181818181818182,0.7596316323082122
libero_goal_20260908,libero_goal,20260908,cosine,unseen,task_init,0.2,1200,9,1191,1,347,0.1111111111111111,0.29135180520570947,0.0028735632183908046,0.40987965295270085
libero_goal_20260909,libero_goal,20260909,euclidean,seen,episode,0.01,560,23,537,23,8,1.0,0.0148975791433892,0.7419354838709677,0.9925512104283054
libero_goal_20260909,libero_goal,20260909,euclidean,unseen,episode,0.01,1200,2,1198,2,495,1.0,0.41318864774624375,0.004024144869215292,0.7934056761268782
libero_goal_20260909,libero_goal,20260909,euclidean,seen,episode,0.03,560,23,537,23,17,1.0,0.03165735567970205,0.575,0.984171322160149
libero_goal_20260909,libero_goal,20260909,euclidean,unseen,episode,0.03,1200,2,1198,2,563,1.0,0.4699499165275459,0.0035398230088495575,0.765025041736227
libero_goal_20260909,libero_goal,20260909,euclidean,seen,episode,0.05,560,23,537,23,23,1.0,0.04283054003724395,0.5,0.978584729981378
libero_goal_20260909,libero_goal,20260909,euclidean,unseen,episode,0.05,1200,2,1198,2,616,1.0,0.5141903171953256,0.003236245954692557,0.7429048414023371
libero_goal_20260909,libero_goal,20260909,euclidean,seen,episode,0.1,560,23,537,23,46,1.0,0.0856610800744879,0.3333333333333333,0.957169459962756
libero_goal_20260909,libero_goal,20260909,euclidean,unseen,episode,0.1,1200,2,1198,2,673,1.0,0.5617696160267112,0.002962962962962963,0.7191151919866444
libero_goal_20260909,libero_goal,20260909,euclidean,seen,episode,0.15,560,23,537,23,70,1.0,0.1303538175046555,0.24731182795698925,0.9348230912476723
libero_goal_20260909,libero_goal,20260909,euclidean,unseen,episode,0.15,1200,2,1198,2,712,1.0,0.5943238731218697,0.0028011204481792717,0.7028380634390652
libero_goal_20260909,libero_goal,20260909,euclidean,seen,episode,0.2,560,23,537,23,101,1.0,0.18808193668528864,0.18548387096774194,0.9059590316573557
libero_goal_20260909,libero_goal,20260909,euclidean,unseen,episode,0.2,1200,2,1198,2,751,1.0,0.6268781302170284,0.0026560424966799467,0.6865609348914858
libero_goal_20260909,libero_goal,20260909,euclidean,seen,task_init,0.01,560,23,537,0,0,0.0,0.0,,0.5
libero_goal_20260909,libero_goal,20260909,euclidean,unseen,task_init,0.01,1200,2,1198,0,0,0.0,0.0,,0.5
libero_goal_20260909,libero_goal,20260909,euclidean,seen,task_init,0.03,560,23,537,23,6,1.0,0.0111731843575419,0.7931034482758621,0.994413407821229
libero_goal_20260909,libero_goal,20260909,euclidean,unseen,task_init,0.03,1200,2,1198,2,464,1.0,0.38731218697829717,0.004291845493562232,0.8063439065108514
libero_goal_20260909,libero_goal,20260909,euclidean,seen,task_init,0.05,560,23,537,23,7,1.0,0.01303538175046555,0.7666666666666667,0.9934823091247672
libero_goal_20260909,libero_goal,20260909,euclidean,unseen,task_init,0.05,1200,2,1198,2,480,1.0,0.4006677796327212,0.004149377593360996,0.7996661101836394
libero_goal_20260909,libero_goal,20260909,euclidean,seen,task_init,0.1,560,23,537,23,17,1.0,0.03165735567970205,0.575,0.984171322160149
libero_goal_20260909,libero_goal,20260909,euclidean,unseen,task_init,0.1,1200,2,1198,2,563,1.0,0.4699499165275459,0.0035398230088495575,0.765025041736227
libero_goal_20260909,libero_goal,20260909,euclidean,seen,task_init,0.15,560,23,537,23,27,1.0,0.05027932960893855,0.46,0.9748603351955307
libero_goal_20260909,libero_goal,20260909,euclidean,unseen,task_init,0.15,1200,2,1198,2,630,1.0,0.5258764607679466,0.0031645569620253164,0.7370617696160267
libero_goal_20260909,libero_goal,20260909,euclidean,seen,task_init,0.2,560,23,537,23,32,1.0,0.0595903165735568,0.41818181818181815,0.9702048417132216
libero_goal_20260909,libero_goal,20260909,euclidean,unseen,task_init,0.2,1200,2,1198,2,646,1.0,0.5392320534223706,0.0030864197530864196,0.7303839732888147
libero_goal_20260909,libero_goal,20260909,cosine,seen,episode,0.01,560,23,537,1,6,0.043478260869565216,0.0111731843575419,0.14285714285714285,0.5161525382560116
libero_goal_20260909,libero_goal,20260909,cosine,unseen,episode,0.01,1200,2,1198,0,7,0.0,0.005843071786310518,0.0,0.49707846410684475
libero_goal_20260909,libero_goal,20260909,cosine,seen,episode,0.03,560,23,537,1,13,0.043478260869565216,0.024208566108007448,0.07142857142857142,0.5096348473807789
libero_goal_20260909,libero_goal,20260909,cosine,unseen,episode,0.03,1200,2,1198,0,8,0.0,0.00667779632721202,0.0,0.496661101836394
libero_goal_20260909,libero_goal,20260909,cosine,seen,episode,0.05,560,23,537,1,20,0.043478260869565216,0.037243947858473,0.047619047619047616,0.5031171565055461
libero_goal_20260909,libero_goal,20260909,cosine,unseen,episode,0.05,1200,2,1198,0,11,0.0,0.009181969949916527,0.0,0.49540901502504175
libero_goal_20260909,libero_goal,20260909,cosine,seen,episode,0.1,560,23,537,11,43,0.4782608695652174,0.08007448789571694,0.2037037037037037,0.6990931908347502
libero_goal_20260909,libero_goal,20260909,cosine,unseen,episode,0.1,1200,2,1198,0,42,0.0,0.035058430717863104,0.0,0.48247078464106846
libero_goal_20260909,libero_goal,20260909,cosine,seen,episode,0.15,560,23,537,13,60,0.5652173913043478,0.11173184357541899,0.1780821917808219,0.7267427738644643
libero_goal_20260909,libero_goal,20260909,cosine,unseen,episode,0.15,1200,2,1198,0,99,0.0,0.08263772954924875,0.0,0.4586811352253756
libero_goal_20260909,libero_goal,20260909,cosine,seen,episode,0.2,560,23,537,18,83,0.782608695652174,0.15456238361266295,0.1782178217821782,0.8140231560197555
libero_goal_20260909,libero_goal,20260909,cosine,unseen,episode,0.2,1200,2,1198,0,206,0.0,0.17195325542570952,0.0,0.41402337228714525
libero_goal_20260909,libero_goal,20260909,cosine,seen,task_init,0.01,560,23,537,0,0,0.0,0.0,,0.5
libero_goal_20260909,libero_goal,20260909,cosine,unseen,task_init,0.01,1200,2,1198,0,0,0.0,0.0,,0.5
libero_goal_20260909,libero_goal,20260909,cosine,seen,task_init,0.03,560,23,537,1,5,0.043478260869565216,0.00931098696461825,0.16666666666666666,0.5170836369524735
libero_goal_20260909,libero_goal,20260909,cosine,unseen,task_init,0.03,1200,2,1198,0,5,0.0,0.004173622704507512,0.0,0.49791318864774625
libero_goal_20260909,libero_goal,20260909,cosine,seen,task_init,0.05,560,23,537,1,7,0.043478260869565216,0.01303538175046555,0.125,0.5152214395595498
libero_goal_20260909,libero_goal,20260909,cosine,unseen,task_init,0.05,1200,2,1198,0,7,0.0,0.005843071786310518,0.0,0.49707846410684475
libero_goal_20260909,libero_goal,20260909,cosine,seen,task_init,0.1,560,23,537,1,14,0.043478260869565216,0.0260707635009311,0.06666666666666667,0.508703748684317
libero_goal_20260909,libero_goal,20260909,cosine,unseen,task_init,0.1,1200,2,1198,0,8,0.0,0.00667779632721202,0.0,0.496661101836394
libero_goal_20260909,libero_goal,20260909,cosine,seen,task_init,0.15,560,23,537,3,25,0.13043478260869565,0.04655493482309125,0.10714285714285714,0.5419399238928022
libero_goal_20260909,libero_goal,20260909,cosine,unseen,task_init,0.15,1200,2,1198,0,16,0.0,0.01335559265442404,0.0,0.493322203672788
libero_goal_20260909,libero_goal,20260909,cosine,seen,task_init,0.2,560,23,537,8,36,0.34782608695652173,0.0670391061452514,0.18181818181818182,0.6403934904056352
libero_goal_20260909,libero_goal,20260909,cosine,unseen,task_init,0.2,1200,2,1198,0,28,0.0,0.02337228714524207,0.0,0.48831385642737896
libero_long_20260907,libero_long,20260907,euclidean,seen,episode,0.01,560,42,518,27,8,0.6428571428571429,0.015444015444015444,0.7714285714285715,0.8137065637065637
libero_long_20260907,libero_long,20260907,euclidean,unseen,episode,0.01,1200,49,1151,32,22,0.6530612244897959,0.019113814074717638,0.5925925925925926,0.8169737052075391
libero_long_20260907,libero_long,20260907,euclidean,seen,episode,0.03,560,42,518,39,12,0.9285714285714286,0.023166023166023165,0.7647058823529411,0.9527027027027027
libero_long_20260907,libero_long,20260907,euclidean,unseen,episode,0.03,1200,49,1151,48,110,0.9795918367346939,0.09556907037358818,0.3037974683544304,0.9420113831805529
libero_long_20260907,libero_long,20260907,euclidean,seen,episode,0.05,560,42,518,40,17,0.9523809523809523,0.032818532818532815,0.7017543859649122,0.9597812097812097
libero_long_20260907,libero_long,20260907,euclidean,unseen,episode,0.05,1200,49,1151,49,205,1.0,0.17810599478714162,0.19291338582677164,0.9109470026064292
libero_long_20260907,libero_long,20260907,euclidean,seen,episode,0.1,560,42,518,42,46,1.0,0.0888030888030888,0.4772727272727273,0.9555984555984556
libero_long_20260907,libero_long,20260907,euclidean,unseen,episode,0.1,1200,49,1151,49,460,1.0,0.3996524761077324,0.0962671905697446,0.8001737619461338
libero_long_20260907,libero_long,20260907,euclidean,seen,episode,0.15,560,42,518,42,74,1.0,0.14285714285714285,0.3620689655172414,0.9285714285714286
libero_long_20260907,libero_long,20260907,euclidean,unseen,episode,0.15,1200,49,1151,49,599,1.0,0.5204170286707211,0.07561728395061729,0.7397914856646395
libero_long_20260907,libero_long,20260907,euclidean,seen,episode,0.2,560,42,518,42,111,1.0,0.21428571428571427,0.27450980392156865,0.8928571428571429
libero_long_20260907,libero_long,20260907,euclidean,unseen,episode,0.2,1200,49,1151,49,710,1.0,0.6168549087749783,0.06455862977602109,0.6915725456125108
libero_long_20260907,libero_long,20260907,euclidean,seen,task_init,0.01,560,42,518,0,0,0.0,0.0,,0.5
libero_long_20260907,libero_long,20260907,euclidean,unseen,task_init,0.01,1200,49,1151,0,0,0.0,0.0,,0.5
libero_long_20260907,libero_long,20260907,euclidean,seen,task_init,0.03,560,42,518,26,4,0.6190476190476191,0.007722007722007722,0.8666666666666667,0.8056628056628057
libero_long_20260907,libero_long,20260907,euclidean,unseen,task_init,0.03,1200,49,1151,22,9,0.4489795918367347,0.007819287576020852,0.7096774193548387,0.720580152130357
libero_long_20260907,libero_long,20260907,euclidean,seen,task_init,0.05,560,42,518,27,7,0.6428571428571429,0.013513513513513514,0.7941176470588235,0.8146718146718146
libero_long_20260907,libero_long,20260907,euclidean,unseen,task_init,0.05,1200,49,1151,27,14,0.5510204081632653,0.01216333622936577,0.6585365853658537,0.7694285359669497
libero_long_20260907,libero_long,20260907,euclidean,seen,task_init,0.1,560,42,518,38,11,0.9047619047619048,0.021235521235521235,0.7755102040816326,0.9417631917631917
libero_long_20260907,libero_long,20260907,euclidean,unseen,task_init,0.1,1200,49,1151,47,81,0.9591836734693877,0.07037358818418767,0.3671875,0.9444050426426001
libero_long_20260907,libero_long,20260907,euclidean,seen,task_init,0.15,560,42,518,39,12,0.9285714285714286,0.023166023166023165,0.7647058823529411,0.9527027027027027
libero_long_20260907,libero_long,20260907,euclidean,unseen,task_init,0.15,1200,49,1151,48,110,0.9795918367346939,0.09556907037358818,0.3037974683544304,0.9420113831805529
libero_long_20260907,libero_long,20260907,euclidean,seen,task_init,0.2,560,42,518,41,20,0.9761904761904762,0.03861003861003861,0.6721311475409836,0.9687902187902189
libero_long_20260907,libero_long,20260907,euclidean,unseen,task_init,0.2,1200,49,1151,49,251,1.0,0.21807124239791487,0.16333333333333333,0.8909643788010426
libero_long_20260907,libero_long,20260907,cosine,seen,episode,0.01,560,42,518,0,6,0.0,0.011583011583011582,0.0,0.4942084942084942
libero_long_20260907,libero_long,20260907,cosine,unseen,episode,0.01,1200,49,1151,0,14,0.0,0.01216333622936577,0.0,0.49391833188531714
libero_long_20260907,libero_long,20260907,cosine,seen,episode,0.03,560,42,518,1,16,0.023809523809523808,0.03088803088803089,0.058823529411764705,0.4964607464607464
libero_long_20260907,libero_long,20260907,cosine,unseen,episode,0.03,1200,49,1151,1,38,0.02040816326530612,0.03301476976542137,0.02564102564102564,0.4936966967499424
libero_long_20260907,libero_long,20260907,cosine,seen,episode,0.05,560,42,518,1,23,0.023809523809523808,0.0444015444015444,0.041666666666666664,0.48970398970398965
libero_long_20260907,libero_long,20260907,cosine,unseen,episode,0.05,1200,49,1151,1,50,0.02040816326530612,0.043440486533449174,0.0196078431372549,0.48848383836592846
libero_long_20260907,libero_long,20260907,cosine,seen,episode,0.1,560,42,518,3,50,0.07142857142857142,0.09652509652509653,0.05660377358490566,0.4874517374517374
libero_long_20260907,libero_long,20260907,cosine,unseen,episode,0.1,1200,49,1151,2,108,0.04081632653061224,0.09383145091225022,0.01818181818181818,0.47349243780918104
libero_long_20260907,libero_long,20260907,cosine,seen,episode,0.15,560,42,518,4,67,0.09523809523809523,0.12934362934362933,0.056338028169014086,0.482947232947233
libero_long_20260907,libero_long,20260907,cosine,unseen,episode,0.15,1200,49,1151,3,167,0.061224489795918366,0.14509122502172025,0.01764705882352941,0.4580666323870991
libero_long_20260907,libero_long,20260907,cosine,seen,episode,0.2,560,42,518,6,87,0.14285714285714285,0.16795366795366795,0.06451612903225806,0.4874517374517374
libero_long_20260907,libero_long,20260907,cosine,unseen,episode,0.2,1200,49,1151,3,214,0.061224489795918366,0.18592528236316247,0.013824884792626729,0.43764960371637796
libero_long_20260907,libero_long,20260907,cosine,seen,task_init,0.01,560,42,518,0,0,0.0,0.0,,0.5
libero_long_20260907,libero_long,20260907,cosine,unseen,task_init,0.01,1200,49,1151,0,0,0.0,0.0,,0.5
